"Postal code area","Households, total, 2016 (TR)","Average income of households, 2016 (TR)","Median income of households, 2016 (TR)","Households belonging to the lowest income category, 2016 (TR)","Households belonging to the middle income category, 2016 (TR)","Households belonging to the highest income category, 2016 (TR)","Accumulated purchasing power of households, 2016 (TR)"
"08350 Routio   (Lohja )",1237,37549,29905,323,687,227,46448415
"08360 Kisakallio   (Lohja )",0,0,0,0,0,0,0
"08450 Hormajärvi   (Lohja )",127,47823,39595,24,67,36,6073564
"08480 Karstu   (Lohja )",107,49725,48231,16,63,28,5320538
"08500 Ventelä-Millola   (Lohja )",2800,45112,40229,449,1720,631,126314394
"08680 Muijala   (Lohja )",693,53734,52220,85,383,225,37237650
"08700 Virkkala   (Lohja )",3408,41448,36473,675,2037,696,141255906
"08800 Kirkniemi   (Lohja )",660,48744,44362,91,388,181,32171138
"09120 Karjalohja   (Lohja )",568,39662,32954,132,336,100,22527838
"09220 Sammatti   (Lohja )",710,41517,37765,137,442,131,29476877
"09430 Saukkola   (Lohja )",746,43840,38726,142,445,159,32704941
"09520 Millola   (Lohja )",60,44873,36786,12,33,15,2692390
"09630 Koisjärvi   (Lohja )",197,45591,41136,41,109,47,8981379
"09810 Nummi-Oinola   (Lohja )",472,39216,33339,122,262,88,18510122
"09930 Leppäkorpi   (Lohja )",140,39204,33403,35,80,25,5488607
"10120 Tähtelä   (Inkoo )",268,45681,41562,49,160,59,12242423
"10140 Päivölä   (Inkoo )",125,53368,51387,20,56,49,6670969
"10160 Degerby   (Inkoo )",353,57523,53135,34,186,133,20305632
"10210 Inkoo Keskus   (Inkoo )",1288,43348,37479,261,707,320,55831756
"10230 Inkoo Asemanseutu   (Inkoo )",153,45506,43063,31,86,36,6962475
"10250 Fagervik   (Inkoo )",72,45823,34789,12,43,17,3299263
"10270 Barösund   (Inkoo )",62,42316,34338,17,31,14,2623602
"10300 Karjaa Keskus   (Raasepori )",3620,36361,30462,966,2145,509,131628528
"10320 Bäljars   (Raasepori )",646,34175,29404,193,378,75,22076944
"10330 Pinjainen   (Raasepori )",281,39726,35847,55,176,50,11163075
"10350 Meltolan sairaala-alue   (Raasepori )",19,..,..,..,..,..,..
"10360 Mustio   (Raasepori )",591,44168,37813,110,348,133,26103473
"10380 Kaunislahti   (Raasepori )",47,42569,40426,11,24,12,2000745
"10410 Åminnefors   (Raasepori )",196,32749,28745,71,100,25,6418793
"10420 Pohjankuru   (Raasepori )",862,39169,29428,241,526,95,33763552
"10440 Bollsta   (Raasepori )",170,34671,31704,57,92,21,5894084
"10470 Fiskari   (Raasepori )",255,35705,28683,83,137,35,9104746
"10480 Antskog   (Raasepori )",50,41783,38597,10,32,8,2089147
"10520 Tenhola Kirkonkylä   (Raasepori )",758,40902,34977,174,459,125,31003454
"10570 Bromarv   (Raasepori )",241,37088,29704,76,132,33,8938183
"10600 Tammisaari Keskus   (Raasepori )",2731,36850,27621,796,1457,478,100636067
"10620 Tammisaari   (Raasepori )",834,40449,37665,163,540,131,33734382
"10640 Dragsvik   (Raasepori )",395,46008,44782,38,269,88,18173019
"10650 Flyet   (Raasepori )",1339,36390,30946,339,818,182,48726039
"10660 Trollböle   (Raasepori )",409,41384,33550,98,253,58,16926233
"10680 Skogby   (Raasepori )",88,38731,35335,15,63,10,3408287
"10710 Snappertuna   (Raasepori )",169,38296,36198,40,100,29,6472029
"10820 Lappohja   (Hanko )",301,34104,31585,76,185,40,10265425
"10900 Hanko Keskus   (Hanko )",2308,32869,27431,666,1353,289,75861745
"10940 Hangonkylä   (Hanko )",951,44280,39859,126,612,213,42110438
"10960 Hanko Pohjoinen   (Hanko )",874,38974,34872,157,590,127,34063300
"11100 Riihimäki Keskus   (Riihimäki )",4093,31643,25472,1195,2369,529,129515766
"11120 Pohjois-Riihimäki   (Riihimäki )",3314,40062,34229,673,2024,617,132765928
"11130 Peltosaari-Patastenmäki   (Riihimäki )",4507,39133,33590,1146,2542,819,176370747
"11310 Taka-Kasarmi   (Riihimäki )",313,44729,44126,48,200,65,14000332
"11710 Herajoki   (Riihimäki )",1372,43429,37754,267,818,287,59584333
"11910 Lasi-Kumela   (Janakkala )",1150,40449,33964,268,652,230,46516439
"12100 Oitti   (Hausjärvi )",1242,36517,30902,354,712,176,45353581
"12130 Mommila   (Hausjärvi )",154,40124,33277,38,90,26,6179162
"12170 Hietoinen   (Hausjärvi )",91,40591,40790,23,45,23,3693801
"12210 Hausjärvi kk   (Hausjärvi )",100,43504,38312,16,65,19,4350367
"12240 Hikiä   (Hausjärvi )",692,47448,44138,107,425,160,32833966
"12310 Ryttylä   (Hausjärvi )",819,39033,35380,188,512,119,31968065
"12350 Turkhauta   (Hausjärvi )",199,42671,43095,39,123,37,8491433
"12380 Leppäkoski   (Janakkala )",231,41751,35491,49,138,44,9644367
"12400 Tervakoski   (Janakkala )",2184,40664,35015,393,1413,378,88811217
"12450 Vähikkälä   (Janakkala )",116,46030,39646,13,76,27,5339520
"12520 Kormu   (Loppi )",174,48010,47602,20,115,39,8353653
"12540 Launonen   (Loppi )",610,45418,42791,100,389,121,27705131
"12600 Läyliäinen   (Loppi )",802,41015,38836,177,487,138,32894026
"12630 Sajaniemi   (Loppi )",130,42434,39277,13,88,29,5516462
"12640 Joentaka   (Loppi )",130,45810,44728,24,75,31,5955236
"12700 Loppi kk   (Loppi )",1146,34914,28097,345,662,139,40011327
"12750 Pilpala   (Loppi )",245,39167,34322,64,141,40,9595991
"12820 Räyskälä   (Loppi )",26,..,..,..,..,..,..
"12920 Topeno   (Loppi )",163,41802,38283,36,94,33,6813767
"12950 Vojakkala-Eerolankulma   (Loppi )",90,35445,30606,24,54,12,3190027
"13100 Hämeenlinna Keskus   (Hämeenlinna )",6555,34382,26917,1791,3641,1123,225375534
"13110 Kantola   (Hämeenlinna )",111,31370,25004,46,51,14,3482070
"13130 Kauriala   (Hämeenlinna )",3642,31954,24820,1071,2120,451,116376479
"13200 Keinusaari   (Hämeenlinna )",937,29169,25125,253,571,113,27331112
"13210 Hätilä   (Hämeenlinna )",4309,37089,30097,1096,2480,733,159816551
"13220 Sairio   (Hämeenlinna )",828,46167,41720,119,469,240,38226562
"13250 Katuma   (Hämeenlinna )",632,27668,22689,280,291,61,17485988
"13270 Ruununmylly   (Hämeenlinna )",619,55332,51877,61,357,201,34250478
"13300 Käikälä   (Hämeenlinna )",1091,47309,46565,89,759,243,51613976
"13330 Harviala   (Janakkala )",300,59913,49549,35,180,85,17973771
"13430 Hattelmala   (Hämeenlinna )",456,50368,44862,49,289,118,22967966
"13500 Jukola   (Hämeenlinna )",5427,39837,34594,1159,3331,937,216196102
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",0,0,0,0,0,0,0
"13600 Ojoinen   (Hämeenlinna )",1926,33933,28118,545,1157,224,65354048
"13700 Parolannummi   (Hattula )",192,46388,40912,26,121,45,8906441
"13720 Parola   (Hattula )",2045,41525,37232,380,1308,357,84919222
"13800 Katinala   (Hattula )",619,42563,34220,136,371,112,26346348
"13880 Rahkoila   (Hattula )",493,51865,46182,59,303,131,25569333
"13900 Pekola   (Hattula )",339,52477,46812,39,213,87,17789772
"14140 Jokimaa   (Janakkala )",93,39181,37968,28,50,15,3643856
"14200 Turenki   (Janakkala )",4322,37399,31983,1062,2611,649,161637577
"14240 Väli-Janakkala   (Janakkala )",374,46939,41579,59,221,94,17555070
"14300 Renko kk   (Hämeenlinna )",1049,38607,33218,265,610,174,40498602
"14430 Vuohiniemi   (Hattula )",39,37985,30116,10,20,9,1481424
"14450 Rimmilä   (Hämeenlinna )",69,38843,36107,18,38,13,2680142
"14500 Iittala   (Hämeenlinna )",1486,40819,35581,302,923,261,60657124
"14530 Leteensuo   (Hattula )",104,46175,45275,19,58,27,4802244
"14610 Lepaa   (Hattula )",189,38948,34124,53,104,32,7361203
"14620 Tyrväntö   (Hattula )",76,39340,35203,17,46,13,2989858
"14680 Alvettula   (Hämeenlinna )",256,42903,36572,51,168,37,10983285
"14690 Torvoila   (Hämeenlinna )",88,38036,33352,21,51,16,3347139
"14700 Hauho kk   (Hämeenlinna )",996,34328,27861,332,537,127,34190744
"14770 Eteläinen   (Hämeenlinna )",379,43256,43777,64,244,71,16393889
"14810 Pohjoinen   (Hämeenlinna )",129,42105,36961,25,76,28,5431484
"14820 Syrjäntaka   (Hämeenlinna )",386,38080,32877,104,220,62,14698839
"14840 Sairiala   (Hämeenlinna )",109,41275,30931,32,55,22,4498992
"14870 Juttila   (Hämeenlinna )",113,34965,28488,37,63,13,3951027
"14930 Sappee   (Hämeenlinna )",57,33670,31601,19,31,7,1919208
"14960 Puutikkala   (Pälkäne )",45,33720,23911,18,17,10,1517421
"14980 Kuohijoki   (Pälkäne )",22,..,..,..,..,..,..
"15100 Lahti Asemanseutu   (Lahti )",3814,30349,24190,1311,2044,459,115752840
"15110 Keski-Lahti   (Lahti )",3309,30961,22719,1199,1661,449,102449741
"15140 Kartano-Paavola   (Lahti )",9896,30761,24293,3104,5543,1249,304409736
"15150 Möysä   (Lahti )",2630,30223,22897,936,1382,312,79486697
"15160 Kolava   (Lahti )",732,59718,56765,48,437,247,43713834
"15170 Tenava-Tonttila   (Lahti )",2126,30750,25260,747,1178,201,65374706
"15200 Kiveriö   (Lahti )",2004,29457,23305,784,1063,157,59031866
"15210 Kivistönmäki   (Lahti )",2674,27476,22962,1007,1484,183,73469609
"15230 Kytölä   (Lahti )",1160,46953,42366,169,722,269,54465196
"15240 Mukkula   (Lahti )",4016,34558,26794,1315,2241,460,138783151
"15270 Kukkila   (Hollola )",640,54234,48935,74,411,155,34709703
"15300 Myllypohja-Koiskala   (Lahti )",1773,40569,34683,428,1041,304,71929056
"15320 Ahtiala   (Lahti )",1161,46806,43963,197,693,271,54341383
"15340 Kunnas-Hiekkanummi   (Lahti )",1064,47808,46564,133,692,239,50867527
"15460 Mäkelä   (Lahti )",236,47280,43118,38,150,48,11157964
"15500 Liipola   (Lahti )",2954,25514,21182,1370,1472,112,75367873
"15520 Saksala   (Lahti )",1375,28999,25810,424,844,107,39873932
"15540 Villähde   (Lahti )",1791,46324,43674,259,1150,382,82967110
"15550 Rakokivi   (Lahti )",1890,32936,29387,559,1129,202,62248426
"15560 Nastola kk   (Lahti )",2056,34122,28179,674,1126,256,70155501
"15580 Ruuhijärvi   (Lahti )",108,41447,36811,26,66,16,4476303
"15610 Laune-Nikkilä   (Lahti )",2296,41991,38603,423,1443,430,96411033
"15680 Renkomäki-Ämmälä   (Lahti )",1117,52736,51478,123,698,296,58906031
"15700 Hennala-Jokimaa   (Hollola )",3368,36501,30246,877,2024,467,122934135
"15800 Kärpänen   (Lahti )",1969,31238,24881,677,1070,222,61507721
"15810 Kasakkamäki   (Lahti )",564,41369,37290,112,359,93,23332046
"15820 Okeroinen   (Hollola )",391,47430,46969,61,256,74,18545065
"15830 Metsäkangas   (Lahti )",2198,30987,25828,653,1331,214,68109988
"15840 Riihelä   (Lahti )",928,38979,34143,191,604,133,36172905
"15850 Likolampi   (Lahti )",331,35847,31086,96,193,42,11865458
"15860 Kartano   (Hollola )",1835,34738,29204,505,1074,256,63744227
"15870 Salpakangas   (Hollola )",2145,35695,29677,608,1217,320,76566505
"15880 Soramäki   (Hollola )",2124,42488,37268,414,1311,399,90244748
"15900 Jalkaranta   (Lahti )",749,63237,53236,75,327,347,47364627
"15950 Kiikkula   (Lahti )",2046,40153,31865,409,1224,413,82154009
"15980 Messilä   (Hollola )",0,0,0,0,0,0,0
"16100 Uusikylä   (Lahti )",648,37793,34473,162,400,86,24489681
"16160 Okkeri   (Lahti )",46,37844,32546,12,28,6,1740834
"16200 Artjärvi Keskus   (Orimattila )",355,34067,26973,104,212,39,12093720
"16230 Artjärvi Kirkonkylä   (Orimattila )",145,34823,28221,57,65,23,5049375
"16260 Hietana   (Orimattila )",80,39691,29736,22,49,9,3175265
"16270 Villikkala   (Orimattila )",67,42662,30095,19,36,12,2858322
"16280 Kuivanto   (Orimattila )",256,41043,38409,54,165,37,10507063
"16300 Orimattila Keskus   (Orimattila )",5277,36039,29568,1542,2975,760,190179895
"16310 Virenoja   (Orimattila )",232,45524,43895,41,144,47,10561464
"16320 Pennala   (Orimattila )",393,50266,46818,56,240,97,19754398
"16330 Heinämaa   (Orimattila )",146,45545,42931,31,78,37,6649554
"16350 Niinikoski   (Orimattila )",146,37661,32017,31,99,16,5498442
"16390 Pakaa   (Orimattila )",122,41405,39210,25,76,21,5051441
"16450 Mallusjoki   (Orimattila )",214,39654,35308,56,121,37,8485949
"16500 Herrala   (Hollola )",366,43443,44070,67,237,62,15900088
"16510 Luhtikylä   (Orimattila )",193,43698,39473,38,116,39,8433789
"16540 Mertie   (Kärkölä )",126,42491,38806,24,81,21,5353842
"16600 Järvelä   (Kärkölä )",1464,35548,29893,414,876,174,52041651
"16610 Kärkölä kk   (Kärkölä )",317,41433,35436,80,174,63,13134298
"16630 Tennilä   (Hollola )",120,48269,43901,25,70,25,5792320
"16670 Lappila   (Kärkölä )",298,39259,33004,81,158,59,11699128
"16710 Hollola kk   (Hollola )",375,49740,46133,57,225,93,18652638
"16730 Kutajärvi   (Hollola )",403,47021,43214,71,246,86,18949434
"16790 Manskivi   (Hollola )",49,43830,34044,10,28,11,2147662
"16800 Hämeenkoski   (Hollola )",969,36337,30544,269,574,126,35210760
"16900 Lammi kk   (Hämeenlinna )",2392,35757,29456,695,1405,292,85530290
"16960 Iso-Evo   (Hämeenlinna )",75,39274,32756,15,46,14,2945539
"16970 Evo   (Hämeenlinna )",43,23916,16903,22,17,4,1028382
"17110 Sipilä   (Hollola )",444,47462,42878,74,272,98,21073321
"17120 Paimela   (Hollola )",234,46295,42508,50,116,68,10833068
"17130 Vesivehmaa   (Asikkala )",332,44318,40893,62,205,65,14713464
"17150 Urajärvi   (Asikkala )",166,44286,36402,29,98,39,7351508
"17200 Vääksy Keskus   (Asikkala )",2728,35681,29102,812,1519,397,97338092
"17220 Pietilä   (Asikkala )",80,33398,30652,26,45,9,2671871
"17240 Kalkkinen   (Asikkala )",209,34721,30272,67,112,30,7256779
"17320 Asikkala   (Asikkala )",155,36798,30550,39,96,20,5703650
"17410 Viitaila   (Asikkala )",113,38278,34981,31,60,22,4325445
"17430 Kurhila   (Asikkala )",115,41746,37562,32,64,19,4800827
"17440 Vähimaa   (Asikkala )",29,..,..,..,..,..,..
"17450 Iso-Äiniö-Vähimaa   (Asikkala )",99,39262,36721,25,58,16,3886891
"17470 Maakeski   (Padasjoki )",130,37506,31940,42,72,16,4875786
"17500 Padasjoki Keskus   (Padasjoki )",979,31336,26301,345,542,92,30677979
"17510 Nyystölä   (Padasjoki )",109,52204,36539,26,69,14,5690282
"17530 Arrakoski   (Padasjoki )",117,34315,29525,35,68,14,4014819
"17610 Auttoinen   (Padasjoki )",144,33696,30351,48,82,14,4852201
"17630 Vesijako   (Padasjoki )",56,36186,32272,11,37,8,2026441
"17710 Torittu   (Padasjoki )",30,49250,34689,7,15,8,1477500
"17740 Kasiniemi-Torittu   (Padasjoki )",32,29089,25640,9,18,5,930859
"17780 Harmoinen   (Kuhmoinen )",34,42087,35311,8,17,9,1430962
"17800 Kuhmoinen Keskus   (Kuhmoinen )",1005,29876,24464,379,534,92,30025375
"17840 Harjunsalmi   (Kuhmoinen )",39,32288,28169,13,22,4,1259215
"17850 Pihlajakoski   (Kuhmoinen )",37,34937,27706,13,19,5,1292659
"17870 Ruolahti   (Kuhmoinen )",34,27957,25302,15,16,3,950530
"17930 Päijälä   (Kuhmoinen )",43,31632,30246,14,26,3,1360176
"17950 Kylämä   (Kuhmoinen )",15,..,..,..,..,..,..
"17970 Puukkoinen   (Kuhmoinen )",17,..,..,..,..,..,..
"18100 Heinola Keskus   (Heinola )",4019,33168,26281,1246,2220,553,133303841
"18120 Reumasairaala-alue   (Heinola )",372,41502,38297,60,252,60,15438843
"18130 Tommola-Sahanniemi   (Heinola )",1091,27348,22464,447,564,80,29836563
"18150 Jyränkö   (Heinola )",1277,32732,28062,366,776,135,41798585
"18200 Kaakonlampi-Pyhätön   (Heinola )",1176,29279,24394,459,637,80,34432204
"18300 Heinola kk   (Heinola )",1330,37628,32220,330,817,183,50044696
"18600 Myllyoja   (Heinola )",354,41878,41141,64,237,53,14824982
"19110 Vierumäki taajama   (Heinola )",307,40032,36469,64,193,50,12289927
"19120 Vierumäki urheiluopisto   (Heinola )",63,38990,23448,20,32,11,2456401
"19160 Huutotöyry   (Iitti )",216,38232,30543,65,120,31,8258082
"19210 Lusi   (Heinola )",206,38594,34999,63,109,34,7950379
"19230 Onkiniemi   (Sysmä )",62,35233,31725,22,27,13,2184423
"19250 Syrjäkoski   (Heinola )",26,..,..,..,..,..,..
"19260 Paaso-Syrjäkoski   (Heinola )",61,32738,27838,21,37,3,1996988
"19310 Karilanmaa   (Sysmä )",40,36121,27648,15,19,6,1444853
"19320 Nikkaroinen   (Sysmä )",47,37639,34905,14,26,7,1769039
"19370 Nuoramoinen   (Sysmä )",194,40375,27993,77,85,32,7832677
"19410 Kuortti   (Pertunmaa )",256,32921,26183,95,131,30,8427813
"19420 Mansikkamäki   (Pertunmaa )",76,40861,32166,21,41,14,3105470
"19430 Pertunmaa Keskus   (Pertunmaa )",409,29615,22159,167,201,41,12112639
"19460 Ruorasmäki   (Pertunmaa )",60,31285,25699,27,28,5,1877121
"19470 Lihavanpää-Hartosenpää   (Pertunmaa )",79,32009,30636,31,42,6,2528731
"19480 Hartosenpää   (Pertunmaa )",37,32164,24725,15,21,1,1190061
"19510 Lepsala   (Hartola )",21,..,..,..,..,..,..
"19540 Koitti-Lepsala   (Hartola )",144,31895,26243,48,84,12,4592917
"19600 Hartola Keskus   (Hartola )",1171,29789,24350,457,609,105,34882498
"19610 Murakka   (Hartola )",53,31923,22465,24,23,6,1691934
"19620 Pohela   (Hartola )",83,33210,30489,28,44,11,2756420
"19630 Kalhonkylä   (Hartola )",37,37761,30914,10,23,4,1397162
"19650 Joutsa Keskus   (Joutsa )",1860,31388,25730,677,999,184,58381419
"19670 Mieskonmäki   (Joutsa )",71,37325,29054,21,38,12,2650074
"19700 Sysmä Keskus   (Sysmä )",1666,30277,24855,642,869,155,50441541
"19730 Särkilampi   (Sysmä )",13,..,..,..,..,..,..
"19740 Liikola   (Sysmä )",65,33376,26705,20,37,8,2169411
"19770 Valittula   (Sysmä )",58,38537,34530,14,37,7,2235145
"19850 Putkijärvi-Siltasuo   (Hartola )",49,38532,33474,16,24,9,1888087
"19910 Tammijärvi   (Luhanka )",218,37540,28749,62,124,32,8183670
"19920 Pappinen   (Joutsa )",72,36398,32583,23,37,12,2620655
"19950 Luhanka   (Luhanka )",155,35687,26850,55,78,22,5531452
"20100 Turku Keskus   (Turku )",17010,33117,24675,5526,8681,2803,563319511
"20200 Iso-Heikkilä   (Turku )",1428,25976,22130,534,784,110,37093821
"20210 Pahaniemi   (Turku )",2262,28712,25559,784,1346,132,64946853
"20240 Pansio-Perno   (Turku )",2648,29370,25485,1009,1475,164,77771870
"20250 Pitkämäki-Muhkuri   (Turku )",314,56105,48422,34,173,107,17616818
"20300 Pohjola-Kastu   (Turku )",3707,37007,28818,1003,2060,644,137184565
"20320 Kuninkoja-Mälikkälä   (Turku )",9045,35216,29633,2038,5672,1335,318528605
"20360 Kärsämäki-Urusvuori-Halinen   (Turku )",6304,29413,24285,2222,3602,480,185416556
"20380 Räntämäki-Saramäki   (Turku )",1213,39673,33573,387,594,232,48123404
"20400 Moisio   (Turku )",1153,51775,50449,128,756,269,59696543
"20460 Jäkärlä   (Turku )",1695,36000,32395,472,1016,207,61019462
"20500 Vesilinna   (Turku )",4303,26761,20142,1953,1869,481,115151967
"20520 Kupittaa   (Turku )",2187,33898,24209,781,1091,315,74134911
"20540 Nummi-Ylioppilaskylä   (Turku )",10429,32310,25210,4129,4962,1338,336959360
"20610 Varissuo   (Turku )",6731,29456,24672,2876,3367,488,198270626
"20660 Littoinen   (Kaarina )",2861,53358,48933,269,1729,863,152658031
"20700 Vartiovuori-Samppalinna   (Turku )",3744,31253,23762,1225,1918,601,117011808
"20720 Vasaramäki   (Turku )",3554,34185,23793,1197,1840,517,121495171
"20730 Skanssi   (Turku )",49,36294,31652,10,28,11,1778394
"20740 Ilpoinen-Harittu   (Turku )",5003,34259,28376,1478,2838,687,171396666
"20750 Huhkola-Lauste-Vaala   (Turku )",2476,31505,27223,919,1352,205,78005732
"20760 Piispanristi   (Kaarina )",2013,52647,36821,324,1250,439,105978764
"20780 Kaarina Keskus   (Kaarina )",5659,42803,33664,1208,3337,1114,242223894
"20800 Ammattikorkeakoulu   (Turku )",0,0,0,0,0,0,0
"20810 Martti-Korppolaismäki   (Turku )",9885,34485,27228,2676,5552,1657,340882649
"20880 Uittamo   (Turku )",2238,39441,30582,503,1301,434,88268066
"20900 Moikoinen-Pikisaari   (Turku )",3517,65410,51246,415,1793,1309,230046378
"20960 Kakskerta   (Turku )",584,63746,47666,76,296,212,37227896
"21100 Naantali Keskus   (Naantali )",3709,42196,30159,837,2091,781,156504243
"21110 Taimo-Nuhjala-Lietsala   (Naantali )",3326,47617,41946,512,1951,863,158375794
"21120 Viherjäinen   (Raisio )",765,51390,46840,86,471,208,39313268
"21130 Poikko   (Naantali )",233,56800,49924,27,131,75,13234456
"21140 Rymättylä Keskus   (Naantali )",600,43367,37376,128,351,121,26020149
"21150 Röölä   (Naantali )",154,41167,36165,40,82,32,6339699
"21160 Merimasku   (Naantali )",710,61571,49417,80,394,236,43715314
"21180 Livonsaari   (Naantali )",98,43560,35782,23,49,26,4268896
"21195 Velkua   (Naantali )",106,43673,37211,21,57,28,4629288
"21200 Raisio Keskus   (Raisio )",6553,34077,27720,1746,3974,833,223303492
"21210 Hakinmäki   (Raisio )",1156,43862,40115,216,666,274,50704179
"21220 Somersoja   (Raisio )",613,40246,36455,141,361,111,24670496
"21230 Lemu   (Masku )",722,47643,45491,93,473,156,34398063
"21240 Askainen Keskus   (Masku )",379,42562,39224,77,237,65,16131180
"21250 Masku   (Masku )",2644,49444,46880,325,1656,663,130729773
"21260 Ihala   (Raisio )",1521,54533,45585,180,938,403,82944984
"21270 Nousiainen   (Nousiainen )",1974,44201,41969,371,1227,376,87252747
"21280 Kuloinen   (Raisio )",951,51070,45776,84,604,263,48567726
"21290 Rusko   (Rusko )",1649,49896,46717,201,1049,399,82277822
"21310 Vahto   (Rusko )",701,49515,44691,101,437,163,34710220
"21330 Paattinen   (Turku )",771,45515,41265,140,472,159,35091883
"21340 Tortinmäki   (Turku )",233,41445,40146,36,158,39,9656710
"21350 Ilmarinen   (Lieto )",720,55493,52682,58,445,217,39954850
"21360 Lieto Asemanseutu   (Lieto )",753,45214,43007,101,490,162,34046291
