"Postal code area","Households, total, 2016 (TR)","Average income of households, 2016 (TR)","Median income of households, 2016 (TR)","Households belonging to the lowest income category, 2016 (TR)","Households belonging to the middle income category, 2016 (TR)","Households belonging to the highest income category, 2016 (TR)","Accumulated purchasing power of households, 2016 (TR)"
"25420 Lahnajärvi   (Salo )",69,39455,32626,23,33,13,2722401
"25430 Kettula   (Salo )",37,39016,31373,9,19,9,1443586
"25460 Toija   (Salo )",565,35734,30284,164,329,72,20189914
"25470 Kisko kk   (Salo )",145,38943,33945,34,88,23,5646710
"25500 Perniö Keskus   (Salo )",1653,36056,29231,519,938,196,59599925
"25520 Perniö Asemanseutu   (Salo )",268,45187,38341,59,155,54,12110083
"25540 Knaapila   (Salo )",95,40360,33932,21,56,18,3834230
"25550 Aijala   (Salo )",55,26238,24270,26,25,4,1443083
"25560 Koski Asemanseutu   (Salo )",110,45454,30267,35,58,17,4999985
"25570 Teijo-Mathildedal   (Salo )",284,36240,31192,78,165,41,10292098
"25610 Ylönkylä   (Salo )",176,43766,36835,43,91,42,7702826
"25630 Finby   (Salo )",148,36201,30190,38,88,22,5357693
"25640 Förby   (Salo )",129,40248,31436,33,75,21,5191983
"25650 Strömma   (Kemiönsaari )",58,32916,25798,17,34,7,1909109
"25660 Mathildedal   (Salo )",77,39060,32398,14,42,21,3007635
"25700 Kemiö Keskus   (Kemiönsaari )",1152,35745,30407,313,692,147,41178702
"25710 Vreta-Vestlax   (Kemiönsaari )",136,43269,34329,34,78,24,5884589
"25730 Mjösund   (Kemiönsaari )",47,40141,35079,10,28,9,1886605
"25760 Kiila   (Kemiönsaari )",61,36492,30039,22,33,6,2226020
"25810 Mark   (Kemiönsaari )",33,31689,25357,10,20,3,1045753
"25820 Vestlax   (Kemiönsaari )",50,35933,33706,14,29,7,1796637
"25830 Västanfjärd Keskus   (Kemiönsaari )",242,37412,32306,57,144,41,9053699
"25840 Nivelax   (Kemiönsaari )",115,40721,34999,26,72,17,4682921
"25860 Björkboda   (Kemiönsaari )",167,37974,29135,49,93,25,6341652
"25870 Dragsfjärd   (Kemiönsaari )",452,36564,30868,103,293,56,16527063
"25900 Taalintehdas   (Kemiönsaari )",765,31682,26470,248,451,66,24236804
"25910 Vänoxa   (Kemiönsaari )",4,..,..,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",35,46969,36256,9,18,8,1643917
"25940 Hiittinen   (Kemiönsaari )",37,30036,27021,13,19,5,1111342
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",60,38158,32332,16,31,13,2289480
"25960 Högsåra   (Kemiönsaari )",24,..,..,..,..,..,..
"26100 Rauma Keskus   (Rauma )",9017,33278,26261,2906,4746,1365,300069356
"26200 Merirauma-Kappelinluhta   (Rauma )",2392,46059,38282,425,1380,587,110173783
"26410 Kaaro   (Rauma )",586,50930,48046,55,394,137,29845248
"26510 Uotila   (Rauma )",1194,41686,38039,205,771,218,49772629
"26560 Kolla   (Rauma )",282,47738,45348,36,180,66,13462124
"26660 Paroalho   (Rauma )",2552,35811,30918,605,1585,362,91388715
"26720 Monnanummi   (Rauma )",137,50571,49929,17,88,32,6928235
"26740 Vasarainen   (Rauma )",228,48901,42074,31,148,49,11149425
"26820 Sampaanala   (Rauma )",814,32831,29004,235,492,87,26724444
"26840 Kortela   (Rauma )",347,44049,40163,54,224,69,15284951
"26910 Unaja   (Rauma )",265,46783,44318,42,166,57,12397515
"26930 Vermuntila   (Rauma )",255,42820,37308,56,153,46,10919002
"26950 Voiluoto   (Rauma )",171,45182,44503,25,103,43,7726099
"27100 Eurajoki Keskus   (Eurajoki )",1472,42861,37953,298,864,310,63091087
"27110 Irjanne   (Eurajoki )",252,42702,38540,52,145,55,10761016
"27130 Eurajoki asemanseutu   (Eurajoki )",147,40489,34766,33,82,32,5951954
"27150 Lapijoki   (Eurajoki )",591,45947,39723,72,398,121,27154430
"27160 Olkiluoto   (Eurajoki )",0,0,0,0,0,0,0
"27170 Kuivalahti   (Eurajoki )",166,49641,32501,47,85,34,8240412
"27220 Ala-Kieri   (Rauma )",257,42914,39507,53,156,48,11028972
"27230 Lappi   (Rauma )",939,38614,33344,242,563,134,36258647
"27250 Kodiksami   (Rauma )",67,37664,30837,20,37,10,2523468
"27260 Kuolimaa   (Rauma )",89,36428,26162,36,42,11,3242130
"27310 Kodisjoki   (Rauma )",226,38573,37244,53,141,32,8717416
"27320 Ihode   (Pyhäranta )",335,39416,38324,71,215,49,13204404
"27340 Reila   (Pyhäranta )",214,43237,40041,29,137,48,9252782
"27400 Kiukainen Keskus   (Eura )",590,36972,31852,180,327,83,21813550
"27420 Panelia Asemanseutu   (Eura )",118,43476,35776,24,67,27,5130221
"27430 Panelia   (Eura )",578,36273,32108,163,339,76,20965911
"27450 Harola   (Eura )",99,38026,35827,21,67,11,3764570
"27500 Kauttua   (Eura )",1591,39492,34152,321,998,272,62832428
"27510 Eura Keskus   (Eura )",2016,38649,32286,468,1233,315,77916611
"27600 Hinnerjoki   (Eura )",354,36032,29719,107,201,46,12755230
"27640 Honkilahti kk   (Eura )",140,36196,31089,38,85,17,5067423
"27650 Honkilahti   (Eura )",163,31917,26976,55,93,15,5202421
"27670 Mannila   (Eura )",77,37224,33672,21,44,12,2866263
"27710 Köyliö Keskus   (Säkylä )",530,37796,30888,157,296,77,20031987
"27730 Tuiskula   (Säkylä )",86,42553,39633,21,49,16,3659550
"27740 Voitoinen   (Säkylä )",79,34223,27905,32,35,12,2703597
"27750 Yttilä   (Säkylä )",167,35822,31622,46,90,31,5982259
"27800 Säkylä Keskus   (Säkylä )",1542,39374,32067,365,919,258,60714196
"27820 Iso-Vimma   (Säkylä )",360,38301,33636,71,232,57,13788454
"27840 Kakkuri   (Säkylä )",211,40739,35216,36,146,29,8595826
"27860 Vuori   (Säkylä )",152,42245,31656,38,97,17,6421271
"27910 Huovinrinne   (Säkylä )",110,27533,24994,36,65,9,3028667
"27920 Otajoki   (Säkylä )",128,41107,36849,28,73,27,5261647
"28100 Pori Keskus   (Pori )",8586,28879,21380,3278,4352,956,247958391
"28120 Käppärä-Isomäki   (Pori )",2048,31573,23854,745,1072,231,64660951
"28130 Impola   (Pori )",3816,29963,23798,1451,1971,394,114339750
"28190 Pormestarinluoto   (Pori )",2157,27906,22935,847,1175,135,60192476
"28200 Toejoki   (Pori )",2144,41775,38219,358,1407,379,89566656
"28220 Ruosniemi   (Pori )",2059,42818,39007,349,1356,354,88162755
"28240 Isojoenranta   (Pori )",331,45490,40169,50,199,82,15057085
"28260 Harjunpää   (Ulvila )",402,43821,41074,65,267,70,17616204
"28300 Kalaholma-Väinölä   (Pori )",1060,51589,46288,93,673,294,54684817
"28330 Koivistonluoto   (Pori )",1461,34061,27473,492,800,169,49762655
"28360 Vanhakoivisto   (Pori )",2189,34478,29413,568,1367,254,75473100
"28370 Sampola   (Pori )",1926,25977,20102,854,984,88,50032597
"28400 Ulvila Keskus   (Ulvila )",2681,38597,33254,627,1656,398,103477523
"28430 Kartano-Harmaalinna   (Pori )",693,44425,42092,101,445,147,30786763
"28450 Vanha-Ulvila   (Ulvila )",1919,40908,35563,401,1208,310,78501990
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",580,22297,18007,270,280,30,12932244
"28540 Pinomäki   (Pori )",269,45859,44786,38,172,59,12336052
"28560 Lattomeri   (Pori )",207,42689,40730,45,123,39,8836615
"28580 Niittymaa   (Pori )",243,43722,39346,43,152,48,10624334
"28600 Vähärauma   (Pori )",2270,43102,36421,520,1312,438,97841067
"28610 Musa-Tiiliruukki   (Pori )",1905,40316,34880,452,1092,361,76802407
"28660 Pietniemi-Leppäkorpi   (Pori )",1683,43414,38681,282,1076,325,73066545
"28760 Kyläsaari   (Pori )",967,40807,38703,184,644,139,39460279
"28800 Pihlava   (Pori )",2146,34086,30324,629,1285,232,73149419
"28840 Yyteri-Kaanaa   (Pori )",429,37278,34837,98,277,54,15992187
"28880 Mäntyluoto   (Pori )",240,31254,25126,78,131,31,7500888
"28900 Tahkoluoto-Reposaari   (Pori )",530,34199,28859,160,291,79,18125651
"29100 Luvia Keskus   (Eurajoki )",1314,42116,37932,270,814,230,55340157
"29180 Peränkylä   (Eurajoki )",124,38711,34471,34,69,21,4800133
"29200 Harjavalta Keskus   (Harjavalta )",3758,35267,29580,1043,2208,507,132535245
"29250 Nakkila Keskus   (Nakkila )",2257,36781,31492,628,1339,290,83013762
"29270 Hormisto   (Nakkila )",207,36139,31001,55,134,18,7480869
"29280 Järvimaa   (Nakkila )",134,36236,32131,34,89,11,4855562
"29310 Kaasmarkku   (Ulvila )",248,42689,38951,53,151,44,10586949
"29320 Leineperi   (Ulvila )",94,44960,40879,20,61,13,4226198
"29340 Kullaa Keskus   (Ulvila )",435,35417,30674,136,242,57,15406287
"29350 Palus   (Ulvila )",138,36612,32997,37,78,23,5052452
"29570 Söörmarkku   (Pori )",376,47264,43868,63,236,77,17771106
"29600 Noormarkku Keskus   (Pori )",2097,42019,35680,455,1276,366,88113793
"29630 Pomarkku Keskus   (Pomarkku )",886,34835,30311,299,494,93,30864244
"29640 Honkakoski   (Pomarkku )",133,35944,28972,53,62,18,4780510
"29680 Kairila   (Pori )",142,35594,27909,57,70,15,5054376
"29700 Ahlainen   (Pori )",388,35018,30388,124,224,40,13586803
"29720 Lamppi   (Pori )",94,48971,29376,34,52,8,4603239
"29740 Etelämaa   (Merikarvia )",37,42939,42503,11,19,7,1588756
"29750 Pohjansaha   (Merikarvia )",52,37547,32211,14,28,10,1952436
"29760 Köörtilä   (Merikarvia )",40,36406,28527,10,25,5,1456235
"29790 Tuorila   (Merikarvia )",144,40157,32941,37,84,23,5782643
"29810 Siikainen Keskus   (Siikainen )",442,32139,26009,162,238,42,14205311
"29830 Sammi   (Siikainen )",78,34701,27998,30,44,4,2706707
"29860 Otamo   (Siikainen )",60,36417,29974,24,30,6,2185044
"29880 Leväsjoki-Saarineva   (Siikainen )",93,34828,27644,37,43,13,3238983
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",1112,34667,28626,347,649,116,38549345
"29940 Kuvaskangas   (Merikarvia )",125,35641,30465,51,58,16,4455102
"30100 Forssa Keskus   (Tammela )",5444,35662,29323,1539,3106,799,194145076
"30300 Viksberg   (Forssa )",1552,25263,20276,719,766,67,39208786
"30420 Tölö   (Forssa )",2485,33709,29021,703,1511,271,83766687
"31110 Matku   (Forssa )",269,36851,31064,76,157,36,9912804
"31130 Koijärvi   (Forssa )",118,40160,38833,26,75,17,4738909
"31140 Menonen   (Urjala )",81,38057,31056,20,48,13,3082585
"31160 Nuutajärvi   (Urjala )",153,29176,24609,60,78,15,4463953
"31170 Savijoki   (Forssa )",99,36181,28258,35,47,17,3581903
"31230 Susikas   (Tammela )",91,38279,31760,30,48,13,3483424
"31250 Teuro   (Tammela )",101,48804,38094,16,54,31,4929223
"31300 Tammela Keskus   (Tammela )",1490,38963,33815,365,868,257,58055169
"31310 Mustiala   (Tammela )",40,37040,30276,13,18,9,1481613
"31340 Porras   (Tammela )",244,40067,35976,62,134,48,9776278
"31350 Vistinkoski   (Tammela )",121,41283,33345,32,63,26,4995233
"31370 Eerikkilän Urheiluopisto   (Tammela )",0,0,0,0,0,0,0
"31380 Letku-Torro   (Tammela )",141,41515,39175,33,80,28,5853559
"31400 Somero Keskus   (Somero )",3195,33591,28147,1055,1765,375,107322132
"31410 Ylöpirtti   (Somero )",177,36197,30727,47,110,20,6406807
"31450 Häntälä   (Somero )",154,44585,39410,28,93,33,6866051
"31460 Hirsjärvi   (Somero )",119,47902,32724,34,65,20,5700346
"31470 Somerniemi   (Somero )",313,42727,33398,78,171,64,13373514
"31490 Terttilä   (Somero )",113,40982,35000,29,62,22,4631019
"31500 Koski Tl   (Koski Tl )",1205,35731,29156,398,639,168,43055380
"31520 Pitkäjärvi   (Somero )",229,39545,32530,73,112,44,9055912
"31530 Pyöli   (Somero )",149,40742,34330,44,68,37,6070515
"31600 Jokioinen Keskus   (Jokioinen )",1744,37835,32307,427,1084,233,65984208
"31610 Vaulammi   (Jokioinen )",201,41655,39466,49,117,35,8372747
"31620 Latovainio   (Jokioinen )",183,44832,35006,43,107,33,8204226
"31630 Minkiö   (Jokioinen )",246,41257,37193,54,142,50,10149136
"31640 Humppila Keskus   (Humppila )",1000,34669,29121,301,598,101,34668703
"31650 Venäjänkangas   (Humppila )",123,40576,35758,30,68,25,4990812
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",670,36382,31693,192,386,92,24376201
"31720 Urjalankylä-Kehro   (Urjala )",186,35564,30533,54,107,25,6614889
"31730 Honkola   (Urjala )",63,92135,32593,20,31,12,5804503
"31750 Kehro   (Urjala )",32,26629,25471,13,17,2,852120
"31760 Urjala Keskus   (Urjala )",1015,30912,24274,391,525,99,31375622
"31810 Oriniemi   (Punkalaidun )",179,40228,31265,55,99,25,7200849
"31830 Halkivaha   (Urjala )",127,35405,30908,43,67,17,4496486
"31850 Koskioinen   (Punkalaidun )",67,39317,32509,21,34,12,2634240
"31860 Tursa   (Urjala )",146,34644,30315,50,81,15,5058020
"31900 Punkalaidun Keskus   (Punkalaidun )",969,31430,25543,378,490,101,30455962
"31930 Vanttila   (Punkalaidun )",51,37977,32476,15,34,2,1936806
"31950 Sadonmaa   (Punkalaidun )",73,35553,31568,22,45,6,2595386
"31960 Orisuo   (Loimaa )",32,37212,27416,14,13,5,1190774
"31970 Kanteenmaa   (Punkalaidun )",74,38836,26461,22,45,7,2873865
"32100 Ypäjä Keskus   (Ypäjä )",992,34980,29523,315,554,123,34700355
"32140 Ypäjä Asemanseutu   (Ypäjä )",137,38437,35831,44,72,21,5265809
"32200 Loimaa Keskus   (Loimaa )",4333,34007,27166,1374,2454,505,147351862
"32210 Loimaa kk   (Loimaa )",1196,35871,27817,375,671,150,42901322
"32250 Kojonkulma   (Loimaa )",124,46083,40154,31,71,22,5714249
"32260 Kojonperä   (Loimaa )",72,37327,32856,21,41,10,2687511
"32270 Metsämaa-Murto   (Loimaa )",232,36067,30506,73,126,33,8367474
"32280 Metsäkorpi   (Loimaa )",78,33154,30394,30,41,7,2586007
"32300 Mellilä   (Loimaa )",636,37253,29767,192,350,94,23693143
"32410 Niinijoki   (Loimaa )",243,45273,37366,56,137,50,11001403
"32430 Ylhäinen   (Loimaa )",45,44047,36079,9,24,12,1982128
"32440 Alastaro Keskus   (Loimaa )",860,33720,29096,274,486,100,28999532
"32450 Tammiainen   (Loimaa )",116,38488,30450,31,71,14,4464656
"32500 Oripää Keskus   (Oripää )",545,42304,30497,170,302,73,23055893
"32520 Latva   (Oripää )",59,52874,35863,12,35,12,3119591
"32560 Virttaa   (Loimaa )",203,40564,35442,42,128,33,8234545
"32610 Vampula Keskus   (Huittinen )",496,36705,29292,162,255,79,18205820
"32620 Rutava   (Huittinen )",191,34232,30449,65,104,22,6538393
"32700 Huittinen Keskus   (Huittinen )",4008,34165,28081,1267,2254,487,136932873
"32710 Sampu   (Huittinen )",263,45307,40726,47,162,54,11915840
"32730 Keikyä   (Sastamala )",351,36884,31870,91,209,51,12946212
"32740 Äetsä Keskus   (Sastamala )",957,32686,27251,316,537,104,31280283
"32760 Suttila   (Huittinen )",84,34302,29161,26,47,11,2881398
"32770 Huhtamo   (Huittinen )",101,36501,30546,35,51,15,3686561
"32800 Kokemäki Keskus   (Kokemäki )",2100,33758,27790,688,1148,264,70890886
"32810 Peipohja   (Kokemäki )",868,36346,32119,236,525,107,31548637
"32830 Riste   (Kokemäki )",222,36388,33297,60,137,25,8078159
"32860 Korkeaoja   (Kokemäki )",69,39714,38242,16,42,11,2740238
"32910 Kauvatsa Asemanseutu   (Kokemäki )",139,34300,28641,46,78,15,4767690
"32920 Kauvatsa   (Kokemäki )",293,32430,27572,110,147,36,9502020
"33100 Tampere Keskus   (Tampere )",10446,35549,27032,3067,5293,2086,371343151
"33180 Lapinniemi-Käpylä   (Tampere )",946,44642,34316,212,459,275,42231250
"33200 Tampere Keskus Läntinen   (Tampere )",4234,35285,25512,1264,2151,819,149396392
"33210 Itä-Amuri-Tammerkoski   (Tampere )",3837,33293,24925,1177,2057,603,127744629
"33230 Länsi-Amuri   (Tampere )",3580,40044,29371,845,1891,844,143358473
"33240 Tahmela   (Tampere )",828,58947,35758,198,365,265,48808224
"33250 Pispala   (Tampere )",1239,41500,30306,368,583,288,51418465
"33270 Epilä   (Tampere )",3852,38975,29803,1004,2112,736,150131861
"33300 Rahola   (Tampere )",2501,41842,32999,616,1368,517,104647062
"33310 Tesoma   (Tampere )",3938,29954,25554,1366,2257,315,117958420
"33330 Myllypuro-Kalkku   (Tampere )",1692,33730,28608,493,1016,183,57070377
"33340 Haukiluoma-Ikuri   (Tampere )",2260,43391,39596,404,1398,458,98062799
"33380 Pitkäniemi   (Nokia )",2,..,..,..,..,..,..
"33400 Luoteis-Tampere   (Tampere )",3899,41392,32943,935,2236,728,161386573
"33410 Lentävänniemi   (Tampere )",2591,32874,27679,751,1546,294,85176678
"33420 Lamminpää   (Tampere )",933,44371,36075,224,505,204,41397874
"33430 Vuorentausta   (Ylöjärvi )",1263,43870,40069,175,849,239,55407888
"33450 Siivikkala   (Ylöjärvi )",1132,52635,47209,133,680,319,59582986
"33470 Ylöjärvi Keskus   (Ylöjärvi )",3071,36220,29240,850,1805,416,111231207
"33480 Manninmäki-Haavisto   (Ylöjärvi )",2900,47348,42505,445,1842,613,137310447
"33500 Osmonmäki-Petsamo   (Tampere )",7124,30676,24404,2263,3891,970,218532729
"33520 Keskussairaala-alue-Kauppi   (Tampere )",545,35215,26091,160,285,100,19192390
"33530 Kissanmaa   (Tampere )",2840,33499,25491,990,1370,480,95136044
"33540 Kaleva   (Tampere )",5734,26678,22303,2215,2979,540,152969560
"33560 Takahuhti   (Tampere )",5036,39265,29721,1261,2895,880,197739415
"33580 Atala-Linnainmaa   (Tampere )",7260,40699,33952,1547,4367,1346,295471716
"33610 Olkahinen-Tasanne   (Tampere )",1616,50142,45903,181,970,465,81029655
"33680 Aitolahti   (Tampere )",678,55652,42727,115,380,183,37732150
"33700 Messukylä   (Tampere )",827,47178,37071,215,403,209,39016273
"33710 Kaukajärvi   (Tampere )",8939,35998,29690,2564,5037,1338,321786564
"33720 Hervanta   (Tampere )",13998,26732,21924,6408,6573,1017,374189709
"33730 Leinola-Vehmainen   (Tampere )",787,49827,44309,116,456,215,39213798
"33800 Nekala   (Tampere )",3087,31241,22675,1185,1492,410,96439626
"33820 Koivistonkylä   (Tampere )",4316,43125,34328,999,2356,961,186126420
"33840 Peltolammi   (Tampere )",1955,30259,26042,662,1091,202,59157019
"33850 Multisilta   (Pirkkala )",1344,30490,25145,486,747,111,40977981
"33870 Vuores   (Lempäälä )",1526,36765,28821,433,824,269,56103231
"33880 Höytämö   (Lempäälä )",1688,43083,36946,363,975,350,72724118
"33900 Härmälä-Rantaperkiö   (Tampere )",6281,32515,26549,1866,3504,911,204225711
"33920 Toivio   (Pirkkala )",430,58007,55228,39,249,142,24942809
"33950 Killo   (Pirkkala )",2660,46100,36721,432,1569,659,122625604
"33960 Suuppa   (Pirkkala )",4477,46511,39870,750,2643,1084,208231843
"33980 Pirkkala kk   (Pirkkala )",530,60302,52396,68,292,170,31960257
"34110 Lakiala   (Ylöjärvi )",410,58390,54208,48,261,101,23940012
"34130 Ylinen   (Ylöjärvi )",498,45673,42699,106,285,107,22745265
"34140 Mutala   (Ylöjärvi )",279,52284,45897,53,173,53,14587223
"34150 Kyrönlahti   (Ylöjärvi )",166,45926,40189,35,90,41,7623648
"34180 Länsi-Teisko   (Ylöjärvi )",74,39605,30196,24,33,17,2930754
"34240 Kämmenteisko   (Tampere )",662,47402,44515,129,373,160,31379899
"34260 Terälahti   (Tampere )",421,42252,31261,117,217,87,17788271
"34270 Velaatta   (Tampere )",151,38609,30306,44,82,25,5829914
"34300 Kuru Keskus   (Ylöjärvi )",767,33944,27665,261,427,79,26035272
"34320 Parkkuu   (Ylöjärvi )",106,36525,32681,29,60,17,3871697
"34330 Poikelus   (Ylöjärvi )",108,42454,38504,29,63,16,4585071
"34410 Murole   (Ruovesi )",87,35677,30359,25,50,12,3103913
"34420 Muroleen Kanava   (Ruovesi )",22,..,..,..,..,..,..
"34430 Kekkonen   (Ruovesi )",61,37902,31822,17,33,11,2312006
"34450 Jäminkipohja   (Ruovesi )",168,41008,27462,58,93,17,6889271
"34510 Luode   (Ylöjärvi )",45,34116,28024,16,24,5,1535238
"34530 Länsi-Aure   (Ylöjärvi )",32,36306,25876,13,14,5,1161807
"34550 Itä-Aure   (Ylöjärvi )",82,33302,26696,30,44,8,2730778
"34600 Ruovesi Keskus-Nenonen   (Ruovesi )",1347,32742,27416,408,799,140,44103849
"34640 Mustajärvi   (Ruovesi )",96,37050,32319,28,52,16,3556779
"34710 Vaskivesi   (Virrat )",151,41197,34254,44,84,23,6220695
"34730 Vaskuu   (Virrat )",49,31676,26212,18,27,4,1552104
"34740 Koro   (Virrat )",39,33956,25450,14,22,3,1324288
"34770 Kurjenkylä   (Virrat )",102,33818,29876,37,58,7,3449413
"34800 Virrat Keskus   (Virrat )",2424,32824,26422,816,1346,262,79564483
"34870 Visuvesi   (Ruovesi )",281,32675,28136,103,150,28,9181554
"34910 Äijänneva   (Virrat )",46,37933,37057,17,24,5,1744918
"34930 Liedenpohja   (Virrat )",134,40060,31574,49,64,21,5368056
"34950 Ohtola   (Virrat )",87,37523,34669,30,47,10,3264526
"34970 Toisvesi   (Virrat )",50,34117,28311,12,35,3,1705843
"34980 Killinkoski   (Virrat )",201,29526,26458,81,104,16,5934666
"35100 Orivesi Asemanseutu   (Orivesi )",1295,39029,35642,308,792,195,50543020
"35220 Eräjärvi   (Orivesi )",261,34344,27927,89,143,29,8963843
"35240 Ristakallio   (Orivesi )",85,38869,29939,28,46,11,3303825
"35260 Leväslahti   (Orivesi )",8,..,..,..,..,..,..
"35270 Västilä   (Orivesi )",81,35050,28581,26,42,13,2839029
"35300 Orivesi Keskus   (Orivesi )",2408,33797,27490,777,1334,297,81383668
"35320 Hirsilä   (Orivesi )",234,36970,34290,72,144,18,8650880
"35400 Länkipohja   (Jämsä )",478,32549,26382,180,237,61,15558188
"35420 Talviainen   (Orivesi )",53,38629,33709,14,32,7,2047349
"35480 Längelmäki   (Orivesi )",33,38003,34652,13,11,9,1254100
"35500 Korkeakoski   (Juupajoki )",529,32872,28617,181,300,48,17389411
"35520 Pirttikangas   (Juupajoki )",37,35534,29309,13,20,4,1314757
"35530 Lyly   (Juupajoki )",144,34057,30717,35,92,17,4904241
"35540 Juupajoki   (Juupajoki )",178,47858,40592,35,98,45,8518647
"35550 Salokunta   (Juupajoki )",61,54546,45681,15,28,18,3327304
"35600 Halli   (Jämsä )",713,35311,31191,170,440,103,25176679
"35610 Pihlaisto   (Jämsä )",42,38991,29387,13,26,3,1637635
"35630 Suinula-Valkamanperä   (Jämsä )",81,36757,30811,20,51,10,2977349
"35700 Vilppula Keskus   (Mänttä-Vilppula )",1669,34392,29057,505,969,195,57399917
"35740 Ylä-Vääri   (Ruovesi )",48,54845,42644,8,25,15,2632580
"35750 Väärinmaja   (Ruovesi )",129,37933,29270,34,82,13,4893331
"35800 Mänttä   (Mänttä-Vilppula )",2309,31962,27292,676,1382,251,73800315
"35820 Asemakulma-Mustalahti   (Jämsä )",990,37303,33423,225,632,133,36929656
"35990 Kolho   (Mänttä-Vilppula )",563,33510,28572,164,350,49,18866198
"36100 Kangasala Asemanseutu   (Kangasala )",452,54216,51210,48,281,123,24505685
"36110 Ruutana   (Kangasala )",1030,52146,48933,85,671,274,53710707
"36120 Suinula-Haviseva   (Kangasala )",420,50605,46154,60,270,90,21253925
"36200 Kangasala Keskus   (Kangasala )",4614,41543,35159,995,2753,866,191681285
"36220 Suorama   (Kangasala )",2409,37863,32600,544,1534,331,91211165
"36240 Nattari   (Kangasala )",2139,43524,37341,374,1346,419,93097790
"36270 Huutijärvi   (Kangasala )",586,48260,43049,111,327,148,28280161
"36280 Pikonlinna   (Kangasala )",46,62984,59111,6,18,22,2897263
"36340 Tohkala   (Kangasala )",107,40606,35324,22,64,21,4344870
"36420 Sahalahti Keskus   (Kangasala )",816,41240,33599,221,467,128,33651765
"36430 Pakkala   (Kangasala )",201,44314,34722,49,118,34,8907173
"36450 Salmentaka   (Pälkäne )",115,35772,26967,35,61,19,4113812
"36520 Raikku   (Kangasala )",167,46689,36935,30,107,30,7796992
"36570 Kaivanto   (Kangasala )",112,49504,44361,21,68,23,5544470
"36600 Pälkäne Keskus   (Pälkäne )",1566,39205,34107,387,923,256,61394999
"36640 Iltasmäki   (Pälkäne )",165,45443,40174,34,94,37,7498027
"36660 Laitikkala   (Pälkäne )",94,43405,35863,22,49,23,4080073
"36720 Aitoo   (Pälkäne )",272,34343,28726,79,173,20,9341171
"36760 Luopioinen Keskus   (Pälkäne )",412,34970,28899,116,243,53,14407482
"36810 Kuhmalahti Keskus   (Kangasala )",252,37816,31369,60,156,36,9529757
"36840 Kuhmajärvi   (Kangasala )",173,34370,28368,55,97,21,5946029
"36880 Vehkajärvi   (Kangasala )",75,31026,26675,26,41,8,2326974
"36910 Rautajärvi   (Pälkäne )",181,35370,28879,65,95,21,6402042
"36930 Kyynärö   (Pälkäne )",92,36343,27156,35,40,17,3343571
"37100 Nokia Keskus   (Nokia )",3927,30940,24976,1225,2283,419,121500243
"37120 Koskenmäki   (Nokia )",4383,44774,40140,744,2729,910,196244480
"37130 Alhoniitty   (Nokia )",1988,43090,39330,379,1216,393,85662824
"37140 Harjuniitty   (Nokia )",978,47049,44318,121,656,201,46013899
"37150 Kankaantaka   (Nokia )",1840,40058,36310,395,1126,319,73706640
"37180 Sarkola   (Nokia )",154,44139,38276,36,91,27,6797381
"37200 Siuro   (Nokia )",1056,44488,40935,168,685,203,46979309
"37210 Kulovesi   (Nokia )",11,..,..,..,..,..,..
"37240 Linnavuori   (Nokia )",366,34687,29831,106,224,36,12695499
"37310 Tottijärvi   (Nokia )",358,46196,43699,78,182,98,16538278
"37350 Rämsöö   (Vesilahti )",70,41407,38778,15,41,14,2898485
"37370 Narva   (Vesilahti )",469,39886,33759,142,232,95,18706517
"37380 Krääkkiö   (Vesilahti )",86,34619,29050,34,39,13,2977212
"37420 Valkkinen   (Vesilahti )",324,43249,39758,63,203,58,14012823
"37470 Vesilahti Keskus   (Vesilahti )",720,50480,46534,112,442,166,36345676
"37500 Lempäälä Keskus   (Lempäälä )",3686,41436,33891,865,2147,674,152732607
"37530 Säijä   (Lempäälä )",230,45854,42764,39,143,48,10546515
"37550 Kuivaspää   (Lempäälä )",1854,49805,45618,267,1166,421,92338242
"37560 Kulju   (Lempäälä )",1637,53402,49393,209,968,460,87418941
"37570 Koivuniemi   (Lempäälä )",157,60597,49043,24,88,45,9513734
"37600 Valkeakoski Keskus   (Valkeakoski )",5943,35040,29822,1532,3604,807,208242599
"37630 Vääräkoivu   (Valkeakoski )",3393,39978,34806,765,2009,619,135644270
"37700 Sääksmäki   (Valkeakoski )",196,42486,35202,44,120,32,8327269
"37720 Ritvala   (Valkeakoski )",79,45790,41268,21,41,17,3617443
"37740 Haukila   (Valkeakoski )",125,40093,35045,26,80,19,5011585
"37770 Tarttila   (Valkeakoski )",205,40131,37124,50,127,28,8226846
"37800 Toijala keskus   (Akaa )",4462,37221,30818,1189,2637,636,166079142
"37830 Viiala Keskus   (Akaa )",2507,38294,33163,659,1525,323,96003511
"37850 Metsäkansa   (Valkeakoski )",156,43907,42184,22,92,42,6849568
"37860 Kärjenniemi   (Valkeakoski )",321,50663,47488,27,227,67,16262854
"37900 Kylmäkoski Asemanseutu   (Akaa )",146,36868,30821,40,81,25,5382684
