"Postal code area","Households, total, 2017 (TE)","Average size of households, 2017 (TE)","Occupancy rate, 2017 (TE)","Young single persons, 2017 (TE)","Young couples without children, 2017 (TE)","Households with children, 2017 (TE)","Households with small children, 2017 (TE)","Households with children under school age, 2017 (TE)","Households with school-age children, 2017 (TE)","Households with teenagers, 2017 (TE)","Adult households, 2017 (TE)","Pensioner households, 2017 (TE)","Households living in owner-occupied dwellings, 2017 (TE)","Households living in rented dwellings, 2017 (TE)","Households living in other dwellings, 2017 (TE)"
"33210 Itä-Amuri-Tammerkoski   (Tampere )",3880,1.5,38.6,937,278,316,94,175,119,77,2363,1205,1528,2274,78
"33230 Länsi-Amuri   (Tampere )",3582,1.7,38.5,593,220,457,105,202,202,153,1919,1214,2122,1370,90
"33240 Tahmela   (Tampere )",833,2.0,41.1,89,23,188,40,81,86,77,456,191,564,243,26
"33250 Pispala   (Tampere )",1241,1.9,36.8,168,67,244,56,113,122,88,775,226,664,531,46
"33270 Epilä   (Tampere )",3901,1.9,37.2,499,216,876,237,463,388,300,2070,969,2019,1811,71
"33300 Rahola   (Tampere )",2515,2.0,38.8,338,133,588,149,279,264,216,1276,657,1544,930,41
"33310 Tesoma   (Tampere )",3935,1.8,36.7,277,139,804,187,398,362,303,1798,1339,1959,1906,70
"33330 Myllypuro-Kalkku   (Tampere )",1705,2.0,35.4,263,93,417,124,230,194,139,954,339,786,897,22
"33340 Haukiluoma-Ikuri   (Tampere )",2328,2.2,39.6,109,82,618,159,293,271,223,990,725,1755,546,27
"33380 Pitkäniemi   (Nokia )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"33400 Luoteis-Tampere   (Tampere )",4253,2.0,38.0,629,227,1054,241,513,472,398,2145,1068,2273,1936,44
"33410 Lentävänniemi   (Tampere )",2580,1.8,39.7,335,127,398,129,236,159,105,1267,923,1705,815,60
"33420 Lamminpää   (Tampere )",941,2.2,41.3,76,24,243,54,121,114,98,432,273,664,246,31
"33430 Vuorentausta   (Ylöjärvi )",1264,2.3,38.8,38,48,360,96,188,153,135,540,371,1179,73,12
"33450 Siivikkala   (Ylöjärvi )",1143,2.5,43.0,25,48,388,106,188,173,149,469,289,1071,54,18
"33470 Ylöjärvi Keskus   (Ylöjärvi )",3111,2.0,39.6,153,115,708,181,345,297,290,1331,1081,1906,1150,55
"33480 Manninmäki-Haavisto   (Ylöjärvi )",2946,2.5,38.3,132,99,1103,242,535,537,446,1136,720,2269,653,24
"33500 Osmonmäki-Petsamo   (Tampere )",7218,1.5,35.8,1689,670,736,218,416,289,192,4487,2004,3040,4006,172
"33520 Keskussairaala-alue-Kauppi   (Tampere )",545,1.8,34.8,122,44,96,26,49,37,32,345,108,231,306,8
"33530 Kissanmaa   (Tampere )",2974,1.7,37.1,680,243,354,98,187,132,123,1869,760,1348,1571,55
"33540 Kaleva   (Tampere )",6277,1.5,33.8,2017,697,595,180,334,202,156,4469,1220,2178,3984,115
"33560 Takahuhti   (Tampere )",5122,1.9,38.3,643,258,1061,258,509,489,393,2461,1619,2895,2141,86
"33580 Atala-Linnainmaa   (Tampere )",7477,2.1,37.7,762,415,1958,547,1030,869,628,3733,1798,4202,3204,71
"33610 Olkahinen-Tasanne   (Tampere )",1615,2.3,40.3,70,57,499,117,237,210,210,714,408,1450,155,10
"33680 Aitolahti   (Tampere )",668,2.4,48.7,11,11,185,31,71,94,88,220,270,622,26,20
"33700 Messukylä   (Tampere )",818,2.1,38.2,128,82,184,57,96,76,65,434,202,536,264,18
"33710 Kaukajärvi   (Tampere )",9086,2.0,36.4,1241,597,2111,597,1143,947,693,4789,2202,4546,4448,92
"33720 Hervanta   (Tampere )",14156,1.7,34.1,3356,1238,2158,723,1260,899,611,8996,3026,4463,9524,169
"33730 Leinola-Vehmainen   (Tampere )",800,2.4,41.2,40,32,232,69,112,104,94,347,227,715,68,17
"33800 Nekala   (Tampere )",3109,1.7,32.6,837,177,526,142,271,233,171,1957,632,1333,1716,60
"33820 Koivistonkylä   (Tampere )",4295,2.1,38.6,477,223,1083,265,511,490,422,2206,1018,2711,1507,77
"33840 Peltolammi   (Tampere )",1962,1.7,37.2,354,137,284,79,147,117,82,1134,546,1112,807,43
"33850 Multisilta   (Pirkkala )",1341,1.8,37.9,212,57,248,77,145,93,80,743,352,691,633,17
"33870 Vuores   (Lempäälä )",2102,1.9,32.5,667,228,518,215,381,191,69,1453,131,762,1304,36
"33880 Höytämö   (Lempäälä )",1697,2.2,41.6,126,48,491,104,226,221,191,736,480,1256,411,30
"33900 Härmälä-Rantaperkiö   (Tampere )",6605,1.7,34.6,1343,675,1018,352,597,341,296,4253,1343,2299,4195,111
"33920 Toivio   (Pirkkala )",430,2.9,37.2,6,10,203,42,106,115,66,134,97,398,28,4
"33950 Killo   (Pirkkala )",2763,2.1,39.8,308,127,716,204,385,292,240,1353,703,1749,985,29
"33960 Suuppa   (Pirkkala )",4531,2.3,38.7,293,164,1455,347,702,656,560,1796,1295,3383,1102,46
"33980 Pirkkala kk   (Pirkkala )",534,2.8,45.0,9,8,201,41,94,115,88,189,145,499,25,10
"34110 Lakiala   (Ylöjärvi )",414,3.3,39.6,2,12,198,47,98,113,101,142,75,404,6,4
"34130 Ylinen   (Ylöjärvi )",505,2.5,44.5,27,10,148,30,64,86,76,251,106,421,78,6
"34140 Mutala   (Ylöjärvi )",283,2.8,42.4,2,7,105,25,48,62,45,96,86,260,14,9
"34150 Kyrönlahti   (Ylöjärvi )",161,2.5,43.4,2,5,44,12,22,21,18,57,63,145,10,6
"34180 Länsi-Teisko   (Ylöjärvi )",73,2.0,52.2,2,1,8,3,5,2,3,34,32,65,4,4
"34240 Kämmenteisko   (Tampere )",661,2.6,43.3,9,3,235,52,104,110,99,226,204,510,133,18
"34260 Terälahti   (Tampere )",418,2.1,46.6,10,7,84,15,37,44,36,185,153,345,53,20
"34270 Velaatta   (Tampere )",149,2.0,47.5,9,1,25,1,7,13,13,65,59,137,7,5
"34300 Kuru Keskus   (Ylöjärvi )",769,1.9,45.4,31,14,121,31,55,66,48,323,332,564,196,9
"34320 Parkkuu   (Ylöjärvi )",105,2.0,59.1,2,1,19,2,6,7,12,41,49,99,1,5
"34330 Poikelus   (Ylöjärvi )",106,2.4,47.3,3,2,29,7,15,10,17,41,39,102,0,4
"34410 Murole   (Ruovesi )",87,2.0,45.0,0,1,17,3,8,10,7,34,37,71,11,5
"34420 Muroleen Kanava   (Ruovesi )",24,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"34430 Kekkonen   (Ruovesi )",59,2.1,51.9,1,2,13,0,3,5,8,26,22,53,1,5
"34450 Jäminkipohja   (Ruovesi )",167,1.9,51.6,4,0,22,6,10,8,10,82,67,128,23,16
"34510 Luode   (Ylöjärvi )",47,2.3,38.7,1,0,8,3,5,5,5,14,25,43,1,3
"34530 Länsi-Aure   (Ylöjärvi )",33,2.1,44.5,1,0,10,0,3,5,6,6,17,31,0,2
"34550 Itä-Aure   (Ylöjärvi )",81,1.9,53.0,1,0,6,2,2,1,4,27,48,77,3,1
"34600 Ruovesi Keskus-Nenonen   (Ruovesi )",1331,1.8,45.9,77,20,205,50,84,98,104,500,630,891,395,45
"34640 Mustajärvi   (Ruovesi )",97,2.1,47.4,1,2,20,6,9,10,4,34,44,88,4,5
"34710 Vaskivesi   (Virrat )",153,2.3,48.9,3,1,35,7,13,17,18,47,75,145,4,4
"34730 Vaskuu   (Virrat )",52,1.9,46.9,0,1,8,1,2,4,4,20,26,48,1,3
"34740 Koro   (Virrat )",40,2.0,54.4,0,0,6,2,3,1,3,7,27,39,0,1
"34770 Kurjenkylä   (Virrat )",105,2.1,47.6,5,2,20,3,4,10,13,43,42,95,8,2
"34800 Virrat Keskus   (Virrat )",2394,1.8,46.3,165,46,369,80,172,171,158,904,1133,1620,727,47
"34870 Visuvesi   (Ruovesi )",278,2.0,44.1,11,0,41,11,22,15,19,90,148,216,49,13
"34910 Äijänneva   (Virrat )",46,2.2,44.3,0,1,6,0,3,3,3,22,19,40,5,1
"34930 Liedenpohja   (Virrat )",130,2.2,48.5,4,1,28,4,10,14,14,41,65,124,5,1
"34950 Ohtola   (Virrat )",88,2.4,43.2,0,1,20,6,10,11,7,24,46,85,1,2
"34970 Toisvesi   (Virrat )",51,2.3,46.0,0,1,12,3,4,5,8,17,25,49,1,1
"34980 Killinkoski   (Virrat )",201,1.8,47.7,10,4,29,8,11,15,9,81,92,147,50,4
"35100 Orivesi Asemanseutu   (Orivesi )",1292,2.2,43.9,23,42,332,69,155,179,139,547,421,1106,170,16
"35220 Eräjärvi   (Orivesi )",260,1.9,49.2,1,3,32,2,9,22,20,95,136,207,35,18
"35240 Ristakallio   (Orivesi )",88,2.0,52.0,1,2,16,7,8,5,6,39,35,86,0,2
"35260 Leväslahti   (Orivesi )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"35270 Västilä   (Orivesi )",82,1.9,54.6,3,1,12,3,6,4,6,29,41,78,2,2
"35300 Orivesi Keskus   (Orivesi )",2441,1.9,45.0,57,43,414,104,198,199,165,989,1048,1700,679,62
"35320 Hirsilä   (Orivesi )",232,2.4,42.2,0,4,60,14,32,29,30,77,97,209,14,9
"35400 Länkipohja   (Jämsä )",478,1.8,50.8,20,0,72,12,25,37,31,183,224,363,98,17
"35420 Talviainen   (Orivesi )",54,2.0,51.8,2,1,10,3,4,6,4,19,25,52,2,0
"35480 Längelmäki   (Orivesi )",30,1.8,64.7,2,0,4,1,1,2,2,10,17,30,0,0
"35500 Korkeakoski   (Juupajoki )",512,2.0,44.1,27,3,99,19,50,51,41,186,228,372,126,14
"35520 Pirttikangas   (Juupajoki )",40,2.1,44.0,1,1,9,1,3,8,3,13,19,38,1,1
"35530 Lyly   (Juupajoki )",139,2.0,46.2,4,1,22,6,12,7,11,56,65,118,16,5
"35540 Juupajoki   (Juupajoki )",175,2.3,49.8,8,4,42,5,17,20,22,64,70,150,17,8
"35550 Salokunta   (Juupajoki )",62,2.6,50.1,1,3,14,3,7,6,6,22,30,58,0,4
"35600 Halli   (Jämsä )",706,1.8,48.7,40,5,89,17,38,40,35,288,331,546,146,14
"35610 Pihlaisto   (Jämsä )",42,2.1,49.1,0,1,9,1,4,6,6,12,21,39,0,3
"35630 Suinula-Valkamanperä   (Jämsä )",77,2.1,48.2,0,0,16,1,4,13,8,16,45,71,3,3
"35700 Vilppula Keskus   (Mänttä-Vilppula )",1635,1.9,44.7,99,15,283,52,117,131,132,678,683,1210,391,34
"35740 Ylä-Vääri   (Ruovesi )",47,2.1,60.5,1,0,4,1,1,3,3,17,26,41,2,4
"35750 Väärinmaja   (Ruovesi )",130,2.1,46.4,1,0,23,5,9,9,13,45,63,123,3,4
"35800 Mänttä   (Mänttä-Vilppula )",2280,1.7,44.9,210,42,320,59,127,127,146,918,1050,1548,678,54
"35820 Asemakulma-Mustalahti   (Jämsä )",991,2.1,44.0,36,30,217,42,96,101,100,385,395,857,118,16
"35990 Kolho   (Mänttä-Vilppula )",556,2.0,46.6,25,4,82,14,36,43,38,196,285,468,77,11
"36100 Kangasala Asemanseutu   (Kangasala )",463,2.8,42.5,12,9,215,52,97,103,98,176,74,425,33,5
"36110 Ruutana   (Kangasala )",1034,2.8,39.4,18,42,482,142,257,247,152,378,177,996,30,8
"36120 Suinula-Haviseva   (Kangasala )",419,2.6,43.8,5,8,137,31,56,77,70,144,139,400,13,6
"36200 Kangasala Keskus   (Kangasala )",4685,2.1,43.5,266,126,1157,246,523,570,455,1804,1745,3420,1152,113
"36220 Suorama   (Kangasala )",2498,2.1,37.9,261,104,679,178,317,301,253,1171,659,1474,989,35
"36240 Nattari   (Kangasala )",2230,2.2,39.1,233,103,648,167,328,288,250,1031,558,1679,507,44
"36270 Huutijärvi   (Kangasala )",571,2.4,45.4,23,9,192,40,78,100,84,204,177,488,74,9
"36280 Pikonlinna   (Kangasala )",54,2.1,47.7,4,1,11,3,8,6,1,23,20,43,9,2
"36340 Tohkala   (Kangasala )",106,2.3,50.7,3,2,31,4,11,15,14,37,39,101,2,3
"36420 Sahalahti Keskus   (Kangasala )",825,2.2,44.3,38,21,200,52,102,103,81,351,278,645,171,9
"36430 Pakkala   (Kangasala )",202,2.2,52.1,6,7,45,10,20,22,20,80,78,193,7,2
"36450 Salmentaka   (Pälkäne )",114,2.0,49.7,1,2,18,4,9,7,6,44,53,101,5,8
"36520 Raikku   (Kangasala )",168,2.1,49.4,2,1,26,6,14,11,7,71,72,159,1,8
"36570 Kaivanto   (Kangasala )",112,2.6,47.7,0,2,35,5,15,17,15,41,42,104,4,4
"36600 Pälkäne Keskus   (Pälkäne )",1573,2.2,44.3,67,32,387,84,166,195,160,600,595,1225,322,26
"36640 Iltasmäki   (Pälkäne )",163,2.4,47.5,5,4,48,12,27,21,19,57,60,157,3,3
"36660 Laitikkala   (Pälkäne )",94,2.2,56.9,5,2,20,6,10,7,9,41,36,86,1,7
"36720 Aitoo   (Pälkäne )",273,2.1,48.8,8,4,57,12,24,24,32,104,115,231,34,8
"36760 Luopioinen Keskus   (Pälkäne )",418,1.9,48.9,15,5,70,6,18,37,36,149,205,311,96,11
"36810 Kuhmalahti Keskus   (Kangasala )",245,2.0,45.7,8,7,50,9,14,25,22,109,90,203,38,4
"36840 Kuhmajärvi   (Kangasala )",168,1.9,51.9,6,0,17,2,4,12,10,63,89,156,9,3
"36880 Vehkajärvi   (Kangasala )",72,1.9,48.5,2,1,5,1,3,2,2,29,38,62,9,1
"36910 Rautajärvi   (Pälkäne )",176,2.0,47.2,6,2,27,5,9,14,13,57,94,153,18,5
"36930 Kyynärö   (Pälkäne )",91,1.9,53.1,4,1,10,2,4,5,7,36,46,82,6,3
"37100 Nokia Keskus   (Nokia )",3963,1.7,40.1,461,91,529,101,215,240,221,1719,1722,2401,1508,54
"37120 Koskenmäki   (Nokia )",4399,2.3,39.0,254,138,1439,293,683,728,576,1888,1089,3564,790,45
"37130 Alhoniitty   (Nokia )",1994,2.3,38.6,128,51,629,132,293,313,248,842,527,1494,487,13
"37140 Harjuniitty   (Nokia )",1002,2.6,37.9,48,45,426,104,240,240,129,365,212,848,146,8
"37150 Kankaantaka   (Nokia )",1850,2.2,37.9,113,65,504,130,254,249,175,812,536,1220,618,12
"37180 Sarkola   (Nokia )",155,2.4,44.3,2,4,45,3,17,25,23,62,52,148,0,7
"37200 Siuro   (Nokia )",1056,2.4,41.5,33,28,323,70,159,147,122,422,321,970,71,15
"37210 Kulovesi   (Nokia )",11,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"37240 Linnavuori   (Nokia )",367,2.0,37.1,34,15,95,25,54,46,30,200,73,233,132,2
"37310 Tottijärvi   (Nokia )",361,2.4,46.9,1,6,114,20,47,65,48,144,107,340,16,5
"37350 Rämsöö   (Vesilahti )",71,2.2,49.8,1,0,18,4,9,11,7,26,28,67,3,1
"37370 Narva   (Vesilahti )",470,2.2,48.3,10,9,118,25,54,55,55,170,184,394,64,12
"37380 Krääkkiö   (Vesilahti )",80,2.2,44.8,2,2,17,2,5,12,7,34,29,75,3,2
"37420 Valkkinen   (Vesilahti )",326,2.4,48.5,11,5,100,25,45,47,44,125,103,312,9,5
"37470 Vesilahti Keskus   (Vesilahti )",729,2.7,44.5,13,14,292,60,125,164,135,250,187,650,67,12
"37500 Lempäälä Keskus   (Lempäälä )",3724,2.2,41.3,288,126,1004,245,535,504,375,1503,1235,2662,1012,50
"37530 Säijä   (Lempäälä )",226,2.5,50.0,6,1,75,27,38,32,24,78,75,218,5,3
"37550 Kuivaspää   (Lempäälä )",1895,2.7,38.3,76,58,811,197,421,424,296,675,416,1530,352,13
"37560 Kulju   (Lempäälä )",1639,2.8,39.2,55,85,686,162,345,374,240,657,302,1439,184,16
"37570 Koivuniemi   (Lempäälä )",157,2.8,47.3,2,3,61,23,35,30,17,54,42,148,5,4
"37600 Valkeakoski Keskus   (Valkeakoski )",5920,1.9,41.8,509,148,1095,222,491,530,462,2439,2399,4186,1653,81
"37630 Vääräkoivu   (Valkeakoski )",3372,2.1,41.9,316,112,819,162,348,405,340,1456,1112,2478,846,48
"37700 Sääksmäki   (Valkeakoski )",198,2.3,43.3,3,2,50,14,27,20,23,77,72,151,42,5
"37720 Ritvala   (Valkeakoski )",80,2.5,51.0,0,0,24,2,10,17,9,25,32,78,2,0
"37740 Haukila   (Valkeakoski )",126,2.2,46.6,2,3,34,8,11,12,18,45,47,120,4,2
"37770 Tarttila   (Valkeakoski )",198,2.4,46.7,7,7,56,17,35,22,18,75,68,176,15,7
"37800 Toijala keskus   (Akaa )",4497,2.0,42.8,335,122,1038,226,487,519,406,1951,1535,3409,1015,73
"37830 Viiala Keskus   (Akaa )",2485,2.2,40.4,103,47,685,134,326,359,289,986,824,1980,477,28
"37850 Metsäkansa   (Valkeakoski )",158,2.2,47.9,2,5,38,8,17,18,12,57,64,150,4,4
"37860 Kärjenniemi   (Valkeakoski )",324,2.7,41.4,5,11,130,34,73,62,39,107,91,313,5,6
"37900 Kylmäkoski Asemanseutu   (Akaa )",141,2.0,48.9,4,0,25,9,12,10,9,61,55,132,1,8
"37910 Kylmäkoski Keskus   (Akaa )",617,2.1,46.6,26,19,138,40,78,55,53,286,196,477,125,15
"37960 Sotkia   (Akaa )",115,2.2,50.9,3,0,26,4,11,16,7,36,53,104,8,3
"38100 Karkku   (Sastamala )",385,2.2,46.8,14,4,93,19,47,46,37,165,128,347,31,7
"38120 Kutala   (Sastamala )",103,2.3,44.9,1,2,20,1,8,7,9,41,45,95,4,4
"38130 Ellivuori   (Sastamala )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"38140 Kärppälä   (Sastamala )",156,2.3,48.9,3,4,40,12,20,17,17,61,55,148,3,5
"38200 Vammala Keskus   (Sastamala )",3410,1.8,44.2,302,60,576,122,240,275,260,1289,1557,2277,1042,91
"38210 Vammala Asemanseutu   (Sastamala )",2099,2.0,44.1,178,41,413,101,204,192,152,890,799,1514,537,48
"38220 Stormi   (Sastamala )",350,2.3,48.3,11,4,90,13,27,40,54,129,133,323,19,8
"38250 Roismala   (Sastamala )",570,2.4,45.9,27,16,167,41,75,80,74,232,176,514,48,8
"38270 Sammaljoki   (Sastamala )",148,2.3,48.3,4,2,29,5,13,12,16,54,69,135,9,4
"38280 Illo   (Sastamala )",183,2.4,47.4,2,1,54,12,25,29,27,69,62,175,4,4
"38300 Kiikka   (Sastamala )",837,2.1,48.6,32,17,185,40,82,102,86,305,352,688,131,18
"38360 Kiikoinen   (Sastamala )",545,2.1,48.6,31,13,120,40,67,48,51,216,214,437,99,9
"38420 Häijää   (Sastamala )",455,2.3,46.3,15,20,122,26,52,62,54,182,154,427,20,8
"38460 Mouhijärvi Keskus   (Sastamala )",788,2.2,43.8,47,13,196,46,101,87,84,333,266,614,149,25
"38470 Hyynilä   (Sastamala )",111,2.4,41.2,3,2,26,6,14,13,10,42,45,103,5,3
"38490 Haukijärvi   (Hämeenkyrö )",33,2.4,44.6,1,0,9,1,3,4,5,6,19,26,5,2
"38510 Suodenniemi   (Sastamala )",574,2.0,49.4,14,7,91,20,45,45,40,222,265,485,74,15
"38600 Lavia Keskus   (Pori )",737,2.0,49.8,28,14,122,27,53,54,57,277,343,611,106,20
"38650 Yli-Putto   (Pori )",71,2.2,48.0,1,1,14,6,11,6,3,19,39,69,1,1
"38670 Kalliala-Haunia   (Pori )",83,2.2,49.3,3,0,17,4,8,7,9,24,43,76,1,6
"38680 Tuunajärvi   (Pomarkku )",48,2.0,50.1,0,0,10,1,3,2,6,11,30,46,0,2
"38700 Kankaanpää Keskus   (Kankaanpää )",3081,1.9,45.6,292,105,645,183,330,285,239,1422,1025,1997,1017,67
"38710 Myllymäki   (Kankaanpää )",1187,1.7,45.5,150,32,177,41,80,74,67,559,451,669,506,12
"38720 Vihteljärvi   (Kankaanpää )",190,2.2,53.0,1,2,37,6,17,19,21,68,86,179,5,6
"38740 Hapuoja   (Kankaanpää )",186,2.2,50.1,7,4,35,10,20,15,14,82,70,175,7,4
"38750 Veneskoski   (Kankaanpää )",112,2.2,48.3,4,5,22,10,15,7,10,48,44,108,2,2
"38760 Venesjärvi   (Kankaanpää )",145,2.5,44.1,4,5,41,12,25,20,14,53,53,132,8,5
"38770 Lohikko   (Kankaanpää )",163,2.6,45.9,5,2,52,12,21,20,30,58,56,161,2,0
"38800 Jämijärvi Keskus   (Jämijärvi )",733,2.1,47.3,28,19,139,36,72,68,55,271,341,622,90,21
"38840 Niinisalo   (Kankaanpää )",397,2.1,48.2,21,4,72,19,32,31,35,175,152,326,55,16
"38860 Suurimaa   (Jämijärvi )",78,2.6,45.0,1,0,24,2,11,11,12,27,28,74,2,2
"38910 Ala-Honkajoki   (Kankaanpää )",234,2.3,47.2,5,4,50,10,21,26,27,90,96,222,7,5
"38920 Vatajankoski   (Honkajoki )",104,2.0,50.5,2,3,19,3,3,9,11,36,50,99,3,2
"38950 Honkajoki Keskus   (Honkajoki )",615,2.1,45.8,24,9,113,30,63,51,39,263,243,422,174,19
"38970 Lauhala   (Honkajoki )",121,2.1,45.9,6,0,24,5,9,13,11,43,55,111,5,5
"39100 Hämeenkyrö Keskus   (Hämeenkyrö )",1630,2.1,42.5,86,40,373,96,187,168,144,668,597,1191,384,55
"39110 Simuna   (Hämeenkyrö )",89,2.4,44.5,1,0,25,6,10,7,14,21,44,87,1,1
"39130 Sasi   (Hämeenkyrö )",292,2.7,45.6,7,7,99,18,48,53,40,110,88,278,6,8
"39150 Pinsiö   (Hämeenkyrö )",325,2.7,43.5,10,12,122,31,68,67,41,138,67,310,5,10
"39160 Julkujärvi   (Ylöjärvi )",1367,2.9,36.4,51,72,702,224,414,357,214,473,194,1261,93,13
"39170 Jumesniemi   (Hämeenkyrö )",64,2.7,44.7,1,3,25,6,9,11,12,21,20,63,1,0
"39180 Herttuala   (Hämeenkyrö )",38,2.6,42.6,2,0,9,4,6,1,5,18,11,36,0,2
"39195 Kaipio   (Hämeenkyrö )",61,2.6,41.1,0,2,17,2,5,8,12,26,20,56,3,2
"39200 Kyröskoski   (Hämeenkyrö )",2280,2.1,41.2,139,46,580,147,284,276,236,927,782,1777,440,63
"39230 Osara   (Hämeenkyrö )",88,2.2,49.5,1,2,16,1,4,4,10,32,45,79,6,3
"39290 Vesajärvi   (Hämeenkyrö )",72,2.1,50.8,3,1,9,1,3,4,6,35,31,67,4,1
"39310 Viljakkala Keskus   (Ylöjärvi )",461,2.2,44.3,30,7,117,21,53,57,48,187,160,363,86,12
"39340 Karhe   (Ylöjärvi )",115,2.5,44.8,1,0,37,7,20,21,13,38,43,106,4,5
"39360 Komi   (Ylöjärvi )",105,2.3,49.8,4,3,27,5,13,12,11,41,39,98,4,3
"39380 Lavajärvi   (Hämeenkyrö )",69,2.7,45.9,3,1,27,10,12,10,12,25,19,66,2,1
"39410 Luhalahti   (Ikaalinen )",145,2.1,50.0,1,2,25,7,15,13,8,52,70,127,15,3
"39430 Röyhiö   (Ikaalinen )",76,2.3,48.9,3,1,13,7,10,6,2,28,35,62,10,4
"39450 Sisättö   (Ikaalinen )",66,1.8,55.0,2,1,8,3,3,6,3,26,33,64,1,1
"39500 Ikaalinen Keskus   (Ikaalinen )",2432,1.9,46.4,236,58,426,102,207,193,163,1030,987,1679,699,54
"39530 Kilvakkala   (Ikaalinen )",426,2.4,45.9,12,3,115,22,53,61,43,151,163,395,18,13
"39580 Riitiala   (Ikaalinen )",177,2.1,50.5,3,2,35,10,17,13,14,56,88,165,4,8
"39590 Tevaniemi   (Ikaalinen )",99,2.3,44.0,2,0,26,6,8,14,14,35,41,84,12,3
"39610 Kovelahti   (Ikaalinen )",91,2.3,48.7,2,0,20,6,10,10,9,22,51,83,5,3
"39620 Kovesjoki   (Parkano )",81,2.2,50.0,1,4,10,4,5,7,4,34,40,78,1,2
"39660 Lapinneva   (Parkano )",121,2.0,50.0,5,2,19,6,8,8,10,54,48,105,5,11
"39700 Parkano Keskus   (Parkano )",2730,1.9,46.5,155,66,489,112,213,238,203,1059,1191,2013,669,48
"39750 Vatajanjärvi   (Parkano )",157,2.3,47.9,2,3,29,10,15,16,14,55,73,142,7,8
"39770 Aureskoski   (Parkano )",38,2.1,46.5,0,0,5,1,3,4,2,15,18,31,7,0
"39780 Alaskylä   (Parkano )",91,2.3,51.2,3,2,14,2,5,9,8,36,41,90,1,0
"39810 Linnankylä   (Kihniö )",140,2.3,46.6,0,3,26,6,13,12,13,55,61,132,2,6
"39820 Kihniö Keskus   (Kihniö )",719,2.0,45.8,33,13,133,26,61,53,62,279,316,553,152,14
"39880 Kihniö Asemanseutu   (Kihniö )",63,2.2,43.6,1,0,10,1,3,4,6,24,29,59,1,3
"39920 Suomijärvi   (Karvia )",79,2.1,51.3,2,0,17,5,8,9,5,27,35,75,2,2
"39930 Karvia Keskus   (Karvia )",561,1.8,49.0,34,14,78,20,35,34,35,227,260,359,187,15
"39940 Kantti   (Karvia )",116,2.2,52.5,0,3,19,5,8,12,10,46,51,111,3,2
"39960 Sarvela   (Karvia )",191,2.3,49.5,5,1,36,10,18,18,16,65,92,185,3,3
"39965 Karviankylä   (Karvia )",78,2.5,41.5,0,0,18,7,8,9,10,18,44,76,0,2
"39980 Sara   (Karvia )",83,2.1,45.6,1,1,16,3,6,5,9,21,47,73,9,1
"39990 Alkkia   (Karvia )",52,2.0,46.1,3,1,8,1,3,5,5,23,21,41,7,4
"40100 Jyväskylä Keskus   (Jyväskylä )",9171,1.5,36.0,2640,1190,520,172,297,177,117,6352,2309,3264,5780,127
"40200 Mannila-Taulumäki   (Jyväskylä )",2343,1.8,37.5,584,215,421,121,242,187,108,1469,455,1278,1028,37
"40250 Ritoniemi-Lohikoski   (Jyväskylä )",2842,2.1,40.3,294,147,728,199,377,313,266,1352,770,1959,857,26
"40270 Pappilanrinne-Pappilanvuori   (Jyväskylä )",5260,2.2,38.5,452,255,1590,425,827,753,567,2274,1421,3520,1679,61
"40320 Seppälän Teollisuusalue   (Jyväskylä )",2982,1.8,37.1,398,279,488,173,281,177,134,1764,733,1465,1476,41
"40340 Huhtasuo   (Jyväskylä )",3690,1.7,36.3,624,106,664,184,337,282,232,2006,1033,1369,2259,62
"40400 Halssila   (Jyväskylä )",2011,2.1,36.6,190,128,525,157,298,223,175,957,533,1304,685,22
"40420 Jyskä   (Jyväskylä )",2236,2.1,38.7,211,96,614,156,318,271,218,1130,499,1484,726,26
"40500 Keljo-Ristonmaa   (Jyväskylä )",1687,1.9,37.0,266,135,284,94,145,112,103,1052,359,793,881,13
"40520 Kuokkala-Ristikivi   (Jyväskylä )",8631,1.9,36.1,1558,806,1783,551,962,741,569,5323,1540,3316,5247,68
"40530 Keljonkangas   (Jyväskylä )",2617,2.3,39.0,331,167,811,207,408,387,286,1326,485,1726,874,17
"40600 Mattilanpelto   (Jyväskylä )",1239,1.8,38.1,286,89,192,41,79,85,83,817,238,564,651,24
"40620 Keskussairaala-alue-Kukkumäki   (Jyväskylä )",257,1.7,29.6,66,32,44,14,23,20,9,183,30,1,256,0
"40630 Kypärämäki   (Jyväskylä )",1824,2.1,39.7,186,60,426,74,175,233,180,791,611,1036,764,24
"40640 Keltinmäki   (Jyväskylä )",3334,1.9,38.9,635,182,669,143,297,303,277,1864,808,1787,1509,38
"40660 Länsi-Palokka   (Jyväskylä )",267,2.6,42.4,5,9,90,26,48,46,35,102,77,263,3,1
"40700 Mäki-Matti   (Jyväskylä )",3325,1.6,33.7,1013,367,367,103,185,135,125,2319,642,1023,2263,39
"40720 Nisula   (Jyväskylä )",1616,1.6,38.3,103,127,200,45,94,67,76,924,494,817,774,25
"40740 Kortepohja   (Jyväskylä )",4240,1.7,33.3,1321,302,647,162,314,275,230,2742,858,1442,2764,34
