"Postal code area","Inhabitants, total, 2017 (HE)","Females, 2017 (HE)","Males, 2017 (HE)","Average age of inhabitants, 2017 (HE)","0-2 years, 2017 (HE)","3-6 years, 2017 (HE)","7-12 years, 2017 (HE)","13-15 years, 2017 (HE)","16-17 years, 2017 (HE)","18-19 years, 2017 (HE)","20-24 years, 2017 (HE)","25-29 years, 2017 (HE)","30-34 years, 2017 (HE)","35-39 years, 2017 (HE)","40-44 years, 2017 (HE)","45-49 years, 2017 (HE)","50-54 years, 2017 (HE)","55-59 years, 2017 (HE)","60-64 years, 2017 (HE)","65-69 years, 2017 (HE)","70-74 years, 2017 (HE)","75-79 years, 2017 (HE)","80-84 years, 2017 (HE)","85 years or over, 2017 (HE)"
"21140 Rymättylä Keskus   (Naantali )",1287,617,670,47,20,50,103,40,22,21,36,26,54,71,80,103,108,96,107,118,113,41,34,44
"21150 Röölä   (Naantali )",301,145,156,52,5,7,14,3,5,6,6,12,4,8,16,25,23,30,29,47,31,14,10,6
"21160 Merimasku   (Naantali )",1714,835,879,42,60,84,146,64,40,27,35,49,96,100,130,124,157,159,151,107,84,57,28,16
"21180 Livonsaari   (Naantali )",224,102,122,46,5,14,18,6,0,1,5,4,5,20,17,13,15,24,26,16,19,9,1,6
"21195 Velkua   (Naantali )",229,116,113,52,3,7,18,4,1,3,1,4,5,10,11,15,9,22,26,40,25,12,7,6
"21200 Raisio Keskus   (Raisio )",12059,6380,5679,46,315,443,619,315,244,289,724,674,638,671,584,654,836,864,934,873,793,601,490,498
"21210 Hakinmäki   (Raisio )",2521,1243,1278,40,87,111,159,100,51,73,103,139,184,150,193,180,230,230,182,140,107,56,32,14
"21220 Somersoja   (Raisio )",1363,671,692,42,49,63,86,40,30,28,64,82,97,90,81,102,83,86,88,100,92,44,38,20
"21230 Lemu   (Masku )",1845,909,936,39,58,114,188,81,61,48,45,74,101,121,160,133,136,117,111,121,78,41,36,21
"21240 Askainen Keskus   (Masku )",878,433,445,45,31,43,59,28,22,12,14,23,57,59,47,59,82,75,66,70,47,32,21,31
"21250 Masku   (Masku )",6647,3257,3390,40,209,344,655,290,194,149,210,239,353,456,558,503,550,424,379,377,338,200,122,97
"21260 Ihala   (Raisio )",3582,1781,1801,41,109,163,293,153,99,100,116,135,177,266,267,287,322,249,247,219,181,100,70,29
"21270 Nousiainen   (Nousiainen )",4803,2362,2441,40,164,262,422,185,139,110,146,204,285,373,371,290,327,318,314,308,224,138,91,132
"21280 Kuloinen   (Raisio )",2253,1121,1132,42,80,126,175,69,48,42,61,105,161,153,154,141,147,176,171,164,121,84,47,28
"21290 Rusko   (Rusko )",4327,2191,2136,40,148,259,339,180,142,116,130,157,219,339,317,312,354,253,262,288,214,120,98,80
"21310 Vahto   (Rusko )",1792,886,906,40,65,104,141,75,50,39,57,80,107,147,132,125,137,114,110,100,81,58,33,37
"21330 Paattinen   (Turku )",1855,932,923,43,54,95,143,65,46,45,51,59,107,122,129,127,123,139,141,126,111,75,50,47
"21340 Tortinmäki   (Turku )",507,246,261,46,12,17,26,10,11,10,16,23,22,35,29,45,52,37,38,50,43,20,7,4
"21350 Ilmarinen   (Lieto )",2011,973,1038,38,63,124,194,109,57,42,60,91,104,155,162,132,180,123,131,99,89,39,30,27
"21360 Lieto Asemanseutu   (Lieto )",1828,891,937,41,62,100,162,70,40,44,47,62,100,154,141,124,136,131,125,127,96,62,29,16
"21370 Aura kk.   (Aura )",565,270,295,42,20,24,36,24,12,17,12,21,28,49,37,36,43,50,43,41,36,18,12,6
"21380 Aura Keskus   (Aura )",3411,1773,1638,40,135,183,286,141,92,82,131,174,207,243,233,240,236,196,226,202,157,105,62,80
"21410 Vanhalinna   (Lieto )",2462,1255,1207,38,100,155,221,95,69,57,72,108,169,195,175,203,210,155,126,136,103,47,40,26
"21420 Lieto Keskus   (Lieto )",7849,4065,3784,42,221,470,632,283,198,183,310,321,412,547,544,536,550,446,409,495,480,321,253,238
"21430 Yliskulma   (Lieto )",829,407,422,38,31,50,75,37,30,25,25,27,54,65,49,56,64,68,53,38,35,28,12,7
"21450 Tarvasjoki Keskus   (Lieto )",1822,910,912,44,48,84,140,83,50,43,43,46,111,114,121,128,149,116,128,138,102,69,35,74
"21480 Prunkila   (Marttila )",353,166,187,42,11,28,23,11,7,6,6,19,24,26,21,27,20,14,31,29,21,12,9,8
"21490 Marttila   (Marttila )",1106,583,523,47,33,46,67,30,17,25,45,40,55,77,59,58,77,75,82,87,82,52,47,52
"21500 Piikkiö   (Kaarina )",7284,3644,3640,41,239,389,636,314,189,171,203,278,405,541,569,521,543,484,446,456,382,217,161,140
"21510 Hevonpää   (Paimio )",477,229,248,39,26,28,47,13,13,8,6,20,40,35,30,36,30,28,42,32,22,7,10,4
"21520 Naskarla   (Paimio )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"21530 Paimio Keskus   (Paimio )",8502,4335,4167,42,293,464,663,297,180,180,327,395,548,614,584,537,506,503,550,616,516,294,206,229
"21540 Preitilä   (Paimio )",1298,636,662,41,37,72,111,66,32,28,34,36,55,92,90,98,109,134,109,86,60,26,12,11
"21555 Taatila   (Paimio )",332,158,174,42,16,16,28,7,4,5,8,19,22,20,29,13,33,20,21,21,22,12,10,6
"21560 Ollila   (Marttila )",490,211,279,46,9,19,34,18,11,12,15,16,17,36,30,34,37,33,39,46,35,31,6,12
"21570 Sauvo Keskus   (Sauvo )",2551,1268,1283,44,66,109,185,111,56,53,66,105,127,135,170,158,214,191,177,225,165,88,72,78
"21590 Karuna   (Sauvo )",434,201,233,47,14,13,29,11,6,3,7,12,12,28,26,32,45,42,43,45,35,16,8,7
"21600 Parainen Keskus   (Parainen )",10622,5418,5204,45,261,467,770,390,239,246,413,371,487,629,692,702,726,743,731,855,704,479,340,377
"21610 Kirjala   (Parainen )",1071,521,550,40,29,57,106,46,49,28,27,28,51,67,81,93,86,57,70,72,48,40,21,15
"21620 Kuusisto   (Kaarina )",2090,1068,1022,40,57,100,228,104,67,55,44,59,93,130,208,201,150,114,104,117,118,77,34,30
"21630 Lielahti   (Parainen )",575,279,296,41,14,25,47,33,19,14,20,11,17,39,43,66,42,42,36,39,36,18,6,8
"21650 Lillandet   (Parainen )",428,208,220,50,9,18,19,9,6,3,7,10,12,27,14,24,47,37,59,59,32,13,10,13
"21660 Nauvo Keskus   (Parainen )",764,397,367,48,17,30,42,20,14,16,41,31,27,34,49,44,55,41,59,82,72,35,26,29
"21670 Mattnäs-Nötö   (Parainen )",200,98,102,50,3,4,13,5,2,5,6,3,6,14,13,14,12,14,25,18,22,7,9,5
"21680 Nötö   (Parainen )",10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"21710 Korppoo Keskus-Utö   (Parainen )",648,321,327,51,12,18,25,24,18,6,20,19,24,27,19,45,49,48,76,69,61,37,22,29
"21720 Korpoström   (Parainen )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"21740 Utö   (Parainen )",44,19,25,47,1,4,2,1,0,0,0,0,4,1,2,3,5,7,4,6,1,2,0,1
"21750 Norrskata   (Parainen )",89,39,50,57,2,1,4,0,0,0,1,5,1,4,1,6,5,6,8,18,11,5,7,4
"21760 Houtskär Keskus   (Parainen )",380,176,204,53,5,10,14,9,5,5,16,20,9,17,10,20,28,32,36,42,36,26,14,26
"21770 Mossala   (Parainen )",122,58,64,44,1,6,6,6,7,6,2,4,0,5,18,8,9,5,6,10,14,8,1,0
"21800 Kyrö   (Pöytyä )",2433,1201,1232,42,85,141,184,94,61,54,111,137,140,149,127,162,134,156,149,176,141,84,72,76
"21820 Kumila   (Pöytyä )",354,167,187,43,6,22,36,15,5,3,8,8,17,30,31,16,27,25,24,22,22,15,9,13
"21840 Karinainen   (Pöytyä )",369,184,185,33,20,28,49,18,12,16,16,23,17,23,17,29,17,22,18,14,12,7,4,7
"21860 Auvainen   (Pöytyä )",405,192,213,40,12,23,42,20,9,16,14,9,23,18,29,33,31,21,28,26,19,9,9,14
"21870 Riihikoski   (Pöytyä )",1917,952,965,43,70,101,144,69,34,33,59,84,117,137,121,106,145,134,133,150,111,57,52,60
"21880 Pöytyä   (Pöytyä )",394,185,209,49,8,18,19,8,11,6,12,16,12,20,22,18,34,40,23,35,24,24,17,27
"21890 Haveri   (Pöytyä )",265,127,138,43,6,12,17,20,6,9,7,9,15,9,14,22,24,17,18,19,15,12,4,10
"21900 Yläne Keskus   (Pöytyä )",1515,759,756,47,38,70,99,58,28,28,38,67,58,83,83,89,112,102,94,119,121,95,60,73
"21930 Uusikartano   (Pöytyä )",528,240,288,47,14,12,31,23,12,7,13,21,18,39,29,23,54,41,59,51,38,19,18,6
"22100 Maarianhamina   (Maarianhamina - Mariehamn )",11688,6087,5601,43,346,449,675,333,231,274,676,835,725,735,703,736,786,726,777,779,745,476,347,334
"22120 Möckelö   (Jomala )",891,442,449,36,53,59,81,32,21,16,30,52,68,69,56,67,76,51,56,43,25,16,15,5
"22130 Gottby   (Jomala )",848,426,422,40,24,49,86,37,23,21,17,30,37,65,70,81,61,55,55,54,40,24,10,9
"22140 Önningby   (Jomala )",1167,562,605,35,40,86,126,58,31,23,29,52,66,126,128,86,77,63,54,44,43,20,11,4
"22150 Jomala Centrum   (Jomala )",1862,911,951,40,74,92,141,66,40,37,77,144,114,132,113,126,157,127,98,92,96,59,40,37
"22160 Järsö   (Lemland )",364,182,182,43,11,18,24,12,8,10,13,12,22,19,32,23,31,23,28,23,31,12,10,2
"22220 Emkarby   (Finström )",389,177,212,40,19,23,22,11,12,7,19,21,22,25,27,31,35,22,32,23,12,19,3,4
"22240 Hammarland   (Hammarland )",1503,738,765,43,44,68,116,59,31,33,43,81,85,92,95,130,104,109,86,103,91,57,35,41
"22270 Storby   (Eckerö )",918,452,466,46,31,38,51,22,19,12,27,57,52,49,56,53,71,74,74,72,61,40,28,31
"22310 Pålsböle   (Finström )",529,255,274,42,14,21,48,20,11,11,21,28,27,30,37,38,39,35,41,35,29,20,10,14
"22320 Ödkarby   (Saltvik )",851,417,434,42,37,32,53,33,21,16,46,52,55,54,38,57,56,63,57,59,47,17,32,26
"22330 Tjudö   (Finström )",334,174,160,44,6,19,26,11,3,6,18,18,21,18,17,21,25,26,21,23,16,10,15,14
"22340 Geta   (Geta )",479,233,246,45,11,19,30,15,9,7,19,23,35,28,24,29,43,43,33,23,29,24,15,20
"22410 Godby   (Finström )",1549,791,758,42,49,75,116,66,32,37,61,87,86,80,112,108,115,94,103,99,84,77,34,34
"22430 Saltvik   (Saltvik )",714,359,355,45,22,42,51,21,16,9,26,16,34,50,53,33,53,48,59,52,53,27,21,28
"22520 Tosarby   (Sund )",503,235,268,46,6,23,27,15,6,8,32,32,14,21,32,42,38,34,49,44,43,16,11,10
"22530 Sund   (Sund )",516,249,267,45,12,24,41,17,8,6,18,14,33,21,49,24,44,36,36,38,34,34,14,13
"22550 Vårdö   (Vårdö )",402,198,204,48,10,13,27,12,12,5,9,27,10,21,16,24,36,23,26,41,22,22,26,20
"22610 Lemland   (Lemland )",1529,764,765,39,58,86,125,57,37,46,63,85,102,98,83,137,110,109,86,81,69,42,30,25
"22630 Lumparland   (Lumparland )",404,189,215,46,6,17,33,10,8,16,11,11,17,16,27,21,41,31,29,25,27,30,15,13
"22710 Ålands Degerby   (Föglö )",523,253,270,48,11,20,19,17,19,7,25,24,26,29,28,32,30,32,40,51,37,26,16,34
"22720 Sottunga   (Sottunga )",86,38,48,57,0,0,0,1,3,1,3,4,3,4,0,6,7,10,13,9,10,4,3,5
"22730 Kökar   (Kökar )",232,104,128,52,0,1,12,6,7,8,8,10,7,5,5,15,30,16,21,19,26,14,11,11
"22810 Seglinge   (Kumlinge )",33,17,16,51,0,0,3,1,0,0,4,2,0,0,1,1,4,3,1,5,2,2,4,0
"22820 Kumlinge   (Kumlinge )",191,88,103,52,4,3,9,3,1,3,4,12,13,8,6,3,16,22,27,11,10,8,13,15
"22830 Enklinge   (Kumlinge )",75,36,39,49,3,2,4,2,2,2,1,1,2,5,4,2,5,4,13,8,5,5,3,2
"22840 Lappo   (Brändö )",57,22,35,54,0,0,2,2,1,1,2,2,1,1,1,3,5,9,5,12,4,5,0,1
"22910 Torsholma   (Brändö )",86,42,44,44,1,2,8,2,3,4,3,10,1,3,4,6,11,4,2,7,4,4,4,3
"22920 Brändö-Åland   (Brändö )",151,72,79,56,2,3,5,2,0,2,3,4,10,6,3,5,9,19,19,9,25,9,3,13
"22930 Fiskö   (Brändö )",30,17,13,59,0,0,0,0,1,1,1,1,1,0,1,0,4,0,6,6,4,2,0,2
"22940 Åva   (Brändö )",89,34,55,47,2,4,7,2,1,1,3,4,2,6,5,9,2,8,4,8,8,6,6,1
"22950 Jurmo   (Brändö )",40,21,19,54,0,0,2,3,1,0,0,0,0,0,3,3,2,8,5,7,2,2,0,2
"23100 Mynämäki Keskus   (Mynämäki )",6181,3128,3053,45,164,230,423,218,144,161,232,242,346,331,351,408,458,472,453,422,415,268,213,230
"23120 Mietoinen Keskus   (Mynämäki )",885,438,447,44,30,39,57,17,18,20,31,33,50,59,49,47,71,84,72,90,57,28,17,16
"23140 Hietamäki   (Mynämäki )",682,333,349,44,17,31,39,23,21,13,29,28,32,43,33,41,58,60,58,52,43,28,26,7
"23200 Vinkkilä   (Vehmaa )",1586,785,801,46,33,61,103,47,33,33,68,82,80,77,80,100,90,125,149,125,103,84,44,69
"23210 Vehmaa   (Vehmaa )",590,296,294,48,12,25,25,21,8,10,20,24,22,34,43,41,48,42,37,48,40,21,28,41
"23260 Rautila   (Vehmaa )",178,87,91,47,1,10,9,2,4,1,7,9,4,13,10,11,16,16,22,20,5,9,6,3
"23310 Taivassalo   (Taivassalo )",1640,800,840,49,35,72,95,45,20,20,44,60,84,93,74,72,120,135,151,148,142,72,69,89
"23360 Kustavi   (Kustavi )",903,424,479,53,16,17,35,10,14,16,34,26,35,26,41,34,78,80,95,122,103,48,35,38
"23390 Iniö   (Parainen )",205,100,105,54,0,6,11,2,3,5,3,10,7,2,13,12,12,17,18,27,21,15,9,12
"23450 Lokalahti   (Uusikaupunki )",970,474,496,46,25,47,65,26,16,14,27,33,51,51,50,60,68,83,93,83,72,42,42,22
"23500 Uusikaupunki Keskus   (Uusikaupunki )",11420,5666,5754,46,257,384,617,298,205,225,623,718,591,568,636,638,768,826,905,961,878,574,405,343
"23600 Kalanti Keskus   (Uusikaupunki )",2220,1089,1131,44,77,117,163,64,41,42,89,102,116,120,125,137,158,157,159,181,161,79,62,70
"23660 Kalanti Asemanseutu   (Uusikaupunki )",394,198,196,41,17,19,35,19,10,5,9,20,22,25,27,25,27,22,30,28,23,13,9,9
"23800 Laitila Keskus   (Laitila )",8069,4052,4017,43,240,390,558,262,184,176,381,411,480,457,485,476,533,568,547,564,490,330,269,268
"23840 Soukainen   (Laitila )",259,133,126,44,11,14,18,8,3,3,4,17,14,21,11,16,17,15,22,22,20,10,8,5
"23880 Suontaka   (Laitila )",106,48,58,43,3,5,8,4,2,2,3,5,9,5,4,6,8,7,12,11,7,0,2,3
"23930 Pyhämaa   (Uusikaupunki )",535,252,283,52,9,16,15,14,10,12,23,16,6,21,24,34,37,60,55,64,45,38,22,14
"23950 Pyhäranta   (Pyhäranta )",542,255,287,47,15,11,32,21,12,10,27,27,25,20,30,40,47,36,31,43,43,31,26,15
"23960 Santtio   (Pyhäranta )",238,125,113,48,4,12,13,9,7,5,4,5,13,6,14,15,26,12,19,28,20,11,6,9
"24100 Salo Keskus   (Salo )",9017,4982,4035,49,182,246,383,189,152,205,546,468,472,388,433,498,560,568,679,802,801,567,452,426
"24130 Ylhäisi   (Salo )",3771,1907,1864,42,105,181,345,151,102,74,151,126,193,259,284,263,298,220,239,230,199,140,89,122
"24240 Rappula   (Salo )",3922,2061,1861,50,52,106,187,102,86,124,202,163,178,164,183,280,263,221,294,309,314,205,200,289
"24260 Ollikkala   (Salo )",4367,2220,2147,45,115,177,234,104,68,88,184,261,254,278,225,280,309,371,372,376,323,170,103,75
"24280 Tupuri-Hähkänä   (Salo )",5079,2562,2517,38,138,260,529,242,173,129,174,219,262,428,415,426,421,351,291,286,181,80,44,30
"24800 Halikko Keskus   (Salo )",4639,2429,2210,45,85,137,293,182,133,130,199,216,222,241,298,348,348,305,354,336,283,230,150,149
"24910 Halikko Asemanseutu   (Salo )",1142,561,581,37,36,80,150,59,38,23,20,25,67,82,115,100,79,57,42,57,57,33,12,10
"25110 Kruusila   (Salo )",350,162,188,46,7,17,17,9,7,7,11,18,15,18,22,30,27,40,26,25,23,12,11,8
"25130 Muurla   (Salo )",1496,725,771,42,50,64,125,62,33,26,50,72,64,101,104,105,103,122,105,100,82,53,39,36
"25160 Tuohittu   (Salo )",112,56,56,46,3,7,4,1,2,2,5,5,8,8,4,5,10,10,9,15,3,1,5,5
"25170 Kotalato   (Salo )",139,68,71,46,5,1,13,8,1,1,2,6,11,8,7,7,10,7,13,15,14,4,1,5
"25180 Romsila   (Salo )",245,122,123,43,4,11,23,9,4,8,7,5,13,19,18,12,21,23,18,20,9,9,5,7
"25190 Inkere   (Salo )",992,468,524,40,26,58,84,49,28,26,25,25,61,66,72,83,69,72,77,68,54,24,15,10
"25210 Vartsala   (Salo )",396,190,206,41,9,23,44,25,7,8,3,8,16,24,35,41,28,35,16,25,26,13,5,5
"25230 Angelniemi   (Salo )",351,176,175,48,2,9,28,9,7,11,13,5,12,15,20,24,37,29,31,34,18,28,13,6
"25240 Hajala   (Salo )",646,298,348,46,12,26,50,27,8,11,17,30,20,37,41,39,63,47,50,56,45,31,19,17
"25250 Märynummi   (Salo )",1009,505,504,42,21,44,78,42,31,19,49,49,48,62,61,89,63,71,97,75,49,26,18,17
"25260 Vaskio   (Salo )",1018,497,521,44,25,47,76,37,27,15,35,37,46,61,72,74,90,65,64,87,57,36,34,33
"25320 Raatala   (Salo )",414,197,217,47,6,13,24,15,9,11,16,18,10,27,27,29,41,28,36,33,24,19,18,10
"25330 Kuusjoki Keskus   (Salo )",814,395,419,45,16,47,54,26,6,12,25,47,47,45,51,35,49,65,75,80,50,28,26,30
"25340 Kanunki   (Salo )",394,183,211,46,5,19,25,16,7,7,12,11,20,20,31,23,40,25,29,36,30,9,17,12
"25360 Pertteli Keskus   (Salo )",1244,621,623,40,40,62,108,55,43,33,55,54,77,74,98,79,89,70,66,82,64,41,30,24
"25370 Hiisi   (Salo )",689,314,375,41,17,34,65,32,21,13,14,26,43,37,51,43,66,45,47,47,38,28,11,11
"25380 Rekijoki   (Salo )",462,224,238,51,2,11,24,14,5,4,14,23,15,21,19,25,44,41,46,59,42,25,12,16
"25390 Kiikala Keskus   (Salo )",783,373,410,49,16,26,43,30,15,15,18,27,32,33,52,49,59,50,71,73,65,43,31,35
"25410 Suomusjärvi Keskus   (Salo )",1145,580,565,49,20,32,72,33,27,23,41,35,49,52,58,76,90,86,91,100,76,56,54,74
"25420 Lahnajärvi   (Salo )",147,70,77,45,4,4,8,8,3,2,2,5,13,9,7,11,14,18,9,8,2,10,7,3
"25430 Kettula   (Salo )",65,30,35,56,0,0,0,1,4,2,1,2,1,0,5,3,4,7,13,6,7,3,5,1
"25460 Toija   (Salo )",1174,559,615,47,22,37,70,46,34,18,47,39,49,53,69,84,86,101,76,95,93,58,51,46
"25470 Kisko kk   (Salo )",279,123,156,49,5,9,13,11,11,4,6,10,10,14,18,12,15,18,18,36,31,22,8,8
"25500 Perniö Keskus   (Salo )",3391,1730,1661,48,76,123,238,109,63,72,99,135,147,188,200,201,201,216,259,292,249,191,162,170
"25520 Perniö Asemanseutu   (Salo )",613,304,309,46,8,15,41,24,13,10,22,36,21,39,24,34,54,49,67,64,36,28,13,15
"25540 Knaapila   (Salo )",202,101,101,47,5,10,9,10,3,3,7,5,9,14,10,14,10,15,25,15,21,4,9,4
"25550 Aijala   (Salo )",95,44,51,51,0,1,4,7,3,1,2,1,2,5,9,6,2,13,5,11,13,7,2,1
"25560 Koski Asemanseutu   (Salo )",208,96,112,46,4,11,18,2,3,0,4,4,8,15,17,16,19,18,25,9,21,4,6,4
"25570 Teijo-Mathildedal   (Salo )",558,285,273,51,6,12,27,21,9,11,11,12,12,27,37,36,46,45,62,60,50,43,15,16
"25610 Ylönkylä   (Salo )",392,185,207,46,5,14,23,12,3,8,15,26,18,16,22,34,43,36,30,23,32,17,8,7
"25630 Finby   (Salo )",273,138,135,52,3,11,14,3,8,4,5,5,6,15,17,18,21,21,23,28,28,17,14,12
"25640 Förby   (Salo )",233,110,123,53,5,5,8,6,5,3,4,7,7,10,14,21,13,13,22,30,21,9,11,19
"25650 Strömma   (Kemiönsaari )",101,47,54,53,1,5,4,0,0,1,5,4,4,2,7,2,6,7,13,18,10,5,2,5
"25660 Mathildedal   (Salo )",131,67,64,52,2,6,5,6,2,0,1,1,6,3,8,8,10,13,9,18,13,16,2,2
"25700 Kemiö Keskus   (Kemiönsaari )",2332,1192,1140,47,61,105,148,88,48,33,90,94,113,113,129,144,151,151,168,196,165,111,113,111
"25710 Vreta-Vestlax   (Kemiönsaari )",316,151,165,41,12,15,26,14,9,5,10,11,25,12,24,23,24,32,17,17,14,12,6,8
"25730 Mjösund   (Kemiönsaari )",99,47,52,47,1,3,9,1,2,2,3,4,5,3,8,5,11,7,10,8,8,3,2,4
"25760 Kiila   (Kemiönsaari )",132,60,72,50,0,7,10,3,2,2,4,4,4,4,9,9,7,7,14,16,13,7,3,7
"25810 Mark   (Kemiönsaari )",57,27,30,51,0,0,0,1,1,3,2,5,3,1,2,6,7,8,5,4,3,0,3,3
"25820 Vestlax   (Kemiönsaari )",102,47,55,44,6,4,4,2,2,3,2,7,7,8,1,12,5,8,4,14,4,3,2,4
"25830 Västanfjärd Keskus   (Kemiönsaari )",491,234,257,50,10,19,18,19,10,11,18,7,27,15,21,33,46,32,43,55,34,22,20,31
"25840 Nivelax   (Kemiönsaari )",261,125,136,44,2,14,18,14,9,2,7,12,14,20,12,19,12,24,20,15,16,13,14,4
"25860 Björkboda   (Kemiönsaari )",312,156,156,47,5,11,8,13,7,8,12,10,16,16,23,14,28,34,29,30,25,11,7,5
"25870 Dragsfjärd   (Kemiönsaari )",897,455,442,52,17,16,48,12,15,20,34,26,40,33,36,59,86,58,75,73,83,59,46,61
"25900 Taalintehdas   (Kemiönsaari )",1365,669,696,52,17,28,53,40,25,24,55,48,40,69,63,79,77,88,129,169,146,84,67,64
"25910 Vänoxa   (Kemiönsaari )",10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",81,43,38,49,1,3,4,3,3,1,2,0,2,5,4,8,10,3,8,7,5,8,1,3
"25940 Hiittinen   (Kemiönsaari )",58,29,29,57,0,3,3,2,0,0,0,1,3,4,2,2,1,3,5,6,7,4,6,6
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",111,49,62,54,0,2,4,4,1,3,4,1,3,2,6,6,11,9,15,15,11,9,1,4
"25960 Högsåra   (Kemiönsaari )",45,26,19,57,0,1,2,2,0,0,1,2,0,4,1,2,1,5,3,5,3,7,1,5
"26100 Rauma Keskus   (Rauma )",16046,8423,7623,46,369,548,753,376,249,351,1305,1168,940,925,792,784,953,995,1056,1141,1101,794,703,743
"26200 Merirauma-Kappelinluhta   (Rauma )",5050,2493,2557,44,160,220,340,146,101,108,170,245,278,312,306,325,387,399,428,426,278,189,136,96
"26410 Kaaro   (Rauma )",1626,797,829,36,69,105,203,84,36,30,45,59,95,146,151,130,104,94,86,75,44,25,25,20
"26510 Uotila   (Rauma )",2617,1266,1351,44,73,109,169,92,64,57,94,128,152,149,159,191,215,171,171,207,176,119,75,46
"26560 Kolla   (Rauma )",664,317,347,44,19,34,53,19,14,16,14,17,47,47,38,35,37,73,57,51,42,19,22,10
"26660 Paroalho   (Rauma )",4858,2458,2400,45,138,171,269,123,95,104,256,322,283,254,271,271,343,320,409,408,357,217,156,91
"26720 Monnanummi   (Rauma )",380,188,192,41,6,17,38,16,17,11,14,7,18,22,43,36,31,20,15,19,11,9,7,23
"26740 Vasarainen   (Rauma )",540,259,281,42,18,25,35,19,12,14,13,31,33,33,35,33,55,38,44,34,33,11,12,12
"26820 Sampaanala   (Rauma )",1566,725,841,43,40,47,84,36,30,39,100,116,100,99,103,104,88,120,122,134,91,51,38,24
"26840 Kortela   (Rauma )",801,382,419,43,23,35,54,39,25,14,22,26,37,51,70,63,48,51,60,72,45,32,20,14
"26910 Unaja   (Rauma )",688,343,345,40,18,31,84,35,25,11,14,20,38,47,47,56,54,47,34,45,38,21,11,12
"26930 Vermuntila   (Rauma )",613,278,335,44,17,32,46,19,15,10,18,23,37,46,23,47,55,46,41,33,37,29,22,17
"26950 Voiluoto   (Rauma )",382,178,204,43,12,15,26,7,8,9,16,18,28,23,18,29,44,32,28,29,22,8,4,6
"27100 Eurajoki Keskus   (Eurajoki )",3375,1707,1668,43,99,165,259,115,92,71,120,164,176,225,199,235,203,193,207,259,208,159,99,127
"27110 Irjanne   (Eurajoki )",562,273,289,42,11,24,56,23,4,7,18,22,43,36,44,35,59,34,40,28,34,21,14,9
"27130 Eurajoki asemanseutu   (Eurajoki )",322,149,173,45,6,14,25,10,5,2,12,16,13,19,34,21,15,26,25,32,22,12,9,4
"27150 Lapijoki   (Eurajoki )",1493,608,885,42,42,65,96,46,26,22,67,76,108,127,107,107,102,99,113,124,74,54,24,14
"27160 Olkiluoto   (Eurajoki )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27170 Kuivalahti   (Eurajoki )",350,170,180,49,4,11,16,13,6,5,14,12,10,15,15,23,43,35,24,35,29,17,15,8
"27220 Ala-Kieri   (Rauma )",608,282,326,44,11,34,55,16,13,15,13,19,39,36,45,40,39,48,43,46,39,29,18,10
"27230 Lappi   (Rauma )",2075,1045,1030,44,67,108,148,80,44,36,59,73,126,149,116,109,152,128,138,164,129,77,78,94
"27250 Kodiksami   (Rauma )",142,66,76,45,5,4,5,8,4,9,4,6,2,7,7,13,14,7,8,15,7,5,9,3
"27260 Kuolimaa   (Rauma )",181,82,99,49,2,3,12,10,5,4,8,2,5,9,10,15,16,10,14,14,17,7,6,12
"27310 Kodisjoki   (Rauma )",508,247,261,43,13,23,53,14,10,9,13,21,27,34,38,35,27,26,44,50,31,12,14,14
"27320 Ihode   (Pyhäranta )",753,376,377,43,23,38,52,27,22,23,32,27,39,46,40,56,53,39,69,50,43,28,31,15
"27340 Reila   (Pyhäranta )",455,207,248,47,11,23,27,13,5,2,7,15,23,33,22,21,33,48,58,45,30,18,11,10
"27400 Kiukainen Keskus   (Eura )",1334,668,666,46,41,47,81,46,26,31,52,54,51,82,60,87,108,116,92,98,101,46,57,58
"27420 Panelia Asemanseutu   (Eura )",254,126,128,48,5,12,19,4,5,0,4,10,12,10,16,22,22,20,18,31,14,10,12,8
"27430 Panelia   (Eura )",1176,578,598,46,34,49,80,38,16,19,39,51,58,63,63,86,76,81,81,119,81,64,43,35
"27450 Harola   (Eura )",210,98,112,45,6,10,13,4,7,5,7,12,12,12,12,11,7,23,15,16,21,8,0,9
"27500 Kauttua   (Eura )",3254,1628,1626,42,93,156,262,123,58,77,160,158,214,189,188,218,218,233,194,236,189,131,95,62
"27510 Eura Keskus   (Eura )",4148,2116,2032,46,112,164,251,141,104,85,169,178,193,214,219,259,267,269,294,362,296,209,156,206
"27600 Hinnerjoki   (Eura )",726,345,381,45,12,38,58,28,13,9,26,32,43,37,39,30,48,51,62,43,59,48,30,20
