"Postal code area","Households, total, 2013 (TE)","Average size of households, 2013 (TE)","Occupancy rate, 2013 (TE)","Young single persons, 2013 (TE)","Young couples without children, 2013 (TE)","Households with children, 2013 (TE)","Households with small children, 2013 (TE)","Households with children under school age, 2013 (TE)","Households with school-age children, 2013 (TE)","Households with teenagers, 2013 (TE)","Adult households, 2013 (TE)","Pensioner households, 2013 (TE)","Households living in owner-occupied dwellings, 2013 (TE)","Households living in rented dwellings, 2013 (TE)","Households living in other dwellings, 2013 (TE)"
"04440 Jamppa  (Järvenpää)",2317,1.9,37.2,269,84,535,161,285,201,183,1314,475,1067,1205,45
"04460 Nummenkylä  (Järvenpää)",752,2.6,36.1,57,42,321,94,180,150,92,358,75,521,225,6
"04480 Haarajoki  (Järvenpää)",782,3.0,39.8,25,19,381,82,197,220,147,267,141,700,67,15
"04500 Kellokoski  (Tuusula)",2338,2.5,39.3,94,62,863,196,425,418,359,999,487,1836,446,56
"04530 Ohkola  (Mäntsälä)",338,2.8,42.9,4,7,127,32,72,65,57,123,90,329,5,4
"04600 Mäntsälä Keskus  (Mäntsälä)",4284,2.1,39.9,268,159,1102,262,519,497,459,1877,1321,2927,1226,131
"04620 Kaunismäki  (Mäntsälä)",623,2.9,38.8,22,24,296,96,176,150,100,254,75,564,52,7
"04630 Sääksjärvi  (Mäntsälä)",344,2.6,44.4,10,7,110,31,52,49,65,149,88,333,6,5
"04660 Numminen  (Mäntsälä)",638,2.7,44.2,13,8,234,72,124,110,101,258,155,598,27,13
"04680 Hirvihaara  (Mäntsälä)",252,2.6,44.5,3,7,89,20,41,40,38,95,71,237,10,5
"04740 Sälinkää  (Mäntsälä)",477,2.5,44.3,16,7,143,42,72,71,58,180,161,452,18,7
"04770 Sahakylä  (Mäntsälä)",90,2.5,43.6,1,3,29,5,12,17,12,37,25,82,3,5
"04820 Kaukalampi  (Mäntsälä)",115,2.6,44.9,1,3,35,11,25,15,11,47,35,113,0,2
"04840 Hautjärvi  (Mäntsälä)",107,2.4,43.3,4,3,30,9,13,11,16,46,33,90,14,3
"04920 Saarentaus  (Mäntsälä)",143,2.3,46.1,3,4,38,11,18,21,13,72,34,121,14,8
"04940 Levanto  (Mäntsälä)",112,2.6,45.6,3,6,28,7,18,17,10,48,37,103,5,4
"05100 Röykkä  (Nurmijärvi)",886,2.6,41.3,21,14,330,78,163,161,126,374,190,758,102,26
"05200 Rajamäki  (Nurmijärvi)",2647,2.5,38.0,128,73,915,228,444,454,373,1121,631,2063,535,49
"05250 Kiljava  (Nurmijärvi)",75,2.2,43.9,2,2,21,5,9,9,6,37,17,55,19,1
"05400 Jokela  (Tuusula)",2646,2.5,37.8,125,87,908,211,411,440,378,1140,610,2052,542,52
"05430 Nuppulinna  (Tuusula)",406,2.5,43.7,10,8,129,33,63,61,56,178,106,386,8,12
"05450 Nukari  (Nurmijärvi)",412,2.7,43.5,12,12,146,40,73,80,61,174,98,390,11,11
"05460 Hakalanmäki-Hakala  (Hyvinkää)",1567,2.2,38.7,123,92,406,118,213,170,133,824,343,1102,447,18
"05470 Palopuro  (Hyvinkää)",129,2.5,39.6,4,1,40,11,16,19,17,51,40,126,1,2
"05510 Päivärinta  (Hyvinkää)",202,2.3,39.1,8,8,52,6,20,29,23,101,52,142,50,10
"05620 Noppo  (Nurmijärvi)",491,2.8,39.4,15,12,187,51,97,88,79,216,90,450,32,9
"05720 Kytäjä  (Hyvinkää)",194,2.5,51.6,2,4,59,19,34,22,16,83,52,176,15,3
"05800 Hyvinkää Keskus  (Hyvinkää)",5462,1.7,39.3,724,272,692,168,300,279,280,2832,1948,3335,1961,166
"05810 Martti  (Hyvinkää)",2024,2.7,36.9,150,99,980,219,456,473,387,840,212,1231,785,8
"05820 Mustamännistö  (Hyvinkää)",2191,2.3,37.5,145,74,697,153,314,312,300,967,540,1564,580,47
"05830 Kirjavatolppa-Kruununpuisto  (Hyvinkää)",3527,2.0,38.8,350,164,764,187,373,345,305,1760,1011,2546,911,70
"05840 Hyvinkäänkylä-Vehkoja  (Hyvinkää)",1787,2.3,38.2,119,66,545,144,266,242,214,879,373,1298,445,44
"05850 Hyvinkää, sairaala-alue  (Hyvinkää)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"05860 Talvisilta  (Hyvinkää)",678,2.1,37.8,56,32,172,51,91,77,71,327,180,450,218,10
"05880 Paavola-Vaivero  (Hyvinkää)",1849,1.9,37.1,151,74,380,99,202,142,152,930,542,896,879,74
"05900 Vieremä  (Hyvinkää)",2151,1.8,39.4,197,97,332,84,174,123,114,1067,766,1335,764,52
"05950 Ridasjärvi  (Hyvinkää)",169,2.3,44.0,3,4,49,10,21,25,14,76,46,137,23,9
"06100 Porvoo Keskus  (Porvoo)",9118,2.0,39.6,899,415,1913,426,870,869,780,4292,2953,5582,3261,275
"06150 Kevätkumpu  (Porvoo)",2831,2.0,38.7,251,115,629,166,312,262,230,1457,760,1565,1180,86
"06200 Porvoo itäinen  (Porvoo)",1058,2.5,47.4,24,21,312,83,140,145,133,431,324,987,54,17
"06400 Gammelbacka  (Porvoo)",3190,2.2,37.8,286,136,894,225,449,419,354,1589,722,1726,1402,62
"06450 Eestinmäki-Ernestas  (Porvoo)",934,2.2,39.9,76,55,255,72,116,106,103,471,211,695,219,20
"06500 Saksala-Suomenkylä  (Porvoo)",857,2.6,44.1,14,21,273,66,118,116,122,348,247,808,28,21
"06530 Kerkkoo  (Porvoo)",316,2.6,41.5,10,9,111,37,69,52,30,152,57,305,7,4
"06650 Hamari  (Porvoo)",628,2.4,40.1,47,17,195,47,87,95,81,277,158,471,138,19
"06750 Tolkkinen  (Porvoo)",658,2.7,39.3,10,19,274,67,135,132,107,232,156,558,87,13
"06830 Kulloonkylä  (Porvoo)",411,2.6,44.5,3,7,148,36,69,79,64,168,98,391,9,11
"06850 Kulloo  (Porvoo)",10,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"06880 Kärrby  (Sipoo)",157,2.3,49.3,3,3,38,11,16,14,16,70,52,138,10,9
"06950 Emäsalo  (Porvoo)",192,2.0,54.1,3,0,43,9,16,18,19,73,79,171,7,14
"07110 Hinthaara  (Porvoo)",544,2.8,40.1,11,13,226,61,116,123,94,182,145,504,27,13
"07130 Anttila  (Porvoo)",255,2.7,43.1,1,0,83,27,39,36,35,91,84,246,6,3
"07150 Laukkoski  (Pornainen)",371,2.6,43.2,7,8,123,31,58,65,59,150,103,359,9,3
"07170 Keski-Pornainen  (Pornainen)",938,2.7,40.0,34,20,357,82,149,199,166,374,216,808,107,23
"07190 Halkia  (Pornainen)",524,2.8,42.2,14,13,200,49,109,98,79,214,117,502,14,8
"07220 Kaarenkylä  (Porvoo)",137,2.2,52.4,5,2,27,10,19,12,5,70,40,131,5,1
"07230 Monninkylä  (Askola)",651,2.5,41.2,25,17,212,57,107,98,89,269,174,557,85,9
"07280 Ilola  (Porvoo)",342,2.7,40.4,8,4,127,23,59,54,60,137,81,319,18,5
"07310 Sannainen  (Porvoo)",151,2.8,45.3,3,8,59,14,32,25,25,62,33,145,4,2
"07320 Jakari-Sannäs  (Porvoo)",189,2.4,45.7,3,5,59,13,26,29,23,73,62,179,7,3
"07350 Gäddrag  (Porvoo)",39,2.6,38.9,1,0,11,3,4,5,4,17,11,37,1,1
"07360 Tirmo  (Porvoo)",24,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"07370 Pellinki  (Porvoo)",70,2.1,51.3,0,0,13,2,4,4,7,22,37,67,2,1
"07390 Suurpellinki  (Porvoo)",48,2.5,44.3,1,0,14,5,8,7,5,20,14,46,0,2
"07410 Kråkö  (Porvoo)",150,2.3,51.1,5,0,38,10,19,14,15,53,60,141,5,4
"07450 Voolahti  (Porvoo)",171,2.5,44.3,5,5,46,12,26,26,16,68,61,158,10,3
"07500 Askola Kirkonkylä  (Askola)",470,2.4,41.0,23,25,146,42,74,74,58,199,128,374,78,18
"07510 Vakkola  (Askola)",276,2.4,42.7,10,7,79,26,41,39,29,132,65,247,23,6
"07530 Onkimaa  (Askola)",139,2.2,43.2,4,2,36,6,19,13,13,56,50,134,0,5
"07550 Torpinkylä  (Pukkila)",118,2.6,41.9,1,1,36,7,16,18,21,44,41,110,8,0
"07560 Pukkila Keskus  (Pukkila)",641,2.2,43.6,25,13,169,38,78,80,79,255,220,514,111,16
"07565 Kantele  (Pukkila)",113,2.4,46.2,1,0,31,8,12,12,15,43,43,109,1,3
"07580 Tiilää  (Askola)",34,1.9,62.0,4,1,7,2,3,5,1,19,8,32,2,0
"07590 Huuvari-Tiilää  (Askola)",256,2.5,46.3,6,5,81,25,37,43,31,110,66,244,11,1
"07600 Myrskylä Keskus  (Myrskylä)",787,2.2,45.5,33,15,174,43,74,82,75,313,306,637,132,18
"07680 Juornaankylä  (Askola)",223,2.4,42.5,6,4,55,17,25,25,25,91,79,209,10,4
"07690 Kankkila  (Myrskylä)",62,2.3,49.8,0,1,15,3,3,6,7,26,22,58,3,1
"07700 Koskenkylän saha-alue  (Loviisa)",537,2.3,41.3,31,21,172,40,85,82,57,249,118,382,138,17
"07720 Malmgård  (Loviisa)",38,2.1,45.6,0,0,10,0,2,4,6,10,18,34,3,1
"07740 Gammelby  (Loviisa)",178,2.3,49.2,5,5,34,14,22,21,12,92,52,160,13,5
"07750 Isnäs  (Loviisa)",238,2.2,43.5,5,3,60,17,28,25,27,103,76,196,37,5
"07780 Härkäpää  (Loviisa)",95,1.9,48.4,4,2,11,1,4,5,6,36,48,86,6,3
"07800 Lapinjärvi Keskus  (Lapinjärvi)",459,1.9,45.1,35,12,87,24,42,36,32,191,185,258,180,21
"07810 Ingermaninkylä  (Lapinjärvi)",128,2.1,44.5,4,2,31,9,12,16,13,49,48,112,14,2
"07820 Porlammi  (Lapinjärvi)",264,2.0,46.7,7,3,47,11,21,19,23,101,118,218,40,6
"07830 Pukaro  (Lapinjärvi)",136,2.2,46.3,6,4,34,5,14,12,16,58,44,120,11,5
"07840 Lindkoski  (Lapinjärvi)",90,2.2,54.7,1,1,21,2,10,12,9,38,32,86,2,2
"07850 Heikinkylä  (Lapinjärvi)",134,2.4,46.5,1,2,33,5,16,16,17,46,61,125,5,4
"07870 Skinnarby  (Loviisa)",197,2.3,46.4,10,7,44,10,19,20,18,86,70,190,4,3
"07880 Liljendal Keskus  (Loviisa)",482,2.2,43.9,29,17,109,25,57,48,51,200,175,388,79,15
"07890 Mickelspiltom  (Loviisa)",89,2.4,45.7,1,4,23,4,9,12,11,32,35,82,4,3
"07900 Loviisa Keskus  (Loviisa)",2265,1.8,44.8,188,47,375,86,157,171,174,964,930,1478,696,91
"07910 Valko  (Loviisa)",579,2.0,42.7,34,24,113,31,46,58,50,265,202,435,132,12
"07920 Etelä-Harju  (Loviisa)",698,2.1,45.3,30,11,154,46,73,72,70,283,263,541,142,15
"07930 Pernaja Kirkonkylä  (Loviisa)",294,2.2,47.7,10,9,67,15,32,39,30,132,97,217,63,14
"07940 Määrlahti  (Loviisa)",559,1.7,43.8,56,16,89,31,45,36,36,296,176,254,288,17
"07945 Kuggom  (Loviisa)",214,2.4,46.4,12,4,50,13,23,28,16,96,73,192,18,4
"07955 Tesjoki  (Loviisa)",543,2.2,45.0,19,9,143,37,75,60,56,225,176,440,92,11
"07960 Ahvenkoski  (Loviisa)",67,2.0,47.2,1,1,9,4,4,5,1,36,22,63,1,3
"07970 Ruotsinpyhtää Keskus  (Loviisa)",300,1.9,44.9,12,7,45,7,20,25,17,141,115,199,90,11
"07980 Kuninkaankylä  (Loviisa)",159,1.9,49.0,5,3,30,8,12,13,10,59,72,141,12,6
"07990 Ruotsinkylä-Koskisto  (Loviisa)",134,2.4,48.2,1,0,33,7,15,16,13,49,53,124,5,5
"08100 Lohja Keskus  (Lohja)",4409,1.8,40.7,460,134,671,156,283,281,300,2028,1725,2710,1541,158
"08150 Keskilohja  (Lohja)",2185,2.4,39.2,108,65,739,172,344,336,317,928,525,1643,516,26
"08200 Ojamo  (Lohja)",2050,1.9,36.1,156,82,501,127,243,195,188,972,579,987,994,69
"08350 Routio  (Lohja)",1257,1.9,41.6,137,49,257,70,126,120,90,683,320,802,428,27
"08360 Kisakallio  (Lohja)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"08450 Hormajärvi  (Lohja)",127,2.0,49.4,5,6,24,7,12,8,11,61,43,90,32,5
"08480 Karstu  (Lohja)",109,2.5,49.0,1,1,35,8,19,19,12,39,36,106,2,1
"08500 Ventelä-Millola  (Lohja)",2754,2.4,40.4,134,104,845,215,414,396,351,1254,668,2179,505,70
"08680 Muijala  (Lohja)",684,2.7,40.1,35,23,300,68,130,154,122,279,107,577,86,21
"08700 Virkkala  (Lohja)",3384,2.2,40.5,191,86,911,206,426,448,373,1496,989,2518,778,88
"08800 Kirkniemi  (Lohja)",665,2.5,43.8,16,21,215,44,97,113,98,295,159,583,62,20
"09120 Karjalohja  (Lohja)",569,2.2,45.7,17,8,133,29,53,63,68,222,223,452,89,28
"09220 Sammatti  (Lohja)",693,2.3,44.9,19,21,202,53,104,100,83,285,211,589,82,22
"09430 Saukkola  (Lohja)",732,2.3,43.9,27,10,214,60,102,89,89,302,217,608,102,22
"09520 Millola  (Lohja)",57,2.0,53.0,1,0,11,2,3,4,6,31,16,54,1,2
"09630 Koisjärvi  (Lohja)",204,2.5,41.9,6,1,59,19,35,34,23,88,60,186,10,8
"09810 Nummi-Oinola  (Lohja)",465,2.1,44.1,20,6,106,30,54,36,44,191,175,375,77,13
"09930 Leppäkorpi  (Lohja)",140,2.2,47.8,3,0,31,8,10,16,15,50,60,132,5,3
"10120 Tähtelä  (Inkoo)",266,2.4,50.0,5,5,80,21,42,34,29,105,85,249,6,11
"10140 Päivölä  (Inkoo)",124,2.5,47.5,3,3,40,13,21,17,18,55,32,119,3,2
"10160 Degerby  (Inkoo)",346,2.6,49.9,7,5,124,27,59,67,43,130,94,333,5,8
"10210 Inkoo Keskus  (Inkoo)",1282,2.1,46.2,51,26,313,68,141,156,120,513,459,982,269,31
"10230 Inkoo Asemanseutu  (Inkoo)",151,2.5,46.5,4,1,45,9,17,26,16,63,47,133,14,4
"10250 Fagervik  (Inkoo)",71,1.8,53.8,6,1,10,3,5,5,4,33,28,57,8,6
"10270 Barösund  (Inkoo)",66,2.2,49.9,2,1,13,5,7,4,5,27,27,58,4,4
"10300 Karjaa Keskus  (Raasepori)",3597,2.0,42.5,296,109,817,188,366,358,358,1554,1249,2573,909,115
"10320 Bäljars  (Raasepori)",655,2.0,40.9,56,14,156,36,81,79,62,327,176,435,200,20
"10330 Pinjainen  (Raasepori)",275,2.2,39.8,15,5,73,15,32,38,28,133,70,205,61,9
"10350 Meltolan sairaala-alue  (Raasepori)",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"10360 Mustio  (Raasepori)",580,2.3,44.1,26,16,151,31,79,73,59,275,155,494,73,13
"10380 Kaunislahti  (Raasepori)",46,2.5,42.1,0,1,13,4,7,8,5,22,11,44,1,1
"10410 Åminnefors  (Raasepori)",195,1.9,37.0,15,4,29,10,14,15,10,105,62,143,45,7
"10420 Pohjankuru  (Raasepori)",879,2.1,39.6,44,11,181,42,92,98,71,382,320,620,216,43
"10440 Bollsta  (Raasepori)",170,2.1,41.4,8,3,40,5,16,17,22,71,59,147,17,6
"10470 Fiskari  (Raasepori)",238,2.1,40.7,11,6,61,11,19,32,34,97,81,136,89,13
"10480 Antskog  (Raasepori)",51,2.3,36.7,3,0,12,5,7,2,4,20,19,43,7,1
"10520 Tenhola Kirkonkylä  (Raasepori)",770,2.2,46.1,36,19,195,48,94,91,87,296,286,641,115,14
"10570 Bromarv  (Raasepori)",239,2.0,49.7,7,7,39,7,12,15,20,83,119,184,48,7
"10600 Tammisaari Keskus  (Raasepori)",2749,1.8,45.9,301,75,414,89,182,176,172,1170,1181,1749,883,117
"10620 Högbacka  (Raasepori)",819,2.3,42.8,38,33,240,57,121,102,99,327,256,677,124,18
"10640 Dragsvik  (Raasepori)",391,2.5,40.9,19,15,142,39,69,53,61,186,65,345,34,12
"10650 Flyet  (Raasepori)",1316,2.1,42.7,113,36,321,82,169,162,122,534,461,879,399,38
"10660 Trollböle  (Raasepori)",420,2.1,43.9,36,6,104,30,44,34,47,204,115,299,116,5
"10680 Skogby  (Raasepori)",95,2.3,38.1,3,3,31,9,12,7,15,40,25,73,20,2
"10710 Snappertuna  (Raasepori)",169,2.1,51.8,6,8,38,11,15,15,15,74,57,150,14,5
"10820 Lappohja  (Hanko)",323,2.0,43.4,19,3,45,9,20,24,25,154,126,246,70,7
"10900 Hanko Keskus  (Hanko)",2429,1.8,42.3,229,60,387,102,196,165,150,1179,871,1433,877,119
"10940 Hangonkylä  (Hanko)",960,2.3,44.6,18,14,240,45,95,101,118,349,375,852,78,30
"10960 Hanko Pohjoinen  (Hanko)",889,2.1,43.8,34,14,194,34,86,102,79,371,327,720,131,38
"11100 Riihimäki Keskus  (Riihimäki)",4058,1.6,39.0,669,220,474,126,227,169,195,2167,1423,2448,1500,110
"11120 Pohjois-Riihimäki  (Riihimäki)",3308,2.1,38.7,252,120,828,205,397,360,347,1588,901,2388,875,45
"11130 Peltosaari-Patastenmäki  (Riihimäki)",4329,2.2,37.8,389,155,1172,325,599,548,408,2175,991,2890,1353,86
"11310 Taka-Kasarmi  (Riihimäki)",307,2.5,36.1,19,17,105,31,49,51,39,145,58,231,69,7
"11710 Herajoki  (Riihimäki)",1392,2.3,38.5,80,44,448,111,223,224,177,639,312,956,415,21
"11910 Lasi-Kumela  (Riihimäki)",1168,2.2,39.0,124,52,301,74,155,142,110,585,290,786,353,29
"12100 Oitti  (Hausjärvi)",1245,2.1,41.8,43,19,315,89,149,143,123,485,453,949,268,28
"12130 Mommila  (Hausjärvi)",154,2.3,43.3,2,0,40,13,21,19,16,57,57,147,4,3
"12170 Hietoinen  (Hausjärvi)",101,2.2,57.4,3,1,17,5,10,8,6,39,47,97,2,2
"12210 Hausjärvi kk  (Hausjärvi)",99,2.4,45.4,1,2,29,5,15,14,11,40,31,93,5,1
"12240 Hikiä  (Hausjärvi)",703,2.5,40.9,31,11,233,59,109,114,101,310,164,610,76,17
"12310 Ryttylä  (Hausjärvi)",820,2.3,38.7,26,19,229,68,120,112,85,390,206,645,162,13
"12350 Turkhauta  (Hausjärvi)",201,2.2,48.9,6,7,46,8,17,20,21,91,66,189,6,6
"12380 Leppäkoski  (Janakkala)",230,2.3,41.1,10,3,68,16,35,32,23,100,65,196,27,7
"12400 Tervakoski  (Janakkala)",2191,2.2,40.6,122,59,548,106,245,291,246,933,719,1788,358,45
"12450 Vähikkälä  (Janakkala)",114,2.5,42.1,3,2,29,8,12,14,11,43,44,105,3,6
"12520 Kormu  (Loppi)",170,2.7,40.7,2,9,57,20,29,31,16,74,40,158,10,2
"12540 Launonen  (Loppi)",609,2.7,39.3,17,14,220,56,106,109,94,255,137,555,45,9
"12600 Läyliäinen  (Loppi)",816,2.4,43.2,27,17,233,63,118,107,96,349,240,718,70,28
"12630 Sajaniemi  (Loppi)",129,2.3,48.2,2,6,28,9,17,12,11,49,52,123,3,3
"12640 Joentaka  (Loppi)",132,2.4,47.8,6,2,36,8,14,18,16,61,35,126,3,3
"12700 Loppi kk  (Loppi)",1144,2.0,42.9,53,26,247,47,106,127,114,404,497,806,310,28
"12750 Pilpala  (Loppi)",246,2.3,45.7,6,3,56,13,25,29,20,89,103,226,9,11
"12820 Räyskälä  (Loppi)",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"12920 Topeno  (Loppi)",158,2.3,43.5,3,2,36,7,14,18,17,73,51,150,5,3
"12950 Vojakkala-Eerolankulma  (Loppi)",90,2.1,44.9,0,2,19,3,4,10,11,35,36,84,3,3
"13100 Hämeenlinna Keskus  (Hämeenlinna)",6251,1.7,41.1,1018,340,738,197,348,268,295,3246,2275,3762,2319,170
"13110 Kantola  (Hämeenlinna)",112,1.8,36.2,10,6,22,6,15,8,4,78,12,53,55,4
"13130 Kauriala  (Hämeenlinna)",3649,1.7,38.7,566,185,519,111,214,204,227,1918,1217,2048,1513,88
"13200 Keinusaari  (Hämeenlinna)",885,1.5,38.6,159,59,58,21,30,16,20,497,330,435,431,19
"13210 Hätilä  (Hämeenlinna)",4327,1.9,39.8,413,188,884,212,410,383,343,2060,1392,2786,1447,94
"13220 Sairio  (Hämeenlinna)",789,2.2,38.6,39,33,174,42,75,87,67,350,268,647,123,19
"13250 Katuma  (Hämeenlinna)",596,1.7,35.8,65,28,74,31,49,26,16,389,135,194,386,16
"13270 Ruununmylly  (Hämeenlinna)",575,2.7,42.5,16,32,234,57,123,112,90,237,106,527,39,9
"13300 Käikälä  (Hämeenlinna)",1073,2.6,38.2,41,69,424,122,235,209,125,458,193,978,80,15
"13330 Harviala  (Janakkala)",265,2.7,42.1,5,11,103,27,63,55,31,92,73,246,10,9
"13430 Hattelmala  (Hämeenlinna)",442,2.7,41.2,9,14,168,44,88,73,71,166,109,412,22,8
"13500 Jukola  (Hämeenlinna)",5271,2.2,39.5,389,262,1523,407,755,643,609,2531,1237,3513,1673,85
"13530 Hämeenlinna sairaala-alue  (Hämeenlinna)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"13600 Ojoinen  (Hämeenlinna)",1957,2.0,36.7,229,116,419,120,208,157,181,984,559,1154,760,43
"13700 Parolannummi  (Hattula)",192,2.3,43.7,19,2,53,11,25,25,22,87,54,156,31,5
"13720 Parola  (Hattula)",2010,2.2,41.7,144,78,491,137,236,219,223,913,616,1528,430,52
"13800 Katinala  (Hattula)",618,2.2,42.8,39,16,159,41,76,69,62,265,197,506,102,10
"13880 Rahkoila  (Hattula)",485,2.6,43.1,13,14,188,37,89,97,70,178,121,455,25,5
"13900 Pekola  (Hattula)",344,2.7,43.5,9,12,120,34,67,61,38,130,97,321,14,9
"14140 Jokimaa  (Janakkala)",93,2.3,46.3,1,1,22,6,12,8,10,32,39,84,3,6
"14200 Turenki  (Janakkala)",4330,2.0,42.1,311,137,1011,227,455,451,439,1922,1416,3222,993,115
"14240 Väli-Janakkala  (Janakkala)",366,2.5,44.4,8,10,100,21,41,51,46,164,105,324,26,16
"14300 Renko kk  (Hämeenlinna)",1030,2.1,44.9,33,21,220,47,98,117,92,428,387,866,135,29
"14330 Kaloinen  (Hämeenlinna)",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"14370 Lukana  (Hämeenlinna)",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"14430 Vuohiniemi  (Hattula)",36,2.0,44.0,0,0,4,2,2,1,2,18,14,35,0,1
"14450 Rimmilä  (Hämeenlinna)",59,2.1,40.5,0,0,9,1,3,5,6,25,26,54,1,4
"14500 Iittala  (Hämeenlinna)",1507,2.2,43.6,62,51,355,98,184,162,136,626,540,1219,252,36
"14530 Leteensuo  (Hattula)",106,2.4,45.8,4,3,28,5,10,13,18,49,30,103,0,3
"14610 Lepaa  (Hattula)",197,2.2,43.3,33,4,49,17,29,15,16,104,46,138,53,6
"14620 Tyrväntö  (Hattula)",80,2.1,46.6,1,1,18,6,9,9,6,32,31,67,9,4
"14680 Alvettula  (Hämeenlinna)",257,2.4,45.7,8,5,58,11,28,29,25,94,108,236,10,11
"14690 Torvoila  (Hämeenlinna)",89,2.1,45.5,1,0,19,4,7,7,10,30,42,79,2,8
"14700 Hauho kk  (Hämeenlinna)",1020,1.9,47.3,39,24,168,36,63,77,82,409,449,732,238,50
"14770 Eteläinen  (Hämeenlinna)",374,2.5,42.5,10,14,122,35,69,69,41,154,99,334,26,14
"14810 Pohjoinen  (Hämeenlinna)",127,2.3,44.9,3,5,34,4,12,18,19,56,39,103,20,4
"14820 Syrjäntaka  (Hämeenlinna)",396,2.2,44.4,13,8,88,24,45,45,37,177,133,316,73,7
"14840 Sairiala  (Hämeenlinna)",111,2.1,51.7,3,1,20,7,11,12,9,48,43,91,15,5
"14870 Juttila  (Hämeenlinna)",115,2.1,47.6,3,1,23,7,7,7,14,41,54,101,12,2
"14930 Sappee  (Hämeenlinna)",59,1.9,50.3,1,0,7,2,3,2,4,22,30,55,1,3
"14960 Puutikkala  (Pälkäne)",49,1.8,46.0,1,1,5,0,2,3,3,16,28,41,3,5
"14980 Kuohijoki  (Pälkäne)",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"15100 Lahti Asemanseutu  (Lahti)",3727,1.6,36.2,678,258,500,147,251,180,176,2128,1105,1424,2214,89
"15110 Keski-Lahti  (Lahti)",3159,1.5,39.8,760,196,279,66,123,83,114,1948,936,1027,2038,94
"15140 Kartano-Paavola  (Lahti)",9618,1.6,37.8,1503,656,902,295,477,283,332,5182,3542,4025,5376,217
"15150 Möysä  (Lahti)",2438,1.7,37.7,487,161,362,97,175,151,135,1403,681,1412,970,56
"15160 Kolava  (Lahti)",549,3.2,41.0,9,24,352,121,236,196,62,154,45,508,39,2
"15170 Tenava-Tonttila  (Lahti)",2156,1.8,38.2,287,103,389,100,191,139,149,1105,670,1416,674,66
"15200 Kiveriö  (Lahti)",2079,1.7,34.7,343,137,360,109,182,143,123,1192,534,934,1101,44
"15210 Kivistönmäki  (Lahti)",2597,1.6,35.6,389,118,331,85,164,130,111,1445,825,1373,1157,67
"15230 Kytölä  (Lahti)",1141,2.4,41.8,42,52,337,105,182,132,123,514,293,1014,107,20
"15240 Mukkula  (Lahti)",3931,1.9,39.9,332,123,856,192,397,401,327,1708,1379,2448,1416,67
"15270 Kukkila  (Hollola)",619,2.8,42.4,14,17,263,64,131,149,92,218,143,594,13,12
"15300 Myllypohja-Koiskala  (Lahti)",1806,2.2,38.4,139,72,547,144,275,232,226,883,382,1189,581,36
"15320 Ahtiala  (Lahti)",1099,2.7,39.9,54,36,458,120,229,222,175,471,181,841,242,16
"15340 Kunnas-Hiekkanummi  (Lahti)",1045,2.7,38.2,26,28,423,109,206,194,194,418,207,981,50,14
"15460 Mäkelä  (Nastola)",255,2.5,46.8,5,7,68,13,34,38,31,106,82,238,10,7
"15500 Liipola  (Lahti)",2833,1.7,36.1,290,99,501,153,264,194,178,1436,898,1072,1706,55
"15520 Saksala  (Lahti)",1390,1.6,38.0,126,78,181,55,100,50,57,725,486,995,346,49
"15540 Villähde  (Nastola)",1758,2.5,42.4,50,50,609,161,315,295,221,708,453,1659,76,23
"15550 Rakokivi  (Nastola)",1846,2.0,39.1,169,51,402,114,201,164,165,893,554,1304,507,35
"15560 Nastola kk  (Nastola)",2119,1.9,42.8,197,58,431,105,209,199,160,996,699,1249,784,86
"15580 Ruuhijärvi  (Nastola)",107,2.3,46.9,5,3,22,5,10,11,12,55,30,104,2,1
"15610 Laune-Nikkilä  (Lahti)",2204,2.4,38.8,100,79,698,165,317,317,293,903,614,1785,382,37
"15680 Renkomäki-Ämmälä  (Lahti)",1062,3.0,39.4,23,38,514,124,250,268,202,368,185,1001,50,11
"15700 Hennala-Jokimaa  (Lahti)",3201,2.0,38.6,318,162,752,183,348,322,314,1596,862,1914,1206,81
"15800 Kärpänen  (Lahti)",1946,1.8,36.2,330,93,337,87,150,149,146,1175,438,914,968,64
"15810 Kasakkamäki  (Lahti)",579,2.4,38.4,38,29,173,51,89,76,72,250,156,430,140,9
"15820 Okeroinen  (Hollola)",384,2.9,41.1,6,15,150,45,83,77,63,141,94,365,13,6
"15830 Metsäkangas  (Lahti)",2104,1.8,39.4,230,85,342,83,150,157,131,1075,690,1443,602,59
"15840 Riihelä  (Lahti)",917,2.3,36.2,46,44,264,75,141,114,95,438,217,574,320,23
"15850 Likolampi  (Lahti)",312,2.0,37.9,32,14,73,22,40,25,28,186,54,172,127,13
"15860 Kartano  (Hollola)",1824,1.9,40.2,177,39,341,90,162,153,114,917,571,1280,500,44
