"Postal code area","Households, total, 2013 (TE)","Average size of households, 2013 (TE)","Occupancy rate, 2013 (TE)","Young single persons, 2013 (TE)","Young couples without children, 2013 (TE)","Households with children, 2013 (TE)","Households with small children, 2013 (TE)","Households with children under school age, 2013 (TE)","Households with school-age children, 2013 (TE)","Households with teenagers, 2013 (TE)","Adult households, 2013 (TE)","Pensioner households, 2013 (TE)","Households living in owner-occupied dwellings, 2013 (TE)","Households living in rented dwellings, 2013 (TE)","Households living in other dwellings, 2013 (TE)"
"21410 Vanhalinna  (Lieto)",784,2.8,44.9,8,23,332,70,143,152,142,270,188,726,22,36
"21420 Lieto Keskus  (Lieto)",3337,2.3,42.1,157,84,1026,295,519,453,371,1220,1101,2532,717,88
"21430 Yliskulma  (Lieto)",312,2.6,44.9,11,13,113,28,54,48,50,127,76,298,9,5
"21450 Tarvasjoki Keskus  (Tarvasjoki)",792,2.3,46.1,26,17,239,56,111,119,105,303,258,706,68,18
"21480 Prunkila  (Marttila)",152,2.4,46.8,2,7,42,14,23,17,16,62,51,143,5,4
"21490 Marttila  (Marttila)",558,1.9,48.7,39,8,113,37,61,44,43,234,214,444,104,10
"21500 Piikkiö  (Kaarina)",2988,2.4,42.8,128,102,949,256,493,426,345,1228,817,2527,402,59
"21510 Hevonpää  (Paimio)",191,2.4,50.5,7,7,61,16,33,24,20,83,47,179,8,4
"21520 Naskarla  (Paimio)",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"21530 Paimio Keskus  (Paimio)",3865,2.1,43.9,285,143,1023,294,523,422,378,1657,1193,2956,823,86
"21540 Preitilä  (Paimio)",507,2.7,42.6,7,7,194,47,88,91,85,209,107,475,21,11
"21555 Taatila  (Paimio)",143,2.3,46.6,7,4,45,12,24,14,12,51,48,130,9,4
"21560 Ollila  (Marttila)",238,2.3,46.8,5,2,62,13,28,25,28,79,100,217,12,9
"21570 Sauvo Keskus  (Sauvo)",1147,2.2,47.7,44,28,277,66,136,140,117,501,371,975,148,24
"21590 Karuna  (Sauvo)",212,2.1,55.6,7,1,40,11,19,20,13,97,76,196,10,6
"21600 Parainen Keskus  (Parainen)",4902,2.2,43.8,236,136,1267,308,602,575,535,1905,1747,3891,878,133
"21610 Kirjala  (Parainen)",442,2.5,49.3,17,7,141,31,66,75,58,177,128,378,55,9
"21620 Kuusisto  (Kaarina)",790,2.7,47.2,16,20,310,73,152,174,102,259,228,746,29,15
"21630 Lielahti  (Parainen)",218,2.8,42.6,5,3,80,13,33,44,41,78,64,205,8,5
"21650 Lillandet  (Parainen)",191,2.1,50.4,1,1,39,10,16,11,21,81,71,173,9,9
"21660 Nauvo Keskus  (Parainen)",375,1.9,47.8,19,12,68,20,27,25,31,142,169,275,86,14
"21670 Mattnäs-Nötö  (Parainen)",100,2.2,45.4,3,2,23,3,7,9,11,38,41,95,3,2
"21680 Nötö  (Parainen)",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"21710 Korppoo Keskus-Utö  (Parainen)",316,2.0,47.9,13,2,55,14,23,25,24,135,131,258,46,12
"21720 Korpoström  (Parainen)",13,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"21740 Utö  (Parainen)",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"21750 Norrskata  (Parainen)",58,1.8,48.0,0,0,2,1,2,1,0,25,31,49,6,3
"21760 Houtskär Keskus  (Parainen)",202,2.0,45.0,10,0,29,5,12,15,13,73,101,167,25,10
"21770 Mossala  (Parainen)",55,2.5,39.4,1,0,16,3,4,9,12,14,25,49,4,2
"21800 Kyrö  (Pöytyä)",1118,2.2,44.6,76,27,275,95,151,130,104,467,379,925,158,35
"21820 Kumila  (Pöytyä)",166,2.2,49.8,8,6,39,9,20,19,12,67,61,152,6,8
"21840 Karinainen  (Pöytyä)",126,3.0,45.5,9,0,54,16,27,26,26,40,33,123,2,1
"21860 Auvainen  (Pöytyä)",174,2.4,46.6,5,4,56,10,27,26,23,65,55,162,2,10
"21870 Riihikoski  (Pöytyä)",875,2.2,43.5,50,20,239,70,123,104,90,375,264,661,184,30
"21880 Pöytyä  (Pöytyä)",203,2.1,51.4,4,2,36,7,15,15,18,80,91,188,12,3
"21890 Haveri  (Pöytyä)",111,2.6,49.7,2,1,34,7,16,17,16,37,42,108,1,2
"21900 Yläne Keskus  (Pöytyä)",721,2.1,44.4,17,13,160,48,80,74,59,251,318,587,103,31
"21930 Uusikartano  (Pöytyä)",248,2.2,46.3,8,9,46,8,22,23,18,123,81,231,8,9
"22100 Maarianhamina  (Maarianhamina)",5858,1.9,44.1,723,260,1202,279,525,511,513,2950,1728,2960,2471,427
"22120 Möckelö  (Jomala)",269,2.5,47.2,9,11,95,28,56,44,27,125,51,238,21,10
"22130 Gottby  (Jomala)",325,2.6,46.7,13,7,122,32,60,68,42,120,84,300,13,12
"22140 Önningby  (Jomala)",405,2.6,47.4,24,15,162,44,93,88,50,170,76,357,26,22
"22150 Jomala Centrum  (Jomala)",742,2.3,44.9,57,36,216,62,113,88,75,330,201,565,129,48
"22160 Järsö  (Lemland)",131,2.5,54.1,4,2,45,7,17,21,23,48,40,117,4,10
"22220 Emkarby  (Finström)",172,2.3,45.2,9,3,54,18,26,21,23,72,47,137,24,11
"22240 Hammarland  (Hammarland)",670,2.2,45.3,41,17,195,52,89,90,63,265,215,520,110,40
"22270 Storby  (Eckerö)",445,2.1,47.0,22,18,97,28,50,41,40,202,153,342,62,41
"22310 Pålsböle  (Finström)",220,2.4,47.2,6,4,60,10,27,26,24,88,74,190,12,18
"22320 Ödkarby  (Saltvik)",371,2.2,48.5,26,10,97,23,40,46,50,147,130,297,47,27
"22330 Tjudö  (Finström)",130,2.4,48.6,4,4,38,9,17,14,15,47,46,118,5,7
"22340 Geta  (Geta)",232,2.1,46.9,16,3,50,13,23,22,17,99,88,185,27,20
"22410 Godby  (Finström)",700,2.2,45.8,51,16,204,55,100,92,73,298,202,508,135,57
"22430 Saltvik  (Saltvik)",319,2.1,48.8,16,6,72,21,43,34,23,138,116,253,49,17
"22520 Tosarby  (Sund)",242,2.0,47.4,18,3,53,12,20,21,23,112,80,174,38,30
"22530 Sund  (Sund)",244,2.2,43.5,6,5,68,10,35,29,28,82,97,185,40,19
"22550 Vårdö  (Vårdö)",184,2.2,48.4,4,3,38,8,18,21,16,61,87,139,24,21
"22610 Lemland  (Lemland)",600,2.5,45.0,28,17,199,53,100,89,84,238,166,498,60,42
"22630 Lumparland  (Lumparland)",189,2.2,46.5,7,3,51,9,20,18,26,63,76,157,19,13
"22710 Ålands Degerby  (Föglö)",270,2.0,46.6,15,2,54,12,20,24,29,106,111,201,48,21
"22720 Sottunga  (Sottunga)",53,1.8,51.0,1,0,3,0,0,1,3,26,24,39,6,8
"22730 Kökar  (Kökar)",125,2.0,43.1,4,0,21,3,5,8,15,43,64,85,17,23
"22810 Seglinge  (Kumlinge)",18,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"22820 Kumlinge  (Kumlinge)",99,1.9,49.0,4,0,11,2,3,6,6,44,45,72,17,10
"22830 Enklinge  (Kumlinge)",35,2.3,38.8,0,0,6,1,2,3,3,13,16,26,5,4
"22840 Lappo  (Brändö)",40,1.8,46.7,0,0,5,0,0,3,4,19,16,29,5,6
"22910 Torsholma  (Brändö)",37,2.5,38.0,2,0,11,0,4,8,5,12,15,25,5,7
"22920 Brändö-Åland  (Brändö)",77,1.8,47.7,3,0,7,1,1,2,3,34,36,52,17,8
"22930 Fiskö  (Brändö)",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"22940 Åva  (Brändö)",41,2.2,47.2,2,0,7,4,5,3,3,16,19,33,6,2
"22950 Jurmo  (Brändö)",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"23100 Mynämäki Keskus  (Mynämäki)",2868,2.2,44.4,134,78,693,140,296,332,321,1145,1051,2409,376,83
"23120 Mietoinen Keskus  (Mynämäki)",400,2.2,47.7,13,15,102,28,48,32,44,172,130,343,47,10
"23140 Hietamäki  (Mynämäki)",294,2.4,45.1,8,13,88,23,35,42,45,119,88,276,13,5
"23200 Vinkkilä  (Vehmaa)",790,2.0,48.7,36,15,157,39,73,68,70,333,309,638,128,24
"23210 Vehmaa  (Vehmaa)",260,2.1,49.9,7,5,51,13,22,19,21,124,85,237,16,7
"23260 Rautila  (Vehmaa)",87,2.1,57.4,3,1,18,6,8,6,10,42,27,77,6,4
"23310 Taivassalo  (Taivassalo)",807,2.0,51.0,29,18,135,37,68,67,43,329,346,679,107,21
"23360 Kustavi  (Kustavi)",443,1.9,50.2,8,4,56,9,20,24,31,181,208,341,85,17
"23390 Iniö  (Parainen)",103,2.0,47.1,1,0,14,2,6,4,8,39,50,84,12,7
"23450 Lokalahti  (Uusikaupunki)",442,2.1,46.4,16,12,86,26,47,41,37,186,171,391,43,8
"23500 Uusikaupunki Keskus  (Uusikaupunki)",5835,1.9,43.6,492,169,1068,266,488,467,448,2700,2079,4040,1642,153
"23600 Kalanti Keskus  (Uusikaupunki)",982,2.2,43.9,38,20,226,65,123,108,97,430,330,842,114,26
"23660 Kalanti Asemanseutu  (Uusikaupunki)",153,2.5,46.4,6,6,41,10,22,22,16,64,48,149,3,1
"23800 Laitila Keskus  (Laitila)",3782,2.1,44.3,236,120,884,265,457,391,358,1648,1270,2934,754,94
"23840 Soukainen  (Laitila)",79,2.2,55.6,4,1,11,5,6,5,7,38,30,75,3,1
"23880 Suontaka  (Laitila)",47,2.2,44.7,1,2,12,4,6,6,4,18,17,44,0,3
"23930 Pyhämaa  (Uusikaupunki)",269,2.0,47.6,4,2,43,10,13,19,29,101,125,252,13,4
"23950 Pyhäranta  (Pyhäranta)",262,2.2,46.4,9,3,63,12,24,28,32,91,110,224,29,9
"23960 Santtio  (Pyhäranta)",108,2.3,44.7,1,0,27,8,10,13,12,38,43,107,0,1
"24100 Salo Keskus  (Salo)",5450,1.7,41.4,726,173,752,171,341,283,305,2621,2084,3366,1939,145
"24130 Ylhäisi  (Salo)",1699,2.2,40.5,102,55,513,143,269,226,170,733,457,1263,390,46
"24240 Rappula  (Salo)",2059,1.8,43.3,240,58,359,64,136,161,165,950,752,1320,662,77
"24260 Ollikkala  (Salo)",2385,1.9,40.8,240,82,460,121,237,172,167,1298,635,1434,890,61
"24280 Tupuri-Hähkänä  (Salo)",2062,2.6,40.9,128,85,833,198,404,408,310,910,320,1845,175,42
"24800 Halikko Keskus  (Salo)",2309,2.0,43.0,213,73,527,105,215,248,234,1108,683,1678,567,64
"24910 Halikko Asemanseutu  (Salo)",403,2.7,44.1,9,10,171,46,106,88,52,126,107,374,22,7
"25110 Kruusila  (Salo)",164,2.1,49.1,5,1,33,10,16,10,19,77,55,142,16,6
"25130 Muurla  (Salo)",673,2.3,45.9,27,22,198,44,97,102,75,261,217,605,53,15
"25160 Tuohittu  (Salo)",52,2.2,52.6,1,1,13,6,7,2,4,23,16,50,2,0
"25170 Kotalato  (Salo)",59,2.4,42.1,1,3,12,2,6,8,4,22,26,55,4,0
"25180 Romsila  (Salo)",100,2.3,49.5,1,3,27,6,14,11,10,46,28,97,2,1
"25190 Inkere  (Salo)",450,2.2,41.8,32,15,137,42,74,60,45,209,105,337,109,4
"25210 Vartsala  (Salo)",155,2.6,44.6,0,4,55,16,28,33,19,60,41,141,3,11
"25230 Angelniemi  (Salo)",153,2.4,41.8,1,2,34,5,17,14,15,61,59,140,7,6
"25240 Hajala  (Salo)",289,2.3,47.7,11,5,80,13,38,34,33,113,97,263,19,7
"25250 Märynummi  (Salo)",487,2.1,44.2,41,21,127,26,63,52,53,240,121,369,107,11
"25260 Vaskio  (Salo)",455,2.3,46.4,9,12,123,30,60,58,44,184,151,428,23,4
"25320 Raatala  (Salo)",199,2.3,47.2,7,3,51,13,21,23,22,79,71,188,4,7
"25330 Kuusjoki Keskus  (Salo)",407,2.1,45.7,20,19,82,30,48,38,29,182,148,351,50,6
"25340 Kanunki  (Salo)",179,2.2,48.6,3,5,46,11,19,25,18,73,61,157,19,3
"25360 Pertteli Keskus  (Salo)",534,2.3,41.7,26,12,168,35,73,86,79,214,155,465,59,10
"25370 Hiisi  (Salo)",286,2.4,42.4,9,9,92,22,41,51,36,109,87,277,5,4
"25380 Rekijoki  (Salo)",246,2.0,46.5,7,6,34,6,13,17,16,117,97,228,12,6
"25390 Kiikala Keskus  (Salo)",412,2.0,47.4,16,6,74,18,38,38,35,160,179,321,77,14
"25410 Suomusjärvi Keskus  (Salo)",559,2.0,48.1,17,6,111,17,46,48,54,242,209,434,109,16
"25420 Lahnajärvi  (Salo)",77,2.1,43.8,1,0,15,3,8,10,6,38,25,66,5,6
"25430 Kettula  (Salo)",36,2.0,55.4,0,0,5,1,1,4,3,18,13,32,3,1
"25460 Toija  (Salo)",587,2.1,45.0,24,12,126,28,56,56,58,215,248,477,101,9
"25470 Kisko kk  (Salo)",138,2.1,47.8,2,0,24,6,11,12,9,51,67,132,5,1
"25500 Perniö Keskus  (Salo)",1702,2.0,45.9,88,29,352,85,170,150,153,655,699,1257,409,36
"25520 Perniö Asemanseutu  (Salo)",278,2.4,48.9,6,7,63,8,24,32,30,126,90,264,11,3
"25540 Knaapila  (Salo)",94,2.4,54.0,3,0,23,9,12,15,8,33,39,87,2,5
"25550 Aijala  (Salo)",57,1.8,44.2,3,0,8,2,4,7,3,29,20,49,7,1
"25560 Koski Asemanseutu  (Salo)",109,2.1,45.2,4,0,20,6,11,8,6,54,35,101,3,5
"25570 Teijo-Mathildedal  (Salo)",289,2.0,47.7,5,1,47,10,22,24,17,120,125,237,42,10
"25610 Ylönkylä  (Salo)",172,2.3,48.8,5,3,41,9,18,20,17,73,61,156,11,5
"25630 Finby  (Salo)",152,2.0,49.3,4,0,28,9,13,11,12,54,71,110,36,6
"25640 Förby  (Salo)",127,2.0,48.1,6,4,21,4,7,12,10,52,55,94,28,5
"25650 Strömma  (Kemiönsaari)",54,1.8,58.8,1,1,8,4,5,1,3,24,22,48,5,1
"25660 Mathildedal  (Salo)",71,1.9,53.7,0,0,13,5,7,5,2,29,29,56,9,6
"25700 Kemiö Keskus  (Kemiönsaari)",1153,2.0,47.7,69,28,226,63,102,117,79,465,473,890,228,35
"25710 Vreta-Vestlax  (Kemiönsaari)",136,2.4,47.7,8,3,42,10,16,23,18,53,42,119,10,7
"25730 Mjösund  (Kemiönsaari)",50,2.1,38.5,0,0,14,1,5,5,8,17,21,40,8,2
"25760 Kiila  (Kemiönsaari)",58,2.3,50.9,1,1,15,5,8,7,6,18,28,56,1,1
"25810 Mark  (Kemiönsaari)",35,1.9,49.7,1,1,6,0,0,2,5,15,15,33,1,1
"25820 Vestlax  (Kemiönsaari)",48,2.2,44.3,3,1,9,3,5,3,4,19,20,41,5,2
"25830 Västanfjärd Keskus  (Kemiönsaari)",242,2.0,51.9,10,2,46,13,19,25,19,103,97,205,31,6
"25840 Nivelax  (Kemiönsaari)",118,2.5,40.6,2,4,29,10,16,13,11,44,46,114,1,3
"25860 Björkboda  (Kemiönsaari)",177,1.9,48.9,12,3,29,6,9,12,17,90,60,121,49,7
"25870 Dragsfjärd  (Kemiönsaari)",456,2.0,47.6,9,6,93,14,38,33,50,155,212,383,64,9
"25900 Taalintehdas  (Kemiönsaari)",777,1.9,41.8,37,13,116,17,34,56,61,295,377,482,248,47
"25910 Vänoxa  (Kemiönsaari)",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"25930 Kasnäs  (Kemiönsaari)",33,2.3,44.7,1,0,7,2,3,2,4,12,16,23,9,1
"25940 Hiittinen  (Kemiönsaari)",39,2.0,52.5,1,0,3,2,3,1,0,12,24,29,6,4
"25950 Rosala-Kasnäs-Hitis  (Kemiönsaari)",57,2.2,42.4,1,0,13,2,2,7,8,20,26,53,2,2
"25960 Högsåra  (Kemiönsaari)",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"26100 Rauma Keskus  (Rauma)",8903,1.7,42.2,1346,437,1326,370,677,516,468,4530,3060,4994,3566,343
"26200 Merirauma-Kappelinluhta  (Rauma)",2392,2.1,45.7,155,96,607,154,288,242,244,1143,647,2004,338,50
"26410 Kaaro  (Rauma)",583,2.8,40.4,15,17,244,72,132,130,86,228,112,567,11,5
"26510 Uotila  (Rauma)",1222,2.3,43.9,54,31,330,77,152,137,155,506,390,1009,185,28
"26560 Kolla  (Rauma)",284,2.6,45.5,2,8,85,25,43,38,40,118,82,281,1,2
"26660 Paroalho  (Rauma)",2491,2.0,42.4,217,102,514,124,218,202,213,1196,786,1866,572,53
"26720 Monnanummi  (Rauma)",136,2.7,44.0,4,2,58,12,26,33,24,52,26,124,12,0
"26740 Vasarainen  (Rauma)",225,2.4,46.1,9,14,63,12,23,28,32,103,60,223,1,1
"26820 Sampaanala  (Rauma)",823,1.9,40.7,80,35,165,38,67,66,77,435,224,603,207,13
"26840 Kortela  (Rauma)",350,2.3,43.8,10,12,107,24,39,50,49,142,101,311,37,2
"26910 Unaja  (Rauma)",263,2.6,42.5,7,6,88,22,44,44,36,94,83,257,4,2
"26930 Vermuntila  (Rauma)",261,2.4,44.5,9,8,66,15,32,30,28,109,89,252,4,5
"26950 Voiluoto  (Rauma)",169,2.4,45.9,3,4,47,8,19,22,26,75,47,167,0,2
"27100 Eurajoki Keskus  (Eurajoki)",1430,2.3,44.9,59,48,393,97,192,180,155,536,506,1194,196,40
"27110 Irjanne  (Eurajoki)",250,2.2,43.6,12,11,63,12,35,31,17,114,75,234,11,5
"27130 Eurajoki asemanseutu  (Eurajoki)",151,2.3,45.5,4,2,33,11,16,16,13,71,48,142,8,1
"27150 Lapijoki  (Eurajoki)",544,2.3,45.6,22,28,150,41,78,55,59,239,159,513,25,6
"27160 Olkiluoto  (Eurajoki)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"27170 Kuivalahti  (Eurajoki)",175,2.2,44.9,3,4,38,9,15,19,21,71,68,162,8,5
"27220 Ala-Kieri  (Rauma)",252,2.5,43.6,6,8,74,23,41,30,27,95,85,247,2,3
"27230 Lappi  (Rauma)",936,2.2,45.5,52,28,236,61,113,113,96,377,327,792,123,21
"27250 Kodiksami  (Rauma)",63,2.4,45.6,3,2,19,4,7,11,12,20,25,62,0,1
"27260 Kuolimaa  (Rauma)",92,2.2,47.6,0,1,21,2,8,13,10,28,45,87,0,5
"27310 Kodisjoki  (Rauma)",234,2.2,45.0,13,5,62,13,29,29,25,99,74,210,22,2
"27320 Ihode  (Pyhäranta)",333,2.3,45.8,10,14,94,23,36,46,49,128,112,304,22,7
"27340 Reila  (Pyhäranta)",215,2.3,47.3,1,2,46,15,27,21,11,102,69,210,3,2
"27400 Kiukainen Keskus  (Eura)",615,2.2,45.7,23,15,152,36,73,68,64,246,220,502,102,11
"27420 Panelia Asemanseutu  (Eura)",118,2.2,51.4,2,3,24,8,13,9,11,54,42,116,1,1
"27430 Panelia  (Eura)",591,2.1,46.6,25,16,127,33,60,60,50,227,242,495,81,15
"27450 Harola  (Eura)",101,2.2,47.5,3,2,24,8,12,11,11,33,45,97,3,1
"27500 Kauttua  (Eura)",1560,2.1,44.4,135,57,384,105,195,175,147,730,448,1172,338,50
"27510 Eura Keskus  (Eura)",2029,2.1,45.9,106,58,417,96,182,200,180,822,800,1647,336,46
"27600 Hinnerjoki  (Eura)",356,2.1,47.0,24,3,67,21,37,40,23,139,152,319,31,6
"27640 Honkilahti kk  (Eura)",146,2.2,47.4,6,6,23,5,13,15,9,67,57,138,4,4
"27650 Honkilahti  (Eura)",170,1.9,49.5,7,7,26,6,12,15,13,69,75,146,18,6
"27670 Mannila  (Eura)",84,2.2,51.5,2,1,18,4,8,8,9,26,40,81,0,3
"27710 Köyliö Keskus  (Köyliö)",534,2.1,45.5,29,8,115,22,46,53,41,210,212,436,87,11
"27730 Tuiskula  (Köyliö)",81,2.4,45.8,1,4,18,5,9,7,11,36,30,74,6,1
"27740 Voitoinen  (Köyliö)",81,2.2,42.9,2,0,18,5,12,3,7,31,32,76,4,1
"27750 Yttilä  (Köyliö)",175,2.0,49.4,3,3,36,7,14,16,18,71,69,165,7,3
"27800 Säkylä Keskus  (Säkylä)",1558,2.1,48.2,76,29,317,80,152,151,138,613,639,1204,300,54
"27820 Iso-Vimma  (Säkylä)",370,2.1,47.8,23,7,69,24,40,32,27,174,128,323,40,7
"27840 Kakkuri  (Köyliö)",215,2.1,48.9,10,8,42,5,14,17,23,90,85,185,28,2
"27860 Vuori  (Köyliö)",153,2.4,46.2,7,4,36,10,17,22,18,64,55,147,2,4
"27910 Huovinrinne  (Säkylä)",117,1.5,41.6,32,11,17,9,12,6,3,87,13,40,72,5
"27920 Otajoki  (Säkylä)",130,2.1,49.7,6,1,29,7,13,14,13,50,52,125,1,4
"28100 Pori Keskus  (Pori)",8347,1.5,40.9,1796,462,646,182,310,195,235,4637,3072,3879,4170,298
"28120 Käppärä-Isomäki  (Pori)",2081,1.7,38.2,409,106,336,52,127,170,145,1174,573,1180,826,75
"28130 Impola  (Pori)",3586,1.7,39.4,713,200,510,134,244,188,191,2105,978,1795,1641,150
"28190 Pormestarinluoto  (Pori)",2171,1.7,40.8,270,66,350,104,181,140,123,1048,779,1176,948,47
"28200 Toejoki  (Pori)",2153,2.3,42.7,95,104,633,176,311,292,221,921,609,1856,249,48
"28220 Ruosniemi  (Pori)",1916,2.5,40.4,94,87,675,182,334,328,257,797,454,1729,157,30
"28240 Isojoenranta  (Pori)",310,2.4,45.9,10,5,93,26,52,39,31,113,104,299,8,3
"28260 Harjunpää  (Ulvila)",416,2.4,44.6,19,10,123,37,55,57,53,186,110,386,26,4
"28300 Kalaholma-Väinölä  (Pori)",1055,2.5,43.7,32,49,366,79,153,164,162,450,241,996,39,20
"28330 Koivistonluoto  (Pori)",1442,1.9,40.1,178,52,325,92,148,136,137,749,372,922,492,28
"28360 Vanhakoivisto  (Pori)",2227,1.9,42.7,204,79,432,104,202,191,167,968,832,1679,496,52
"28370 Sampola  (Pori)",1941,1.6,41.6,187,43,262,72,126,89,101,859,823,1033,851,57
"28400 Ulvila Keskus  (Ulvila)",2679,2.2,44.1,145,75,677,161,313,312,280,1112,901,2175,440,64
"28430 Kartano-Harmaalinna  (Pori)",707,2.5,40.6,35,39,228,80,134,84,85,321,162,602,87,18
"28450 Vanha-Ulvila  (Ulvila)",1890,2.2,45.0,109,49,513,117,241,267,184,780,601,1521,340,29
"28500 Keskussairaala-alue-Tiilimäki  (Pori)",541,1.3,35.6,155,24,33,11,20,8,8,316,192,175,338,28
"28540 Pinomäki  (Pori)",267,2.5,42.7,12,12,91,14,34,41,49,121,55,240,21,6
"28560 Lattomeri  (Pori)",203,2.5,43.3,4,6,65,15,29,33,22,76,62,195,3,5
"28580 Niittymaa  (Pori)",234,2.4,47.2,6,8,62,12,31,28,27,102,73,220,8,6
"28600 Vähärauma  (Pori)",2102,2.3,42.9,239,145,633,186,352,284,201,996,478,1638,423,41
"28610 Musa-Tiiliruukki  (Pori)",1953,2.1,41.0,198,108,465,117,198,187,203,1012,480,1441,458,54
"28660 Pietniemi-Leppäkorpi  (Pori)",1685,2.3,43.3,96,87,523,138,260,220,206,747,424,1416,238,31
"28760 Kyläsaari  (Pori)",988,2.4,43.8,27,33,300,60,137,162,120,384,307,905,53,30
"28800 Pihlava  (Pori)",2162,2.0,42.1,120,59,466,117,229,197,194,995,706,1675,428,59
"28840 Yyteri-Kaanaa  (Pori)",443,2.1,42.1,19,14,102,21,43,41,46,192,151,378,61,4
"28880 Mäntyluoto  (Pori)",242,1.7,42.6,12,3,32,5,11,15,15,119,91,149,77,16
"28900 Tahkoluoto-Reposaari  (Pori)",537,1.9,45.7,14,7,74,8,28,38,36,203,262,388,129,20
"29100 Luvia Keskus  (Luvia)",1342,2.3,46.6,39,30,360,96,189,169,139,495,497,1170,136,36
"29180 Peränkylä  (Luvia)",111,2.1,50.0,1,2,22,2,9,12,7,40,50,108,2,1
"29200 Harjavalta Keskus  (Harjavalta)",3810,1.9,46.7,294,88,733,174,320,345,293,1681,1411,2853,827,130
"29250 Nakkila Keskus  (Nakkila)",2267,2.1,45.5,164,48,551,136,244,253,222,919,805,1854,378,35
"29270 Hormisto  (Nakkila)",215,2.2,47.3,6,2,50,12,21,25,26,68,98,205,6,4
"29280 Järvimaa  (Nakkila)",135,2.3,47.4,4,2,37,12,23,12,14,51,47,129,1,5
"29310 Kaasmarkku  (Ulvila)",247,2.3,46.3,11,7,61,18,27,21,29,99,90,229,12,6
"29320 Leineperi  (Ulvila)",94,2.5,40.4,2,2,30,5,11,16,17,34,30,86,6,2
"29340 Kullaa Keskus  (Ulvila)",439,2.0,47.2,21,7,93,21,46,33,35,199,148,374,55,10
"29350 Palus  (Ulvila)",144,2.1,50.1,3,9,28,8,15,13,12,62,54,143,1,0
"29570 Söörmarkku  (Pori)",372,2.6,46.6,6,9,133,42,80,59,49,125,116,361,6,5
"29600 Noormarkku Keskus  (Pori)",2126,2.3,45.3,76,62,600,149,295,258,256,837,698,1769,318,39
"29630 Pomarkku Keskus  (Pomarkku)",915,2.2,44.4,30,20,199,47,91,108,97,360,361,720,166,29
"29640 Honkakoski  (Pomarkku)",141,2.0,51.2,5,2,23,4,5,7,17,55,65,134,5,2
"29680 Kairila  (Pori)",150,2.1,45.8,2,0,26,8,13,13,12,57,69,139,7,4
"29700 Ahlainen  (Pori)",401,2.0,45.9,9,5,68,15,26,34,27,155,183,362,26,13
"29720 Lamppi  (Pori)",95,2.1,45.7,3,2,17,4,6,7,9,28,51,91,3,1
"29740 Etelämaa  (Merikarvia)",46,2.4,45.1,0,0,9,1,4,6,3,18,20,44,0,2
"29750 Pohjansaha  (Pori)",52,2.4,39.1,1,0,11,3,4,6,6,15,28,50,1,1
"29760 Köörtilä  (Merikarvia)",45,2.0,48.2,2,1,7,2,2,3,5,16,22,43,1,1
"29790 Tuorila  (Merikarvia)",146,2.2,48.1,3,5,25,6,11,12,15,59,65,136,6,4
"29810 Siikainen Keskus  (Siikainen)",466,2.0,43.8,15,5,75,18,30,37,40,184,213,329,122,15
"29830 Sammi  (Siikainen)",89,2.4,42.9,1,1,18,7,10,11,7,38,34,86,3,0
"29860 Otamo  (Siikainen)",61,2.2,43.2,1,2,13,1,4,7,9,23,26,57,1,3
"29880 Leväsjoki-Saarineva  (Siikainen)",101,2.2,43.1,1,2,19,4,7,10,10,38,47,90,8,3
"29900 Merikarvia Keskus-Rannikko  (Merikarvia)",1129,2.0,45.6,36,17,202,51,80,94,88,435,495,807,283,39
"29940 Kuvaskangas  (Merikarvia)",134,2.1,53.2,6,0,18,3,7,8,8,50,67,126,3,5
"30100 Forssa Keskus  (Forssa)",5442,1.9,43.4,471,166,1011,228,441,446,437,2440,2013,3930,1368,144
"30300 Viksberg  (Forssa)",1579,1.7,38.8,224,53,221,39,102,90,87,879,484,785,744,50
"30420 Tölö  (Forssa)",2446,2.0,40.8,221,78,487,107,225,230,197,1166,796,1756,637,53
"31110 Matku  (Forssa)",284,2.1,45.9,13,11,65,17,29,22,28,124,98,256,19,9
"31130 Koijärvi  (Forssa)",120,2.2,45.9,4,1,27,6,12,11,14,42,53,108,9,3
"31140 Menonen  (Urjala)",89,2.3,48.2,1,0,23,5,10,8,12,31,37,86,1,2
"31160 Nuutajärvi  (Urjala)",165,1.8,49.4,23,4,19,2,8,9,6,93,56,108,50,7
"31170 Savijoki  (Forssa)",95,2.1,51.4,4,3,15,4,5,8,9,40,41,87,4,4
"31230 Susikas  (Tammela)",98,2.3,43.8,1,2,23,7,8,12,11,46,31,95,3,0
"31250 Teuro  (Tammela)",100,2.0,50.0,6,1,14,8,9,4,4,46,42,97,1,2
"31300 Tammela Keskus  (Tammela)",1495,2.1,44.6,74,40,358,75,172,174,147,588,554,1141,322,32
