"Postal code area","Aged 18 or over, total, 2013 (KO)","Basic level studies, 2013 (KO)","With education, total, 2013 (KO)","Matriculation examination, 2013 (KO)","Vocational diploma, 2013 (KO)","Academic degree - Lower level university degree, 2013 (KO)","Academic degree - Higher level university degree, 2013 (KO)"
"10440 Bollsta   (Raasepori )",291,100,191,17,136,23,15
"10470 Fiskari   (Raasepori )",387,118,269,31,134,40,64
"10480 Antskog   (Raasepori )",95,36,59,6,35,8,10
"10520 Tenhola Kirkonkylä   (Raasepori )",1379,492,887,60,651,103,73
"10570 Bromarv   (Raasepori )",422,187,235,15,192,17,11
"10600 Tammisaari Keskus   (Raasepori )",4320,1396,2924,287,1778,441,418
"10620 Högbacka   (Raasepori )",1494,483,1011,64,714,145,88
"10640 Dragsvik   (Raasepori )",757,160,597,50,390,79,78
"10650 Flyet   (Raasepori )",2130,696,1434,130,912,208,184
"10660 Trollböle   (Raasepori )",727,258,469,34,363,45,27
"10680 Skogby   (Raasepori )",166,57,109,7,92,8,2
"10710 Snappertuna   (Raasepori )",306,88,218,15,150,33,20
"10820 Lappohja   (Hanko )",544,242,302,14,238,22,28
"10900 Hanko Keskus   (Hanko )",3662,1581,2081,211,1455,244,171
"10940 Hangonkylä   (Hanko )",1755,642,1113,87,807,122,97
"10960 Hanko Pohjoinen   (Hanko )",1535,579,956,77,703,101,75
"11100 Riihimäki Keskus   (Riihimäki )",5826,1810,4016,405,2638,552,421
"11120 Pohjois-Riihimäki   (Riihimäki )",5683,1565,4118,261,2918,573,366
"11130 Peltosaari-Patastenmäki   (Riihimäki )",7247,1998,5249,465,3555,742,487
"11310 Taka-Kasarmi   (Riihimäki )",575,117,458,35,336,46,41
"11710 Herajoki   (Riihimäki )",2390,626,1764,122,1268,230,144
"11910 Lasi-Kumela   (Janakkala )",1961,519,1442,99,1026,215,102
"12100 Oitti   (Hausjärvi )",2112,724,1388,74,1078,147,89
"12130 Mommila   (Hausjärvi )",272,95,177,12,137,15,13
"12170 Hietoinen   (Hausjärvi )",187,69,118,3,99,13,3
"12210 Hausjärvi kk   (Hausjärvi )",183,50,133,8,100,17,8
"12240 Hikiä   (Hausjärvi )",1306,308,998,70,749,116,63
"12310 Ryttylä   (Hausjärvi )",1447,425,1022,53,781,97,91
"12350 Turkhauta   (Hausjärvi )",373,104,269,21,201,30,17
"12380 Leppäkoski   (Janakkala )",408,127,281,16,227,18,20
"12400 Tervakoski   (Janakkala )",3653,1077,2576,137,1959,294,186
"12450 Vähikkälä   (Janakkala )",226,66,160,3,131,16,10
"12520 Kormu   (Loppi )",326,80,246,17,186,29,14
"12540 Launonen   (Loppi )",1153,309,844,39,664,83,58
"12600 Läyliäinen   (Loppi )",1464,479,985,64,762,112,47
"12630 Sajaniemi   (Loppi )",242,76,166,9,129,16,12
"12640 Joentaka   (Loppi )",252,76,176,5,136,18,17
"12700 Loppi kk   (Loppi )",1930,728,1202,48,922,139,93
"12750 Pilpala   (Loppi )",448,154,294,29,216,28,21
"12820 Räyskälä   (Loppi )",47,17,30,2,24,4,0
"12920 Topeno   (Loppi )",287,95,192,8,149,27,8
"12950 Vojakkala-Eerolankulma   (Loppi )",151,54,97,6,70,13,8
"13100 Hämeenlinna Keskus   (Hämeenlinna )",9270,2165,7105,848,4062,1099,1096
"13110 Kantola   (Hämeenlinna )",165,44,121,6,86,22,7
"13130 Kauriala   (Hämeenlinna )",5366,1498,3868,352,2552,536,428
"13200 Keinusaari   (Hämeenlinna )",1315,404,911,80,542,145,144
"13210 Hätilä   (Hämeenlinna )",6886,1840,5046,419,3157,709,761
"13220 Sairio   (Hämeenlinna )",1427,332,1095,77,623,165,230
"13250 Katuma   (Hämeenlinna )",898,379,519,45,389,44,41
"13270 Ruununmylly   (Hämeenlinna )",1087,197,890,66,495,175,154
"13300 Käikälä   (Hämeenlinna )",1998,409,1589,94,1028,294,173
"13330 Harviala   (Janakkala )",517,117,400,21,266,64,49
"13430 Hattelmala   (Hämeenlinna )",844,172,672,41,432,102,97
"13500 Jukola   (Hattula )",9014,2073,6941,439,4680,993,829
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",0,0,0,0,0,0,0
"13600 Ojoinen   (Hämeenlinna )",3151,935,2216,222,1554,258,182
"13700 Parolannummi   (Hattula )",345,79,266,25,180,35,26
"13720 Parola   (Hattula )",3470,872,2598,153,1909,316,220
"13800 Katinala   (Hattula )",1081,301,780,50,558,99,73
"13880 Rahkoila   (Hattula )",913,184,729,22,503,125,79
"13900 Pekola   (Hattula )",668,152,516,34,328,82,72
"14140 Jokimaa   (Janakkala )",167,63,104,2,89,7,6
"14200 Turenki   (Janakkala )",7126,2185,4941,239,3744,590,368
"14240 Väli-Janakkala   (Janakkala )",712,167,545,34,416,65,30
"14300 Renko kk   (Hämeenlinna )",1767,569,1198,50,970,102,76
"14330 Kaloinen   (Hämeenlinna )",13,..,..,..,..,..,..
"14370 Lukana   (Hämeenlinna )",38,12,26,1,23,2,0
"14430 Vuohiniemi   (Hattula )",64,23,41,3,33,2,3
"14450 Rimmilä   (Hämeenlinna )",107,37,70,2,57,6,5
"14500 Iittala   (Hämeenlinna )",2677,879,1798,84,1372,203,139
"14530 Leteensuo   (Hattula )",193,52,141,8,114,13,6
"14610 Lepaa   (Hattula )",353,63,290,53,184,32,21
"14620 Tyrväntö   (Hattula )",140,35,105,2,91,10,2
"14680 Alvettula   (Hämeenlinna )",486,131,355,22,275,28,30
"14690 Torvoila   (Hämeenlinna )",154,52,102,6,77,11,8
"14700 Hauho kk   (Hämeenlinna )",1666,595,1071,48,867,97,59
"14770 Eteläinen   (Hämeenlinna )",696,149,547,22,417,65,43
"14810 Pohjoinen   (Hämeenlinna )",239,80,159,4,131,13,11
"14820 Syrjäntaka   (Hämeenlinna )",682,222,460,21,370,47,22
"14840 Sairiala   (Hämeenlinna )",187,66,121,4,87,11,19
"14870 Juttila   (Hämeenlinna )",196,69,127,5,105,8,9
"14930 Sappee   (Hämeenlinna )",102,36,66,2,58,5,1
"14960 Puutikkala   (Pälkäne )",80,31,49,2,33,9,5
"14980 Kuohijoki   (Pälkäne )",44,19,25,0,23,1,1
"15100 Lahti Asemanseutu   (Lahti )",5456,1483,3973,595,2242,657,479
"15110 Keski-Lahti   (Lahti )",4350,1169,3181,546,1766,483,386
"15140 Kartano-Paavola   (Lahti )",13658,4054,9604,1138,5893,1541,1032
"15150 Möysä   (Lahti )",3528,919,2609,303,1624,416,266
"15160 Kolava   (Lahti )",1054,109,945,69,377,294,205
"15170 Tenava-Tonttila   (Lahti )",3201,972,2229,170,1622,272,165
"15200 Kiveriö   (Lahti )",3034,1001,2033,205,1438,245,145
"15210 Kivistönmäki   (Lahti )",3653,1222,2431,213,1786,304,128
"15230 Kytölä   (Lahti )",2105,511,1594,95,1078,272,149
"15240 Mukkula   (Lahti )",6397,2035,4362,360,3095,527,380
"15270 Kukkila   (Hollola )",1200,257,943,63,601,170,109
"15300 Myllypohja-Koiskala   (Lahti )",3049,747,2302,160,1554,355,233
"15320 Ahtiala   (Lahti )",2070,443,1627,116,1026,297,188
"15340 Kunnas-Hiekkanummi   (Lahti )",1984,426,1558,97,1078,246,137
"15460 Mäkelä   (Lahti )",490,129,361,18,273,42,28
"15500 Liipola   (Lahti )",4070,1625,2445,164,1932,210,139
"15520 Saksala   (Lahti )",2016,611,1405,96,1034,201,74
"15540 Villähde   (Lahti )",3302,799,2503,132,1758,403,210
"15550 Rakokivi   (Lahti )",3001,1047,1954,107,1539,216,92
"15560 Nastola kk   (Lahti )",3313,1151,2162,124,1634,258,146
"15580 Ruuhijärvi   (Lahti )",194,57,137,14,106,8,9
"15610 Laune-Nikkilä   (Lahti )",4043,1065,2978,205,2046,466,261
"15680 Renkomäki-Ämmälä   (Lahti )",2105,426,1679,89,1089,332,169
"15700 Hennala-Jokimaa   (Hollola )",5261,1444,3817,289,2613,576,339
"15800 Kärpänen   (Lahti )",2937,903,2034,219,1424,226,165
"15810 Kasakkamäki   (Lahti )",1038,285,753,49,534,122,48
"15820 Okeroinen   (Hollola )",753,189,564,32,410,89,33
"15830 Metsäkangas   (Lahti )",3171,991,2180,154,1620,263,143
"15840 Riihelä   (Lahti )",1591,412,1179,66,845,165,103
"15850 Likolampi   (Lahti )",514,119,395,21,259,72,43
"15860 Kartano   (Hollola )",2851,867,1984,135,1437,269,143
"15870 Salpakangas   (Hollola )",3342,985,2357,122,1662,336,237
"15880 Soramäki   (Hollola )",3757,919,2838,165,1965,410,298
"15900 Jalkaranta   (Lahti )",1405,252,1153,96,522,206,329
"15950 Kiikkula   (Lahti )",3503,893,2610,225,1607,385,393
"15980 Messilä   (Hollola )",0,0,0,0,0,0,0
"16100 Uusikylä   (Lahti )",1157,379,778,41,615,84,38
"16160 Okkeri   (Lahti )",84,39,45,1,37,5,2
"16200 Artjärvi Keskus   (Orimattila )",569,238,331,21,264,28,18
"16230 Artjärvi Kirkonkylä   (Orimattila )",240,107,133,7,113,8,5
"16260 Hietana   (Orimattila )",147,50,97,6,81,8,2
"16270 Villikkala   (Orimattila )",129,41,88,3,65,9,11
"16280 Kuivanto   (Orimattila )",472,154,318,17,257,26,18
"16300 Orimattila Keskus   (Orimattila )",8536,2891,5645,333,4393,598,321
"16310 Virenoja   (Orimattila )",441,116,325,17,233,52,23
"16320 Pennala   (Orimattila )",690,130,560,28,392,94,46
"16330 Heinämaa   (Orimattila )",270,73,197,15,147,23,12
"16350 Niinikoski   (Orimattila )",264,100,164,12,125,20,7
"16390 Pakaa   (Orimattila )",222,66,156,8,122,18,8
"16450 Mallusjoki   (Orimattila )",405,136,269,15,203,30,21
"16500 Herrala   (Hollola )",694,200,494,36,371,59,28
"16510 Luhtikylä   (Orimattila )",355,99,256,20,195,25,16
"16540 Mertie   (Kärkölä )",230,70,160,8,129,17,6
"16600 Järvelä   (Kärkölä )",2499,991,1508,91,1202,142,73
"16610 Kärkölä kk   (Kärkölä )",595,176,419,32,307,55,25
"16630 Tennilä   (Hollola )",238,67,171,19,116,26,10
"16670 Lappila   (Kärkölä )",533,181,352,24,273,28,27
"16710 Hollola kk   (Hollola )",715,185,530,31,375,75,49
"16730 Kutajärvi   (Hollola )",795,240,555,32,405,70,48
"16790 Manskivi   (Hollola )",88,38,50,5,38,4,3
"16800 Hämeenkoski   (Hollola )",1663,543,1120,61,880,112,67
"16900 Lammi kk   (Hämeenlinna )",4030,1319,2711,142,2116,259,194
"16960 Iso-Evo   (Hämeenlinna )",144,54,90,4,70,13,3
"16970 Evo   (Hämeenlinna )",65,14,51,20,24,6,1
"16980 Ronni   (Hämeenlinna )",13,..,..,..,..,..,..
"17110 Sipilä   (Hollola )",878,194,684,54,468,91,71
"17120 Paimela   (Hollola )",450,118,332,18,244,43,27
"17130 Vesivehmaa   (Asikkala )",593,134,459,29,332,76,22
"17150 Urajärvi   (Asikkala )",298,94,204,8,163,24,9
"17200 Vääksy Keskus   (Asikkala )",4471,1482,2989,216,2105,385,283
"17220 Pietilä   (Asikkala )",141,62,79,4,64,10,1
"17240 Kalkkinen   (Asikkala )",370,149,221,12,184,17,8
"17320 Asikkala   (Asikkala )",264,83,181,7,143,17,14
"17410 Viitaila   (Asikkala )",212,64,148,7,116,15,10
"17430 Kurhila   (Asikkala )",221,55,166,11,124,20,11
"17440 Vähimaa   (Asikkala )",52,25,27,1,19,4,3
"17450 Iso-Äiniö-Vähimaa   (Asikkala )",188,72,116,5,93,12,6
"17470 Maakeski   (Padasjoki )",224,83,141,10,112,15,4
"17500 Padasjoki Keskus   (Padasjoki )",1665,744,921,52,719,101,49
"17510 Nyystölä   (Padasjoki )",208,73,135,7,104,17,7
"17530 Arrakoski   (Padasjoki )",205,90,115,6,90,12,7
"17610 Auttoinen   (Padasjoki )",276,123,153,9,128,11,5
"17630 Vesijako   (Padasjoki )",108,47,61,7,42,7,5
"17710 Torittu   (Padasjoki )",65,23,42,4,30,4,4
"17740 Kasiniemi-Torittu   (Padasjoki )",48,19,29,0,27,2,0
"17780 Harmoinen   (Kuhmoinen )",60,23,37,3,26,6,2
"17800 Kuhmoinen Keskus   (Kuhmoinen )",1669,690,979,48,782,86,63
"17840 Harjunsalmi   (Kuhmoinen )",64,28,36,4,29,2,1
"17850 Pihlajakoski   (Kuhmoinen )",79,30,49,4,36,6,3
"17870 Ruolahti   (Kuhmoinen )",59,26,33,0,32,0,1
"17930 Päijälä   (Kuhmoinen )",75,29,46,1,42,0,3
"17950 Kylämä   (Kuhmoinen )",24,..,..,..,..,..,..
"17970 Puukkoinen   (Kuhmoinen )",31,9,22,2,15,3,2
"18100 Heinola Keskus   (Heinola )",6140,2015,4125,237,3002,500,386
"18120 Reumasairaala-alue   (Heinola )",745,210,535,27,438,44,26
"18130 Tommola-Sahanniemi   (Heinola )",1659,665,994,54,792,87,61
"18150 Jyränkö   (Heinola )",2006,609,1397,68,1096,158,75
"18200 Kaakonlampi-Pyhätön   (Heinola )",1826,670,1156,58,949,99,50
"18300 Heinola kk   (Heinola )",2382,792,1590,64,1317,136,73
"18600 Myllyoja   (Heinola )",646,173,473,21,389,44,19
"19110 Vierumäki taajama   (Heinola )",537,177,360,17,291,41,11
"19120 Vierumäki urheiluopisto   (Heinola )",116,13,103,22,46,15,20
"19160 Huutotöyry   (Iitti )",396,130,266,8,215,22,21
"19210 Lusi   (Heinola )",377,131,246,15,187,26,18
"19230 Onkiniemi   (Sysmä )",103,32,71,3,61,6,1
"19250 Syrjäkoski   (Heinola )",45,15,30,0,29,1,0
"19260 Paaso-Syrjäkoski   (Heinola )",115,57,58,3,53,1,1
"19310 Karilanmaa   (Sysmä )",81,37,44,1,39,1,3
"19320 Nikkaroinen   (Sysmä )",76,32,44,2,38,2,2
"19370 Nuoramoinen   (Sysmä )",368,146,222,18,179,15,10
"19410 Kuortti   (Pertunmaa )",386,147,239,14,197,22,6
"19420 Mansikkamäki   (Pertunmaa )",152,63,89,6,77,4,2
"19430 Pertunmaa Keskus   (Pertunmaa )",651,277,374,20,296,45,13
"19460 Ruorasmäki   (Pertunmaa )",107,36,71,5,57,6,3
"19470 Lihavanpää-Hartosenpää   (Pertunmaa )",142,64,78,4,65,7,2
"19480 Hartosenpää   (Pertunmaa )",67,36,31,2,26,1,2
"19510 Lepsala   (Hartola )",33,10,23,1,21,1,0
"19540 Koitti-Lepsala   (Hartola )",243,112,131,8,104,14,5
"19600 Hartola Keskus   (Hartola )",1964,830,1134,67,915,92,60
"19610 Murakka   (Hartola )",99,41,58,0,48,8,2
"19620 Pohela   (Hartola )",156,57,99,12,75,7,5
"19630 Kalhonkylä   (Hartola )",64,21,43,5,34,3,1
"19650 Joutsa Keskus   (Joutsa )",3021,1204,1817,96,1440,187,94
"19670 Mieskonmäki   (Joutsa )",128,42,86,1,77,7,1
"19700 Sysmä Keskus   (Sysmä )",2658,1150,1508,64,1191,156,97
"19730 Särkilampi   (Sysmä )",23,..,..,..,..,..,..
"19740 Liikola   (Sysmä )",117,48,69,3,58,5,3
"19770 Valittula   (Sysmä )",101,31,70,2,61,6,1
"19850 Putkijärvi-Siltasuo   (Hartola )",87,39,48,2,41,2,3
"19910 Tammijärvi   (Luhanka )",389,183,206,12,155,27,12
"19920 Pappinen   (Joutsa )",140,53,87,2,72,8,5
"19950 Luhanka   (Luhanka )",270,129,141,4,104,21,12
"20100 Turku Keskus   (Turku )",23375,4114,19261,4625,7675,3396,3565
"20200 Iso-Heikkilä   (Turku )",1808,578,1230,210,722,168,130
"20210 Pahaniemi   (Turku )",3480,1234,2246,207,1724,193,122
"20240 Pansio-Perno   (Turku )",4132,1626,2506,213,1924,216,153
"20250 Pitkämäki-Muhkuri   (Turku )",596,134,462,48,259,60,95
"20300 Pohjola-Kastu   (Turku )",5303,1300,4003,505,2113,642,743
"20320 Kuninkoja-Mälikkälä   (Turku )",13726,3627,10099,1007,6456,1434,1202
"20360 Kärsämäki-Urusvuori-Halinen   (Turku )",9357,3278,6079,576,4377,628,498
"20380 Räntämäki-Saramäki   (Turku )",2300,505,1795,357,834,290,314
"20400 Moisio   (Turku )",2159,444,1715,103,1098,282,232
"20460 Jäkärlä   (Turku )",2805,808,1997,144,1513,219,121
"20500 Vesilinna   (Turku )",5702,764,4938,1867,1151,850,1070
"20520 Kupittaa   (Turku )",2762,507,2255,681,823,345,406
"20540 Nummi-Ylioppilaskylä   (Turku )",16767,3575,13192,3374,5087,2243,2488
"20610 Varissuo   (Turku )",10302,3822,6480,734,4264,752,730
"20660 Littoinen   (Kaarina )",5362,1072,4290,364,2389,667,870
"20700 Vartiovuori-Samppalinna   (Turku )",5139,973,4166,1040,1562,720,844
"20720 Vasaramäki   (Turku )",5289,1439,3850,589,1869,579,813
"20730 Skanssi   (Turku )",38,8,30,4,17,4,5
"20740 Ilpoinen-Harittu   (Turku )",7644,1903,5741,704,3264,840,933
"20750 Huhkola-Lauste-Vaala   (Turku )",4093,1410,2683,285,1818,296,284
"20760 Piispanristi   (Kaarina )",3124,649,2475,221,1459,358,437
"20780 Kaarina Keskus   (Kaarina )",9067,2444,6623,545,4125,922,1031
"20800 Ammattikorkeakoulu   (Turku )",0,0,0,0,0,0,0
"20810 Martti-Korppolaismäki   (Turku )",13831,2863,10968,1700,5292,1957,2019
"20880 Uittamo   (Turku )",3466,746,2720,285,1453,426,556
"20900 Moikoinen-Pikisaari   (Turku )",5978,1012,4966,434,2321,817,1394
"20960 Kakskerta   (Turku )",1125,278,847,79,479,127,162
"21100 Naantali Keskus   (Naantali )",5793,1684,4109,353,2678,509,569
"21110 Taimo-Nuhjala-Lietsala   (Naantali )",5636,1196,4440,327,2868,672,573
"21120 Viherjäinen   (Raisio )",1399,249,1150,91,770,142,147
"21130 Poikko   (Naantali )",442,97,345,21,238,49,37
"21140 Rymättylä Keskus   (Naantali )",1069,338,731,38,553,70,70
"21150 Röölä   (Naantali )",256,95,161,8,125,10,18
"21160 Merimasku   (Naantali )",1322,269,1053,69,680,151,153
"21180 Livonsaari   (Naantali )",169,49,120,12,84,13,11
"21195 Velkua   (Naantali )",199,52,147,13,91,23,20
"21200 Raisio Keskus   (Raisio )",10067,3422,6645,476,4893,717,559
"21210 Hakinmäki   (Raisio )",2018,441,1577,108,1082,216,171
"21220 Somersoja   (Raisio )",1111,339,772,35,555,117,65
"21230 Lemu   (Masku )",1327,330,997,50,718,125,104
"21240 Askainen Keskus   (Masku )",696,214,482,26,372,58,26
"21250 Masku   (Masku )",4929,1042,3887,238,2589,573,487
"21260 Ihala   (Raisio )",2830,588,2242,155,1395,368,324
"21270 Nousiainen   (Nousiainen )",3627,964,2663,159,1969,327,208
"21280 Kuloinen   (Raisio )",1752,364,1388,102,876,216,194
"21290 Rusko   (Rusko )",2979,687,2292,141,1575,301,275
"21310 Vahto   (Rusko )",1363,353,1010,67,742,123,78
"21330 Paattinen   (Turku )",1427,404,1023,79,720,122,102
"21340 Tortinmäki   (Turku )",482,165,317,13,267,25,12
"21350 Ilmarinen   (Lieto )",1369,265,1104,83,652,177,192
"21360 Lieto Asemanseutu   (Lieto )",1395,371,1024,65,741,118,100
"21370 Aura kk.   (Aura )",468,118,350,22,254,29,45
"21380 Aura Keskus   (Aura )",2481,793,1688,94,1274,190,130
"21410 Vanhalinna   (Lieto )",1581,287,1294,99,687,210,298
"21420 Lieto Keskus   (Lieto )",5868,1615,4253,318,2797,595,543
"21430 Yliskulma   (Lieto )",586,139,447,26,332,52,37
"21450 Tarvasjoki Keskus   (Lieto )",1403,453,950,55,723,101,71
"21480 Prunkila   (Marttila )",286,90,196,9,145,28,14
"21490 Marttila   (Marttila )",905,329,576,42,446,56,32
"21500 Piikkiö   (Kaarina )",5347,1417,3930,295,2494,547,594
"21510 Hevonpää   (Paimio )",352,77,275,21,182,31,41
"21520 Naskarla   (Paimio )",16,..,..,..,..,..,..
"21530 Paimio Keskus   (Paimio )",6439,1727,4712,317,3242,662,491
"21540 Preitilä   (Paimio )",1007,168,839,54,563,124,98
"21555 Taatila   (Paimio )",257,68,189,7,130,31,21
"21560 Ollila   (Marttila )",425,150,275,24,209,23,19
"21570 Sauvo Keskus   (Sauvo )",2021,614,1407,87,996,178,146
"21590 Karuna   (Sauvo )",380,113,267,17,192,33,25
"21600 Parainen Keskus   (Parainen )",8440,2311,6129,526,3739,923,941
"21610 Kirjala   (Parainen )",808,183,625,38,406,81,100
"21620 Kuusisto   (Kaarina )",1511,278,1233,100,631,187,315
"21630 Lielahti   (Parainen )",443,108,335,24,217,49,45
"21650 Lillandet   (Parainen )",349,113,236,25,157,32,22
"21660 Nauvo Keskus   (Parainen )",622,200,422,33,264,70,55
"21670 Mattnäs-Nötö   (Parainen )",184,50,134,6,95,18,15
"21680 Nötö   (Parainen )",8,..,..,..,..,..,..
"21710 Korppoo Keskus-Utö   (Parainen )",550,180,370,28,253,45,44
"21720 Korpoström   (Parainen )",22,..,..,..,..,..,..
"21740 Utö   (Parainen )",34,2,32,4,15,6,7
"21750 Norrskata   (Parainen )",97,35,62,6,37,8,11
"21760 Houtskär Keskus   (Parainen )",365,149,216,16,161,22,17
"21770 Mossala   (Parainen )",101,28,73,1,57,12,3
"21800 Kyrö   (Pöytyä )",1910,723,1187,71,920,109,87
"21820 Kumila   (Pöytyä )",279,99,180,7,126,37,10
"21840 Karinainen   (Pöytyä )",244,85,159,9,124,17,9
"21860 Auvainen   (Pöytyä )",307,97,210,12,162,23,13
"21870 Riihikoski   (Pöytyä )",1526,479,1047,54,803,120,70
"21880 Pöytyä   (Pöytyä )",364,129,235,15,183,23,14
"21890 Haveri   (Pöytyä )",218,64,154,9,121,14,10
"21900 Yläne Keskus   (Pöytyä )",1231,496,735,28,572,82,53
"21930 Uusikartano   (Pöytyä )",452,157,295,11,257,20,7
"22100 Maarianhamina   (Maarianhamina - Mariehamn )",9421,2951,6470,713,4106,925,726
"22120 Möckelö   (Jomala )",550,154,396,29,270,69,28
"22130 Gottby   (Jomala )",627,202,425,26,326,49,24
"22140 Önningby   (Jomala )",754,186,568,55,372,93,48
"22150 Jomala Centrum   (Jomala )",1365,496,869,61,659,106,43
"22160 Järsö   (Lemland )",249,61,188,31,118,25,14
"22220 Emkarby   (Finström )",311,119,192,9,162,16,5
"22240 Hammarland   (Hammarland )",1179,467,712,38,582,66,26
"22270 Storby   (Eckerö )",766,327,439,21,352,41,25
"22310 Pålsböle   (Finström )",411,177,234,19,182,22,11
"22320 Ödkarby   (Saltvik )",648,254,394,27,315,34,18
"22330 Tjudö   (Finström )",252,114,138,14,109,9,6
"22340 Geta   (Geta )",407,186,221,19,182,13,7
"22410 Godby   (Finström )",1186,403,783,58,613,81,31
"22430 Saltvik   (Saltvik )",554,211,343,17,272,36,18
"22520 Tosarby   (Sund )",409,170,239,17,193,17,12
"22530 Sund   (Sund )",417,168,249,16,191,28,14
"22550 Vårdö   (Vårdö )",335,124,211,14,163,20,14
"22610 Lemland   (Lemland )",1127,358,769,61,572,97,39
"22630 Lumparland   (Lumparland )",327,118,209,11,160,23,15
"22710 Ålands Degerby   (Föglö )",472,223,249,17,186,29,17
"22720 Sottunga   (Sottunga )",90,33,57,2,43,8,4
"22730 Kökar   (Kökar )",212,96,116,6,83,17,10
"22810 Seglinge   (Kumlinge )",29,..,..,..,..,..,..
"22820 Kumlinge   (Kumlinge )",175,74,101,7,78,10,6
"22830 Enklinge   (Kumlinge )",68,25,43,2,34,7,0
"22840 Lappo   (Brändö )",61,28,33,1,18,7,7
"22910 Torsholma   (Brändö )",70,18,52,3,32,13,4
"22920 Brändö-Åland   (Brändö )",139,55,84,7,57,11,9
"22930 Fiskö   (Brändö )",34,17,17,1,13,1,2
"22940 Åva   (Brändö )",72,25,47,4,27,9,7
"22950 Jurmo   (Brändö )",43,16,27,5,20,2,0
"23100 Mynämäki Keskus   (Mynämäki )",5006,1627,3379,187,2598,358,236
"23120 Mietoinen Keskus   (Mynämäki )",727,174,553,32,443,49,29
"23140 Hietamäki   (Mynämäki )",538,137,401,20,321,33,27
"23200 Vinkkilä   (Vehmaa )",1330,468,862,39,722,72,29
"23210 Vehmaa   (Vehmaa )",462,155,307,16,251,27,13
"23260 Rautila   (Vehmaa )",150,40,110,5,91,10,4
"23310 Taivassalo   (Taivassalo )",1404,549,855,41,683,73,58
"23360 Kustavi   (Kustavi )",755,294,461,30,346,45,40
"23390 Iniö   (Parainen )",190,79,111,8,74,18,11
"23450 Lokalahti   (Uusikaupunki )",787,261,526,24,428,51,23
"23500 Uusikaupunki Keskus   (Uusikaupunki )",9351,2732,6619,294,5153,755,417
"23600 Kalanti Keskus   (Uusikaupunki )",1788,552,1236,67,1020,100,49
"23660 Kalanti Asemanseutu   (Uusikaupunki )",290,71,219,9,184,20,6
"23800 Laitila Keskus   (Laitila )",6385,2167,4218,244,3285,457,232
"23840 Soukainen   (Laitila )",138,47,91,3,78,6,4
"23880 Suontaka   (Laitila )",83,34,49,1,43,5,0
"23930 Pyhämaa   (Uusikaupunki )",474,182,292,9,241,27,15
"23950 Pyhäranta   (Pyhäranta )",454,159,295,13,242,34,6
"23960 Santtio   (Pyhäranta )",198,65,133,8,101,17,7
"24100 Salo Keskus   (Salo )",7963,2907,5056,402,3610,629,415
"24130 Ylhäisi   (Salo )",3016,847,2169,138,1500,329,202
"24240 Rappula   (Salo )",3393,1179,2214,150,1549,282,233
"24260 Ollikkala   (Salo )",3731,1358,2373,165,1812,269,127
"24280 Tupuri-Hähkänä   (Salo )",3764,799,2965,176,1962,508,319
"24800 Halikko Keskus   (Salo )",3743,1075,2668,189,1831,383,265
"24910 Halikko Asemanseutu   (Salo )",753,181,572,26,367,105,74
"25110 Kruusila   (Salo )",285,91,194,11,156,17,10
"25130 Muurla   (Salo )",1200,359,841,59,595,106,81
"25160 Tuohittu   (Salo )",95,38,57,4,38,8,7
"25170 Kotalato   (Salo )",113,36,77,4,57,10,6
"25180 Romsila   (Salo )",185,54,131,2,94,23,12
"25190 Inkere   (Salo )",776,259,517,20,422,62,13
"25210 Vartsala   (Salo )",293,77,216,12,142,35,27
"25230 Angelniemi   (Salo )",298,74,224,12,159,36,17
"25240 Hajala   (Salo )",531,142,389,21,279,48,41
"25250 Märynummi   (Salo )",804,175,629,37,468,78,46
"25260 Vaskio   (Salo )",812,298,514,38,391,58,27
"25320 Raatala   (Salo )",363,127,236,13,183,25,15
"25330 Kuusjoki Keskus   (Salo )",679,272,407,18,339,31,19
"25340 Kanunki   (Salo )",320,113,207,15,164,18,10
"25360 Pertteli Keskus   (Salo )",915,277,638,29,490,84,35
"25370 Hiisi   (Salo )",513,160,353,25,282,29,17
"25380 Rekijoki   (Salo )",429,168,261,19,205,23,14
"25390 Kiikala Keskus   (Salo )",675,280,395,26,312,31,26
"25410 Suomusjärvi Keskus   (Salo )",961,376,585,38,461,46,40
"25420 Lahnajärvi   (Salo )",131,43,88,3,64,14,7
"25430 Kettula   (Salo )",61,21,40,4,27,5,4
"25460 Toija   (Salo )",989,396,593,35,468,49,41
"25470 Kisko kk   (Salo )",240,98,142,6,107,14,15
"25500 Perniö Keskus   (Salo )",2824,1112,1712,121,1325,144,122
"25520 Perniö Asemanseutu   (Salo )",537,170,367,27,272,32,36
"25540 Knaapila   (Salo )",173,58,115,9,83,11,12
"25550 Aijala   (Salo )",85,34,51,2,42,5,2
"25560 Koski Asemanseutu   (Salo )",189,71,118,9,86,11,12
"25570 Teijo-Mathildedal   (Salo )",489,200,289,21,205,37,26
"25610 Ylönkylä   (Salo )",322,112,210,25,150,16,19
"25630 Finby   (Salo )",253,98,155,2,118,18,17
"25640 Förby   (Salo )",216,69,147,14,107,12,14
"25650 Strömma   (Kemiönsaari )",85,32,53,8,34,6,5
"25660 Mathildedal   (Salo )",123,44,79,5,45,18,11
