"Postal code area","Inhabitants, total, 2015 (HE)","Females, 2015 (HE)","Males, 2015 (HE)","Average age of inhabitants, 2015 (HE)","0-2 years, 2015 (HE)","3-6 years, 2015 (HE)","7-12 years, 2015 (HE)","13-15 years, 2015 (HE)","16-17 years, 2015 (HE)","18-19 years, 2015 (HE)","20-24 years, 2015 (HE)","25-29 years, 2015 (HE)","30-34 years, 2015 (HE)","35-39 years, 2015 (HE)","40-44 years, 2015 (HE)","45-49 years, 2015 (HE)","50-54 years, 2015 (HE)","55-59 years, 2015 (HE)","60-64 years, 2015 (HE)","65-69 years, 2015 (HE)","70-74 years, 2015 (HE)","75-79 years, 2015 (HE)","80-84 years, 2015 (HE)","85 years or over, 2015 (HE)"
"02590 Lappers   (Siuntio )",246,117,129,39,7,17,26,13,9,6,5,3,6,18,28,18,22,12,13,17,10,9,5,2
"02600 Etelä-Leppävaara   (Espoo )",10829,5423,5406,35,478,552,698,305,185,176,889,1307,1268,1032,706,630,523,436,429,453,321,210,132,99
"02610 Kilo   (Espoo )",6111,2940,3171,32,312,370,446,218,139,165,579,640,635,530,417,432,345,283,201,186,85,61,36,31
"02620 Karakallio   (Espoo )",8365,4358,4007,38,325,524,788,309,181,192,424,467,615,655,629,608,555,400,344,334,300,272,221,222
"02630 Nihtisilta   (Espoo )",3350,1709,1641,35,157,195,278,104,66,87,271,239,297,297,235,213,258,206,188,125,67,24,19,24
"02650 Pohjois-Leppävaara   (Espoo )",10310,5184,5126,38,461,493,487,176,124,145,784,1195,1185,955,629,564,627,602,543,526,331,224,157,102
"02660 Lintuvaara   (Espoo )",6137,2993,3144,35,229,393,630,312,163,193,414,321,357,491,420,528,480,377,283,214,171,70,58,33
"02680 Uusmäki   (Espoo )",2099,1080,1019,32,147,164,180,54,40,22,155,186,235,208,131,135,115,78,72,67,41,36,15,18
"02700 Kauniainen   (Kauniainen )",9366,4826,4540,41,222,415,811,421,269,305,629,366,369,488,620,711,712,594,474,551,520,369,291,229
"02710 Viherlaakso   (Espoo )",6078,3225,2853,42,214,263,446,172,122,135,280,300,383,402,436,465,425,372,371,372,309,274,168,169
"02720 Lähderanta   (Espoo )",3008,1542,1466,40,113,157,220,99,98,76,174,137,205,220,202,203,228,171,168,165,155,98,70,49
"02730 Jupperi   (Espoo )",4484,2231,2253,40,118,211,445,218,150,141,181,116,166,240,330,427,403,363,288,229,229,123,65,41
"02740 Bemböle-Pakankylä   (Espoo )",3181,1635,1546,34,165,219,321,127,82,84,101,178,280,307,267,280,261,194,106,94,59,29,19,8
"02750 Sepänkylä-Kuurinniitty   (Espoo )",6140,3095,3045,33,315,422,627,241,149,158,336,406,518,536,529,493,418,339,228,195,109,64,38,19
"02760 Tuomarila-Suvela   (Espoo )",14360,7373,6987,36,721,887,1024,437,279,306,926,1144,1444,1245,1017,945,917,813,738,696,392,210,135,84
"02770 Espoon Keskus   (Espoo )",10401,5261,5140,37,381,572,709,343,259,287,986,835,756,692,680,772,724,627,542,523,254,214,125,120
"02780 Kauklahti   (Espoo )",9309,4658,4651,34,429,712,1005,404,251,226,457,483,679,802,838,773,607,480,330,311,214,139,91,78
"02810 Gumböle-Karhusuo   (Espoo )",1664,823,841,33,78,143,209,88,51,36,50,44,106,167,152,167,105,67,61,72,39,14,8,7
"02820 Nupuri-Nuuksio   (Espoo )",1388,679,709,41,30,63,116,74,53,33,39,40,56,67,112,142,131,94,87,100,79,36,22,14
"02860 Siikajärvi   (Espoo )",683,339,344,42,16,27,68,26,19,18,27,14,21,50,50,61,65,47,46,51,30,18,16,13
"02880 Veikkola   (Kirkkonummi )",5836,2935,2901,37,204,392,657,317,175,148,160,157,287,470,520,549,425,324,327,343,193,90,53,45
"02920 Niipperi   (Espoo )",5244,2627,2617,34,238,366,623,289,181,160,194,169,313,396,494,475,423,241,236,203,105,65,39,34
"02940 Lippajärvi-Järvenperä   (Espoo )",10140,5150,4990,37,395,610,971,465,257,269,359,413,658,840,802,839,828,692,569,497,303,186,94,93
"02970 Kalajärvi   (Espoo )",3685,1803,1882,37,158,238,376,158,112,86,130,113,189,310,321,323,308,247,176,165,117,60,56,42
"02980 Lakisto   (Espoo )",372,184,188,46,1,2,14,10,8,7,25,21,11,23,27,33,54,56,38,16,16,8,2,0
"03100 Nummela   (Vihti )",15019,7737,7282,39,535,881,1193,531,371,348,714,794,1065,1098,1060,1048,1026,927,929,1026,598,379,269,227
"03150 Huhmari   (Vihti )",782,394,388,43,14,25,60,36,24,18,34,17,27,51,48,84,75,75,59,58,35,21,9,12
"03220 Tervalampi   (Vihti )",600,297,303,45,8,20,42,26,21,13,15,10,15,36,43,45,68,58,61,50,35,20,11,3
"03250 Ojakkala   (Vihti )",1964,965,999,38,58,136,190,97,66,53,50,69,100,166,144,190,157,119,118,94,69,38,28,22
"03300 Otalampi   (Vihti )",2459,1180,1279,38,87,154,261,106,64,49,60,73,151,196,215,191,173,166,166,145,112,41,20,29
"03320 Selki   (Vihti )",346,167,179,40,11,18,30,13,10,8,15,8,22,24,23,36,26,29,19,26,12,9,2,5
"03400 Vihti Kirkonkylä   (Vihti )",6519,3243,3276,41,208,326,563,307,198,155,217,210,335,490,454,521,483,438,450,396,290,222,137,119
"03430 Jokikunta   (Vihti )",563,259,304,38,18,38,49,33,31,11,13,18,32,42,43,44,42,31,36,29,21,14,9,9
"03600 Karkkila Keskus   (Karkkila )",6584,3404,3180,44,180,286,480,233,142,128,257,249,338,387,418,452,419,518,505,521,340,266,212,253
"03620 Polari   (Karkkila )",2114,1034,1080,42,68,115,156,70,49,33,73,93,138,165,147,138,149,143,168,181,109,59,31,29
"03710 Uusitalo   (Karkkila )",202,103,99,42,9,9,13,10,4,3,4,7,8,20,14,17,13,15,17,17,8,5,2,7
"03790 Vihtijärvi   (Vihti )",521,248,273,43,10,24,47,19,12,9,10,12,28,46,35,30,55,38,42,37,24,20,13,10
"03810 Ikkala   (Lohja )",618,303,315,43,16,33,42,21,18,7,24,28,27,31,38,56,57,40,52,36,40,27,16,9
"03850 Pusula   (Lohja )",1695,858,837,46,43,62,105,51,41,37,84,49,75,86,85,107,163,119,118,145,107,96,63,59
"03870 Hyönölä   (Lohja )",194,95,99,47,7,5,15,3,2,1,7,8,7,16,6,11,22,18,18,11,12,10,6,9
"04130 Sipoo   (Sipoo )",7174,3674,3500,40,214,357,578,312,229,212,325,259,365,462,518,610,614,471,376,404,299,226,167,176
"04150 Martinkylä   (Sipoo )",653,304,349,40,25,30,57,30,14,20,32,13,26,38,56,53,68,49,37,39,27,18,12,9
"04170 Paippinen   (Sipoo )",1260,617,643,40,45,82,103,50,28,13,48,60,72,83,121,104,92,77,68,71,65,32,28,18
"04200 Kerava Keskus   (Kerava )",11502,6159,5343,44,303,419,615,297,188,249,866,743,725,596,593,609,761,805,872,985,661,526,371,318
"04220 Ahjo-Kaskela   (Kerava )",5080,2496,2584,35,187,279,435,246,138,175,317,322,347,381,382,448,425,356,235,193,102,65,29,18
"04230 Pihkaniitty   (Kerava )",7497,3807,3690,39,263,429,637,249,174,174,353,366,550,580,477,518,522,473,469,561,371,176,94,61
"04240 Talma   (Sipoo )",1204,585,619,41,28,52,115,59,40,36,32,21,43,85,80,114,127,108,91,70,41,33,14,15
"04250 Alikerava   (Kerava )",4781,2394,2387,38,185,212,292,130,90,120,436,435,403,294,267,293,321,282,284,286,214,127,70,40
"04260 Savio   (Kerava )",6266,3124,3142,40,216,307,440,206,134,137,335,420,415,459,437,441,501,482,414,402,246,135,73,66
"04300 Hyrylä   (Tuusula )",10277,5256,5021,40,308,511,882,432,241,268,467,384,554,689,793,877,762,629,631,665,445,350,213,176
"04310 Tuusula Keskus   (Tuusula )",2657,1404,1253,41,89,126,209,119,83,70,124,95,128,147,197,214,218,173,170,188,126,66,49,66
"04320 Riihikallio   (Tuusula )",4816,2372,2444,40,180,263,356,164,115,116,213,265,295,387,356,337,350,319,317,316,219,124,73,51
"04330 Lahela   (Tuusula )",2301,1151,1150,35,87,139,272,132,82,78,67,60,127,187,207,231,229,139,80,86,50,25,16,7
"04340 Mattila   (Tuusula )",2272,1123,1149,39,73,112,180,110,61,54,110,110,143,154,196,178,194,156,123,136,82,54,25,21
"04350 Nahkela   (Tuusula )",516,236,280,42,13,25,39,15,20,25,12,11,28,25,35,58,37,47,35,25,30,22,7,7
"04360 Ruotsinkylä-Kiilinmäki   (Tuusula )",1253,592,661,40,21,56,118,67,39,37,46,43,54,73,110,132,107,83,73,70,50,36,22,16
"04370 Rusutjärvi   (Tuusula )",800,383,417,40,25,36,81,37,22,17,29,16,30,61,55,69,63,78,66,57,32,8,11,7
"04380 Tuomala   (Tuusula )",585,292,293,41,19,32,44,30,17,21,28,9,18,35,41,56,55,33,43,39,27,14,14,10
"04390 Jäniksenlinna   (Tuusula )",477,229,248,38,15,28,47,35,13,8,8,10,27,43,36,50,27,33,22,32,19,12,7,5
"04400 Loutti   (Järvenpää )",9753,5156,4597,43,251,357,471,219,184,242,802,671,644,588,474,555,723,677,706,830,520,370,255,214
"04410 Järvenpää Keskus   (Järvenpää )",10061,5282,4779,40,375,497,672,330,263,254,693,616,688,599,597,680,719,672,620,662,418,324,221,161
"04420 Kyrölä   (Järvenpää )",3808,1948,1860,38,159,188,323,127,94,84,165,220,308,276,254,277,302,282,270,241,126,59,34,19
"04430 Kinnari-Mikonkorpi   (Järvenpää )",9002,4625,4377,38,323,482,722,304,221,254,458,435,625,715,610,688,729,668,587,512,301,208,103,57
"04440 Jamppa   (Järvenpää )",4595,2233,2362,39,171,224,271,122,96,138,341,306,346,307,272,318,321,348,331,293,157,108,60,65
"04460 Nummenkylä   (Tuusula )",1954,935,1019,33,83,144,206,89,47,37,101,121,165,169,161,156,123,115,109,78,29,10,5,6
"04480 Haarajoki   (Mäntsälä )",2437,1197,1240,34,96,155,329,161,73,68,84,75,122,230,236,210,179,97,95,107,54,25,26,15
"04500 Kellokoski   (Tuusula )",5945,2989,2956,37,188,410,602,290,172,170,181,191,371,464,533,482,454,396,319,292,191,114,74,51
"04530 Ohkola   (Mäntsälä )",921,449,472,38,30,70,99,32,32,26,31,27,65,60,65,69,67,65,51,42,38,22,16,14
"04600 Mäntsälä Keskus   (Mäntsälä )",9272,4857,4415,42,299,446,688,382,238,225,494,424,498,542,582,629,637,623,639,670,451,336,236,233
"04620 Kaunismäki   (Mäntsälä )",1956,977,979,32,110,180,253,100,46,36,62,84,132,176,183,149,156,101,75,56,25,18,13,1
"04630 Sääksjärvi   (Mäntsälä )",879,412,467,39,25,47,70,44,41,35,39,30,44,39,66,71,67,63,72,50,32,21,9,14
"04660 Numminen   (Mäntsälä )",1749,843,906,37,76,102,165,81,68,38,59,71,84,124,142,149,134,120,108,111,56,29,21,11
"04680 Hirvihaara   (Mäntsälä )",657,323,334,38,26,45,64,24,23,13,19,27,38,41,50,58,53,41,31,42,31,14,6,11
"04740 Sälinkää   (Mäntsälä )",1203,593,610,41,45,70,104,44,34,25,26,36,61,95,80,84,97,80,78,86,66,36,31,25
"04770 Sahakylä   (Mäntsälä )",214,96,118,40,8,10,23,7,3,8,5,8,9,11,16,16,23,19,15,14,9,4,3,3
"04820 Kaukalampi   (Mäntsälä )",301,146,155,40,7,23,29,12,4,4,6,10,20,23,26,23,23,26,19,14,17,2,5,8
"04840 Hautjärvi   (Mäntsälä )",264,135,129,43,8,12,13,6,12,7,9,14,12,20,16,25,16,26,18,14,10,14,7,5
"04920 Saarentaus   (Mäntsälä )",344,166,178,40,8,20,29,16,9,10,8,13,19,23,29,28,31,23,26,18,12,11,8,3
"04940 Levanto   (Mäntsälä )",300,154,146,41,8,15,33,15,6,5,7,9,20,20,19,24,22,18,19,17,18,15,6,4
"05100 Röykkä   (Nurmijärvi )",2321,1138,1183,37,94,144,240,98,68,55,70,79,143,166,175,221,200,151,131,123,71,48,31,13
"05200 Rajamäki   (Nurmijärvi )",6742,3330,3412,37,254,433,710,314,185,165,279,250,384,506,519,548,441,396,406,381,265,165,81,60
"05250 Kiljava   (Nurmijärvi )",192,105,87,40,7,11,12,4,4,1,12,10,14,9,21,12,15,12,23,13,8,4,0,0
"05400 Jokela   (Tuusula )",6480,3272,3208,38,212,372,613,304,187,160,262,253,381,503,447,523,509,431,406,400,225,142,78,72
"05430 Nuppulinna   (Tuusula )",1048,529,519,40,32,57,89,37,36,25,33,31,63,76,89,74,89,76,86,69,39,24,13,10
"05440 Hyvinkää   (Hyvinkää )",395,197,198,29,30,57,34,9,13,3,6,23,49,57,33,24,9,15,14,10,6,2,1,0
"05450 Nukari   (Nurmijärvi )",1101,540,561,38,37,66,104,59,36,29,33,33,59,92,89,88,83,68,73,51,39,37,14,11
"05460 Hakalanmäki-Hakala   (Hyvinkää )",3314,1706,1608,40,136,158,227,106,57,64,162,216,238,216,199,209,223,271,294,258,135,77,47,21
"05470 Palopuro   (Hyvinkää )",323,154,169,42,7,13,26,15,10,10,6,8,24,25,21,19,32,27,20,19,20,6,9,6
"05510 Päivärinta   (Hyvinkää )",458,229,229,43,12,5,40,15,11,4,24,27,22,29,32,45,47,33,36,32,17,8,11,8
"05620 Noppo   (Hyvinkää )",1342,658,684,37,51,86,126,62,47,30,46,54,74,102,123,96,117,90,99,60,34,20,15,10
"05720 Kytäjä   (Hyvinkää )",559,270,289,39,19,51,47,15,10,6,14,23,38,45,52,45,43,38,35,32,19,13,8,6
"05800 Hyvinkää Keskus   (Hyvinkää )",9461,5173,4288,47,197,238,380,215,141,200,789,656,527,438,484,519,613,651,674,770,625,497,401,446
"05810 Martti   (Hyvinkää )",5739,2908,2831,33,203,381,656,324,215,175,356,287,372,403,504,488,429,287,237,178,87,60,50,47
"05820 Mustamännistö   (Hyvinkää )",5205,2548,2657,39,172,264,442,223,147,166,229,249,318,357,362,410,444,344,300,307,173,127,87,84
"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )",7221,3700,3521,43,187,290,462,223,145,182,436,424,438,437,431,486,517,526,550,550,370,259,176,132
"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )",3784,1918,1866,39,115,194,300,144,108,83,175,219,264,261,235,298,285,283,271,239,141,84,46,39
"05850 Hyvinkää, sairaala-alue   (Hyvinkää )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"05860 Talvisilta   (Hyvinkää )",1434,696,738,41,38,76,95,51,38,36,62,95,107,79,78,99,101,106,96,119,66,53,24,15
"05880 Paavola-Vaivero   (Hyvinkää )",3437,1763,1674,43,107,133,183,104,72,87,217,199,228,177,181,216,240,247,254,300,189,141,97,65
"05900 Vieremä   (Hyvinkää )",3952,2114,1838,48,98,128,167,79,66,77,232,257,216,194,178,226,245,287,307,330,257,194,192,222
"05950 Ridasjärvi   (Hyvinkää )",391,179,212,43,7,14,36,13,10,5,11,11,20,21,28,37,38,36,38,31,14,10,6,5
"06100 Porvoo Keskus   (Porvoo )",18512,9873,8639,43,480,713,1187,605,401,469,1281,1013,939,1003,1175,1263,1332,1206,1182,1241,991,775,624,632
"06150 Kevätkumpu   (Porvoo )",5828,3009,2819,41,207,298,370,159,118,128,415,355,355,389,345,353,386,376,426,483,298,185,117,65
"06200 Porvoo itäinen   (Porvoo )",2630,1277,1353,42,80,137,183,115,63,53,89,101,138,145,187,213,241,187,192,216,104,87,47,52
"06400 Gammelbacka   (Porvoo )",7133,3592,3541,38,260,383,568,287,191,180,413,428,469,482,502,529,476,462,442,482,302,151,71,55
"06450 Eestinmäki-Ernestas   (Porvoo )",2025,1025,1000,39,81,95,142,61,49,51,104,129,153,130,118,168,142,161,135,119,88,55,24,20
"06500 Saksala-Suomenkylä   (Porvoo )",2162,1046,1116,42,67,94,173,78,72,53,59,77,93,123,175,166,199,202,154,144,85,65,39,44
"06530 Kerkkoo   (Porvoo )",829,410,419,38,29,53,80,38,15,12,33,31,45,72,67,55,67,65,61,47,23,15,15,6
"06650 Hamari   (Porvoo )",1468,694,774,41,50,79,112,64,36,37,63,44,68,102,110,107,102,116,111,135,72,28,19,13
"06750 Tolkkinen   (Porvoo )",1804,893,911,37,78,110,205,89,41,57,56,63,99,143,137,148,121,110,110,107,64,30,18,18
"06830 Kulloonkylä   (Porvoo )",1105,540,565,39,39,63,100,52,34,26,25,28,52,79,113,88,90,77,72,68,47,26,14,12
"06850 Kulloo   (Porvoo )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"06880 Kärrby   (Sipoo )",350,164,186,45,10,16,19,9,8,9,12,6,19,21,13,36,37,26,31,29,21,12,11,5
"06950 Emäsalo   (Porvoo )",383,201,182,47,7,14,24,14,7,9,11,11,10,24,21,22,29,34,41,35,29,14,18,9
"07110 Hinthaara   (Porvoo )",1551,755,796,36,70,102,189,74,55,32,45,51,98,132,116,129,100,72,88,73,49,30,24,22
"07130 Anttila   (Porvoo )",669,329,340,41,19,42,60,38,16,17,23,10,20,43,47,61,67,40,37,45,38,27,15,4
"07150 Laukkoski   (Pornainen )",994,496,498,38,36,56,108,57,34,26,31,34,42,52,82,92,73,58,55,58,47,28,11,14
"07170 Keski-Pornainen   (Pornainen )",2537,1272,1265,37,85,133,263,154,92,77,105,70,141,184,197,194,186,164,147,144,82,48,38,33
"07190 Halkia   (Pornainen )",1451,702,749,38,49,96,149,68,38,30,67,55,69,110,107,118,117,122,86,61,35,17,33,24
"07220 Kaarenkylä   (Porvoo )",308,147,161,41,13,20,24,7,2,2,12,22,22,16,17,28,9,29,29,26,15,2,3,10
"07230 Monninkylä   (Askola )",1619,822,797,38,66,100,144,77,48,43,64,57,115,116,123,107,99,96,107,114,53,50,19,21
"07280 Ilola   (Porvoo )",932,443,489,38,33,58,91,34,31,30,30,28,39,71,73,78,84,73,52,57,29,20,13,8
"07310 Sannainen   (Porvoo )",420,208,212,36,23,27,35,16,11,9,19,22,31,24,41,31,36,23,20,31,12,6,1,2
"07320 Jakari-Sannäs   (Porvoo )",442,212,230,42,14,20,42,16,4,11,11,14,23,30,45,34,36,30,31,30,18,9,12,12
"07350 Gäddrag   (Porvoo )",87,40,47,44,1,3,9,2,1,3,2,1,6,3,8,6,8,12,3,6,6,4,3,0
"07360 Tirmo   (Porvoo )",44,17,27,53,0,1,0,1,0,1,1,1,2,0,1,6,8,6,6,2,4,4,0,0
"07370 Pellinki   (Porvoo )",135,66,69,52,1,4,8,1,1,6,3,3,3,2,7,11,13,10,15,17,13,5,5,7
"07390 Suurpellinki   (Porvoo )",126,56,70,42,6,8,8,6,1,2,6,5,7,7,7,7,11,15,7,7,4,5,4,3
"07410 Kråkö   (Porvoo )",318,165,153,49,5,11,20,8,8,6,5,10,11,19,23,23,26,24,28,18,29,18,15,11
"07450 Voolahti   (Porvoo )",424,219,205,44,11,20,35,13,9,4,15,20,25,26,30,24,33,25,40,30,18,24,10,12
"07500 Askola Kirkonkylä   (Askola )",1170,607,563,39,54,74,99,57,29,21,53,61,59,80,80,83,75,78,64,64,37,33,26,43
"07510 Vakkola   (Askola )",695,330,365,40,30,50,47,25,16,14,17,33,37,57,37,52,64,70,45,48,18,8,14,13
"07530 Onkimaa   (Askola )",307,148,159,45,9,13,18,10,5,5,12,9,20,20,28,27,23,11,18,28,22,12,9,8
"07550 Torpinkylä   (Pukkila )",305,153,152,41,10,13,26,12,12,13,14,13,8,14,18,33,23,17,18,13,21,13,9,5
"07560 Pukkila Keskus   (Pukkila )",1361,685,676,43,41,61,107,57,37,26,55,38,69,62,99,117,105,103,78,101,85,47,34,39
"07565 Kantele   (Pukkila )",268,122,146,44,9,12,14,7,10,9,7,13,8,11,23,19,32,18,17,25,16,10,1,7
"07580 Tiilää   (Askola )",70,31,39,43,3,2,6,3,1,0,0,2,7,6,4,7,5,7,6,2,4,3,1,1
"07590 Huuvari-Tiilää   (Askola )",637,311,326,40,27,31,55,28,9,21,29,18,43,34,26,50,61,52,44,48,30,10,10,11
"07600 Myrskylä Keskus   (Myrskylä )",1718,876,842,45,46,82,123,50,33,33,78,80,99,82,83,116,118,111,135,135,112,82,62,58
"07680 Juornaankylä   (Askola )",554,267,287,42,19,26,43,22,14,12,20,21,26,38,36,47,51,40,34,32,24,23,13,13
"07690 Kankkila   (Myrskylä )",135,68,67,47,4,3,5,3,3,5,6,4,3,9,8,10,10,13,16,16,4,9,3,1
"07700 Koskenkylän saha-alue   (Loviisa )",1225,593,632,38,44,79,104,47,33,19,66,70,83,64,92,77,112,81,82,70,45,25,20,12
"07720 Malmgård   (Loviisa )",80,43,37,47,2,2,1,5,1,5,2,2,5,3,3,8,10,8,2,7,3,2,4,5
"07740 Gammelby   (Loviisa )",413,202,211,43,15,22,33,8,5,6,14,11,31,34,20,26,42,43,29,28,14,14,9,9
"07750 Isnäs   (Loviisa )",548,267,281,44,21,24,34,12,13,12,11,28,27,37,32,37,41,40,55,51,27,30,9,7
"07780 Härkäpää   (Loviisa )",175,81,94,52,2,4,10,4,3,3,8,7,4,6,6,7,16,16,17,17,13,9,6,17
"07800 Lapinjärvi Keskus   (Lapinjärvi )",903,485,418,47,24,34,57,26,20,16,38,31,47,39,53,56,57,46,90,84,65,48,24,48
"07810 Ingermaninkylä   (Lapinjärvi )",280,130,150,44,10,10,15,12,6,4,4,17,21,25,9,22,27,16,19,23,16,9,9,6
"07820 Porlammi   (Lapinjärvi )",505,253,252,48,11,19,26,16,10,11,9,25,29,19,21,28,39,49,33,52,43,24,20,21
"07830 Pukaro   (Lapinjärvi )",290,133,157,44,3,7,20,13,12,4,10,9,21,19,19,17,34,21,21,19,11,9,15,6
"07840 Lindkoski   (Lapinjärvi )",207,105,102,43,5,8,17,9,6,4,8,10,12,8,11,13,14,19,17,15,15,5,7,4
"07850 Heikinkylä   (Lapinjärvi )",311,144,167,47,4,10,30,6,6,4,13,14,15,18,17,17,21,27,21,25,18,19,11,15
"07870 Skinnarby   (Loviisa )",461,216,245,43,13,15,38,11,11,7,19,28,32,27,23,31,42,35,33,26,19,22,17,12
"07880 Liljendal Keskus   (Loviisa )",1031,528,503,44,29,44,64,38,29,22,47,57,50,54,58,72,71,74,74,75,52,36,37,48
"07890 Mickelspiltom   (Loviisa )",201,100,101,46,8,3,13,6,4,7,6,10,11,10,11,12,15,18,12,19,17,6,9,4
"07900 Loviisa Keskus   (Loviisa )",4119,2223,1896,48,88,134,218,136,92,86,159,170,184,178,227,238,278,307,344,393,292,221,172,202
"07910 Valko   (Loviisa )",1137,519,618,47,19,39,70,28,22,25,42,47,54,57,68,71,88,92,110,121,92,36,29,27
"07920 Etelä-Harju   (Loviisa )",1407,679,728,47,31,60,80,53,30,21,38,36,52,82,101,93,95,100,134,151,119,74,37,20
"07930 Pernaja Kirkonkylä   (Loviisa )",657,322,335,46,16,31,52,18,17,12,12,30,25,37,41,59,50,44,42,46,32,25,32,36
"07940 Määrlahti   (Loviisa )",989,493,496,47,20,39,39,20,21,24,60,42,50,48,51,56,91,92,73,76,66,44,33,44
"07945 Kuggom   (Loviisa )",492,249,243,44,12,24,36,21,10,8,17,20,22,33,28,34,40,35,52,42,14,13,19,12
"07955 Tesjoki   (Loviisa )",1220,598,622,44,41,61,84,35,31,17,39,36,79,82,93,74,75,82,113,115,59,37,27,40
"07960 Ahvenkoski   (Loviisa )",125,60,65,50,4,3,5,4,0,0,5,5,4,10,4,8,12,13,14,12,6,3,8,5
"07970 Ruotsinpyhtää Keskus   (Loviisa )",565,277,288,50,7,18,31,22,6,4,9,20,24,26,27,43,48,61,46,61,39,28,25,20
"07980 Kuninkaankylä   (Loviisa )",298,139,159,49,3,14,17,5,5,4,7,15,14,20,15,21,26,16,28,24,19,19,11,15
"07990 Ruotsinkylä-Koskisto   (Loviisa )",310,152,158,46,6,10,24,12,7,7,11,10,10,17,13,29,22,24,28,25,15,16,17,7
"08100 Lohja Keskus   (Lohja )",8062,4445,3617,48,155,206,396,215,159,229,533,384,326,364,373,472,556,552,585,751,556,462,384,404
"08150 Keskilohja   (Lohja )",5291,2701,2590,39,167,306,436,253,158,157,235,209,271,392,379,444,411,360,320,318,178,144,87,66
"08200 Ojamo   (Lohja )",3857,2046,1811,41,131,184,265,129,83,102,250,237,231,203,179,216,269,281,281,322,220,160,63,51
"08350 Routio   (Lohja )",2369,1175,1194,43,60,96,166,68,46,45,138,118,135,155,175,167,178,173,186,158,138,82,46,39
"08360 Kisakallio   (Lohja )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"08450 Hormajärvi   (Lohja )",303,144,159,47,11,12,13,9,10,4,14,9,13,19,21,15,17,22,29,23,21,15,8,18
"08480 Karstu   (Lohja )",272,135,137,41,9,15,24,14,8,3,7,4,16,26,18,22,11,17,31,22,12,4,4,5
"08500 Ventelä-Millola   (Lohja )",6549,3222,3327,40,215,369,572,239,182,147,276,286,381,454,442,516,486,434,488,405,277,177,105,98
"08680 Muijala   (Lohja )",1818,868,950,36,49,104,204,93,67,61,70,74,104,119,158,192,169,109,76,72,42,32,10,13
"08700 Virkkala   (Lohja )",7444,3713,3731,42,189,359,608,311,172,197,306,274,364,455,526,554,577,494,547,565,370,289,164,123
"08800 Kirkniemi   (Lohja )",1633,801,832,40,49,82,136,80,61,33,62,60,88,99,123,124,148,128,108,113,80,26,22,11
"09120 Karjalohja   (Lohja )",1234,629,605,45,33,43,93,54,32,24,43,35,48,65,69,84,88,106,98,109,75,54,46,35
"09220 Sammatti   (Lohja )",1682,844,838,40,63,102,149,68,39,36,55,75,87,111,126,118,95,109,126,122,79,45,41,36
"09430 Saukkola   (Lohja )",1694,829,865,42,49,92,121,59,48,33,76,57,88,100,107,162,142,139,110,111,79,59,41,21
"09520 Millola   (Lohja )",117,52,65,51,3,2,4,2,2,2,4,4,2,2,6,4,13,22,15,10,6,8,5,1
"09630 Koisjärvi   (Lohja )",499,233,266,41,17,28,46,17,4,12,18,16,21,31,39,44,45,32,40,44,14,15,9,7
"09810 Nummi-Oinola   (Lohja )",985,492,493,45,33,54,57,28,16,27,34,32,40,67,76,47,78,70,78,94,48,34,43,29
"09930 Leppäkorpi   (Lohja )",306,147,159,47,5,16,16,13,7,12,10,4,10,17,10,23,30,18,27,36,17,13,10,12
"10120 Tähtelä   (Inkoo )",622,308,314,43,15,37,45,20,13,9,19,17,41,39,48,61,46,42,36,41,33,27,14,19
"10140 Päivölä   (Inkoo )",305,154,151,41,9,14,20,16,8,6,12,4,20,24,22,22,34,28,20,14,16,7,5,4
"10160 Degerby   (Inkoo )",904,437,467,39,27,40,109,30,32,17,30,26,37,65,83,73,75,69,57,57,34,22,13,8
"10210 Inkoo Keskus   (Inkoo )",2768,1457,1311,45,69,128,207,114,54,53,112,87,111,165,183,181,204,168,222,231,177,124,80,98
"10230 Inkoo Asemanseutu   (Inkoo )",401,197,204,40,16,18,33,20,11,6,13,21,21,19,33,30,40,29,16,29,20,16,6,4
"10250 Fagervik   (Inkoo )",132,63,69,48,3,5,7,5,1,2,3,2,9,4,8,12,14,8,7,17,8,8,7,2
"10270 Barösund   (Inkoo )",141,58,83,46,4,6,8,2,3,3,4,3,11,9,6,9,10,11,13,19,9,5,5,1
"10300 Karjaa Keskus   (Raasepori )",7367,3814,3553,44,195,316,479,252,181,178,380,373,426,405,440,478,492,545,502,520,394,305,254,252
"10320 Bäljars   (Raasepori )",1307,632,675,42,39,57,89,51,31,22,61,75,80,61,93,77,108,102,97,99,65,53,26,21
"10330 Pinjainen   (Raasepori )",630,315,315,41,11,26,48,22,16,17,30,34,35,42,40,46,59,51,48,46,28,13,10,8
"10350 Meltolan sairaala-alue   (Raasepori )",115,70,45,58,1,2,7,4,5,5,7,1,3,2,3,3,1,6,3,9,1,13,9,30
