"Postal code area","Households, total, 2012 (TR)","Average income of households, 2012 (TR)","Median income of households, 2012 (TR)","Households belonging to the lowest income category, 2012 (TR)","Households belonging to the middle income category, 2012 (TR)","Households belonging to the highest income category, 2012 (TR)","Accumulated purchasing power of households, 2012 (TR)"
"25330 Kuusjoki Keskus  (Salo)",407,33614,29438,134,210,63,13680932
"25340 Kanunki  (Salo)",185,36144,31160,53,104,28,6686613
"25360 Pertteli Keskus  (Salo)",538,39498,35027,125,319,94,21249907
"25370 Hiisi  (Salo)",285,38270,34595,79,161,45,10906830
"25380 Rekijoki  (Salo)",246,36562,32474,65,139,42,8994370
"25390 Kiikala Keskus  (Salo)",412,33499,27691,138,214,60,13801485
"25410 Suomusjärvi Keskus  (Salo)",551,34048,27919,163,307,81,18760402
"25420 Lahnajärvi  (Salo)",78,38339,31864,18,44,16,2990453
"25430 Kettula  (Salo)",36,37361,31407,7,23,6,1344989
"25460 Toija  (Salo)",589,34541,28665,190,315,84,20344658
"25470 Kisko kk  (Salo)",138,38144,31689,31,87,20,5263848
"25500 Perniö Keskus  (Salo)",1706,35042,28435,498,981,227,59780908
"25520 Perniö Asemanseutu  (Salo)",287,46587,38691,64,156,67,13370338
"25540 Knaapila  (Salo)",96,43038,32577,24,52,20,4131654
"25550 Aijala  (Salo)",67,29578,28196,26,35,6,1981737
"25560 Koski Asemanseutu  (Salo)",108,53504,30809,32,58,18,5778431
"25570 Teijo-Mathildedal  (Salo)",287,37067,29781,72,161,54,10638361
"25610 Ylönkylä  (Salo)",174,43038,35566,43,94,37,7488609
"25630 Finby  (Salo)",152,36837,29925,44,80,28,5599266
"25640 Förby  (Salo)",135,40451,30090,41,64,30,5460870
"25650 Strömma  (Kemiönsaari)",54,41275,26493,19,28,7,2228856
"25660 Mathildedal  (Salo)",69,39552,36537,13,36,20,2729085
"25700 Kemiö Keskus  (Kemiönsaari)",1138,35128,29467,316,669,153,39975602
"25710 Vreta-Vestlax  (Kemiönsaari)",143,37437,29890,38,84,21,5353561
"25730 Mjösund  (Kemiönsaari)",51,38287,33721,12,31,8,1952629
"25760 Kiila  (Kemiönsaari)",58,38638,31297,13,35,10,2241011
"25810 Mark  (Kemiönsaari)",34,31364,25652,11,19,4,1066377
"25820 Vestlax  (Kemiönsaari)",50,42291,32462,14,28,8,2114540
"25830 Västanfjärd Keskus  (Kemiönsaari)",241,36106,30486,64,138,39,8701550
"25840 Nivelax  (Kemiönsaari)",121,42098,35665,27,70,24,5093875
"25860 Björkboda  (Kemiönsaari)",179,34291,27371,49,105,25,6138010
"25870 Dragsfjärd  (Kemiönsaari)",462,34950,29401,115,291,56,16146729
"25900 Taalintehdas  (Kemiönsaari)",772,32274,27095,240,455,77,24915906
"25910 Vänoxa  (Kemiönsaari)",5,..,..,..,..,..,..
"25930 Kasnäs  (Kemiönsaari)",33,41162,25493,6,22,5,1358358
"25940 Hiittinen  (Kemiönsaari)",40,33383,28744,16,18,6,1335307
"25950 Rosala-Kasnäs-Hitis  (Kemiönsaari)",59,38359,30305,21,26,12,2263192
"25960 Högsåra  (Kemiönsaari)",23,..,..,..,..,..,..
"26100 Rauma Keskus  (Rauma)",8741,33333,26140,2654,4626,1461,291361443
"26200 Merirauma-Kappelinluhta  (Rauma)",2355,45672,39030,370,1336,649,107558576
"26410 Kaaro  (Rauma)",580,49686,47713,64,380,136,28817746
"26510 Uotila  (Rauma)",1207,40465,35879,223,757,227,48840934
"26560 Kolla  (Rauma)",285,47664,45856,42,172,71,13584221
"26660 Paroalho  (Rauma)",2500,36515,31603,536,1562,402,91287985
"26720 Monnanummi  (Rauma)",133,49985,52723,17,74,42,6647983
"26740 Vasarainen  (Rauma)",227,47818,44045,40,134,53,10854728
"26820 Sampaanala  (Rauma)",810,32859,29083,213,507,90,26615814
"26840 Kortela  (Rauma)",348,44253,41979,52,217,79,15399870
"26910 Unaja  (Rauma)",264,45346,44189,42,168,54,11971320
"26930 Vermuntila  (Rauma)",262,43852,38427,59,156,47,11489244
"26950 Voiluoto  (Rauma)",169,45627,41697,25,103,41,7710961
"27100 Eurajoki Keskus  (Eurajoki)",1439,40041,36368,347,808,284,57618715
"27110 Irjanne  (Eurajoki)",247,39985,36119,50,156,41,9876372
"27130 Eurajoki asemanseutu  (Eurajoki)",148,39683,35176,27,97,24,5873154
"27150 Lapijoki  (Eurajoki)",537,45309,41032,72,342,123,24330673
"27160 Olkiluoto  (Eurajoki)",.,.,.,.,.,.,.
"27170 Kuivalahti  (Eurajoki)",171,40312,32386,51,89,31,6893383
"27220 Ala-Kieri  (Rauma)",254,43295,39994,45,156,53,10996992
"27230 Lappi  (Rauma)",939,39964,33945,236,540,163,37526047
"27250 Kodiksami  (Rauma)",65,38727,35811,17,36,12,2517237
"27260 Kuolimaa  (Rauma)",91,36001,28007,34,44,13,3276111
"27310 Kodisjoki  (Rauma)",235,39446,36239,59,130,46,9269920
"27320 Ihode  (Pyhäranta)",339,40499,35333,68,213,58,13729111
"27340 Reila  (Pyhäranta)",214,44760,42369,25,135,54,9578638
"27400 Kiukainen Keskus  (Eura)",610,36066,30539,184,337,89,22000352
"27420 Panelia Asemanseutu  (Eura)",120,39716,33205,33,68,19,4765935
"27430 Panelia  (Eura)",590,35813,31139,174,343,73,21129700
"27450 Harola  (Eura)",99,36867,31024,23,65,11,3649787
"27500 Kauttua  (Eura)",1551,38433,32977,301,979,271,59608819
"27510 Eura Keskus  (Eura)",2025,36801,31300,511,1189,325,74522823
"27600 Hinnerjoki  (Eura)",360,34539,27648,117,194,49,12433903
"27640 Honkilahti kk  (Eura)",148,34350,27330,55,71,22,5083741
"27650 Honkilahti  (Eura)",169,30949,24641,65,86,18,5230364
"27670 Mannila  (Eura)",85,36832,31819,24,50,11,3130712
"27710 Köyliö Keskus  (Köyliö)",544,35604,29399,152,316,76,19368333
"27730 Tuiskula  (Köyliö)",79,41583,36758,19,45,15,3285080
"27740 Voitoinen  (Köyliö)",89,31439,24813,39,42,8,2798113
"27750 Yttilä  (Köyliö)",181,34792,31077,46,108,27,6297356
"27800 Säkylä Keskus  (Säkylä)",1549,38670,32262,344,930,275,59899122
"27820 Iso-Vimma  (Säkylä)",380,38679,32690,72,247,61,14698053
"27840 Kakkuri  (Köyliö)",213,40599,36626,36,137,40,8647591
"27860 Vuori  (Köyliö)",153,38570,31287,37,99,17,5901144
"27910 Huovinrinne  (Säkylä)",115,28615,25513,23,78,14,3290757
"27920 Otajoki  (Säkylä)",132,40559,33949,29,82,21,5353751
"28100 Pori Keskus  (Pori)",8301,27671,21241,3103,4193,1005,229699355
"28120 Käppärä-Isomäki  (Pori)",2058,30186,23908,744,1085,229,62123115
"28130 Impola  (Pori)",3527,28315,22709,1322,1850,355,99867822
"28190 Pormestarinluoto  (Pori)",2185,26979,21850,862,1169,154,58948395
"28200 Toejoki  (Pori)",2141,40958,37494,374,1347,420,87690470
"28220 Ruosniemi  (Pori)",1892,41639,38799,329,1231,332,78780110
"28240 Isojoenranta  (Pori)",311,42125,38976,54,193,64,13101011
"28260 Harjunpää  (Ulvila)",409,41071,38162,81,259,69,16798039
"28300 Kalaholma-Väinölä  (Pori)",1039,49620,46299,83,669,287,51554971
"28330 Koivistonluoto  (Pori)",1455,31950,26655,445,842,168,46487554
"28360 Vanhakoivisto  (Pori)",2219,33418,28406,581,1342,296,74155352
"28370 Sampola  (Pori)",1955,24940,19846,876,979,100,48758352
"28400 Ulvila Keskus  (Ulvila)",2656,38450,33077,566,1643,447,102121994
"28430 Kartano-Harmaalinna  (Pori)",709,45685,42553,81,485,143,32390560
"28450 Vanha-Ulvila  (Ulvila)",1881,40200,35944,393,1153,335,75615381
"28500 Keskussairaala-alue-Tiilimäki  (Pori)",492,21814,17089,229,232,31,10732339
"28540 Pinomäki  (Pori)",265,46011,44474,39,169,57,12192796
"28560 Lattomeri  (Pori)",203,42126,40504,37,129,37,8551612
"28580 Niittymaa  (Pori)",238,41601,37596,46,146,46,9900927
"28600 Vähärauma  (Pori)",2046,41290,37031,461,1153,432,84479436
"28610 Musa-Tiiliruukki  (Pori)",1955,39656,33080,462,1127,366,77528052
"28660 Pietniemi-Leppäkorpi  (Pori)",1675,43660,38541,267,1076,332,73130954
"28760 Kyläsaari  (Pori)",982,39244,36364,176,659,147,38537335
"28800 Pihlava  (Pori)",2173,34290,30113,611,1273,289,74512186
"28840 Yyteri-Kaanaa  (Pori)",441,38005,34149,102,271,68,16760041
"28880 Mäntyluoto  (Pori)",249,31218,26504,81,135,33,7773350
"28900 Tahkoluoto-Reposaari  (Pori)",538,33773,28677,155,305,78,18169611
"29100 Luvia Keskus  (Luvia)",1337,41294,36328,295,792,250,55209772
"29180 Peränkylä  (Luvia)",113,38589,32502,29,57,27,4360611
"29200 Harjavalta Keskus  (Harjavalta)",3826,34180,28429,1018,2255,553,130771112
"29250 Nakkila Keskus  (Nakkila)",2280,36052,30521,655,1300,325,82197550
"29270 Hormisto  (Nakkila)",215,35736,30102,65,131,19,7683180
"29280 Järvimaa  (Nakkila)",136,38238,34696,25,88,23,5200371
"29310 Kaasmarkku  (Ulvila)",252,40269,38606,49,160,43,10147782
"29320 Leineperi  (Ulvila)",98,41246,36460,26,57,15,4042093
"29340 Kullaa Keskus  (Ulvila)",442,35810,29200,128,244,70,15828096
"29350 Palus  (Ulvila)",142,35402,33585,28,94,20,5027043
"29570 Söörmarkku  (Pori)",368,44259,42443,68,213,87,16287175
"29600 Noormarkku Keskus  (Pori)",2114,40162,35457,450,1295,369,84902659
"29630 Pomarkku Keskus  (Pomarkku)",906,36407,31199,276,510,120,32984666
"29640 Honkakoski  (Pomarkku)",145,39036,29732,43,78,24,5660212
"29680 Kairila  (Pori)",152,36305,29256,47,77,28,5518418
"29700 Ahlainen  (Pori)",401,32272,27064,135,222,44,12941162
"29720 Lamppi  (Pori)",96,33436,27495,37,48,11,3209882
"29740 Etelämaa  (Merikarvia)",45,39307,31512,14,26,5,1768823
"29750 Pohjansaha  (Pori)",52,36128,30594,13,33,6,1878638
"29760 Köörtilä  (Merikarvia)",45,58587,25136,15,23,7,2636404
"29790 Tuorila  (Merikarvia)",146,38892,32809,43,79,24,5678264
"29810 Siikainen Keskus  (Siikainen)",477,31955,25139,198,228,51,15242319
"29830 Sammi  (Siikainen)",90,37500,29388,31,50,9,3374993
"29860 Otamo  (Siikainen)",62,37172,25459,27,26,9,2304635
"29880 Leväsjoki-Saarineva  (Siikainen)",102,38902,26235,42,43,17,3968002
"29900 Merikarvia Keskus-Rannikko  (Merikarvia)",1118,33060,27939,386,615,117,36960530
"29940 Kuvaskangas  (Merikarvia)",132,36961,29924,40,72,20,4878790
"30100 Forssa Keskus  (Forssa)",5488,34585,28412,1525,3158,805,189802331
"30300 Viksberg  (Forssa)",1598,24396,20381,738,785,75,38985196
"30420 Tölö  (Forssa)",2425,32865,28313,673,1479,273,79697732
"31110 Matku  (Forssa)",284,37746,29893,76,156,52,10719987
"31130 Koijärvi  (Forssa)",123,41586,36480,28,72,23,5115066
"31140 Menonen  (Urjala)",95,42759,37298,26,50,19,4062060
"31160 Nuutajärvi  (Urjala)",174,28313,25274,66,94,14,4926421
"31170 Savijoki  (Forssa)",94,37347,30682,28,46,20,3510571
"31230 Susikas  (Tammela)",97,38146,32642,27,54,16,3700128
"31250 Teuro  (Tammela)",100,41851,33936,23,52,25,4185082
"31300 Tammela Keskus  (Tammela)",1493,38733,33440,389,812,292,57827752
"31310 Mustiala  (Tammela)",48,38231,30422,12,31,5,1835107
"31340 Porras  (Tammela)",250,41112,37457,66,144,40,10278001
"31350 Vistinkoski  (Tammela)",116,35722,32496,36,62,18,4143701
"31370 Eerikkilän Urheiluopisto  (Tammela)",.,.,.,.,.,.,.
"31380 Letku-Torro  (Tammela)",140,39435,35268,32,83,25,5520893
"31400 Somero Keskus  (Somero)",3187,33050,27292,1065,1705,417,105330393
"31410 Ylöpirtti  (Somero)",177,38303,31129,43,110,24,6779718
"31450 Häntälä  (Somero)",156,42666,37684,34,86,36,6655831
"31460 Hirsjärvi  (Somero)",120,49589,33663,33,68,19,5950634
"31470 Somerniemi  (Somero)",325,39457,30752,85,173,67,12823675
"31490 Terttilä  (Somero)",116,39608,33131,26,65,25,4594512
"31500 Koski Tl  (Koski Tl)",1206,34551,27437,379,660,167,41668015
"31520 Pitkäjärvi  (Somero)",227,40270,34078,63,113,51,9141217
"31530 Pyöli  (Somero)",160,41188,36504,35,90,35,6590149
"31600 Jokioinen Keskus  (Jokioinen)",1782,36569,31046,452,1091,239,65165430
"31610 Vaulammi  (Jokioinen)",203,40385,36308,45,125,33,8198187
"31620 Latovainio  (Jokioinen)",176,47245,38317,39,96,41,8315178
"31630 Minkiö  (Jokioinen)",245,41269,37125,53,146,46,10110923
"31640 Humppila Keskus  (Humppila)",1060,34840,29432,324,602,134,36929968
"31650 Venäjänkangas  (Humppila)",88,40220,35251,28,44,16,3539319
"31700 Urjala Asemanseutu-Hanhisuo  (Urjala)",676,36850,33885,174,411,91,24910760
"31720 Urjalankylä-Kehro  (Urjala)",190,36276,29903,51,115,24,6892507
"31730 Honkola  (Urjala)",67,43590,26569,22,33,12,2920501
"31750 Kehro  (Urjala)",36,23096,19746,18,16,2,831454
"31760 Urjala Keskus  (Urjala)",1067,30702,24159,404,535,128,32759272
"31810 Oriniemi  (Punkalaidun)",187,36600,29905,63,89,35,6844266
"31830 Halkivaha  (Urjala)",134,34884,29370,40,82,12,4674393
"31850 Koskioinen  (Punkalaidun)",70,39837,32135,19,40,11,2788573
"31860 Tursa  (Urjala)",148,36116,31707,34,95,19,5345121
"31900 Punkalaidun Keskus  (Punkalaidun)",1022,32179,24838,383,524,115,32887024
"31930 Vanttila  (Punkalaidun)",50,42034,33753,13,28,9,2101719
"31950 Sadonmaa  (Punkalaidun)",74,42054,34860,16,47,11,3112003
"31960 Orisuo  (Loimaa)",36,43242,33703,8,24,4,1556698
"31970 Kanteenmaa  (Punkalaidun)",78,34270,29059,27,41,10,2673081
"32100 Ypäjä Keskus  (Ypäjä)",1001,35396,28298,281,589,131,35430966
"32140 Ypäjä Asemanseutu  (Ypäjä)",134,40248,34394,40,72,22,5393235
"32200 Loimaa Keskus  (Loimaa)",4324,33148,26525,1384,2410,530,143330719
"32210 Loimaa kk  (Loimaa)",1215,35230,29014,376,697,142,42804403
"32250 Kojonkulma  (Loimaa)",131,43568,34260,37,72,22,5707427
"32260 Kojonperä  (Loimaa)",81,40755,32083,26,41,14,3301190
"32270 Metsämaa-Murto  (Loimaa)",245,36565,29585,76,129,40,8958529
"32280 Metsäkorpi  (Loimaa)",79,32775,27727,31,37,11,2589223
"32300 Mellilä  (Loimaa)",636,36668,29422,194,360,82,23320753
"32410 Niinijoki  (Loimaa)",250,43485,39731,56,135,59,10871261
"32430 Ylhäinen  (Loimaa)",46,46444,32604,11,21,14,2136419
"32440 Alastaro Keskus  (Loimaa)",882,33038,27778,296,483,103,29139332
"32450 Tammiainen  (Loimaa)",120,37608,32666,37,68,15,4512981
"32500 Oripää Keskus  (Oripää)",560,34959,28756,178,320,62,19576835
"32520 Latva  (Oripää)",65,53936,38546,10,39,16,3505808
"32560 Virttaa  (Loimaa)",210,38078,33190,51,125,34,7996283
"32610 Vampula Keskus  (Huittinen)",508,35011,27747,167,270,71,17785832
"32620 Rutava  (Huittinen)",191,36497,33795,60,104,27,6970936
"32700 Huittinen Keskus  (Huittinen)",4007,33325,26914,1303,2191,513,133533015
"32710 Sampu  (Huittinen)",260,46220,39032,40,166,54,12017098
"32730 Keikyä  (Sastamala)",354,36979,32461,105,186,63,13090661
"32740 Äetsä Keskus  (Sastamala)",978,31341,26116,318,556,104,30651582
"32760 Suttila  (Huittinen)",85,39636,32906,21,50,14,3369095
"32770 Huhtamo  (Huittinen)",104,40238,33124,29,56,19,4184765
"32800 Kokemäki Keskus  (Kokemäki)",2141,33323,26729,683,1163,295,71345544
"32810 Peipohja  (Kokemäki)",891,36196,32061,242,525,124,32250521
"32830 Riste  (Kokemäki)",239,38013,33712,64,137,38,9085050
"32860 Korkeaoja  (Kokemäki)",76,44920,38179,20,45,11,3413921
"32910 Kauvatsa Asemanseutu  (Kokemäki)",145,35123,29267,51,74,20,5092877
"32920 Kauvatsa  (Kokemäki)",310,31464,24579,128,143,39,9753768
"33100 Tampere Keskus  (Tampere)",10049,33286,25828,2916,5120,2013,334486411
"33180 Lapinniemi-Käpylä  (Tampere)",975,44332,32235,241,442,292,43223911
"33200 Tampere Keskus Läntinen  (Tampere)",4165,33627,24583,1280,2097,788,140057236
"33210 Itä-Amuri-Tammerkoski  (Tampere)",3761,30788,23909,1210,1951,600,115792134
"33230 Länsi-Amuri  (Tampere)",3464,37870,28286,863,1762,839,131183322
"33240 Tahmela  (Tampere)",837,56626,36923,202,359,276,47395703
"33250 Pispala  (Tampere)",1228,40272,28140,391,557,280,49454578
"33270 Epilä  (Tampere)",3854,37347,28909,1056,2051,747,143935682
"33300 Rahola  (Tampere)",2235,41329,32939,485,1245,505,92370246
"33310 Tesoma  (Tampere)",3977,29094,24747,1393,2239,345,115707331
"33330 Myllypuro-Kalkku  (Tampere)",1711,33196,28425,455,1046,210,56798531
"33340 Haukiluoma-Ikuri  (Tampere)",2198,42423,37731,405,1329,464,93246482
"33380 Pitkäniemi  (Nokia)",.,.,.,.,.,.,.
"33400 Luoteis-Tampere  (Tampere)",3099,43927,35633,647,1769,683,136129205
"33410 Lentävänniemi  (Tampere)",2368,33162,27434,634,1423,311,78526780
"33420 Lamminpää  (Tampere)",924,43303,35616,206,526,192,40011825
"33430 Vuorentausta  (Ylöjärvi)",1251,42613,39044,157,871,223,53309120
"33450 Siivikkala  (Ylöjärvi)",1069,52159,47530,111,665,293,55758486
"33470 Ylöjärvi Keskus  (Ylöjärvi)",2907,35766,28751,757,1716,434,103973095
"33480 Manninmäki-Haavisto  (Ylöjärvi)",2768,45268,41302,430,1765,573,125302222
"33500 Osmonmäki-Petsamo  (Tampere)",6940,29167,23367,2249,3753,938,202421218
"33520 Keskussairaala-alue-Kauppi  (Tampere)",542,34072,25186,165,273,104,18467288
"33530 Kissanmaa  (Tampere)",2625,33163,25062,840,1359,426,87053893
"33540 Kaleva  (Tampere)",5354,25853,21959,1992,2877,485,138417157
"33560 Takahuhti  (Tampere)",5045,37073,28680,1297,2836,912,187032916
"33580 Atala-Linnainmaa  (Tampere)",6691,39813,33106,1394,4018,1279,266386139
"33610 Olkahinen-Tasanne  (Tampere)",1611,49804,45737,173,980,458,80233599
"33680 Aitolahti  (Tampere)",679,50947,42978,110,379,190,34592913
"33700 Messukylä  (Tampere)",806,45273,36197,207,365,234,36489788
"33710 Kaukajärvi  (Tampere)",8558,35152,28848,2475,4734,1349,300830987
"33720 Hervanta  (Tampere)",13072,26497,21807,5751,6153,1168,346374805
"33730 Leinola-Vehmainen  (Tampere)",738,49458,43532,106,430,202,36500107
"33800 Nekala  (Tampere)",2903,29444,21640,1120,1403,380,85474762
"33820 Koivistonkylä  (Tampere)",4257,41630,33218,990,2305,962,177220669
"33840 Peltolammi  (Tampere)",1943,29723,26071,609,1124,210,57751599
"33850 Multisilta  (Tampere)",1358,29583,25117,473,779,106,40173388
"33870 Vuores  (Tampere)",355,40318,31879,100,174,81,14312863
"33880 Höytämö  (Lempäälä)",1646,42009,35786,340,962,344,69147286
"33900 Härmälä-Rantaperkiö  (Tampere)",5559,31854,26083,1594,3143,822,177074605
"33920 Toivio  (Pirkkala)",418,54400,51039,38,259,121,22739043
"33950 Killo  (Pirkkala)",2328,45137,36753,355,1338,635,105077911
"33960 Suuppa  (Pirkkala)",4339,45027,38741,771,2491,1077,195371846
"33980 Pirkkala kk  (Pirkkala)",484,55163,50105,54,280,150,26698909
"34110 Lakiala  (Ylöjärvi)",405,53625,52016,55,244,106,21718128
"34130 Ylinen  (Ylöjärvi)",497,45080,42507,94,292,111,22404968
"34140 Mutala  (Ylöjärvi)",273,46021,43991,36,183,54,12563800
"34150 Kyrönlahti  (Ylöjärvi)",162,45457,41195,33,91,38,7364074
"34180 Länsi-Teisko  (Ylöjärvi)",71,36148,28015,25,36,10,2566477
"34240 Kämmenteisko  (Tampere)",622,47011,42790,116,353,153,29240810
"34260 Terälahti  (Tampere)",416,43526,33744,113,214,89,18106844
"34270 Velaatta  (Tampere)",149,35422,31336,43,87,19,5277880
"34300 Kuru Keskus  (Ylöjärvi)",791,31958,25986,275,444,72,25278706
"34320 Parkkuu  (Ylöjärvi)",110,34909,29362,31,65,14,3839986
"34330 Poikelus  (Ylöjärvi)",110,40761,39065,25,69,16,4483715
"34410 Murole  (Ruovesi)",86,35786,27584,24,49,13,3077598
"34420 Muroleen Kanava  (Ruovesi)",22,..,..,..,..,..,..
"34430 Kekkonen  (Ruovesi)",65,42782,40765,12,39,14,2780807
"34450 Jäminkipohja  (Ruovesi)",193,39548,24953,73,96,24,7632780
"34510 Luode  (Ylöjärvi)",51,32217,28694,17,26,8,1643049
"34530 Länsi-Aure  (Ylöjärvi)",36,32634,22232,16,15,5,1174816
"34550 Itä-Aure  (Ylöjärvi)",90,30290,25879,35,47,8,2726061
"34600 Ruovesi Keskus-Nenonen  (Ruovesi)",1365,31996,26639,424,789,152,43674149
"34640 Mustajärvi  (Ruovesi)",101,37178,32379,28,55,18,3754989
"34710 Vaskivesi  (Virrat)",163,37669,30993,54,89,20,6139968
"34730 Vaskuu  (Virrat)",51,33115,26182,15,31,5,1688872
"34740 Koro  (Virrat)",43,39342,28545,14,20,9,1691707
"34770 Kurjenkylä  (Virrat)",112,32025,25303,48,54,10,3586769
"34800 Virrat Keskus  (Virrat)",2541,30994,25194,900,1388,253,78754897
"34870 Visuvesi  (Ruovesi)",320,30014,25458,120,175,25,9604461
"34910 Äijänneva  (Virrat)",48,36649,29782,19,23,6,1759138
"34930 Liedenpohja  (Virrat)",136,39249,33444,47,72,17,5337844
"34950 Ohtola  (Virrat)",92,33172,28637,29,55,8,3051847
"34970 Toisvesi  (Virrat)",51,34091,30533,16,31,4,1738645
"34980 Killinkoski  (Virrat)",208,27705,25056,84,109,15,5762728
"35100 Orivesi Asemanseutu  (Orivesi)",1300,38087,34940,297,808,195,49513558
"35220 Eräjärvi  (Orivesi)",265,33410,28072,88,144,33,8853525
"35240 Ristakallio  (Orivesi)",89,37802,29002,28,49,12,3364344
"35260 Leväslahti  (Orivesi)",8,..,..,..,..,..,..
"35270 Västilä  (Orivesi)",84,34630,28971,29,42,13,2908961
"35300 Orivesi Keskus  (Orivesi)",2433,33307,26343,764,1371,298,81034895
"35320 Hirsilä  (Orivesi)",242,36941,32092,77,136,29,8939724
"35400 Länkipohja  (Jämsä)",515,31030,25425,196,259,60,15980265
"35420 Talviainen  (Orivesi)",61,36402,32659,14,37,10,2220519
"35480 Längelmäki  (Orivesi)",35,33470,31678,15,12,8,1171446
"35500 Korkeakoski  (Juupajoki)",520,32835,28426,165,310,45,17074016
"35520 Pirttikangas  (Juupajoki)",37,33671,27846,11,23,3,1245824
"35530 Lyly  (Juupajoki)",145,32437,29823,40,85,20,4703339
"35540 Juupajoki  (Juupajoki)",181,47998,40695,36,101,44,8687685
"35550 Salokunta  (Juupajoki)",66,45900,40344,17,32,17,3029394
"35600 Halli  (Jämsä)",734,35310,30553,176,455,103,25917787
"35610 Pihlaisto  (Jämsä)",45,37003,29751,10,33,2,1665127
"35630 Suinula-Valkamanperä  (Jämsä)",81,35169,31303,17,54,10,2848711
"35700 Vilppula Keskus  (Mänttä-Vilppula)",1760,33196,27907,533,1049,178,58424553
"35740 Ylä-Vääri  (Ruovesi)",52,45120,32413,15,22,15,2346238
"35750 Väärinmaja  (Ruovesi)",136,42246,31532,33,85,18,5745409
"35800 Mänttä  (Mänttä-Vilppula)",2356,31523,26486,688,1388,280,74267733
"35820 Asemakulma-Mustalahti  (Jämsä)",1029,35569,31735,222,663,144,36600037
"35990 Kolho  (Mänttä-Vilppula)",583,32351,28133,167,370,46,18860634
"36100 Kangasala Asemanseutu  (Kangasala)",413,53633,49796,35,258,120,22150570
"36110 Ruutana  (Kangasala)",973,48832,47123,101,607,265,47513681
"36120 Suinula-Haviseva  (Kangasala)",415,47481,44906,63,260,92,19704614
"36200 Kangasala Keskus  (Kangasala)",4464,40625,34327,939,2657,868,181351308
"36220 Suorama  (Kangasala)",2191,38683,34278,430,1434,327,84753476
"36240 Nattari  (Kangasala)",1948,43026,38381,298,1239,411,83815250
"36270 Huutijärvi  (Kangasala)",560,46132,39610,107,330,123,25834009
"36280 Pikonlinna  (Kangasala)",6,..,..,..,..,..,..
"36340 Tohkala  (Kangasala)",110,41706,39354,30,55,25,4587616
"36420 Sahalahti Keskus  (Kangasala)",813,38302,32574,210,477,126,31139167
"36430 Pakkala  (Kangasala)",209,40490,32939,55,126,28,8462417
"36450 Salmentaka  (Pälkäne)",115,34042,28283,35,67,13,3914882
"36520 Raikku  (Kangasala)",164,42131,36171,30,104,30,6909509
"36570 Kaivanto  (Kangasala)",114,48810,41847,25,63,26,5564345
"36600 Pälkäne Keskus  (Pälkäne)",1559,37981,32422,406,906,247,59211783
"36640 Iltasmäki  (Pälkäne)",167,42505,38695,38,92,37,7098314
"36660 Laitikkala  (Pälkäne)",91,46070,41944,23,45,23,4192376
"36720 Aitoo  (Pälkäne)",287,33676,27577,93,166,28,9665095
"36760 Luopioinen Keskus  (Pälkäne)",420,32327,27549,128,245,47,13577532
"36810 Kuhmalahti Keskus  (Kangasala)",251,36136,31262,73,139,39,9070144
"36840 Kuhmajärvi  (Kangasala)",180,33548,28739,57,102,21,6038606
"36880 Vehkajärvi  (Kangasala)",78,31826,26086,29,42,7,2482420
"36910 Rautajärvi  (Pälkäne)",193,32255,24055,71,95,27,6225185
"36930 Kyynärö  (Pälkäne)",93,33889,27623,30,53,10,3151650
"37100 Nokia Keskus  (Nokia)",3695,30604,24973,1159,2101,435,113080010
"37120 Koskenmäki  (Nokia)",4264,43923,39906,700,2590,974,187286608
"37130 Alhoniitty  (Nokia)",1973,42671,38669,347,1219,407,84189819
"37140 Harjuniitty  (Nokia)",812,46275,44367,91,509,212,37575327
"37150 Kankaantaka  (Nokia)",1768,38987,34521,391,1063,314,68928839
"37180 Sarkola  (Nokia)",150,42235,37469,32,89,29,6335292
"37200 Siuro  (Nokia)",1023,43296,40129,166,670,187,44291310
"37210 Kulovesi  (Nokia)",11,..,..,..,..,..,..
"37240 Linnavuori  (Nokia)",359,33334,28766,104,217,38,11967048
"37310 Tottijärvi  (Nokia)",353,43063,41306,80,186,87,15201255
"37350 Rämsöö  (Vesilahti)",74,39681,39070,9,54,11,2936416
"37370 Narva  (Vesilahti)",458,37947,32879,134,242,82,17379837
"37380 Krääkkiö  (Vesilahti)",82,35494,28769,23,48,11,2910467
"37420 Valkkinen  (Vesilahti)",319,43746,40119,73,185,61,13954908
"37470 Vesilahti Keskus  (Vesilahti)",684,47363,45153,100,436,148,32396583
"37500 Lempäälä Keskus  (Lempäälä)",3387,39629,33306,790,1953,644,134223871
"37530 Säijä  (Lempäälä)",216,42811,38264,38,124,54,9247073
"37550 Kuivaspää  (Lempäälä)",1739,47786,45687,256,1058,425,83099643
"37560 Kulju  (Lempäälä)",1447,52520,49940,163,881,403,75996376
"37570 Koivuniemi  (Lempäälä)",154,48644,46223,29,85,40,7491191
"37600 Valkeakoski Keskus  (Valkeakoski)",5885,34128,29309,1518,3561,806,200845117
"37630 Vääräkoivu  (Valkeakoski)",3331,38414,33441,724,1993,614,127958480
"37700 Sääksmäki  (Valkeakoski)",198,39763,33415,49,117,32,7873078
"37720 Ritvala  (Valkeakoski)",78,46351,39813,13,48,17,3615413
"37740 Haukila  (Valkeakoski)",126,38425,34815,27,82,17,4841601
