"Postal code area","Aged 18 or over, total, 2014 (HR)","Average income of inhabitants, 2014 (HR)","Median income of inhabitants, 2014 (HR)","Inhabintants belonging to the lowest income category, 2014 (HR)","Inhabitants belonging to the middle income category, 2014 (HR)","Inhabintants belonging to the highest income category, 2014 (HR)","Accumulated purchasing power of inhabitants, 2014 (HR)"
"21430 Yliskulma   (Lieto )",597,25859,24403,92,340,165,15437746
"21450 Tarvasjoki Keskus   (Lieto )",1414,23323,21935,265,871,278,32978623
"21480 Prunkila   (Marttila )",292,23108,19389,61,177,54,6747464
"21490 Marttila   (Marttila )",918,21639,18859,201,578,139,19865008
"21500 Piikkiö   (Kaarina )",5317,24920,22835,830,3178,1309,132497213
"21510 Hevonpää   (Paimio )",353,26124,23307,54,210,89,9221688
"21520 Naskarla   (Paimio )",13,..,..,..,..,..,..
"21530 Paimio Keskus   (Paimio )",6485,23693,21872,982,4163,1340,153646786
"21540 Preitilä   (Paimio )",1009,26122,24983,136,578,295,26357218
"21555 Taatila   (Paimio )",262,22355,22045,55,156,51,5857052
"21560 Ollila   (Marttila )",422,22135,19057,108,237,77,9341068
"21570 Sauvo Keskus   (Sauvo )",2019,22858,20521,425,1174,420,46149617
"21590 Karuna   (Sauvo )",373,22668,20583,86,216,71,8455009
"21600 Parainen Keskus   (Parainen )",8488,23891,22157,1406,5175,1907,202789763
"21610 Kirjala   (Parainen )",819,26606,23325,136,458,225,21790213
"21620 Kuusisto   (Kaarina )",1525,36283,26428,198,759,568,55331353
"21630 Lielahti   (Parainen )",432,35154,23244,83,237,112,15186353
"21650 Lillandet   (Parainen )",379,26402,20113,98,203,78,10006410
"21660 Nauvo Keskus   (Parainen )",610,24352,19727,129,368,113,14854722
"21670 Mattnäs-Nötö   (Parainen )",184,21739,19295,46,109,29,3999937
"21680 Nötö   (Parainen )",11,..,..,..,..,..,..
"21710 Korppoo Keskus-Utö   (Parainen )",542,21688,20169,99,341,102,11754783
"21720 Korpoström   (Parainen )",22,..,..,..,..,..,..
"21740 Utö   (Parainen )",37,27059,24246,6,18,13,1001174
"21750 Norrskata   (Parainen )",94,19165,16155,29,54,11,1801514
"21760 Houtskär Keskus   (Parainen )",369,20693,18914,94,213,62,7635666
"21770 Mossala   (Parainen )",97,23292,20233,14,65,18,2259284
"21800 Kyrö   (Pöytyä )",1943,21848,19661,410,1230,303,42451416
"21820 Kumila   (Pöytyä )",279,22423,19542,66,168,45,6256044
"21840 Karinainen   (Pöytyä )",243,24680,22488,46,152,45,5997301
"21860 Auvainen   (Pöytyä )",308,21999,21332,58,197,53,6775710
"21870 Riihikoski   (Pöytyä )",1514,22151,20582,289,985,240,33535881
"21880 Pöytyä   (Pöytyä )",354,20994,18261,87,207,60,7431986
"21890 Haveri   (Pöytyä )",215,21651,20180,54,119,42,4655038
"21900 Yläne Keskus   (Pöytyä )",1241,19697,17584,300,792,149,24443521
"21930 Uusikartano   (Pöytyä )",446,20503,19805,106,278,62,9144560
"22100 Maarianhamina   (Maarianhamina )",9490,28031,24476,1495,5152,2843,266015475
"22120 Möckelö   (Jomala )",571,29271,26957,75,285,211,16713650
"22130 Gottby   (Jomala )",621,28406,26480,71,338,212,17640082
"22140 Önningby   (Jomala )",806,29837,28222,90,387,329,24048490
"22150 Jomala Centrum   (Jomala )",1373,25893,24793,188,801,384,35551383
"22160 Järsö   (Lemland )",251,32517,29003,35,107,109,8161684
"22220 Emkarby   (Finström )",310,25442,24692,50,182,78,7886999
"22240 Hammarland   (Hammarland )",1173,25031,22977,209,687,277,29360896
"22270 Storby   (Eckerö )",764,23979,22678,139,452,173,18319730
"22310 Pålsböle   (Finström )",413,22878,22550,79,248,86,9448467
"22320 Ödkarby   (Saltvik )",651,26120,24941,106,357,188,17004137
"22330 Tjudö   (Finström )",254,29834,22656,50,143,61,7577714
"22340 Geta   (Geta )",406,21425,20726,103,229,74,8698399
"22410 Godby   (Finström )",1225,24719,23769,172,745,308,30281176
"22430 Saltvik   (Saltvik )",560,25240,23848,75,345,140,14134532
"22520 Tosarby   (Sund )",401,24446,23393,57,252,92,9802929
"22530 Sund   (Sund )",426,23528,22174,71,263,92,10022823
"22550 Vårdö   (Vårdö )",344,23182,22011,69,201,74,7974606
"22610 Lemland   (Lemland )",1135,26618,25934,164,630,341,30211547
"22630 Lumparland   (Lumparland )",335,25435,24072,58,186,91,8520569
"22710 Ålands Degerby   (Föglö )",467,27470,22251,93,268,106,12828328
"22720 Sottunga   (Sottunga )",89,27849,19318,16,47,26,2478523
"22730 Kökar   (Kökar )",217,22337,21029,45,121,51,4847120
"22810 Seglinge   (Kumlinge )",32,18845,15147,12,15,5,603032
"22820 Kumlinge   (Kumlinge )",176,23820,21124,36,94,46,4192346
"22830 Enklinge   (Kumlinge )",69,23611,22343,15,38,16,1629153
"22840 Lappo   (Brändö )",62,24603,19429,16,33,13,1525404
"22910 Torsholma   (Brändö )",69,46445,26684,8,39,22,3204707
"22920 Brändö-Åland   (Brändö )",143,25968,21919,25,77,41,3713379
"22930 Fiskö   (Brändö )",34,26310,26836,7,16,11,894548
"22940 Åva   (Brändö )",72,27787,23196,12,40,20,2000674
"22950 Jurmo   (Brändö )",39,21636,20807,13,14,12,843796
"23100 Mynämäki Keskus   (Mynämäki )",5015,21600,20243,992,3212,811,108324267
"23120 Mietoinen Keskus   (Mynämäki )",722,24157,22626,126,450,146,17441633
"23140 Hietamäki   (Mynämäki )",538,23972,22443,94,337,107,12897019
"23200 Vinkkilä   (Vehmaa )",1329,20460,18260,305,851,173,27191612
"23210 Vehmaa   (Vehmaa )",472,22428,19965,102,285,85,10586054
"23260 Rautila   (Vehmaa )",158,22972,20659,28,100,30,3629597
"23310 Taivassalo   (Taivassalo )",1381,21399,18602,315,850,216,29551633
"23360 Kustavi   (Kustavi )",778,21246,18540,175,486,117,16529507
"23390 Iniö   (Parainen )",193,21029,17132,61,96,36,4058558
"23450 Lokalahti   (Uusikaupunki )",800,21704,19737,180,511,109,17363350
"23500 Uusikaupunki Keskus   (Uusikaupunki )",9467,22081,20356,1546,6523,1398,209043020
"23600 Kalanti Keskus   (Uusikaupunki )",1791,21622,20378,326,1204,261,38724606
"23660 Kalanti Asemanseutu   (Uusikaupunki )",292,24837,20913,45,188,59,7252262
"23800 Laitila Keskus   (Laitila )",6416,21682,20243,1298,4125,993,139111651
"23840 Soukainen   (Laitila )",143,22503,19756,37,83,23,3217930
"23880 Suontaka   (Laitila )",80,19218,17490,22,50,8,1537474
"23930 Pyhämaa   (Uusikaupunki )",461,21575,19143,107,278,76,9945968
"23950 Pyhäranta   (Pyhäranta )",446,21862,20543,76,307,63,9750577
"23960 Santtio   (Pyhäranta )",196,21418,19595,49,110,37,4197859
"24100 Salo Keskus   (Salo )",7924,20367,17397,1714,5265,945,161390588
"24130 Ylhäisi   (Salo )",3029,22937,20270,580,1882,567,69475738
"24240 Rappula   (Salo )",3370,22251,18406,676,2147,547,74984316
"24260 Ollikkala   (Salo )",3769,19152,17290,963,2409,397,72184101
"24280 Tupuri-Hähkänä   (Salo )",3776,24380,23439,577,2292,907,92060432
"24800 Halikko Keskus   (Salo )",3722,22564,20309,689,2401,632,83983517
"24910 Halikko Asemanseutu   (Salo )",753,26293,23927,99,437,217,19798506
"25110 Kruusila   (Salo )",291,22032,17959,85,158,48,6411368
"25130 Muurla   (Salo )",1188,22635,20556,239,722,227,26890617
"25160 Tuohittu   (Salo )",93,20726,17738,24,55,14,1927538
"25170 Kotalato   (Salo )",119,20576,16897,39,61,19,2448497
"25180 Romsila   (Salo )",186,22869,21310,42,101,43,4253641
"25190 Inkere   (Salo )",748,21615,19907,145,495,108,16167932
"25210 Vartsala   (Salo )",299,23758,20472,57,178,64,7103668
"25230 Angelniemi   (Salo )",302,21776,19647,78,165,59,6576310
"25240 Hajala   (Salo )",544,22208,19467,119,315,110,12081278
"25250 Märynummi   (Salo )",798,23039,21570,99,557,142,18385065
"25260 Vaskio   (Salo )",815,21376,19356,194,477,144,17421208
"25320 Raatala   (Salo )",355,20878,18998,99,202,54,7411828
"25330 Kuusjoki Keskus   (Salo )",671,19737,18144,157,442,72,13243439
"25340 Kanunki   (Salo )",326,20466,18276,94,182,50,6671895
"25360 Pertteli Keskus   (Salo )",911,22139,21719,176,579,156,20168248
"25370 Hiisi   (Salo )",506,21726,20926,113,306,87,10993392
"25380 Rekijoki   (Salo )",422,20658,17932,116,247,59,8717705
"25390 Kiikala Keskus   (Salo )",683,20425,17695,187,397,99,13950419
"25410 Suomusjärvi Keskus   (Salo )",954,20338,17968,227,588,139,19402446
"25420 Lahnajärvi   (Salo )",127,22885,21466,30,68,29,2906336
"25430 Kettula   (Salo )",60,23659,22040,14,30,16,1419527
"25460 Toija   (Salo )",986,20607,17751,242,614,130,20318115
"25470 Kisko kk   (Salo )",242,21429,18114,55,155,32,5185841
"25500 Perniö Keskus   (Salo )",2829,20795,18218,590,1850,389,58828046
"25520 Perniö Asemanseutu   (Salo )",529,23381,20331,117,311,101,12368338
"25540 Knaapila   (Salo )",177,24794,19940,38,104,35,4388513
"25550 Aijala   (Salo )",78,19789,17089,19,51,8,1543563
"25560 Koski Asemanseutu   (Salo )",182,38918,19414,49,108,25,7083082
"25570 Teijo-Mathildedal   (Salo )",485,20844,16675,124,285,76,10109191
"25610 Ylönkylä   (Salo )",323,23749,20344,67,188,68,7671047
"25630 Finby   (Salo )",252,21887,18686,56,160,36,5515571
"25640 Förby   (Salo )",213,24123,19898,54,114,45,5138286
"25650 Strömma   (Kemiönsaari )",88,27826,17462,22,55,11,2448731
"25660 Mathildedal   (Salo )",127,24177,18839,21,74,32,3070446
"25700 Kemiö Keskus   (Kemiönsaari )",1914,21243,19180,406,1195,313,40659395
"25710 Vreta-Vestlax   (Kemiönsaari )",249,22227,21059,56,144,49,5534621
"25730 Mjösund   (Kemiönsaari )",84,22489,21412,14,53,17,1889094
"25760 Kiila   (Kemiönsaari )",108,19880,17060,28,63,17,2147062
"25810 Mark   (Kemiönsaari )",57,19985,16818,17,33,7,1139124
"25820 Vestlax   (Kemiönsaari )",85,22258,18867,22,48,15,1891960
"25830 Västanfjärd Keskus   (Kemiönsaari )",403,22593,18736,94,230,79,9105113
"25840 Nivelax   (Kemiönsaari )",232,21437,18442,54,136,42,4973463
"25860 Björkboda   (Kemiönsaari )",281,22481,19195,61,178,42,6317149
"25870 Dragsfjärd   (Kemiönsaari )",813,20344,18528,173,544,96,16539428
"25900 Taalintehdas   (Kemiönsaari )",1236,19545,17314,246,864,126,24157831
"25910 Vänoxa   (Kemiönsaari )",8,..,..,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",60,23335,22705,11,38,11,1400092
"25940 Hiittinen   (Kemiönsaari )",65,18729,17017,21,36,8,1217411
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",100,21075,20187,24,58,18,2107501
"25960 Högsåra   (Kemiönsaari )",40,20014,16635,13,20,7,800554
"26100 Rauma Keskus   (Rauma )",13707,22167,19138,2892,8326,2489,303839900
"26200 Merirauma-Kappelinluhta   (Rauma )",4096,26578,23028,673,2279,1144,108861650
"26410 Kaaro   (Rauma )",1114,26664,24272,165,638,311,29703442
"26510 Uotila   (Rauma )",2120,23003,21408,364,1326,430,48766342
"26560 Kolla   (Rauma )",571,23926,22245,114,323,134,13661618
"26660 Paroalho   (Rauma )",4119,22124,20612,723,2703,693,91128941
"26720 Monnanummi   (Rauma )",286,25962,24618,30,165,91,7425227
"26740 Vasarainen   (Rauma )",431,25836,22211,83,248,100,11135358
"26820 Sampaanala   (Rauma )",1336,20303,19013,298,855,183,27124551
"26840 Kortela   (Rauma )",639,23547,21747,114,390,135,15046372
"26910 Unaja   (Rauma )",504,24343,22869,87,292,125,12269089
"26930 Vermuntila   (Rauma )",487,23261,20287,105,280,102,11328278
"26950 Voiluoto   (Rauma )",316,25244,22723,54,178,84,7976974
"27100 Eurajoki Keskus   (Eurajoki )",2608,23500,21780,423,1587,598,61288768
"27110 Irjanne   (Eurajoki )",459,22207,21617,101,270,88,10192965
"27130 Eurajoki asemanseutu   (Eurajoki )",273,22442,19625,62,156,55,6126765
"27150 Lapijoki   (Eurajoki )",997,24126,21572,169,611,217,24053675
"27160 Olkiluoto   (Eurajoki )",.,.,.,.,.,.,.
"27170 Kuivalahti   (Eurajoki )",310,23167,19162,74,166,70,7181623
"27220 Ala-Kieri   (Rauma )",479,23147,22170,88,287,104,11087651
"27230 Lappi   (Rauma )",1672,22313,20046,333,1026,313,37308141
"27250 Kodiksami   (Rauma )",110,22842,19153,21,62,27,2512614
"27260 Kuolimaa   (Rauma )",157,22129,19469,43,81,33,3474241
"27310 Kodisjoki   (Rauma )",396,21878,20950,94,223,79,8663599
"27320 Ihode   (Pyhäranta )",592,22612,21443,107,390,95,13386235
"27340 Reila   (Pyhäranta )",398,23879,21423,71,237,90,9503907
"27400 Kiukainen Keskus   (Eura )",1120,20894,18173,253,705,162,23401125
"27420 Panelia Asemanseutu   (Eura )",221,22186,19271,53,128,40,4903142
"27430 Panelia   (Eura )",1011,21281,19246,222,644,145,21515268
"27450 Harola   (Eura )",175,22168,20694,33,113,29,3879405
"27500 Kauttua   (Eura )",2579,23623,22390,374,1705,500,60924343
"27510 Eura Keskus   (Eura )",3470,22642,20216,627,2252,591,78568220
"27600 Hinnerjoki   (Eura )",597,21215,18335,169,327,101,12665165
"27640 Honkilahti kk   (Eura )",258,19973,17619,72,153,33,5152955
"27650 Honkilahti   (Eura )",263,19226,16520,83,151,29,5056344
"27670 Mannila   (Eura )",148,21246,18882,34,88,26,3144430
"27710 Köyliö Keskus   (Säkylä )",900,21369,19445,179,598,123,19232148
"27730 Tuiskula   (Säkylä )",166,20809,19514,46,93,27,3454250
"27740 Voitoinen   (Säkylä )",146,19789,16415,50,70,26,2889258
"27750 Yttilä   (Säkylä )",284,21705,20088,48,182,54,6164247
"27800 Säkylä Keskus   (Säkylä )",2631,23205,20933,445,1704,482,61051636
"27820 Iso-Vimma   (Säkylä )",627,23028,21810,98,432,97,14438575
"27840 Kakkuri   (Säkylä )",393,21894,21095,66,272,55,8604299
"27860 Vuori   (Säkylä )",283,22284,19760,68,158,57,6306318
"27910 Huovinrinne   (Säkylä )",152,21283,20858,22,105,25,3235035
"27920 Otajoki   (Säkylä )",227,23098,22197,35,156,36,5243267
"28100 Pori Keskus   (Pori )",11510,21020,17518,2542,7461,1507,241938539
"28120 Käppärä-Isomäki   (Pori )",3177,21019,17959,712,2019,446,66777871
"28130 Impola   (Pori )",5236,20455,17878,1231,3347,658,107104429
"28190 Pormestarinluoto   (Pori )",3245,19333,17519,694,2239,312,62737122
"28200 Toejoki   (Pori )",3793,23106,22018,591,2460,742,87641129
"28220 Ruosniemi   (Pori )",3658,23166,21880,596,2340,722,84742299
"28240 Isojoenranta   (Pori )",575,23137,21281,92,374,109,13303707
"28260 Harjunpää   (Ulvila )",748,22780,21207,132,486,130,17039544
"28300 Kalaholma-Väinölä   (Pori )",1992,26533,24726,259,1160,573,52852999
"28330 Koivistonluoto   (Pori )",2261,21176,19248,474,1458,329,47878833
"28360 Vanhakoivisto   (Pori )",3592,21361,19450,646,2414,532,76727396
"28370 Sampola   (Pori )",2772,18134,16569,647,1945,180,50267682
"28400 Ulvila Keskus   (Ulvila )",4473,22791,20722,813,2853,807,101946061
"28430 Kartano-Harmaalinna   (Pori )",1304,24410,22703,201,794,309,31830525
"28450 Vanha-Ulvila   (Ulvila )",3360,23262,21399,551,2166,643,78158680
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",759,17833,16569,201,503,55,13535282
"28540 Pinomäki   (Pori )",509,23799,23393,96,300,113,12113786
"28560 Lattomeri   (Pori )",383,23305,22643,79,219,85,8925702
"28580 Niittymaa   (Pori )",460,22629,20874,84,292,84,10409365
"28600 Vähärauma   (Pori )",3711,24966,22698,641,2172,898,92650046
"28610 Musa-Tiiliruukki   (Pori )",3280,23523,21397,638,1955,687,77155987
"28660 Pietniemi-Leppäkorpi   (Pori )",3004,24435,22575,495,1865,644,73401695
"28760 Kyläsaari   (Pori )",1817,21923,21394,347,1161,309,39833323
"28800 Pihlava   (Pori )",3552,21265,19475,715,2331,506,75532287
"28840 Yyteri-Kaanaa   (Pori )",762,21860,20149,168,450,144,16657628
"28880 Mäntyluoto   (Pori )",360,21435,18716,68,234,58,7716533
"28900 Tahkoluoto-Reposaari   (Pori )",880,20913,18644,183,567,130,18403703
"29100 Luvia Keskus   (Eurajoki )",2362,23156,20736,435,1462,465,54694860
"29180 Peränkylä   (Eurajoki )",225,21821,19596,52,138,35,4909805
"29200 Harjavalta Keskus   (Harjavalta )",5994,22007,20040,1063,3977,954,131910589
"29250 Nakkila Keskus   (Nakkila )",3846,21871,19642,791,2452,603,84116999
"29270 Hormisto   (Nakkila )",371,20487,17903,92,238,41,7600683
"29280 Järvimaa   (Nakkila )",233,21262,20509,50,154,29,4954015
"29310 Kaasmarkku   (Ulvila )",463,23565,20046,102,279,82,10910616
"29320 Leineperi   (Ulvila )",181,21573,19703,44,105,32,3904698
"29340 Kullaa Keskus   (Ulvila )",761,20696,19537,173,493,95,15749788
"29350 Palus   (Ulvila )",243,20520,18420,62,148,33,4986335
"29570 Söörmarkku   (Pori )",702,24405,23403,113,427,162,17132254
"29600 Noormarkku Keskus   (Pori )",3861,23027,21046,704,2439,718,88906112
"29630 Pomarkku Keskus   (Pomarkku )",1564,20332,18080,377,971,216,31799315
"29640 Honkakoski   (Pomarkku )",247,19794,16386,80,138,29,4889130
"29680 Kairila   (Pori )",268,19323,16960,82,155,31,5178642
"29700 Ahlainen   (Pori )",681,19908,17530,183,407,91,13557240
"29720 Lamppi   (Pori )",157,19718,16141,46,94,17,3095650
"29740 Etelämaa   (Merikarvia )",90,19934,16578,26,51,13,1794101
"29750 Pohjansaha   (Merikarvia )",95,20581,18762,33,45,17,1955150
"29760 Köörtilä   (Merikarvia )",74,20829,17930,19,44,11,1541345
"29790 Tuorila   (Merikarvia )",271,21679,18460,75,151,45,5875021
"29810 Siikainen Keskus   (Siikainen )",787,18872,15661,252,451,84,14852562
"29830 Sammi   (Siikainen )",165,17620,14817,64,85,16,2907351
"29860 Otamo   (Siikainen )",113,18985,15427,33,68,12,2145323
"29880 Leväsjoki-Saarineva   (Siikainen )",179,19558,14910,62,89,28,3500892
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",1907,20629,17784,459,1234,214,39339069
"29940 Kuvaskangas   (Merikarvia )",226,19166,15108,87,108,31,4331584
"30100 Forssa Keskus   (Tammela )",8781,21726,19367,1698,5699,1384,190773777
"30300 Viksberg   (Forssa )",2250,17197,15635,643,1467,140,38694323
"30420 Tölö   (Forssa )",4044,20703,18895,762,2751,531,83723042
"31110 Matku   (Forssa )",482,20661,17858,118,301,63,9958667
"31130 Koijärvi   (Forssa )",212,21488,19473,48,130,34,4555370
"31140 Menonen   (Urjala )",159,20002,16428,40,96,23,3180293
"31160 Nuutajärvi   (Urjala )",256,17734,16344,77,155,24,4539941
"31170 Savijoki   (Forssa )",171,20144,16766,48,98,25,3444601
"31230 Susikas   (Tammela )",176,19981,18377,50,102,24,3516718
"31250 Teuro   (Tammela )",175,24501,21927,22,117,36,4287627
"31300 Tammela Keskus   (Tammela )",2579,22564,20215,472,1610,497,58192791
"31310 Mustiala   (Tammela )",85,19144,15992,33,36,16,1627267
"31340 Porras   (Tammela )",465,21920,19951,104,275,86,10192980
"31350 Vistinkoski   (Tammela )",203,20560,18683,47,122,34,4173698
"31370 Eerikkilän Urheiluopisto   (Tammela )",.,.,.,.,.,.,.
"31380 Letku-Torro   (Tammela )",258,22834,19991,48,160,50,5891235
"31400 Somero Keskus   (Somero )",5228,20678,18191,1145,3382,701,108102523
"31410 Ylöpirtti   (Somero )",313,20772,19888,77,188,48,6501755
"31450 Häntälä   (Somero )",280,24077,22337,60,152,68,6741623
"31460 Hirsjärvi   (Somero )",218,24095,18798,65,116,37,5252672
"31470 Somerniemi   (Somero )",590,23041,18646,160,303,127,13594109
"31490 Terttilä   (Somero )",200,24056,21115,51,104,45,4811236
"31500 Koski Tl   (Koski Tl )",2006,21098,18225,549,1156,301,42321680
"31520 Pitkäjärvi   (Somero )",397,22851,19629,104,206,87,9071743
"31530 Pyöli   (Somero )",284,21674,19742,73,153,58,6155352
"31600 Jokioinen Keskus   (Jokioinen )",2999,22034,20661,510,1990,499,66081054
"31610 Vaulammi   (Jokioinen )",378,21884,19568,90,212,76,8272213
"31620 Latovainio   (Jokioinen )",342,24516,20565,76,195,71,8384449
"31630 Minkiö   (Jokioinen )",447,23220,21339,84,281,82,10379215
"31640 Humppila Keskus   (Humppila )",1767,20581,18601,391,1144,232,36367470
"31650 Venäjänkangas   (Humppila )",160,22833,20827,30,100,30,3653234
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",1171,21206,19565,258,733,180,24832649
"31720 Urjalankylä-Kehro   (Urjala )",316,35375,17722,82,179,55,11178396
"31730 Honkola   (Urjala )",110,23468,17656,38,56,16,2581511
"31750 Kehro   (Urjala )",54,16337,15509,22,29,3,882215
"31760 Urjala Keskus   (Urjala )",1583,20230,17466,339,1058,186,32023617
"31810 Oriniemi   (Punkalaidun )",329,21661,16588,99,170,60,7126308
"31830 Halkivaha   (Urjala )",248,19090,17575,81,133,34,4734323
"31850 Koskioinen   (Punkalaidun )",119,24819,18825,32,60,27,2953476
"31860 Tursa   (Urjala )",266,19496,16977,77,158,31,5185959
"31900 Punkalaidun Keskus   (Punkalaidun )",1653,19869,17214,435,1036,182,32842784
"31930 Vanttila   (Punkalaidun )",91,24467,18164,21,54,16,2226480
"31950 Sadonmaa   (Punkalaidun )",148,19255,16556,47,79,22,2849788
"31960 Orisuo   (Loimaa )",65,21633,17797,15,42,8,1406123
"31970 Kanteenmaa   (Punkalaidun )",134,19357,16653,40,78,16,2593843
"32100 Ypäjä Keskus   (Ypäjä )",1736,20442,18508,444,1053,239,35486951
"32140 Ypäjä Asemanseutu   (Ypäjä )",251,21083,19301,64,144,43,5291943
"32200 Loimaa Keskus   (Loimaa )",6900,21172,18877,1490,4449,961,146084334
"32210 Loimaa kk   (Loimaa )",1995,22085,19139,434,1281,280,44060034
"32250 Kojonkulma   (Loimaa )",229,24511,19989,50,130,49,5613124
"32260 Kojonperä   (Loimaa )",145,19854,16720,45,80,20,2878800
"32270 Metsämaa-Murto   (Loimaa )",388,21942,19285,84,243,61,8513588
"32280 Metsäkorpi   (Loimaa )",136,19444,16471,43,74,19,2644354
"32300 Mellilä   (Loimaa )",1102,20812,18165,300,651,151,22935093
"32410 Niinijoki   (Loimaa )",464,24208,21301,87,269,108,11232512
"32430 Ylhäinen   (Loimaa )",78,25286,22843,15,44,19,1972332
"32440 Alastaro Keskus   (Loimaa )",1544,19771,17259,396,961,187,30525955
"32450 Tammiainen   (Loimaa )",218,20003,17097,64,120,34,4360569
"32500 Oripää Keskus   (Oripää )",920,21758,19096,212,568,140,20017799
"32520 Latva   (Oripää )",122,27621,20484,26,69,27,3369822
"32560 Virttaa   (Loimaa )",369,21620,19690,76,233,60,7977828
"32610 Vampula Keskus   (Huittinen )",873,21274,18428,216,538,119,18572616
"32620 Rutava   (Huittinen )",327,19423,17350,97,189,41,6351369
"32700 Huittinen Keskus   (Huittinen )",6547,20903,18518,1458,4151,938,136849422
"32710 Sampu   (Huittinen )",467,23751,22389,83,288,96,11091857
"32730 Keikyä   (Sastamala )",625,20738,18276,162,365,98,12961276
"32740 Äetsä Keskus   (Sastamala )",1515,20390,18309,340,983,192,30890307
"32760 Suttila   (Huittinen )",154,19010,18216,46,90,18,2927549
"32770 Huhtamo   (Huittinen )",194,18967,16144,69,101,24,3679540
"32800 Kokemäki Keskus   (Kokemäki )",3461,20921,18680,770,2201,490,72408573
"32810 Peipohja   (Kokemäki )",1588,20712,19457,354,1037,197,32890295
"32830 Riste   (Kokemäki )",402,21420,19277,92,261,49,8610849
"32860 Korkeaoja   (Kokemäki )",133,21448,20726,32,80,21,2852619
"32910 Kauvatsa Asemanseutu   (Kokemäki )",254,19521,18646,74,153,27,4958430
"32920 Kauvatsa   (Kokemäki )",501,19285,16520,161,273,67,9661599
"33100 Tampere Keskus   (Tampere )",15226,23441,19265,3594,8598,3034,356909000
"33180 Lapinniemi-Käpylä   (Tampere )",2049,24948,19927,370,1254,425,51117821
"33200 Tampere Keskus Läntinen   (Tampere )",6060,24545,19273,1380,3472,1208,148743301
"33210 Itä-Amuri-Tammerkoski   (Tampere )",5545,22177,18411,1268,3347,930,122973554
"33230 Länsi-Amuri   (Tampere )",5210,26021,21304,926,2990,1294,135566934
"33240 Tahmela   (Tampere )",1349,35350,23933,263,636,450,47686893
"33250 Pispala   (Tampere )",1932,25975,20756,470,969,493,50183124
"33270 Epilä   (Tampere )",6114,24068,20754,1101,3774,1239,147152937
"33300 Rahola   (Tampere )",4032,24834,22028,711,2395,926,100130284
"33310 Tesoma   (Tampere )",5899,19582,17881,1253,4010,636,115516935
"33330 Myllypuro-Kalkku   (Tampere )",2643,21335,20127,521,1718,404,56387672
"33340 Haukiluoma-Ikuri   (Tampere )",4051,23548,21835,716,2465,870,95393816
"33380 Pitkäniemi   (Nokia )",28,..,..,..,..,..,..
"33400 Luoteis-Tampere   (Tampere )",6002,24726,21401,1112,3503,1387,148406517
"33410 Lentävänniemi   (Tampere )",3843,21120,19390,743,2579,521,81162725
"33420 Lamminpää   (Tampere )",1674,24286,21041,349,938,387,40655087
"33430 Vuorentausta   (Ylöjärvi )",2270,23476,22577,336,1498,436,53291209
"33450 Siivikkala   (Ylöjärvi )",2111,27197,23959,312,1213,586,57412789
"33470 Ylöjärvi Keskus   (Ylöjärvi )",4877,22167,19875,875,3210,792,108106644
"33480 Manninmäki-Haavisto   (Ylöjärvi )",5098,25103,23637,779,3050,1269,127974192
"33500 Osmonmäki-Petsamo   (Tampere )",9965,21172,18739,2256,6128,1581,210975295
"33520 Keskussairaala-alue-Kauppi   (Tampere )",818,22979,20588,182,460,176,18796851
"33530 Kissanmaa   (Tampere )",4201,21689,18396,1116,2330,755,91117442
"33540 Kaleva   (Tampere )",7820,18731,16856,2215,4789,816,146475747
"33560 Takahuhti   (Tampere )",8219,23940,20366,1541,5026,1652,196764180
"33580 Atala-Linnainmaa   (Tampere )",11482,24133,21999,1887,7040,2555,277096053
"33610 Olkahinen-Tasanne   (Tampere )",3000,26768,24421,446,1688,866,80305300
"33680 Aitolahti   (Tampere )",1333,26356,22361,258,733,342,35132671
"33700 Messukylä   (Tampere )",1429,25793,22041,319,717,393,36857496
"33710 Kaukajärvi   (Tampere )",14108,21876,19928,2997,8530,2581,308627787
"33720 Hervanta   (Tampere )",20782,17578,15917,6902,11939,1941,365299688
"33730 Leinola-Vehmainen   (Tampere )",1436,26297,23357,232,822,382,37762642
"33800 Nekala   (Tampere )",4267,21433,18603,996,2508,763,91456492
"33820 Koivistonkylä   (Tampere )",7229,25327,21391,1409,4055,1765,183088542
"33840 Peltolammi   (Tampere )",2992,19704,18576,726,1932,334,58955560
"33850 Multisilta   (Pirkkala )",2023,19691,17813,454,1377,192,39834557
"33870 Vuores   (Lempäälä )",1125,24623,21838,214,630,281,27700993
"33880 Höytämö   (Lempäälä )",2917,24441,22216,510,1694,713,71293786
"33900 Härmälä-Rantaperkiö   (Tampere )",8925,21446,19428,1882,5630,1413,191405407
"33920 Toivio   (Pirkkala )",856,28821,25423,107,466,283,24670405
"33950 Killo   (Pirkkala )",4206,32454,23147,653,2427,1126,136500788
"33960 Suuppa   (Pirkkala )",7759,26417,23168,1207,4459,2093,204966920
"33980 Pirkkala kk   (Pirkkala )",1015,27722,23935,168,531,316,28138012
"34110 Lakiala   (Ylöjärvi )",813,27523,25489,122,444,247,22376380
