"Postal code area","Aged 18 or over, total, 2014 (HR)","Average income of inhabitants, 2014 (HR)","Median income of inhabitants, 2014 (HR)","Inhabintants belonging to the lowest income category, 2014 (HR)","Inhabitants belonging to the middle income category, 2014 (HR)","Inhabintants belonging to the highest income category, 2014 (HR)","Accumulated purchasing power of inhabitants, 2014 (HR)"
"07980 Kuninkaankylä   (Loviisa )",256,21688,19532,54,151,51,5552081
"07990 Ruotsinkylä-Koskisto   (Loviisa )",252,21193,18237,70,129,53,5340565
"08100 Lohja Keskus   (Lohja )",6824,23540,20216,1187,4248,1389,160634661
"08150 Keskilohja   (Lohja )",3975,25925,23689,581,2224,1170,103053511
"08200 Ojamo   (Lohja )",3151,21040,20019,559,2159,433,66296652
"08350 Routio   (Lohja )",2019,23642,21151,385,1190,444,47732609
"08360 Kisakallio   (Lohja )",.,.,.,.,.,.,.
"08450 Hormajärvi   (Lohja )",245,25132,19275,52,144,49,6157250
"08480 Karstu   (Lohja )",200,25585,25171,34,102,64,5116909
"08500 Ventelä-Millola   (Lohja )",4926,25272,23390,733,2890,1303,124488326
"08680 Muijala   (Lohja )",1301,28024,26733,183,631,487,36459681
"08700 Virkkala   (Lohja )",5794,23834,22284,943,3484,1367,138093903
"08800 Kirkniemi   (Lohja )",1215,27105,24752,195,633,387,32932516
"09120 Karjalohja   (Lohja )",970,23305,20268,196,599,175,22605669
"09220 Sammatti   (Lohja )",1225,23650,22323,185,744,296,28971187
"09430 Saukkola   (Lohja )",1327,23663,21934,238,783,306,31400945
"09520 Millola   (Lohja )",100,25652,22941,20,54,26,2565163
"09630 Koisjärvi   (Lohja )",394,23863,22677,81,209,104,9402034
"09810 Nummi-Oinola   (Lohja )",833,21882,19565,200,461,172,18227766
"09930 Leppäkorpi   (Lohja )",241,20987,18510,57,143,41,5057940
"10120 Tähtelä   (Inkoo )",506,24602,22361,102,283,121,12448505
"10140 Päivölä   (Inkoo )",238,26522,26357,49,108,81,6312339
"10160 Degerby   (Inkoo )",674,29674,26657,101,309,264,20000568
"10210 Inkoo Keskus   (Inkoo )",2185,24911,22042,376,1238,571,54429527
"10230 Inkoo Asemanseutu   (Inkoo )",304,23129,22030,69,172,63,7031107
"10250 Fagervik   (Inkoo )",117,31763,21458,19,67,31,3716274
"10270 Barösund   (Inkoo )",115,23857,18028,25,63,27,2743604
"10300 Karjaa Keskus   (Raasepori )",6051,21726,19795,1188,3879,984,131464072
"10320 Bäljars   (Raasepori )",1048,20870,19183,224,696,128,21871918
"10330 Pinjainen   (Raasepori )",487,22077,21328,112,279,96,10751323
"10350 Meltolan sairaala-alue   (Raasepori )",77,16646,16103,17,58,2,1281756
"10360 Mustio   (Raasepori )",1079,24086,21920,195,647,237,25989095
"10380 Kaunislahti   (Raasepori )",93,21088,21061,21,55,17,1961173
"10410 Åminnefors   (Raasepori )",316,19757,17148,75,197,44,6243132
"10420 Pohjankuru   (Raasepori )",1504,24835,18504,291,996,217,37351674
"10440 Bollsta   (Raasepori )",283,26040,18376,64,183,36,7369231
"10470 Fiskari   (Raasepori )",406,21939,18611,88,248,70,8907285
"10480 Antskog   (Raasepori )",100,20323,18560,31,55,14,2032272
"10520 Tenhola Kirkonkylä   (Raasepori )",1372,23270,20156,283,854,235,31925847
"10570 Bromarv   (Raasepori )",430,21625,16414,122,254,54,9298551
"10600 Tammisaari Keskus   (Raasepori )",4275,23537,19326,848,2686,741,100621577
"10620 Tammisaari   (Raasepori )",1508,22507,21333,246,1027,235,33940441
"10640 Dragsvik   (Raasepori )",742,24608,23788,112,468,162,18258799
"10650 Flyet   (Raasepori )",2159,21971,20235,370,1426,363,47434964
"10660 Trollböle   (Raasepori )",739,21166,19617,147,496,96,15641491
"10680 Skogby   (Raasepori )",167,21021,20885,36,111,20,3510495
"10710 Snappertuna   (Raasepori )",309,24488,21230,64,186,59,7566873
"10820 Lappohja   (Hanko )",542,20230,19175,102,370,70,10964682
"10900 Hanko Keskus   (Hanko )",3631,22496,19077,662,2453,516,81683831
"10940 Hangonkylä   (Hanko )",1729,23614,21619,253,1115,361,40829437
"10960 Hanko Pohjoinen   (Hanko )",1524,22625,21414,226,1038,260,34479867
"11100 Riihimäki Keskus   (Riihimäki )",5830,22389,19611,1064,3836,930,130526976
"11120 Pohjois-Riihimäki   (Riihimäki )",5665,23814,22276,898,3511,1256,134908719
"11130 Peltosaari-Patastenmäki   (Riihimäki )",7400,23132,21698,1340,4472,1588,171176585
"11310 Taka-Kasarmi   (Riihimäki )",571,24085,23338,85,353,133,13752418
"11710 Herajoki   (Riihimäki )",2414,23766,22681,386,1469,559,57370500
"11910 Lasi-Kumela   (Janakkala )",1924,23710,21689,350,1153,421,45617576
"12100 Oitti   (Hausjärvi )",2112,22241,19891,420,1350,342,46972261
"12130 Mommila   (Hausjärvi )",270,23095,19870,63,151,56,6235638
"12170 Hietoinen   (Hausjärvi )",187,21584,18247,50,103,34,4036148
"12210 Hausjärvi kk   (Hausjärvi )",183,24794,22328,28,113,42,4537321
"12240 Hikiä   (Hausjärvi )",1303,24749,23668,217,761,325,32248272
"12310 Ryttylä   (Hausjärvi )",1447,22692,22213,240,944,263,32834933
"12350 Turkhauta   (Hausjärvi )",369,22239,21230,78,222,69,8206230
"12380 Leppäkoski   (Janakkala )",406,23925,22162,57,271,78,9713569
"12400 Tervakoski   (Janakkala )",3652,23355,21945,576,2271,805,85292523
"12450 Vähikkälä   (Janakkala )",229,22424,21613,45,148,36,5135149
"12520 Kormu   (Loppi )",323,24382,23824,51,191,81,7875351
"12540 Launonen   (Loppi )",1145,24071,23569,198,674,273,27561388
"12600 Läyliäinen   (Loppi )",1455,22951,21780,294,852,309,33393718
"12630 Sajaniemi   (Loppi )",232,24599,20911,45,142,45,5707018
"12640 Joentaka   (Loppi )",260,22485,22092,59,138,63,5846044
"12700 Loppi kk   (Loppi )",1918,21665,19058,375,1226,317,41552974
"12750 Pilpala   (Loppi )",449,20622,18541,121,250,78,9259091
"12820 Räyskälä   (Loppi )",45,21271,20094,10,30,5,957173
"12920 Topeno   (Loppi )",295,23332,21844,57,177,61,6883017
"12950 Vojakkala-Eerolankulma   (Loppi )",151,21301,20490,35,92,24,3216472
"13100 Hämeenlinna Keskus   (Hämeenlinna )",9428,23300,20199,1765,5833,1830,219668229
"13110 Kantola   (Hämeenlinna )",158,22851,20101,37,91,30,3610477
"13130 Kauriala   (Hämeenlinna )",5410,21835,19298,918,3645,847,118127075
"13200 Keinusaari   (Hämeenlinna )",1358,21123,18788,228,961,169,28684539
"13210 Hätilä   (Hämeenlinna )",6785,24029,21123,1094,4278,1413,163036189
"13220 Sairio   (Hämeenlinna )",1458,25564,23084,208,844,406,37271697
"13250 Katuma   (Hämeenlinna )",931,18151,16358,264,576,91,16898416
"13270 Ruununmylly   (Hämeenlinna )",1118,29306,25849,161,571,386,32763979
"13300 Käikälä   (Hämeenlinna )",2037,25447,25069,237,1251,549,51836283
"13330 Harviala   (Janakkala )",536,25419,24264,69,328,139,13624713
"13430 Hattelmala   (Hämeenlinna )",862,25709,24479,129,508,225,22161372
"13500 Jukola   (Hattula )",9050,23488,22115,1415,5778,1857,212567845
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",1,..,..,..,..,..,..
"13600 Ojoinen   (Hämeenlinna )",3101,21418,20000,572,2060,469,66417788
"13700 Parolannummi   (Hattula )",352,24744,22929,52,218,82,8709958
"13720 Parola   (Hattula )",3530,23214,21925,595,2222,713,81946479
"13800 Katinala   (Hattula )",1076,25610,21743,175,679,222,27555979
"13880 Rahkoila   (Hattula )",918,25508,24163,138,537,243,23416312
"13900 Pekola   (Hattula )",661,26010,23163,99,389,173,17192742
"14140 Jokimaa   (Janakkala )",168,20488,18651,55,86,27,3441960
"14200 Turenki   (Janakkala )",7089,22573,21006,1139,4704,1246,160017159
"14240 Väli-Janakkala   (Janakkala )",718,24496,23151,121,421,176,17587803
"14300 Renko kk   (Hämeenlinna )",1719,23024,20345,354,1049,316,39577673
"14330 Kaloinen   (Hämeenlinna )",14,..,..,..,..,..,..
"14370 Lukana   (Hämeenlinna )",82,23294,19370,19,49,14,1910078
"14430 Vuohiniemi   (Hattula )",62,20208,18112,18,34,10,1252878
"14450 Rimmilä   (Hämeenlinna )",101,19931,18705,32,55,14,2013017
"14500 Iittala   (Hämeenlinna )",2643,22749,21417,464,1673,506,60125885
"14530 Leteensuo   (Hattula )",193,23179,23500,40,112,41,4473537
"14610 Lepaa   (Hattula )",355,22256,20278,104,183,68,7900913
"14620 Tyrväntö   (Hattula )",138,21342,20597,33,81,24,2945138
"14680 Alvettula   (Hämeenlinna )",486,21053,19062,120,277,89,10231835
"14690 Torvoila   (Hämeenlinna )",154,22055,18110,42,81,31,3396489
"14700 Hauho kk   (Hämeenlinna )",1651,22733,17771,372,1051,228,37532573
"14770 Eteläinen   (Hämeenlinna )",683,23386,22912,105,431,147,15972303
"14810 Pohjoinen   (Hämeenlinna )",236,23394,21479,51,136,49,5520960
"14820 Syrjäntaka   (Hämeenlinna )",687,22243,19629,134,415,138,15280786
"14840 Sairiala   (Hämeenlinna )",181,24360,20334,37,97,47,4409178
"14870 Juttila   (Hämeenlinna )",200,19525,16035,62,110,28,3904992
"14930 Sappee   (Hämeenlinna )",102,20295,17150,31,57,14,2070127
"14960 Puutikkala   (Pälkäne )",79,20509,16044,23,42,14,1620224
"14980 Kuohijoki   (Pälkäne )",41,24401,16016,11,20,10,1000456
"15100 Lahti Asemanseutu   (Lahti )",5331,20467,17567,1256,3343,732,109111081
"15110 Keski-Lahti   (Lahti )",4455,20940,17548,1142,2707,606,93287782
"15140 Kartano-Paavola   (Lahti )",13717,21479,18167,2801,9080,1836,294632307
"15150 Möysä   (Lahti )",3728,21063,17996,846,2353,529,78521399
"15160 Kolava   (Lahti )",1140,29908,28128,118,561,461,34095533
"15170 Tenava-Tonttila   (Lahti )",3235,20097,17923,738,2118,379,65012356
"15200 Kiveriö   (Lahti )",2989,19513,16993,744,1941,304,58324662
"15210 Kivistönmäki   (Lahti )",3643,19153,17205,767,2556,320,69775086
"15230 Kytölä   (Lahti )",2131,24727,22530,330,1325,476,52693235
"15240 Mukkula   (Lahti )",6550,21453,18397,1382,4306,862,140516354
"15270 Kukkila   (Hollola )",1220,25945,24248,196,704,320,31652320
"15300 Myllypohja-Koiskala   (Lahti )",3067,23214,21054,592,1872,603,71196160
"15320 Ahtiala   (Lahti )",2042,25283,23625,332,1184,526,51628028
"15340 Kunnas-Hiekkanummi   (Lahti )",2022,24005,23563,330,1197,495,48537835
"15460 Mäkelä   (Lahti )",483,24287,21093,99,276,108,11730582
"15500 Liipola   (Lahti )",4048,17302,15935,1147,2654,247,70040343
"15520 Saksala   (Lahti )",1977,19598,18011,374,1416,187,38744867
"15540 Villähde   (Lahti )",3324,23854,23053,595,1974,755,79290029
"15550 Rakokivi   (Lahti )",2968,20783,19643,542,2027,399,61684665
"15560 Nastola kk   (Lahti )",3240,21132,18974,665,2106,469,68467319
"15580 Ruuhijärvi   (Lahti )",187,22226,20240,38,120,29,4156336
"15610 Laune-Nikkilä   (Lahti )",4128,22880,21486,734,2569,825,94449450
"15680 Renkomäki-Ämmälä   (Lahti )",2155,25993,25092,319,1196,640,56013928
"15700 Hennala-Jokimaa   (Hollola )",5264,21929,19992,1019,3325,920,115432994
"15800 Kärpänen   (Lahti )",2935,20560,18564,666,1895,374,60342452
"15810 Kasakkamäki   (Lahti )",1022,22681,21739,194,635,193,23179636
"15820 Okeroinen   (Hollola )",752,23488,23207,129,455,168,17662932
"15830 Metsäkangas   (Lahti )",3185,20651,18919,606,2201,378,65771915
"15840 Riihelä   (Lahti )",1547,22241,21196,254,1044,249,34407474
"15850 Likolampi   (Lahti )",521,22302,21054,108,322,91,11619148
"15860 Kartano   (Hollola )",2812,21703,19993,528,1873,411,61030106
"15870 Salpakangas   (Hollola )",3404,22326,19893,603,2246,555,75999123
"15880 Soramäki   (Hollola )",3764,23700,22027,670,2270,824,89207498
"15900 Jalkaranta   (Lahti )",1352,33676,27414,190,598,564,45529281
"15950 Kiikkula   (Lahti )",3461,25159,21194,562,2183,716,87075084
"15980 Messilä   (Hollola )",.,.,.,.,.,.,.
"16100 Uusikylä   (Lahti )",1139,21701,21262,206,755,178,24717707
"16160 Okkeri   (Lahti )",82,21449,20606,17,49,16,1758782
"16200 Artjärvi Keskus   (Orimattila )",570,22049,17830,147,340,83,12567770
"16230 Artjärvi Kirkonkylä   (Orimattila )",257,22782,18875,58,152,47,5855041
"16260 Hietana   (Orimattila )",145,22236,19665,34,88,23,3224240
"16270 Villikkala   (Orimattila )",123,23204,19152,28,68,27,2854134
"16280 Kuivanto   (Orimattila )",477,21424,20134,106,304,67,10219268
"16300 Orimattila Keskus   (Orimattila )",8540,21688,19542,1777,5383,1380,185211544
"16310 Virenoja   (Orimattila )",443,23294,22158,97,239,107,10319142
"16320 Pennala   (Orimattila )",700,25703,24232,94,420,186,17991765
"16330 Heinämaa   (Orimattila )",271,24585,21765,60,140,71,6662435
"16350 Niinikoski   (Orimattila )",261,21524,18787,63,157,41,5617846
"16390 Pakaa   (Orimattila )",220,21630,20086,60,114,46,4758709
"16450 Mallusjoki   (Orimattila )",391,23444,19137,90,228,73,9166697
"16500 Herrala   (Hollola )",669,22469,22321,131,420,118,15031639
"16510 Luhtikylä   (Orimattila )",357,23380,21498,76,209,72,8346606
"16540 Mertie   (Kärkölä )",233,21025,18106,67,130,36,4898817
"16600 Järvelä   (Kärkölä )",2439,21453,20035,495,1594,350,52322798
"16610 Kärkölä kk   (Kärkölä )",584,22963,20138,125,340,119,13410153
"16630 Tennilä   (Hollola )",235,23129,20855,53,130,52,5435372
"16670 Lappila   (Kärkölä )",542,21740,19169,146,294,102,11782902
"16710 Hollola kk   (Hollola )",706,25893,23496,122,409,175,18280215
"16730 Kutajärvi   (Hollola )",799,25409,21776,138,491,170,20301398
"16790 Manskivi   (Hollola )",87,25862,21742,15,56,16,2249969
"16800 Hämeenkoski   (Hollola )",1669,20989,19151,396,1025,248,35031357
"16900 Lammi kk   (Hämeenlinna )",3979,21636,19171,864,2464,651,86088093
"16960 Iso-Evo   (Hämeenlinna )",134,21435,18799,27,85,22,2872263
"16970 Evo   (Hämeenlinna )",67,16706,15015,28,34,5,1119276
"16980 Ronni   (Hämeenlinna )",6,..,..,..,..,..,..
"17110 Sipilä   (Hollola )",851,24516,23152,165,481,205,20862865
"17120 Paimela   (Hollola )",449,24433,22389,90,247,112,10970261
"17130 Vesivehmaa   (Asikkala )",610,23466,21482,128,359,123,14314081
"17150 Urajärvi   (Asikkala )",298,24749,21869,54,178,66,7375091
"17200 Vääksy Keskus   (Asikkala )",4460,21907,18814,896,2867,697,97705968
"17220 Pietilä   (Asikkala )",145,20212,16793,33,95,17,2930713
"17240 Kalkkinen   (Asikkala )",346,20480,16847,98,203,45,7085943
"17320 Asikkala   (Asikkala )",267,23145,19847,50,172,45,6179767
"17410 Viitaila   (Asikkala )",213,21324,18713,46,127,40,4541910
"17430 Kurhila   (Asikkala )",220,20526,17979,59,128,33,4515746
"17440 Vähimaa   (Asikkala )",57,22269,14521,26,18,13,1269315
"17450 Iso-Äiniö-Vähimaa   (Asikkala )",180,21745,18914,45,109,26,3914092
"17470 Maakeski   (Padasjoki )",221,21634,20029,46,142,33,4781150
"17500 Padasjoki Keskus   (Padasjoki )",1636,19540,17216,381,1088,167,31967370
"17510 Nyystölä   (Padasjoki )",209,34173,19945,55,123,31,7142066
"17530 Arrakoski   (Padasjoki )",200,20130,17417,46,123,31,4025987
"17610 Auttoinen   (Padasjoki )",261,19156,15674,81,145,35,4999695
"17630 Vesijako   (Padasjoki )",109,18710,14942,39,58,12,2039376
"17710 Torittu   (Padasjoki )",63,21562,17233,20,33,10,1358390
"17740 Kasiniemi-Torittu   (Padasjoki )",50,19280,18982,16,29,5,964010
"17780 Harmoinen   (Kuhmoinen )",60,22558,18548,18,32,10,1353460
"17800 Kuhmoinen Keskus   (Kuhmoinen )",1617,19664,16529,435,996,186,31796179
"17840 Harjunsalmi   (Kuhmoinen )",65,16589,15282,23,38,4,1078288
"17850 Pihlajakoski   (Kuhmoinen )",79,18786,16428,30,35,14,1484059
"17870 Ruolahti   (Kuhmoinen )",61,17875,15368,19,37,5,1090378
"17930 Päijälä   (Kuhmoinen )",74,17910,14769,26,41,7,1325356
"17950 Kylämä   (Kuhmoinen )",22,..,..,..,..,..,..
"17970 Puukkoinen   (Kuhmoinen )",32,22399,16849,9,19,4,716758
"18100 Heinola Keskus   (Heinola )",6075,21970,18816,1099,4036,940,133467885
"18120 Reumasairaala-alue   (Heinola )",744,22252,20625,109,520,115,16555356
"18130 Tommola-Sahanniemi   (Heinola )",1663,18926,16835,395,1137,131,31473465
"18150 Jyränkö   (Heinola )",1985,20649,19275,394,1356,235,40988204
"18200 Kaakonlampi-Pyhätön   (Heinola )",1819,18914,17131,432,1218,169,34404408
"18300 Heinola kk   (Heinola )",2346,22105,19670,507,1490,349,51859011
"18600 Myllyoja   (Heinola )",656,21885,21091,124,420,112,14356518
"19110 Vierumäki taajama   (Heinola )",527,22363,21485,96,360,71,11785321
"19120 Vierumäki urheiluopisto   (Heinola )",118,23931,21611,25,72,21,2823837
"19160 Huutotöyry   (Iitti )",401,21478,18404,121,205,75,8612584
"19210 Lusi   (Heinola )",363,21521,19035,83,217,63,7812169
"19230 Onkiniemi   (Sysmä )",96,20926,17957,30,52,14,2008895
"19250 Syrjäkoski   (Heinola )",47,19010,15002,17,24,6,893487
"19260 Paaso-Syrjäkoski   (Heinola )",115,18385,16154,35,66,14,2114284
"19310 Karilanmaa   (Sysmä )",74,22457,17926,21,38,15,1661790
"19320 Nikkaroinen   (Sysmä )",77,24663,19520,21,39,17,1899075
"19370 Nuoramoinen   (Sysmä )",362,20470,16480,122,179,61,7410111
"19410 Kuortti   (Pertunmaa )",397,20377,18299,115,234,48,8089684
"19420 Mansikkamäki   (Pertunmaa )",149,19474,16841,46,82,21,2901595
"19430 Pertunmaa Keskus   (Pertunmaa )",650,19124,16081,175,407,68,12430638
"19460 Ruorasmäki   (Pertunmaa )",105,19019,16107,33,59,13,1996973
"19470 Lihavanpää-Hartosenpää   (Pertunmaa )",142,17494,14697,44,86,12,2484156
"19480 Hartosenpää   (Pertunmaa )",66,19528,15937,21,35,10,1288878
"19510 Lepsala   (Hartola )",31,21500,20745,8,16,7,666506
"19540 Koitti-Lepsala   (Hartola )",250,18475,15722,83,136,31,4618742
"19600 Hartola Keskus   (Hartola )",1939,19579,16606,531,1206,202,37963342
"19610 Murakka   (Hartola )",93,17634,16458,33,57,3,1639989
"19620 Pohela   (Hartola )",146,18763,15154,49,81,16,2739418
"19630 Kalhonkylä   (Hartola )",64,21448,18344,19,34,11,1372678
"19650 Joutsa Keskus   (Joutsa )",2990,19672,17045,763,1880,347,58818059
"19670 Mieskonmäki   (Joutsa )",120,21023,18694,36,61,23,2522718
"19700 Sysmä Keskus   (Sysmä )",2656,19415,16573,737,1635,284,51566872
"19730 Särkilampi   (Sysmä )",24,..,..,..,..,..,..
"19740 Liikola   (Sysmä )",113,18582,15364,41,58,14,2099795
"19770 Valittula   (Sysmä )",102,20076,17682,32,52,18,2047789
"19850 Putkijärvi-Siltasuo   (Hartola )",87,18928,15570,29,49,9,1646734
"19910 Tammijärvi   (Luhanka )",389,20206,16185,120,213,56,7860159
"19920 Pappinen   (Joutsa )",141,18419,17958,49,76,16,2597131
"19950 Luhanka   (Luhanka )",262,21386,16497,76,152,34,5603087
"20100 Turku Keskus   (Turku )",23557,23932,18890,5662,13794,4101,563766183
"20200 Iso-Heikkilä   (Turku )",1821,19018,17376,421,1245,155,34632249
"20210 Pahaniemi   (Turku )",3498,18527,17488,833,2415,250,64808347
"20240 Pansio-Perno   (Turku )",4111,18812,17770,1022,2733,356,77338045
"20250 Pitkämäki-Muhkuri   (Turku )",603,28456,23452,119,304,180,17158728
"20300 Pohjola-Kastu   (Turku )",5403,23660,20642,1074,3216,1113,127837566
"20320 Kuninkoja-Mälikkälä   (Turku )",13784,22394,20517,2276,9278,2230,308683875
"20360 Kärsämäki-Urusvuori-Halinen   (Turku )",9434,19703,18097,1962,6565,907,185879566
"20380 Räntämäki-Saramäki   (Turku )",2285,21107,18775,725,1135,425,48229115
"20400 Moisio   (Turku )",2202,25577,24989,296,1301,605,56321097
"20460 Jäkärlä   (Turku )",2838,20724,19984,591,1878,369,58813509
"20500 Vesilinna   (Turku )",6135,18106,15102,2401,2983,751,111077951
"20520 Kupittaa   (Turku )",2871,21372,17343,814,1644,413,61358726
"20540 Nummi-Ylioppilaskylä   (Turku )",16971,19756,16923,5475,9020,2476,335271997
"20610 Varissuo   (Turku )",10441,18470,16793,2945,6546,950,192842627
"20660 Littoinen   (Kaarina )",5368,26869,25006,746,2991,1631,144233739
"20700 Vartiovuori-Samppalinna   (Turku )",5220,22085,18885,1219,3114,887,115283610
"20720 Vasaramäki   (Turku )",5338,23774,18813,1031,3352,955,126903606
"20730 Skanssi   (Turku )",50,20488,19887,8,38,4,1024410
"20740 Ilpoinen-Harittu   (Turku )",7669,21802,20066,1583,4806,1280,167201815
"20750 Huhkola-Lauste-Vaala   (Turku )",4080,19202,17937,1038,2617,425,78343046
"20760 Piispanristi   (Kaarina )",3250,25840,23080,478,1978,794,83978826
"20780 Kaarina Keskus   (Kaarina )",9174,25257,21691,1385,5773,2016,231703757
"20800 Ammattikorkeakoulu   (Turku )",.,.,.,.,.,.,.
"20810 Martti-Korppolaismäki   (Turku )",14042,23164,20154,2746,8724,2572,325266293
"20880 Uittamo   (Turku )",3422,25374,21694,548,2109,765,86831281
"20900 Moikoinen-Pikisaari   (Turku )",6286,31885,25713,919,3100,2267,200430299
"20960 Kakskerta   (Turku )",1154,48014,23629,193,593,368,55407633
"21100 Naantali Keskus   (Naantali )",5812,25845,21178,945,3614,1253,150211798
"21110 Taimo-Nuhjala-Lietsala   (Naantali )",5683,26470,24046,815,3318,1550,150429255
"21120 Viherjäinen   (Raisio )",1372,27353,25237,176,788,408,37528955
"21130 Poikko   (Naantali )",454,27692,24365,83,234,137,12571977
"21140 Rymättylä Keskus   (Naantali )",1055,24312,21293,201,641,213,25648936
"21150 Röölä   (Naantali )",271,22553,18673,65,151,55,6111962
"21160 Merimasku   (Naantali )",1329,30681,25398,198,706,425,40774633
"21180 Livonsaari   (Naantali )",173,21480,19237,46,88,39,3716072
"21195 Velkua   (Naantali )",190,24306,21247,30,119,41,4618170
"21200 Raisio Keskus   (Raisio )",10068,21473,19365,1770,6893,1405,216186465
"21210 Hakinmäki   (Raisio )",1996,24493,23290,297,1231,468,48888694
"21220 Somersoja   (Raisio )",1115,22785,21323,172,754,189,25404918
"21230 Lemu   (Masku )",1325,25009,23904,190,814,321,33136470
"21240 Askainen Keskus   (Masku )",703,22868,21295,132,433,138,16076377
