"Postal code area","Inhabitants, total, 2016 (HE)","Females, 2016 (HE)","Males, 2016 (HE)","Average age of inhabitants, 2016 (HE)","0-2 years, 2016 (HE)","3-6 years, 2016 (HE)","7-12 years, 2016 (HE)","13-15 years, 2016 (HE)","16-17 years, 2016 (HE)","18-19 years, 2016 (HE)","20-24 years, 2016 (HE)","25-29 years, 2016 (HE)","30-34 years, 2016 (HE)","35-39 years, 2016 (HE)","40-44 years, 2016 (HE)","45-49 years, 2016 (HE)","50-54 years, 2016 (HE)","55-59 years, 2016 (HE)","60-64 years, 2016 (HE)","65-69 years, 2016 (HE)","70-74 years, 2016 (HE)","75-79 years, 2016 (HE)","80-84 years, 2016 (HE)","85 years or over, 2016 (HE)"
"11130 Peltosaari-Patastenmäki   (Riihimäki )",9679,4867,4812,40,311,508,772,353,206,242,524,579,580,664,645,690,670,689,641,589,404,263,201,148
"11310 Taka-Kasarmi   (Riihimäki )",784,401,383,37,25,58,77,38,19,20,33,42,39,44,58,70,59,63,40,45,22,18,5,9
"11710 Herajoki   (Riihimäki )",3130,1513,1617,40,92,150,303,129,76,71,140,134,174,201,243,239,250,201,210,215,134,96,43,29
"11910 Lasi-Kumela   (Janakkala )",2420,1196,1224,40,77,108,199,93,48,65,132,151,134,153,157,162,179,163,182,156,96,83,43,39
"12100 Oitti   (Hausjärvi )",2632,1346,1286,45,82,135,186,99,56,60,65,68,127,167,158,180,179,205,210,185,147,112,103,108
"12130 Mommila   (Hausjärvi )",329,160,169,45,7,16,20,14,10,5,10,9,17,17,15,23,34,28,25,26,22,9,9,13
"12170 Hietoinen   (Hausjärvi )",203,86,117,48,6,11,9,4,4,2,3,2,12,18,11,12,11,20,19,19,18,14,5,3
"12210 Hausjärvi kk   (Hausjärvi )",232,109,123,41,5,16,23,8,4,4,8,6,12,25,12,13,15,14,23,12,6,15,6,5
"12240 Hikiä   (Hausjärvi )",1685,824,861,40,47,99,148,70,41,42,55,60,94,110,126,132,153,132,126,86,74,39,30,21
"12310 Ryttylä   (Hausjärvi )",1879,931,948,41,61,99,156,66,43,41,59,65,129,141,127,143,138,134,158,124,77,52,28,38
"12350 Turkhauta   (Hausjärvi )",448,212,236,44,16,16,23,10,17,10,10,19,36,24,14,40,42,46,40,27,21,10,16,11
"12380 Leppäkoski   (Janakkala )",521,232,289,41,14,28,49,21,11,13,18,17,20,41,39,37,43,44,29,34,28,18,9,8
"12400 Tervakoski   (Janakkala )",4653,2329,2324,43,116,170,404,211,132,87,171,165,219,264,335,357,337,295,342,331,259,218,118,122
"12450 Vähikkälä   (Janakkala )",281,127,154,43,10,18,24,7,1,2,6,12,20,15,16,15,27,29,17,23,14,16,6,3
"12520 Kormu   (Loppi )",480,232,248,36,31,42,49,27,10,4,10,15,36,39,29,32,30,21,36,29,20,13,3,4
"12540 Launonen   (Loppi )",1573,771,802,38,52,87,156,82,52,35,43,62,91,99,125,114,128,114,107,112,61,27,15,11
"12600 Läyliäinen   (Loppi )",1879,885,994,41,49,103,173,75,53,29,62,55,99,130,137,137,153,138,136,124,90,77,41,18
"12630 Sajaniemi   (Loppi )",281,131,150,47,9,12,20,7,4,1,5,5,17,19,16,19,19,23,25,22,27,21,9,1
"12640 Joentaka   (Loppi )",314,141,173,43,6,10,27,10,6,5,14,13,17,18,24,26,34,29,20,25,13,6,4,7
"12700 Loppi kk   (Loppi )",2323,1191,1132,49,45,60,181,90,47,50,67,72,94,126,119,140,163,151,150,186,163,162,126,131
"12750 Pilpala   (Loppi )",537,251,286,46,17,22,45,13,11,8,10,13,29,29,26,34,47,51,41,44,31,31,19,16
"12820 Räyskälä   (Loppi )",56,28,28,44,2,4,3,0,1,0,3,1,2,6,3,2,5,5,7,8,2,1,0,1
"12920 Topeno   (Loppi )",362,164,198,46,8,12,26,12,11,7,9,8,16,17,25,24,35,27,42,33,19,12,11,8
"12950 Vojakkala-Eerolankulma   (Loppi )",176,78,98,50,3,5,10,3,7,3,2,3,8,5,8,10,21,16,20,21,14,9,4,4
"13100 Hämeenlinna Keskus   (Hämeenlinna )",10949,5924,5025,47,222,276,396,232,182,315,1090,829,623,491,473,520,637,610,715,884,780,690,495,489
"13110 Kantola   (Hämeenlinna )",192,69,123,40,5,9,16,4,3,1,3,12,21,18,18,13,16,18,20,6,3,3,2,1
"13130 Kauriala   (Hämeenlinna )",6103,3298,2805,46,104,175,270,144,102,162,512,455,332,306,308,361,399,408,433,469,364,286,225,288
"13200 Keinusaari   (Hämeenlinna )",1491,853,638,51,27,28,40,16,8,23,145,132,91,68,52,59,61,92,84,114,100,125,93,133
"13210 Hätilä   (Hämeenlinna )",8225,4326,3899,44,240,305,502,254,176,181,389,495,493,458,439,486,581,580,634,668,461,366,249,268
"13220 Sairio   (Hämeenlinna )",1816,914,902,45,54,80,123,54,33,33,58,56,97,104,115,119,127,155,158,158,117,92,43,40
"13250 Katuma   (Hämeenlinna )",1038,476,562,44,34,37,30,7,6,10,74,96,84,59,67,63,76,96,84,91,54,30,23,17
"13270 Ruununmylly   (Hämeenlinna )",1653,805,848,36,78,125,184,59,41,42,54,54,122,136,131,141,104,108,87,75,46,29,21,16
"13300 Käikälä   (Hämeenlinna )",2775,1402,1373,36,137,184,297,100,69,49,76,149,199,284,203,211,213,153,144,134,86,46,26,15
"13330 Harviala   (Janakkala )",818,394,424,37,42,54,95,29,17,13,21,37,54,71,76,55,51,44,37,48,29,26,12,7
"13430 Hattelmala   (Hämeenlinna )",1169,558,611,39,30,67,116,49,45,30,43,37,66,76,77,82,107,80,77,83,43,32,15,14
"13500 Jukola   (Hattula )",11870,6150,5720,40,417,605,932,442,315,281,549,734,770,821,760,751,840,827,759,766,568,358,198,177
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"13600 Ojoinen   (Hämeenlinna )",3765,1957,1808,42,119,149,225,103,88,119,270,292,228,225,222,224,227,203,228,238,198,169,106,132
"13700 Parolannummi   (Hattula )",429,202,227,44,6,16,46,9,14,7,13,10,24,26,26,31,41,36,40,25,21,23,8,7
"13720 Parola   (Hattula )",4493,2272,2221,42,139,236,305,142,117,89,203,222,307,255,255,276,321,351,300,359,269,154,100,93
"13800 Katinala   (Hattula )",1361,683,678,46,27,57,83,50,41,29,39,55,91,74,80,97,98,88,100,86,70,68,50,78
"13880 Rahkoila   (Hattula )",1242,616,626,39,40,59,135,63,46,24,28,38,71,79,127,86,91,82,79,71,42,43,28,10
"13900 Pekola   (Hattula )",900,436,464,40,35,51,104,35,24,12,18,29,39,66,64,63,66,44,85,65,40,27,19,14
"14140 Jokimaa   (Janakkala )",210,104,106,47,4,8,15,7,5,6,4,4,8,13,8,20,18,20,15,16,12,11,11,5
"14200 Turenki   (Janakkala )",8788,4471,4317,44,243,374,573,323,202,212,362,440,482,481,512,631,608,609,629,706,462,409,270,260
"14240 Väli-Janakkala   (Janakkala )",889,414,475,43,19,29,75,31,28,21,26,31,40,55,61,69,88,78,61,64,43,45,19,6
"14300 Renko kk   (Hämeenlinna )",2136,1050,1086,45,49,85,154,83,57,41,61,76,115,107,127,149,175,156,155,187,125,102,60,72
"14330 Kaloinen   (Hämeenlinna )",15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"14370 Lukana   (Hämeenlinna )",87,43,44,47,4,3,1,1,1,2,3,5,4,5,6,6,10,10,6,6,8,3,3,0
"14430 Vuohiniemi   (Hattula )",68,34,34,56,0,1,0,1,1,1,1,0,1,5,4,5,6,10,9,5,10,3,4,1
"14450 Rimmilä   (Hämeenlinna )",134,62,72,52,2,1,4,4,3,1,2,5,4,6,8,8,15,11,19,15,8,12,2,4
"14500 Iittala   (Hämeenlinna )",3274,1661,1613,44,108,164,243,110,53,53,98,124,200,226,179,233,204,231,252,251,178,154,97,116
"14530 Leteensuo   (Hattula )",237,99,138,43,7,6,14,8,9,7,14,14,8,7,12,23,30,22,14,14,11,7,6,4
"14610 Lepaa   (Hattula )",418,211,207,39,12,21,31,13,9,13,33,34,26,26,21,31,30,20,24,25,27,6,6,10
"14620 Tyrväntö   (Hattula )",161,77,84,47,3,7,13,3,3,2,1,4,5,8,7,13,14,22,19,14,9,11,2,1
"14680 Alvettula   (Hämeenlinna )",594,290,304,46,10,20,44,19,14,13,26,25,25,30,23,41,50,39,47,58,49,33,13,15
"14690 Torvoila   (Hämeenlinna )",175,79,96,52,1,6,7,4,7,1,3,4,5,10,7,10,13,18,15,28,14,13,2,7
"14700 Hauho kk   (Hämeenlinna )",1911,978,933,50,41,55,103,50,44,35,61,76,66,77,91,127,135,145,158,192,133,126,79,117
"14770 Eteläinen   (Hämeenlinna )",969,470,499,39,35,54,113,44,22,16,22,35,63,65,60,84,68,66,73,68,32,23,16,10
"14810 Pohjoinen   (Hämeenlinna )",295,142,153,45,11,7,13,11,13,5,16,12,13,15,16,24,18,22,33,24,11,16,9,6
"14820 Syrjäntaka   (Hämeenlinna )",828,406,422,46,23,34,53,37,18,12,22,32,33,48,50,51,69,56,81,63,59,36,17,34
"14840 Sairiala   (Hämeenlinna )",220,113,107,47,3,7,14,11,7,4,2,7,12,10,17,15,14,13,17,26,21,6,5,9
"14870 Juttila   (Hämeenlinna )",231,115,116,50,7,9,8,4,5,10,6,7,8,11,11,13,21,14,21,25,9,20,12,10
"14930 Sappee   (Hämeenlinna )",107,53,54,55,0,5,3,1,1,2,2,2,4,6,3,6,6,15,10,10,12,9,4,6
"14960 Puutikkala   (Pälkäne )",77,34,43,56,0,1,3,3,2,0,0,1,2,6,5,6,0,6,8,11,10,6,4,3
"14980 Kuohijoki   (Pälkäne )",43,19,24,56,0,0,2,0,2,0,1,0,1,1,2,2,6,8,3,5,2,3,2,3
"15100 Lahti Asemanseutu   (Lahti )",6261,3473,2788,42,166,205,271,125,110,137,632,583,494,372,350,319,355,327,420,434,319,300,159,183
"15110 Keski-Lahti   (Lahti )",4936,2734,2202,45,66,73,131,74,99,129,661,520,283,233,222,251,284,294,318,354,275,259,206,204
"15140 Kartano-Paavola   (Lahti )",15292,8612,6680,48,277,371,359,213,207,311,1587,1384,965,712,563,646,820,912,1103,1336,1069,1041,746,670
"15150 Möysä   (Lahti )",4285,2268,2017,45,81,126,190,97,83,130,390,340,264,241,204,240,255,245,296,316,234,198,145,210
"15160 Kolava   (Lahti )",2330,1162,1168,28,134,243,401,131,38,36,34,97,202,299,273,144,91,55,62,39,32,11,2,6
"15170 Tenava-Tonttila   (Lahti )",3743,1962,1781,44,112,125,200,84,74,81,267,266,217,211,193,221,233,243,269,283,250,196,108,110
"15200 Kiveriö   (Lahti )",3477,1752,1725,41,79,139,171,87,69,111,354,285,258,192,186,215,214,210,233,219,171,132,80,72
"15210 Kivistönmäki   (Lahti )",4327,2233,2094,45,104,112,162,82,61,110,377,362,287,225,179,253,310,266,309,329,249,243,145,162
"15230 Kytölä   (Lahti )",2793,1379,1414,40,126,173,215,89,67,53,98,142,198,202,162,189,215,173,195,228,129,80,31,28
"15240 Mukkula   (Lahti )",7971,4234,3737,45,241,290,511,254,163,196,489,408,462,414,408,428,490,483,528,615,513,460,304,314
"15270 Kukkila   (Hollola )",1761,869,892,36,62,124,206,90,56,26,48,50,116,163,144,134,128,98,90,85,53,48,23,17
"15300 Myllypohja-Koiskala   (Lahti )",3970,1952,2018,39,133,186,334,157,104,115,186,215,220,285,271,270,309,288,281,258,164,90,52,52
"15320 Ahtiala   (Lahti )",3012,1504,1508,37,118,208,315,119,91,66,97,103,204,258,218,224,209,187,195,207,99,42,24,28
"15340 Kunnas-Hiekkanummi   (Lahti )",2814,1345,1469,38,94,168,269,139,106,77,68,100,153,219,216,207,198,225,193,181,97,52,30,22
"15460 Mäkelä   (Lahti )",584,290,294,43,20,22,50,25,12,14,24,14,23,38,35,40,56,47,41,57,30,18,8,10
"15500 Liipola   (Lahti )",5071,2716,2355,43,146,224,281,131,98,121,366,320,324,285,271,276,298,320,360,479,326,250,116,79
"15520 Saksala   (Lahti )",2212,1183,1029,48,58,60,76,32,29,26,106,145,167,112,109,123,156,140,195,247,184,136,61,50
"15540 Villähde   (Lahti )",4485,2201,2284,39,155,269,460,183,105,93,109,156,255,351,393,333,307,290,287,308,204,128,68,31
"15550 Rakokivi   (Lahti )",3709,1889,1820,44,120,171,224,115,85,81,171,209,216,210,194,209,233,252,308,330,219,152,108,102
"15560 Nastola kk   (Lahti )",4030,2013,2017,44,98,173,306,133,77,99,148,169,233,254,247,266,270,276,271,358,270,184,124,74
"15580 Ruuhijärvi   (Lahti )",241,113,128,45,4,9,15,11,5,5,5,12,12,12,9,18,29,22,25,18,9,13,3,5
"15610 Laune-Nikkilä   (Lahti )",5324,2611,2713,41,164,270,395,231,150,121,191,250,330,327,366,417,410,372,292,381,287,218,84,68
"15680 Renkomäki-Ämmälä   (Lahti )",3261,1581,1680,34,154,248,391,173,98,83,96,112,199,280,290,280,252,148,146,138,76,43,25,29
"15700 Hennala-Jokimaa   (Hollola )",6775,3398,3377,42,199,273,408,236,188,188,402,426,406,406,418,505,481,458,434,524,334,233,142,114
"15800 Kärpänen   (Lahti )",3464,1690,1774,42,85,117,191,112,63,97,302,276,224,183,180,221,282,241,248,239,164,111,63,65
"15810 Kasakkamäki   (Lahti )",1329,663,666,39,46,81,107,58,42,31,52,60,101,81,91,96,96,71,62,116,67,39,19,13
"15820 Okeroinen   (Hollola )",1104,522,582,37,39,78,128,69,32,23,20,40,68,88,78,73,76,63,74,68,47,19,11,10
"15830 Metsäkangas   (Lahti )",3842,2004,1838,45,104,129,188,101,70,79,277,257,228,192,186,203,293,256,257,381,279,175,117,70
"15840 Riihelä   (Lahti )",2021,1045,976,40,76,110,157,63,47,36,84,130,142,142,129,136,133,158,148,141,91,53,33,12
"15850 Likolampi   (Lahti )",667,324,343,40,14,44,38,21,16,13,33,39,64,47,48,41,46,59,46,40,31,17,6,4
"15860 Kartano   (Hollola )",3462,1806,1656,45,96,132,219,96,54,66,144,191,221,200,198,194,227,268,294,304,219,169,98,72
"15870 Salpakangas   (Hollola )",4120,2274,1846,49,96,133,245,133,93,71,133,163,181,178,187,270,279,287,351,359,288,276,198,199
"15880 Soramäki   (Hollola )",4772,2386,2386,42,126,225,393,191,124,126,153,179,247,268,331,340,371,346,326,391,305,190,88,52
"15900 Jalkaranta   (Lahti )",1691,906,785,47,35,70,116,48,48,41,46,36,68,88,91,114,130,126,159,174,120,93,53,35
"15950 Kiikkula   (Lahti )",3906,2121,1785,47,87,123,216,84,85,75,199,188,218,190,177,207,300,289,315,363,285,216,151,138
"15980 Messilä   (Hollola )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"16100 Uusikylä   (Lahti )",1400,667,733,44,47,50,116,43,24,22,55,45,68,85,87,95,114,112,124,137,82,46,22,26
"16160 Okkeri   (Lahti )",101,49,52,46,2,3,3,6,2,4,2,7,1,4,8,6,16,6,11,7,1,7,3,2
"16200 Artjärvi Keskus   (Orimattila )",667,325,342,50,14,22,35,20,5,7,23,17,28,30,39,36,56,67,60,54,48,46,35,25
"16230 Artjärvi Kirkonkylä   (Orimattila )",320,160,160,51,4,15,21,10,5,7,11,5,8,11,17,21,27,25,21,27,23,21,15,26
"16260 Hietana   (Orimattila )",181,89,92,46,3,8,14,8,5,2,1,7,6,10,16,10,12,14,18,21,11,7,3,5
"16270 Villikkala   (Orimattila )",139,65,74,49,2,6,7,5,4,1,2,6,7,7,5,4,14,21,9,14,5,6,6,8
"16280 Kuivanto   (Orimattila )",607,289,318,41,20,29,47,32,13,3,14,30,33,49,32,57,55,50,31,46,36,7,13,10
"16300 Orimattila Keskus   (Orimattila )",10596,5467,5129,44,308,454,749,358,242,192,481,464,545,587,616,678,776,711,764,912,634,473,319,333
"16310 Virenoja   (Orimattila )",644,304,340,37,29,56,71,34,12,9,16,25,40,52,40,37,39,58,40,28,15,25,11,7
"16320 Pennala   (Orimattila )",1102,518,584,34,67,77,135,52,24,23,18,39,84,99,99,84,86,55,45,55,22,23,8,7
"16330 Heinämaa   (Orimattila )",345,167,178,43,11,21,23,16,8,6,6,10,14,19,37,30,26,24,24,23,17,15,6,9
"16350 Niinikoski   (Orimattila )",333,160,173,42,15,15,26,14,6,2,14,10,15,26,27,13,28,29,35,21,16,13,3,5
"16390 Pakaa   (Orimattila )",294,144,150,40,7,13,23,10,11,9,11,11,18,19,30,25,24,16,20,23,13,5,4,2
"16450 Mallusjoki   (Orimattila )",466,213,253,47,12,15,32,16,10,8,12,11,17,29,30,37,31,43,38,47,24,30,12,12
"16500 Herrala   (Hollola )",894,438,456,40,28,54,79,33,25,21,20,31,59,66,62,65,57,63,78,64,34,26,17,12
"16510 Luhtikylä   (Orimattila )",440,207,233,42,13,19,41,11,10,9,14,18,28,29,28,29,37,34,38,35,25,6,8,8
"16540 Mertie   (Kärkölä )",285,130,155,44,9,12,17,7,6,6,11,10,16,15,22,23,27,24,20,23,19,10,4,4
"16600 Järvelä   (Kärkölä )",2910,1459,1451,46,60,105,189,98,61,59,128,107,128,154,171,196,219,243,242,271,178,128,90,83
"16610 Kärkölä kk   (Kärkölä )",726,353,373,44,19,38,48,32,19,9,31,19,39,42,45,60,49,55,38,57,48,37,19,22
"16630 Tennilä   (Hollola )",332,166,166,38,16,12,41,19,13,8,8,10,13,22,23,27,27,16,17,27,12,11,3,7
"16670 Lappila   (Kärkölä )",626,287,339,46,14,29,34,18,14,9,18,20,31,40,35,63,41,57,63,53,33,28,10,16
"16710 Hollola kk   (Hollola )",965,499,466,39,35,52,99,49,28,21,25,25,49,69,84,58,91,70,54,66,39,32,6,13
"16730 Kutajärvi   (Hollola )",1030,505,525,43,27,45,81,46,35,34,23,30,45,64,70,82,74,68,80,78,55,30,22,41
"16790 Manskivi   (Hollola )",108,54,54,42,7,5,6,4,3,3,1,3,5,7,5,12,3,13,9,10,6,2,3,1
"16800 Hämeenkoski   (Hollola )",2028,1019,1009,46,61,88,131,61,46,40,72,72,96,110,109,121,156,150,173,170,110,107,83,72
"16900 Lammi kk   (Hämeenlinna )",4880,2457,2423,47,126,193,323,162,129,105,177,179,224,213,249,285,335,372,364,434,332,256,194,228
"16960 Iso-Evo   (Hämeenlinna )",159,84,75,52,1,7,10,2,2,2,1,3,8,11,8,6,8,14,16,23,11,13,5,8
"16970 Evo   (Hämeenlinna )",74,26,48,35,0,1,3,4,6,0,25,5,0,3,3,1,6,4,4,4,2,2,1,0
"16980 Ronni   (Hämeenlinna )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"17110 Sipilä   (Hollola )",1172,586,586,40,28,71,105,82,47,23,36,32,52,74,72,99,92,66,93,77,47,29,25,22
"17120 Paimela   (Hollola )",565,268,297,42,17,29,52,26,14,5,16,22,29,30,42,50,44,38,44,44,26,13,13,11
"17130 Vesivehmaa   (Asikkala )",801,395,406,39,31,39,77,34,17,16,22,26,55,63,63,64,68,52,49,48,37,24,10,6
"17150 Urajärvi   (Asikkala )",372,172,200,45,12,14,26,8,6,5,8,21,29,16,21,28,22,26,35,49,26,10,5,5
"17200 Vääksy Keskus   (Asikkala )",5283,2756,2527,49,98,187,332,132,102,118,171,165,211,259,264,310,354,352,464,552,415,350,223,224
"17220 Pietilä   (Asikkala )",162,67,95,49,4,4,20,3,1,1,2,2,11,5,9,4,12,15,16,21,10,8,9,5
"17240 Kalkkinen   (Asikkala )",403,180,223,53,6,12,17,10,9,4,7,8,8,17,17,26,27,34,52,52,41,31,10,15
"17320 Asikkala   (Asikkala )",333,166,167,47,8,13,20,14,9,7,6,8,12,21,17,28,23,24,27,38,22,20,10,6
"17410 Viitaila   (Asikkala )",248,108,140,47,4,8,15,11,5,6,3,3,17,12,21,10,18,22,27,23,23,7,7,6
"17430 Kurhila   (Asikkala )",284,132,152,43,6,9,21,10,14,7,14,7,8,16,22,18,22,20,37,21,18,8,4,2
"17440 Vähimaa   (Asikkala )",58,28,30,50,2,2,3,2,2,0,1,1,4,2,2,1,1,9,7,10,1,1,3,4
"17450 Iso-Äiniö-Vähimaa   (Asikkala )",206,94,112,50,2,2,9,8,5,2,6,9,5,11,12,16,24,20,19,18,12,12,7,7
"17470 Maakeski   (Padasjoki )",282,136,146,46,4,9,22,16,8,7,6,6,14,16,11,16,13,29,23,37,16,13,5,11
"17500 Padasjoki Keskus   (Padasjoki )",1810,928,882,54,18,31,89,53,29,35,61,47,44,65,67,87,130,155,166,205,170,135,102,121
"17510 Nyystölä   (Padasjoki )",260,133,127,44,5,14,23,12,5,8,5,6,13,11,13,14,19,24,27,19,17,14,5,6
"17530 Arrakoski   (Padasjoki )",230,109,121,51,6,9,8,7,7,1,6,2,8,9,11,13,13,24,23,28,23,13,12,7
"17610 Auttoinen   (Padasjoki )",270,128,142,53,2,6,6,4,6,4,12,6,6,9,11,19,22,32,29,38,22,17,12,7
"17630 Vesijako   (Padasjoki )",115,53,62,52,3,4,2,1,0,1,4,4,7,6,2,6,11,15,13,10,12,6,5,3
"17710 Torittu   (Padasjoki )",68,31,37,53,0,1,5,2,2,1,1,1,2,2,2,7,5,4,8,8,6,2,6,3
"17740 Kasiniemi-Torittu   (Padasjoki )",50,24,26,61,0,0,2,0,0,0,0,1,2,1,2,1,7,3,6,10,3,5,6,1
"17780 Harmoinen   (Kuhmoinen )",70,32,38,51,2,2,4,1,3,1,2,3,1,3,1,1,7,10,5,6,6,4,7,1
"17800 Kuhmoinen Keskus   (Kuhmoinen )",1797,942,855,55,32,28,66,47,31,19,39,57,60,59,70,74,127,142,166,219,163,163,112,123
"17840 Harjunsalmi   (Kuhmoinen )",78,33,45,51,2,3,3,4,1,0,3,0,2,2,7,2,2,7,13,11,5,7,2,2
"17850 Pihlajakoski   (Kuhmoinen )",71,30,41,52,1,1,3,2,1,0,6,1,2,4,4,1,5,7,6,12,4,4,1,6
"17870 Ruolahti   (Kuhmoinen )",61,26,35,51,2,5,1,0,0,0,0,2,5,3,1,3,5,8,5,5,6,6,4,0
"17930 Päijälä   (Kuhmoinen )",77,34,43,57,0,1,0,5,0,0,3,1,1,1,1,9,7,10,8,9,9,4,4,4
"17950 Kylämä   (Kuhmoinen )",29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"17970 Puukkoinen   (Kuhmoinen )",31,12,19,57,0,0,0,0,1,0,1,3,2,0,2,0,1,1,9,5,1,0,3,2
"18100 Heinola Keskus   (Heinola )",6960,3798,3162,52,93,160,340,179,132,130,233,208,205,275,314,390,497,550,666,724,593,503,393,375
"18120 Reumasairaala-alue   (Heinola )",921,464,457,47,21,42,50,22,18,18,28,31,51,44,51,57,82,89,76,89,51,32,23,46
"18130 Tommola-Sahanniemi   (Heinola )",1837,947,890,50,38,56,62,39,31,41,106,88,80,75,67,96,128,174,173,162,151,114,73,83
"18150 Jyränkö   (Heinola )",2380,1227,1153,46,61,62,147,75,52,50,125,97,108,113,133,148,158,194,248,233,162,113,59,42
"18200 Kaakonlampi-Pyhätön   (Heinola )",2075,1058,1017,47,36,68,105,68,48,51,111,88,99,107,98,140,162,151,165,181,160,128,62,47
"18300 Heinola kk   (Heinola )",2745,1357,1388,47,54,98,171,84,63,67,84,85,111,111,157,203,241,220,233,285,193,137,72,76
"18600 Myllyoja   (Heinola )",813,382,431,44,23,25,56,33,21,21,21,21,35,50,48,79,76,78,49,72,55,25,18,7
"19110 Vierumäki taajama   (Heinola )",665,317,348,42,24,31,40,21,9,12,33,34,50,41,34,45,68,43,58,46,32,23,13,8
"19120 Vierumäki urheiluopisto   (Heinola )",124,60,64,40,1,3,2,3,2,5,21,13,5,10,4,11,10,9,12,4,6,2,1,0
"19160 Huutotöyry   (Iitti )",488,237,251,45,9,25,38,17,10,8,11,18,21,21,38,32,35,43,44,51,26,20,12,9
"19210 Lusi   (Heinola )",463,213,250,46,12,17,34,24,9,5,12,14,22,23,28,21,40,40,35,55,34,17,9,12
"19230 Onkiniemi   (Sysmä )",116,63,53,49,2,3,7,3,2,2,5,0,2,4,6,8,14,18,11,11,7,5,5,1
"19250 Syrjäkoski   (Heinola )",47,22,25,55,0,0,4,0,2,1,0,0,0,3,3,3,7,3,1,7,4,4,3,2
"19260 Paaso-Syrjäkoski   (Heinola )",118,49,69,54,1,2,8,2,2,2,3,3,0,2,5,12,6,8,9,15,15,17,2,4
"19310 Karilanmaa   (Sysmä )",79,35,44,54,1,1,3,3,0,1,2,1,1,2,6,8,9,9,2,6,8,10,4,2
"19320 Nikkaroinen   (Sysmä )",98,47,51,47,2,4,8,0,4,4,0,2,6,2,4,6,9,13,10,10,6,3,3,2
"19370 Nuoramoinen   (Sysmä )",421,206,215,47,6,14,27,18,7,14,17,9,16,14,22,28,37,36,39,40,31,19,12,15
"19410 Kuortti   (Pertunmaa )",474,233,241,47,12,15,31,12,8,2,16,13,24,29,34,24,35,46,46,47,28,26,16,10
"19420 Mansikkamäki   (Pertunmaa )",158,68,90,51,1,3,8,3,3,1,5,8,7,3,8,14,15,20,14,13,10,9,8,5
"19430 Pertunmaa Keskus   (Pertunmaa )",762,384,378,52,12,18,47,23,16,15,24,17,25,30,29,37,47,55,69,82,60,62,35,59
"19460 Ruorasmäki   (Pertunmaa )",118,57,61,50,3,3,8,7,1,0,1,1,2,10,5,4,14,6,14,14,10,7,4,4
"19470 Lihavanpää-Hartosenpää   (Pertunmaa )",159,79,80,54,3,2,5,6,4,2,5,1,3,8,6,7,16,15,19,10,16,14,6,11
"19480 Hartosenpää   (Pertunmaa )",75,32,43,51,1,2,6,1,1,1,2,2,2,1,4,7,6,7,6,5,10,3,6,2
"19510 Lepsala   (Hartola )",36,16,20,54,0,0,3,0,1,0,1,0,0,1,3,2,1,9,3,7,1,1,2,1
"19540 Koitti-Lepsala   (Hartola )",287,129,158,50,7,6,13,8,4,6,9,6,14,7,12,21,26,22,29,41,21,19,9,7
"19600 Hartola Keskus   (Hartola )",2094,1070,1024,53,32,48,89,47,51,35,56,57,67,64,83,130,165,203,203,228,185,124,100,127
"19610 Murakka   (Hartola )",90,41,49,56,2,2,2,0,1,1,1,1,3,4,2,4,8,12,16,13,6,7,2,3
"19620 Pohela   (Hartola )",173,90,83,49,7,5,9,7,2,2,3,6,1,5,15,11,18,13,18,18,11,10,8,4
"19630 Kalhonkylä   (Hartola )",77,42,35,48,1,1,3,5,0,4,2,3,3,1,2,10,9,5,7,6,6,6,3,0
"19650 Joutsa Keskus   (Joutsa )",3390,1680,1710,52,61,89,174,83,49,46,109,116,124,117,143,184,249,272,337,354,303,255,164,161
"19670 Mieskonmäki   (Joutsa )",153,64,89,42,1,3,18,8,7,1,6,4,3,8,12,18,13,12,13,11,6,5,3,1
"19700 Sysmä Keskus   (Sysmä )",2912,1518,1394,55,47,59,108,70,54,56,84,82,77,75,105,157,214,232,293,338,258,224,178,201
"19730 Särkilampi   (Sysmä )",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"19740 Liikola   (Sysmä )",119,50,69,58,3,1,4,1,2,0,1,4,4,6,3,2,17,9,8,6,11,16,16,5
"19770 Valittula   (Sysmä )",138,68,70,43,3,9,11,4,2,2,3,6,5,9,12,12,10,12,11,9,9,2,4,3
"19850 Putkijärvi-Siltasuo   (Hartola )",96,41,55,53,2,0,2,2,3,4,2,1,3,1,6,7,14,7,11,7,9,5,7,3
"19910 Tammijärvi   (Luhanka )",447,214,233,53,12,14,21,7,6,5,10,11,20,9,16,22,42,44,49,48,27,35,25,24
"19920 Pappinen   (Joutsa )",152,62,90,48,2,6,10,6,2,3,3,4,2,10,4,11,15,22,16,12,10,9,3,2
