"Postal code area","Inhabitants, total, 2016 (HE)","Females, 2016 (HE)","Males, 2016 (HE)","Average age of inhabitants, 2016 (HE)","0-2 years, 2016 (HE)","3-6 years, 2016 (HE)","7-12 years, 2016 (HE)","13-15 years, 2016 (HE)","16-17 years, 2016 (HE)","18-19 years, 2016 (HE)","20-24 years, 2016 (HE)","25-29 years, 2016 (HE)","30-34 years, 2016 (HE)","35-39 years, 2016 (HE)","40-44 years, 2016 (HE)","45-49 years, 2016 (HE)","50-54 years, 2016 (HE)","55-59 years, 2016 (HE)","60-64 years, 2016 (HE)","65-69 years, 2016 (HE)","70-74 years, 2016 (HE)","75-79 years, 2016 (HE)","80-84 years, 2016 (HE)","85 years or over, 2016 (HE)"
"02700 Kauniainen   (Kauniainen )",9244,4760,4484,42,198,391,806,443,273,287,567,370,363,455,641,699,733,581,492,492,538,405,273,237
"02710 Viherlaakso   (Espoo )",6036,3201,2835,43,196,250,433,177,122,115,287,299,368,409,411,462,430,387,366,343,331,300,170,180
"02720 Lähderanta   (Espoo )",2981,1520,1461,40,100,149,234,101,86,87,166,141,193,208,203,198,220,181,173,157,148,102,77,57
"02730 Jupperi   (Espoo )",4549,2275,2274,40,102,239,430,234,151,137,175,109,188,231,356,392,418,354,310,218,223,160,64,58
"02740 Bemböle-Pakankylä   (Espoo )",3173,1640,1533,34,175,202,304,143,91,77,114,172,258,306,275,264,258,186,128,87,67,34,21,11
"02750 Sepänkylä-Kuurinniitty   (Espoo )",6196,3084,3112,33,290,433,618,254,171,153,321,416,516,522,552,479,445,343,235,207,113,70,42,16
"02760 Tuomarila-Suvela   (Espoo )",14284,7344,6940,36,724,852,1051,449,278,285,878,1130,1333,1275,1056,914,914,832,744,648,443,246,131,101
"02770 Espoon Keskus   (Espoo )",10460,5264,5196,37,394,572,716,345,240,301,941,775,770,731,655,738,756,649,572,476,343,219,133,134
"02780 Kauklahti   (Espoo )",10143,5066,5077,34,467,733,1069,447,284,247,537,575,749,887,876,796,683,535,383,314,226,159,93,83
"02810 Gumböle-Karhusuo   (Espoo )",1665,812,853,33,59,143,211,93,49,47,46,49,98,152,160,163,120,70,63,72,36,21,7,6
"02820 Nupuri-Nuuksio   (Espoo )",1437,702,735,41,40,57,131,68,45,41,48,35,68,69,102,143,136,106,92,96,77,53,15,15
"02860 Siikajärvi   (Espoo )",659,331,328,43,7,29,65,32,14,18,20,15,16,37,52,62,68,44,58,39,36,20,15,12
"02880 Veikkola   (Kirkkonummi )",5852,2927,2925,37,196,359,650,335,182,149,171,170,295,432,525,524,465,344,307,316,220,116,57,39
"02920 Niipperi   (Espoo )",5307,2646,2661,34,232,399,597,299,178,154,190,178,307,393,491,475,440,263,232,218,118,71,30,42
"02940 Lippajärvi-Järvenperä   (Espoo )",10212,5157,5055,37,362,593,950,453,302,259,455,426,611,813,808,819,830,735,575,477,336,216,113,79
"02970 Kalajärvi   (Espoo )",3664,1784,1880,37,136,239,363,162,107,92,134,138,170,297,312,316,323,253,180,161,122,66,51,42
"02980 Lakisto   (Espoo )",351,176,175,46,2,4,7,9,10,5,15,29,19,18,17,30,50,56,39,16,12,10,3,0
"03100 Nummela   (Vihti )",15078,7750,7328,40,510,840,1234,516,363,353,734,792,1017,1111,1059,1022,1023,950,901,1024,682,429,271,247
"03150 Huhmari   (Vihti )",767,379,388,44,14,21,51,33,33,17,25,19,25,54,46,65,84,69,72,56,39,23,7,14
"03220 Tervalampi   (Vihti )",593,299,294,46,8,20,33,31,19,12,17,12,14,40,24,50,64,62,61,49,40,19,12,6
"03250 Ojakkala   (Vihti )",1970,960,1010,38,54,118,200,87,71,48,69,79,96,146,152,178,177,122,107,102,74,43,26,21
"03300 Otalampi   (Vihti )",2413,1146,1267,39,80,137,247,112,57,53,63,81,128,195,200,194,189,157,159,155,97,64,22,23
"03320 Selki   (Vihti )",343,168,175,40,10,18,32,13,7,12,11,8,18,26,21,37,28,27,20,23,18,7,3,4
"03400 Vihti Kirkonkylä   (Vihti )",6553,3251,3302,41,182,330,569,296,205,164,260,218,338,442,479,505,498,426,457,418,295,216,136,119
"03430 Jokikunta   (Vihti )",534,245,289,38,15,42,44,30,21,17,11,18,28,35,47,32,46,31,30,34,19,14,9,11
"03600 Karkkila Keskus   (Karkkila )",6558,3376,3182,45,174,262,493,228,149,124,249,226,329,383,417,443,408,510,508,534,374,280,197,270
"03620 Polari   (Karkkila )",2095,1019,1076,42,63,109,155,74,55,34,71,71,139,160,156,145,149,143,157,173,110,73,28,30
"03710 Uusitalo   (Karkkila )",194,99,95,43,8,7,14,11,3,5,3,5,6,16,18,13,14,15,18,14,11,5,2,6
"03790 Vihtijärvi   (Vihti )",521,251,270,43,11,20,47,22,8,12,10,10,31,44,43,17,58,40,43,36,30,14,16,9
"03810 Ikkala   (Lohja )",603,299,304,44,11,29,43,22,16,14,19,24,24,29,34,53,57,45,55,36,40,25,14,13
"03850 Pusula   (Lohja )",1682,860,822,47,44,63,100,56,31,37,74,63,73,81,89,98,160,122,116,137,108,102,59,69
"03870 Hyönölä   (Lohja )",191,92,99,47,7,6,13,4,2,2,7,4,10,14,9,9,19,19,17,14,12,8,7,8
"04130 Sipoo   (Sipoo )",7166,3674,3492,41,190,365,590,304,226,204,331,258,327,471,526,576,628,493,378,384,312,249,173,181
"04150 Martinkylä   (Sipoo )",661,304,357,40,20,29,55,36,25,14,26,21,27,38,48,59,64,54,37,42,25,24,8,9
"04170 Paippinen   (Sipoo )",1258,620,638,40,40,82,107,48,32,22,42,47,65,88,113,104,102,72,76,60,76,37,23,22
"04200 Kerava Keskus   (Kerava )",11407,6088,5319,45,270,415,631,276,218,219,795,762,691,622,629,587,732,796,842,969,695,539,390,329
"04220 Ahjo-Kaskela   (Kerava )",5169,2523,2646,36,193,253,460,248,140,146,330,327,376,361,400,429,442,368,256,212,110,70,26,22
"04230 Pihkaniitty   (Kerava )",7605,3868,3737,39,258,424,651,270,166,165,355,373,552,565,520,478,540,476,451,566,411,222,97,65
"04240 Talma   (Sipoo )",1233,592,641,41,31,50,110,67,38,31,43,26,46,85,78,108,124,116,99,66,48,32,18,17
"04250 Alikerava   (Kerava )",4771,2413,2358,39,189,224,292,137,92,118,384,418,420,295,309,260,303,285,281,262,247,139,80,36
"04260 Savio   (Kerava )",6386,3207,3179,40,212,291,471,219,133,159,391,408,421,438,434,419,499,471,457,379,273,167,75,69
"04300 Hyrylä   (Tuusula )",10297,5256,5041,41,272,493,886,448,263,259,432,391,518,658,821,838,847,632,618,661,476,379,218,187
"04310 Tuusula Keskus   (Tuusula )",2569,1356,1213,41,80,117,211,113,77,66,121,98,114,167,190,193,215,165,167,166,138,75,43,53
"04320 Riihikallio   (Tuusula )",4836,2413,2423,40,169,275,367,166,107,117,205,292,284,378,357,318,351,340,310,292,242,133,83,50
"04330 Lahela   (Tuusula )",2320,1160,1160,35,85,148,274,133,77,72,81,56,117,192,214,225,216,158,74,90,58,27,14,9
"04340 Mattila   (Tuusula )",2254,1111,1143,39,76,119,158,112,61,52,106,106,143,158,187,178,179,166,129,127,90,57,27,23
"04350 Nahkela   (Tuusula )",522,244,278,43,16,22,37,16,14,21,19,10,25,25,43,52,42,45,39,22,29,28,9,8
"04360 Ruotsinkylä-Kiilinmäki   (Tuusula )",1241,583,658,41,23,50,116,64,32,38,43,41,56,70,96,145,107,88,71,73,50,37,25,16
"04370 Rusutjärvi   (Tuusula )",793,382,411,41,24,33,75,42,22,20,22,20,31,49,69,63,63,76,65,56,33,13,9,8
"04380 Tuomala   (Tuusula )",591,298,293,41,21,24,50,26,17,20,32,14,16,38,45,56,54,36,43,35,29,13,10,12
"04390 Jäniksenlinna   (Tuusula )",478,225,253,39,8,30,45,27,16,12,13,11,27,39,38,51,28,31,23,33,18,15,7,6
"04400 Loutti   (Järvenpää )",9918,5220,4698,43,266,378,514,214,193,230,742,715,655,602,521,529,698,691,700,811,575,390,267,227
"04410 Järvenpää Keskus   (Järvenpää )",10344,5443,4901,40,353,492,670,327,253,289,757,664,701,643,564,654,750,714,652,634,480,356,225,166
"04420 Kyrölä   (Järvenpää )",3854,1982,1872,39,145,208,316,139,88,93,145,219,314,271,256,275,286,287,294,237,155,67,36,23
"04430 Kinnari-Mikonkorpi   (Järvenpää )",9046,4651,4395,39,323,476,730,332,230,214,426,456,606,704,666,650,723,669,600,505,332,231,101,72
"04440 Jamppa   (Järvenpää )",4574,2220,2354,40,182,221,293,130,99,118,279,326,331,321,294,284,321,304,341,304,178,115,73,60
"04460 Nummenkylä   (Tuusula )",1967,942,1025,34,86,132,204,85,58,37,100,118,170,172,163,154,129,112,105,87,29,14,7,5
"04480 Haarajoki   (Mäntsälä )",2454,1199,1255,34,88,149,329,154,89,62,89,76,133,202,242,214,194,109,88,103,62,29,21,21
"04500 Kellokoski   (Tuusula )",6025,3012,3013,37,235,365,631,276,173,159,196,185,362,489,519,485,458,392,326,306,208,130,77,53
"04530 Ohkola   (Mäntsälä )",927,448,479,38,35,61,105,34,27,23,30,39,57,59,66,60,81,56,57,43,38,22,20,14
"04600 Mäntsälä Keskus   (Mäntsälä )",9286,4862,4424,42,303,407,708,362,241,211,472,433,510,520,579,638,628,626,646,682,464,365,257,234
"04620 Kaunismäki   (Mäntsälä )",2081,1039,1042,32,110,179,270,102,63,44,96,92,125,175,189,166,160,95,91,60,26,24,13,1
"04630 Sääksjärvi   (Mäntsälä )",876,418,458,40,29,50,64,42,32,32,41,26,54,38,61,62,71,70,67,52,36,23,13,13
"04660 Numminen   (Mäntsälä )",1731,821,910,38,59,103,160,76,70,45,57,55,88,120,149,142,132,124,105,107,73,27,26,13
"04680 Hirvihaara   (Mäntsälä )",664,328,336,38,28,44,64,28,18,13,21,31,38,43,59,50,53,42,32,39,30,16,5,10
"04740 Sälinkää   (Mäntsälä )",1188,579,609,42,29,67,119,44,36,21,27,33,55,82,89,77,94,90,76,82,67,44,27,29
"04770 Sahakylä   (Mäntsälä )",207,94,113,41,9,8,19,10,3,5,8,7,8,10,18,13,21,18,12,14,12,6,2,4
"04820 Kaukalampi   (Mäntsälä )",300,142,158,38,11,21,32,17,4,6,3,5,25,20,28,19,24,25,18,12,16,3,2,9
"04840 Hautjärvi   (Mäntsälä )",243,119,124,45,5,13,10,7,6,8,5,10,7,23,14,21,22,22,21,12,13,10,9,5
"04920 Saarentaus   (Mäntsälä )",342,163,179,40,9,18,27,16,10,5,15,15,16,24,32,29,21,28,20,22,9,14,10,2
"04940 Levanto   (Mäntsälä )",304,153,151,41,13,14,29,16,7,5,8,7,18,19,21,20,21,25,18,15,21,16,5,6
"05100 Röykkä   (Nurmijärvi )",2301,1134,1167,38,85,137,228,113,60,55,77,79,127,167,163,215,205,158,142,112,84,45,36,13
"05200 Rajamäki   (Nurmijärvi )",6779,3360,3419,38,253,397,726,330,198,165,283,243,351,501,531,540,466,382,425,364,287,186,86,65
"05250 Kiljava   (Nurmijärvi )",178,97,81,42,3,8,10,9,3,3,7,7,13,10,17,15,10,17,17,16,9,4,0,0
"05400 Jokela   (Tuusula )",6534,3304,3230,39,201,357,610,309,191,170,259,260,359,500,473,498,517,442,411,397,240,171,87,82
"05430 Nuppulinna   (Tuusula )",1022,524,498,40,38,58,87,39,27,20,34,25,59,76,84,79,79,75,78,69,44,28,13,10
"05440 Hyvinkää   (Hyvinkää )",517,250,267,28,44,78,53,16,9,6,5,28,73,66,43,25,18,18,13,12,7,1,2,0
"05450 Nukari   (Nurmijärvi )",1089,531,558,39,36,63,98,63,31,24,37,39,50,92,82,82,86,76,67,61,41,30,20,11
"05460 Hakalanmäki-Hakala   (Hyvinkää )",3278,1684,1594,41,126,171,223,107,58,60,135,195,238,233,203,200,208,262,288,256,147,91,52,25
"05470 Palopuro   (Hyvinkää )",323,153,170,42,7,13,24,14,9,10,6,13,24,27,21,18,29,23,26,16,22,8,5,8
"05510 Päivärinta   (Hyvinkää )",458,223,235,43,13,3,36,15,9,10,24,34,19,30,25,49,41,36,37,28,20,12,11,6
"05620 Noppo   (Hyvinkää )",1332,656,676,38,39,78,128,63,41,38,46,55,66,97,118,111,107,95,98,67,40,21,13,11
"05720 Kytäjä   (Hyvinkää )",563,279,284,39,24,46,50,17,6,8,6,27,32,52,53,38,43,42,38,32,19,15,9,6
"05800 Hyvinkää Keskus   (Hyvinkää )",9543,5196,4347,47,187,246,414,211,167,198,694,689,533,471,477,547,566,641,670,772,651,537,417,455
"05810 Martti   (Hyvinkää )",5705,2884,2821,33,219,367,643,306,193,198,325,324,371,382,492,496,435,283,240,184,107,67,39,34
"05820 Mustamännistö   (Hyvinkää )",5199,2526,2673,39,168,266,447,200,150,143,263,273,307,360,354,402,431,351,297,298,185,131,94,79
"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )",7157,3660,3497,43,173,264,486,225,140,145,429,432,444,415,433,480,501,530,559,523,377,282,184,135
"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )",3754,1878,1876,40,106,172,303,133,100,88,177,210,256,266,240,291,294,272,283,239,135,104,45,40
"05850 Hyvinkää, sairaala-alue   (Hyvinkää )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"05860 Talvisilta   (Hyvinkää )",1420,688,732,41,38,72,95,47,26,38,77,87,108,79,76,87,106,96,99,123,65,54,33,14
"05880 Paavola-Vaivero   (Hyvinkää )",3418,1751,1667,43,102,131,198,95,72,74,208,222,222,182,179,203,233,237,259,283,196,168,88,66
"05900 Vieremä   (Hyvinkää )",3886,2056,1830,48,79,119,177,69,59,96,239,259,202,185,178,204,250,269,306,327,253,213,179,223
"05950 Ridasjärvi   (Hyvinkää )",393,183,210,44,8,13,30,21,7,9,8,13,16,21,25,34,42,38,39,31,17,7,8,6
"06100 Porvoo Keskus   (Porvoo )",18504,9830,8674,43,473,675,1187,649,431,461,1197,1040,926,1007,1211,1196,1371,1210,1185,1200,1034,835,620,596
"06150 Kevätkumpu   (Porvoo )",5888,3034,2854,42,198,293,387,173,107,133,364,351,365,378,376,346,387,373,424,438,349,221,128,97
"06200 Porvoo itäinen   (Porvoo )",2636,1283,1353,43,77,132,181,102,78,48,81,102,133,147,169,207,252,202,179,214,123,92,54,63
"06400 Gammelbacka   (Porvoo )",7344,3691,3653,38,277,373,602,276,206,165,430,490,450,498,534,523,488,451,459,476,328,181,80,57
"06450 Eestinmäki-Ernestas   (Porvoo )",2028,1028,1000,39,80,111,130,69,43,45,108,136,157,131,118,151,146,153,130,130,85,59,25,21
"06500 Saksala-Suomenkylä   (Porvoo )",2139,1031,1108,42,55,102,171,78,57,62,61,75,97,114,156,177,190,194,171,136,96,63,42,42
"06530 Kerkkoo   (Porvoo )",830,409,421,39,22,59,86,35,18,12,27,27,53,63,72,54,62,67,60,45,28,17,16,7
"06650 Hamari   (Porvoo )",1449,681,768,41,38,80,100,68,35,42,64,56,55,91,113,109,107,107,102,135,81,32,21,13
"06750 Tolkkinen   (Porvoo )",1784,873,911,37,65,113,188,100,44,39,63,56,98,137,138,144,133,108,103,113,68,39,15,20
"06830 Kulloonkylä   (Porvoo )",1072,527,545,40,34,60,99,50,27,25,22,28,59,71,96,96,92,66,70,80,47,25,17,8
"06850 Kulloo   (Porvoo )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"06880 Kärrby   (Sipoo )",340,157,183,46,11,13,19,7,8,8,11,5,14,24,11,34,41,23,37,25,23,13,11,2
"06950 Emäsalo   (Porvoo )",384,198,186,48,8,14,25,9,11,9,10,13,11,25,17,20,30,31,44,33,31,17,14,12
"07110 Hinthaara   (Porvoo )",1571,771,800,36,65,94,194,80,55,28,62,51,97,130,119,131,102,75,86,78,46,34,22,22
"07130 Anttila   (Porvoo )",659,327,332,42,13,37,59,37,20,16,25,11,17,40,48,63,57,42,40,41,42,26,18,7
"07150 Laukkoski   (Pornainen )",978,481,497,38,34,52,109,57,34,27,31,31,38,47,75,99,81,52,58,57,40,31,11,14
"07170 Keski-Pornainen   (Pornainen )",2495,1256,1239,38,64,134,266,140,103,73,97,62,130,167,206,199,180,161,154,135,89,60,39,36
"07190 Halkia   (Pornainen )",1468,707,761,38,52,83,147,67,41,37,62,62,75,87,120,100,139,125,90,63,41,19,25,33
"07220 Kaarenkylä   (Porvoo )",312,148,164,42,13,19,25,7,5,0,13,15,21,18,15,28,15,19,35,28,18,5,2,11
"07230 Monninkylä   (Askola )",1615,831,784,38,64,99,146,77,50,37,68,64,107,109,122,106,94,101,102,110,57,58,24,20
"07280 Ilola   (Porvoo )",909,428,481,40,31,45,86,37,29,23,38,20,38,60,75,82,86,71,52,56,28,26,16,10
"07310 Sannainen   (Porvoo )",432,211,221,37,22,28,37,14,15,6,15,22,36,31,36,34,34,23,23,29,18,6,1,2
"07320 Jakari-Sannäs   (Porvoo )",438,207,231,42,10,21,47,12,9,4,16,12,27,23,42,41,30,27,29,40,13,15,9,11
"07350 Gäddrag   (Porvoo )",83,37,46,45,1,2,10,5,0,1,1,1,3,3,7,8,9,11,3,6,5,4,2,1
"07360 Tirmo   (Porvoo )",40,16,24,56,0,0,0,1,0,1,2,0,0,0,1,5,7,5,7,3,4,4,0,0
"07370 Pellinki   (Porvoo )",136,68,68,53,1,3,7,2,1,3,7,3,3,2,3,9,15,13,15,17,14,6,4,8
"07390 Suurpellinki   (Porvoo )",123,54,69,42,5,8,7,5,3,2,4,5,9,5,5,9,12,12,6,7,6,5,4,4
"07410 Kråkö   (Porvoo )",308,160,148,49,8,11,20,7,4,4,4,9,13,13,23,22,25,21,29,18,29,21,14,13
"07450 Voolahti   (Porvoo )",422,218,204,43,13,18,34,17,6,8,11,17,28,28,29,26,34,26,34,31,20,21,9,12
"07500 Askola Kirkonkylä   (Askola )",1167,598,569,39,54,73,99,55,37,20,48,58,61,76,78,91,61,83,72,60,45,33,19,44
"07510 Vakkola   (Askola )",684,322,362,40,27,40,59,25,10,21,13,29,37,61,43,43,51,64,54,44,24,11,11,17
"07530 Onkimaa   (Askola )",303,145,158,45,10,11,20,12,2,3,10,10,15,18,29,24,25,17,12,33,19,15,8,10
"07550 Torpinkylä   (Pukkila )",306,154,152,40,15,14,21,11,8,11,21,13,15,13,20,29,29,15,11,18,14,15,10,3
"07560 Pukkila Keskus   (Pukkila )",1384,685,699,43,42,63,106,61,42,32,61,42,59,68,97,109,112,95,92,83,85,57,44,34
"07565 Kantele   (Pukkila )",260,120,140,45,9,10,11,7,2,10,9,12,11,10,20,17,30,24,17,21,18,14,1,7
"07580 Tiilää   (Askola )",71,35,36,43,4,1,5,3,1,2,0,2,4,8,5,7,5,7,5,3,3,2,3,1
"07590 Huuvari-Tiilää   (Askola )",628,309,319,41,18,34,54,31,12,16,33,15,32,39,25,43,65,50,52,45,31,13,10,10
"07600 Myrskylä Keskus   (Myrskylä )",1729,881,848,45,49,82,129,47,35,29,65,82,97,89,88,115,111,121,125,141,116,90,56,62
"07680 Juornaankylä   (Askola )",537,258,279,42,19,28,42,22,12,14,17,21,28,31,30,45,49,45,30,31,26,22,14,11
"07690 Kankkila   (Myrskylä )",144,73,71,46,5,5,6,2,3,5,7,5,5,8,10,12,8,13,13,18,6,6,6,1
"07700 Koskenkylän saha-alue   (Loviisa )",1218,595,623,38,48,68,112,49,31,16,65,72,82,70,83,72,96,95,81,65,52,30,15,16
"07720 Malmgård   (Loviisa )",79,42,37,49,2,1,3,3,1,2,5,1,3,4,4,6,10,9,5,4,4,4,3,5
"07740 Gammelby   (Loviisa )",427,206,221,42,16,25,29,13,4,7,16,18,31,30,22,25,42,43,28,30,16,12,12,8
"07750 Isnäs   (Loviisa )",540,258,282,45,14,23,38,10,13,11,10,27,26,37,35,32,40,39,52,54,29,31,12,7
"07780 Härkäpää   (Loviisa )",165,78,87,53,2,3,9,4,3,0,4,7,6,6,6,3,19,19,12,19,13,6,7,17
"07800 Lapinjärvi Keskus   (Lapinjärvi )",894,485,409,48,25,35,59,23,19,17,28,30,41,43,55,55,57,44,87,82,65,55,28,46
"07810 Ingermaninkylä   (Lapinjärvi )",273,127,146,45,8,11,14,12,8,1,5,12,20,25,12,18,24,19,18,21,21,9,9,6
"07820 Porlammi   (Lapinjärvi )",507,258,249,49,9,20,28,13,11,11,9,22,28,25,22,30,34,52,37,49,38,26,20,23
"07830 Pukaro   (Lapinjärvi )",278,127,151,45,6,4,20,12,10,7,9,8,13,23,16,16,29,27,22,18,10,9,13,6
"07840 Lindkoski   (Lapinjärvi )",206,102,104,44,5,6,17,9,6,4,9,7,17,7,13,14,11,16,18,17,13,6,7,4
"07850 Heikinkylä   (Lapinjärvi )",306,138,168,47,6,7,28,7,5,6,9,16,15,16,20,12,23,23,23,25,18,16,16,15
"07870 Skinnarby   (Loviisa )",444,212,232,44,12,13,34,14,9,11,14,28,27,19,32,30,34,42,40,23,17,20,16,9
"07880 Liljendal Keskus   (Loviisa )",1030,518,512,44,36,46,68,33,25,20,50,59,47,53,59,66,69,73,71,67,62,38,35,53
"07890 Mickelspiltom   (Loviisa )",202,103,99,46,9,4,10,6,5,4,9,8,11,11,15,14,8,18,13,13,24,7,9,4
"07900 Loviisa Keskus   (Loviisa )",4132,2226,1906,48,85,138,221,135,99,78,168,182,184,185,227,232,279,291,350,379,299,237,165,198
"07910 Valko   (Loviisa )",1114,513,601,47,18,41,68,33,21,26,31,43,52,57,65,63,92,78,110,131,88,46,26,25
"07920 Etelä-Harju   (Loviisa )",1427,700,727,47,29,62,81,49,32,28,38,44,56,70,103,105,95,88,145,140,121,82,40,19
"07930 Pernaja Kirkonkylä   (Loviisa )",662,328,334,46,21,22,51,20,16,8,17,26,27,37,37,53,55,51,46,42,39,26,33,35
"07940 Määrlahti   (Loviisa )",965,477,488,48,26,29,39,21,11,23,51,45,47,48,49,51,85,86,78,82,71,43,39,41
"07945 Kuggom   (Loviisa )",488,244,244,45,9,18,38,20,8,8,16,18,25,31,30,37,36,34,52,44,18,14,18,14
"07955 Tesjoki   (Loviisa )",1180,578,602,44,37,61,91,32,21,18,27,46,59,80,95,74,76,71,103,109,75,39,26,40
"07960 Ahvenkoski   (Loviisa )",116,56,60,50,2,4,4,4,1,0,5,3,4,9,4,7,8,17,15,7,8,3,8,3
"07970 Ruotsinpyhtää Keskus   (Loviisa )",556,273,283,50,5,15,32,19,9,6,8,19,16,30,29,34,57,59,49,55,43,26,27,18
"07980 Kuninkaankylä   (Loviisa )",284,132,152,49,3,14,17,6,1,5,5,14,12,21,17,17,24,15,27,21,18,17,16,14
"07990 Ruotsinkylä-Koskisto   (Loviisa )",297,145,152,47,4,12,17,13,5,5,11,10,7,14,18,25,25,27,27,24,18,12,15,8
"08100 Lohja Keskus   (Lohja )",7931,4353,3578,49,143,207,359,223,166,192,525,391,331,354,373,439,553,534,581,720,578,472,386,404
"08150 Keskilohja   (Lohja )",5272,2658,2614,39,150,313,455,223,173,143,206,224,266,383,381,420,428,375,330,307,189,151,90,65
"08200 Ojamo   (Lohja )",3801,2025,1776,42,124,190,257,121,79,89,222,229,233,197,196,203,260,272,284,319,232,174,73,47
"08350 Routio   (Lohja )",2342,1155,1187,43,69,86,163,66,49,39,130,109,128,158,170,171,174,173,185,153,138,93,48,40
"08360 Kisakallio   (Lohja )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"08450 Hormajärvi   (Lohja )",289,134,155,47,10,9,14,10,9,10,11,4,12,11,24,20,15,28,19,24,22,17,6,14
"08480 Karstu   (Lohja )",270,130,140,41,8,15,24,12,8,6,6,4,15,24,21,21,14,15,27,19,19,5,4,3
"08500 Ventelä-Millola   (Lohja )",6544,3264,3280,40,211,344,589,239,176,163,246,294,354,470,420,487,509,450,473,405,288,216,103,107
"08680 Muijala   (Lohja )",1828,880,948,36,52,97,191,120,54,64,80,80,85,118,151,195,157,129,81,67,47,37,10,13
"08700 Virkkala   (Lohja )",7484,3733,3751,42,171,345,624,332,193,171,286,290,349,436,535,545,591,488,552,552,389,330,182,123
"08800 Kirkniemi   (Lohja )",1622,794,828,40,44,80,121,94,55,42,44,63,87,96,124,115,147,139,110,96,95,31,29,10
"09120 Karjalohja   (Lohja )",1232,626,606,45,34,45,90,49,39,26,37,41,41,71,62,92,86,96,104,113,73,55,42,36
"09220 Sammatti   (Lohja )",1681,850,831,41,70,94,140,72,43,42,43,70,82,110,116,122,108,108,122,122,89,48,39,41
"09430 Saukkola   (Lohja )",1686,830,856,42,43,80,130,58,44,33,81,56,92,93,108,141,155,132,111,110,83,71,45,20
"09520 Millola   (Lohja )",122,55,67,51,4,2,3,3,2,1,5,6,1,6,4,3,11,23,16,11,5,9,5,2
"09630 Koisjärvi   (Lohja )",499,235,264,41,15,32,42,20,7,12,14,18,22,25,47,39,44,33,36,41,20,16,8,8
"09810 Nummi-Oinola   (Lohja )",997,491,506,45,36,52,59,28,21,16,39,33,48,70,69,57,71,66,83,83,56,39,40,31
"09930 Leppäkorpi   (Lohja )",305,149,156,48,4,16,17,12,6,8,13,5,8,16,14,23,27,19,25,31,21,16,13,11
"10120 Tähtelä   (Inkoo )",637,305,332,43,14,38,49,18,12,11,24,23,38,40,50,53,55,40,34,42,28,35,9,24
"10140 Päivölä   (Inkoo )",306,153,153,41,9,18,16,11,12,7,13,5,18,27,16,24,39,25,21,16,13,10,2,4
"10160 Degerby   (Inkoo )",905,439,466,40,21,42,103,37,28,23,21,32,37,59,93,70,72,66,68,44,42,21,15,11
"10210 Inkoo Keskus   (Inkoo )",2777,1454,1323,45,69,124,201,119,63,47,99,93,104,151,192,184,199,175,215,221,185,145,83,108
"10230 Inkoo Asemanseutu   (Inkoo )",394,193,201,41,13,22,34,19,11,6,10,17,19,22,28,29,40,32,18,24,21,17,8,4
"10250 Fagervik   (Inkoo )",134,62,72,50,1,6,7,5,2,0,3,2,4,8,7,14,10,13,10,15,10,8,6,3
"10270 Barösund   (Inkoo )",137,55,82,47,3,7,7,1,2,5,3,3,5,14,7,6,10,8,16,18,11,5,4,2
"10300 Karjaa Keskus   (Raasepori )",7332,3781,3551,44,170,315,473,240,175,176,343,386,408,417,429,472,480,542,521,511,435,328,243,268
"10320 Bäljars   (Raasepori )",1304,622,682,42,42,56,88,55,25,30,55,72,91,64,82,79,92,109,95,105,66,47,34,17
"10330 Pinjainen   (Raasepori )",605,302,303,42,13,23,47,27,9,13,31,26,34,38,39,44,60,51,46,46,32,10,8,8
"10350 Meltolan sairaala-alue   (Raasepori )",60,37,23,63,1,1,1,1,1,0,4,3,3,0,1,3,0,4,3,3,1,6,6,18
"10360 Mustio   (Raasepori )",1307,616,691,42,41,51,106,47,22,21,42,60,71,79,97,113,107,89,114,105,73,21,26,22
"10380 Kaunislahti   (Raasepori )",112,49,63,43,1,5,8,3,5,1,2,4,7,10,7,9,10,9,14,10,2,1,3,1
