"Postal code area","Inhabitants, 2014 (PT)","Labour force, 2014 (PT)","Employed, 2014 (PT)","Unemployed, 2014 (PT)","Persons outside the labour force, 2014 (PT)","Children aged 0 to 14, 2014 (PT)","Students, 2014 (PT)","Pensioners, 2014 (PT)","Others, 2014 (PT)"
"07720 Malmgård   (Loviisa )",83,41,40,1,42,10,4,24,4
"07740 Gammelby   (Loviisa )",409,211,190,21,198,74,18,95,11
"07750 Isnäs   (Loviisa )",541,260,232,28,281,85,40,141,15
"07780 Härkäpää   (Loviisa )",177,77,69,8,100,17,10,69,4
"07800 Lapinjärvi Keskus   (Lapinjärvi )",911,409,360,49,502,136,41,300,25
"07810 Ingermaninkylä   (Lapinjärvi )",274,134,113,21,140,43,15,76,6
"07820 Porlammi   (Lapinjärvi )",502,218,178,40,284,60,23,185,16
"07830 Pukaro   (Lapinjärvi )",296,147,131,16,149,43,18,79,9
"07840 Lindkoski   (Lapinjärvi )",199,103,89,14,96,32,8,50,6
"07850 Heikinkylä   (Lapinjärvi )",323,143,131,12,180,51,19,105,5
"07870 Skinnarby   (Loviisa )",444,224,192,32,220,67,27,113,13
"07880 Liljendal Keskus   (Loviisa )",1037,489,445,44,548,167,59,302,20
"07890 Mickelspiltom   (Loviisa )",203,97,83,14,106,29,13,61,3
"07900 Loviisa Keskus   (Loviisa )",4160,1806,1540,266,2354,541,243,1444,126
"07910 Valko   (Loviisa )",1158,528,433,95,630,153,62,369,46
"07920 Etelä-Harju   (Loviisa )",1452,635,571,64,817,219,67,489,42
"07930 Pernaja Kirkonkylä   (Loviisa )",660,313,276,37,347,110,38,188,11
"07940 Määrlahti   (Loviisa )",966,430,338,92,536,111,63,324,38
"07945 Kuggom   (Loviisa )",501,237,214,23,264,89,24,135,16
"07955 Tesjoki   (Loviisa )",1248,586,533,53,662,226,75,327,34
"07960 Ahvenkoski   (Loviisa )",132,62,48,14,70,15,4,46,5
"07970 Ruotsinpyhtää Keskus   (Loviisa )",573,279,230,49,294,81,21,182,10
"07980 Kuninkaankylä   (Loviisa )",305,139,127,12,166,41,15,104,6
"07990 Ruotsinkylä-Koskisto   (Loviisa )",309,143,126,17,166,49,19,91,7
"08100 Lohja Keskus   (Lohja )",7975,3557,3020,537,4418,907,501,2819,191
"08150 Keskilohja   (Lohja )",5371,2746,2460,286,2625,1143,403,967,112
"08200 Ojamo   (Lohja )",3966,1863,1535,328,2103,683,272,1022,126
"08350 Routio   (Lohja )",2474,1288,1052,236,1186,391,145,561,89
"08360 Kisakallio   (Lohja )",.,.,.,.,.,.,.,.,.
"08450 Hormajärvi   (Lohja )",291,124,101,23,167,35,20,103,9
"08480 Karstu   (Lohja )",270,136,128,8,134,60,11,57,6
"08500 Ventelä-Millola   (Lohja )",6507,3368,2972,396,3139,1302,407,1272,158
"08680 Muijala   (Lohja )",1851,1009,907,102,842,449,149,201,43
"08700 Virkkala   (Lohja )",7508,3608,3134,474,3900,1431,478,1817,174
"08800 Kirkniemi   (Lohja )",1633,855,766,89,778,335,119,285,39
"09120 Karjalohja   (Lohja )",1238,554,471,83,684,217,82,354,31
"09220 Sammatti   (Lohja )",1644,777,693,84,867,350,103,386,28
"09430 Saukkola   (Lohja )",1704,847,756,91,857,312,109,385,51
"09520 Millola   (Lohja )",114,57,48,9,57,10,4,38,5
"09630 Koisjärvi   (Lohja )",521,259,230,29,262,111,27,109,15
"09810 Nummi-Oinola   (Lohja )",1028,472,409,63,556,166,51,311,28
"09930 Leppäkorpi   (Lohja )",299,128,115,13,171,45,21,103,2
"10120 Tähtelä   (Inkoo )",639,329,307,22,310,115,37,145,13
"10140 Päivölä   (Inkoo )",309,164,153,11,145,60,23,49,13
"10160 Degerby   (Inkoo )",917,481,448,33,436,198,66,152,20
"10210 Inkoo Keskus   (Inkoo )",2784,1264,1156,108,1520,506,146,792,76
"10230 Inkoo Asemanseutu   (Inkoo )",394,199,181,18,195,77,22,81,15
"10250 Fagervik   (Inkoo )",138,64,57,7,74,18,5,48,3
"10270 Barösund   (Inkoo )",140,62,59,3,78,19,6,46,7
"10300 Karjaa Keskus   (Raasepori )",7517,3516,3068,448,4001,1183,567,2036,215
"10320 Bäljars   (Raasepori )",1320,619,521,98,701,228,92,320,61
"10330 Pinjainen   (Raasepori )",609,314,265,49,295,100,53,125,17
"10350 Meltolan sairaala-alue   (Raasepori )",84,8,..,..,76,3,9,62,2
"10360 Mustio   (Raasepori )",1362,729,631,98,633,240,76,288,29
"10380 Kaunislahti   (Raasepori )",116,71,66,5,45,21,3,19,2
"10410 Åminnefors   (Raasepori )",366,176,137,39,190,43,20,103,24
"10420 Pohjankuru   (Raasepori )",1877,810,679,131,1067,317,96,580,74
"10440 Bollsta   (Raasepori )",335,173,140,33,162,38,20,92,12
"10470 Fiskari   (Raasepori )",516,250,213,37,266,86,39,122,19
"10480 Antskog   (Raasepori )",120,56,44,12,64,16,7,35,6
"10520 Tenhola Kirkonkylä   (Raasepori )",1747,829,766,63,918,310,97,460,51
"10570 Bromarv   (Raasepori )",494,197,178,19,297,51,26,204,16
"10600 Tammisaari Keskus   (Raasepori )",4973,2099,1900,199,2874,551,368,1822,133
"10620 Tammisaari   (Raasepori )",1920,935,853,82,985,337,129,483,36
"10640 Dragsvik   (Raasepori )",968,548,507,41,420,187,76,141,16
"10650 Flyet   (Raasepori )",2741,1221,1074,147,1520,498,188,752,82
"10660 Trollböle   (Raasepori )",915,465,389,76,450,137,65,212,36
"10680 Skogby   (Raasepori )",220,107,99,8,113,39,22,47,5
"10710 Snappertuna   (Raasepori )",367,177,161,16,190,52,20,111,7
"10820 Lappohja   (Hanko )",629,261,190,71,368,70,33,242,23
"10900 Hanko Keskus   (Hanko )",4308,1859,1537,322,2449,557,246,1463,183
"10940 Hangonkylä   (Hanko )",2122,980,875,105,1142,314,133,651,44
"10960 Hanko Pohjoinen   (Hanko )",1879,861,732,129,1018,295,97,579,47
"11100 Riihimäki Keskus   (Riihimäki )",6612,3132,2716,416,3480,635,423,2248,174
"11120 Pohjois-Riihimäki   (Riihimäki )",7143,3544,3158,386,3599,1217,496,1696,190
"11130 Peltosaari-Patastenmäki   (Riihimäki )",9591,4800,4193,607,4791,1864,735,1870,322
"11310 Taka-Kasarmi   (Riihimäki )",800,399,352,47,401,194,55,123,29
"11710 Herajoki   (Riihimäki )",3222,1637,1445,192,1585,688,214,605,78
"11910 Lasi-Kumela   (Janakkala )",2456,1219,1072,147,1237,452,179,518,88
"12100 Oitti   (Hausjärvi )",2716,1168,1028,140,1548,505,146,798,99
"12130 Mommila   (Hausjärvi )",344,159,138,21,185,60,19,92,14
"12170 Hietoinen   (Hausjärvi )",220,108,102,6,112,29,6,68,9
"12210 Hausjärvi kk   (Hausjärvi )",240,119,111,8,121,49,16,55,1
"12240 Hikiä   (Hausjärvi )",1739,919,837,82,820,355,122,297,46
"12310 Ryttylä   (Hausjärvi )",1885,946,844,102,939,369,117,404,49
"12350 Turkhauta   (Hausjärvi )",451,242,220,22,209,62,29,109,9
"12380 Leppäkoski   (Janakkala )",548,261,233,28,287,119,35,119,14
"12400 Tervakoski   (Janakkala )",4743,2166,1941,225,2577,889,336,1232,120
"12450 Vähikkälä   (Janakkala )",288,141,125,16,147,52,12,70,13
"12520 Kormu   (Loppi )",475,225,210,15,250,140,15,79,16
"12540 Launonen   (Loppi )",1598,811,735,76,787,385,99,258,45
"12600 Läyliäinen   (Loppi )",1915,934,848,86,981,400,108,416,57
"12630 Sajaniemi   (Loppi )",291,123,114,9,168,53,9,101,5
"12640 Joentaka   (Loppi )",327,174,159,15,153,56,17,68,12
"12700 Loppi kk   (Loppi )",2384,941,843,98,1443,369,141,867,66
"12750 Pilpala   (Loppi )",561,252,223,29,309,98,26,170,15
"12820 Räyskälä   (Loppi )",54,28,..,..,26,..,..,..,..
"12920 Topeno   (Loppi )",371,186,158,28,185,60,25,96,4
"12950 Vojakkala-Eerolankulma   (Loppi )",185,82,74,8,103,26,12,60,5
"13100 Hämeenlinna Keskus   (Hämeenlinna )",10667,4994,4396,598,5673,978,863,3561,271
"13110 Kantola   (Hämeenlinna )",194,97,81,16,97,33,11,45,8
"13130 Kauriala   (Hämeenlinna )",6203,2977,2592,385,3226,638,428,1985,175
"13200 Keinusaari   (Hämeenlinna )",1451,625,533,92,826,81,84,627,34
"13210 Hätilä   (Hämeenlinna )",8319,3980,3434,546,4339,1251,607,2225,256
"13220 Sairio   (Hämeenlinna )",1783,843,759,84,940,279,107,506,48
"13250 Katuma   (Hämeenlinna )",1050,502,362,140,548,99,81,280,88
"13270 Ruununmylly   (Hämeenlinna )",1583,832,767,65,751,392,116,201,42
"13300 Käikälä   (Hämeenlinna )",2846,1542,1418,124,1304,710,167,379,48
"13330 Harviala   (Janakkala )",745,372,339,33,373,182,45,132,14
"13430 Hattelmala   (Hämeenlinna )",1190,600,558,42,590,275,82,209,24
"13500 Jukola   (Hattula )",11801,5849,5084,765,5952,2254,869,2482,347
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",1,1,..,..,0,0,0,0,0
"13600 Ojoinen   (Hämeenlinna )",3841,1792,1564,228,2049,596,372,969,112
"13700 Parolannummi   (Hattula )",450,229,200,29,221,82,29,91,19
"13720 Parola   (Hattula )",4452,2171,1961,210,2281,771,298,1110,102
"13800 Katinala   (Hattula )",1356,647,578,69,709,229,81,368,31
"13880 Rahkoila   (Hattula )",1275,632,586,46,643,310,69,245,19
"13900 Pekola   (Hattula )",897,432,385,47,465,213,41,191,20
"14140 Jokimaa   (Janakkala )",209,100,88,12,109,32,11,59,7
"14200 Turenki   (Janakkala )",8860,4168,3685,483,4692,1447,549,2446,250
"14240 Väli-Janakkala   (Janakkala )",917,476,446,30,441,160,57,199,25
"14300 Renko kk   (Hämeenlinna )",2171,980,875,105,1191,369,140,627,55
"14330 Kaloinen   (Hämeenlinna )",17,9,..,..,8,..,..,..,..
"14370 Lukana   (Hämeenlinna )",96,40,38,2,56,8,8,34,6
"14430 Vuohiniemi   (Hattula )",68,32,26,6,36,4,3,28,1
"14450 Rimmilä   (Hämeenlinna )",121,56,46,10,65,16,4,42,3
"14500 Iittala   (Hämeenlinna )",3344,1558,1392,166,1786,595,172,932,87
"14530 Leteensuo   (Hattula )",247,140,124,16,107,37,22,44,4
"14610 Lepaa   (Hattula )",450,200,180,20,250,77,73,85,15
"14620 Tyrväntö   (Hattula )",171,84,66,18,87,28,6,48,5
"14680 Alvettula   (Hämeenlinna )",606,254,222,32,352,100,36,197,19
"14690 Torvoila   (Hämeenlinna )",182,80,71,9,102,20,13,68,1
"14700 Hauho kk   (Hämeenlinna )",1953,808,693,115,1145,245,96,753,51
"14770 Eteläinen   (Hämeenlinna )",941,464,410,54,477,230,48,177,22
"14810 Pohjoinen   (Hämeenlinna )",295,153,133,20,142,46,22,70,4
"14820 Syrjäntaka   (Hämeenlinna )",865,394,337,57,471,151,46,248,26
"14840 Sairiala   (Hämeenlinna )",225,98,82,16,127,34,14,73,6
"14870 Juttila   (Hämeenlinna )",244,101,78,23,143,30,20,85,8
"14930 Sappee   (Hämeenlinna )",113,46,41,5,67,7,6,50,4
"14960 Puutikkala   (Pälkäne )",89,36,26,10,53,8,3,41,1
"14980 Kuohijoki   (Pälkäne )",47,22,..,..,25,..,..,..,..
"15100 Lahti Asemanseutu   (Lahti )",6153,3062,2469,593,3091,679,607,1657,148
"15110 Keski-Lahti   (Lahti )",4872,2415,1926,489,2457,310,538,1451,158
"15140 Kartano-Paavola   (Lahti )",15306,6941,5587,1354,8365,1285,1230,5468,382
"15150 Möysä   (Lahti )",4296,2111,1679,432,2185,455,397,1223,110
"15160 Kolava   (Lahti )",1945,977,896,81,968,758,87,84,39
"15170 Tenava-Tonttila   (Lahti )",3854,1848,1403,445,2006,512,269,1092,133
"15200 Kiveriö   (Lahti )",3558,1749,1307,442,1809,465,365,850,129
"15210 Kivistönmäki   (Lahti )",4168,1997,1556,441,2171,426,290,1345,110
"15230 Kytölä   (Lahti )",2778,1459,1295,164,1319,562,151,538,68
"15240 Mukkula   (Lahti )",8050,3364,2603,761,4686,1262,602,2573,249
"15270 Kukkila   (Hollola )",1763,876,793,83,887,478,108,255,46
"15300 Myllypohja-Koiskala   (Lahti )",4055,2103,1740,363,1952,816,308,719,109
"15320 Ahtiala   (Lahti )",2884,1501,1304,197,1383,719,188,402,74
"15340 Kunnas-Hiekkanummi   (Lahti )",2840,1466,1298,168,1374,671,231,420,52
"15460 Mäkelä   (Lahti )",623,306,269,37,317,109,41,150,17
"15500 Liipola   (Lahti )",4858,2130,1346,784,2728,681,391,1457,199
"15520 Saksala   (Lahti )",2235,1091,877,214,1144,230,112,756,46
"15540 Villähde   (Lahti )",4505,2283,2013,270,2222,1006,284,845,87
"15550 Rakokivi   (Lahti )",3695,1682,1397,285,2013,602,232,1065,114
"15560 Nastola kk   (Lahti )",4058,1838,1488,350,2220,677,263,1163,117
"15580 Ruuhijärvi   (Lahti )",224,120,97,23,104,28,15,59,2
"15610 Laune-Nikkilä   (Lahti )",5363,2631,2283,348,2732,1008,401,1207,116
"15680 Renkomäki-Ämmälä   (Lahti )",3229,1659,1492,167,1570,919,231,359,61
"15700 Hennala-Jokimaa   (Hollola )",6589,3307,2765,542,3282,1057,516,1527,182
"15800 Kärpänen   (Lahti )",3512,1832,1415,417,1680,460,307,805,108
"15810 Kasakkamäki   (Lahti )",1364,649,546,103,715,285,115,285,30
"15820 Okeroinen   (Hollola )",1097,530,452,78,567,295,70,176,26
"15830 Metsäkangas   (Lahti )",3774,1769,1434,335,2005,483,254,1177,91
"15840 Riihelä   (Lahti )",2002,1030,864,166,972,385,139,403,45
"15850 Likolampi   (Lahti )",649,361,283,78,288,105,51,117,15
"15860 Kartano   (Hollola )",3381,1655,1388,267,1726,481,211,951,83
"15870 Salpakangas   (Hollola )",4119,1729,1447,282,2390,584,241,1466,99
"15880 Soramäki   (Hollola )",4918,2374,2056,318,2544,928,348,1144,124
"15900 Jalkaranta   (Lahti )",1643,744,680,64,899,236,114,506,43
"15950 Kiikkula   (Lahti )",4086,1854,1604,250,2232,491,305,1358,78
"15980 Messilä   (Hollola )",.,.,.,.,.,.,.,.,.
"16100 Uusikylä   (Lahti )",1418,696,580,116,722,237,77,372,36
"16160 Okkeri   (Lahti )",104,58,48,10,46,14,8,21,3
"16200 Artjärvi Keskus   (Orimattila )",672,294,251,43,378,88,24,254,12
"16230 Artjärvi Kirkonkylä   (Orimattila )",315,121,106,15,194,49,12,123,10
"16260 Hietana   (Orimattila )",186,91,85,6,95,34,8,50,3
"16270 Villikkala   (Orimattila )",149,78,64,14,71,22,7,39,3
"16280 Kuivanto   (Orimattila )",611,306,256,50,305,112,38,135,20
"16300 Orimattila Keskus   (Orimattila )",10680,4909,4099,810,5771,1757,670,3067,277
"16310 Virenoja   (Orimattila )",631,299,250,49,332,165,39,109,19
"16320 Pennala   (Orimattila )",1029,532,470,62,497,283,59,137,18
"16330 Heinämaa   (Orimattila )",340,181,160,21,159,60,14,78,7
"16350 Niinikoski   (Orimattila )",329,171,143,28,158,58,14,76,10
"16390 Pakaa   (Orimattila )",289,143,132,11,146,51,25,56,14
"16450 Mallusjoki   (Orimattila )",486,216,185,31,270,78,22,152,18
"16500 Herrala   (Hollola )",890,452,391,61,438,181,56,179,22
"16510 Luhtikylä   (Orimattila )",454,232,206,26,222,78,30,102,12
"16540 Mertie   (Kärkölä )",279,143,125,18,136,36,16,74,10
"16600 Järvelä   (Kärkölä )",2970,1387,1209,178,1583,443,165,867,108
"16610 Kärkölä kk   (Kärkölä )",760,335,302,33,425,147,54,204,20
"16630 Tennilä   (Hollola )",332,149,137,12,183,82,24,72,5
"16670 Lappila   (Kärkölä )",655,321,273,48,334,97,29,179,29
"16710 Hollola kk   (Hollola )",988,492,446,46,496,246,53,176,21
"16730 Kutajärvi   (Hollola )",1049,509,450,59,540,196,75,246,23
"16790 Manskivi   (Hollola )",108,56,48,8,52,15,6,29,2
"16800 Hämeenkoski   (Hollola )",2070,948,832,116,1122,336,109,617,60
"16900 Lammi kk   (Hämeenlinna )",4946,2128,1814,314,2818,791,278,1631,118
"16960 Iso-Evo   (Hämeenlinna )",161,68,61,7,93,22,9,60,2
"16970 Evo   (Hämeenlinna )",80,35,30,5,45,10,24,8,3
"16980 Ronni   (Hämeenlinna )",6,1,..,..,5,..,..,..,..
"17110 Sipilä   (Hollola )",1200,579,514,65,621,282,98,210,31
"17120 Paimela   (Hollola )",585,281,252,29,304,120,25,143,16
"17130 Vesivehmaa   (Asikkala )",816,413,360,53,403,178,56,145,24
"17150 Urajärvi   (Asikkala )",366,184,158,26,182,55,20,96,11
"17200 Vääksy Keskus   (Asikkala )",5343,2175,1877,298,3168,728,307,1987,146
"17220 Pietilä   (Asikkala )",175,67,51,16,108,29,3,71,5
"17240 Kalkkinen   (Asikkala )",401,149,132,17,252,45,15,179,13
"17320 Asikkala   (Asikkala )",339,147,132,15,192,59,23,99,11
"17410 Viitaila   (Asikkala )",256,115,98,17,141,35,13,85,8
"17430 Kurhila   (Asikkala )",284,138,119,19,146,49,26,64,7
"17440 Vähimaa   (Asikkala )",66,24,..,..,42,8,5,24,5
"17450 Iso-Äiniö-Vähimaa   (Asikkala )",214,104,92,12,110,23,16,65,6
"17470 Maakeski   (Padasjoki )",286,121,108,13,165,52,17,87,9
"17500 Padasjoki Keskus   (Padasjoki )",1894,720,619,101,1174,196,98,835,45
"17510 Nyystölä   (Padasjoki )",277,118,100,18,159,54,23,75,7
"17530 Arrakoski   (Padasjoki )",233,93,73,20,140,28,8,100,4
"17610 Auttoinen   (Padasjoki )",290,124,103,21,166,17,17,122,10
"17630 Vesijako   (Padasjoki )",118,50,43,7,68,9,4,50,5
"17710 Torittu   (Padasjoki )",73,28,..,..,45,8,3,30,4
"17740 Kasiniemi-Torittu   (Padasjoki )",52,19,..,..,33,2,0,31,0
"17780 Harmoinen   (Kuhmoinen )",65,27,..,..,38,3,3,30,2
"17800 Kuhmoinen Keskus   (Kuhmoinen )",1832,693,573,120,1139,178,63,854,44
"17840 Harjunsalmi   (Kuhmoinen )",77,22,..,..,55,12,5,37,1
"17850 Pihlajakoski   (Kuhmoinen )",86,35,27,8,51,7,4,35,5
"17870 Ruolahti   (Kuhmoinen )",66,29,..,..,37,5,1,28,3
"17930 Päijälä   (Kuhmoinen )",81,34,28,6,47,7,2,36,2
"17950 Kylämä   (Kuhmoinen )",29,11,..,..,18,..,..,..,..
"17970 Puukkoinen   (Kuhmoinen )",35,21,..,..,14,..,..,..,..
"18100 Heinola Keskus   (Heinola )",7006,2804,2319,485,4202,739,362,2956,145
"18120 Reumasairaala-alue   (Heinola )",910,423,358,65,487,133,57,276,21
"18130 Tommola-Sahanniemi   (Heinola )",1927,790,583,207,1137,210,122,732,73
"18150 Jyränkö   (Heinola )",2401,1130,888,242,1271,340,134,721,76
"18200 Kaakonlampi-Pyhätön   (Heinola )",2161,954,722,232,1207,271,160,692,84
"18300 Heinola kk   (Heinola )",2866,1311,1090,221,1555,408,173,894,80
"18600 Myllyoja   (Heinola )",822,409,351,58,413,133,59,202,19
"19110 Vierumäki taajama   (Heinola )",658,350,286,64,308,108,37,141,22
"19120 Vierumäki urheiluopisto   (Heinola )",136,85,81,4,51,11,16,17,7
"19160 Huutotöyry   (Iitti )",505,249,202,47,256,86,27,128,15
"19210 Lusi   (Heinola )",456,193,163,30,263,80,18,152,13
"19230 Onkiniemi   (Sysmä )",114,50,45,5,64,16,4,41,3
"19250 Syrjäkoski   (Heinola )",57,20,..,..,37,8,2,27,0
"19260 Paaso-Syrjäkoski   (Heinola )",129,47,35,12,82,11,5,61,5
"19310 Karilanmaa   (Sysmä )",81,35,33,2,46,6,1,38,1
"19320 Nikkaroinen   (Sysmä )",98,46,45,1,52,15,7,27,3
"19370 Nuoramoinen   (Sysmä )",442,182,163,19,260,62,29,153,16
"19410 Kuortti   (Pertunmaa )",474,222,190,32,252,65,17,158,12
"19420 Mansikkamäki   (Pertunmaa )",174,82,72,10,92,19,8,55,10
"19430 Pertunmaa Keskus   (Pertunmaa )",764,288,249,39,476,91,32,336,17
"19460 Ruorasmäki   (Pertunmaa )",132,51,44,7,81,25,6,48,2
"19470 Lihavanpää-Hartosenpää   (Pertunmaa )",166,59,52,7,107,21,7,73,6
"19480 Hartosenpää   (Pertunmaa )",73,30,26,4,43,6,4,31,2
"19510 Lepsala   (Hartola )",37,18,..,..,19,..,..,..,..
"19540 Koitti-Lepsala   (Hartola )",298,128,109,19,170,32,15,114,9
"19600 Hartola Keskus   (Hartola )",2238,914,728,186,1324,230,111,902,81
"19610 Murakka   (Hartola )",99,46,41,5,53,5,4,41,3
"19620 Pohela   (Hartola )",172,72,61,11,100,23,5,67,5
"19630 Kalhonkylä   (Hartola )",80,38,35,3,42,11,5,25,1
"19650 Joutsa Keskus   (Joutsa )",3467,1397,1147,250,2070,396,147,1436,91
"19670 Mieskonmäki   (Joutsa )",158,73,66,7,85,31,12,34,8
"19700 Sysmä Keskus   (Sysmä )",3029,1116,934,182,1913,281,150,1373,109
"19730 Särkilampi   (Sysmä )",32,14,..,..,18,..,..,..,..
"19740 Liikola   (Sysmä )",126,47,40,7,79,12,2,59,6
"19770 Valittula   (Sysmä )",134,54,48,6,80,29,8,33,10
"19850 Putkijärvi-Siltasuo   (Hartola )",99,43,37,6,56,7,5,40,4
"19910 Tammijärvi   (Luhanka )",445,177,146,31,268,47,17,189,15
"19920 Pappinen   (Joutsa )",172,82,75,7,90,28,8,50,4
"19950 Luhanka   (Luhanka )",305,92,79,13,213,35,11,159,8
"20100 Turku Keskus   (Turku )",25635,14299,12438,1861,11336,1740,2686,6241,669
"20200 Iso-Heikkilä   (Turku )",1937,994,823,171,943,100,148,648,47
"20210 Pahaniemi   (Turku )",4180,1995,1461,534,2185,574,315,1142,154
"20240 Pansio-Perno   (Turku )",5133,2480,1773,707,2653,832,404,1078,339
"20250 Pitkämäki-Muhkuri   (Turku )",735,379,341,38,356,101,59,179,17
"20300 Pohjola-Kastu   (Turku )",6499,3327,2883,444,3172,929,496,1579,168
"20320 Kuninkoja-Mälikkälä   (Turku )",16267,8014,6844,1170,8253,2090,957,4816,390
"20360 Kärsämäki-Urusvuori-Halinen   (Turku )",11020,5037,3911,1126,5983,1325,737,3548,373
"20380 Räntämäki-Saramäki   (Turku )",2816,1345,1180,165,1471,452,440,483,96
"20400 Moisio   (Turku )",3306,1718,1556,162,1588,937,239,342,70
"20460 Jäkärlä   (Turku )",3549,1871,1484,387,1678,600,236,739,103
"20500 Vesilinna   (Turku )",6873,3400,2980,420,3473,547,1317,1220,389
"20520 Kupittaa   (Turku )",3111,1705,1493,212,1406,197,434,688,87
"20540 Nummi-Ylioppilaskylä   (Turku )",20419,10139,8485,1654,10280,2931,3173,3358,818
"20610 Varissuo   (Turku )",13124,5817,4216,1601,7307,2226,1183,3232,666
"20660 Littoinen   (Kaarina )",7325,3805,3494,311,3520,1589,577,1193,161
"20700 Vartiovuori-Samppalinna   (Turku )",5626,2850,2480,370,2776,334,641,1663,138
"20720 Vasaramäki   (Turku )",6126,2686,2317,369,3440,652,493,2176,119
"20730 Skanssi   (Turku )",52,22,..,..,30,1,4,25,0
"20740 Ilpoinen-Harittu   (Turku )",9538,4822,3943,879,4716,1532,906,1952,326
"20750 Huhkola-Lauste-Vaala   (Turku )",5129,2450,1809,641,2679,877,420,1159,223
"20760 Piispanristi   (Kaarina )",4113,2091,1886,205,2022,705,322,904,91
"20780 Kaarina Keskus   (Kaarina )",11535,5285,4668,617,6250,1973,761,3154,362
"20800 Ammattikorkeakoulu   (Turku )",.,.,.,.,.,.,.,.,.
"20810 Martti-Korppolaismäki   (Turku )",16024,8738,7435,1303,7286,1669,1293,3910,414
"20880 Uittamo   (Turku )",4050,1834,1612,222,2216,516,258,1354,88
"20900 Moikoinen-Pikisaari   (Turku )",8939,4466,4010,456,4473,2218,723,1326,206
"20960 Kakskerta   (Turku )",1472,656,581,75,816,254,97,419,46
"21100 Naantali Keskus   (Naantali )",6847,2925,2538,387,3922,805,443,2480,194
"21110 Taimo-Nuhjala-Lietsala   (Naantali )",7430,3849,3405,444,3581,1460,519,1426,176
"21120 Viherjäinen   (Raisio )",1895,1066,957,109,829,411,156,217,45
"21130 Poikko   (Naantali )",598,313,286,27,285,114,41,119,11
"21140 Rymättylä Keskus   (Naantali )",1324,608,540,68,716,222,67,379,48
"21150 Röölä   (Naantali )",309,150,129,21,159,32,13,107,7
"21160 Merimasku   (Naantali )",1734,936,861,75,798,343,101,319,35
"21180 Livonsaari   (Naantali )",215,109,94,15,106,35,15,49,7
"21195 Velkua   (Naantali )",222,93,83,10,129,26,11,85,7
"21200 Raisio Keskus   (Raisio )",12023,5318,4464,854,6705,1558,864,3842,441
"21210 Hakinmäki   (Raisio )",2591,1427,1264,163,1164,470,198,415,81
"21220 Somersoja   (Raisio )",1406,671,579,92,735,241,92,336,66
"21230 Lemu   (Masku )",1885,917,842,75,968,463,135,331,39
"21240 Askainen Keskus   (Masku )",886,454,408,46,432,154,40,221,17
"21250 Masku   (Masku )",6756,3423,3144,279,3333,1506,479,1227,121
"21260 Ihala   (Raisio )",3722,1931,1760,171,1791,736,288,682,85
"21270 Nousiainen   (Nousiainen )",4839,2441,2204,237,2398,1033,307,977,81
"21280 Kuloinen   (Raisio )",2262,1146,1046,100,1116,425,146,497,48
"21290 Rusko   (Rusko )",4082,2017,1847,170,2065,827,325,820,93
"21310 Vahto   (Rusko )",1808,958,868,90,850,359,115,344,32
"21330 Paattinen   (Turku )",1829,866,782,84,963,337,121,458,47
"21340 Tortinmäki   (Turku )",584,267,242,25,317,80,35,195,7
"21350 Ilmarinen   (Lieto )",1901,980,903,77,921,453,133,308,27
"21360 Lieto Asemanseutu   (Lieto )",1805,924,836,88,881,362,110,365,44
"21370 Aura kk.   (Aura )",613,317,283,34,296,113,42,124,17
"21380 Aura Keskus   (Aura )",3417,1678,1501,177,1739,736,227,693,83
"21410 Vanhalinna   (Lieto )",2299,1212,1138,74,1087,506,179,365,37
"21420 Lieto Keskus   (Lieto )",7717,3515,3162,353,4202,1555,506,1937,204
"21430 Yliskulma   (Lieto )",812,416,374,42,396,179,56,137,24
"21450 Tarvasjoki Keskus   (Lieto )",1868,894,804,90,974,374,118,441,41
"21480 Prunkila   (Marttila )",367,177,159,18,190,64,20,94,12
"21490 Marttila   (Marttila )",1129,507,441,66,622,176,60,364,22
"21500 Piikkiö   (Kaarina )",7106,3509,3163,346,3597,1511,457,1442,187
