"Postal code area","Households, total, 2014 (TR)","Average income of households, 2014 (TR)","Median income of households, 2014 (TR)","Households belonging to the lowest income category, 2014 (TR)","Households belonging to the middle income category, 2014 (TR)","Households belonging to the highest income category, 2014 (TR)","Accumulated purchasing power of households, 2014 (TR)"
"08450 Hormajärvi   (Lohja )",126,44939,33339,37,59,30,5662307
"08480 Karstu   (Lohja )",108,47746,48549,16,57,35,5156612
"08500 Ventelä-Millola   (Lohja )",2750,45111,40941,410,1684,656,124054916
"08680 Muijala   (Lohja )",694,52863,52007,87,367,240,36687178
"08700 Virkkala   (Lohja )",3392,40780,36768,660,2047,685,138324110
"08800 Kirkniemi   (Lohja )",661,50215,44738,86,367,208,33192313
"09120 Karjalohja   (Lohja )",572,39395,33390,139,339,94,22533970
"09220 Sammatti   (Lohja )",705,40863,37970,131,424,150,28808349
"09430 Saukkola   (Lohja )",743,42405,38028,141,432,170,31507001
"09520 Millola   (Lohja )",58,44542,37871,13,29,16,2583413
"09630 Koisjärvi   (Lohja )",202,45774,41021,31,120,51,9246435
"09810 Nummi-Oinola   (Lohja )",480,37117,30927,140,261,79,17816115
"09930 Leppäkorpi   (Lohja )",137,36965,32811,29,90,18,5064217
"10120 Tähtelä   (Inkoo )",267,46783,42745,46,152,69,12491062
"10140 Päivölä   (Inkoo )",123,51567,53046,21,59,43,6342701
"10160 Degerby   (Inkoo )",353,56885,52082,37,180,136,20080309
"10210 Inkoo Keskus   (Inkoo )",1278,42294,36528,265,717,296,54052115
"10230 Inkoo Asemanseutu   (Inkoo )",150,46467,44779,30,82,38,6969984
"10250 Fagervik   (Inkoo )",71,52342,33575,10,40,21,3716283
"10270 Barösund   (Inkoo )",62,44520,36519,19,28,15,2760245
"10300 Karjaa Keskus   (Raasepori )",3623,35915,29981,984,2138,501,130120625
"10320 Bäljars   (Raasepori )",659,33404,28934,203,385,71,22013184
"10330 Pinjainen   (Raasepori )",281,38502,35038,64,162,55,10819105
"10350 Meltolan sairaala-alue   (Raasepori )",17,..,..,..,..,..,..
"10360 Mustio   (Raasepori )",594,43831,38158,101,359,134,26035675
"10380 Kaunislahti   (Raasepori )",45,42988,38877,10,26,9,1934456
"10410 Åminnefors   (Raasepori )",184,33156,29114,58,101,25,6100702
"10420 Pohjankuru   (Raasepori )",884,41409,29565,265,513,106,36605869
"10440 Bollsta   (Raasepori )",167,44286,29905,52,95,20,7395810
"10470 Fiskari   (Raasepori )",246,36300,28508,76,137,33,8929778
"10480 Antskog   (Raasepori )",52,39130,33628,16,28,8,2034774
"10520 Tenhola Kirkonkylä   (Raasepori )",762,41613,34301,187,449,126,31709030
"10570 Bromarv   (Raasepori )",243,37450,29329,78,129,36,9100338
"10600 Tammisaari Keskus   (Raasepori )",2757,36165,27167,822,1480,455,99707534
"10620 Tammisaari   (Raasepori )",835,40540,37105,159,544,132,33851249
"10640 Dragsvik   (Raasepori )",377,48710,47094,28,260,89,18363785
"10650 Flyet   (Raasepori )",1314,35975,31541,328,800,186,47271238
"10660 Trollböle   (Raasepori )",427,36278,31888,104,273,50,15490546
"10680 Skogby   (Raasepori )",96,36830,35471,18,67,11,3535704
"10710 Snappertuna   (Raasepori )",168,43814,35155,38,96,34,7360677
"10820 Lappohja   (Hanko )",329,33463,31653,83,211,35,11009207
"10900 Hanko Keskus   (Hanko )",2398,33662,26437,709,1410,279,80721707
"10940 Hangonkylä   (Hanko )",957,42867,38531,123,646,188,41023889
"10960 Hanko Pohjoinen   (Hanko )",882,38719,34742,145,616,121,34150072
"11100 Riihimäki Keskus   (Riihimäki )",4094,31710,25187,1185,2356,553,129819677
"11120 Pohjois-Riihimäki   (Riihimäki )",3327,40025,33945,662,2013,652,133163208
"11130 Peltosaari-Patastenmäki   (Riihimäki )",4409,38889,33205,1110,2463,836,171460871
"11310 Taka-Kasarmi   (Riihimäki )",312,44324,43599,43,202,67,13829078
"11710 Herajoki   (Riihimäki )",1399,41219,36987,279,868,252,57665116
"11910 Lasi-Kumela   (Janakkala )",1162,39444,33185,285,656,221,45833892
"12100 Oitti   (Hausjärvi )",1257,36788,30798,363,723,171,46242432
"12130 Mommila   (Hausjärvi )",150,41789,34569,39,85,26,6268299
"12170 Hietoinen   (Hausjärvi )",96,42290,35847,28,44,24,4059856
"12210 Hausjärvi kk   (Hausjärvi )",98,46414,38296,16,60,22,4548538
"12240 Hikiä   (Hausjärvi )",705,46081,43196,95,445,165,32487245
"12310 Ryttylä   (Hausjärvi )",821,39724,36581,181,504,136,32612995
"12350 Turkhauta   (Hausjärvi )",197,41439,40284,36,125,36,8163429
"12380 Leppäkoski   (Janakkala )",230,42136,39287,52,136,42,9691283
"12400 Tervakoski   (Janakkala )",2179,39458,34895,398,1405,376,85978870
"12450 Vähikkälä   (Janakkala )",117,44044,41128,19,77,21,5153206
"12520 Kormu   (Loppi )",170,46511,48064,22,101,47,7906863
"12540 Launonen   (Loppi )",611,45430,43284,94,398,119,27758005
"12600 Läyliäinen   (Loppi )",811,41370,37573,190,457,164,33550966
"12630 Sajaniemi   (Loppi )",128,44456,36596,22,81,25,5690353
"12640 Joentaka   (Loppi )",130,45257,43481,20,82,28,5883345
"12700 Loppi kk   (Loppi )",1144,35115,28287,326,667,151,40171117
"12750 Pilpala   (Loppi )",251,37095,33035,67,146,38,9310721
"12820 Räyskälä   (Loppi )",26,..,..,..,..,..,..
"12920 Topeno   (Loppi )",161,42886,38257,34,90,37,6904662
"12950 Vojakkala-Eerolankulma   (Loppi )",89,36263,31334,29,46,14,3227391
"13100 Hämeenlinna Keskus   (Hämeenlinna )",6367,34484,26919,1701,3530,1136,219559998
"13110 Kantola   (Hämeenlinna )",111,32624,26232,40,54,17,3621276
"13130 Kauriala   (Hämeenlinna )",3718,31580,24968,1105,2127,486,117413894
"13200 Keinusaari   (Hämeenlinna )",921,29044,24612,274,525,122,26749773
"13210 Hätilä   (Hämeenlinna )",4301,38000,29937,1068,2443,790,163439124
"13220 Sairio   (Hämeenlinna )",813,45619,40690,117,462,234,37088604
"13250 Katuma   (Hämeenlinna )",628,26934,21941,273,298,57,16914464
"13270 Ruununmylly   (Hämeenlinna )",587,56073,51535,56,339,192,32915116
"13300 Käikälä   (Hämeenlinna )",1092,47544,47950,90,745,257,51917578
"13330 Harviala   (Janakkala )",271,50494,49767,27,173,71,13683847
"13430 Hattelmala   (Hämeenlinna )",455,48874,45312,54,285,116,22237599
"13500 Jukola   (Hattula )",5291,39785,34803,1108,3206,977,210503393
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",.,.,.,.,.,.,.
"13600 Ojoinen   (Hämeenlinna )",1950,33694,28295,511,1191,248,65703288
"13700 Parolannummi   (Hattula )",197,44476,39796,28,128,41,8761812
"13720 Parola   (Hattula )",2005,41015,37527,385,1249,371,82234551
"13800 Katinala   (Hattula )",619,43760,34324,134,366,119,27087322
"13880 Rahkoila   (Hattula )",491,47418,45012,53,310,128,23282187
"13900 Pekola   (Hattula )",338,51116,46888,48,198,92,17277298
"14140 Jokimaa   (Janakkala )",92,37515,37798,26,50,16,3451414
"14200 Turenki   (Janakkala )",4325,36854,31452,1037,2627,661,159395428
"14240 Väli-Janakkala   (Janakkala )",371,47755,43820,46,231,94,17716929
"14300 Renko kk   (Hämeenlinna )",1001,39362,33146,233,594,174,39401206
"14330 Kaloinen   (Hämeenlinna )",9,..,..,..,..,..,..
"14370 Lukana   (Hämeenlinna )",47,40750,31384,11,28,8,1915256
"14430 Vuohiniemi   (Hattula )",36,34897,27883,12,19,5,1256307
"14450 Rimmilä   (Hämeenlinna )",58,34898,30632,18,33,7,2024062
"14500 Iittala   (Hämeenlinna )",1505,39909,34525,299,935,271,60063229
"14530 Leteensuo   (Hattula )",106,42414,41620,20,66,20,4495929
"14610 Lepaa   (Hattula )",196,39925,33691,60,102,34,7825314
"14620 Tyrväntö   (Hattula )",80,36584,29731,17,55,8,2926752
"14680 Alvettula   (Hämeenlinna )",259,39876,34722,54,166,39,10327831
"14690 Torvoila   (Hämeenlinna )",88,39000,30248,24,43,21,3432009
"14700 Hauho kk   (Hämeenlinna )",1006,36803,27945,320,565,121,37023712
"14770 Eteläinen   (Hämeenlinna )",375,42883,41557,66,236,73,16081089
"14810 Pohjoinen   (Hämeenlinna )",125,43458,41764,17,81,27,5432192
"14820 Syrjäntaka   (Hämeenlinna )",391,38221,33380,101,223,67,14944455
"14840 Sairiala   (Hämeenlinna )",110,40408,31241,30,54,26,4444893
"14870 Juttila   (Hämeenlinna )",116,33885,28425,44,59,13,3930663
"14930 Sappee   (Hämeenlinna )",60,34779,26870,21,31,8,2086723
"14960 Puutikkala   (Pälkäne )",48,33936,26937,19,21,8,1628917
"14980 Kuohijoki   (Pälkäne )",20,..,..,..,..,..,..
"15100 Lahti Asemanseutu   (Lahti )",3737,29122,22834,1412,1886,439,108830133
"15110 Keski-Lahti   (Lahti )",3261,28271,21875,1269,1588,404,92190181
"15140 Kartano-Paavola   (Lahti )",9690,30242,23989,3126,5332,1232,293042017
"15150 Möysä   (Lahti )",2619,30089,22954,921,1388,310,78803153
"15160 Kolava   (Lahti )",599,57411,55577,48,363,188,34389409
"15170 Tenava-Tonttila   (Lahti )",2149,30380,25295,749,1204,196,65287678
"15200 Kiveriö   (Lahti )",2049,28622,23064,818,1091,140,58647184
"15210 Kivistönmäki   (Lahti )",2600,26946,22531,977,1454,169,70058703
"15230 Kytölä   (Lahti )",1148,46096,41311,167,735,246,52918776
"15240 Mukkula   (Lahti )",3955,34120,27046,1310,2175,470,134943923
"15270 Kukkila   (Hollola )",630,50539,47701,73,394,163,31839805
"15300 Myllypohja-Koiskala   (Lahti )",1814,39471,32684,466,1044,304,71601287
"15320 Ahtiala   (Lahti )",1097,47351,45646,182,672,243,51944026
"15340 Kunnas-Hiekkanummi   (Lahti )",1041,46923,46313,143,678,220,48846482
"15460 Mäkelä   (Lahti )",254,46490,40063,45,145,64,11808557
"15500 Liipola   (Lahti )",2823,24970,20639,1307,1391,125,70489905
"15520 Saksala   (Lahti )",1384,28065,24726,426,844,114,38841865
"15540 Villähde   (Lahti )",1784,44679,42317,270,1159,355,79706770
"15550 Rakokivi   (Lahti )",1845,32931,29139,546,1112,187,60757394
"15560 Nastola kk   (Lahti )",2070,33031,27295,703,1106,261,68373490
"15580 Ruuhijärvi   (Lahti )",104,40109,36272,21,68,15,4171331
"15610 Laune-Nikkilä   (Lahti )",2275,41655,38589,413,1444,418,94765644
"15680 Renkomäki-Ämmälä   (Lahti )",1087,51930,51996,121,674,292,56447552
"15700 Hennala-Jokimaa   (Hollola )",3196,36029,30439,826,1938,432,115149085
"15800 Kärpänen   (Lahti )",1952,30817,24276,713,1039,200,60155124
"15810 Kasakkamäki   (Lahti )",571,40750,38278,112,363,96,23267971
"15820 Okeroinen   (Hollola )",389,45796,45525,64,257,68,17814799
"15830 Metsäkangas   (Lahti )",2129,30971,26223,617,1310,202,65936408
"15840 Riihelä   (Lahti )",889,38986,34632,186,571,132,34658726
"15850 Likolampi   (Lahti )",318,36474,30402,88,183,47,11598773
"15860 Kartano   (Hollola )",1813,33807,28338,485,1097,231,61292219
"15870 Salpakangas   (Hollola )",2120,35587,29186,566,1229,325,75444903
"15880 Soramäki   (Hollola )",2129,42166,36934,400,1322,407,89771308
"15900 Jalkaranta   (Lahti )",733,62351,51996,71,321,341,45703474
"15950 Kiikkula   (Lahti )",2053,40779,31803,406,1228,419,83719693
"15980 Messilä   (Hollola )",.,.,.,.,.,.,.
"16100 Uusikylä   (Lahti )",652,38088,34478,145,404,103,24833093
"16160 Okkeri   (Lahti )",46,38484,30537,10,30,6,1770268
"16200 Artjärvi Keskus   (Orimattila )",349,36166,26838,113,189,47,12621762
"16230 Artjärvi Kirkonkylä   (Orimattila )",139,38709,32817,43,62,34,5380542
"16260 Hietana   (Orimattila )",81,39958,29897,20,50,11,3236572
"16270 Villikkala   (Orimattila )",67,42716,34642,20,32,15,2861976
"16280 Kuivanto   (Orimattila )",261,39241,36730,58,167,36,10241885
"16300 Orimattila Keskus   (Orimattila )",5251,35016,29130,1600,2927,724,183866678
"16310 Virenoja   (Orimattila )",232,44693,41745,51,132,49,10368678
"16320 Pennala   (Orimattila )",377,48088,45322,49,234,94,18129077
"16330 Heinämaa   (Orimattila )",147,45480,43331,28,84,35,6685504
"16350 Niinikoski   (Orimattila )",142,38546,32679,37,82,23,5473561
"16390 Pakaa   (Orimattila )",119,40084,35684,24,73,22,4770029
"16450 Mallusjoki   (Orimattila )",215,41891,33156,53,118,44,9006628
"16500 Herrala   (Hollola )",366,41282,39350,73,233,60,15109103
"16510 Luhtikylä   (Orimattila )",192,43701,41007,43,107,42,8390528
"16540 Mertie   (Kärkölä )",123,40077,34228,29,77,17,4929482
"16600 Järvelä   (Kärkölä )",1456,36053,29961,378,897,181,52492644
"16610 Kärkölä kk   (Kärkölä )",319,41663,36743,77,179,63,13290579
"16630 Tennilä   (Hollola )",121,45344,42364,30,69,22,5486671
"16670 Lappila   (Kärkölä )",306,38614,31381,86,161,59,11815906
"16710 Hollola kk   (Hollola )",370,49539,45964,58,216,96,18329256
"16730 Kutajärvi   (Hollola )",408,48588,42226,67,266,75,19824033
"16790 Manskivi   (Hollola )",50,45111,32029,11,27,12,2255573
"16800 Hämeenkoski   (Hollola )",963,36424,31156,294,542,127,35076267
"16900 Lammi kk   (Hämeenlinna )",2399,35866,29218,681,1388,330,86042424
"16960 Iso-Evo   (Hämeenlinna )",79,35394,30279,23,46,10,2796118
"16970 Evo   (Hämeenlinna )",44,24640,17252,23,17,4,1084161
"16980 Ronni   (Hämeenlinna )",4,..,..,..,..,..,..
"17110 Sipilä   (Hollola )",438,47854,44827,72,276,90,20960202
"17120 Paimela   (Hollola )",240,45918,41894,45,132,63,11020357
"17130 Vesivehmaa   (Asikkala )",328,43962,40698,68,207,53,14419628
"17150 Urajärvi   (Asikkala )",163,45376,39285,26,100,37,7396247
"17200 Vääksy Keskus   (Asikkala )",2709,35607,28668,809,1519,381,96458460
"17220 Pietilä   (Asikkala )",85,34523,29173,28,50,7,2934444
"17240 Kalkkinen   (Asikkala )",204,34778,29181,72,99,33,7094610
"17320 Asikkala   (Asikkala )",158,39273,34340,35,99,24,6205122
"17410 Viitaila   (Asikkala )",116,39366,34566,24,69,23,4566494
"17430 Kurhila   (Asikkala )",115,39422,37891,34,63,18,4533565
"17440 Vähimaa   (Asikkala )",29,..,..,..,..,..,..
"17450 Iso-Äiniö-Vähimaa   (Asikkala )",98,40060,31125,26,55,17,3925903
"17470 Maakeski   (Padasjoki )",129,37561,32370,45,61,23,4845400
"17500 Padasjoki Keskus   (Padasjoki )",1004,31363,25975,346,562,96,31488158
"17510 Nyystölä   (Padasjoki )",114,62921,36847,28,69,17,7173042
"17530 Arrakoski   (Padasjoki )",122,33089,28054,41,64,17,4036904
"17610 Auttoinen   (Padasjoki )",155,32370,27295,58,77,20,5017287
"17630 Vesijako   (Padasjoki )",59,34566,29490,15,38,6,2039376
"17710 Torittu   (Padasjoki )",32,42536,33288,10,15,7,1361159
"17740 Kasiniemi-Torittu   (Padasjoki )",32,30125,24829,10,18,4,964010
"17780 Harmoinen   (Kuhmoinen )",36,37681,29260,13,16,7,1356517
"17800 Kuhmoinen Keskus   (Kuhmoinen )",1025,30632,24354,383,528,114,31397984
"17840 Harjunsalmi   (Kuhmoinen )",40,26957,25111,14,25,1,1078288
"17850 Pihlajakoski   (Kuhmoinen )",41,36315,27651,15,20,6,1488915
"17870 Ruolahti   (Kuhmoinen )",37,29618,21081,16,17,4,1095879
"17930 Päijälä   (Kuhmoinen )",45,29510,24463,20,21,4,1327957
"17950 Kylämä   (Kuhmoinen )",15,..,..,..,..,..,..
"17970 Puukkoinen   (Kuhmoinen )",17,..,..,..,..,..,..
"18100 Heinola Keskus   (Heinola )",3988,33212,25960,1222,2214,552,132450217
"18120 Reumasairaala-alue   (Heinola )",358,41714,39741,56,240,62,14933580
"18130 Tommola-Sahanniemi   (Heinola )",1104,27572,22329,463,563,78,30439554
"18150 Jyränkö   (Heinola )",1268,32470,28132,362,769,137,41172562
"18200 Kaakonlampi-Pyhätön   (Heinola )",1211,28554,23938,487,646,78,34579204
"18300 Heinola kk   (Heinola )",1366,37883,31906,369,804,193,51748679
"18600 Myllyoja   (Heinola )",353,40861,40515,71,233,49,14423904
"19110 Vierumäki taajama   (Heinola )",304,39074,34642,68,188,48,11878642
"19120 Vierumäki urheiluopisto   (Heinola )",60,43623,35848,10,37,13,2617389
"19160 Huutotöyry   (Iitti )",218,39471,33819,59,124,35,8604727
"19210 Lusi   (Heinola )",205,37401,34418,67,102,36,7667249
"19230 Onkiniemi   (Sysmä )",62,32511,26294,21,33,8,2015671
"19250 Syrjäkoski   (Heinola )",30,29801,26768,11,16,3,894016
"19260 Paaso-Syrjäkoski   (Heinola )",67,32026,28065,21,43,3,2145726
"19310 Karilanmaa   (Sysmä )",42,39567,28014,11,25,6,1661794
"19320 Nikkaroinen   (Sysmä )",44,43678,34218,10,24,10,1921837
"19370 Nuoramoinen   (Sysmä )",200,37286,27668,71,100,29,7457205
"19410 Kuortti   (Pertunmaa )",255,31956,27101,88,138,29,8148755
"19420 Mansikkamäki   (Pertunmaa )",83,35114,30427,30,38,15,2914472
"19430 Pertunmaa Keskus   (Pertunmaa )",407,29671,23332,177,192,38,12076161
"19460 Ruorasmäki   (Pertunmaa )",61,32760,28891,19,36,6,1998340
"19470 Lihavanpää-Hartosenpää   (Pertunmaa )",80,31391,30407,33,42,5,2511267
"19480 Hartosenpää   (Pertunmaa )",38,34038,26031,13,18,7,1293438
"19510 Lepsala   (Hartola )",20,..,..,..,..,..,..
"19540 Koitti-Lepsala   (Hartola )",148,31227,26528,61,70,17,4621644
"19600 Hartola Keskus   (Hartola )",1222,30569,24568,459,641,122,37354868
"19610 Murakka   (Hartola )",54,30387,23128,19,29,6,1640912
"19620 Pohela   (Hartola )",85,32385,28932,39,35,11,2752728
"19630 Kalhonkylä   (Hartola )",38,36183,27697,9,22,7,1374968
"19650 Joutsa Keskus   (Joutsa )",1861,31152,25419,669,1020,172,57974294
"19670 Mieskonmäki   (Joutsa )",69,36607,32202,21,33,15,2525885
"19700 Sysmä Keskus   (Sysmä )",1696,30120,24165,653,867,176,51084134
"19730 Särkilampi   (Sysmä )",14,..,..,..,..,..,..
"19740 Liikola   (Sysmä )",62,33887,27090,23,30,9,2100970
"19770 Valittula   (Sysmä )",57,36043,31420,21,25,11,2054434
"19850 Putkijärvi-Siltasuo   (Hartola )",52,31943,26790,18,27,7,1661023
"19910 Tammijärvi   (Luhanka )",217,35911,29722,72,111,34,7792794
"19920 Pappinen   (Joutsa )",78,33390,31688,25,42,11,2604413
"19950 Luhanka   (Luhanka )",155,35475,24801,57,77,21,5498641
"20100 Turku Keskus   (Turku )",16638,33607,24015,5498,8421,2719,559155525
"20200 Iso-Heikkilä   (Turku )",1313,24780,20593,507,705,101,32535533
"20210 Pahaniemi   (Turku )",2281,28379,25329,778,1362,141,64733341
"20240 Pansio-Perno   (Turku )",2641,29327,25135,948,1506,187,77452015
"20250 Pitkämäki-Muhkuri   (Turku )",310,55509,46137,36,168,106,17207841
"20300 Pohjola-Kastu   (Turku )",3472,36790,28875,925,1932,615,127734232
"20320 Kuninkoja-Mälikkälä   (Turku )",8756,34788,29072,1964,5477,1315,304608091
"20360 Kärsämäki-Urusvuori-Halinen   (Turku )",6271,29027,24255,2174,3612,485,182030914
"20380 Räntämäki-Saramäki   (Turku )",1211,39720,33699,377,605,229,48100830
"20400 Moisio   (Turku )",1124,49554,48525,128,747,249,55699118
"20460 Jäkärlä   (Turku )",1681,35153,32030,485,993,203,59092322
"20500 Vesilinna   (Turku )",4118,25761,19631,1945,1692,481,106083078
"20520 Kupittaa   (Turku )",2032,30258,23167,749,999,284,61484342
"20540 Nummi-Ylioppilaskylä   (Turku )",10194,31982,24884,4039,4820,1335,326026646
"20610 Varissuo   (Turku )",6706,28922,24357,2827,3379,500,193947865
"20660 Littoinen   (Kaarina )",2812,51619,48584,278,1718,816,145153617
"20700 Vartiovuori-Samppalinna   (Turku )",3712,30167,23593,1180,1978,554,111979432
"20720 Vasaramäki   (Turku )",3583,34252,23790,1171,1875,537,122724991
"20730 Skanssi   (Turku )",32,32023,25536,6,22,4,1024750
"20740 Ilpoinen-Harittu   (Turku )",4981,33774,27507,1472,2784,725,168230693
"20750 Huhkola-Lauste-Vaala   (Turku )",2524,31175,27234,926,1372,226,78685105
"20760 Piispanristi   (Kaarina )",1957,43277,36396,323,1200,434,84692638
"20780 Kaarina Keskus   (Kaarina )",5554,41699,33131,1160,3295,1099,231598740
"20800 Ammattikorkeakoulu   (Turku )",.,.,.,.,.,.,.
"20810 Martti-Korppolaismäki   (Turku )",9484,33859,26572,2650,5255,1579,321120267
"20880 Uittamo   (Turku )",2237,38948,29960,505,1282,450,87126822
"20900 Moikoinen-Pikisaari   (Turku )",3308,59990,49341,430,1683,1195,198447637
"20960 Kakskerta   (Turku )",586,93986,48740,73,304,209,55075527
"21100 Naantali Keskus   (Naantali )",3667,40769,30215,811,2098,758,149501086
"21110 Taimo-Nuhjala-Lietsala   (Naantali )",3266,46325,40519,496,1934,836,151296552
"21120 Viherjäinen   (Raisio )",756,49960,47281,83,453,220,37769805
"21130 Poikko   (Naantali )",232,54502,48175,29,131,72,12644470
"21140 Rymättylä Keskus   (Naantali )",604,42021,35997,134,358,112,25380766
"21150 Röölä   (Naantali )",153,40032,33976,36,85,32,6124892
"21160 Merimasku   (Naantali )",701,58427,49464,79,380,242,40957443
"21180 Livonsaari   (Naantali )",92,40503,34586,26,47,19,3726278
"21195 Velkua   (Naantali )",106,42950,37393,22,58,26,4552667
"21200 Raisio Keskus   (Raisio )",6484,33184,27253,1754,3955,775,215167794
"21210 Hakinmäki   (Raisio )",1143,43022,40215,195,691,257,49174548
"21220 Somersoja   (Raisio )",631,39678,35491,146,367,118,25036909
"21230 Lemu   (Masku )",717,46714,42957,102,469,146,33494032
"21240 Askainen Keskus   (Masku )",379,41698,37070,86,221,72,15803634
"21250 Masku   (Masku )",2625,48718,46490,299,1690,636,127884577
"21260 Ihala   (Raisio )",1518,50019,44553,180,950,388,75928497
"21270 Nousiainen   (Nousiainen )",1955,43722,42059,379,1189,387,85475709
"21280 Kuloinen   (Raisio )",948,48575,44416,87,605,256,46049288
"21290 Rusko   (Rusko )",1586,48369,45403,195,1023,368,76713683
"21310 Vahto   (Rusko )",701,48174,44483,109,429,163,33770241
"21330 Paattinen   (Turku )",754,44335,40545,127,481,146,33428422
"21340 Tortinmäki   (Turku )",233,39610,36468,39,157,37,9229094
"21350 Ilmarinen   (Lieto )",686,52901,50911,58,436,192,36290357
"21360 Lieto Asemanseutu   (Lieto )",740,44904,42580,101,484,155,33228716
"21370 Aura kk.   (Aura )",260,42717,39382,44,162,54,11106524
