"Postal code area","Households, total, 2014 (TR)","Average income of households, 2014 (TR)","Median income of households, 2014 (TR)","Households belonging to the lowest income category, 2014 (TR)","Households belonging to the middle income category, 2014 (TR)","Households belonging to the highest income category, 2014 (TR)","Accumulated purchasing power of households, 2014 (TR)"
"21620 Kuusisto   (Kaarina )",800,69487,52029,67,417,316,55589426
"21630 Lielahti   (Parainen )",215,71028,45948,33,130,52,15270935
"21650 Lillandet   (Parainen )",209,48053,35065,53,107,49,10043160
"21660 Nauvo Keskus   (Parainen )",372,39892,29746,102,209,61,14839995
"21670 Mattnäs-Nötö   (Parainen )",103,39070,34869,23,59,21,4024248
"21680 Nötö   (Parainen )",8,..,..,..,..,..,..
"21710 Korppoo Keskus-Utö   (Parainen )",317,36334,32830,67,202,48,11517930
"21720 Korpoström   (Parainen )",13,..,..,..,..,..,..
"21740 Utö   (Parainen )",25,..,..,..,..,..,..
"21750 Norrskata   (Parainen )",55,32755,24395,21,27,7,1801514
"21760 Houtskär Keskus   (Parainen )",205,37011,33755,60,109,36,7587205
"21770 Mossala   (Parainen )",54,42169,42025,14,32,8,2277105
"21800 Kyrö   (Pöytyä )",1125,37468,31265,311,663,151,42151841
"21820 Kumila   (Pöytyä )",163,38622,32737,49,85,29,6295462
"21840 Karinainen   (Pöytyä )",125,48470,44290,20,89,16,6058702
"21860 Auvainen   (Pöytyä )",174,39331,37776,40,109,25,6843610
"21870 Riihikoski   (Pöytyä )",877,37877,33117,228,498,151,33217987
"21880 Pöytyä   (Pöytyä )",202,36861,33021,59,112,31,7445875
"21890 Haveri   (Pöytyä )",111,42262,37590,23,70,18,4691070
"21900 Yläne Keskus   (Pöytyä )",726,33212,28165,238,416,72,24111928
"21930 Uusikartano   (Pöytyä )",246,37127,32920,53,162,31,9133259
"22100 Maarianhamina   (Maarianhamina )",5903,44841,35025,1001,3216,1686,264697917
"22120 Möckelö   (Jomala )",307,54742,50667,17,176,114,16805851
"22130 Gottby   (Jomala )",323,54860,52230,31,183,109,17719896
"22140 Önningby   (Jomala )",423,57179,54677,21,229,173,24186521
"22150 Jomala Centrum   (Jomala )",750,46838,44296,71,477,202,35128278
"22160 Järsö   (Lemland )",131,62673,56936,9,68,54,8210106
"22220 Emkarby   (Finström )",172,46019,43049,19,111,42,7915329
"22240 Hammarland   (Hammarland )",667,44098,39555,129,375,163,29413380
"22270 Storby   (Eckerö )",444,41233,36703,80,265,99,18307363
"22310 Pålsböle   (Finström )",215,44241,46554,43,113,59,9511903
"22320 Ödkarby   (Saltvik )",375,45507,41929,69,199,107,17065021
"22330 Tjudö   (Finström )",125,60840,47552,18,68,39,7605062
"22340 Geta   (Geta )",230,37893,33302,66,112,52,8715340
"22410 Godby   (Finström )",719,42051,37298,115,438,166,30235024
"22430 Saltvik   (Saltvik )",323,43290,38941,51,187,85,13982760
"22520 Tosarby   (Sund )",237,41554,37110,38,151,48,9848267
"22530 Sund   (Sund )",246,40674,36829,51,140,55,10005751
"22550 Vårdö   (Vårdö )",189,42296,35501,42,101,46,7994022
"22610 Lemland   (Lemland )",608,49804,48310,72,338,198,30280620
"22630 Lumparland   (Lumparland )",193,44362,40142,37,104,52,8561919
"22710 Ålands Degerby   (Föglö )",273,46197,33044,62,146,65,12611683
"22720 Sottunga   (Sottunga )",56,44381,32540,14,26,16,2485321
"22730 Kökar   (Kökar )",127,38103,33282,32,67,28,4839051
"22810 Seglinge   (Kumlinge )",19,..,..,..,..,..,..
"22820 Kumlinge   (Kumlinge )",99,42392,35128,23,47,29,4196845
"22830 Enklinge   (Kumlinge )",35,46574,39675,8,15,12,1630076
"22840 Lappo   (Brändö )",40,38810,29527,12,19,9,1552393
"22910 Torsholma   (Brändö )",37,87437,51645,5,19,13,3235163
"22920 Brändö-Åland   (Brändö )",80,45805,34601,18,35,27,3664388
"22930 Fiskö   (Brändö )",17,..,..,..,..,..,..
"22940 Åva   (Brändö )",40,50094,35364,7,20,13,2003761
"22950 Jurmo   (Brändö )",23,..,..,..,..,..,..
"23100 Mynämäki Keskus   (Mynämäki )",2886,37460,32443,726,1749,411,108110976
"23120 Mietoinen Keskus   (Mynämäki )",405,43259,38543,81,238,86,17520010
"23140 Hietamäki   (Mynämäki )",294,44258,39049,54,177,63,13011759
"23200 Vinkkilä   (Vehmaa )",784,34194,27899,253,427,104,26808461
"23210 Vehmaa   (Vehmaa )",262,39702,33781,63,148,51,10402002
"23260 Rautila   (Vehmaa )",87,41703,33110,23,44,20,3628130
"23310 Taivassalo   (Taivassalo )",794,36762,30800,235,421,138,29189035
"23360 Kustavi   (Kustavi )",458,35453,29263,124,258,76,16237671
"23390 Iniö   (Parainen )",105,37791,30998,34,52,19,3968026
"23450 Lokalahti   (Uusikaupunki )",448,38814,33986,120,260,68,17388852
"23500 Uusikaupunki Keskus   (Uusikaupunki )",5922,35045,29073,1474,3633,815,207535118
"23600 Kalanti Keskus   (Uusikaupunki )",980,39031,34970,221,611,148,38249924
"23660 Kalanti Asemanseutu   (Uusikaupunki )",153,47930,41409,27,92,34,7333235
"23800 Laitila Keskus   (Laitila )",3795,36375,30899,1044,2242,509,138043374
"23840 Soukainen   (Laitila )",79,40850,30516,20,41,18,3227189
"23880 Suontaka   (Laitila )",46,33532,30710,16,27,3,1542489
"23930 Pyhämaa   (Uusikaupunki )",270,36866,32184,76,144,50,9953777
"23950 Pyhäranta   (Pyhäranta )",260,37672,32220,64,159,37,9794620
"23960 Santtio   (Pyhäranta )",109,38822,36824,27,64,18,4231642
"24100 Salo Keskus   (Salo )",5463,29530,23419,2043,2849,571,161323801
"24130 Ylhäisi   (Salo )",1701,39846,34002,412,1015,274,67777418
"24240 Rappula   (Salo )",2053,34806,26934,640,1110,303,71455939
"24260 Ollikkala   (Salo )",2397,30184,25069,958,1205,234,72350556
"24280 Tupuri-Hähkänä   (Salo )",2060,45075,42466,289,1364,407,92853692
"24800 Halikko Keskus   (Salo )",2302,36265,30692,629,1312,361,83482996
"24910 Halikko Asemanseutu   (Salo )",409,48832,46155,56,263,90,19972285
"25110 Kruusila   (Salo )",166,38298,29452,53,82,31,6357439
"25130 Muurla   (Salo )",674,40139,35582,168,379,127,27053989
"25160 Tuohittu   (Salo )",51,37923,32994,16,28,7,1934095
"25170 Kotalato   (Salo )",61,40276,38636,16,35,10,2456819
"25180 Romsila   (Salo )",99,41974,38010,21,55,23,4155433
"25190 Inkere   (Salo )",445,36328,31632,123,268,54,16166045
"25210 Vartsala   (Salo )",159,45113,40226,28,96,35,7172974
"25230 Angelniemi   (Salo )",157,41582,35502,40,90,27,6528303
"25240 Hajala   (Salo )",294,40847,34097,68,169,57,12008968
"25250 Märynummi   (Salo )",483,38244,35391,94,315,74,18471769
"25260 Vaskio   (Salo )",457,38380,34031,121,267,69,17539753
"25320 Raatala   (Salo )",195,38168,29881,52,117,26,7442800
"25330 Kuusjoki Keskus   (Salo )",405,32982,28253,134,231,40,13357660
"25340 Kanunki   (Salo )",178,36467,30377,59,97,22,6491060
"25360 Pertteli Keskus   (Salo )",533,38101,34006,133,331,69,20308030
"25370 Hiisi   (Salo )",282,39316,36019,71,164,47,11087148
"25380 Rekijoki   (Salo )",247,35359,29223,72,132,43,8733654
"25390 Kiikala Keskus   (Salo )",413,33833,28820,150,206,57,13973156
"25410 Suomusjärvi Keskus   (Salo )",561,33319,27988,176,314,71,18691703
"25420 Lahnajärvi   (Salo )",75,38842,32558,21,38,16,2913182
"25430 Kettula   (Salo )",37,38509,30412,8,21,8,1424833
"25460 Toija   (Salo )",573,35332,30059,175,312,86,20245236
"25470 Kisko kk   (Salo )",141,36936,30772,39,80,22,5207957
"25500 Perniö Keskus   (Salo )",1698,34313,28821,548,951,199,58262868
"25520 Perniö Asemanseutu   (Salo )",277,44337,39388,69,144,64,12281216
"25540 Knaapila   (Salo )",94,46767,39192,19,54,21,4396115
"25550 Aijala   (Salo )",52,29774,28913,19,28,5,1548250
"25560 Koski Asemanseutu   (Salo )",106,66924,29911,32,56,18,7093928
"25570 Teijo-Mathildedal   (Salo )",288,35302,29463,88,157,43,10166850
"25610 Ylönkylä   (Salo )",174,44153,36920,36,98,40,7682670
"25630 Finby   (Salo )",152,36404,31139,42,88,22,5533394
"25640 Förby   (Salo )",128,40239,30117,34,66,28,5150572
"25650 Strömma   (Kemiönsaari )",55,44678,32557,18,28,9,2457286
"25660 Mathildedal   (Salo )",74,38796,33768,14,37,23,2870931
"25700 Kemiö Keskus   (Kemiönsaari )",1138,35660,30183,324,659,155,40581252
"25710 Vreta-Vestlax   (Kemiönsaari )",141,39124,33117,35,85,21,5516469
"25730 Mjösund   (Kemiönsaari )",47,40583,37152,10,29,8,1907395
"25760 Kiila   (Kemiönsaari )",59,36536,30405,20,33,6,2155631
"25810 Mark   (Kemiönsaari )",35,32765,24041,15,14,6,1146762
"25820 Vestlax   (Kemiönsaari )",51,37278,30889,15,27,9,1901156
"25830 Västanfjärd Keskus   (Kemiönsaari )",245,36930,31102,65,136,44,9047738
"25840 Nivelax   (Kemiönsaari )",121,41345,38835,33,69,19,5002765
"25860 Björkboda   (Kemiönsaari )",177,35906,28689,53,99,25,6355296
"25870 Dragsfjärd   (Kemiönsaari )",452,35639,31496,103,291,58,16108855
"25900 Taalintehdas   (Kemiönsaari )",767,31635,27293,248,444,75,24264187
"25910 Vänoxa   (Kemiönsaari )",5,..,..,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",33,42485,26858,9,19,5,1401991
"25940 Hiittinen   (Kemiönsaari )",38,32106,27613,11,22,5,1220012
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",57,37338,29907,14,32,11,2128252
"25960 Högsåra   (Kemiönsaari )",23,..,..,..,..,..,..
"26100 Rauma Keskus   (Rauma )",9014,33272,26008,2893,4678,1443,299911144
"26200 Merirauma-Kappelinluhta   (Rauma )",2403,45447,38496,396,1380,627,109208228
"26410 Kaaro   (Rauma )",585,51058,46824,59,384,142,29869053
"26510 Uotila   (Rauma )",1197,40967,37042,216,761,220,49037368
"26560 Kolla   (Rauma )",284,48187,45518,47,172,65,13685211
"26660 Paroalho   (Rauma )",2534,36020,31170,564,1583,387,91273784
"26720 Monnanummi   (Rauma )",136,49698,52726,18,79,39,6758923
"26740 Vasarainen   (Rauma )",226,49639,43651,33,146,47,11218422
"26820 Sampaanala   (Rauma )",817,33217,29197,222,508,87,27138658
"26840 Kortela   (Rauma )",349,43308,40400,48,234,67,15114634
"26910 Unaja   (Rauma )",265,46712,44975,38,163,64,12378565
"26930 Vermuntila   (Rauma )",259,43943,38911,63,146,50,11381259
"26950 Voiluoto   (Rauma )",170,47066,44318,23,103,44,8001185
"27100 Eurajoki Keskus   (Eurajoki )",1459,41269,37081,332,818,309,60211597
"27110 Irjanne   (Eurajoki )",257,39849,37037,52,161,44,10241159
"27130 Eurajoki asemanseutu   (Eurajoki )",146,41582,37374,26,91,29,6070985
"27150 Lapijoki   (Eurajoki )",543,44595,39594,79,347,117,24215241
"27160 Olkiluoto   (Eurajoki )",.,.,.,.,.,.,.
"27170 Kuivalahti   (Eurajoki )",172,42081,33958,48,86,38,7238007
"27220 Ala-Kieri   (Rauma )",254,43832,40299,40,161,53,11133447
"27230 Lappi   (Rauma )",935,39242,35199,232,539,164,36691474
"27250 Kodiksami   (Rauma )",64,39498,30832,17,38,9,2527864
"27260 Kuolimaa   (Rauma )",93,37817,32121,32,47,14,3516956
"27310 Kodisjoki   (Rauma )",232,37370,36701,64,134,34,8669906
"27320 Ihode   (Pyhäranta )",334,40302,34576,67,220,47,13460833
"27340 Reila   (Pyhäranta )",218,43720,41911,28,147,43,9530951
"27400 Kiukainen Keskus   (Eura )",614,36653,31413,187,335,92,22504888
"27420 Panelia Asemanseutu   (Eura )",118,41665,36232,30,64,24,4916502
"27430 Panelia   (Eura )",592,36542,31315,180,331,81,21632971
"27450 Harola   (Eura )",97,40188,37084,23,59,15,3898266
"27500 Kauttua   (Eura )",1571,39024,34117,296,985,290,61306872
"27510 Eura Keskus   (Eura )",2026,38244,31874,491,1208,327,77481477
"27600 Hinnerjoki   (Eura )",349,36244,29677,107,188,54,12649126
"27640 Honkilahti kk   (Eura )",145,35750,29313,47,81,17,5183733
"27650 Honkilahti   (Eura )",164,31140,24965,66,80,18,5106926
"27670 Mannila   (Eura )",86,36857,30895,23,49,14,3169702
"27710 Köyliö Keskus   (Säkylä )",527,36438,30938,145,299,83,19202918
"27730 Tuiskula   (Säkylä )",84,41321,36678,23,44,17,3470952
"27740 Voitoinen   (Säkylä )",82,35303,25307,34,39,9,2894864
"27750 Yttilä   (Säkylä )",174,35608,30009,40,107,27,6195837
"27800 Säkylä Keskus   (Säkylä )",1562,39087,31720,357,930,275,61054424
"27820 Iso-Vimma   (Säkylä )",373,38836,33483,62,254,57,14485938
"27840 Kakkuri   (Säkylä )",219,39142,35339,33,154,32,8572134
"27860 Vuori   (Säkylä )",154,41110,30604,32,99,23,6330964
"27910 Huovinrinne   (Säkylä )",119,27252,25703,30,79,10,3242951
"27920 Otajoki   (Säkylä )",130,40486,35923,25,83,22,5263153
"28100 Pori Keskus   (Pori )",8433,28391,21725,3154,4250,1029,239421938
"28120 Käppärä-Isomäki   (Pori )",2073,30889,23695,741,1094,238,64032642
"28130 Impola   (Pori )",3621,29688,23572,1312,1928,381,107499822
"28190 Pormestarinluoto   (Pori )",2175,28011,22859,828,1205,142,60924076
"28200 Toejoki   (Pori )",2110,41653,38551,348,1361,401,87888843
"28220 Ruosniemi   (Pori )",2005,42355,39054,338,1298,369,84921309
"28240 Isojoenranta   (Pori )",309,43174,40585,51,193,65,13340736
"28260 Harjunpää   (Ulvila )",410,41692,40162,74,268,68,17093865
"28300 Kalaholma-Väinölä   (Pori )",1064,49987,47432,93,664,307,53185916
"28330 Koivistonluoto   (Pori )",1467,32838,26998,483,811,173,48173573
"28360 Vanhakoivisto   (Pori )",2220,34047,29090,574,1349,297,75584314
"28370 Sampola   (Pori )",1958,25279,20209,856,1004,98,49496557
"28400 Ulvila Keskus   (Ulvila )",2662,38484,33321,598,1636,428,102443387
"28430 Kartano-Harmaalinna   (Pori )",706,45299,42521,97,453,156,31981111
"28450 Vanha-Ulvila   (Ulvila )",1914,40132,34804,393,1173,348,76812841
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",541,21432,17339,272,243,26,11594521
"28540 Pinomäki   (Pori )",268,45580,42828,44,162,62,12215441
"28560 Lattomeri   (Pori )",206,43715,39524,30,137,39,9005189
"28580 Niittymaa   (Pori )",241,43504,40895,44,146,51,10484517
"28600 Vähärauma   (Pori )",2139,42757,37491,464,1243,432,91457005
"28610 Musa-Tiiliruukki   (Pori )",1942,39854,33884,464,1112,366,77396684
"28660 Pietniemi-Leppäkorpi   (Pori )",1680,43972,38969,264,1077,339,73872679
"28760 Kyläsaari   (Pori )",983,39861,37149,184,661,138,39182904
"28800 Pihlava   (Pori )",2164,34946,30474,623,1263,278,75622403
"28840 Yyteri-Kaanaa   (Pori )",447,37524,34599,106,275,66,16773005
"28880 Mäntyluoto   (Pori )",239,32351,27408,70,139,30,7731814
"28900 Tahkoluoto-Reposaari   (Pori )",531,34740,29880,149,298,84,18447017
"29100 Luvia Keskus   (Eurajoki )",1319,41342,37460,280,812,227,54529446
"29180 Peränkylä   (Eurajoki )",126,39037,33532,33,69,24,4918715
"29200 Harjavalta Keskus   (Harjavalta )",3806,34481,28991,1017,2280,509,131234839
"29250 Nakkila Keskus   (Nakkila )",2269,36925,31534,610,1349,310,83781937
"29270 Hormisto   (Nakkila )",214,35741,31518,65,129,20,7648559
"29280 Järvimaa   (Nakkila )",132,37600,35511,28,84,20,4963236
"29310 Kaasmarkku   (Ulvila )",251,43746,38198,51,161,39,10980175
"29320 Leineperi   (Ulvila )",98,40269,35872,24,59,15,3946334
"29340 Kullaa Keskus   (Ulvila )",441,35791,30278,119,274,48,15783740
"29350 Palus   (Ulvila )",145,34674,32863,43,83,19,5027746
"29570 Söörmarkku   (Pori )",375,45981,43950,55,239,81,17242698
"29600 Noormarkku Keskus   (Pori )",2138,40953,35701,463,1317,358,87556768
"29630 Pomarkku Keskus   (Pomarkku )",896,35063,30075,287,501,108,31416027
"29640 Honkakoski   (Pomarkku )",144,34063,27581,57,72,15,4905006
"29680 Kairila   (Pori )",149,34782,27029,55,77,17,5182519
"29700 Ahlainen   (Pori )",398,33960,29046,134,211,53,13516071
"29720 Lamppi   (Pori )",92,33725,29155,39,43,10,3102743
"29740 Etelämaa   (Merikarvia )",46,39079,35102,15,24,7,1797626
"29750 Pohjansaha   (Merikarvia )",51,38369,34421,12,31,8,1956840
"29760 Köörtilä   (Merikarvia )",44,35204,27357,13,24,7,1548989
"29790 Tuorila   (Merikarvia )",144,40994,32521,33,85,26,5903090
"29810 Siikainen Keskus   (Siikainen )",451,32166,26463,179,224,48,14506709
"29830 Sammi   (Siikainen )",89,32862,25773,34,50,5,2924728
"29860 Otamo   (Siikainen )",62,34821,28485,29,26,7,2158885
"29880 Leväsjoki-Saarineva   (Siikainen )",98,35795,27320,39,49,10,3507929
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",1137,33791,27629,389,623,125,38419947
"29940 Kuvaskangas   (Merikarvia )",124,35100,29345,47,62,15,4352459
"30100 Forssa Keskus   (Tammela )",5428,34987,29233,1528,3110,790,189908818
"30300 Viksberg   (Forssa )",1574,24589,20137,732,774,68,38702599
"30420 Tölö   (Forssa )",2471,33256,28537,692,1506,273,82176598
"31110 Matku   (Forssa )",281,35635,29444,85,161,35,10013446
"31130 Koijärvi   (Forssa )",119,38347,35520,29,74,16,4563302
"31140 Menonen   (Urjala )",88,36358,30463,27,48,13,3199536
"31160 Nuutajärvi   (Urjala )",160,28460,24213,62,83,15,4553546
"31170 Savijoki   (Forssa )",96,36167,31152,29,50,17,3471990
"31230 Susikas   (Tammela )",95,37201,32844,27,55,13,3534085
"31250 Teuro   (Tammela )",101,42831,37158,20,56,25,4325918
"31300 Tammela Keskus   (Tammela )",1485,38490,33772,384,832,269,57157580
"31310 Mustiala   (Tammela )",44,37059,30717,15,21,8,1630614
"31340 Porras   (Tammela )",248,41274,36765,66,130,52,10236028
"31350 Vistinkoski   (Tammela )",117,35909,32088,33,65,19,4201346
"31370 Eerikkilän Urheiluopisto   (Tammela )",.,.,.,.,.,.,.
"31380 Letku-Torro   (Tammela )",139,42478,39777,30,84,25,5904381
"31400 Somero Keskus   (Somero )",3212,33362,27686,1068,1772,372,107157603
"31410 Ylöpirtti   (Somero )",177,36999,31622,51,108,18,6548776
"31450 Häntälä   (Somero )",154,43981,37534,32,86,36,6773102
"31460 Hirsjärvi   (Somero )",122,43274,32403,35,65,22,5279420
"31470 Somerniemi   (Somero )",320,42037,33628,83,172,65,13451875
"31490 Terttilä   (Somero )",110,43888,37237,23,59,28,4827724
"31500 Koski Tl   (Koski Tl )",1194,35585,28578,397,637,160,42488613
"31520 Pitkäjärvi   (Somero )",225,40537,33304,59,127,39,9120741
"31530 Pyöli   (Somero )",149,40902,40159,34,75,40,6094396
"31600 Jokioinen Keskus   (Jokioinen )",1759,37334,32670,439,1076,244,65670439
"31610 Vaulammi   (Jokioinen )",201,41457,37918,49,117,35,8332913
"31620 Latovainio   (Jokioinen )",180,46865,38666,43,97,40,8435630
"31630 Minkiö   (Jokioinen )",245,41956,37036,49,147,49,10279273
"31640 Humppila Keskus   (Humppila )",1047,34660,29525,319,615,113,36289541
"31650 Venäjänkangas   (Humppila )",92,40141,40530,22,53,17,3692936
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",669,37350,33551,182,394,93,24987201
"31720 Urjalankylä-Kehro   (Urjala )",185,60527,30687,56,98,31,11197582
"31730 Honkola   (Urjala )",66,39138,28894,23,34,9,2583098
"31750 Kehro   (Urjala )",34,26342,22122,16,15,3,895611
"31760 Urjala Keskus   (Urjala )",1032,30858,23922,398,532,102,31845287
"31810 Oriniemi   (Punkalaidun )",178,40122,30252,60,92,26,7141712
"31830 Halkivaha   (Urjala )",128,37122,30835,44,67,17,4751657
"31850 Koskioinen   (Punkalaidun )",66,45314,32773,17,36,13,2990732
"31860 Tursa   (Urjala )",143,36460,32109,39,87,17,5213711
"31900 Punkalaidun Keskus   (Punkalaidun )",1013,31961,25570,389,510,114,32376263
"31930 Vanttila   (Punkalaidun )",51,44017,33501,14,28,9,2244850
"31950 Sadonmaa   (Punkalaidun )",75,38477,30686,22,45,8,2885782
"31960 Orisuo   (Loimaa )",35,40175,32858,8,21,6,1406123
"31970 Kanteenmaa   (Punkalaidun )",76,34396,30657,26,44,6,2614085
"32100 Ypäjä Keskus   (Ypäjä )",1013,34827,29373,308,575,130,35280193
"32140 Ypäjä Asemanseutu   (Ypäjä )",136,39152,35683,36,77,23,5324632
"32200 Loimaa Keskus   (Loimaa )",4362,33423,26927,1384,2437,541,145789497
"32210 Loimaa kk   (Loimaa )",1203,36590,28849,366,689,148,44018276
"32250 Kojonkulma   (Loimaa )",128,43978,32610,37,69,22,5629167
"32260 Kojonperä   (Loimaa )",73,39671,34597,18,43,12,2895959
"32270 Metsämaa-Murto   (Loimaa )",237,35920,29832,76,122,39,8513003
"32280 Metsäkorpi   (Loimaa )",77,33876,27821,32,35,10,2608469
"32300 Mellilä   (Loimaa )",644,35769,29363,199,364,81,23035013
"32410 Niinijoki   (Loimaa )",250,45141,39023,60,144,46,11285260
"32430 Ylhäinen   (Loimaa )",46,43600,36655,9,27,10,2005579
"32440 Alastaro Keskus   (Loimaa )",885,33126,28234,293,486,106,29316551
"32450 Tammiainen   (Loimaa )",118,37094,30368,30,74,14,4377077
"32500 Oripää Keskus   (Oripää )",556,36227,29978,182,305,69,20142001
"32520 Latva   (Oripää )",61,55475,40401,13,34,14,3383982
"32560 Virttaa   (Loimaa )",206,38846,34687,50,128,28,8002206
"32610 Vampula Keskus   (Huittinen )",510,35885,28285,165,272,73,18301239
"32620 Rutava   (Huittinen )",187,34189,30805,63,102,22,6393398
"32700 Huittinen Keskus   (Huittinen )",4037,33466,27744,1298,2225,514,135103758
"32710 Sampu   (Huittinen )",260,42843,38457,45,165,50,11139082
"32730 Keikyä   (Sastamala )",349,37138,32652,97,202,50,12961169
"32740 Äetsä Keskus   (Sastamala )",963,32161,27024,311,540,112,30970662
"32760 Suttila   (Huittinen )",82,35849,28018,24,51,7,2939651
"32770 Huhtamo   (Huittinen )",101,36500,33074,32,56,13,3686522
"32800 Kokemäki Keskus   (Kokemäki )",2121,33498,27135,678,1153,290,71049996
"32810 Peipohja   (Kokemäki )",906,36326,31604,227,560,119,32911023
"32830 Riste   (Kokemäki )",233,37080,32728,64,142,27,8639688
"32860 Korkeaoja   (Kokemäki )",71,40312,35998,22,39,10,2862150
"32910 Kauvatsa Asemanseutu   (Kokemäki )",147,33763,29892,51,79,17,4963121
"32920 Kauvatsa   (Kokemäki )",298,31750,25121,123,132,43,9461493
"33100 Tampere Keskus   (Tampere )",10271,34402,26511,3066,5192,2013,353347033
"33180 Lapinniemi-Käpylä   (Tampere )",945,43883,33240,213,453,279,41469107
"33200 Tampere Keskus Läntinen   (Tampere )",4230,34895,25138,1241,2182,807,147605052
"33210 Itä-Amuri-Tammerkoski   (Tampere )",3852,31915,24726,1216,2036,600,122936783
"33230 Länsi-Amuri   (Tampere )",3525,38314,28699,867,1821,837,135055986
"33240 Tahmela   (Tampere )",838,57066,36208,204,368,266,47821325
"33250 Pispala   (Tampere )",1228,41059,28560,373,578,277,50420015
"33270 Epilä   (Tampere )",3846,37581,29216,993,2141,712,144538373
"33300 Rahola   (Tampere )",2472,40591,32792,600,1353,519,100341856
"33310 Tesoma   (Tampere )",3939,29478,25319,1348,2283,308,116113817
"33330 Myllypuro-Kalkku   (Tampere )",1701,33177,28314,479,1032,190,56434446
"33340 Haukiluoma-Ikuri   (Tampere )",2255,42493,38074,417,1400,438,95821591
"33380 Pitkäniemi   (Nokia )",2,..,..,..,..,..,..
"33400 Luoteis-Tampere   (Tampere )",3512,42405,34668,766,2035,711,148924848
"33410 Lentävänniemi   (Tampere )",2468,32648,27602,663,1501,304,80575717
"33420 Lamminpää   (Tampere )",924,44103,36739,225,503,196,40751293
"33430 Vuorentausta   (Ylöjärvi )",1267,42367,38910,188,850,229,53679594
"33450 Siivikkala   (Ylöjärvi )",1089,52930,47377,107,682,300,57640253
"33470 Ylöjärvi Keskus   (Ylöjärvi )",3011,35668,29367,794,1805,412,107396342
"33480 Manninmäki-Haavisto   (Ylöjärvi )",2846,45248,41241,462,1841,543,128775846
"33500 Osmonmäki-Petsamo   (Tampere )",6999,29951,23809,2231,3793,975,209628984
"33520 Keskussairaala-alue-Kauppi   (Tampere )",554,34013,25977,157,310,87,18843281
"33530 Kissanmaa   (Tampere )",2715,33442,25782,890,1363,462,90796225
"33540 Kaleva   (Tampere )",5542,25981,22077,2136,2930,476,143988903
"33560 Takahuhti   (Tampere )",5058,38022,28810,1316,2853,889,192314905
"33580 Atala-Linnainmaa   (Tampere )",6914,40291,33931,1435,4188,1291,278573943
"33610 Olkahinen-Tasanne   (Tampere )",1620,49866,44782,192,975,453,80783325
"33680 Aitolahti   (Tampere )",687,50693,42169,115,382,190,34826346
"33700 Messukylä   (Tampere )",822,44792,37603,209,396,217,36819404
"33710 Kaukajärvi   (Tampere )",8739,35448,29714,2522,4894,1323,309783097
"33720 Hervanta   (Tampere )",13648,26431,21927,6131,6457,1060,360723613
"33730 Leinola-Vehmainen   (Tampere )",764,49636,44453,96,455,213,37922072
"33800 Nekala   (Tampere )",3001,30282,22407,1141,1479,381,90876604
"33820 Koivistonkylä   (Tampere )",4254,42999,33631,1011,2318,925,182916218
"33840 Peltolammi   (Tampere )",1946,30201,25892,625,1129,192,58771687
"33850 Multisilta   (Pirkkala )",1359,29501,24910,508,753,98,40091346
"33870 Vuores   (Lempäälä )",696,39510,32262,183,359,154,27499042
"33880 Höytämö   (Lempäälä )",1693,42426,36519,363,969,361,71826967
"33900 Härmälä-Rantaperkiö   (Tampere )",5923,31793,26317,1779,3314,830,188311886
"33920 Toivio   (Pirkkala )",430,57495,52372,37,256,137,24722855
"33950 Killo   (Pirkkala )",2523,54329,35880,425,1492,606,137073114
"33960 Suuppa   (Pirkkala )",4440,46201,39252,785,2591,1064,205132083
"33980 Pirkkala kk   (Pirkkala )",513,55125,49861,59,307,147,28279131
"34110 Lakiala   (Ylöjärvi )",414,54445,52328,55,259,100,22540101
"34130 Ylinen   (Ylöjärvi )",493,46387,43908,94,294,105,22868682
"34140 Mutala   (Ylöjärvi )",279,47063,45111,51,173,55,13130599
"34150 Kyrönlahti   (Ylöjärvi )",169,44270,41604,37,95,37,7481663
"34180 Länsi-Teisko   (Ylöjärvi )",73,35387,29799,21,36,16,2583257
"34240 Kämmenteisko   (Tampere )",648,48693,42465,113,390,145,31553167
"34260 Terälahti   (Tampere )",427,53085,30592,123,226,78,22667214
"34270 Velaatta   (Tampere )",147,34573,30237,46,78,23,5082232
"34300 Kuru Keskus   (Ylöjärvi )",788,32701,26610,279,437,72,25768410
"34320 Parkkuu   (Ylöjärvi )",110,36159,31242,29,64,17,3977523
"34330 Poikelus   (Ylöjärvi )",111,40729,35229,27,63,21,4520945
"34410 Murole   (Ruovesi )",86,34569,27537,28,48,10,2972971
"34420 Muroleen Kanava   (Ruovesi )",22,..,..,..,..,..,..
"34430 Kekkonen   (Ruovesi )",65,40129,36608,15,40,10,2608383
"34450 Jäminkipohja   (Ruovesi )",185,38844,25191,71,92,22,7186112
"34510 Luode   (Ylöjärvi )",50,30412,29248,17,28,5,1520589
"34530 Länsi-Aure   (Ylöjärvi )",36,36362,24767,15,13,8,1309036
"34550 Itä-Aure   (Ylöjärvi )",88,29453,26231,36,45,7,2591829
