"Postal code area","Aged 18 or over, total, 2012 (HR)","Average income of inhabitants, 2012 (HR)","Median income of inhabitants, 2012 (HR)","Inhabintants belonging to the lowest income category, 2012 (HR)","Inhabitants belonging to the middle income category, 2012 (HR)","Inhabintants belonging to the highest income category, 2012 (HR)","Accumulated purchasing power of inhabitants, 2012 (HR)"
"25240 Hajala  (Salo)",529,23167,20190,105,303,121,12255511
"25250 Märynummi  (Salo)",821,23237,22042,106,552,163,19077830
"25260 Vaskio  (Salo)",804,21789,19698,192,455,157,17518588
"25320 Raatala  (Salo)",359,20301,17505,104,198,57,7288006
"25330 Kuusjoki Keskus  (Salo)",679,20026,18385,162,428,89,13597856
"25340 Kanunki  (Salo)",333,20712,18732,82,198,53,6897149
"25360 Pertteli Keskus  (Salo)",923,22920,21519,172,575,176,21155242
"25370 Hiisi  (Salo)",514,21103,19568,118,307,89,10846803
"25380 Rekijoki  (Salo)",426,21077,18196,95,255,76,8978716
"25390 Kiikala Keskus  (Salo)",666,20696,17577,173,377,116,13783580
"25410 Suomusjärvi Keskus  (Salo)",943,20630,18525,214,584,145,19454017
"25420 Lahnajärvi  (Salo)",130,22946,22186,27,74,29,2982973
"25430 Kettula  (Salo)",62,21632,21371,14,38,10,1341198
"25460 Toija  (Salo)",996,20499,17047,256,595,145,20416674
"25470 Kisko kk  (Salo)",245,21364,17015,61,152,32,5234103
"25500 Perniö Keskus  (Salo)",2871,21039,18066,582,1868,421,60401815
"25520 Perniö Asemanseutu  (Salo)",545,24580,20504,112,321,112,13396281
"25540 Knaapila  (Salo)",174,23677,18349,42,94,38,4119875
"25550 Aijala  (Salo)",103,19085,16553,26,64,13,1965756
"25560 Koski Asemanseutu  (Salo)",188,30685,18572,46,116,26,5768749
"25570 Teijo-Mathildedal  (Salo)",484,21930,17507,112,286,86,10614004
"25610 Ylönkylä  (Salo)",328,23125,19222,74,184,70,7584944
"25630 Finby  (Salo)",248,22785,19484,49,148,51,5650733
"25640 Förby  (Salo)",226,24081,19488,49,131,46,5442391
"25650 Strömma  (Kemiönsaari)",87,25525,16564,21,56,10,2220675
"25660 Mathildedal  (Salo)",121,24107,18479,20,70,31,2917000
"25700 Kemiö Keskus  (Kemiönsaari)",1898,21156,18668,379,1212,307,40154836
"25710 Vreta-Vestlax  (Kemiönsaari)",246,21790,19982,51,149,46,5360360
"25730 Mjösund  (Kemiönsaari)",87,22372,20208,14,59,14,1946345
"25760 Kiila  (Kemiönsaari)",103,21676,19236,20,65,18,2232637
"25810 Mark  (Kemiönsaari)",55,19360,16270,17,31,7,1064812
"25820 Vestlax  (Kemiönsaari)",92,22849,19574,26,51,15,2102140
"25830 Västanfjärd Keskus  (Kemiönsaari)",414,21273,18115,97,241,76,8807084
"25840 Nivelax  (Kemiönsaari)",230,22064,18215,53,134,43,5074610
"25860 Björkboda  (Kemiönsaari)",281,21743,19109,64,174,43,6109795
"25870 Dragsfjärd  (Kemiönsaari)",823,20097,17874,165,558,100,16539519
"25900 Taalintehdas  (Kemiönsaari)",1261,19667,17387,270,852,139,24800076
"25910 Vänoxa  (Kemiönsaari)",8,..,..,..,..,..,..
"25930 Kasnäs  (Kemiönsaari)",59,22672,21264,10,37,12,1337675
"25940 Hiittinen  (Kemiönsaari)",68,19465,16546,16,41,11,1323610
"25950 Rosala-Kasnäs-Hitis  (Kemiönsaari)",105,21284,17940,33,50,22,2234870
"25960 Högsåra  (Kemiönsaari)",39,20174,18153,12,21,6,786785
"26100 Rauma Keskus  (Rauma)",13363,22192,19023,2678,8153,2532,296554006
"26200 Merirauma-Kappelinluhta  (Rauma)",4093,26218,23082,674,2283,1136,107310934
"26410 Kaaro  (Rauma)",1114,25775,24489,163,638,313,28713428
"26510 Uotila  (Rauma)",2132,22824,20940,358,1331,443,48659734
"26560 Kolla  (Rauma)",569,23795,21966,109,320,140,13539095
"26660 Paroalho  (Rauma)",4116,22127,20838,691,2702,723,91074495
"26720 Monnanummi  (Rauma)",286,25730,24360,36,161,89,7358688
"26740 Vasarainen  (Rauma)",435,24899,22085,90,239,106,10831138
"26820 Sampaanala  (Rauma)",1321,20122,18964,277,865,179,26581004
"26840 Kortela  (Rauma)",645,23787,21996,98,398,149,15342669
"26910 Unaja  (Rauma)",495,24046,22628,79,289,127,11902973
"26930 Vermuntila  (Rauma)",517,22164,19248,128,285,104,11458911
"26950 Voiluoto  (Rauma)",313,24432,22450,57,178,78,7647067
"27100 Eurajoki Keskus  (Eurajoki)",2566,22767,21389,439,1558,569,58419012
"27110 Irjanne  (Eurajoki)",434,22640,21081,80,270,84,9825769
"27130 Eurajoki asemanseutu  (Eurajoki)",277,21346,19099,65,163,49,5912979
"27150 Lapijoki  (Eurajoki)",1012,23896,21590,184,580,248,24182293
"27160 Olkiluoto  (Eurajoki)",.,.,.,.,.,.,.
"27170 Kuivalahti  (Eurajoki)",299,22854,18037,74,154,71,6833339
"27220 Ala-Kieri  (Rauma)",497,22067,21256,114,286,97,10967102
"27230 Lappi  (Rauma)",1725,22175,19497,375,1028,322,38252310
"27250 Kodiksami  (Rauma)",109,23050,22487,17,66,26,2512446
"27260 Kuolimaa  (Rauma)",160,20326,17999,47,84,29,3252148
"27310 Kodisjoki  (Rauma)",411,22581,20677,81,249,81,9280811
"27320 Ihode  (Pyhäranta)",600,22744,20992,104,395,101,13646309
"27340 Reila  (Pyhäranta)",411,23260,21386,81,233,97,9559886
"27400 Kiukainen Keskus  (Eura)",1117,20485,17689,263,687,167,22881329
"27420 Panelia Asemanseutu  (Eura)",221,21479,19228,55,133,33,4746867
"27430 Panelia  (Eura)",1033,20336,18389,240,648,145,21007211
"27450 Harola  (Eura)",175,20638,19979,35,118,22,3611613
"27500 Kauttua  (Eura)",2571,23039,21662,375,1702,494,59233968
"27510 Eura Keskus  (Eura)",3459,21891,19541,631,2253,575,75719883
"27600 Hinnerjoki  (Eura)",606,20484,18124,163,350,93,12413556
"27640 Honkilahti kk  (Eura)",260,19499,15457,71,153,36,5069637
"27650 Honkilahti  (Eura)",272,19154,16289,88,152,32,5209884
"27670 Mannila  (Eura)",152,20520,18354,42,80,30,3119011
"27710 Köyliö Keskus  (Köyliö)",924,20966,18873,186,603,135,19372654
"27730 Tuiskula  (Köyliö)",158,20642,19334,43,90,25,3261463
"27740 Voitoinen  (Köyliö)",153,18232,15561,54,77,22,2789560
"27750 Yttilä  (Köyliö)",295,21255,19833,57,194,44,6270252
"27800 Säkylä Keskus  (Säkylä)",2676,22659,20282,444,1744,488,60635755
"27820 Iso-Vimma  (Säkylä)",654,22400,21356,115,432,107,14649809
"27840 Kakkuri  (Köyliö)",398,21706,21241,67,265,66,8638843
"27860 Vuori  (Köyliö)",283,20731,18092,82,155,46,5866850
"27910 Huovinrinne  (Säkylä)",152,21649,22175,23,98,31,3290604
"27920 Otajoki  (Säkylä)",240,22099,19785,52,148,40,5303716
"28100 Pori Keskus  (Pori)",11370,20432,16812,2528,7358,1484,232311657
"28120 Käppärä-Isomäki  (Pori)",3196,20366,17451,722,2031,443,65089794
"28130 Impola  (Pori)",5058,19720,17072,1162,3262,634,99745384
"28190 Pormestarinluoto  (Pori)",3246,18676,16536,715,2222,309,60622581
"28200 Toejoki  (Pori)",3828,22879,21806,601,2502,725,87581642
"28220 Ruosniemi  (Pori)",3452,22791,21838,590,2170,692,78673576
"28240 Isojoenranta  (Pori)",579,22536,21161,102,354,123,13048601
"28260 Harjunpää  (Ulvila)",757,22140,20966,142,479,136,16760201
"28300 Kalaholma-Väinölä  (Pori)",1962,26149,24487,292,1123,547,51303956
"28330 Koivistonluoto  (Pori)",2234,20707,18739,448,1464,322,46259769
"28360 Vanhakoivisto  (Pori)",3616,20958,18949,646,2426,544,75783692
"28370 Sampola  (Pori)",2811,17632,15675,655,1978,178,49564673
"28400 Ulvila Keskus  (Ulvila)",4537,22474,20438,804,2901,832,101963984
"28430 Kartano-Harmaalinna  (Pori)",1340,24085,22404,209,818,313,32273750
"28450 Vanha-Ulvila  (Ulvila)",3387,22716,21233,569,2136,682,76940416
"28500 Keskussairaala-alue-Tiilimäki  (Pori)",694,18016,16262,163,478,53,12503077
"28540 Pinomäki  (Pori)",505,24022,23863,91,290,124,12131171
"28560 Lattomeri  (Pori)",382,22320,22042,85,220,77,8526151
"28580 Niittymaa  (Pori)",451,21858,20108,88,283,80,9857790
"28600 Vähärauma  (Pori)",3555,24092,22148,626,2091,838,85646193
"28610 Musa-Tiiliruukki  (Pori)",3350,23096,20903,645,2053,652,77370034
"28660 Pietniemi-Leppäkorpi  (Pori)",3014,24164,22366,517,1841,656,72829505
"28760 Kyläsaari  (Pori)",1824,21475,20942,345,1170,309,39169778
"28800 Pihlava  (Pori)",3602,20715,19106,729,2352,521,74617129
"28840 Yyteri-Kaanaa  (Pori)",754,22166,19719,148,462,144,16713518
"28880 Mäntyluoto  (Pori)",373,20814,18602,75,236,62,7763749
"28900 Tahkoluoto-Reposaari  (Pori)",891,20297,17935,197,565,129,18084490
"29100 Luvia Keskus  (Luvia)",2428,22848,20351,491,1427,510,55475480
"29180 Peränkylä  (Luvia)",204,21322,20108,50,117,37,4349604
"29200 Harjavalta Keskus  (Harjavalta)",6117,21579,19491,1054,4076,987,131997669
"29250 Nakkila Keskus  (Nakkila)",3881,21303,19202,824,2424,633,82676456
"29270 Hormisto  (Nakkila)",375,20276,17017,87,242,46,7603523
"29280 Järvimaa  (Nakkila)",241,21483,19442,53,149,39,5177413
"29310 Kaasmarkku  (Ulvila)",470,21505,20401,102,283,85,10107553
"29320 Leineperi  (Ulvila)",182,22080,19189,37,109,36,4018576
"29340 Kullaa Keskus  (Ulvila)",789,20479,19108,189,484,116,16157819
"29350 Palus  (Ulvila)",235,21149,18967,55,144,36,4969948
"29570 Söörmarkku  (Pori)",687,23604,22293,132,397,158,16215935
"29600 Noormarkku Keskus  (Pori)",3818,22572,20586,692,2401,725,86179036
"29630 Pomarkku Keskus  (Pomarkku)",1643,20443,17490,388,1041,214,33587673
"29640 Honkakoski  (Pomarkku)",251,22438,18088,67,140,44,5631875
"29680 Kairila  (Pori)",269,20474,15962,94,131,44,5507587
"29700 Ahlainen  (Pori)",666,19472,17004,165,417,84,12968656
"29720 Lamppi  (Pori)",164,19551,16718,47,100,17,3206303
"29740 Etelämaa  (Merikarvia)",95,18614,16354,30,55,10,1768346
"29750 Pohjansaha  (Pori)",96,19500,17002,34,41,21,1871966
"29760 Köörtilä  (Merikarvia)",73,35951,16911,23,39,11,2624420
"29790 Tuorila  (Merikarvia)",275,20526,17716,84,147,44,5644697
"29810 Siikainen Keskus  (Siikainen)",797,19293,15457,249,463,85,15376501
"29830 Sammi  (Siikainen)",177,18905,15139,62,91,24,3346205
"29860 Otamo  (Siikainen)",115,20304,14614,39,61,15,2334990
"29880 Leväsjoki-Saarineva  (Siikainen)",186,21304,14238,72,81,33,3962613
"29900 Merikarvia Keskus-Rannikko  (Merikarvia)",1924,19686,16846,502,1214,208,37876389
"29940 Kuvaskangas  (Merikarvia)",250,19441,16171,93,118,39,4860357
"30100 Forssa Keskus  (Forssa)",8860,21559,18912,1656,5771,1433,191013344
"30300 Viksberg  (Forssa)",2285,17090,15336,628,1507,150,39050410
"30420 Tölö  (Forssa)",4009,20259,18479,762,2715,532,81218704
"31110 Matku  (Forssa)",489,21820,18206,114,288,87,10670192
"31130 Koijärvi  (Forssa)",216,23452,20177,43,128,45,5065722
"31140 Menonen  (Urjala)",173,23356,18925,44,94,35,4040516
"31160 Nuutajärvi  (Urjala)",274,17977,16320,78,171,25,4925726
"31170 Savijoki  (Forssa)",168,20793,16761,39,101,28,3493245
"31230 Susikas  (Tammela)",177,20730,18228,46,100,31,3669143
"31250 Teuro  (Tammela)",177,23388,20331,27,115,35,4139741
"31300 Tammela Keskus  (Tammela)",2609,22557,20128,500,1594,515,58850704
"31310 Mustiala  (Tammela)",101,18404,15647,41,45,15,1858756
"31340 Porras  (Tammela)",474,21594,19355,110,282,82,10235478
"31350 Vistinkoski  (Tammela)",198,20714,18071,48,116,34,4101428
"31370 Eerikkilän Urheiluopisto  (Tammela)",.,.,.,.,.,.,.
"31380 Letku-Torro  (Tammela)",264,20801,18523,50,166,48,5491550
"31400 Somero Keskus  (Somero)",5189,20448,17842,1153,3299,737,106102710
"31410 Ylöpirtti  (Somero)",319,21136,18553,74,195,50,6742481
"31450 Häntälä  (Somero)",289,22881,21491,71,143,75,6612621
"31460 Hirsjärvi  (Somero)",220,26996,17792,57,127,36,5939046
"31470 Somerniemi  (Somero)",577,22505,18502,151,297,129,12985389
"31490 Terttilä  (Somero)",207,22144,19943,52,109,46,4583772
"31500 Koski Tl  (Koski Tl)",2021,20535,17466,548,1173,300,41501725
"31520 Pitkäjärvi  (Somero)",408,22309,19366,108,220,80,9101915
"31530 Pyöli  (Somero)",310,21422,18541,82,165,63,6640911
"31600 Jokioinen Keskus  (Jokioinen)",3038,21649,20432,491,2074,473,65770406
"31610 Vaulammi  (Jokioinen)",377,21636,19104,88,220,69,8156891
"31620 Latovainio  (Jokioinen)",338,24543,20305,82,187,69,8295403
"31630 Minkiö  (Jokioinen)",445,22945,21333,85,276,84,10210475
"31640 Humppila Keskus  (Humppila)",1808,20501,18577,395,1160,253,37065055
"31650 Venäjänkangas  (Humppila)",161,21774,19291,40,90,31,3505692
"31700 Urjala Asemanseutu-Hanhisuo  (Urjala)",1189,20879,19578,266,750,173,24824966
"31720 Urjalankylä-Kehro  (Urjala)",334,20592,17719,89,200,45,6877729
"31730 Honkola  (Urjala)",109,26752,17918,35,56,18,2915936
"31750 Kehro  (Urjala)",54,15331,12840,25,26,3,827895
"31760 Urjala Keskus  (Urjala)",1691,19760,16634,378,1117,196,33413654
"31810 Oriniemi  (Punkalaidun)",341,20013,16118,107,175,59,6824590
"31830 Halkivaha  (Urjala)",253,18380,16954,77,151,25,4650177
"31850 Koskioinen  (Punkalaidun)",130,21275,18367,41,67,22,2765769
"31860 Tursa  (Urjala)",270,19768,17092,79,155,36,5337465
"31900 Punkalaidun Keskus  (Punkalaidun)",1693,19592,16663,454,1061,178,33169942
"31930 Vanttila  (Punkalaidun)",88,23697,20415,18,55,15,2085312
"31950 Sadonmaa  (Punkalaidun)",151,20428,16173,54,69,28,3084690
"31960 Orisuo  (Loimaa)",67,23214,18174,16,42,9,1555345
"31970 Kanteenmaa  (Punkalaidun)",139,19145,16447,43,76,20,2661099
"32100 Ypäjä Keskus  (Ypäjä)",1748,20578,18450,421,1076,251,35969574
"32140 Ypäjä Asemanseutu  (Ypäjä)",254,21176,19280,70,136,48,5378699
"32200 Loimaa Keskus  (Loimaa)",6873,20877,18546,1424,4493,956,143490175
"32210 Loimaa kk  (Loimaa)",2039,21043,18711,434,1352,253,42907210
"32250 Kojonkulma  (Loimaa)",240,23722,18776,61,140,39,5693208
"32260 Kojonperä  (Loimaa)",151,21791,14763,46,79,26,3290420
"32270 Metsämaa-Murto  (Loimaa)",401,22364,17865,83,245,73,8967990
"32280 Metsäkorpi  (Loimaa)",138,18702,15968,43,79,16,2580904
"32300 Mellilä  (Loimaa)",1099,21244,17578,301,626,172,23347021
"32410 Niinijoki  (Loimaa)",462,23472,21897,93,265,104,10843934
"32430 Ylhäinen  (Loimaa)",78,26928,22961,14,38,26,2100413
"32440 Alastaro Keskus  (Loimaa)",1561,19434,17063,397,973,191,30337022
"32450 Tammiainen  (Loimaa)",227,19797,16105,66,128,33,4493998
"32500 Oripää Keskus  (Oripää)",932,21009,19092,215,571,146,19580511
"32520 Latva  (Oripää)",132,26485,19706,26,79,27,3495971
"32560 Virttaa  (Loimaa)",369,21598,20181,75,228,66,7969607
"32610 Vampula Keskus  (Huittinen)",898,20096,17394,233,549,116,18045814
"32620 Rutava  (Huittinen)",350,19848,16987,101,198,51,6946783
"32700 Huittinen Keskus  (Huittinen)",6574,20556,18112,1528,4125,921,135135763
"32710 Sampu  (Huittinen)",484,24730,22503,91,287,106,11969278
"32730 Keikyä  (Sastamala)",645,20279,17978,174,362,109,13080147
"32740 Äetsä Keskus  (Sastamala)",1567,19522,17584,389,999,179,30591249
"32760 Suttila  (Huittinen)",159,21001,18442,39,93,27,3339136
"32770 Huhtamo  (Huittinen)",202,20713,17493,61,108,33,4183983
"32800 Kokemäki Keskus  (Kokemäki)",3530,20675,18173,758,2266,506,72983015
"32810 Peipohja  (Kokemäki)",1570,20525,19058,373,978,219,32224009
"32830 Riste  (Kokemäki)",421,21507,19067,98,259,64,9054400
"32860 Korkeaoja  (Kokemäki)",141,24005,19084,36,83,22,3384692
"32910 Kauvatsa Asemanseutu  (Kokemäki)",254,20178,18041,70,150,34,5125329
"32920 Kauvatsa  (Kokemäki)",532,18664,15248,192,272,68,9929014
"33100 Tampere Keskus  (Tampere)",14856,22732,18870,3460,8408,2988,337707245
"33180 Lapinniemi-Käpylä  (Tampere)",2169,24253,18055,454,1279,436,52605103
"33200 Tampere Keskus Läntinen  (Tampere)",6022,23425,18510,1382,3487,1153,141065352
"33210 Itä-Amuri-Tammerkoski  (Tampere)",5364,21613,18020,1231,3222,911,115932346
"33230 Länsi-Amuri  (Tampere)",5162,25579,21091,925,2974,1263,132036618
"33240 Tahmela  (Tampere)",1363,34708,24109,257,629,477,47306883
"33250 Pispala  (Tampere)",1907,25796,20726,447,964,496,49193778
"33270 Epilä  (Tampere)",6033,24058,20581,1088,3668,1277,145139644
"33300 Rahola  (Tampere)",3686,25036,21703,656,2103,927,92283284
"33310 Tesoma  (Tampere)",6006,19212,17469,1296,4029,681,115386969
"33330 Myllypuro-Kalkku  (Tampere)",2671,21178,20259,493,1739,439,56566223
"33340 Haukiluoma-Ikuri  (Tampere)",3978,23373,21719,686,2405,887,92978649
"33380 Pitkäniemi  (Nokia)",18,..,..,..,..,..,..
"33400 Luoteis-Tampere  (Tampere)",5421,25097,21589,984,3098,1339,136051125
"33410 Lentävänniemi  (Tampere)",3714,21285,19283,684,2498,532,79050696
"33420 Lamminpää  (Tampere)",1668,23944,20394,325,984,359,39939262
"33430 Vuorentausta  (Ylöjärvi)",2261,23494,22651,328,1479,454,53120368
"33450 Siivikkala  (Ylöjärvi)",2076,26753,24090,319,1148,609,55539176
"33470 Ylöjärvi Keskus  (Ylöjärvi)",4762,21980,19553,832,3131,799,104668063
"33480 Manninmäki-Haavisto  (Ylöjärvi)",4950,25326,23386,695,2985,1270,125362664
"33500 Osmonmäki-Petsamo  (Tampere)",9843,20674,18004,2256,6045,1542,203495684
"33520 Keskussairaala-alue-Kauppi  (Tampere)",789,23308,19707,178,427,184,18389687
"33530 Kissanmaa  (Tampere)",4036,21668,18019,1010,2274,752,87452929
"33540 Kaleva  (Tampere)",7539,18662,16575,1981,4740,818,140691953
"33560 Takahuhti  (Tampere)",8230,23283,19854,1526,4944,1760,191620036
"33580 Atala-Linnainmaa  (Tampere)",11113,23881,21939,1787,6877,2449,265387643
"33610 Olkahinen-Tasanne  (Tampere)",2976,26842,24468,406,1680,890,79882373
"33680 Aitolahti  (Tampere)",1360,25731,21683,283,725,352,34993734
"33700 Messukylä  (Tampere)",1403,26068,21844,313,675,415,36573433
"33710 Kaukajärvi  (Tampere)",13860,21665,19440,3010,8276,2574,300270337
"33720 Hervanta  (Tampere)",19995,17517,15578,6472,11467,2056,350257830
"33730 Leinola-Vehmainen  (Tampere)",1404,25917,22533,233,810,361,36388051
"33800 Nekala  (Tampere)",4130,20893,17904,975,2443,712,86288982
"33820 Koivistonkylä  (Tampere)",7269,24435,21283,1460,4013,1796,177617266
"33840 Peltolammi  (Tampere)",3003,19409,18094,718,1936,349,58285963
"33850 Multisilta  (Tampere)",2023,19766,17933,435,1391,197,39987437
"33870 Vuores  (Tampere)",583,24841,21311,125,310,148,14482128
"33880 Höytämö  (Lempäälä)",2852,24128,21995,482,1641,729,68813917
"33900 Härmälä-Rantaperkiö  (Tampere)",8435,21266,19202,1776,5264,1395,179378845
"33920 Toivio  (Pirkkala)",836,27074,24988,107,463,266,22633696
"33950 Killo  (Pirkkala)",3955,26453,23092,619,2236,1100,104623100
"33960 Suuppa  (Pirkkala)",7597,25716,23101,1138,4347,2112,195363090
"33980 Pirkkala kk  (Pirkkala)",975,27227,23354,170,527,278,26545858
"34110 Lakiala  (Ylöjärvi)",800,26939,25250,112,451,237,21551289
"34130 Ylinen  (Ylöjärvi)",934,24197,22370,168,542,224,22600382
"34140 Mutala  (Ylöjärvi)",520,24061,22606,90,309,121,12511786
"34150 Kyrönlahti  (Ylöjärvi)",309,23722,21631,66,171,72,7330069
"34180 Länsi-Teisko  (Ylöjärvi)",132,19286,14842,48,63,21,2545689
"34240 Kämmenteisko  (Tampere)",1141,25474,22672,192,665,284,29066054
"34260 Terälahti  (Tampere)",711,25449,20405,168,378,165,18094305
"34270 Velaatta  (Tampere)",259,20336,17947,72,141,46,5266896
"34300 Kuru Keskus  (Ylöjärvi)",1300,19791,16862,314,830,156,25728113
"34320 Parkkuu  (Ylöjärvi)",194,20103,17577,46,121,27,3899933
"34330 Poikelus  (Ylöjärvi)",219,20312,18346,68,116,35,4448301
"34410 Murole  (Ruovesi)",144,21277,18146,39,82,23,3063936
"34420 Muroleen Kanava  (Ruovesi)",38,22993,16675,11,18,9,873746
"34430 Kekkonen  (Ruovesi)",119,23366,21378,34,57,28,2780542
"34450 Jäminkipohja  (Ruovesi)",325,23448,15023,109,174,42,7620721
"34510 Luode  (Ylöjärvi)",85,19218,15579,19,51,15,1633540
"34530 Länsi-Aure  (Ylöjärvi)",56,20741,17326,16,31,9,1161493
"34550 Itä-Aure  (Ylöjärvi)",162,16801,14448,58,92,12,2721737
"34600 Ruovesi Keskus-Nenonen  (Ruovesi)",2299,19735,17616,487,1550,262,45369624
"34640 Mustajärvi  (Ruovesi)",187,20052,16271,58,93,36,3749791
"34710 Vaskivesi  (Virrat)",315,19606,16387,105,164,46,6176016
"34730 Vaskuu  (Virrat)",88,19154,15423,30,48,10,1685589
"34740 Koro  (Virrat)",77,21900,18528,25,39,13,1686335
"34770 Kurjenkylä  (Virrat)",197,18006,15434,66,113,18,3547087
"34800 Virrat Keskus  (Virrat)",4116,19435,16718,1016,2627,473,79992936
"34870 Visuvesi  (Ruovesi)",540,17724,14906,154,341,45,9570717
"34910 Äijänneva  (Virrat)",101,17358,13764,47,44,10,1753149
"34930 Liedenpohja  (Virrat)",285,19409,15777,81,170,34,5531652
"34950 Ohtola  (Virrat)",165,18427,15546,50,101,14,3040486
"34970 Toisvesi  (Virrat)",95,18217,16671,29,57,9,1730644
"34980 Killinkoski  (Virrat)",339,16943,14947,110,209,20,5743680
"35100 Orivesi Asemanseutu  (Orivesi)",2371,21397,20271,454,1517,400,50731589
"35220 Eräjärvi  (Orivesi)",453,19430,16338,139,254,60,8801769
"35240 Ristakallio  (Orivesi)",169,19833,15735,53,89,27,3351750
"35260 Leväslahti  (Orivesi)",14,..,..,..,..,..,..
"35270 Västilä  (Orivesi)",144,20090,16153,44,77,23,2892998
"35300 Orivesi Keskus  (Orivesi)",3887,20936,17960,857,2430,600,81377110
"35320 Hirsilä  (Orivesi)",454,19605,18055,113,274,67,8900831
"35400 Länkipohja  (Jämsä)",838,19304,15867,236,499,103,16176458
"35420 Talviainen  (Orivesi)",102,21751,17292,26,58,18,2218617
"35480 Längelmäki  (Orivesi)",57,20552,15339,16,29,12,1171446
"35500 Korkeakoski  (Juupajoki)",883,19821,17200,189,594,100,17502303
"35520 Pirttikangas  (Juupajoki)",64,19341,14607,18,37,9,1237846
"35530 Lyly  (Juupajoki)",237,19797,17072,58,142,37,4691852
"35540 Juupajoki  (Juupajoki)",350,24782,20376,70,201,79,8673625
"35550 Salokunta  (Juupajoki)",137,22063,18766,31,78,28,3022689
"35600 Halli  (Jämsä)",1227,21219,19288,227,796,204,26035722
"35610 Pihlaisto  (Jämsä)",78,21221,17270,14,55,9,1655261
"35630 Suinula-Valkamanperä  (Jämsä)",140,20692,19608,30,93,17,2896886
"35700 Vilppula Keskus  (Mänttä-Vilppula)",3004,19899,17854,688,1961,355,59776907
"35740 Ylä-Vääri  (Ruovesi)",101,23063,20041,27,50,24,2329376
"35750 Väärinmaja  (Ruovesi)",250,22856,18305,55,170,25,5713951
"35800 Mänttä  (Mänttä-Vilppula)",3727,20320,18558,642,2592,493,75731990
"35820 Asemakulma-Mustalahti  (Jämsä)",1726,21254,19626,299,1153,274,36685093
"35990 Kolho  (Mänttä-Vilppula)",989,19167,16537,215,678,96,18956595
"36100 Kangasala Asemanseutu  (Kangasala)",795,27687,25700,108,403,284,22010971
"36110 Ruutana  (Kangasala)",1848,25616,24742,283,1026,539,47338702
"36120 Suinula-Haviseva  (Kangasala)",807,24441,22641,152,451,204,19723854
"36200 Kangasala Keskus  (Kangasala)",7712,23714,21333,1265,4735,1712,182880676
"36220 Suorama  (Kangasala)",3694,22850,21474,578,2421,695,84409419
"36240 Nattari  (Kangasala)",3387,24664,23008,492,2074,821,83536502
"36270 Huutijärvi  (Kangasala)",1018,25299,21873,166,620,232,25754168
"36280 Pikonlinna  (Kangasala)",68,21731,18183,3,57,8,1477699
"36340 Tohkala  (Kangasala)",197,23221,21691,42,107,48,4574592
"36420 Sahalahti Keskus  (Kangasala)",1393,22287,20687,276,876,241,31045696
"36430 Pakkala  (Kangasala)",382,22079,19074,90,220,72,8434034
"36450 Salmentaka  (Pälkäne)",206,18970,17748,62,125,19,3907880
"36520 Raikku  (Kangasala)",315,21902,19758,63,201,51,6899203
"36570 Kaivanto  (Kangasala)",233,23820,18756,66,110,57,5550063
"36600 Pälkäne Keskus  (Pälkäne)",2737,21903,19537,534,1713,490,59948121
"36640 Iltasmäki  (Pälkäne)",306,23052,20939,64,176,66,7053983
"36660 Laitikkala  (Pälkäne)",170,24567,21562,40,90,40,4176327
"36720 Aitoo  (Pälkäne)",486,19791,18437,122,301,63,9618386
"36760 Luopioinen Keskus  (Pälkäne)",706,19831,17391,146,470,90,14000401
"36810 Kuhmalahti Keskus  (Kangasala)",444,20989,18883,104,278,62,9319058
"36840 Kuhmajärvi  (Kangasala)",306,19750,17837,78,190,38,6043448
"36880 Vehkajärvi  (Kangasala)",136,18127,15176,49,74,13,2465239
"36910 Rautajärvi  (Pälkäne)",328,18901,16413,96,195,37,6199667
"36930 Kyynärö  (Pälkäne)",162,19171,16761,53,90,19,3105762
"37100 Nokia Keskus  (Nokia)",5497,20704,18156,994,3699,804,113809302
"37120 Koskenmäki  (Nokia)",7457,25061,23286,1123,4335,1999,186877128
"37130 Alhoniitty  (Nokia)",3529,23884,22658,557,2120,852,84285887
"37140 Harjuniitty  (Nokia)",1517,24914,23844,195,910,412,37794499
"37150 Kankaantaka  (Nokia)",3038,22975,21425,455,1893,690,69797276
"37180 Sarkola  (Nokia)",284,22206,19249,78,135,71,6306623
"37200 Siuro  (Nokia)",1902,23224,21761,353,1134,415,44171757
"37210 Kulovesi  (Nokia)",22,..,..,..,..,..,..
"37240 Linnavuori  (Nokia)",585,21090,19545,107,380,98,12337554
"37310 Tottijärvi  (Nokia)",640,23685,22734,134,333,173,15158599
"37350 Rämsöö  (Vesilahti)",132,22204,21302,26,83,23,2930971
"37370 Narva  (Vesilahti)",816,21341,18719,213,442,161,17413940
"37380 Krääkkiö  (Vesilahti)",150,19378,16762,43,86,21,2906648
"37420 Valkkinen  (Vesilahti)",610,22812,20950,132,339,139,13915398
"37470 Vesilahti Keskus  (Vesilahti)",1316,24884,23289,219,720,377,32747942
"37500 Lempäälä Keskus  (Lempäälä)",5805,23338,21009,983,3530,1292,135477556
"37530 Säijä  (Lempäälä)",383,24032,22862,71,226,86,9204148
"37550 Kuivaspää  (Lempäälä)",3237,25551,23912,478,1846,913,82707442
"37560 Kulju  (Lempäälä)",2831,26694,24409,408,1532,891,75569534
