"Postal code area","Aged 18 or over, total, 2012 (HR)","Average income of inhabitants, 2012 (HR)","Median income of inhabitants, 2012 (HR)","Inhabintants belonging to the lowest income category, 2012 (HR)","Inhabitants belonging to the middle income category, 2012 (HR)","Inhabintants belonging to the highest income category, 2012 (HR)","Accumulated purchasing power of inhabitants, 2012 (HR)"
"80230 Hukanhauta  (Joensuu)",3878,22166,20542,718,2454,706,85960265
"80260 Kettuvaara  (Joensuu)",3769,20785,19617,784,2433,552,78336964
"80330 Reijola  (Joensuu)",1750,23224,21772,284,1127,339,40642716
"80400 Ylämylly  (Liperi)",3814,22714,22237,589,2536,689,86632356
"80510 Onttola-Kunnasniemi  (Kontiolahti)",859,25114,22854,156,491,212,21572592
"80710 Lehmo  (Kontiolahti)",3686,23823,23170,519,2391,776,87811790
"80770 Kontiolahti as  (Kontiolahti)",466,24013,21904,83,292,91,11190155
"80780 Kontioniemi  (Kontiolahti)",248,26524,25088,26,161,61,6578029
"80790 Kontioranta-Kontioniemi  (Kontiolahti)",64,19187,18910,13,43,8,1227980
"80850 Paihola  (Kontiolahti)",375,21458,20423,72,244,59,8046588
"80910 Kulho  (Kontiolahti)",1097,23440,22461,200,690,207,25713853
"81100 Kontiolahti  (Kontiolahti)",2227,20722,19099,416,1514,297,46147894
"81120 Katajaranta  (Kontiolahti)",325,19698,17975,65,214,46,6401855
"81160 Romppala-Riihikangas  (Kontiolahti)",210,16840,14389,85,105,20,3536405
"81200 Eno Keskus  (Joensuu)",2470,18974,16804,631,1592,247,46866934
"81210 Louhioja  (Joensuu)",199,19284,18357,39,142,18,3837496
"81220 Jakokoski  (Kontiolahti)",509,21053,21905,99,327,83,10716075
"81230 Mönni  (Kontiolahti)",135,21841,20552,36,77,22,2948526
"81235 Lehtoi  (Kontiolahti)",192,20550,20423,50,113,29,3945541
"81260 Ahveninen  (Joensuu)",140,21736,20104,44,64,32,3043087
"81270 Paukkaja  (Joensuu)",100,19026,17146,30,58,12,1902565
"81280 Uimaharju  (Joensuu)",1575,19303,17199,346,1042,187,30401735
"81290 Ukkola  (Joensuu)",234,17078,14621,74,139,21,3996358
"81295 Haapalahti  (Joensuu)",130,19423,17829,33,81,16,2525038
"81320 Kuismavaara  (Joensuu)",38,18236,16262,9,25,4,692976
"81330 Luhtapohja  (Joensuu)",88,18837,17076,28,51,9,1657670
"81350 Tokrajärvi  (Ilomantsi)",133,17955,14408,54,64,15,2388047
"81360 Sarvinki  (Joensuu)",108,16299,13802,42,59,7,1760332
"81390 Revonkylä  (Joensuu)",76,18311,13321,32,32,12,1391603
"81420 Tyrjänsaari  (Ilomantsi)",79,19394,14858,29,42,8,1532119
"81430 Kivilahti  (Ilomantsi)",88,16534,14653,27,53,8,1454967
"81450 Huhus-Käenkoski  (Ilomantsi)",98,16267,13766,31,61,6,1594120
"81460 Käenkoski  (Ilomantsi)",29,..,..,..,..,..,..
"81470 Naarva  (Ilomantsi)",58,16091,14836,18,38,2,933271
"81560 Vuonisjärvi  (Lieksa)",169,18168,16810,56,99,14,3070353
"81570 Kelvä  (Lieksa)",91,18136,15854,31,50,10,1650364
"81590 Vuonislahti  (Lieksa)",143,18477,16502,46,81,16,2642251
"81650 Hattuvaara  (Lieksa)",148,17340,15010,54,81,13,2566295
"81660 Lehmikylä  (Lieksa)",10,..,..,..,..,..,..
"81700 Lieksa Keskus  (Lieksa)",5083,18935,17017,1116,3518,449,96245725
"81720 Mähkö-Timitra  (Lieksa)",2564,18768,16832,701,1604,259,48120852
"81750 Pankakoski  (Lieksa)",822,18728,17768,173,572,77,15394065
"81810 Jamali  (Lieksa)",282,19281,19156,69,193,20,5437305
"81820 Kylänlahti  (Lieksa)",303,19405,16269,91,175,37,5879806
"81850 Mätäsvaara  (Lieksa)",152,16523,14470,53,91,8,2511488
"81860 Viekijärvi  (Lieksa)",347,17397,14086,143,169,35,6036798
"81950 Pankajärvi  (Lieksa)",78,20455,17590,17,50,11,1595467
"81970 Jongunjoki-Pankajärvi  (Lieksa)",177,18057,14762,65,96,16,3196062
"82110 Heinävaara  (Joensuu)",770,20798,20176,169,478,123,16014285
"82120 Keskijärvi  (Joensuu)",187,19169,17730,47,116,24,3584578
"82140 Kiihtelysvaara Keskus  (Joensuu)",826,19571,16224,210,527,89,16165366
"82160 Oskola  (Joensuu)",54,18989,16748,19,27,8,1025426
"82170 Uskali  (Joensuu)",52,19159,16462,18,28,6,996261
"82180 Huhtilampi  (Joensuu)",76,18912,15587,22,43,11,1437293
"82200 Hammaslahti  (Joensuu)",2463,19753,18326,624,1538,301,48650938
"82210 Suhmura  (Joensuu)",418,21807,18494,102,256,60,9115119
"82220 Niittylahti  (Joensuu)",1295,22552,22438,259,779,257,29204193
"82290 Nieminen  (Rääkkylä)",362,20021,16044,116,193,53,7247603
"82300 Rääkkylä Keskus  (Rääkkylä)",911,17068,15139,257,604,50,15549079
"82310 Oravisalo-Varpasalo  (Rääkkylä)",254,18830,14541,93,130,31,4782858
"82335 Rasivaara  (Rääkkylä)",577,18244,14741,215,300,62,10526655
"82350 Tikkala  (Tohmajärvi)",278,20862,18883,75,162,41,5799764
"82360 Onkamo  (Tohmajärvi)",340,18670,17620,97,217,26,6347840
"82380 Tolosenmäki  (Kitee)",400,20142,17190,116,235,49,8056727
"82395 Haarajärvi  (Kitee)",137,20137,16821,39,74,24,2758748
"82430 Puhos-Leinovaara  (Kitee)",774,19016,15568,255,441,78,14718662
"82460 Hummovaara  (Kitee)",101,18441,17065,20,72,9,1862589
"82490 Heinoniemi  (Kitee)",121,16892,13819,47,65,9,2043915
"82500 Kitee Keskus  (Kitee)",5327,18886,16609,1377,3407,543,100608032
"82510 Kiteenlahti  (Kitee)",223,21672,18382,60,122,41,4832945
"82580 Juurikka  (Kitee)",344,18526,15072,125,180,39,6373103
"82590 Närsäkkälä  (Kitee)",115,19052,16288,39,60,16,2190941
"82600 Tohmajärvi Keskus  (Tohmajärvi)",2522,18690,16356,683,1582,257,47137219
"82655 Värtsilä Keskus  (Tohmajärvi)",300,17092,14519,119,154,27,5127704
"82660 Uusi-Värtsilä  (Tohmajärvi)",184,16239,14360,65,104,15,2988008
"82670 Kaurila  (Tohmajärvi)",95,18919,17842,27,58,10,1797328
"82675 Niirala-Jänisjoki  (Tohmajärvi)",101,18242,16189,28,60,13,1842401
"82685 Littilä  (Tohmajärvi)",168,20978,17154,53,90,25,3524258
"82710 Kovero  (Joensuu)",400,19506,16977,108,244,48,7802336
"82730 Tuupovaara Keskus-Pirttiaho  (Joensuu)",723,18085,15083,197,477,49,13075203
"82750 Öllölä  (Joensuu)",109,15518,13725,43,61,5,1691440
"82760 Hoilola  (Joensuu)",98,16678,15405,38,51,9,1634455
"82770 Kaustajärvi  (Tohmajärvi)",32,14858,12288,16,11,5,475461
"82815 Marjovaara  (Joensuu)",139,18122,15490,49,80,10,2519002
"82820 Maukkula  (Ilomantsi)",231,19915,15762,71,134,26,4600387
"82830 Haukivaara  (Ilomantsi)",86,17906,17494,19,64,3,1539944
"82840 Pirttiaho  (Joensuu)",34,17372,14508,13,18,3,590634
"82850 Kinnasniemi  (Joensuu)",64,18162,15403,20,37,7,1162383
"82865 Kokinvaara-Mannervaara  (Joensuu)",38,18154,17018,10,26,2,689834
"82870 Luutalahti  (Joensuu)",36,16223,14904,12,20,4,584022
"82880 Mannervaara  (Joensuu)",24,..,..,..,..,..,..
"82900 Ilomantsi Keskus  (Ilomantsi)",3488,18521,16695,783,2422,283,64601294
"82915 Sonkaja  (Ilomantsi)",185,18881,18581,56,110,19,3493055
"82960 Lehtovaara-Kuikkalampi  (Ilomantsi)",127,17041,15682,35,89,3,2164146
"82967 Hattu  (Ilomantsi)",88,18629,13800,29,45,14,1639308
"82980 Möhkö  (Ilomantsi)",76,17185,15683,23,48,5,1306088
"83100 Liperi Keskus  (Liperi)",2184,19157,16665,541,1408,235,41839527
"83130 Salokylä  (Liperi)",281,22066,21170,54,180,47,6200654
"83140 Puromäki  (Liperi)",98,20285,17779,32,54,12,1987914
"83150 Roukalahti  (Liperi)",191,19997,17526,64,96,31,3819423
"83160 Tutjunniemi  (Liperi)",133,17029,13427,53,68,12,2264807
"83320 Risti-Juojärvi  (Liperi)",67,17758,15262,25,36,6,1189819
"83330 Kaatamo  (Liperi)",198,18886,14360,68,113,17,3739445
"83340 Kaarnalampi  (Liperi)",72,17693,15653,18,48,6,1273930
"83400 Viinijärvi  (Liperi)",1274,18567,16165,370,781,123,23654348
"83430 Käsämä  (Liperi)",452,22444,21441,91,278,83,10144643
"83450 Vaivio  (Liperi)",263,21772,20597,62,166,35,5726118
"83460 Harinjärvi  (Liperi)",227,23024,22709,42,139,46,5226472
"83480 Ahonkylä  (Liperi)",176,20277,17120,55,93,28,3568816
"83500 Outokumpu Keskus  (Outokumpu)",5269,18509,16263,1370,3376,523,97522798
"83550 Kokonvaara  (Outokumpu)",135,19671,17749,30,93,12,2655543
"83630 Kuusjärvi  (Outokumpu)",369,18532,16980,93,249,27,6838355
"83660 Varislahti  (Outokumpu)",229,19283,16327,64,139,26,4415908
"83700 Polvijärvi Keskus  (Polvijärvi)",2212,17577,15257,669,1358,185,38880733
"83720 Kuorevaara  (Polvijärvi)",224,21511,20685,54,135,35,4818459
"83750 Sotkuma  (Polvijärvi)",378,23256,21767,68,241,69,8790640
"83760 Sola  (Polvijärvi)",70,16487,12919,30,37,3,1154072
"83780 Horsmanaho  (Polvijärvi)",198,17741,16041,65,111,22,3512757
"83825 Kinahmo  (Polvijärvi)",255,18766,16611,84,143,28,4785391
"83830 Hukkala  (Polvijärvi)",113,16893,13857,42,60,11,1908912
"83835 Ruvaslahti  (Polvijärvi)",192,19245,15330,64,100,28,3694947
"83840 Saarivaara  (Polvijärvi)",54,17643,16179,18,29,7,952735
"83855 Martonvaara-Sammakkovaara  (Polvijärvi)",143,17062,13455,55,72,16,2439886
"83870 Polvela-Timovaara  (Juuka)",195,16686,14607,77,103,15,3253725
"83880 Kajoo  (Juuka)",168,15058,12070,85,74,9,2529734
"83900 Juuka Keskus  (Juuka)",3245,18075,16044,903,2088,254,58652200
"83910 Paalasmaa  (Juuka)",82,16723,14571,34,43,5,1371321
"83915 Vihtasuo  (Juuka)",7,..,..,..,..,..,..
"83940 Nunnanlahti  (Juuka)",303,18693,14905,105,164,34,5664065
"83950 Ahmovaara  (Juuka)",409,17663,14250,145,234,30,7224348
"83960 Koli  (Lieksa)",228,17763,15547,83,122,23,4049963
"83985 Tuopanjoki  (Juuka)",3,..,..,..,..,..,..
"84100 Ylivieska Keskus  (Ylivieska)",9674,21468,19824,1890,6347,1437,207678978
"84460 Tuomiperä  (Ylivieska)",165,20462,20544,37,104,24,3376244
"84540 Vähäkangas  (Ylivieska)",383,21285,21302,74,252,57,8152062
"84650 Kantokylä  (Ylivieska)",171,19185,18593,39,117,15,3280719
"84770 Isokoski  (Ylivieska)",80,18831,16628,20,53,7,1506457
"84880 Raudaskylä  (Ylivieska)",487,20793,19132,99,317,71,10126310
"85100 Kalajoki Keskus  (Kalajoki)",5364,21747,19949,1097,3347,920,116651448
"85120 Metsä  (Kalajoki)",191,20492,17204,49,111,31,3913972
"85140 Tynkä  (Kalajoki)",620,21479,19449,152,370,98,13317057
"85150 Typpö  (Kalajoki)",241,19136,16420,66,141,34,4611783
"85160 Rautio  (Kalajoki)",443,21057,17215,121,246,76,9328201
"85180 Rahja  (Kalajoki)",365,19781,18670,87,227,51,7220241
"85200 Alavieska Keskus  (Alavieska)",1635,19769,17567,407,1005,223,32321579
"85210 Kähtävä  (Alavieska)",205,20079,18939,55,119,31,4116252
"85230 Talus  (Alavieska)",212,18587,15926,80,109,23,3940342
"85310 Sievi Asemanseutu  (Sievi)",385,25907,19151,86,240,59,9974367
"85320 Markkula  (Sievi)",225,19658,16383,64,131,30,4423111
"85340 Jyrinki  (Sievi)",405,21220,21368,83,260,62,8593924
"85410 Sievi Keskus  (Sievi)",1464,22653,18785,281,997,186,33164188
"85430 Koivisto  (Sievi)",443,22509,19205,120,258,65,9971385
"85450 Joenkylä  (Sievi)",181,22835,20780,43,99,39,4133054
"85470 Kiiskilampi  (Sievi)",373,20145,17973,108,208,57,7514244
"85500 Nivala Keskus  (Nivala)",5421,20647,18748,1115,3531,775,111929288
"85540 Mönkö  (Nivala)",376,20691,19089,96,228,52,7779852
"85560 Ainastalo  (Nivala)",352,19210,17431,100,204,48,6761981
"85580 Karvoskylä  (Nivala)",565,18968,17323,145,364,56,10716887
"85620 Sarja  (Nivala)",218,20434,19000,54,134,30,4454645
"85630 Sarjanahde  (Nivala)",341,21291,19837,66,218,57,7260120
"85640 Maliskylä  (Nivala)",429,18800,16858,132,244,53,8065094
"85660 Ruuskankylä  (Nivala)",133,19584,17166,35,73,25,2604621
"85710 Parkkila  (Haapajärvi)",293,17900,15228,88,176,29,5244571
"85730 Tulppo  (Haapajärvi)",113,20186,17579,32,62,19,2281056
"85800 Haapajärvi Keskus  (Haapajärvi)",4419,20113,18175,989,2851,579,88881491
"85820 Oksava  (Haapajärvi)",701,18819,17576,180,452,69,13191842
"85840 Kuona  (Haapajärvi)",211,19747,18456,58,130,23,4166660
"85900 Reisjärvi Keskus  (Reisjärvi)",1585,19548,17023,445,937,203,30983081
"85930 Kangaskylä-Tolpankangas  (Reisjärvi)",149,19393,17852,38,93,18,2889502
"85940 Räisälänmäki  (Reisjärvi)",193,21489,19485,54,99,40,4147395
"85980 Köyhänperä  (Reisjärvi)",281,19992,17540,92,155,34,5617696
"86100 Pyhäjoki Keskus  (Pyhäjoki)",1545,20441,18782,351,917,277,31581140
"86110 Parhalahti  (Pyhäjoki)",295,21287,19234,83,156,56,6279809
"86160 Pirttikoski  (Pyhäjoki)",269,20218,18149,69,157,43,5438741
"86170 Yppäri  (Pyhäjoki)",421,20713,18674,106,241,74,8720272
"86210 Petäjäskoski  (Oulainen)",123,19898,17867,38,63,22,2447401
"86220 Merijärvi Keskus  (Merijärvi)",593,19009,16431,179,332,82,11272294
"86230 Ylipää  (Merijärvi)",128,18128,14936,41,74,13,2320376
"86240 Pyhänkoski  (Merijärvi)",164,19810,19741,35,105,24,3248837
"86300 Oulainen Keskus  (Oulainen)",5338,20269,18356,1147,3508,683,108198456
"86350 Kilpua  (Oulainen)",113,20071,18121,30,69,14,2268073
"86360 Ilveskorpi  (Raahe)",188,20379,20353,47,116,25,3831325
"86400 Vihanti Keskus  (Raahe)",1419,19558,17097,323,903,193,27753254
"86440 Lampinsaari  (Raahe)",239,17871,16426,69,145,25,4271131
"86460 Alpua  (Raahe)",316,19038,16840,76,202,38,6015963
"86470 Lumimetsä  (Raahe)",166,19222,16892,51,89,26,3190836
"86480 Karhukangas  (Haapavesi)",39,18892,18656,13,22,4,736790
"86510 Matkaniva  (Oulainen)",241,18977,15446,80,134,27,4573522
"86530 Annonen  (Oulainen)",157,17983,15704,43,98,16,2823299
"86550 Mieluskylä  (Haapavesi)",261,19101,18424,66,162,33,4985450
"86600 Haapavesi Keskus  (Haapavesi)",4139,20089,18385,962,2602,575,83150097
"86650 Kytökylä-Joutenniva  (Haapavesi)",377,19337,16463,109,222,46,7290098
"86680 Vatjusjärvi  (Haapavesi)",375,21654,18804,93,220,62,8120379
"86690 Karsikas  (Haapavesi)",173,17713,14048,66,89,18,3064264
"86710 Kärsämäki Keskus  (Kärsämäki)",2098,19084,16375,566,1296,236,40038564
"86790 Venetpalo  (Kärsämäki)",15,..,..,..,..,..,..
"86800 Pyhäsalmi  (Pyhäjärvi)",3706,18890,16342,1001,2259,446,70005577
"86810 Pellikkaperä  (Pyhäjärvi)",131,23185,20818,26,82,23,3037218
"86850 Hiidenniemi  (Pyhäjärvi)",207,17849,14473,62,121,24,3694736
"86870 Vesikoski  (Pyhäjärvi)",257,17624,15700,75,158,24,4529372
"86900 Pyhäkumpu  (Pyhäjärvi)",425,21502,18991,88,257,80,9138335
"86980 Väliaho  (Pyhäjärvi)",57,19049,14622,23,26,8,1085790
"87100 Kajaani Keskus  (Kajaani)",5426,19115,16664,1247,3601,578,103716791
"87150 Purola  (Kajaani)",1808,20528,19551,396,1157,255,37115242
"87200 Teppana  (Kajaani)",3366,22428,20526,532,2243,591,75491324
"87250 Kättö-Kätönlahti  (Kajaani)",3314,21460,20600,578,2194,542,71118176
"87300 Palokangas  (Kajaani)",947,19123,17373,210,650,87,18109388
"87400 Petäisenniska  (Kajaani)",1498,19970,19133,288,1032,178,29915246
"87500 Lehtikangas  (Kajaani)",4674,22266,20400,848,3154,672,104071981
"87700 Lohtaja-Kettu  (Kajaani)",3280,19690,18848,791,2052,437,64583887
"87800 Vuoreslahti  (Kajaani)",741,22624,21612,141,467,133,16764605
"87830 Nakertaja  (Kajaani)",1105,21385,21155,193,726,186,23630101
"87850 Paltaniemi  (Kajaani)",356,24224,22573,58,223,75,8623785
"87900 Karankalahti  (Kajaani)",395,21053,20467,89,241,65,8315816
"87910 Linnantaus  (Kajaani)",377,22392,22486,61,238,78,8441949
"87930 Salmijärvi  (Kajaani)",323,20405,18866,37,249,37,6590915
"87950 Kuluntalahti  (Kajaani)",601,24802,23399,85,368,148,14906135
"87970 Jormua  (Kajaani)",344,22498,20512,60,219,65,7739381
"88120 Tuhkakylä  (Sotkamo)",81,20552,16261,26,41,14,1664689
"88200 Otanmäki-Kytökoski  (Kajaani)",861,18814,17400,188,598,75,16198997
"88270 Vuolijoki Keskus  (Kajaani)",790,20369,18093,167,526,97,16091467
"88300 Paltamo Keskus  (Paltamo)",2036,18825,16590,456,1389,191,38326726
"88310 Melalahti  (Paltamo)",195,18713,16680,55,119,21,3649003
"88340 Manamansalo  (Vaala)",104,16535,14038,40,57,7,1719594
"88350 Kivesjärvi  (Paltamo)",89,23128,15910,26,51,12,2058380
"88380 Mieslahti  (Paltamo)",191,19559,18021,46,123,22,3735864
"88400 Ristijärvi Keskus-Hiisijärvi  (Ristijärvi)",1145,19006,16727,306,728,111,21761982
"88440 Jokikylä  (Ristijärvi)",72,17674,15908,21,45,6,1272494
"88460 Hiisijärvi  (Ristijärvi)",42,18615,20333,13,27,2,781821
"88470 Kontiomäki  (Paltamo)",462,17995,16772,105,325,32,8313718
"88490 Pohjavaara  (Sotkamo)",219,21400,19698,56,120,43,4686695
"88530 Paakki  (Sotkamo)",90,19141,16296,24,48,18,1722680
"88600 Sotkamo Keskus  (Sotkamo)",5445,20547,18127,1150,3507,788,111879144
"88610 Vuokatti  (Sotkamo)",1961,22212,20918,403,1170,388,43557166
"88615 Vuokatin Urheiluopisto  (Sotkamo)",.,.,.,.,.,.,.
"88620 Korholanmäki  (Sotkamo)",387,22728,20554,79,236,72,8795833
"88640 Ontojoki  (Sotkamo)",68,21308,18438,13,44,11,1448965
"88670 Juurikkalahti-Maanselkä  (Sotkamo)",166,19923,16979,48,92,26,3307278
"88690 Maanselkä  (Sotkamo)",57,17264,15642,18,35,4,984047
"88730 Ylä-Vieksi  (Kuhmo)",129,17750,14295,39,78,12,2289719
"88740 Härmänkylä-Iivantiira  (Kuhmo)",79,16799,13789,26,48,5,1327117
"88760 Iivantiira  (Kuhmo)",146,16876,14136,62,68,16,2463827
"88820 Katerma  (Kuhmo)",6,..,..,..,..,..,..
"88900 Kuhmo Keskus  (Kuhmo)",7096,18868,16692,1701,4728,667,133889259
"88930 Lentiira-Kuumu  (Kuhmo)",291,17680,15638,95,167,29,5144814
"88940 Kuumu  (Kuhmo)",16,..,..,..,..,..,..
"89110 Törmänmäki  (Puolanka)",51,17712,14794,15,31,5,903332
"89140 Kotila-Törmänmäki  (Puolanka)",68,16370,13918,21,40,7,1113175
"89200 Puolanka Keskus  (Puolanka)",2115,18085,16097,526,1433,156,38249231
"89210 Puokiovaara  (Puolanka)",52,20531,15713,17,27,8,1067608
"89320 Joukokylä  (Puolanka)",117,14498,12891,50,63,4,1696213
"89330 Suolijärvi  (Puolanka)",64,18994,16875,12,47,5,1215616
"89400 Hyrynsalmi Keskus  (Hyrynsalmi)",1965,18029,15550,519,1284,162,35427243
"89430 Hoikka  (Hyrynsalmi)",39,21714,19316,5,28,6,846853
"89440 Sakara  (Suomussalmi)",86,18369,16024,25,51,10,1579704
"89540 Moisiovaara  (Hyrynsalmi)",202,15855,13833,80,111,11,3202635
"89560 Karhuvaara  (Hyrynsalmi)",71,16542,13695,27,40,4,1174501
"89600 Ämmänsaari  (Suomussalmi)",4744,19256,17364,1013,3284,447,91352640
"89610 Jumaliskylä  (Suomussalmi)",56,16889,16119,18,35,3,945795
"89640 Pesiökylä  (Suomussalmi)",107,19450,18381,21,76,10,2081201
"89660 Takalo  (Suomussalmi)",97,15833,14698,35,59,3,1535822
"89670 Näljänkä  (Suomussalmi)",227,16183,13725,79,131,17,3673576
"89680 Vaaranniva  (Suomussalmi)",97,17160,12727,43,46,8,1664558
"89730 Ahjola  (Suomussalmi)",30,15530,11606,17,10,3,465897
"89740 Kianta  (Suomussalmi)",65,19073,15070,19,35,11,1239745
"89760 Piispajärvi-Peranka-Kaikkoinen  (Suomussalmi)",88,15148,13489,32,55,1,1333023
"89770 Peranka  (Suomussalmi)",36,16008,14425,15,20,1,576298
"89780 Kaikkonen  (Suomussalmi)",58,18198,15133,22,31,5,1055463
"89800 Suomussalmi Keskus  (Suomussalmi)",1269,19300,17206,308,819,142,24491842
"89830 Ala-Vuokki  (Suomussalmi)",53,16272,14138,15,36,2,862423
"89840 Ylä-Vuokki  (Suomussalmi)",78,14145,12533,33,42,3,1103332
"89920 Ruhtinansalmi  (Suomussalmi)",372,16230,14676,121,233,18,6037570
"90100 Oulu Keskus  (Oulu)",7495,21204,17138,1947,4307,1241,158926157
"90120 Heinäpää  (Oulu)",5997,19444,17114,1464,3817,716,116603605
"90130 Raksila  (Oulu)",5330,20681,18208,1309,3233,788,110228581
"90140 Karjasilta  (Oulu)",2642,23780,20378,506,1532,604,62825983
"90150 Höyhtyä  (Oulu)",4849,21037,19468,1104,2909,836,102007849
"90220 Kontinkangas  (Oulu)",548,17190,14384,228,252,68,9419968
"90230 Värttö-Maikkula  (Oulu)",6140,25989,21518,1221,3255,1664,159569518
"90240 Iinatti  (Oulu)",4963,25144,23047,788,2893,1282,124789727
"90250 Kaukovainio  (Oulu)",5573,18475,16677,1409,3586,578,102960551
"90310 Madekoski  (Oulu)",1944,26458,23612,345,1047,552,51435269
"90400 Äimärautio  (Oulu)",496,21786,19755,92,311,93,10805623
"90410 Kaakkuri  (Oulu)",3246,26158,24096,496,1806,944,84908792
"90420 Metsokangas  (Oulu)",5786,25631,23837,876,3201,1709,148298983
"90440 Kempele Keskus  (Kempele)",6581,23551,21444,1107,4166,1308,154985845
"90450 Honkanen  (Kempele)",4688,26085,24293,635,2676,1377,122286648
"90460 Oulunsalo Keskus  (Oulu)",5733,24238,22692,881,3451,1401,138955062
"90470 Varjakka  (Oulu)",819,23921,21249,151,496,172,19591129
"90480 Hailuoto  (Hailuoto)",840,20848,18369,196,517,127,17512527
"90500 Tuira  (Oulu)",7065,18404,15730,1981,4390,694,130027102
"90510 Hietasaari  (Oulu)",1481,24109,21412,271,854,356,35706073
"90520 Taskila-Toppila  (Oulu)",3694,18369,15868,1158,2094,442,67853622
"90530 Välivainio  (Oulu)",4593,19146,16616,1289,2685,619,87939572
"90540 Kuivasjärvi  (Oulu)",6317,27449,25979,812,3312,2193,173395839
"90550 Pyykkösjärvi-Puolivälikangas  (Oulu)",3657,20819,18163,819,2271,567,76133443
"90560 Koskela-Oulu  (Oulu)",2505,20934,19170,537,1562,406,52440306
"90570 Kaijonharju-Linnanmaa  (Oulu)",5922,17148,14375,2392,2805,725,101548321
"90580 Rajakylä  (Oulu)",3742,21071,19094,838,2249,655,78846264
"90590 Teknologiakylä  (Oulu)",.,.,.,.,.,.,.
"90620 Rusko-Heikinharju  (Oulu)",444,20747,18600,109,270,65,9211794
"90630 Korvensuora  (Oulu)",4430,25239,24331,585,2614,1231,111806750
"90650 Haapalehto  (Oulu)",8107,25215,22480,1314,4677,2116,204420482
"90660 Sanginsuu  (Oulu)",501,27099,23167,71,284,146,13576810
"90670 Hiukkavaara  (Oulu)",162,21564,21103,29,100,33,3493305
"90800 Pateniemi  (Oulu)",6193,24695,22747,965,3659,1569,152935802
"90810 Kiviniemi  (Oulu)",2045,25846,24227,281,1186,578,52855266
"90820 Kello  (Oulu)",2250,23214,21797,421,1321,508,52231809
"90830 Haukipudas Keskus  (Oulu)",5661,22779,20917,916,3599,1146,128953447
"90840 Haukipudas Asemanseutu  (Oulu)",1252,23227,22138,223,753,276,29080463
"90850 Martinniemi  (Oulu)",1575,20547,20047,320,1030,225,32360829
"90860 Halosenniemi  (Oulu)",401,21726,20620,67,268,66,8712246
"90900 Kiiminki Keskus  (Oulu)",4311,23416,22334,647,2729,935,100945855
"90910 Kontio  (Oulu)",971,24825,23781,156,543,272,24104977
"90940 Jääli  (Oulu)",3536,24976,23250,472,2169,895,88315710
"91100 Ii Keskus  (Ii)",4354,21931,20428,812,2783,759,95487040
"91110 Ii Asemanseutu  (Ii)",613,21812,19640,136,375,102,13370746
"91140 Olhava  (Ii)",327,19403,16925,89,200,38,6344679
"91150 Yli-Olhava  (Ii)",134,17836,15576,45,75,14,2390043
"91200 Yli-Ii Keskus  (Oulu)",942,19984,17506,224,582,136,18824486
"91210 Jakkukylä  (Oulu)",312,20778,19702,67,198,47,6482665
"91240 Tannila  (Oulu)",176,18210,15349,54,100,22,3204895
"91260 Pahkakoski-Räinä  (Oulu)",118,18349,16988,25,83,10,2165192
"91300 Ylikiiminki Keskus  (Oulu)",2382,20749,18644,527,1516,339,49425124
"91310 Arkala  (Oulu)",154,21601,21158,33,88,33,3326616
"91410 Jokirinne  (Muhos)",602,24085,23372,89,367,146,14499021
"91430 Leppiniemi  (Muhos)",108,21263,20171,27,57,24,2296395
"91500 Muhos Keskus  (Muhos)",5111,21432,20067,941,3317,853,109540592
"91510 Rova  (Muhos)",340,23951,22961,57,203,80,8143490
"91560 Kylmälänkylä  (Muhos)",96,15991,13865,34,57,5,1535139
"91600 Utajärvi Keskus  (Utajärvi)",1698,19696,17098,408,1091,199,33443401
"91620 Sanginkylä  (Utajärvi)",143,17919,17503,43,84,16,2562394
"91630 Juorkuna  (Utajärvi)",104,15400,13365,42,58,4,1601642
"91640 Särkijärvi  (Utajärvi)",100,17904,15935,33,57,10,1790367
"91660 Ahmas  (Utajärvi)",235,19819,16443,67,138,30,4657546
"91670 Rokua  (Utajärvi)",.,.,.,.,.,.,.
"91700 Vaala Keskus-Oterma  (Vaala)",1341,18910,16668,301,904,136,25357801
"91710 Jylhämä  (Vaala)",56,17927,16449,16,34,6,1003923
"91720 Oterma  (Vaala)",68,20294,17354,16,40,12,1379988
"91730 Kankari  (Vaala)",91,18401,16434,29,56,6,1674536
"91740 Jaalanka-Liminpuro  (Vaala)",116,17232,15250,32,78,6,1998935
"91750 Liminpuro  (Vaala)",47,18076,14198,18,23,6,849585
"91760 Säräisniemi  (Vaala)",265,17996,16300,76,167,22,4768898
"91780 Neittävä  (Vaala)",109,17899,15135,35,68,6,1950985
"91790 Nuojua  (Vaala)",115,18167,15951,30,77,8,2089186
"91800 Tyrnävä  (Tyrnävä)",3490,22493,21427,634,2172,684,78501868
"91900 Liminka Keskus  (Liminka)",3692,23790,22513,593,2213,886,87833325
"91910 Tupos  (Liminka)",1600,26558,25713,213,848,539,42493231
"91930 Ala-Temmes  (Liminka)",347,23388,20505,60,212,75,8115642
"91950 Temmes  (Tyrnävä)",532,19642,17716,116,347,69,10449792
"91980 Lumijoki  (Lumijoki)",1322,21164,19417,315,776,231,27979117
"92100 Raahe Keskus  (Raahe)",3344,20592,18183,721,2124,499,68859783
