"Postal code area","Aged 18 or over, total, 2016 (HR)","Average income of inhabitants, 2016 (HR)","Median income of inhabitants, 2016 (HR)","Inhabintants belonging to the lowest income category, 2016 (HR)","Inhabitants belonging to the middle income category, 2016 (HR)","Inhabintants belonging to the highest income category, 2016 (HR)","Accumulated purchasing power of inhabitants, 2016 (HR)"
"35400 Länkipohja   (Jämsä )",777,20373,16893,199,474,104,15829921
"35420 Talviainen   (Orivesi )",92,22173,20589,23,56,13,2039930
"35480 Längelmäki   (Orivesi )",52,23945,18818,9,33,10,1245114
"35500 Korkeakoski   (Juupajoki )",858,20522,17887,186,576,96,17607757
"35520 Pirttikangas   (Juupajoki )",64,20493,17810,14,40,10,1311570
"35530 Lyly   (Juupajoki )",240,20603,17990,59,146,35,4944688
"35540 Juupajoki   (Juupajoki )",331,25694,21415,67,180,84,8504855
"35550 Salokunta   (Juupajoki )",136,24442,19578,33,70,33,3324159
"35600 Halli   (Jämsä )",1154,21846,19545,221,759,174,25210512
"35610 Pihlaisto   (Jämsä )",69,23673,19800,16,41,12,1633464
"35630 Suinula-Valkamanperä   (Jämsä )",138,22156,19482,24,93,21,3057582
"35700 Vilppula Keskus   (Mänttä-Vilppula )",2776,21030,18996,603,1824,349,58378649
"35740 Ylä-Vääri   (Ruovesi )",92,28437,22363,19,47,26,2616228
"35750 Väärinmaja   (Ruovesi )",238,20455,17620,60,150,28,4868320
"35800 Mänttä   (Mänttä-Vilppula )",3598,20940,19175,631,2515,452,75342484
"35820 Asemakulma-Mustalahti   (Jämsä )",1684,22042,20273,295,1130,259,37118101
"35990 Kolho   (Mänttä-Vilppula )",944,19915,17262,215,624,105,18799893
"36100 Kangasala Asemanseutu   (Kangasala )",868,28031,26342,130,444,294,24330813
"36110 Ruutana   (Kangasala )",1952,27344,25643,266,1079,607,53376137
"36120 Suinula-Haviseva   (Kangasala )",805,26412,23161,146,454,205,21261792
"36200 Kangasala Keskus   (Kangasala )",7857,24492,22023,1315,4826,1716,192432637
"36220 Suorama   (Kangasala )",3927,23103,21656,699,2570,658,90723972
"36240 Nattari   (Kangasala )",3646,25418,23130,579,2220,847,92673816
"36270 Huutijärvi   (Kangasala )",1069,26355,23429,185,618,266,28173546
"36280 Pikonlinna   (Kangasala )",144,28755,21146,9,95,40,4140767
"36340 Tohkala   (Kangasala )",180,23893,21786,36,102,42,4300729
"36420 Sahalahti Keskus   (Kangasala )",1382,24254,21418,276,853,253,33518771
"36430 Pakkala   (Kangasala )",369,24037,20421,77,221,71,8869819
"36450 Salmentaka   (Pälkäne )",190,21645,19838,54,112,24,4112532
"36520 Raikku   (Kangasala )",315,24730,20272,64,197,54,7789985
"36570 Kaivanto   (Kangasala )",226,24347,19138,54,111,61,5502512
"36600 Pälkäne Keskus   (Pälkäne )",2743,22617,20424,516,1731,496,62038689
"36640 Iltasmäki   (Pälkäne )",305,24429,21074,74,159,72,7450941
"36660 Laitikkala   (Pälkäne )",168,24226,21374,39,88,41,4069918
"36720 Aitoo   (Pälkäne )",452,20599,18825,114,281,57,9310699
"36760 Luopioinen Keskus   (Pälkäne )",702,21534,18746,126,472,104,15117080
"36810 Kuhmalahti Keskus   (Kangasala )",445,22078,20312,87,296,62,9824507
"36840 Kuhmajärvi   (Kangasala )",287,20763,17299,68,185,34,5958908
"36880 Vehkajärvi   (Kangasala )",130,17900,16072,49,67,14,2326974
"36910 Rautajärvi   (Pälkäne )",315,20244,17816,90,189,36,6376819
"36930 Kyynärö   (Pälkäne )",150,21928,18046,47,76,27,3289222
"37100 Nokia Keskus   (Nokia )",5724,21271,18998,1063,3884,777,121755114
"37120 Koskenmäki   (Nokia )",7580,25790,23846,1158,4480,1942,195485663
"37130 Alhoniitty   (Nokia )",3519,24336,22915,581,2134,804,85639317
"37140 Harjuniitty   (Nokia )",1749,26267,24849,223,1055,471,45940862
"37150 Kankaantaka   (Nokia )",3154,23866,22161,503,2008,643,75274730
"37180 Sarkola   (Nokia )",283,23903,21139,73,140,70,6764427
"37200 Siuro   (Nokia )",1936,24152,22980,357,1114,465,46758292
"37210 Kulovesi   (Nokia )",20,..,..,..,..,..,..
"37240 Linnavuori   (Nokia )",601,21704,20288,137,375,89,13044095
"37310 Tottijärvi   (Nokia )",648,25360,23691,131,331,186,16433271
"37350 Rämsöö   (Vesilahti )",120,24060,22176,24,66,30,2887169
"37370 Narva   (Vesilahti )",816,22973,20350,213,437,166,18745734
"37380 Krääkkiö   (Vesilahti )",144,20563,17948,41,83,20,2961009
"37420 Valkkinen   (Vesilahti )",599,23308,21856,135,336,128,13961721
"37470 Vesilahti Keskus   (Vesilahti )",1368,26727,23989,235,739,394,36562124
"37500 Lempäälä Keskus   (Lempäälä )",6188,24786,21792,1097,3694,1397,153375995
"37530 Säijä   (Lempäälä )",423,24872,23030,79,243,101,10520978
"37550 Kuivaspää   (Lempäälä )",3404,26914,24944,516,1934,954,91616340
"37560 Kulju   (Lempäälä )",3136,27697,25154,479,1675,982,86857334
"37570 Koivuniemi   (Lempäälä )",303,31215,25698,56,149,98,9458146
"37600 Valkeakoski Keskus   (Valkeakoski )",9427,22389,20562,1658,6231,1538,211056613
"37630 Vääräkoivu   (Valkeakoski )",5707,23628,22070,1072,3419,1216,134846234
"37700 Sääksmäki   (Valkeakoski )",347,23856,21290,72,204,71,8277932
"37720 Ritvala   (Valkeakoski )",154,23376,20390,35,85,34,3599958
"37740 Haukila   (Valkeakoski )",225,22279,19990,47,139,39,5012821
"37770 Tarttila   (Valkeakoski )",375,22124,20045,82,231,62,8296621
"37800 Toijala keskus   (Akaa )",7423,22504,20564,1441,4740,1242,167049181
"37830 Viiala Keskus   (Akaa )",4252,22547,20606,809,2753,690,95870039
"37850 Metsäkansa   (Valkeakoski )",284,23935,22525,51,165,68,6797657
"37860 Kärjenniemi   (Valkeakoski )",623,26005,24509,85,373,165,16201320
"37900 Kylmäkoski Asemanseutu   (Akaa )",252,21245,18856,56,160,36,5353807
"37910 Kylmäkoski Keskus   (Akaa )",1065,21718,19825,243,651,171,23129266
"37960 Sotkia   (Akaa )",214,21745,19639,49,130,35,4653480
"38100 Karkku   (Sastamala )",683,22386,20827,148,407,128,15289565
"38120 Kutala   (Sastamala )",197,24490,20798,43,112,42,4824621
"38130 Ellivuori   (Sastamala )",18,..,..,..,..,..,..
"38140 Kärppälä   (Sastamala )",296,25668,19648,77,148,71,7597686
"38200 Vammala Keskus   (Sastamala )",5273,21643,18994,978,3571,724,114121605
"38210 Vammala Asemanseutu   (Sastamala )",3446,21157,19231,796,2214,436,72907953
"38220 Stormi   (Sastamala )",651,23193,19353,175,366,110,15098904
"38250 Roismala   (Sastamala )",1062,22904,21009,195,685,182,24323715
"38270 Sammaljoki   (Sastamala )",295,20861,16702,84,165,46,6154044
"38280 Illo   (Sastamala )",336,20692,19487,98,192,46,6952651
"38300 Kiikka   (Sastamala )",1460,22113,19436,332,919,209,32284345
"38360 Kiikoinen   (Sastamala )",933,20707,18657,257,550,126,19319585
"38420 Häijää   (Sastamala )",803,23626,22402,151,471,181,18971639
"38460 Mouhijärvi Keskus   (Sastamala )",1385,22033,20071,305,827,253,30516123
"38470 Hyynilä   (Sastamala )",206,20419,19920,61,119,26,4206334
"38490 Haukijärvi   (Hämeenkyrö )",59,20329,17965,17,32,10,1199389
"38510 Suodenniemi   (Sastamala )",1004,20845,18180,275,583,146,20928729
"38600 Lavia Keskus   (Pori )",1258,20092,17394,365,727,166,25275178
"38650 Yli-Putto   (Pori )",129,18383,15592,46,68,15,2371396
"38670 Kalliala-Haunia   (Pori )",157,19234,15464,56,83,18,3019771
"38680 Tuunajärvi   (Pomarkku )",84,20932,16389,26,46,12,1758250
"38700 Kankaanpää Keskus   (Kankaanpää )",5009,21478,19540,1135,3139,735,107583239
"38710 Myllymäki   (Kankaanpää )",1760,19189,16890,455,1154,151,33772539
"38720 Vihteljärvi   (Kankaanpää )",355,20735,17862,116,188,51,7360810
"38740 Hapuoja   (Kankaanpää )",340,20458,19203,83,208,49,6955558
"38750 Veneskoski   (Kankaanpää )",212,21077,19041,58,121,33,4468427
"38760 Venesjärvi   (Kankaanpää )",277,22580,19892,71,163,43,6254540
"38770 Lohikko   (Kankaanpää )",335,21552,20342,74,203,58,7219754
"38800 Jämijärvi Keskus   (Jämijärvi )",1335,19742,17940,394,773,168,26355679
"38840 Niinisalo   (Kankaanpää )",686,20234,19434,171,430,85,13880470
"38860 Suurimaa   (Jämijärvi )",165,18731,16643,54,98,13,3090692
"38910 Ala-Honkajoki   (Kankaanpää )",437,20590,17011,139,232,66,8997881
"38920 Vatajankoski   (Honkajoki )",188,20029,18624,49,115,24,3765409
"38950 Honkajoki Keskus   (Honkajoki )",1101,19778,16920,327,646,128,21775466
"38970 Lauhala   (Honkajoki )",227,19670,15912,87,113,27,4465077
"39100 Hämeenkyrö Keskus   (Hämeenkyrö )",2778,22333,20436,533,1746,499,62040645
"39110 Simuna   (Hämeenkyrö )",172,24386,21122,40,89,43,4194317
"39130 Sasi   (Hämeenkyrö )",563,24481,22933,122,302,139,13782607
"39150 Pinsiö   (Hämeenkyrö )",629,24933,23812,103,380,146,15682653
"39160 Julkujärvi   (Ylöjärvi )",2511,26195,25364,310,1494,707,65775734
"39170 Jumesniemi   (Hämeenkyrö )",138,23629,22648,38,67,33,3260788
"39180 Herttuala   (Hämeenkyrö )",78,25098,22705,15,44,19,1957646
"39195 Kaipio   (Hämeenkyrö )",126,19796,16890,42,66,18,2494341
"39200 Kyröskoski   (Hämeenkyrö )",3827,22132,20515,742,2449,636,84698204
"39230 Osara   (Hämeenkyrö )",169,26324,19766,40,105,24,4448683
"39290 Vesajärvi   (Hämeenkyrö )",139,21144,19297,37,80,22,2938965
"39310 Viljakkala Keskus   (Ylöjärvi )",782,21668,19486,182,503,97,16944732
"39340 Karhe   (Ylöjärvi )",211,25994,20606,40,119,52,5484637
"39360 Komi   (Ylöjärvi )",177,23031,22882,46,88,43,4076404
"39380 Lavajärvi   (Hämeenkyrö )",132,22750,22294,24,81,27,3002952
"39410 Luhalahti   (Ikaalinen )",275,23226,19947,60,155,60,6387101
"39430 Röyhiö   (Ikaalinen )",143,20740,18064,39,79,25,2965795
"39450 Sisättö   (Ikaalinen )",109,20720,17416,34,62,13,2258431
"39500 Ikaalinen Keskus   (Ikaalinen )",3816,21302,19120,819,2485,512,81289544
"39530 Kilvakkala   (Ikaalinen )",781,20766,19387,205,464,112,16217987
"39580 Riitiala   (Ikaalinen )",313,19881,18462,81,201,31,6222655
"39590 Tevaniemi   (Ikaalinen )",178,21879,18709,48,99,31,3894411
"39610 Kovelahti   (Ikaalinen )",162,20281,16796,55,83,24,3285521
"39620 Kovesjoki   (Parkano )",160,21409,17862,46,89,25,3425476
"39660 Lapinneva   (Parkano )",212,19716,17025,57,133,22,4179754
"39700 Parkano Keskus   (Parkano )",4540,20686,18624,991,3040,509,93914321
"39750 Vatajanjärvi   (Parkano )",296,19566,17104,95,172,29,5791488
"39770 Aureskoski   (Parkano )",63,20818,17710,21,34,8,1311528
"39780 Alaskylä   (Parkano )",165,22210,21497,34,111,20,3664656
"39810 Linnankylä   (Kihniö )",268,19105,17664,84,162,22,5120175
"39820 Kihniö Keskus   (Kihniö )",1291,19570,17215,348,823,120,25265409
"39880 Kihniö Asemanseutu   (Kihniö )",119,16593,15534,47,64,8,1974566
"39920 Suomijärvi   (Karvia )",130,21136,18302,35,78,17,2747648
"39930 Karvia Keskus   (Karvia )",954,18836,16977,268,613,73,17969521
"39940 Kantti   (Karvia )",214,19639,17554,67,120,27,4202715
"39960 Sarvela   (Karvia )",359,20001,17128,108,210,41,7180194
"39965 Karviankylä   (Karvia )",149,20934,17261,47,77,25,3119141
"39980 Sara   (Karvia )",148,18156,15645,46,86,16,2687044
"39990 Alkkia   (Karvia )",87,19220,15893,29,52,6,1672113
"40100 Jyväskylä Keskus   (Jyväskylä )",13271,20200,17123,4123,7444,1704,268075191
"40200 Mannila-Taulumäki   (Jyväskylä )",3289,23848,20760,756,1826,707,78436257
"40250 Ritoniemi-Lohikoski   (Jyväskylä )",4793,24988,22699,799,2911,1083,119768347
"40270 Pappilanrinne-Pappilanvuori   (Jyväskylä )",8579,24749,22771,1373,5333,1873,212322867
"40320 Seppälän Teollisuusalue   (Jyväskylä )",4327,21312,19296,925,2818,584,92219044
"40340 Huhtasuo   (Jyväskylä )",5317,17963,16738,1458,3541,318,95510970
"40400 Halssila   (Jyväskylä )",3260,23567,21885,536,2128,596,76829690
"40420 Jyskä   (Jyväskylä )",3650,23810,22512,634,2303,713,86905022
"40500 Keljo-Ristonmaa   (Jyväskylä )",2802,20487,18721,892,1450,460,57405194
"40520 Kuokkala-Ristikivi   (Jyväskylä )",13367,22178,19761,3413,7604,2350,296455912
"40530 Keljonkangas   (Jyväskylä )",4229,25442,23693,681,2494,1054,107592453
"40600 Mattilanpelto   (Jyväskylä )",1883,23310,19864,521,969,393,43892132
"40620 Keskussairaala-alue-Kukkumäki   (Jyväskylä )",365,18709,18058,87,254,24,6828929
"40630 Kypärämäki   (Jyväskylä )",3009,23728,21590,592,1767,650,71398050
"40640 Keltinmäki   (Jyväskylä )",5331,20051,18533,1529,3084,718,106894512
"40660 Länsi-Palokka   (Jyväskylä )",519,24341,23553,99,306,114,12632978
"40700 Mäki-Matti   (Jyväskylä )",4601,19136,16743,1532,2539,530,88046202
"40720 Nisula   (Jyväskylä )",2380,21950,18995,601,1397,382,52240104
"40740 Kortepohja   (Jyväskylä )",6299,18499,16343,2352,3139,808,116526212
"40800 Vaajakoski   (Jyväskylä )",6292,23852,21510,1071,3994,1227,150077052
"40820 Vuoritsalo   (Jyväskylä )",696,21821,19428,134,461,101,15187215
"40900 Säynätsalo   (Jyväskylä )",2652,23904,21477,441,1667,544,63393831
"40930 Kinkomaa   (Muurame )",1014,26893,24157,135,611,268,27269565
"40950 Muurame Keskus   (Muurame )",5958,26107,23638,960,3499,1499,155546043
"41120 Puuppola   (Jyväskylä )",1243,27588,25592,197,661,385,34292028
"41140 Kuikka   (Jyväskylä )",425,23947,22863,69,263,93,10177659
"41160 Tikkakoski   (Jyväskylä )",3436,23645,22416,566,2137,733,81242987
"41180 Vehniä   (Laukaa )",547,22435,21933,111,344,92,12271712
"41210 Jokihaara   (Uurainen )",296,23918,24399,60,168,68,7079671
"41220 Höytiä   (Uurainen )",244,20472,18914,74,136,34,4995226
"41230 Uurainen Keskus   (Uurainen )",1289,21212,19486,284,831,174,27341926
"41240 Kyynämöinen   (Uurainen )",207,20577,17006,66,111,30,4259351
"41260 Hoikankylä   (Saarijärvi )",114,20691,19285,27,69,18,2358785
"41270 Lannevesi   (Saarijärvi )",409,21755,18792,97,246,66,8897856
"41290 Kangashäkki   (Uurainen )",493,25069,25005,87,272,134,12359178
"41310 Leppävesi   (Laukaa )",2150,24097,23163,310,1415,425,51809570
"41325 Laukkavirta   (Laukaa )",241,24456,21061,56,140,45,5893872
"41330 Vihtavuori   (Laukaa )",1878,23936,22215,338,1188,352,44952648
"41340 Laukaa Keskus   (Laukaa )",4166,23302,20918,697,2698,771,97074340
"41350 Laukaa Asemanseutu   (Laukaa )",558,22942,22235,102,350,106,12801737
"41360 Valkola   (Laukaa )",346,23668,20907,74,203,69,8188980
"41370 Kuusa   (Laukaa )",798,23804,21969,182,445,171,18995918
"41390 Äijälä   (Laukaa )",322,22322,21727,76,191,55,7187648
"41400 Lievestuore   (Laukaa )",2676,21438,19799,552,1767,357,57368883
"41410 Kankainen   (Toivakka )",143,21530,20611,34,85,24,3078847
"41440 Ruuhimäki   (Toivakka )",177,22336,20268,34,120,23,3953437
"41450 Leppälahti   (Jyväskylä )",526,23440,22155,99,313,114,12329227
"41490 Niemisjärvi   (Hankasalmi )",620,20619,19071,158,386,76,12783514
"41500 Hankasalmi Asemanseutu   (Hankasalmi )",1175,20156,17206,313,733,129,23683509
"41520 Hankasalmi Keskus   (Hankasalmi )",1619,20125,17684,407,1027,185,32582032
"41530 Veneranta   (Hankasalmi )",137,18290,15394,47,78,12,2505730
"41540 Ristimäki   (Hankasalmi )",201,19658,17136,61,118,22,3951170
"41550 Hannula   (Hankasalmi )",132,18026,15810,50,70,12,2379374
"41560 Säkinmäki   (Hankasalmi )",128,18816,15709,40,76,12,2408444
"41580 Sauvamäki   (Hankasalmi )",211,19959,17675,60,122,29,4211263
"41630 Oravasaari   (Jyväskylä )",296,22156,20091,69,174,53,6558173
"41660 Toivakka Keskus   (Toivakka )",1489,21936,19778,328,933,228,32662584
"41710 Rutalahti-Kivisuo   (Jyväskylä )",224,21500,18138,55,133,36,4815918
"41730 Kivisuo   (Joutsa )",25,..,..,..,..,..,..
"41750 Havumäki   (Joutsa )",82,18782,16518,31,41,10,1540164
"41770 Leivonmäki   (Joutsa )",558,18738,15995,167,337,54,10456080
"41800 Korpilahti Keskus   (Jyväskylä )",2921,22494,19822,683,1730,508,65704294
"41820 Saakoski   (Jyväskylä )",244,22858,21182,53,143,48,5577307
"41840 Moksi   (Jyväskylä )",69,20525,20424,22,39,8,1416230
"41860 Rannila   (Jyväskylä )",189,26566,24502,22,118,49,5020983
"41870 Putkilahti   (Jyväskylä )",143,20254,17493,43,77,23,2896333
"41880 Oittila   (Jyväskylä )",102,23019,18573,26,55,21,2347909
"41900 Petäjävesi Keskus   (Petäjävesi )",2088,21483,19388,453,1308,327,44855659
"41920 Kintaus   (Petäjävesi )",401,24346,23417,71,235,95,9762925
"41925 Ylä-Kintaus   (Petäjävesi )",128,20073,19220,39,71,18,2569340
"41930 Kuohu   (Jyväskylä )",590,24035,22544,114,332,144,14180558
"41940 Vesanka   (Jyväskylä )",1017,23989,22803,188,604,225,24397200
"41970 Huttula   (Keuruu )",49,22305,19813,16,22,11,1092923
"41980 Kuivasmäki   (Petäjävesi )",142,22763,18395,43,74,25,3232292
"42100 Jämsä Keskus   (Jämsä )",8392,22352,20099,1715,5168,1509,187575132
"42140 Juokslahti   (Jämsä )",250,23385,21721,54,138,58,5846194
"42220 Kaipola   (Jämsä )",855,21451,20451,194,531,130,18340586
"42300 Jämsänkoski Keskus   (Jämsä )",4584,21333,19687,952,2953,679,97791817
"42330 Haavisto   (Jämsä )",319,25126,24508,60,168,91,8015286
"42440 Koskenpää   (Jämsä )",551,21867,16811,158,322,71,12048636
"42520 Asunta   (Keuruu )",124,24146,18720,31,69,24,2994094
"42560 Pohjoisjärvi   (Keuruu )",56,21463,17822,17,30,9,1201930
"42600 Multia Keskus-Väätäiskylä   (Multia )",1158,20278,17450,326,689,143,23482181
"42660 Sahrajärvi   (Multia )",101,19397,16606,33,60,8,1959084
"42700 Keuruu Keskus   (Keuruu )",6574,21683,19183,1262,4464,848,142545902
"42720 Valkealahti   (Keuruu )",15,..,..,..,..,..,..
"42800 Haapamäki   (Keuruu )",957,19517,17829,226,659,72,18677728
"42820 Riiho   (Keuruu )",68,26673,22206,16,36,16,1813777
"42830 Ylä-Kolkki   (Mänttä-Vilppula )",49,19216,18313,15,31,3,941584
"42840 Kolkki   (Mänttä-Vilppula )",111,20592,15803,36,60,15,2285744
"42850 Pohjaslahti   (Mänttä-Vilppula )",128,21203,18193,32,74,22,2714025
"42870 Kotala   (Virrat )",360,20053,17496,102,215,43,7219008
"42910 Pihlajavesi   (Keuruu )",259,20093,16912,70,158,31,5203959
"42930 Katajamäki   (Keuruu )",86,18431,17040,28,50,8,1585106
"43100 Saarijärvi Keskus   (Saarijärvi )",5083,20392,18187,1187,3324,572,103650349
"43130 Tarvaala   (Saarijärvi )",306,22276,21641,72,174,60,6816305
"43170 Häkkilä   (Saarijärvi )",196,18568,16734,62,114,20,3639401
"43220 Mahlu   (Saarijärvi )",373,20119,17156,102,218,53,7504530
"43240 Lehtola   (Saarijärvi )",147,20428,17372,45,82,20,3002949
"43250 Kolkanlahti   (Saarijärvi )",295,19845,18141,77,187,31,5854323
"43270 Kalmari   (Saarijärvi )",416,19885,16939,110,259,47,8272004
"43300 Kannonkoski Keskus   (Kannonkoski )",1002,19051,16653,306,594,102,19088655
"43340 Kannonjärvi   (Kannonkoski )",127,17502,15570,43,79,5,2222779
"43390 Lokakylä   (Kivijärvi )",63,20647,19499,16,39,8,1300768
"43420 Kukko   (Saarijärvi )",50,17026,16240,14,34,2,851324
"43430 Väätäiskylä   (Multia )",37,20311,15677,15,16,6,751521
"43440 Pylkönmäki Keskus   (Saarijärvi )",428,17793,15699,137,263,28,7615398
"43480 Pääjärvi   (Saarijärvi )",118,19427,16104,44,58,16,2292408
"43490 Kangasaho   (Karstula )",130,22541,18498,37,75,18,2930337
"43500 Karstula Keskus   (Karstula )",2413,20356,17821,537,1603,273,49118023
"43520 Kiminki   (Karstula )",197,17384,14756,81,99,17,3424573
"43540 Rantakylä-Pirttilahti   (Karstula )",119,18415,15730,39,70,10,2191379
"43560 Vahanka   (Karstula )",159,19117,16009,55,90,14,3039622
"43610 Aho   (Karstula )",79,19317,16995,20,51,8,1526023
"43640 Humppi   (Karstula )",122,20420,17179,36,71,15,2491179
"43660 Vastinki   (Karstula )",202,20137,16733,65,106,31,4067771
"43700 Kyyjärvi Keskus   (Kyyjärvi )",972,21400,18417,230,636,106,20800586
"43720 Kumpulainen   (Kyyjärvi )",99,17658,13855,39,52,8,1748185
"43800 Kivijärvi Keskus-Sompala   (Kivijärvi )",845,18740,16573,248,525,72,15835353
"43840 Sompala   (Kivijärvi )",41,16203,14722,17,20,4,664323
"43900 Kinnula Keskus   (Kinnula )",1101,19671,17250,309,662,130,21657442
"43940 Muhola-Saarensalmi   (Kinnula )",197,16966,13906,82,103,12,3342361
"43960 Saarensalmi   (Kinnula )",53,20505,18790,12,35,6,1086741
"44100 Äänekoski Keskus   (Äänekoski )",3399,21412,19051,646,2245,508,72780210
"44120 Mämmensalmi-Mustaniemi   (Äänekoski )",1984,22888,22009,352,1242,390,45409466
"44150 Likolahti-Karhunlähde   (Äänekoski )",2569,21264,20154,575,1609,385,54627922
"44160 Huutomäki   (Äänekoski )",380,24373,23257,68,232,80,9261643
"44170 Hietama   (Äänekoski )",370,24097,23041,65,208,97,8915914
"44190 Parantala   (Äänekoski )",190,23621,22073,32,115,43,4487930
"44200 Suolahti Keskus   (Äänekoski )",3673,20726,18664,732,2580,361,76125506
"44220 Sörkänmäki   (Äänekoski )",334,24865,20204,70,208,56,8304919
"44250 Äänekoivisto   (Äänekoski )",394,22939,22776,87,229,78,9037778
"44260 Vihijärvi   (Äänekoski )",211,22836,20553,48,117,46,4818481
"44280 Sumiainen Keskus   (Äänekoski )",741,20566,18504,167,487,87,15239586
"44300 Konnevesi Keskus   (Konnevesi )",1489,20991,18477,340,946,203,31256208
"44320 Sirkkamäki   (Konnevesi )",105,20942,18005,33,53,19,2198874
"44330 Hytölä   (Konnevesi )",230,21451,20011,53,146,31,4933813
"44350 Istunmäki   (Konnevesi )",298,19949,16466,93,176,29,5944935
"44370 Mäntymäki   (Konnevesi )",147,19287,16224,44,89,14,2835123
"44400 Konginkangas Keskus   (Äänekoski )",570,19978,17804,129,376,65,11387366
"44420 Liimattala   (Äänekoski )",270,22364,20408,60,165,45,6038292
