"Postal code area","Aged 18 or over, total, 2016 (HR)","Average income of inhabitants, 2016 (HR)","Median income of inhabitants, 2016 (HR)","Inhabintants belonging to the lowest income category, 2016 (HR)","Inhabitants belonging to the middle income category, 2016 (HR)","Inhabintants belonging to the highest income category, 2016 (HR)","Accumulated purchasing power of inhabitants, 2016 (HR)"
"79600 Joroinen Keskus   (Joroinen )",2124,20913,18629,457,1411,256,44419297
"79620 Huutokoski   (Joroinen )",170,20869,18412,43,109,18,3547773
"79630 Kolma   (Joroinen )",177,22362,21393,35,112,30,3958028
"79660 Kerisalo   (Joroinen )",139,21862,17601,38,77,24,3038829
"79680 Lahnalahti   (Joroinen )",117,20104,15708,38,62,17,2352146
"79690 Kaitainen   (Joroinen )",160,19899,15578,53,87,20,3183779
"79700 Heinävesi Keskus   (Heinävesi )",2005,20504,17809,477,1308,220,41110630
"79810 Karvion kanava   (Heinävesi )",192,21349,18895,45,118,29,4098949
"79820 Varistaipale   (Heinävesi )",92,20429,17016,29,47,16,1879450
"79830 Palokki   (Heinävesi )",69,17852,13945,28,36,5,1231761
"79850 Uusi-Valamo   (Heinävesi )",0,0,0,0,0,0,0
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",147,18755,16788,46,83,18,2757031
"79885 Etelä-Petruma   (Heinävesi )",62,16797,15216,20,42,0,1041434
"79895 Sarvikumpu   (Heinävesi )",96,19401,16969,30,56,10,1862465
"79910 Kerma   (Heinävesi )",213,22187,19372,51,127,35,4725861
"79940 Vihtari-Poikiinaho   (Heinävesi )",145,19700,16410,45,80,20,2856543
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",8602,19918,16789,2741,4882,979,171338122
"80110 Joensuu Keskus Eteläinen   (Joensuu )",4262,21312,17407,1281,2416,565,90832658
"80130 Kanervala   (Kontiolahti )",1926,23528,20267,546,966,414,45314618
"80140 Noljakka   (Joensuu )",6659,21613,19057,1784,3815,1060,143919278
"80160 Rantakylä-Latola   (Joensuu )",8511,19449,17737,2238,5535,738,165533243
"80170 Utra   (Joensuu )",2994,21667,20152,691,1894,409,64870918
"80200 Niinivaara   (Joensuu )",3836,20542,17841,1063,2263,510,78798651
"80210 Sairaala-alue   (Joensuu )",8,..,..,..,..,..,..
"80220 Penttilä   (Joensuu )",2892,20881,17508,936,1509,447,60388358
"80230 Hukanhauta   (Joensuu )",4347,23509,22118,775,2791,781,102191712
"80260 Kettuvaara   (Joensuu )",3810,21608,20224,770,2495,545,82328150
"80330 Reijola   (Joensuu )",1749,23939,22721,273,1158,318,41869202
"80400 Ylämylly   (Liperi )",3919,23315,22773,625,2625,669,91369929
"80510 Onttola-Kunnasniemi   (Kontiolahti )",909,26713,23447,148,532,229,24281847
"80710 Lehmo   (Kontiolahti )",3983,24832,23562,564,2599,820,98905483
"80770 Kontiolahti as   (Kontiolahti )",501,24857,22549,82,327,92,12453242
"80780 Kontioniemi   (Kontiolahti )",256,25917,24764,34,171,51,6634827
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",47,19972,18959,10,33,4,938677
"80850 Paihola   (Kontiolahti )",407,21924,21204,70,284,53,8923261
"80910 Kulho   (Kontiolahti )",1131,24713,23875,220,666,245,27950304
"81100 Kontiolahti   (Kontiolahti )",2255,21469,19753,435,1514,306,48412039
"81120 Katajaranta   (Kontiolahti )",301,22369,20161,59,185,57,6732951
"81160 Romppala-Riihikangas   (Kontiolahti )",197,18020,16271,71,108,18,3549992
"81200 Eno Keskus   (Joensuu )",2295,20050,17997,539,1513,243,46015442
"81210 Louhioja   (Joensuu )",202,20990,20148,37,143,22,4239942
"81220 Jakokoski   (Kontiolahti )",513,23494,22943,89,325,99,12052352
"81230 Mönni   (Kontiolahti )",128,22664,21392,27,78,23,2900930
"81235 Lehtoi   (Kontiolahti )",204,22459,22153,46,128,30,4581657
"81260 Ahveninen   (Joensuu )",137,24024,20713,30,79,28,3291319
"81270 Paukkaja   (Joensuu )",87,21788,20167,23,52,12,1895560
"81280 Uimaharju   (Joensuu )",1468,19989,17825,324,975,169,29344195
"81290 Ukkola   (Joensuu )",201,18895,16485,59,120,22,3797812
"81295 Haapalahti   (Joensuu )",123,20082,18838,33,74,16,2470039
"81320 Kuismavaara   (Joensuu )",25,..,..,..,..,..,..
"81330 Luhtapohja   (Joensuu )",86,18573,17137,27,51,8,1597279
"81350 Tokrajärvi   (Ilomantsi )",122,18571,14471,50,60,12,2265624
"81360 Sarvinki   (Joensuu )",92,18974,16069,32,48,12,1745607
"81390 Revonkylä   (Joensuu )",69,20144,15977,24,33,12,1389958
"81420 Tyrjänsaari   (Ilomantsi )",70,20825,16949,20,41,9,1457783
"81430 Kivilahti   (Ilomantsi )",68,17918,15402,24,35,9,1218411
"81450 Huhus-Käenkoski   (Ilomantsi )",86,16231,14637,35,49,2,1395897
"81460 Käenkoski   (Ilomantsi )",27,..,..,..,..,..,..
"81470 Naarva   (Ilomantsi )",51,15984,14248,23,25,3,815188
"81560 Vuonisjärvi   (Lieksa )",154,19017,17518,44,100,10,2928658
"81570 Kelvä   (Lieksa )",94,17785,14863,34,52,8,1671827
"81590 Vuonislahti   (Lieksa )",140,19810,17261,33,91,16,2773457
"81650 Hattuvaara   (Lieksa )",136,19410,16526,49,75,12,2639821
"81660 Lehmikylä   (Lieksa )",11,..,..,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",4829,19631,17712,1067,3361,401,94799985
"81720 Mähkö-Timitra   (Lieksa )",2397,19758,17714,621,1550,226,47359089
"81750 Pankakoski   (Lieksa )",779,19571,18456,195,515,69,15245666
"81810 Jamali   (Lieksa )",270,19898,19795,67,178,25,5372516
"81820 Kylänlahti   (Lieksa )",273,20595,18040,70,166,37,5622505
"81850 Mätäsvaara   (Lieksa )",131,17373,15772,45,79,7,2275803
"81860 Viekijärvi   (Lieksa )",310,17722,14444,116,169,25,5493903
"81950 Pankajärvi   (Lieksa )",69,22370,20305,10,51,8,1543508
"81970 Jongunjoki-Pankajärvi   (Lieksa )",145,19194,16925,42,86,17,2783189
"82110 Heinävaara   (Joensuu )",757,22082,21930,157,485,115,16716260
"82120 Keskijärvi   (Joensuu )",170,20500,18522,43,103,24,3484978
"82140 Kiihtelysvaara Keskus   (Joensuu )",755,20304,17956,184,500,71,15329199
"82160 Oskola   (Joensuu )",49,20249,17885,15,28,6,992210
"82170 Uskali   (Joensuu )",49,18017,14376,18,28,3,882848
"82180 Huhtilampi   (Joensuu )",74,18229,13930,31,36,7,1348959
"82200 Hammaslahti   (Joensuu )",2448,20474,18994,590,1564,294,50120079
"82210 Suhmura   (Joensuu )",404,23977,20660,87,255,62,9686622
"82220 Niittylahti   (Joensuu )",1453,23705,23642,267,889,297,34443517
"82290 Nieminen   (Rääkkylä )",348,20191,17987,96,213,39,7026362
"82300 Rääkkylä Keskus   (Rääkkylä )",833,18100,15965,234,541,58,15077104
"82310 Oravisalo-Varpasalo   (Rääkkylä )",233,18948,15789,77,133,23,4414926
"82335 Rasivaara   (Rääkkylä )",547,18658,15579,209,290,48,10205957
"82350 Tikkala   (Tohmajärvi )",271,21725,19946,72,157,42,5887563
"82360 Onkamo   (Tohmajärvi )",342,21021,19254,85,214,43,7189052
"82380 Tolosenmäki   (Kitee )",377,21058,18302,108,215,54,7938790
"82395 Haarajärvi   (Kitee )",120,22231,21385,23,77,20,2667764
"82430 Puhos-Leinovaara   (Kitee )",760,19938,16953,236,443,81,15152573
"82460 Hummovaara   (Kitee )",86,18865,17928,24,55,7,1622399
"82490 Heinoniemi   (Kitee )",117,17345,14760,46,62,9,2029364
"82500 Kitee Keskus   (Kitee )",5164,20103,17629,1278,3340,546,103811221
"82510 Kiteenlahti   (Kitee )",203,20934,19240,44,131,28,4249570
"82580 Juurikka   (Kitee )",300,20324,16690,90,172,38,6097059
"82590 Närsäkkälä   (Kitee )",122,17546,15034,50,61,11,2140622
"82600 Tohmajärvi Keskus   (Tohmajärvi )",2400,19911,17539,597,1556,247,47785724
"82655 Värtsilä Keskus   (Tohmajärvi )",273,17715,14748,110,134,29,4836136
"82660 Uusi-Värtsilä   (Tohmajärvi )",179,17354,15068,59,108,12,3106351
"82670 Kaurila   (Tohmajärvi )",93,19020,18543,27,59,7,1768866
"82675 Niirala-Jänisjoki   (Tohmajärvi )",90,19364,17857,25,53,12,1742736
"82685 Littilä   (Tohmajärvi )",160,19783,18581,47,89,24,3165338
"82710 Kovero   (Joensuu )",385,20566,18128,97,249,39,7917914
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",665,19305,16272,171,450,44,12837928
"82750 Öllölä   (Joensuu )",105,17054,14784,44,49,12,1790642
"82760 Hoilola   (Joensuu )",88,19144,15893,28,47,13,1684674
"82770 Kaustajärvi   (Tohmajärvi )",28,..,..,..,..,..,..
"82815 Marjovaara   (Joensuu )",132,19156,18003,40,79,13,2528597
"82820 Maukkula   (Ilomantsi )",216,21400,17219,63,127,26,4622395
"82830 Haukivaara   (Ilomantsi )",86,17924,16869,23,60,3,1541435
"82840 Pirttiaho   (Joensuu )",31,18443,14627,13,15,3,571719
"82850 Kinnasniemi   (Joensuu )",59,20005,18735,18,35,6,1180319
"82865 Kokinvaara-Mannervaara   (Joensuu )",37,17200,14534,13,21,3,636383
"82870 Luutalahti   (Joensuu )",30,15760,15540,11,17,2,472790
"82880 Mannervaara   (Joensuu )",23,..,..,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",3303,19971,17746,733,2296,274,65964965
"82915 Sonkaja   (Ilomantsi )",171,20541,19810,41,112,18,3512454
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",114,17790,16291,39,70,5,2028017
"82967 Hattu   (Ilomantsi )",73,17808,14867,22,46,5,1299972
"82980 Möhkö   (Ilomantsi )",74,17222,16520,26,44,4,1274408
"83100 Liperi Keskus   (Liperi )",2137,19920,17605,524,1387,226,42569514
"83130 Salokylä   (Liperi )",294,23053,22198,51,189,54,6777488
"83140 Puromäki   (Liperi )",97,19727,19650,26,61,10,1913514
"83150 Roukalahti   (Liperi )",180,20469,17536,58,96,26,3684428
"83160 Tutjunniemi   (Liperi )",141,17534,14529,57,67,17,2472263
"83320 Risti-Juojärvi   (Liperi )",66,19647,20662,18,43,5,1296709
"83330 Kaatamo   (Liperi )",185,19852,16398,65,100,20,3672673
"83340 Kaarnalampi   (Liperi )",71,19694,18925,19,47,5,1398247
"83400 Viinijärvi   (Liperi )",1224,19124,16991,359,748,117,23407656
"83430 Käsämä   (Liperi )",426,22707,21940,83,266,77,9673250
"83450 Vaivio   (Liperi )",275,23876,21718,57,179,39,6565799
"83460 Harinjärvi   (Liperi )",238,25393,23482,39,139,60,6043417
"83480 Ahonkylä   (Liperi )",157,19902,18665,40,99,18,3124588
"83500 Outokumpu Keskus   (Outokumpu )",5044,19374,17059,1324,3223,497,97722492
"83550 Kokonvaara   (Outokumpu )",133,19377,18340,34,88,11,2577142
"83630 Kuusjärvi   (Outokumpu )",347,19865,18458,91,222,34,6892983
"83660 Varislahti   (Outokumpu )",230,23252,19523,51,142,37,5347943
"83700 Polvijärvi Keskus   (Polvijärvi )",2098,18794,16418,598,1320,180,39429390
"83720 Kuorevaara   (Polvijärvi )",229,20888,19243,67,133,29,4783459
"83750 Sotkuma   (Polvijärvi )",392,24003,23110,76,244,72,9409214
"83760 Sola   (Polvijärvi )",69,17601,13930,27,36,6,1214452
"83780 Horsmanaho   (Polvijärvi )",188,19836,17644,57,105,26,3729205
"83825 Kinahmo   (Polvijärvi )",236,20233,18474,66,140,30,4774922
"83830 Hukkala   (Polvijärvi )",102,16629,15828,41,58,3,1696171
"83835 Ruvaslahti   (Polvijärvi )",192,18721,14842,69,99,24,3594398
"83840 Saarivaara   (Polvijärvi )",51,17346,15046,22,25,4,884625
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",127,18608,15238,47,64,16,2363249
"83870 Polvela-Timovaara   (Juuka )",181,18353,15884,67,96,18,3321979
"83880 Kajoo   (Juuka )",156,16529,13521,72,75,9,2578571
"83900 Juuka Keskus   (Juuka )",3091,19194,17191,823,1999,269,59328807
"83910 Paalasmaa   (Juuka )",68,16506,15366,28,38,2,1122398
"83915 Vihtasuo   (Juuka )",7,..,..,..,..,..,..
"83940 Nunnanlahti   (Juuka )",304,19299,16124,103,180,21,5866908
"83950 Ahmovaara   (Juuka )",402,18458,15482,135,228,39,7419938
"83960 Koli   (Lieksa )",219,19524,16254,73,119,27,4275702
"83985 Tuopanjoki   (Juuka )",1,..,..,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",10115,22483,20921,1871,6741,1503,227415488
"84460 Tuomiperä   (Ylivieska )",138,21349,20064,33,80,25,2946216
"84540 Vähäkangas   (Ylivieska )",396,22422,21802,81,254,61,8879183
"84650 Kantokylä   (Ylivieska )",162,21664,21547,29,116,17,3509570
"84770 Isokoski   (Ylivieska )",76,19393,19906,19,48,9,1473897
"84880 Raudaskylä   (Ylivieska )",480,21920,20900,105,305,70,10521643
"85100 Kalajoki Keskus   (Kalajoki )",5378,22730,20670,1067,3408,903,122241104
"85120 Metsä   (Kalajoki )",184,19735,18689,54,98,32,3631207
"85140 Tynkä   (Kalajoki )",614,21957,20163,161,359,94,13481888
"85150 Typpö   (Kalajoki )",232,20098,17399,68,130,34,4662797
"85160 Rautio   (Kalajoki )",431,22510,18947,99,270,62,9701836
"85180 Rahja   (Kalajoki )",373,20539,19107,103,219,51,7661094
"85200 Alavieska Keskus   (Alavieska )",1586,20801,18803,381,1000,205,32989825
"85210 Kähtävä   (Alavieska )",194,21134,21164,49,119,26,4099939
"85230 Talus   (Alavieska )",209,19687,16200,71,119,19,4114682
"85310 Sievi Asemanseutu   (Sievi )",361,26904,19402,76,230,55,9712225
"85320 Markkula   (Sievi )",221,19177,17117,67,129,25,4238024
"85340 Jyrinki   (Sievi )",419,21981,21129,88,266,65,9210201
"85410 Sievi Keskus   (Sievi )",1418,26123,19956,297,918,203,37041768
"85430 Koivisto   (Sievi )",439,21961,20031,107,266,66,9641094
"85450 Joenkylä   (Sievi )",170,20775,19990,41,107,22,3531734
"85470 Kiiskilampi   (Sievi )",368,20137,17209,108,206,54,7410515
"85500 Nivala Keskus   (Nivala )",5441,21602,19678,1105,3563,773,117538822
"85540 Mönkö   (Nivala )",372,21454,20085,98,214,60,7980965
"85560 Ainastalo   (Nivala )",340,19603,18295,101,190,49,6665034
"85580 Karvoskylä   (Nivala )",537,19816,18846,136,350,51,10640937
"85620 Sarja   (Nivala )",200,21253,20214,51,119,30,4250512
"85630 Sarjanahde   (Nivala )",350,21364,19607,87,212,51,7477226
"85640 Maliskylä   (Nivala )",423,19486,17885,127,255,41,8242600
"85660 Ruuskankylä   (Nivala )",134,20417,17613,35,78,21,2735861
"85710 Parkkila   (Haapajärvi )",275,19343,17038,77,172,26,5319288
"85730 Tulppo   (Haapajärvi )",102,20325,18155,28,61,13,2073101
"85800 Haapajärvi Keskus   (Haapajärvi )",4319,20723,18833,992,2786,541,89502029
"85820 Oksava   (Haapajärvi )",671,19636,18790,174,425,72,13175930
"85840 Kuona   (Haapajärvi )",204,20143,19581,53,125,26,4109095
"85900 Reisjärvi Keskus   (Reisjärvi )",1505,20475,18297,367,970,168,30815504
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",173,18407,16430,54,104,15,3184464
"85940 Räisälänmäki   (Reisjärvi )",185,21090,20513,51,106,28,3901569
"85980 Köyhänperä   (Reisjärvi )",279,19502,18080,85,164,30,5441083
"86100 Pyhäjoki Keskus   (Pyhäjoki )",1487,21579,19787,337,878,272,32087895
"86110 Parhalahti   (Pyhäjoki )",290,23865,22092,62,169,59,6920739
"86160 Pirttikoski   (Pyhäjoki )",259,21607,19988,63,151,45,5596196
"86170 Yppäri   (Pyhäjoki )",406,22494,20044,91,237,78,9132582
"86210 Petäjäskoski   (Oulainen )",122,21497,19050,31,73,18,2622617
"86220 Merijärvi Keskus   (Merijärvi )",562,19207,17368,160,346,56,10794510
"86230 Ylipää   (Merijärvi )",119,18341,15127,36,71,12,2182534
"86240 Pyhänkoski   (Merijärvi )",155,21242,21284,32,102,21,3292454
"86300 Oulainen Keskus   (Oulainen )",5150,21464,19824,1010,3436,704,110538804
"86350 Kilpua   (Oulainen )",102,21322,20554,24,61,17,2174890
"86360 Ilveskorpi   (Raahe )",178,20896,20496,36,120,22,3719535
"86400 Vihanti Keskus   (Raahe )",1348,20727,18585,284,874,190,27940565
"86440 Lampinsaari   (Raahe )",213,17858,16135,72,122,19,3803840
"86460 Alpua   (Raahe )",286,19982,18107,72,177,37,5714951
"86470 Lumimetsä   (Raahe )",140,23283,17714,43,75,22,3259671
"86480 Karhukangas   (Haapavesi )",46,20077,20516,11,31,4,923545
"86510 Matkaniva   (Oulainen )",241,19971,17880,73,135,33,4812992
"86530 Annonen   (Haapavesi )",143,20049,18817,37,90,16,2867070
"86550 Mieluskylä   (Haapavesi )",270,20535,18853,74,160,36,5544477
"86600 Haapavesi Keskus   (Haapavesi )",4018,20779,19189,907,2562,549,83489635
"86650 Kytökylä-Joutenniva   (Haapavesi )",375,19745,17385,111,220,44,7404476
"86680 Vatjusjärvi   (Haapavesi )",347,20491,19703,83,218,46,7110220
"86690 Karsikas   (Haapavesi )",145,18681,15208,54,75,16,2708728
"86710 Kärsämäki Keskus   (Kärsämäki )",2030,19972,17491,549,1236,245,40543127
"86790 Venetpalo   (Kärsämäki )",0,0,0,0,0,0,0
"86800 Pyhäsalmi   (Pyhäjärvi )",3472,20251,18158,828,2194,450,70311989
"86810 Pellikkaperä   (Pyhäjärvi )",136,20793,19298,34,82,20,2827904
"86850 Hiidenniemi   (Pyhäjärvi )",194,18586,15671,61,115,18,3605771
"86870 Vesikoski   (Pyhäjärvi )",229,20051,18750,54,158,17,4591637
"86900 Pyhäkumpu   (Pyhäjärvi )",409,22179,21033,86,254,69,9071280
"86980 Väliaho   (Pyhäjärvi )",54,20750,20140,17,30,7,1120489
"87100 Kajaani Keskus   (Kajaani )",5496,19793,17833,1323,3635,538,108785027
"87150 Purola   (Kajaani )",1833,21099,20616,405,1173,255,38673960
"87200 Teppana   (Kajaani )",3351,23411,21705,515,2252,584,78450510
"87250 Kättö-Kätönlahti   (Kajaani )",3324,22614,21782,542,2247,535,75169878
"87300 Palokangas   (Kajaani )",929,20243,18295,213,617,99,18805550
"87400 Petäisenniska   (Kajaani )",1485,21091,20368,274,1029,182,31319772
"87500 Lehtikangas   (Kajaani )",4601,22749,20720,839,3069,693,104670407
"87700 Lohtaja-Kettu   (Kajaani )",3276,20271,19406,805,2072,399,66408741
"87800 Vuoreslahti   (Kajaani )",725,23675,22963,126,456,143,17164140
"87830 Nakertaja   (Kajaani )",1114,22396,22293,194,739,181,24948781
"87850 Paltaniemi   (Kajaani )",360,25214,23910,68,205,87,9077055
"87900 Karankalahti   (Kajaani )",358,23431,22945,76,206,76,8388223
"87910 Linnantaus   (Kajaani )",356,24382,24475,64,206,86,8679983
"87930 Salmijärvi   (Kajaani )",313,21427,19553,36,238,39,6706776
"87950 Kuluntalahti   (Kajaani )",628,25579,24840,98,379,151,16063391
"87970 Jormua   (Kajaani )",342,24174,22481,60,211,71,8267391
"88120 Tuhkakylä   (Sotkamo )",72,19238,16614,27,35,10,1385119
"88200 Otanmäki-Kytökoski   (Kajaani )",846,19636,18449,176,614,56,16612281
"88270 Vuolijoki Keskus   (Kajaani )",759,21093,18880,135,546,78,16009608
"88300 Paltamo Keskus   (Paltamo )",1921,19563,17249,462,1277,182,37581259
"88310 Melalahti   (Paltamo )",187,18747,16908,58,115,14,3505733
"88340 Manamansalo   (Vaala )",88,18082,16093,32,50,6,1591245
"88350 Kivesjärvi   (Paltamo )",92,19335,16550,30,52,10,1778800
"88380 Mieslahti   (Paltamo )",192,20303,19060,48,117,27,3898159
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",1087,20256,18009,254,718,115,22018147
"88440 Jokikylä   (Ristijärvi )",55,19532,17924,14,35,6,1074278
"88460 Hiisijärvi   (Ristijärvi )",40,22351,21960,10,26,4,894053
"88470 Kontiomäki   (Paltamo )",430,19408,18602,98,298,34,8345403
"88490 Pohjavaara   (Sotkamo )",203,22060,20498,43,123,37,4478274
"88530 Paakki   (Sotkamo )",81,20633,21046,20,49,12,1671247
"88600 Sotkamo Keskus   (Sotkamo )",5340,21677,19241,1055,3533,752,115757048
"88610 Vuokatti   (Sotkamo )",1953,23283,21693,388,1180,385,45471433
"88615 Vuokatin Urheiluopisto   (Sotkamo )",1,..,..,..,..,..,..
"88620 Korholanmäki   (Sotkamo )",380,22938,21938,77,233,70,8716515
"88640 Ontojoki   (Sotkamo )",65,23890,21493,16,35,14,1552874
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",145,21988,19108,35,89,21,3188332
"88690 Maanselkä   (Sotkamo )",48,17963,16050,13,31,4,862240
"88730 Ylä-Vieksi   (Kuhmo )",122,18151,16268,41,68,13,2214384
"88740 Härmänkylä-Iivantiira   (Kuhmo )",75,18351,15994,21,48,6,1376359
"88760 Iivantiira   (Kuhmo )",139,18503,16556,46,78,15,2571872
"88820 Katerma   (Kuhmo )",7,..,..,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",6696,19856,17680,1561,4521,614,132958369
"88930 Lentiira-Kuumu   (Kuhmo )",271,18280,16779,90,155,26,4953975
"88940 Kuumu   (Kuhmo )",20,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",49,18226,16666,15,31,3,893059
"89140 Kotila-Törmänmäki   (Puolanka )",70,17272,15980,27,35,8,1209023
"89200 Puolanka Keskus   (Puolanka )",2011,18932,17050,492,1353,166,38071663
"89210 Puokiovaara   (Puolanka )",46,21996,16497,15,23,8,1011811
"89320 Joukokylä   (Puolanka )",105,17838,14603,45,47,13,1873025
"89330 Suolijärvi   (Puolanka )",64,18824,17587,21,37,6,1204767
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",1839,19445,16815,483,1192,164,35759494
"89430 Hoikka   (Hyrynsalmi )",35,23215,19566,7,21,7,812512
"89440 Sakara   (Suomussalmi )",72,20120,19642,19,46,7,1448613
"89540 Moisiovaara   (Hyrynsalmi )",181,16530,14565,74,99,8,2991897
"89560 Karhuvaara   (Hyrynsalmi )",67,17930,16635,23,41,3,1201279
"89600 Ämmänsaari   (Suomussalmi )",4515,20073,18416,1005,3078,432,90630396
"89610 Jumaliskylä   (Suomussalmi )",54,18701,15799,14,33,7,1009830
"89640 Pesiökylä   (Suomussalmi )",91,20102,19183,17,65,9,1829288
"89660 Takalo   (Suomussalmi )",90,16851,15497,35,52,3,1516602
"89670 Näljänkä   (Suomussalmi )",204,16587,13848,87,103,14,3383772
"89680 Vaaranniva   (Suomussalmi )",89,16413,13937,36,48,5,1460759
"89730 Ahjola   (Suomussalmi )",26,..,..,..,..,..,..
"89740 Kianta   (Suomussalmi )",46,18361,15966,13,28,5,844594
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",89,16132,14709,34,52,3,1435760
"89770 Peranka   (Suomussalmi )",38,17897,15939,14,21,3,680088
"89780 Kaikkonen   (Suomussalmi )",56,18695,15966,15,37,4,1046930
"89800 Suomussalmi Keskus   (Suomussalmi )",1175,20533,18474,268,782,125,24126267
"89830 Ala-Vuokki   (Suomussalmi )",51,16865,14352,14,34,3,860123
"89840 Ylä-Vuokki   (Suomussalmi )",60,16166,14939,26,31,3,969978
"89920 Ruhtinansalmi   (Suomussalmi )",329,17874,15393,106,200,23,5880434
"90100 Oulu Keskus   (Oulu )",7685,22740,18352,1949,4489,1247,174753355
"90120 Heinäpää   (Oulu )",6275,20283,18285,1561,4011,703,127275605
"90130 Raksila   (Oulu )",5599,21283,18683,1460,3328,811,119165653
"90140 Karjasilta   (Oulu )",2725,24366,21083,567,1564,594,66396626
"90150 Höyhtyä   (Oulu )",4848,21918,20166,1085,2940,823,106260799
"90220 Kontinkangas   (Oulu )",593,17627,15129,245,281,67,10452786
"90230 Värttö-Maikkula   (Oulu )",6096,27075,22566,1192,3292,1612,165050450
"90240 Iinatti   (Oulu )",4947,25298,22945,847,2979,1121,125151515
"90250 Kaukovainio   (Oulu )",5810,18871,17215,1712,3534,564,109639270
"90310 Madekoski   (Oulu )",1966,28879,24163,367,1059,540,56776273
"90400 Äimärautio   (Oulu )",7825,25758,23562,1390,4349,2086,201558414
"90410 Kaakkuri   (Oulu )",3121,27259,24270,504,1760,857,85076843
"90440 Kempele Keskus   (Kempele )",6995,23724,21587,1191,4450,1354,165949183
"90450 Honkanen   (Kempele )",5078,27227,25154,664,2920,1494,138258973
"90460 Oulunsalo Keskus   (Oulu )",5960,25639,23494,977,3531,1452,152808059
"90470 Varjakka   (Oulu )",801,28782,22240,143,490,168,23054602
"90480 Hailuoto   (Hailuoto )",837,22440,19797,163,539,135,18782635
"90500 Tuira   (Oulu )",7520,19495,16766,2085,4635,800,146602685
"90510 Hietasaari   (Oulu )",1519,25166,22774,279,861,379,38227181
"90520 Taskila-Toppila   (Oulu )",4486,19714,17119,1403,2494,589,88436611
"90530 Välivainio   (Oulu )",5180,19604,17211,1491,3098,591,101550027
"90540 Kuivasjärvi   (Oulu )",7358,28367,26324,975,3841,2542,208724155
"90550 Pyykösjärvi-Puolivälikangas   (Oulu )",3662,21124,18758,857,2261,544,77354285
"90560 Koskela-Oulu   (Oulu )",2478,21113,19608,586,1513,379,52317481
"90570 Kaijonharju-Linnanmaa   (Oulu )",6515,16832,14493,2862,2972,681,109661813
"90580 Rajakylä   (Oulu )",3587,21067,18777,891,2145,551,75567548
"90590 Teknologiakylä   (Oulu )",1,..,..,..,..,..,..
"90620 Rusko-Heikinharju   (Oulu )",441,21395,19685,103,265,73,9435192
"90630 Korvensuora   (Oulu )",5149,26025,24980,729,3055,1365,134000403
"90650 Haapalehto   (Oulu )",8173,26039,22782,1436,4726,2011,212814341
"90660 Sanginsuu   (Oulu )",502,26639,23385,75,284,143,13372936
"90670 Hiukkavaara   (Oulu )",1085,27505,25862,126,642,317,29842735
"90800 Pateniemi   (Oulu )",6143,25246,23061,1025,3638,1480,155085544
"90810 Kiviniemi   (Oulu )",2075,26643,24507,309,1205,561,55283939
"90820 Kello   (Oulu )",2289,25064,23099,377,1384,528,57370811
"90830 Haukipudas Keskus   (Oulu )",5846,23636,21889,978,3686,1182,138175992
"90840 Haukipudas Asemanseutu   (Oulu )",1245,23796,22774,225,757,263,29625933
"90850 Martinniemi   (Oulu )",1608,21826,20989,311,1031,266,35096441
"90860 Halosenniemi   (Oulu )",373,23046,22269,59,251,63,8596103
"90900 Kiiminki Keskus   (Oulu )",4547,24251,22968,688,2866,993,110271458
"90910 Kontio   (Oulu )",1006,26405,25484,168,544,294,26563914
"90940 Jääli   (Oulu )",3671,25765,23473,528,2258,885,94582887
"91100 Ii Keskus   (Ii )",4509,22812,21327,822,2893,794,102859592
"91110 Ii Asemanseutu   (Ii )",599,23416,21308,113,366,120,14025886
"91140 Olhava   (Ii )",320,20558,17588,86,197,37,6578572
"91150 Yli-Olhava   (Ii )",132,18752,15899,42,76,14,2475265
"91200 Yli-Ii Keskus   (Oulu )",891,21171,19080,217,538,136,18863057
"91210 Jakkukylä   (Ii )",310,20998,19215,74,191,45,6509419
"91240 Tannila   (Oulu )",162,19741,16746,49,91,22,3198106
"91260 Pahkakoski-Räinä   (Oulu )",106,18616,17019,27,71,8,1973260
"91300 Ylikiiminki Keskus   (Oulu )",2257,21623,19970,481,1423,353,48802855
"91310 Arkala   (Oulu )",148,21453,19524,33,89,26,3175116
"91410 Jokirinne   (Muhos )",640,24585,23184,90,399,151,15734514
"91430 Leppiniemi   (Muhos )",89,21718,19834,24,44,21,1932904
