"Postal code area","Inhabitants, total, 2013 (HE)","Females, 2013 (HE)","Males, 2013 (HE)","Average age of inhabitants, 2013 (HE)","0-2 years, 2013 (HE)","3-6 years, 2013 (HE)","7-12 years, 2013 (HE)","13-15 years, 2013 (HE)","16-17 years, 2013 (HE)","18-19 years, 2013 (HE)","20-24 years, 2013 (HE)","25-29 years, 2013 (HE)","30-34 years, 2013 (HE)","35-39 years, 2013 (HE)","40-44 years, 2013 (HE)","45-49 years, 2013 (HE)","50-54 years, 2013 (HE)","55-59 years, 2013 (HE)","60-64 years, 2013 (HE)","65-69 years, 2013 (HE)","70-74 years, 2013 (HE)","75-79 years, 2013 (HE)","80-84 years, 2013 (HE)","85 years or over, 2013 (HE)"
"22240 Hammarland  (Hammarland)",1507,738,769,42,59,67,115,57,30,38,70,63,81,96,116,107,107,91,105,111,69,47,36,42
"22270 Storby  (Eckerö)",930,444,486,44,30,34,56,28,18,17,41,48,54,51,50,78,72,75,71,66,47,38,22,34
"22310 Pålsböle  (Finström)",518,249,269,43,11,27,38,21,10,14,25,16,21,33,39,43,35,35,46,26,29,20,12,17
"22320 Ödkarby  (Saltvik)",823,399,424,42,26,32,58,39,20,19,33,40,44,38,56,67,66,59,52,66,32,32,24,20
"22330 Tjudö  (Finström)",317,163,154,43,12,15,22,8,8,12,15,14,17,19,17,23,26,18,28,17,7,13,16,10
"22340 Geta  (Geta)",495,240,255,44,14,19,33,16,6,12,21,29,32,28,24,36,49,38,27,27,29,23,16,16
"22410 Godby  (Finström)",1544,801,743,40,59,77,128,60,36,18,82,82,99,104,105,110,92,110,106,102,77,42,30,25
"22430 Saltvik  (Saltvik)",682,351,331,45,23,37,40,16,14,14,26,17,42,55,33,47,47,52,57,54,31,21,30,26
"22520 Tosarby  (Sund)",491,233,258,44,14,12,31,15,10,19,23,16,21,23,37,45,33,44,42,45,17,23,14,7
"22530 Sund  (Sund)",530,267,263,43,12,33,36,19,14,15,14,24,13,44,34,48,40,33,32,38,33,18,9,21
"22550 Vårdö  (Vårdö)",410,204,206,47,10,16,30,13,6,11,14,14,15,18,21,32,27,22,41,36,27,18,25,14
"22610 Lemland  (Lemland)",1493,733,760,39,58,83,119,72,38,40,67,77,97,88,122,115,120,85,86,89,52,36,27,22
"22630 Lumparland  (Lumparland)",417,199,218,44,11,22,23,26,10,8,10,14,14,24,26,32,33,26,34,34,29,19,14,8
"22710 Ålands Degerby  (Föglö)",566,267,299,48,12,13,33,22,16,5,34,23,22,25,26,44,35,46,54,43,38,15,26,34
"22720 Sottunga  (Sottunga)",94,45,49,55,0,0,1,2,3,1,7,2,3,2,3,6,11,9,12,10,6,5,2,9
"22730 Kökar  (Kökar)",247,109,138,51,3,4,13,9,7,6,10,6,5,3,12,26,16,20,22,30,19,14,12,10
"22810 Seglinge  (Kumlinge)",34,18,16,52,0,3,1,0,1,0,3,0,0,1,2,4,2,0,3,3,2,6,1,2
"22820 Kumlinge  (Kumlinge)",193,87,106,52,2,3,7,3,3,1,14,11,8,10,3,14,17,27,13,10,6,15,11,15
"22830 Enklinge  (Kumlinge)",80,40,40,47,1,3,4,4,0,2,2,4,6,3,3,2,5,9,13,8,2,6,2,1
"22840 Lappo  (Brändö)",72,29,43,53,0,0,5,3,3,0,2,2,1,0,6,2,10,2,13,5,7,2,2,7
"22910 Torsholma  (Brändö)",91,43,48,40,0,4,10,5,2,3,11,2,3,4,4,11,5,3,5,7,4,4,2,2
"22920 Brändö-Åland  (Brändö)",146,70,76,55,1,0,2,2,2,0,9,6,6,4,4,11,16,19,11,23,10,6,3,11
"22930 Fiskö  (Brändö)",36,21,15,57,0,0,1,1,0,2,2,1,0,0,0,5,0,2,8,4,3,1,1,5
"22940 Åva  (Brändö)",89,35,54,46,4,5,4,1,3,2,3,2,6,3,6,2,6,4,11,10,7,5,5,0
"22950 Jurmo  (Brändö)",49,22,27,49,0,1,5,0,0,1,3,0,2,1,5,2,5,10,4,3,1,1,3,2
"23100 Mynämäki Keskus  (Mynämäki)",6269,3148,3121,44,158,259,436,253,157,162,251,276,311,328,396,456,460,444,458,485,284,272,210,213
"23120 Mietoinen Keskus  (Mynämäki)",896,440,456,43,34,36,39,34,26,18,33,47,55,54,50,54,85,62,98,66,38,23,19,25
"23140 Hietamäki  (Mynämäki)",705,334,371,41,24,28,56,31,28,14,28,29,40,43,39,51,59,57,53,48,25,31,9,12
"23200 Vinkkilä  (Vehmaa)",1629,834,795,46,43,66,92,62,36,29,62,67,65,76,100,92,125,154,131,134,93,68,76,58
"23210 Vehmaa  (Vehmaa)",554,270,284,46,17,16,30,17,10,13,25,15,26,40,30,41,49,41,55,39,27,23,22,18
"23260 Rautila  (Vehmaa)",183,93,90,44,7,6,7,6,7,8,5,4,8,11,8,20,17,17,20,6,11,6,4,5
"23310 Taivassalo  (Taivassalo)",1658,817,841,49,46,61,92,34,21,23,52,63,81,69,75,104,136,151,151,170,84,94,66,85
"23360 Kustavi  (Kustavi)",855,416,439,52,9,20,29,26,16,17,24,28,22,33,29,63,75,92,96,113,53,43,27,40
"23390 Iniö  (Parainen)",217,109,108,52,3,9,4,9,2,3,9,6,3,14,11,12,14,17,29,21,15,12,8,16
"23450 Lokalahti  (Uusikaupunki)",948,463,485,46,29,40,53,23,18,16,40,37,52,50,45,54,74,97,89,81,48,49,35,18
"23500 Uusikaupunki Keskus  (Uusikaupunki)",11206,5721,5485,46,295,395,601,338,226,259,532,532,494,603,567,737,839,893,1021,1035,665,502,338,334
"23600 Kalanti Keskus  (Uusikaupunki)",2240,1105,1135,44,79,104,151,80,38,55,91,89,103,144,130,160,167,153,189,198,98,84,60,67
"23660 Kalanti Asemanseutu  (Uusikaupunki)",376,186,190,42,10,24,31,12,9,9,10,19,18,29,22,30,19,35,28,23,20,13,9,6
"23800 Laitila Keskus  (Laitila)",8055,4098,3957,43,296,376,546,271,185,191,349,412,414,477,487,511,577,591,570,560,387,356,254,245
"23840 Soukainen  (Laitila)",170,87,83,46,5,7,8,5,3,2,8,4,8,11,5,11,12,24,14,20,11,6,5,1
"23880 Suontaka  (Laitila)",105,49,56,44,5,4,9,4,0,2,3,6,5,5,4,7,8,11,13,6,2,2,6,3
"23930 Pyhämaa  (Uusikaupunki)",552,255,297,50,10,8,24,18,18,10,18,3,16,24,27,35,62,48,71,53,46,31,15,15
"23950 Pyhäranta  (Pyhäranta)",574,277,297,45,13,24,42,24,17,8,27,17,18,32,33,51,40,30,45,48,40,34,16,15
"23960 Santtio  (Pyhäranta)",251,132,119,45,11,10,17,7,8,4,6,9,11,11,16,21,17,16,27,23,11,10,13,3
"24100 Salo Keskus  (Salo)",9185,4992,4193,47,189,258,374,246,158,261,651,522,424,433,467,569,531,648,727,826,552,568,412,369
"24130 Ylhäisi  (Salo)",3941,2021,1920,41,155,240,315,119,96,86,139,201,253,294,255,307,235,248,257,226,168,123,108,116
"24240 Rappula  (Salo)",3994,2113,1881,48,69,105,209,129,89,97,235,185,167,205,232,268,222,301,293,309,219,212,201,247
"24260 Ollikkala  (Salo)",4489,2316,2173,43,137,185,231,114,91,121,244,287,278,265,239,336,354,361,392,370,208,141,91,44
"24280 Tupuri-Hähkänä  (Salo)",5285,2610,2675,35,214,357,548,261,141,130,197,283,396,477,443,462,363,293,272,223,96,68,35,26
"24800 Halikko Keskus  (Salo)",4679,2448,2231,43,115,194,323,174,130,122,213,232,248,272,328,366,301,333,331,294,253,192,120,138
"24910 Halikko Asemanseutu  (Salo)",1089,533,556,36,53,92,122,49,20,22,17,36,69,115,98,85,60,45,54,70,48,15,12,7
"25110 Kruusila  (Salo)",347,163,184,46,11,9,14,15,11,7,15,6,14,21,24,26,37,32,28,31,14,11,12,9
"25130 Muurla  (Salo)",1578,770,808,41,51,91,131,58,49,31,54,67,84,125,101,110,122,105,103,104,75,44,44,29
"25160 Tuohittu  (Salo)",113,54,59,47,6,3,3,5,1,3,3,5,7,5,6,7,10,8,17,5,3,4,8,4
"25170 Kotalato  (Salo)",142,66,76,45,3,6,14,3,3,4,4,9,4,8,8,9,5,10,14,16,10,2,4,6
"25180 Romsila  (Salo)",234,114,120,43,6,18,15,9,1,2,2,5,20,19,10,22,26,14,23,9,8,15,8,2
"25190 Inkere  (Salo)",1035,498,537,39,47,63,87,47,15,17,43,52,74,81,67,72,69,76,73,58,30,27,20,17
"25210 Vartsala  (Salo)",406,195,211,39,16,30,43,13,11,4,6,14,10,41,38,31,26,21,41,28,18,6,1,8
"25230 Angelniemi  (Salo)",373,185,188,45,7,21,22,17,8,8,12,10,12,20,19,38,33,28,32,27,25,23,7,4
"25240 Hajala  (Salo)",667,321,346,44,13,39,45,14,25,16,15,18,35,45,38,55,52,59,50,59,36,25,18,10
"25250 Märynummi  (Salo)",1039,521,518,40,32,67,70,43,23,20,52,32,64,64,96,74,66,103,78,61,39,26,18,11
"25260 Vaskio  (Salo)",1035,516,519,42,32,56,81,32,22,27,27,51,56,73,61,92,76,58,83,68,42,44,32,22
"25320 Raatala  (Salo)",457,219,238,43,15,15,36,18,10,17,21,12,22,29,23,40,35,34,32,30,19,28,9,12
"25330 Kuusjoki Keskus  (Salo)",839,398,441,44,35,36,52,20,17,14,36,56,41,55,36,42,48,79,73,69,28,31,41,30
"25340 Kanunki  (Salo)",407,188,219,43,14,13,32,11,17,7,11,16,25,20,19,40,33,30,28,42,14,16,11,8
"25360 Pertteli Keskus  (Salo)",1253,631,622,40,39,71,118,67,43,16,39,58,62,95,89,93,92,76,81,67,49,43,29,26
"25370 Hiisi  (Salo)",690,321,369,39,23,40,67,33,14,15,24,41,38,40,42,54,50,45,52,37,33,16,15,11
"25380 Rekijoki  (Salo)",496,250,246,48,7,13,27,13,7,14,20,13,25,18,20,45,39,43,63,51,27,23,18,10
"25390 Kiikala Keskus  (Salo)",836,400,436,47,19,37,57,33,15,15,21,17,43,44,43,59,52,64,77,78,57,41,39,25
"25410 Suomusjärvi Keskus  (Salo)",1155,571,584,48,17,45,65,42,25,27,35,38,48,52,72,86,93,79,113,82,60,58,41,77
"25420 Lahnajärvi  (Salo)",164,80,84,46,4,10,12,6,1,0,2,4,10,9,11,10,16,21,12,5,13,11,2,5
"25430 Kettula  (Salo)",71,35,36,48,1,1,4,3,1,3,1,0,3,4,5,5,6,11,5,6,4,7,1,0
"25460 Toija  (Salo)",1239,584,655,46,33,49,89,46,33,21,41,47,46,68,82,83,95,79,88,93,78,70,51,47
"25470 Kisko kk  (Salo)",287,138,149,50,8,10,15,9,5,3,3,8,14,19,7,11,22,19,39,43,23,12,6,11
"25500 Perniö Keskus  (Salo)",3488,1786,1702,46,99,150,205,130,80,62,111,131,177,186,214,202,232,248,280,294,204,190,140,153
"25520 Perniö Asemanseutu  (Salo)",664,330,334,44,8,30,46,23,20,17,26,22,35,28,34,45,61,70,73,45,32,24,10,15
"25540 Knaapila  (Salo)",222,110,112,44,10,9,19,3,8,4,6,8,12,13,10,10,13,20,20,25,6,14,7,5
"25550 Aijala  (Salo)",104,50,54,47,2,3,11,2,1,1,2,1,5,7,9,3,7,7,16,13,8,2,2,2
"25560 Koski Asemanseutu  (Salo)",229,105,124,44,8,12,12,4,4,5,5,5,14,17,15,21,22,24,13,21,9,7,8,3
"25570 Teijo-Mathildedal  (Salo)",574,299,275,50,11,18,33,15,8,10,8,14,17,25,34,48,47,51,55,58,45,41,26,10
"25610 Ylönkylä  (Salo)",402,188,214,43,12,20,24,13,11,12,16,12,16,20,23,46,36,27,26,34,24,12,12,6
"25630 Finby  (Salo)",303,154,149,50,9,13,14,6,8,3,3,6,18,14,12,22,22,22,30,35,21,17,14,14
"25640 Förby  (Salo)",254,127,127,49,4,4,17,8,5,5,8,8,12,11,19,12,10,28,28,27,9,13,16,10
"25650 Strömma  (Kemiönsaari)",96,46,50,51,4,3,1,1,2,2,2,4,4,7,2,4,7,13,14,8,5,4,3,6
"25660 Mathildedal  (Salo)",143,67,76,51,5,4,9,0,2,3,3,4,2,9,5,9,11,14,12,13,21,5,6,6
"25700 Kemiö Keskus  (Kemiönsaari)",2328,1207,1121,46,70,82,163,74,30,45,83,110,106,129,137,154,138,162,201,183,127,120,113,101
"25710 Vreta-Vestlax  (Kemiönsaari)",326,157,169,39,12,15,31,9,14,11,15,19,13,25,18,24,26,18,19,17,16,11,6,7
"25730 Mjösund  (Kemiönsaari)",106,52,54,46,1,7,5,4,5,2,1,3,2,6,6,11,5,9,10,14,6,4,4,1
"25760 Kiila  (Kemiönsaari)",133,58,75,47,6,4,9,3,5,1,3,5,5,7,7,5,7,17,14,14,8,4,4,5
"25810 Mark  (Kemiönsaari)",65,27,38,51,0,0,2,5,1,1,3,3,1,2,1,9,8,7,3,7,1,4,3,4
"25820 Vestlax  (Kemiönsaari)",107,52,55,43,4,6,4,5,3,3,8,5,5,3,3,13,7,6,8,9,3,2,3,7
"25830 Västanfjärd Keskus  (Kemiönsaari)",490,225,265,48,14,9,33,15,8,15,14,19,16,21,31,36,37,41,44,44,23,23,18,29
"25840 Nivelax  (Kemiönsaari)",291,145,146,43,12,13,20,13,3,8,14,11,18,17,14,19,21,23,15,17,19,20,7,7
"25860 Björkboda  (Kemiönsaari)",329,164,165,47,7,4,15,15,7,4,17,10,19,20,16,28,29,27,33,31,16,12,10,9
"25870 Dragsfjärd  (Kemiönsaari)",958,491,467,50,15,36,38,29,28,25,33,24,37,28,51,90,61,76,68,88,61,65,52,53
"25900 Taalintehdas  (Kemiönsaari)",1439,717,722,51,18,29,66,44,32,31,51,37,57,60,87,71,75,133,148,184,111,79,59,67
"25910 Vänoxa  (Kemiönsaari)",11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"25930 Kasnäs  (Kemiönsaari)",75,40,35,47,2,4,2,5,1,0,0,2,4,3,7,10,2,7,4,6,10,0,4,2
"25940 Hiittinen  (Kemiönsaari)",77,37,40,53,3,3,2,0,0,3,4,2,5,4,1,3,3,4,7,7,7,5,7,7
"25950 Rosala-Kasnäs-Hitis  (Kemiönsaari)",125,58,67,48,2,2,8,4,5,4,3,4,3,5,8,9,6,11,17,12,10,3,4,5
"25960 Högsåra  (Kemiönsaari)",49,25,24,52,1,2,5,0,0,0,0,0,3,5,2,2,2,3,3,6,6,3,2,4
"26100 Rauma Keskus  (Rauma)",15864,8448,7416,45,422,525,654,340,271,418,1397,1076,947,822,733,865,988,1029,1140,1199,882,757,638,761
"26200 Merirauma-Kappelinluhta  (Rauma)",5104,2553,2551,42,171,233,317,175,111,105,188,255,327,303,287,410,401,428,454,348,229,191,100,71
"26410 Kaaro  (Rauma)",1609,776,833,35,80,127,172,69,53,41,28,57,126,160,133,109,113,88,88,63,32,32,25,13
"26510 Uotila  (Rauma)",2763,1340,1423,42,92,126,200,116,83,56,120,102,139,167,186,209,184,202,220,211,141,122,50,37
"26560 Kolla  (Rauma)",740,364,376,41,30,42,48,28,22,19,21,36,42,41,45,40,69,74,57,48,25,29,17,7
"26660 Paroalho  (Rauma)",4917,2475,2442,44,137,170,262,153,117,120,301,271,272,296,245,343,325,376,431,428,243,229,118,80
"26720 Monnanummi  (Rauma)",399,205,194,39,13,26,44,19,9,11,5,9,19,47,36,32,26,15,20,17,7,12,11,21
"26740 Vasarainen  (Rauma)",548,267,281,41,15,20,38,31,15,16,27,18,32,39,32,50,46,40,45,36,14,13,12,9
"26820 Sampaanala  (Rauma)",1599,738,861,43,43,43,88,54,46,43,102,96,93,93,104,93,122,131,149,117,78,48,32,24
"26840 Kortela  (Rauma)",822,400,422,42,27,31,73,28,25,19,30,30,42,67,56,59,49,57,82,54,34,30,17,12
"26910 Unaja  (Rauma)",692,341,351,39,23,47,67,33,17,20,12,27,30,53,51,52,49,46,48,48,23,17,15,14
"26930 Vermuntila  (Rauma)",637,288,349,43,17,34,46,22,18,10,22,40,30,27,37,56,50,45,45,49,33,26,21,9
"26950 Voiluoto  (Rauma)",401,185,216,42,8,16,27,17,15,13,11,18,24,25,21,43,34,28,38,24,16,8,6,9
"27100 Eurajoki Keskus  (Eurajoki)",3332,1704,1628,43,114,173,243,126,85,85,125,142,207,206,218,198,217,181,250,242,159,133,102,126
"27110 Irjanne  (Eurajoki)",561,275,286,41,12,38,44,10,16,15,21,30,38,41,35,48,34,35,39,43,22,21,13,6
"27130 Eurajoki asemanseutu  (Eurajoki)",345,159,186,43,12,14,26,7,9,10,14,11,12,35,23,16,26,27,36,28,18,13,6,2
"27150 Lapijoki  (Eurajoki)",1278,620,658,41,52,68,82,45,29,24,43,78,95,73,67,69,86,107,135,97,68,32,13,15
"27160 Olkiluoto  (Eurajoki)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"27170 Kuivalahti  (Eurajoki)",378,187,191,46,11,10,24,12,12,10,10,10,16,10,24,37,42,26,30,26,22,24,12,10
"27220 Ala-Kieri  (Rauma)",630,297,333,41,28,38,44,22,13,9,19,31,48,39,36,42,44,42,52,47,31,23,14,8
"27230 Lappi  (Rauma)",2159,1083,1076,44,70,102,150,72,56,44,83,94,146,119,116,146,148,146,172,141,90,93,85,86
"27250 Kodiksami  (Rauma)",151,70,81,42,4,6,14,10,5,5,4,2,6,10,9,15,10,6,13,8,7,9,4,4
"27260 Kuolimaa  (Rauma)",203,94,109,47,2,8,19,9,5,3,5,5,7,14,11,16,10,11,18,21,7,13,13,6
"27310 Kodisjoki  (Rauma)",528,261,267,42,15,35,36,25,11,7,13,24,29,42,27,33,32,44,57,39,17,16,14,12
"27320 Ihode  (Pyhäranta)",758,382,376,42,26,28,58,41,19,17,27,35,41,38,49,60,39,61,63,52,32,34,20,18
"27340 Reila  (Pyhäranta)",488,226,262,46,17,20,27,9,5,8,15,13,34,21,25,30,47,60,56,39,21,14,19,8
"27400 Kiukainen Keskus  (Eura)",1408,697,711,44,41,62,96,47,35,44,57,48,70,66,90,99,125,100,91,105,50,69,50,63
"27420 Panelia Asemanseutu  (Eura)",259,127,132,46,8,13,12,7,6,4,7,9,13,13,21,20,16,22,29,18,15,11,6,9
"27430 Panelia  (Eura)",1240,605,635,46,36,51,76,41,21,26,39,53,61,68,72,87,84,80,120,117,71,55,33,49
"27450 Harola  (Eura)",227,108,119,45,9,8,12,10,6,3,10,9,14,12,11,10,16,18,16,29,11,8,9,6
"27500 Kauttua  (Eura)",3303,1658,1645,41,119,167,242,114,79,90,174,212,178,199,208,220,229,199,237,229,145,132,74,56
"27510 Eura Keskus  (Eura)",4279,2226,2053,46,111,165,290,150,96,120,166,178,208,195,237,282,269,298,367,333,240,193,162,219
"27600 Hinnerjoki  (Eura)",748,357,391,45,23,37,57,18,13,14,32,34,39,44,22,44,51,70,49,68,48,46,22,17
"27640 Honkilahti kk  (Eura)",314,151,163,46,7,10,22,10,5,11,14,19,12,8,11,23,23,23,34,21,17,22,14,8
"27650 Honkilahti  (Eura)",328,164,164,48,7,8,21,14,5,10,16,11,8,20,18,18,15,26,35,26,18,20,19,13
"27670 Mannila  (Eura)",184,92,92,48,4,6,12,7,9,2,2,3,11,7,12,9,18,7,19,16,7,11,10,12
"27710 Köyliö Keskus  (Köyliö)",1105,551,554,46,22,38,75,32,25,26,50,39,45,50,67,80,80,84,101,87,72,48,42,42
"27730 Tuiskula  (Köyliö)",196,105,91,46,5,4,11,8,4,7,10,8,5,4,11,18,22,22,17,14,7,6,5,8
"27740 Voitoinen  (Köyliö)",177,78,99,46,5,13,5,6,5,4,4,8,7,9,7,14,12,18,16,11,12,8,6,7
"27750 Yttilä  (Köyliö)",348,168,180,47,8,12,22,11,11,5,7,7,9,24,18,33,32,24,32,26,25,16,16,10
"27800 Säkylä Keskus  (Säkylä)",3272,1693,1579,46,87,133,197,110,70,78,141,126,140,158,184,221,224,270,241,305,179,156,130,122
"27820 Iso-Vimma  (Säkylä)",769,376,393,45,27,30,47,24,13,16,30,43,37,46,35,55,57,64,67,60,34,42,24,18
"27840 Kakkuri  (Köyliö)",457,226,231,47,5,13,22,13,16,12,27,25,20,10,18,41,36,35,41,50,26,23,12,12
"27860 Vuori  (Köyliö)",363,173,190,42,13,16,28,18,10,7,18,12,20,17,22,25,27,20,33,18,17,16,19,7
"27910 Huovinrinne  (Säkylä)",180,90,90,35,12,6,8,3,0,2,17,38,15,12,10,7,12,9,13,8,6,2,0,0
"27920 Otajoki  (Säkylä)",279,131,148,46,8,10,19,9,6,5,7,7,10,18,18,35,17,20,22,22,14,13,12,7
"28100 Pori Keskus  (Pori)",12409,6966,5443,49,195,213,241,156,157,307,1556,1062,674,446,416,577,666,742,933,1060,847,808,758,595
"28120 Käppärä-Isomäki  (Pori)",3746,1943,1803,43,60,104,217,113,83,106,345,253,202,215,205,248,259,257,233,239,189,164,133,121
"28130 Impola  (Pori)",5951,3208,2743,43,145,170,240,142,109,188,638,489,346,275,297,357,408,409,450,400,297,239,204,148
"28190 Pormestarinluoto  (Pori)",3832,2028,1804,46,118,128,191,86,70,96,220,242,191,189,176,222,238,260,329,329,218,172,174,183
"28200 Toejoki  (Pori)",4969,2505,2464,41,190,232,388,167,119,109,200,283,321,326,285,356,328,380,407,345,214,165,102,52
"28220 Ruosniemi  (Pori)",4733,2357,2376,37,202,273,438,186,132,121,170,271,369,335,334,351,326,315,251,265,177,100,79,38
"28240 Isojoenranta  (Pori)",736,350,386,42,33,39,52,19,19,14,20,31,36,61,52,53,38,46,59,54,38,41,19,12
"28260 Harjunpää  (Ulvila)",981,487,494,41,45,39,81,41,25,16,30,54,58,67,50,69,74,90,78,65,34,28,27,10
"28300 Kalaholma-Väinölä  (Pori)",2616,1316,1300,39,87,136,215,126,75,77,84,107,153,187,209,259,191,174,195,150,82,58,31,20
"28330 Koivistonluoto  (Pori)",2811,1452,1359,40,107,111,186,118,66,83,175,183,154,171,168,199,198,166,220,203,122,101,48,32
"28360 Vanhakoivisto  (Pori)",4332,2319,2013,46,114,154,244,115,99,94,220,257,200,214,211,296,269,302,328,377,256,232,216,134
"28370 Sampola  (Pori)",3158,1687,1471,50,81,86,108,73,55,66,180,148,152,121,143,174,196,219,282,298,258,197,161,160
"28400 Ulvila Keskus  (Ulvila)",5786,2972,2814,43,182,276,410,206,153,158,213,238,336,322,370,379,405,393,444,423,324,291,162,101
"28430 Kartano-Harmaalinna  (Pori)",1744,865,879,38,91,112,115,63,37,47,74,108,135,102,130,117,139,129,96,97,59,57,24,12
"28450 Vanha-Ulvila  (Ulvila)",4274,2185,2089,42,133,220,358,136,88,102,166,156,262,281,240,290,279,292,351,347,210,165,105,93
"28500 Keskussairaala-alue-Tiilimäki  (Pori)",797,443,354,52,13,11,8,7,4,24,119,62,45,18,30,28,38,41,34,37,43,56,65,114
"28540 Pinomäki  (Pori)",663,324,339,38,15,30,51,39,20,24,35,29,40,42,45,66,64,46,39,24,21,22,7,4
"28560 Lattomeri  (Pori)",498,241,257,39,17,29,45,18,16,8,15,22,32,40,42,33,37,30,28,36,30,9,8,3
"28580 Niittymaa  (Pori)",562,271,291,42,12,28,37,18,19,16,21,18,30,40,44,36,53,38,44,34,34,22,12,6
"28600 Vähärauma  (Pori)",4852,2391,2461,38,205,315,392,152,102,121,322,304,346,391,316,297,294,237,282,267,156,134,94,125
"28610 Musa-Tiiliruukki  (Pori)",4085,1990,2095,41,136,145,232,150,111,130,279,249,262,221,227,326,328,316,302,257,163,125,68,58
"28660 Pietniemi-Leppäkorpi  (Pori)",3929,1980,1949,39,157,216,305,142,110,105,185,252,250,239,206,311,252,290,320,268,141,93,56,31
"28760 Kyläsaari  (Pori)",2370,1182,1188,42,69,122,216,94,46,55,82,91,123,168,156,188,160,159,162,158,100,110,62,49
"28800 Pihlava  (Pori)",4406,2150,2256,44,126,205,252,142,106,97,172,200,260,245,230,299,301,380,444,373,224,157,107,86
"28840 Yyteri-Kaanaa  (Pori)",943,459,484,45,23,33,66,28,30,17,31,42,51,38,64,82,73,68,87,74,56,29,37,14
"28880 Mäntyluoto  (Pori)",419,201,218,50,5,8,20,12,6,9,9,10,15,16,12,44,41,47,51,46,25,26,9,8
"28900 Tahkoluoto-Reposaari  (Pori)",1031,517,514,52,8,28,58,28,18,16,24,31,33,43,47,59,69,96,107,101,73,74,61,57
"29100 Luvia Keskus  (Luvia)",3113,1536,1577,43,108,169,229,117,72,55,97,116,173,222,161,216,200,222,262,259,170,106,81,78
"29180 Peränkylä  (Luvia)",234,109,125,48,3,8,17,5,5,3,6,8,13,7,15,22,10,22,24,28,15,8,8,7
"29200 Harjavalta Keskus  (Harjavalta)",7331,3778,3553,46,209,242,464,233,141,144,327,322,379,387,373,464,467,553,667,644,457,345,257,256
"29250 Nakkila Keskus  (Nakkila)",4876,2482,2394,44,151,199,366,169,140,118,207,199,244,288,285,311,321,361,366,374,272,205,151,149
"29270 Hormisto  (Nakkila)",470,229,241,46,13,16,35,21,14,7,11,9,21,20,31,30,29,33,34,60,35,24,16,11
"29280 Järvimaa  (Nakkila)",306,148,158,43,14,20,15,9,8,6,7,13,22,12,19,26,20,24,28,26,18,7,6,6
"29310 Kaasmarkku  (Ulvila)",576,267,309,43,24,21,31,21,17,17,25,26,38,32,31,40,41,48,46,51,21,21,13,12
"29320 Leineperi  (Ulvila)",232,114,118,41,5,11,20,13,10,3,7,7,14,16,12,22,17,12,24,12,6,13,7,1
"29340 Kullaa Keskus  (Ulvila)",926,442,484,47,23,44,43,23,19,16,26,36,53,50,56,61,71,77,99,65,50,55,26,33
"29350 Palus  (Ulvila)",300,135,165,45,9,12,18,12,8,6,8,17,16,17,17,19,15,15,32,31,13,16,7,12
"29570 Söörmarkku  (Pori)",968,475,493,38,48,77,86,42,20,18,21,39,61,84,65,65,60,52,64,64,38,30,18,16
"29600 Noormarkku Keskus  (Pori)",4975,2551,2424,42,167,272,358,181,135,123,160,211,271,310,297,368,380,324,349,380,250,202,119,118
"29630 Pomarkku Keskus  (Pomarkku)",2030,1007,1023,46,56,84,142,75,51,33,80,80,91,105,114,116,148,163,155,155,111,107,90,74
"29640 Honkakoski  (Pomarkku)",280,137,143,51,4,6,9,12,8,6,9,7,10,8,14,17,22,37,29,20,19,20,13,10
"29680 Kairila  (Pori)",322,139,183,49,11,10,18,9,5,5,5,9,17,15,14,19,24,24,35,23,24,28,15,12
"29700 Ahlainen  (Pori)",815,402,413,49,17,22,52,27,12,12,19,25,34,46,29,53,45,82,95,104,47,39,30,25
"29720 Lamppi  (Pori)",196,104,92,49,5,7,14,8,3,1,3,5,10,5,13,12,10,18,10,25,16,16,9,6
"29740 Etelämaa  (Merikarvia)",109,52,57,47,1,4,10,2,1,2,5,5,2,8,4,8,9,8,11,6,8,7,5,3
"29750 Pohjansaha  (Pori)",123,60,63,46,3,3,12,5,2,4,3,1,2,9,9,9,8,7,6,18,12,6,2,2
"29760 Köörtilä  (Merikarvia)",91,41,50,48,4,2,7,5,1,1,1,4,6,3,2,4,8,5,9,8,6,5,5,5
"29790 Tuorila  (Merikarvia)",326,161,165,47,6,11,21,10,6,8,11,16,8,19,8,20,33,35,31,23,12,18,21,9
"29810 Siikainen Keskus  (Siikainen)",958,470,488,50,20,24,55,34,27,9,35,22,28,33,50,80,56,86,92,69,66,66,54,52
"29830 Sammi  (Siikainen)",216,96,120,46,8,9,17,4,5,6,2,7,10,9,14,9,23,17,26,14,13,10,5,8
"29860 Otamo  (Siikainen)",137,61,76,46,1,4,9,7,5,4,5,3,9,7,8,7,9,10,15,11,6,10,3,4
"29880 Leväsjoki-Saarineva  (Siikainen)",225,112,113,47,5,6,17,10,4,4,6,9,6,9,16,15,17,22,14,21,15,21,3,5
"29900 Merikarvia Keskus-Rannikko  (Merikarvia)",2281,1180,1101,49,62,79,136,60,51,32,54,83,103,112,78,142,171,201,199,197,153,123,117,128
