"Postal code area","Workplaces, 2014 (TP)","Primary production, 2014 (TP)","Processing, 2014 (TP)","Services, 2014 (TP)","A Agriculture, forestry and fishing, 2014 (TP)","B Mining and quarrying, 2014 (TP)","C Manufacturing, 2014 (TP)","D Electricity, gas, steam and air conditioning supply, 2014 (TP)","E Water supply; sewerage, waste management and remediation activities, 2014 (TP)","F Construction, 2014 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2014 (TP)","H Transportation and storage, 2014 (TP)","I Accommodation and food service activities, 2014 (TP)","J Information and communication, 2014 (TP)","K Financial and insurance activities, 2014 (TP)","L Real estate activities, 2014 (TP)","M Professional, scientific and technical activities, 2014 (TP)","N Administrative and support service activities, 2014 (TP)","O Public administration and defence; compulsory social security, 2014 (TP)","P Education, 2014 (TP)","Q Human health and social work activities, 2014 (TP)","R Arts, entertainment and recreation, 2014 (TP)","S Other service activities, 2014 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2014 (TP)","U Activities of extraterritorial organisations and bodies, 2014 (TP)","X Industry unknown, 2014 (TP)"
"02580 Siuntio Asemanseutu   (Siuntio )",782,33,103,646,33,0,13,1,2,87,91,59,30,4,8,7,37,56,37,101,172,37,7,0,0,0
"02590 Lappers   (Siuntio )",56,10,3,43,10,0,0,0,0,3,8,2,0,0,0,1,0,2,0,0,28,2,0,0,0,0
"02600 Etelä-Leppävaara   (Espoo )",12874,2,2763,10109,2,0,1569,1,1,1192,2849,49,369,2129,493,123,2349,341,34,321,644,210,198,0,0,0
"02610 Kilo   (Espoo )",4334,0,2868,1466,0,0,2761,2,0,105,381,448,66,39,1,3,61,18,0,178,254,6,11,0,0,0
"02620 Karakallio   (Espoo )",711,1,75,635,1,0,2,0,0,73,78,51,26,14,3,50,32,23,0,122,195,12,29,0,0,0
"02630 Nihtisilta   (Espoo )",7102,2,756,6344,2,0,432,0,0,324,1034,1603,152,1367,63,108,545,343,594,131,287,78,39,0,0,0
"02650 Pohjois-Leppävaara   (Espoo )",3949,1,465,3483,1,0,25,0,16,424,228,57,152,312,15,30,182,130,59,895,579,737,107,0,0,0
"02660 Lintuvaara   (Espoo )",578,3,103,472,3,0,11,0,0,92,59,42,10,9,10,3,33,16,0,113,164,5,8,0,0,0
"02680 Uusmäki   (Espoo )",75,0,12,63,0,0,4,0,0,8,2,32,7,2,0,1,12,1,0,0,1,1,4,0,0,0
"02700 Kauniainen   (Kauniainen )",2082,14,138,1930,14,2,104,0,0,32,156,11,71,30,40,13,135,50,82,335,780,77,150,0,0,0
"02710 Viherlaakso   (Espoo )",1114,4,139,971,4,0,36,0,0,103,169,85,24,20,1,7,67,29,0,118,408,8,35,0,0,0
"02720 Lähderanta   (Espoo )",259,1,27,231,1,0,1,0,0,26,61,8,11,2,1,7,17,7,0,16,83,2,16,0,0,0
"02730 Jupperi   (Espoo )",419,5,37,377,5,0,2,1,0,34,47,24,7,17,2,6,41,38,0,45,78,67,5,0,0,0
"02740 Bemböle-Pakankylä   (Espoo )",3292,4,120,3168,4,0,2,0,0,118,758,37,119,4,0,9,31,10,0,20,2137,8,35,0,0,0
"02750 Sepänkylä-Kuurinniitty   (Espoo )",627,1,94,532,1,0,2,0,0,92,26,51,45,13,1,5,51,11,139,74,79,32,5,0,0,0
"02760 Tuomarila-Suvela   (Espoo )",1058,2,77,979,2,0,9,0,1,67,102,31,60,20,2,4,58,88,0,186,356,18,54,0,0,0
"02770 Espoon Keskus   (Espoo )",6765,1,459,6305,1,2,38,0,26,393,1050,89,220,34,32,17,489,488,1305,898,1168,138,377,0,0,0
"02780 Kauklahti   (Espoo )",2052,13,615,1424,13,8,456,0,41,110,373,169,71,37,3,22,62,125,3,156,309,42,52,0,0,0
"02810 Gumböle-Karhusuo   (Espoo )",263,0,105,158,0,0,15,0,0,90,26,43,1,13,0,2,4,16,0,20,21,7,5,0,0,0
"02820 Nupuri-Nuuksio   (Espoo )",382,2,113,267,2,0,14,0,43,56,16,35,4,0,0,1,10,33,0,22,87,53,6,0,0,0
"02860 Siikajärvi   (Espoo )",87,1,25,61,1,0,0,0,0,25,2,10,18,1,1,0,5,1,0,0,17,3,3,0,0,0
"02880 Veikkola   (Kirkkonummi )",924,7,303,614,7,0,165,0,0,138,130,40,9,12,1,5,61,26,0,103,184,21,22,0,0,0
"02920 Niipperi   (Espoo )",3385,6,1519,1860,6,0,669,0,173,677,1218,184,34,13,0,6,75,71,0,85,118,21,35,0,0,0
"02940 Lippajärvi-Järvenperä   (Espoo )",1371,27,214,1130,27,0,35,0,0,179,97,78,41,23,0,10,44,69,0,149,561,33,25,0,0,0
"02970 Kalajärvi   (Espoo )",610,2,149,459,2,0,13,1,0,135,72,86,42,9,1,9,12,41,0,57,78,36,16,0,0,0
"02980 Lakisto   (Espoo )",761,0,31,730,0,0,24,0,0,7,0,3,0,0,1,1,1,1,0,0,704,6,13,0,0,0
"03100 Nummela   (Vihti )",4787,24,1273,3490,24,0,822,1,22,428,781,191,205,43,63,64,254,165,138,454,919,95,118,0,0,0
"03150 Huhmari   (Vihti )",151,1,58,92,1,0,29,0,0,29,5,17,0,21,1,0,3,3,0,25,13,1,3,0,0,0
"03220 Tervalampi   (Vihti )",143,1,6,136,1,0,0,0,0,6,3,5,0,0,0,0,7,3,0,8,104,3,3,0,0,0
"03250 Ojakkala   (Vihti )",311,21,134,156,21,1,46,0,0,87,20,25,11,4,0,3,11,5,0,24,32,11,10,0,0,0
"03300 Otalampi   (Vihti )",329,19,87,223,19,0,23,0,0,64,29,22,32,2,0,0,22,17,0,54,35,7,3,0,0,0
"03320 Selki   (Vihti )",90,1,19,70,1,1,1,0,0,17,50,1,0,0,0,0,4,1,0,0,8,0,6,0,0,0
"03400 Vihti Kirkonkylä   (Vihti )",1406,82,267,1057,82,0,52,2,0,213,130,133,41,17,1,3,83,16,0,111,431,18,69,4,0,0
"03430 Jokikunta   (Vihti )",86,16,39,31,16,0,1,0,0,38,1,3,0,0,0,0,6,1,0,4,0,14,2,0,0,0
"03600 Karkkila Keskus   (Karkkila )",2150,37,893,1220,37,0,726,0,7,160,296,113,67,17,27,22,66,53,71,116,265,30,77,0,0,0
"03620 Polari   (Karkkila )",296,20,115,161,20,1,60,0,1,53,44,16,4,0,1,0,6,4,0,11,71,0,4,0,0,0
"03710 Uusitalo   (Karkkila )",47,9,4,34,9,0,1,0,0,3,2,12,0,0,0,0,1,4,0,0,11,4,0,0,0,0
"03790 Vihtijärvi   (Vihti )",59,10,10,39,10,0,0,0,0,10,7,8,0,0,0,0,2,2,0,6,9,1,4,0,0,0
"03810 Ikkala   (Lohja )",128,11,89,28,11,0,68,0,0,21,5,6,1,2,0,0,2,1,0,3,5,2,1,0,0,0
"03850 Pusula   (Lohja )",312,42,74,196,42,0,6,0,0,68,34,25,3,0,4,4,12,2,0,13,82,2,15,0,0,0
"03870 Hyönölä   (Lohja )",41,3,8,30,3,0,5,0,0,3,1,26,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"04130 Sipoo   (Sipoo )",2072,44,226,1802,44,0,103,0,6,117,196,87,46,23,37,11,93,28,174,263,688,36,120,0,0,0
"04150 Martinkylä   (Sipoo )",178,8,60,110,8,0,1,0,0,59,9,28,0,1,0,0,39,18,0,1,13,1,0,0,0,0
"04170 Paippinen   (Sipoo )",136,21,31,84,21,0,4,0,0,27,17,23,6,1,0,0,9,3,0,12,13,0,0,0,0,0
"04200 Kerava Keskus   (Kerava )",4723,2,506,4215,2,0,238,99,0,169,1225,226,206,17,109,51,164,102,511,433,996,69,106,0,0,0
"04220 Ahjo-Kaskela   (Kerava )",1441,13,342,1086,13,0,189,0,0,153,356,446,11,2,0,2,65,56,0,28,105,7,8,0,0,0
"04230 Pihkaniitty   (Kerava )",385,2,80,303,2,0,3,0,0,77,41,32,1,6,0,1,31,12,0,37,119,13,10,0,0,0
"04240 Talma   (Sipoo )",252,8,85,159,8,0,62,0,0,23,24,19,1,0,0,0,17,13,0,18,37,28,2,0,0,0
"04250 Alikerava   (Kerava )",3426,5,1630,1790,5,0,1205,14,13,398,540,259,38,90,7,9,122,74,29,114,108,55,342,3,0,1
"04260 Savio   (Kerava )",1505,6,441,1058,6,0,248,0,49,144,474,38,17,24,14,19,113,115,0,69,151,13,11,0,0,0
"04300 Hyrylä   (Tuusula )",5963,14,1801,4148,14,26,1088,6,82,599,1036,531,164,94,52,54,283,242,219,345,881,94,153,0,0,0
"04310 Tuusula Keskus   (Tuusula )",757,3,159,595,3,0,19,0,0,140,24,33,96,7,1,3,21,27,35,105,171,36,36,0,0,0
"04320 Riihikallio   (Tuusula )",681,12,120,549,12,0,27,0,3,90,159,96,15,5,3,3,21,38,0,63,128,5,13,0,0,0
"04330 Lahela   (Tuusula )",152,8,54,90,8,0,12,0,0,42,22,18,0,3,0,0,8,22,0,1,8,2,6,0,0,0
"04340 Mattila   (Tuusula )",233,0,45,188,0,0,18,0,0,27,45,12,0,2,1,0,8,26,0,2,84,1,7,0,0,0
"04350 Nahkela   (Tuusula )",62,9,18,35,9,0,5,0,0,13,5,16,0,0,0,0,7,0,0,6,0,1,0,0,0,0
"04360 Ruotsinkylä-Kiilinmäki   (Tuusula )",1705,3,793,909,3,0,306,0,0,487,388,262,9,10,4,12,80,79,0,14,4,0,47,0,0,0
"04370 Rusutjärvi   (Tuusula )",134,8,57,69,8,0,5,0,0,52,4,13,0,2,0,1,4,22,0,14,1,5,3,0,0,0
"04380 Tuomala   (Tuusula )",101,10,10,81,10,0,1,0,0,9,5,0,0,4,2,0,8,16,0,38,3,5,0,0,0,0
"04390 Jäniksenlinna   (Tuusula )",79,8,40,31,8,0,20,0,0,20,3,9,0,2,1,0,4,2,0,8,0,1,1,0,0,0
"04400 Loutti   (Järvenpää )",3565,4,119,3442,4,0,26,0,7,86,543,86,249,44,244,81,142,149,396,752,464,46,246,0,0,0
"04410 Järvenpää Keskus   (Järvenpää )",2955,0,415,2540,0,0,179,0,0,236,312,139,134,19,3,25,153,153,427,333,705,60,77,0,0,0
"04420 Kyrölä   (Järvenpää )",377,0,51,326,0,0,7,0,0,44,66,3,16,4,0,5,32,15,0,29,145,4,7,0,0,0
"04430 Kinnari-Mikonkorpi   (Järvenpää )",1384,4,328,1052,4,0,166,18,12,132,473,56,47,22,0,7,76,68,0,93,134,54,22,0,0,0
"04440 Jamppa   (Järvenpää )",2235,1,1466,768,1,0,1211,0,0,255,174,25,46,13,3,15,101,175,2,75,130,1,8,0,0,0
"04460 Nummenkylä   (Tuusula )",164,1,60,103,1,0,2,0,0,58,10,9,0,0,1,0,3,18,0,0,55,1,6,0,0,0
"04480 Haarajoki   (Mäntsälä )",340,7,85,248,7,14,9,0,5,57,38,37,9,8,1,3,15,12,0,23,97,1,4,0,0,0
"04500 Kellokoski   (Tuusula )",1674,9,312,1353,9,0,134,0,4,174,109,80,32,14,0,11,31,68,0,119,859,9,21,0,0,0
"04530 Ohkola   (Mäntsälä )",105,12,32,61,12,0,2,0,0,30,3,15,5,1,0,1,7,3,0,7,12,0,6,1,0,0
"04600 Mäntsälä Keskus   (Mäntsälä )",3301,32,553,2716,32,0,178,62,12,301,859,156,89,44,39,30,113,55,87,260,784,36,164,0,0,0
"04620 Kaunismäki   (Mäntsälä )",202,2,77,123,2,0,46,0,0,31,22,5,2,3,0,1,12,1,0,1,73,0,3,0,0,0
"04630 Sääksjärvi   (Mäntsälä )",128,24,46,58,24,7,3,0,0,36,9,1,1,1,0,0,6,7,0,8,23,1,1,0,0,0
"04660 Numminen   (Mäntsälä )",391,26,114,251,26,0,4,0,2,108,131,32,3,3,1,1,1,15,0,16,33,8,7,0,0,0
"04680 Hirvihaara   (Mäntsälä )",193,12,56,125,12,0,11,0,0,45,8,74,12,0,0,4,1,6,0,8,5,4,3,0,0,0
"04740 Sälinkää   (Mäntsälä )",163,36,55,72,36,0,29,0,0,26,13,27,2,1,0,0,6,2,0,14,5,1,1,0,0,0
"04770 Sahakylä   (Mäntsälä )",38,29,3,6,29,0,0,0,0,3,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"04820 Kaukalampi   (Mäntsälä )",52,12,19,21,12,0,0,0,0,19,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04840 Hautjärvi   (Mäntsälä )",35,13,2,20,13,0,0,0,0,2,1,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"04920 Saarentaus   (Mäntsälä )",176,10,13,153,10,0,1,0,1,11,5,13,0,0,2,0,0,0,0,125,8,0,0,0,0,0
"04940 Levanto   (Mäntsälä )",32,10,12,10,10,0,2,0,0,10,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"05100 Röykkä   (Nurmijärvi )",292,35,80,177,35,0,1,0,0,79,31,51,4,2,0,1,20,8,0,21,23,9,7,0,0,0
"05200 Rajamäki   (Nurmijärvi )",1654,34,504,1116,34,0,390,1,22,91,182,288,27,6,5,4,82,34,0,258,142,38,50,0,0,0
"05250 Kiljava   (Nurmijärvi )",128,2,2,124,2,0,0,0,0,2,3,1,19,0,0,0,0,0,0,71,28,0,2,0,0,0
"05400 Jokela   (Tuusula )",846,38,198,610,38,7,108,3,0,80,133,24,20,4,3,4,31,41,42,114,135,29,30,0,0,0
"05430 Nuppulinna   (Tuusula )",125,13,74,38,13,0,7,0,0,67,7,5,0,0,1,0,5,13,0,3,2,0,2,0,0,0
"05440 Hyvinkää   (Hyvinkää )",26,0,22,4,0,0,17,0,0,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"05450 Nukari   (Nurmijärvi )",211,25,45,141,25,0,9,0,0,36,30,19,0,1,0,0,10,3,0,8,63,1,6,0,0,0
"05460 Hakalanmäki-Hakala   (Hyvinkää )",1315,0,224,1091,0,0,105,0,0,119,357,56,12,9,0,1,143,91,0,29,386,1,6,0,0,0
"05470 Palopuro   (Hyvinkää )",46,6,13,27,6,0,0,0,0,13,1,4,2,0,0,1,4,3,0,0,10,0,2,0,0,0
"05510 Päivärinta   (Hyvinkää )",82,3,32,47,3,0,25,0,0,7,1,18,2,0,0,0,4,1,0,8,11,0,2,0,0,0
"05620 Noppo   (Hyvinkää )",361,6,68,287,6,0,6,0,0,62,238,20,2,0,0,2,5,5,0,13,1,0,1,0,0,0
"05720 Kytäjä   (Hyvinkää )",102,23,29,50,23,0,13,0,0,16,2,5,11,1,0,0,1,1,0,5,0,20,4,0,0,0
"05800 Hyvinkää Keskus   (Hyvinkää )",6988,14,1351,5623,14,0,794,28,26,503,1548,237,440,90,215,118,229,392,196,588,1108,179,283,0,0,0
"05810 Martti   (Hyvinkää )",676,1,100,575,1,0,18,0,0,82,171,31,16,4,0,9,77,20,0,63,144,7,33,0,0,0
"05820 Mustamännistö   (Hyvinkää )",827,16,396,415,16,0,268,0,0,128,84,80,18,4,0,6,32,24,0,54,79,7,27,0,0,0
"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )",3495,4,2521,970,4,8,1922,0,0,591,274,109,38,15,7,7,272,17,51,104,50,9,17,0,0,0
"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )",2179,12,290,1877,12,0,139,0,0,151,280,26,23,22,1,1,22,9,0,69,1410,1,13,0,0,0
"05850 Hyvinkää, sairaala-alue   (Hyvinkää )",12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"05860 Talvisilta   (Hyvinkää )",67,0,7,60,0,0,1,0,0,6,5,11,7,0,0,0,10,0,0,17,3,1,6,0,0,0
"05880 Paavola-Vaivero   (Hyvinkää )",403,0,69,334,0,0,33,0,22,14,94,67,20,1,0,8,23,9,0,21,63,19,9,0,0,0
"05900 Vieremä   (Hyvinkää )",1207,1,121,1085,1,10,4,0,25,82,44,22,16,4,0,4,145,186,207,69,376,3,9,0,0,0
"05950 Ridasjärvi   (Hyvinkää )",162,12,26,124,12,0,16,0,1,9,2,27,1,0,0,1,2,0,0,8,81,2,0,0,0,0
"06100 Porvoo Keskus   (Porvoo )",7517,39,392,7086,39,0,102,77,44,169,1145,330,527,127,196,119,321,431,596,972,1666,190,466,0,0,0
"06150 Kevätkumpu   (Porvoo )",4155,1,1720,2434,1,4,1425,0,24,267,692,427,59,39,3,4,65,43,4,32,1001,19,46,0,0,0
"06200 Porvoo itäinen   (Porvoo )",448,45,130,273,45,0,14,0,16,100,12,22,25,1,2,2,24,19,0,10,118,6,32,0,0,0
"06400 Gammelbacka   (Porvoo )",744,1,69,674,1,0,11,0,0,58,51,39,166,8,1,0,27,31,0,179,117,15,40,0,0,0
"06450 Eestinmäki-Ernestas   (Porvoo )",807,3,367,437,3,0,135,0,16,216,134,45,13,2,4,6,40,40,0,116,31,4,2,0,0,0
"06500 Saksala-Suomenkylä   (Porvoo )",245,28,110,107,28,1,2,0,0,107,25,14,3,2,0,2,16,4,0,15,20,5,1,0,0,0
"06530 Kerkkoo   (Porvoo )",114,20,32,62,20,0,5,0,0,27,16,16,4,1,1,1,1,2,0,11,7,0,2,0,0,0
"06650 Hamari   (Porvoo )",92,1,37,54,1,0,14,0,0,23,6,1,6,0,0,0,10,11,0,11,7,0,2,0,0,0
"06750 Tolkkinen   (Porvoo )",177,1,35,141,1,0,11,0,0,24,11,65,0,1,0,0,6,5,3,48,1,1,0,0,0,0
"06830 Kulloonkylä   (Porvoo )",128,14,20,94,14,0,11,0,0,9,6,28,17,3,0,0,7,2,0,17,2,7,5,0,0,0
"06850 Kulloo   (Porvoo )",2140,0,1511,629,0,0,1142,0,0,369,10,11,6,0,0,0,563,14,0,1,22,0,2,0,0,0
"06880 Kärrby   (Sipoo )",36,2,15,19,2,0,4,0,0,11,4,5,6,0,0,0,3,1,0,0,0,0,0,0,0,0
"06950 Emäsalo   (Porvoo )",89,9,50,30,9,0,7,0,0,43,6,0,10,1,0,0,8,1,0,0,1,3,0,0,0,0
"07110 Hinthaara   (Porvoo )",171,13,40,118,13,0,7,0,2,31,26,4,5,1,0,5,5,9,0,29,28,2,4,0,0,0
"07130 Anttila   (Porvoo )",51,14,33,4,14,0,0,0,0,33,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
"07150 Laukkoski   (Pornainen )",164,13,58,93,13,0,4,0,0,54,3,46,2,0,0,0,7,14,0,12,1,6,2,0,0,0
"07170 Keski-Pornainen   (Pornainen )",530,24,93,413,24,0,4,0,1,88,58,31,24,9,8,5,14,38,20,67,122,8,9,0,0,0
"07190 Halkia   (Pornainen )",181,37,44,100,37,0,5,1,1,37,6,26,0,1,0,1,7,3,0,19,32,3,2,0,0,0
"07220 Kaarenkylä   (Porvoo )",33,11,9,13,11,0,2,0,0,7,2,2,0,2,0,0,0,0,0,0,6,0,1,0,0,0
"07230 Monninkylä   (Askola )",516,16,337,163,16,0,214,0,0,123,36,7,2,0,5,0,11,3,0,68,27,0,4,0,0,0
"07280 Ilola   (Porvoo )",91,27,19,45,27,0,0,0,0,19,5,0,0,3,0,0,6,6,0,6,16,1,2,0,0,0
"07310 Sannainen   (Porvoo )",62,7,13,42,7,0,4,0,0,9,2,21,8,0,0,0,0,1,0,10,0,0,0,0,0,0
"07320 Jakari-Sannäs   (Porvoo )",58,6,31,21,6,0,7,0,0,24,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07350 Gäddrag   (Porvoo )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"07360 Tirmo   (Porvoo )",13,2,4,7,2,0,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07370 Pellinki   (Porvoo )",12,2,6,4,2,0,4,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"07390 Suurpellinki   (Porvoo )",34,9,5,20,9,0,3,0,0,2,1,4,0,0,0,0,2,0,13,0,0,0,0,0,0,0
"07410 Kråkö   (Porvoo )",44,1,15,28,1,0,3,0,0,12,3,2,0,0,0,0,12,2,0,5,3,1,0,0,0,0
"07450 Voolahti   (Porvoo )",94,0,19,75,0,0,5,0,1,13,4,10,0,0,0,1,5,1,0,11,42,0,1,0,0,0
"07500 Askola Kirkonkylä   (Askola )",311,13,30,268,13,1,2,0,1,26,22,0,0,0,4,1,9,9,30,17,146,4,26,0,0,0
"07510 Vakkola   (Askola )",174,11,80,83,11,0,6,0,0,74,6,5,1,0,0,1,7,6,0,49,7,0,1,0,0,0
"07530 Onkimaa   (Askola )",25,13,4,8,13,0,1,0,0,3,0,2,0,0,0,0,4,1,0,0,1,0,0,0,0,0
"07550 Torpinkylä   (Pukkila )",44,12,6,26,12,1,0,0,0,5,8,11,0,0,0,0,0,0,0,6,0,0,1,0,0,0
"07560 Pukkila Keskus   (Pukkila )",342,42,93,207,42,0,19,0,0,74,28,49,4,3,4,1,15,16,22,27,19,2,17,0,0,0
"07565 Kantele   (Pukkila )",45,16,18,11,16,0,3,0,0,15,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"07580 Tiilää   (Askola )",33,2,24,7,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"07590 Huuvari-Tiilää   (Askola )",113,32,19,62,32,0,4,0,0,15,7,27,0,0,0,0,8,4,0,8,6,0,2,0,0,0
"07600 Myrskylä Keskus   (Myrskylä )",371,70,73,228,70,2,34,0,0,37,32,26,7,0,11,3,9,21,12,36,56,1,14,0,0,0
"07680 Juornaankylä   (Askola )",84,26,28,30,26,0,0,0,0,28,1,8,0,0,0,8,1,3,0,8,0,0,1,0,0,0
"07690 Kankkila   (Myrskylä )",18,16,2,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07700 Koskenkylän saha-alue   (Loviisa )",145,27,48,70,27,0,12,0,0,36,10,7,2,0,4,0,3,0,0,15,24,3,2,0,0,0
"07720 Malmgård   (Loviisa )",20,11,5,4,11,0,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"07740 Gammelby   (Loviisa )",150,19,18,113,19,0,0,0,0,18,39,4,61,0,1,0,4,0,0,0,4,0,0,0,0,0
"07750 Isnäs   (Loviisa )",59,13,11,35,13,0,0,0,0,11,0,4,8,0,0,0,4,2,0,8,4,5,0,0,0,0
"07780 Härkäpää   (Loviisa )",22,7,7,8,7,0,1,0,1,5,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"07800 Lapinjärvi Keskus   (Lapinjärvi )",302,15,56,231,15,0,24,1,1,30,29,6,10,1,5,2,4,8,21,23,107,2,13,0,0,0
"07810 Ingermaninkylä   (Lapinjärvi )",68,8,23,37,8,0,13,0,3,7,23,0,0,0,0,0,3,0,0,10,0,0,1,0,0,0
"07820 Porlammi   (Lapinjärvi )",111,48,22,41,48,0,15,0,0,7,3,10,0,0,1,0,5,4,0,12,3,2,1,0,0,0
"07830 Pukaro   (Lapinjärvi )",152,45,31,76,45,0,2,0,0,29,36,4,27,0,0,0,0,0,0,5,4,0,0,0,0,0
"07840 Lindkoski   (Lapinjärvi )",59,37,1,21,37,0,0,0,0,1,7,6,0,0,0,0,0,3,0,0,0,0,5,0,0,0
"07850 Heikinkylä   (Lapinjärvi )",40,20,3,17,20,0,1,0,0,2,2,12,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"07870 Skinnarby   (Loviisa )",67,27,21,19,27,0,5,0,0,16,3,4,0,0,0,0,2,1,0,0,4,0,5,0,0,0
"07880 Liljendal Keskus   (Loviisa )",258,35,68,155,35,0,50,0,0,18,10,43,0,0,2,0,4,48,0,7,30,2,9,0,0,0
"07890 Mickelspiltom   (Loviisa )",37,22,2,13,22,0,0,0,0,2,0,1,0,0,0,1,2,2,0,0,7,0,0,0,0,0
"07900 Loviisa Keskus   (Loviisa )",2750,30,1011,1709,30,0,404,519,17,71,345,102,121,46,30,8,89,112,147,211,394,26,78,0,0,0
"07910 Valko   (Loviisa )",263,6,79,178,6,0,50,0,0,29,15,123,0,0,4,1,2,2,11,6,10,0,4,0,0,0
"07920 Etelä-Harju   (Loviisa )",104,1,25,78,1,0,3,0,0,22,6,15,3,0,0,0,4,15,2,0,24,7,2,0,0,0
"07930 Pernaja Kirkonkylä   (Loviisa )",130,8,17,105,8,0,8,0,0,9,1,5,0,2,0,0,0,2,0,6,74,2,13,0,0,0
"07940 Määrlahti   (Loviisa )",100,0,9,91,0,0,5,0,0,4,2,2,3,2,0,0,5,0,0,0,77,0,0,0,0,0
"07945 Kuggom   (Loviisa )",77,17,16,44,17,0,7,0,0,9,3,12,0,2,0,1,0,2,0,7,15,1,1,0,0,0
"07955 Tesjoki   (Loviisa )",266,9,97,160,9,0,50,0,3,44,24,27,5,0,0,3,5,2,0,11,79,2,2,0,0,0
"07960 Ahvenkoski   (Loviisa )",24,1,14,9,1,0,11,0,0,3,0,1,4,0,0,0,1,0,0,0,0,0,3,0,0,0
"07970 Ruotsinpyhtää Keskus   (Loviisa )",219,3,166,50,3,0,158,0,0,8,3,5,6,0,12,2,1,1,2,3,6,1,8,0,0,0
"07980 Kuninkaankylä   (Loviisa )",29,10,12,7,10,0,0,0,0,12,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0
"07990 Ruotsinkylä-Koskisto   (Loviisa )",47,33,0,14,33,0,0,0,0,0,4,0,1,0,0,0,1,0,0,4,2,0,2,0,0,0
"08100 Lohja Keskus   (Lohja )",5058,8,447,4603,8,1,331,7,18,90,488,64,343,39,152,51,222,461,609,648,1152,154,220,0,0,0
"08150 Keskilohja   (Lohja )",1561,0,758,803,0,0,584,0,19,155,154,246,11,23,1,3,47,49,0,32,171,40,26,0,0,0
"08200 Ojamo   (Lohja )",1582,1,74,1507,1,0,27,3,0,44,407,10,58,2,0,1,15,53,62,42,822,1,34,0,0,0
"08350 Routio   (Lohja )",231,5,38,188,5,0,10,0,0,28,94,8,6,0,0,0,9,7,0,38,23,2,1,0,0,0
"08360 Kisakallio   (Lohja )",103,0,15,88,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0
"08450 Hormajärvi   (Lohja )",209,0,17,192,0,0,11,0,0,6,9,7,4,0,0,1,3,0,0,34,134,0,0,0,0,0
"08480 Karstu   (Lohja )",19,6,7,6,6,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08500 Ventelä-Millola   (Lohja )",1688,31,621,1036,31,1,351,12,30,227,416,47,9,27,2,7,82,34,0,83,285,10,34,0,0,0
"08680 Muijala   (Lohja )",538,4,262,272,4,0,200,0,0,62,60,69,4,29,0,1,4,14,0,21,62,0,8,0,0,0
"08700 Virkkala   (Lohja )",1126,44,342,740,44,0,107,0,7,228,149,85,37,14,8,13,46,40,0,133,177,5,32,1,0,0
"08800 Kirkniemi   (Lohja )",853,14,719,120,14,0,644,0,0,75,5,65,11,2,0,2,7,7,0,4,12,2,3,0,0,0
"09120 Karjalohja   (Lohja )",362,29,42,291,29,0,6,0,0,36,35,15,74,0,2,0,9,12,0,7,128,2,7,0,0,0
"09220 Sammatti   (Lohja )",334,27,115,192,27,0,60,0,0,55,22,17,9,5,5,2,6,8,3,44,57,1,13,0,0,0
"09430 Saukkola   (Lohja )",357,31,134,192,31,0,94,0,0,40,58,59,8,6,6,0,8,9,0,4,26,0,8,0,0,0
"09520 Millola   (Lohja )",13,8,2,3,8,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"09630 Koisjärvi   (Lohja )",59,14,13,32,14,0,2,0,0,11,8,8,4,0,0,0,0,9,0,1,2,0,0,0,0,0
"09810 Nummi-Oinola   (Lohja )",188,21,37,130,21,0,1,0,0,36,31,2,0,1,0,0,8,5,0,48,31,1,3,0,0,0
