"Postal code area","Aged 18 or over, total, 2014 (KO)","Basic level studies, 2014 (KO)","With education, total, 2014 (KO)","Matriculation examination, 2014 (KO)","Vocational diploma, 2014 (KO)","Academic degree - Lower level university degree, 2014 (KO)","Academic degree - Higher level university degree, 2014 (KO)"
"52330 Heimari   (Mikkeli )",44,14,30,1,25,3,1
"52340 Hangastenmaa   (Mikkeli )",175,58,117,3,96,13,5
"52360 Someenjärvi   (Mikkeli )",95,36,59,1,50,7,1
"52420 Pellosniemi   (Mikkeli )",582,224,358,16,300,28,14
"52510 Hietanen   (Hirvensalmi )",418,129,289,15,233,29,12
"52520 Syväsmäki   (Hirvensalmi )",122,38,84,6,67,10,1
"52550 Hirvensalmi Keskus   (Hirvensalmi )",1451,592,859,36,681,90,52
"52610 Tuukkalanlahti   (Hirvensalmi )",97,43,54,1,44,5,4
"52620 Kuitula   (Hirvensalmi )",79,41,38,1,30,1,6
"52700 Mäntyharju Keskus   (Mäntyharju )",4286,1603,2683,166,2032,309,176
"52720 Karankamäki-Koirakivi   (Mäntyharju )",101,42,59,1,52,4,2
"52730 Koirakivi   (Mäntyharju )",68,33,35,1,25,7,2
"52740 Tuustaipale   (Mäntyharju )",244,93,151,6,129,8,8
"52760 Mynttilä   (Mäntyharju )",86,32,54,4,43,4,3
"52780 Kuomiokoski   (Mikkeli )",109,46,63,4,54,2,3
"52830 Suomenniemi   (Mikkeli )",585,236,349,16,286,30,17
"52850 Halmeniemi   (Mäntyharju )",115,54,61,1,52,4,4
"52890 Käävänkylä   (Mäntyharju )",88,36,52,3,40,7,2
"52920 Voikoski   (Kouvola )",124,59,65,3,52,2,8
"52960 Nurmaa   (Mäntyharju )",103,42,61,2,48,8,3
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",85,41,44,2,36,5,1
"52980 Ahvenainen   (Mäntyharju )",61,32,29,1,24,1,3
"53100 Lappeenranta keskus   (Lappeenranta )",9087,2435,6652,704,3977,1055,916
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",588,90,498,32,286,100,80
"53200 Kaukas-Tirilä   (Lappeenranta )",1255,367,888,69,614,122,83
"53300 Lauritsala-Mälkiä   (Lappeenranta )",6400,1828,4572,261,3317,590,404
"53400 Laihia   (Lappeenranta )",1418,333,1085,54,759,158,114
"53420 Mustola   (Lappeenranta )",454,109,345,16,245,58,26
"53500 Parkkarila-Harapainen-Reijola   (Lappee",4218,1065,3153,229,2135,458,331
"53550 Kourulanmäki   (Lappeenranta )",838,209,629,40,402,101,86
"53600 Kesämäki   (Lappeenranta )",2145,581,1564,199,951,208,206
"53650 Mattila-Kuusela   (Lappeenranta )",1651,470,1181,52,855,152,122
"53810 Kuusimäki-Lavola   (Lappeenranta )",3347,901,2446,328,1478,360,280
"53830 Rutola   (Lappeenranta )",483,86,397,10,263,70,54
"53850 Skinnarila   (Lappeenranta )",8746,1986,6760,1389,3187,1033,1151
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",2502,480,2022,255,1115,348,304
"53920 Voisalmi   (Lappeenranta )",2717,726,1991,120,1352,267,252
"53950 Kivisalmi   (Lappeenranta )",1752,503,1249,69,841,178,161
"54100 Joutseno Keskus   (Lappeenranta )",4422,1378,3044,131,2384,332,197
"54110 Lampikangas   (Lappeenranta )",899,213,686,30,518,97,41
"54120 Pulp   (Lappeenranta )",1422,432,990,39,781,110,60
"54190 Konnunsuo   (Lappeenranta )",63,22,41,2,32,3,4
"54230 Nuijamaa   (Lappeenranta )",580,203,377,22,292,39,24
"54250 Rapattila   (Lappeenranta )",145,57,88,2,78,7,1
"54260 Hanhijärvi   (Lappeenranta )",574,126,448,17,327,67,37
"54270 Vainikkala   (Lappeenranta )",389,134,255,16,222,13,4
"54300 Vilkjärvi   (Lappeenranta )",466,144,322,11,258,38,15
"54310 Hytti   (Lappeenranta )",320,70,250,11,179,31,29
"54330 Simola   (Lappeenranta )",345,102,243,6,201,27,9
"54390 Pulsa   (Lappeenranta )",141,62,79,2,65,7,5
"54410 Ylämaa Keskus   (Lappeenranta )",811,345,466,22,382,37,25
"54430 Hujakkala   (Lappeenranta )",134,56,78,1,69,6,2
"54460 Ylijärvi   (Lappeenranta )",70,33,37,0,34,1,2
"54490 Ahomäki   (Miehikkälä )",167,86,81,1,73,3,4
"54500 Taavetti-Somerharju   (Luumäki )",2396,951,1445,83,1132,141,89
"54510 Uro   (Luumäki )",344,129,215,8,177,16,14
"54530 Luumäki   (Luumäki )",997,249,748,47,529,89,83
"54550 Suo-Anttila   (Luumäki )",71,35,36,2,28,4,2
"54580 Somerharju   (Luumäki )",28,..,..,..,..,..,..
"54590 Kaitjärvi   (Luumäki )",109,44,65,3,55,4,3
"54710 Lemi Keskus   (Lemi )",1131,432,699,25,557,59,58
"54720 Laksiainen   (Lemi )",127,47,80,4,71,4,1
"54750 Välijoki   (Savitaipale )",245,94,151,8,123,13,7
"54770 Heituinlahti   (Savitaipale )",472,182,290,14,245,21,10
"54800 Savitaipale Keskus   (Savitaipale )",2256,846,1410,97,1027,169,117
"54820 Kotimäki   (Lemi )",205,64,141,4,108,20,9
"54850 Kuukanniemi   (Lemi )",850,199,651,36,465,98,52
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",1408,287,1121,59,755,190,117
"54920 Taipalsaari   (Taipalsaari )",1176,320,856,32,605,124,95
"54930 Levänen   (Taipalsaari )",252,90,162,12,125,14,11
"54940 Solkei   (Taipalsaari )",101,34,67,3,52,7,5
"54950 Pettilä   (Savitaipale )",93,44,49,2,42,2,3
"54960 Vehkataipale   (Taipalsaari )",464,105,359,15,249,51,44
"55100 Imatra Keskus   (Imatra )",8651,2441,6210,356,4590,791,473
"55120 Mansikkala-Tuulikallio   (Imatra )",2764,942,1822,107,1346,205,164
"55300 Rauha-Tiuruniemi   (Lappeenranta )",801,199,602,21,451,70,60
"55320 Rauha   (Lappeenranta )",435,73,362,13,276,49,24
"55330 Tiuruniemi   (Lappeenranta )",55,17,38,2,25,1,10
"55400 Tainionkoski-Mustalampi   (Imatra )",1131,301,830,33,602,100,95
"55420 Karhumäki-Karhukallio   (Imatra )",1743,490,1253,51,943,155,104
"55510 Sotkulampi-Linnasuo   (Imatra )",1157,447,710,49,557,63,41
"55610 Rajapatsas-Teppanala   (Imatra )",2429,795,1634,81,1331,137,85
"55700 Vintteri-Virasoja   (Imatra )",1177,325,852,43,672,96,41
"55800 Vuoksenniska-Saarlampi   (Imatra )",3705,1424,2281,77,1870,216,118
"55910 Rautio-Kurkvuori   (Imatra )",1376,414,962,49,772,92,49
"56100 Ruokolahti Keskus   (Ruokolahti )",1821,684,1137,35,879,149,74
"56120 Salosaari   (Ruokolahti )",667,168,499,26,375,54,44
"56140 Äitsaari   (Ruokolahti )",220,97,123,2,105,9,7
"56210 Virmutjoki   (Ruokolahti )",341,118,223,9,182,18,14
"56310 Syyspohja   (Ruokolahti )",186,74,112,3,92,11,6
"56330 Utula   (Ruokolahti )",31,16,15,0,12,3,0
"56350 Kyläniemi   (Taipalsaari )",18,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",124,53,71,4,52,7,8
"56440 Pohja-Lankila   (Ruokolahti )",194,71,123,3,93,12,15
"56510 Puntala   (Ruokolahti )",350,115,235,12,191,23,9
"56550 Niska-Pietilä   (Rautjärvi )",121,33,88,4,73,10,1
"56610 Rautjärvi   (Rautjärvi )",550,201,349,7,305,20,17
"56640 Purnujärvi   (Rautjärvi )",89,39,50,1,47,1,1
"56710 Miettilä   (Rautjärvi )",124,45,79,5,62,9,3
"56730 Laikko   (Rautjärvi )",278,96,182,6,158,11,7
"56800 Simpele   (Rautjärvi )",2138,852,1286,59,1071,105,51
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",3550,1000,2550,327,1652,314,257
"57120 Savonlinna   (Savonlinna )",22,..,..,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1835,493,1342,153,787,241,161
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",1848,567,1281,145,878,153,105
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",2202,554,1648,94,1216,177,161
"57210 Nojanmaa   (Savonlinna )",2125,493,1632,78,1217,209,128
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",1339,496,843,36,694,82,31
"57230 Inkerinkylä   (Savonlinna )",2849,898,1951,80,1576,189,106
"57310 Rinkilä   (Savonlinna )",583,166,417,15,327,49,26
"57510 Laitaatsilta   (Savonlinna )",401,80,321,24,197,46,54
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",1511,295,1216,62,807,168,179
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",2363,525,1838,88,1274,253,223
"57810 Aholahti   (Savonlinna )",275,79,196,4,151,29,12
"58130 Oravi   (Savonlinna )",107,43,64,1,45,10,8
"58140 Ahvensalmi   (Savonlinna )",69,28,41,1,32,4,4
"58150 Makkola   (Savonlinna )",179,53,126,6,99,16,5
"58160 Karvila   (Enonkoski )",160,66,94,2,79,10,3
"58170 Simanala   (Enonkoski )",205,62,143,3,116,19,5
"58175 Enonkoski Keskus   (Enonkoski )",794,299,495,22,400,45,28
"58180 Ihamaniemi   (Enonkoski )",133,55,78,1,64,9,4
"58200 Kerimäki Keskus   (Savonlinna )",2819,947,1872,73,1504,173,122
"58220 Louhi   (Savonlinna )",351,110,241,15,191,27,8
"58260 Kumpuranta   (Savonlinna )",164,54,110,5,90,12,3
"58300 Savonranta Keskus   (Savonlinna )",628,259,369,10,331,18,10
"58320 Raikuu   (Savonlinna )",162,52,110,3,99,7,1
"58350 Villala   (Kitee )",196,88,108,0,96,7,5
"58360 Säimen   (Savonlinna )",198,87,111,1,98,8,4
"58390 Rönkönvaara   (Savonlinna )",60,24,36,1,30,3,2
"58410 Haapakallio   (Savonlinna )",464,99,365,20,276,48,21
"58420 Silvola   (Savonlinna )",254,64,190,6,145,27,12
"58430 Kulennoinen   (Savonlinna )",386,112,274,7,213,30,24
"58450 Punkaharju   (Savonlinna )",353,85,268,12,173,51,32
"58500 Punkasalmi   (Savonlinna )",1394,560,834,27,670,90,47
"58520 Hiukkajoki   (Savonlinna )",269,87,182,7,147,16,12
"58550 Putikko   (Savonlinna )",366,157,209,7,170,22,10
"58570 Ruhvana   (Savonlinna )",64,23,41,0,39,2,0
"58580 Vuoriniemi   (Savonlinna )",97,36,61,4,49,5,3
"58610 Telakanava   (Sulkava )",132,48,84,5,68,9,2
"58620 Lohilahti   (Sulkava )",255,120,135,8,116,3,8
"58650 Kiviapaja   (Savonlinna )",98,38,60,6,47,6,1
"58680 Piojärvi   (Savonlinna )",36,15,21,2,14,4,1
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",78,31,47,0,44,2,1
"58700 Sulkava Keskus   (Sulkava )",1889,747,1142,65,890,122,65
"58720 Kaartilankoski   (Sulkava )",263,104,159,7,128,15,9
"58770 Pihlajalahti   (Savonlinna )",210,89,121,6,100,13,2
"58810 Kallislahti   (Savonlinna )",251,72,179,10,136,23,10
"58830 Parkumäki   (Rantasalmi )",256,78,178,11,141,18,8
"58850 Hiltula   (Rantasalmi )",89,34,55,1,47,3,4
"58900 Rantasalmi Keskus   (Rantasalmi )",2142,728,1414,60,1118,147,89
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",162,52,110,9,84,13,4
"58920 Kolkontaipale   (Rantasalmi )",269,81,188,5,154,14,15
"58940 Tuusmäki   (Rantasalmi )",210,63,147,6,126,9,6
"59100 Parikkala Keskus   (Parikkala )",2011,757,1254,46,980,138,90
"59130 Koitsanlahti   (Parikkala )",153,59,94,2,83,6,3
"59210 Melkoniemi   (Parikkala )",135,59,76,3,64,8,1
"59310 Särkisalmi   (Parikkala )",789,262,527,21,431,48,27
"59320 Haapaoja   (Parikkala )",84,31,53,1,45,3,4
"59410 Kirjavala   (Parikkala )",381,157,224,3,203,13,5
"59510 Maironiemi   (Parikkala )",392,177,215,3,190,14,8
"59520 Saari   (Parikkala )",115,36,79,3,62,10,4
"59530 Mikkolanniemi   (Parikkala )",82,25,57,2,45,5,5
"59610 Tarnala   (Parikkala )",167,68,99,1,91,5,2
"59710 Kummunkylä   (Parikkala )",89,38,51,2,48,1,0
"59720 Niukkala   (Parikkala )",123,46,77,2,63,7,5
"59730 Uukuniemi   (Parikkala )",98,35,63,0,50,6,7
"59800 Kesälahti Keskus   (Kitee )",1368,520,848,27,693,72,56
"59810 Suurikylä   (Kitee )",80,27,53,3,46,1,3
"59820 Purujärvi-Rajavaara   (Kitee )",131,39,92,4,80,7,1
"60100 Seinäjoki Keskus   (Seinäjoki )",8728,2142,6586,854,4140,939,653
"60120 Pohja   (Seinäjoki )",2100,489,1611,134,1158,226,93
"60150 Kasperi   (Seinäjoki )",3637,825,2812,190,2039,413,170
"60200 Törnävä   (Seinäjoki )",8020,1223,6797,486,4131,1340,840
"60220 Huhtala   (Seinäjoki )",1691,375,1316,114,825,224,153
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",9,..,..,..,..,..,..
"60320 Alakylä-Jouppi   (Seinäjoki )",5316,921,4395,388,2810,692,505
"60420 Impivaara   (Seinäjoki )",823,139,684,37,433,116,98
"60450 Munakka   (Ilmajoki )",322,78,244,4,194,32,14
"60510 Hyllykallio   (Seinäjoki )",5987,949,5038,320,3205,981,532
"60550 Nurmo Keskus   (Seinäjoki )",3223,766,2457,134,1725,381,217
"60560 Halkosaari   (Seinäjoki )",474,80,394,16,269,79,30
"60640 Kurjenneva   (Seinäjoki )",458,88,370,11,279,58,22
"60720 Tuomikylä   (Ilmajoki )",1348,222,1126,42,752,226,106
"60760 Pohjanluoma   (Ilmajoki )",742,161,581,22,463,72,24
"60800 Ilmajoki Keskus   (Ilmajoki )",4594,1241,3353,168,2440,501,244
"61100 Peräseinäjoki Keskus   (Seinäjoki )",1673,566,1107,47,894,130,36
"61110 Vuolle   (Seinäjoki )",145,50,95,2,73,15,5
"61120 Louko   (Seinäjoki )",499,107,392,18,285,66,23
"61140 Pasto   (Seinäjoki )",103,28,75,3,64,6,2
"61150 Sydänmaa   (Alavus )",53,19,34,3,30,1,0
"61160 Koura   (Seinäjoki )",454,152,302,15,244,23,20
"61170 Sääskiniemi   (Alavus )",238,71,167,9,141,6,11
"61180 Haapaluoma   (Seinäjoki )",181,64,117,2,107,5,3
"61220 Myllysalo   (Kurikka )",189,69,120,3,100,4,13
"61230 Luopa   (Kurikka )",574,165,409,22,329,44,14
"61250 Jalasto   (Kurikka )",230,72,158,7,128,18,5
"61270 Luopajärvi   (Kurikka )",469,119,350,26,263,38,23
"61280 Jokipii   (Kurikka )",459,152,307,23,251,24,9
"61290 Taivalmaa   (Kurikka )",97,33,64,3,53,6,2
"61300 Kurikka Keskus   (Kurikka )",5498,1618,3880,189,3039,435,217
"61310 Panttila   (Kurikka )",610,181,429,20,346,43,20
"61330 Koskenkorva   (Ilmajoki )",1666,520,1146,44,938,124,40
"61340 Nopankylä   (Ilmajoki )",214,65,149,7,118,18,6
"61350 Huissi   (Ilmajoki )",327,94,233,8,196,21,8
"61360 Mieto   (Kurikka )",859,246,613,31,506,62,14
"61370 Lohiluoma   (Kurikka )",292,108,184,6,145,24,9
"61380 Polvenkylä   (Kurikka )",132,40,92,3,82,6,1
"61400 Ylistaro Keskus   (Seinäjoki )",1697,606,1091,49,819,148,75
"61410 Ylistaro Asemanseutu   (Seinäjoki )",654,220,434,18,345,50,21
"61430 Isorehto   (Seinäjoki )",299,77,222,10,181,19,12
"61440 Untamala   (Seinäjoki )",155,61,94,1,71,16,6
"61450 Kylänpää   (Seinäjoki )",498,179,319,15,275,18,11
"61460 Hanhikoski   (Seinäjoki )",178,52,126,3,94,26,3
"61470 Kitinoja   (Seinäjoki )",304,62,242,13,178,36,15
"61500 Isokyrö Keskus   (Isokyrö )",2217,656,1561,100,1149,187,125
"61520 Lehmäjoki   (Isokyrö )",196,67,129,5,103,14,7
"61550 Orismala   (Isokyrö )",542,177,365,15,285,42,23
"61560 Orisberg   (Isokyrö )",43,10,33,2,28,3,0
"61600 Jalasjärvi Keskus   (Kurikka )",3251,1090,2161,118,1675,245,123
"61630 Hirvijärvi   (Kurikka )",252,70,182,9,143,24,6
"61640 Ala-Valli   (Kurikka )",182,54,128,6,108,13,1
"61650 Kalakoski   (Seinäjoki )",311,113,198,10,166,14,8
"61680 Mantila   (Kurikka )",202,60,142,2,117,15,8
"61710 Pentinmäki   (Kurikka )",230,62,168,7,133,17,11
"61720 Koskue   (Kurikka )",475,189,286,16,243,17,10
"61730 Yli-Valli   (Kurikka )",217,84,133,9,116,6,2
"61760 Ilvesjoki   (Kurikka )",294,119,175,16,146,11,2
"61800 Kauhajoki Keskus   (Kauhajoki )",6794,2092,4702,200,3720,508,274
"61810 Luomankylä   (Kauhajoki )",236,86,150,4,134,8,4
"61820 Kainasto   (Kauhajoki )",479,157,322,8,282,20,12
"61840 Norinkylä   (Teuva )",255,94,161,8,140,8,5
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",1760,601,1159,29,1000,95,35
"61860 Harja   (Kauhajoki )",174,53,121,1,94,21,5
"61880 Ikkeläjärvi   (Kauhajoki )",153,70,83,1,74,3,5
"61910 Nummijärvi   (Kauhajoki )",249,74,175,6,151,14,4
"61920 Nummikoski   (Kauhajoki )",63,27,36,2,30,3,1
"61940 Hyyppä   (Kauhajoki )",244,93,151,4,128,11,8
"61950 Juonikylä   (Kauhajoki )",138,54,84,1,78,5,0
"61960 Kyrönlatva   (Kauhajoki )",129,63,66,1,59,5,1
"61980 Päntäne   (Kauhajoki )",748,284,464,8,414,31,11
"62100 Lapua Keskus   (Lapua )",8433,2300,6133,301,4388,885,559
"62130 Hellanmaa   (Lapua )",444,141,303,13,245,33,12
"62150 Rintakangas   (Kauhava )",115,30,85,5,68,8,4
"62160 Karhunkylä   (Lapua )",468,135,333,12,260,39,22
"62165 Tiisteenjoki   (Lapua )",277,74,203,10,165,13,15
"62170 Lakaluoma   (Lapua )",241,90,151,5,135,9,2
"62175 Ylikylä-Mäenpää   (Lapua )",128,46,82,3,70,7,2
"62185 Mäki-Paavola   (Lapua )",120,40,80,3,66,8,3
"62190 Ruha   (Lapua )",470,137,333,19,254,37,23
"62200 Kauhava Keskus   (Kauhava )",4629,1395,3234,155,2432,418,229
"62220 Pernaa   (Kauhava )",383,108,275,23,203,30,19
"62230 Jylhä   (Kauhava )",317,83,234,14,182,22,16
"62240 Huhmarkoski   (Kauhava )",480,206,274,18,234,14,8
"62260 Hirvijoki   (Kauhava )",160,60,100,8,71,12,9
"62280 Mustamaa   (Lapua )",107,28,79,8,62,4,5
"62290 Hirvikylä   (Lapua )",234,84,150,8,119,15,8
"62295 Kauhajärvi   (Lapua )",369,135,234,3,210,14,7
"62300 Härmä   (Kauhava )",1927,623,1304,60,1015,159,70
"62310 Voltti   (Kauhava )",939,351,588,32,480,53,23
"62340 Kuoppa-Vakkuri   (Kauhava )",89,25,64,2,56,6,0
"62350 Ekola   (Kauhava )",95,32,63,6,45,8,4
"62370 Kangasto   (Kauhava )",182,89,93,4,69,7,13
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",2094,697,1397,74,1082,157,84
"62380 Kosolankylä   (Kauhava )",180,67,113,4,91,14,4
"62395 Petterinmäki   (Vöyri )",117,51,66,2,54,5,5
"62410 Rintala   (Kauhava )",267,95,172,12,138,15,7
"62420 Kortesjärvi Keskus   (Kauhava )",868,335,533,28,415,63,27
"62430 Peltotupa   (Kauhava )",113,35,78,8,63,6,1
"62435 Pirttinen   (Kauhava )",103,38,65,5,50,8,2
"62440 Perkiömäki   (Kauhava )",100,33,67,4,59,3,1
"62470 Purmojärvi   (Kauhava )",342,115,227,15,187,16,9
"62500 Evijärvi Keskus   (Evijärvi )",1257,469,788,40,628,78,42
"62510 Kuoppa-aho   (Evijärvi )",287,83,204,16,147,31,10
"62520 Kautiainen   (Evijärvi )",129,58,71,5,61,5,0
"62540 Vasikka-aho   (Evijärvi )",256,96,160,13,127,12,8
"62570 Särkilä   (Evijärvi )",170,62,108,5,89,9,5
"62600 Lappajärvi Keskus   (Lappajärvi )",1539,490,1049,54,792,127,76
"62610 Tarvola   (Lappajärvi )",130,37,93,5,77,6,5
"62620 Ala-Seppä   (Lappajärvi )",165,45,120,13,86,12,9
"62630 Karvala   (Lappajärvi )",296,114,182,16,145,15,6
"62640 Savonkylä   (Lappajärvi )",109,38,71,4,59,7,1
"62660 Itäkylä   (Lappajärvi )",506,160,346,27,277,20,22
"62710 Kurejoki   (Alajärvi )",583,211,372,14,299,35,24
"62720 Sissala   (Alajärvi )",240,77,163,8,124,26,5
"62730 Haukkala   (Alajärvi )",176,50,126,5,106,13,2
"62740 Koskenvarsi   (Alajärvi )",161,42,119,6,81,18,14
"62750 Saukonkylä   (Alajärvi )",170,66,104,1,85,8,10
"62760 Menkijärvi   (Alajärvi )",186,88,98,3,80,11,4
"62800 Vimpeli Keskus   (Vimpeli )",1910,616,1294,88,988,141,77
"62810 Savonjoki   (Vimpeli )",94,32,62,2,56,3,1
"62830 Luoma-Aho   (Alajärvi )",247,64,183,10,135,25,13
"62840 Lakaniemi-Pokela   (Vimpeli )",45,12,33,2,24,5,2
"62860 Sahi   (Vimpeli )",168,46,122,12,80,16,14
"62870 Vinni   (Vimpeli )",54,15,39,1,29,8,1
"62880 Sääksvesi-Vinni   (Vimpeli )",239,79,160,14,124,15,7
"62900 Alajärvi Keskus   (Alajärvi )",3707,1256,2451,116,1918,244,173
"62920 Levijoki   (Alajärvi )",63,19,44,4,33,4,3
"62940 Hoisko   (Alajärvi )",441,141,300,10,237,32,21
"62950 Paalijärvi   (Alajärvi )",342,113,229,13,186,22,8
"62990 Möksy   (Alajärvi )",127,66,61,1,57,3,0
"63100 Kuortane Keskus   (Kuortane )",1264,447,817,43,586,119,69
"63120 Leppälänkylä   (Kuortane )",276,115,161,5,134,18,4
"63130 Mäyry   (Kuortane )",566,171,395,23,299,56,17
"63150 Ruona   (Kuortane )",353,121,232,11,172,26,23
"63160 Salmi   (Kuortane )",116,50,66,6,47,8,5
"63210 Niinimaa   (Alavus )",93,48,45,1,42,1,1
"63230 Lentilä   (Kuortane )",256,99,157,2,138,14,3
"63250 Rantala   (Kuortane )",83,31,52,1,46,5,0
"63300 Alavus Keskus   (Alavus )",3876,1224,2652,166,1984,309,193
"63320 Kattelus   (Alavus )",50,25,25,0,24,1,0
"63330 Pahajoki   (Alavus )",141,49,92,6,71,10,5
"63340 Sapsalampi   (Alavus )",173,63,110,6,86,13,5
"63350 Sulkavankylä   (Alavus )",172,57,115,6,97,9,3
"63355 Seinäjärvi   (Alavus )",103,32,71,5,56,8,2
"63360 Kuivaskylä   (Alavus )",223,85,138,8,122,7,1
"63370 Taipalus   (Alavus )",417,142,275,9,241,19,6
"63400 Alavus Asemanseutu   (Alavus )",1048,381,667,32,554,65,16
"63410 Rantatöysä   (Alavus )",377,143,234,18,184,19,13
"63430 Kätkänjoki   (Alavus )",128,46,82,6,67,6,3
"63450 Löyä   (Kuortane )",57,26,31,0,29,2,0
"63500 Lehtimäki Keskus   (Alajärvi )",799,283,516,25,406,54,31
"63510 Lehtimäki Kirkonkylä   (Alajärvi )",257,92,165,7,140,12,6
"63530 Länsikylä   (Alajärvi )",144,61,83,1,71,11,0
"63540 Hernesmaa   (Alajärvi )",177,61,116,1,101,11,3
"63600 Töysä Keskus   (Alavus )",1079,436,643,34,524,59,26
"63610 Tuuri   (Alavus )",809,236,573,28,463,61,21
"63640 Ritola   (Alavus )",271,98,173,5,142,19,7
"63660 Ähtärinranta   (Ähtäri )",150,54,96,2,83,4,7
"63680 Hakojärvi   (Alavus )",247,84,163,5,138,11,9
"63700 Ähtäri Keskus   (Ähtäri )",3675,1098,2577,119,2008,302,148
"63770 Peränne   (Ähtäri )",171,47,124,11,94,12,7
"63780 Alastaipale   (Ähtäri )",139,49,90,4,72,9,5
"63800 Soini Keskus   (Soini )",1424,572,852,35,687,91,39
"63830 Keisala   (Soini )",67,40,27,0,25,2,0
"63880 Kukonkylä   (Soini )",154,57,97,4,82,6,5
"63890 Hautakylä   (Soini )",96,35,61,4,54,1,2
"63900 Myllymäki-Vehunkylä   (Ähtäri )",425,133,292,9,247,21,15
"63910 Inhan Tehtaat   (Ähtäri )",186,59,127,5,113,6,3
"63920 Inha   (Ähtäri )",288,83,205,6,149,36,14
"63950 Vehunkylä   (Ähtäri )",50,23,27,1,25,1,0
"64100 Kristiinankaupunki Keskus   (Kristiinankaupunki",2548,855,1693,129,1209,184,171
"64140 Tiukka   (Kristiinankaupunki )",439,151,288,21,226,24,17
"64200 Närpiö Keskus   (Närpiö )",2356,1032,1324,71,959,169,125
"64210 Kalax   (Närpiö )",340,93,247,16,176,38,17
"64220 Yttermark   (Närpiö )",794,271,523,23,428,52,20
"64230 Närpiön Asemanseutu   (Närpiö )",753,248,505,26,331,83,65
"64240 Böle   (Närpiö )",200,57,143,7,111,12,13
"64250 Pjelax   (Närpiö )",304,125,179,17,126,18,18
"64260 Kaskinen   (Närpiö )",1194,381,813,57,598,96,62
"64300 Lapväärtti   (Kristiinankaupunki )",1501,571,930,57,730,81,62
"64320 Dagsmark   (Kristiinankaupunki )",410,184,226,17,176,21,12
"64350 Karijoki Keskus   (Karijoki )",991,406,585,21,506,43,15
"64370 Myrkky   (Karijoki )",258,111,147,6,132,4,5
"64440 Metsälä-Kallträsk   (Kristiinankaupunki )",193,113,80,6,68,4,2
"64450 Kallträsk   (Kristiinankaupunki )",50,28,22,1,18,3,0
"64460 Härkmeri   (Kristiinankaupunki )",306,128,178,11,147,14,6
"64480 Skaftung   (Kristiinankaupunki )",236,111,125,11,94,11,9
"64490 Siipyy   (Kristiinankaupunki )",160,77,83,6,63,7,7
"64510 Nämpnäs   (Närpiö )",324,112,212,14,160,27,11
"64530 Norrnäs   (Närpiö )",245,88,157,12,120,19,6
"64550 Rangsby   (Närpiö )",228,87,141,6,115,14,6
"64610 Övermark   (Närpiö )",995,369,626,24,509,67,26
"64700 Teuva Keskus   (Teuva )",2808,960,1848,78,1515,177,78
"64720 Perälä   (Teuva )",518,195,323,11,280,24,8
"64740 Horo   (Teuva )",237,101,136,10,111,11,4
"64760 Peltola   (Teuva )",313,114,199,6,179,8,6
"64770 Äystö   (Teuva )",397,131,266,14,221,24,7
"64810 Vanhakylä   (Isojoki )",210,93,117,3,103,6,5
"64820 Kärjenkoski   (Isojoki )",168,71,97,5,84,5,3
"64830 Villamo   (Isojoki )",162,82,80,4,70,3,3
"64840 Heikkilänjoki   (Isojoki )",45,23,22,0,16,6,0
"64850 Möykky   (Isojoki )",111,48,63,0,57,4,2
"64900 Isojoki Keskus   (Isojoki )",1010,416,594,37,483,47,27
"64930 Kodesjärvi   (Isojoki )",151,72,79,4,62,7,6
"65100 Vaasa Keskus   (Vaasa )",15809,3700,12109,2605,5445,2165,1894
"65130 Hietalahti   (Vaasa )",1,..,..,..,..,..,..
"65170 Vaskiluoto   (Vaasa )",287,51,236,22,132,27,55
"65200 Palosaari   (Vaasa )",5286,1242,4044,1019,1867,632,526
"65230 Vetokannas   (Vaasa )",4337,992,3345,320,1889,565,571
"65280 Gerby   (Vaasa )",5018,734,4284,343,2213,870,858
"65300 Asevelikylä   (Vaasa )",3369,560,2809,195,1390,644,580
"65320 Huutoniemi   (Vaasa )",5018,1216,3802,256,2352,687,507
"65350 Suvilahti   (Vaasa )",3212,798,2414,214,1548,371,281
"65370 Ristinummi   (Vaasa )",3643,1223,2420,132,1879,266,143
"65380 Vanha Vaasa   (Vaasa )",2561,648,1913,126,1284,292,211
"65410 Sundom   (Vaasa )",1772,355,1417,91,780,270,276
"65450 Sulva   (Mustasaari )",1470,274,1196,69,731,222,174
