"Postal code area","Inhabitants, 2012 (PT)","Labour force, 2012 (PT)","Employed, 2012 (PT)","Unemployed, 2012 (PT)","Persons outside the labour force, 2012 (PT)","Children aged 0 to 14, 2012 (PT)","Students, 2012 (PT)","Pensioners, 2012 (PT)","Others, 2012 (PT)"
"23500 Uusikaupunki Keskus  (Uusikaupunki)",11251,5211,4529,682,6040,1515,660,3556,309
"23600 Kalanti Keskus  (Uusikaupunki)",2209,1040,922,118,1169,372,124,608,65
"23660 Kalanti Asemanseutu  (Uusikaupunki)",387,181,173,8,206,79,20,99,8
"23800 Laitila Keskus  (Laitila)",8029,3731,3458,273,4298,1377,481,2235,205
"23840 Soukainen  (Laitila)",180,93,82,11,87,22,9,52,4
"23880 Suontaka  (Laitila)",107,53,49,4,54,21,3,27,3
"23930 Pyhämaa  (Uusikaupunki)",554,251,232,19,303,56,36,192,19
"23950 Pyhäranta  (Pyhäranta)",576,256,236,20,320,92,34,177,17
"23960 Santtio  (Pyhäranta)",256,113,97,16,143,41,20,74,8
"24100 Salo Keskus  (Salo)",9190,3972,3214,758,5218,997,697,3224,300
"24130 Ylhäisi  (Salo)",3972,1907,1595,312,2065,779,320,886,80
"24240 Rappula  (Salo)",4055,1758,1398,360,2297,504,309,1377,107
"24260 Ollikkala  (Salo)",4615,2227,1621,606,2388,644,405,1114,225
"24280 Tupuri-Hähkänä  (Salo)",5355,2915,2557,358,2440,1342,408,576,114
"24800 Halikko Keskus  (Salo)",4777,2285,1923,362,2492,791,390,1201,110
"24910 Halikko Asemanseutu  (Salo)",1062,523,484,39,539,292,47,178,22
"25110 Kruusila  (Salo)",336,159,135,24,177,42,31,89,15
"25130 Muurla  (Salo)",1580,765,650,115,815,313,120,344,38
"25160 Tuohittu  (Salo)",110,53,46,7,57,12,9,33,3
"25170 Kotalato  (Salo)",138,63,48,15,75,24,6,42,3
"25180 Romsila  (Salo)",233,123,105,18,110,46,7,52,5
"25190 Inkere  (Salo)",1005,482,403,79,523,224,65,210,24
"25210 Vartsala  (Salo)",393,183,159,24,210,96,17,80,17
"25230 Angelniemi  (Salo)",387,174,154,20,213,67,28,107,11
"25240 Hajala  (Salo)",674,318,279,39,356,113,44,179,20
"25250 Märynummi  (Salo)",1069,550,474,76,519,209,67,216,27
"25260 Vaskio  (Salo)",1035,496,437,59,539,190,60,269,20
"25320 Raatala  (Salo)",452,206,178,28,246,74,35,121,16
"25330 Kuusjoki Keskus  (Salo)",844,400,342,58,444,139,48,238,19
"25340 Kanunki  (Salo)",421,194,164,30,227,67,36,114,10
"25360 Pertteli Keskus  (Salo)",1244,605,515,90,639,268,86,263,22
"25370 Hiisi  (Salo)",689,330,291,39,359,151,48,144,16
"25380 Rekijoki  (Salo)",499,235,200,35,264,60,30,155,19
"25390 Kiikala Keskus  (Salo)",833,334,290,44,499,143,34,295,27
"25410 Suomusjärvi Keskus  (Salo)",1148,530,455,75,618,168,56,373,21
"25420 Lahnajärvi  (Salo)",159,85,79,6,74,28,1,44,1
"25430 Kettula  (Salo)",72,39,36,3,33,9,3,19,2
"25460 Toija  (Salo)",1237,522,448,74,715,200,71,409,35
"25470 Kisko kk  (Salo)",290,112,101,11,178,38,12,119,9
"25500 Perniö Keskus  (Salo)",3534,1506,1281,225,2028,552,203,1179,94
"25520 Perniö Asemanseutu  (Salo)",677,341,303,38,336,103,45,165,23
"25540 Knaapila  (Salo)",216,102,86,16,114,32,17,57,8
"25550 Aijala  (Salo)",131,57,46,11,74,24,7,39,4
"25560 Koski Asemanseutu  (Salo)",228,113,90,23,115,33,13,56,13
"25570 Teijo-Mathildedal  (Salo)",575,235,196,39,340,77,35,209,19
"25610 Ylönkylä  (Salo)",402,183,162,21,219,57,33,116,13
"25630 Finby  (Salo)",308,116,100,16,192,48,15,123,6
"25640 Förby  (Salo)",264,115,109,6,149,32,12,96,9
"25650 Strömma  (Kemiönsaari)",99,42,36,6,57,9,8,37,3
"25660 Mathildedal  (Salo)",140,46,39,7,94,16,4,62,12
"25700 Kemiö Keskus  (Kemiönsaari)",2315,1013,942,71,1302,363,110,746,83
"25710 Vreta-Vestlax  (Kemiönsaari)",336,162,147,15,174,65,28,69,12
"25730 Mjösund  (Kemiönsaari)",109,46,43,3,63,16,6,39,2
"25760 Kiila  (Kemiönsaari)",125,54,48,6,71,17,10,39,5
"25810 Mark  (Kemiönsaari)",63,31,28,3,32,7,6,18,1
"25820 Vestlax  (Kemiönsaari)",116,53,49,4,63,18,10,30,5
"25830 Västanfjärd Keskus  (Kemiönsaari)",501,207,191,16,294,71,32,175,16
"25840 Nivelax  (Kemiönsaari)",292,128,117,11,164,54,23,83,4
"25860 Björkboda  (Kemiönsaari)",326,158,136,22,168,35,15,102,16
"25870 Dragsfjärd  (Kemiönsaari)",974,397,358,39,577,109,69,369,30
"25900 Taalintehdas  (Kemiönsaari)",1465,574,470,104,891,153,90,595,53
"25910 Vänoxa  (Kemiönsaari)",11,3,..,..,8,..,..,..,..
"25930 Kasnäs  (Kemiönsaari)",71,31,29,2,40,11,1,27,1
"25940 Hiittinen  (Kemiönsaari)",77,24,..,..,53,7,8,34,4
"25950 Rosala-Kasnäs-Hitis  (Kemiönsaari)",127,55,54,1,72,16,15,38,3
"25960 Högsåra  (Kemiönsaari)",46,14,..,..,32,7,0,24,1
"26100 Rauma Keskus  (Rauma)",15612,7082,6204,878,8530,1833,1303,4963,431
"26200 Merirauma-Kappelinluhta  (Rauma)",5110,2633,2368,265,2477,845,341,1142,149
"26410 Kaaro  (Rauma)",1622,803,728,75,819,427,124,225,43
"26510 Uotila  (Rauma)",2749,1279,1128,151,1470,490,206,700,74
"26560 Kolla  (Rauma)",741,371,342,29,370,135,53,153,29
"26660 Paroalho  (Rauma)",4971,2455,2136,319,2516,687,333,1366,130
"26720 Monnanummi  (Rauma)",392,186,173,13,206,94,25,82,5
"26740 Vasarainen  (Rauma)",557,292,257,35,265,100,43,104,18
"26820 Sampaanala  (Rauma)",1590,782,649,133,808,208,126,424,50
"26840 Kortela  (Rauma)",827,428,381,47,399,150,53,177,19
"26910 Unaja  (Rauma)",691,319,293,26,372,166,46,142,18
"26930 Vermuntila  (Rauma)",661,322,269,53,339,122,38,152,27
"26950 Voiluoto  (Rauma)",404,211,190,21,193,65,35,84,9
"27100 Eurajoki Keskus  (Eurajoki)",3307,1498,1383,115,1809,614,223,889,83
"27110 Irjanne  (Eurajoki)",560,275,238,37,285,100,43,128,14
"27130 Eurajoki asemanseutu  (Eurajoki)",352,165,141,24,187,59,24,95,9
"27150 Lapijoki  (Eurajoki)",1292,643,572,71,649,235,82,298,34
"27160 Olkiluoto  (Eurajoki)",.,.,.,.,.,.,.,.,.
"27170 Kuivalahti  (Eurajoki)",376,159,140,19,217,58,32,116,11
"27220 Ala-Kieri  (Rauma)",634,315,294,21,319,118,34,150,17
"27230 Lappi  (Rauma)",2188,987,898,89,1201,375,145,613,68
"27250 Kodiksami  (Rauma)",153,65,57,8,88,33,11,39,5
"27260 Kuolimaa  (Rauma)",201,82,78,4,119,34,12,67,6
"27310 Kodisjoki  (Rauma)",540,264,238,26,276,112,27,126,11
"27320 Ihode  (Pyhäranta)",770,377,355,22,393,137,59,181,16
"27340 Reila  (Pyhäranta)",494,250,215,35,244,71,25,133,15
"27400 Kiukainen Keskus  (Eura)",1401,632,575,57,769,227,92,419,31
"27420 Panelia Asemanseutu  (Eura)",267,128,121,7,139,38,17,78,6
"27430 Panelia  (Eura)",1257,573,521,52,684,190,61,396,37
"27450 Harola  (Eura)",216,103,102,1,113,33,11,68,1
"27500 Kauttua  (Eura)",3301,1609,1474,135,1692,600,217,796,79
"27510 Eura Keskus  (Eura)",4282,1887,1746,141,2395,663,260,1349,123
"27600 Hinnerjoki  (Eura)",753,333,302,31,420,126,43,232,19
"27640 Honkilahti kk  (Eura)",320,138,125,13,182,50,19,105,8
"27650 Honkilahti  (Eura)",335,137,124,13,198,51,26,115,6
"27670 Mannila  (Eura)",189,79,75,4,110,28,12,66,4
"27710 Köyliö Keskus  (Köyliö)",1126,506,471,35,620,157,61,362,40
"27730 Tuiskula  (Köyliö)",190,102,97,5,88,24,11,46,7
"27740 Voitoinen  (Köyliö)",186,84,76,8,102,27,10,58,7
"27750 Yttilä  (Köyliö)",360,163,151,12,197,51,21,120,5
"27800 Säkylä Keskus  (Säkylä)",3293,1488,1403,85,1805,498,195,1034,78
"27820 Iso-Vimma  (Säkylä)",794,394,351,43,400,123,37,217,23
"27840 Kakkuri  (Köyliö)",475,220,207,13,255,51,40,155,9
"27860 Vuori  (Köyliö)",365,175,166,9,190,69,24,91,6
"27910 Huovinrinne  (Säkylä)",172,118,107,11,54,20,6,21,7
"27920 Otajoki  (Säkylä)",294,144,135,9,150,45,20,75,10
"28100 Pori Keskus  (Pori)",12291,5447,4624,823,6844,708,1024,4815,297
"28120 Käppärä-Isomäki  (Pori)",3772,1756,1498,258,2016,457,347,1118,94
"28130 Impola  (Pori)",5908,2909,2447,462,2999,682,518,1635,164
"28190 Pormestarinluoto  (Pori)",3823,1630,1287,343,2193,466,274,1344,109
"28200 Toejoki  (Pori)",4918,2452,2190,262,2466,905,324,1125,112
"28220 Ruosniemi  (Pori)",4650,2356,2089,267,2294,983,348,843,120
"28240 Isojoenranta  (Pori)",743,351,323,28,392,132,50,189,21
"28260 Harjunpää  (Ulvila)",989,498,437,61,491,196,62,209,24
"28300 Kalaholma-Väinölä  (Pori)",2617,1414,1319,95,1203,527,204,422,50
"28330 Koivistonluoto  (Pori)",2821,1321,1103,218,1500,483,228,695,94
"28360 Vanhakoivisto  (Pori)",4349,1955,1693,262,2394,579,305,1438,72
"28370 Sampola  (Pori)",3230,1185,859,326,2045,340,214,1391,100
"28400 Ulvila Keskus  (Ulvila)",5772,2696,2406,290,3076,992,408,1554,122
"28430 Kartano-Harmaalinna  (Pori)",1758,931,830,101,827,351,124,300,52
"28450 Vanha-Ulvila  (Ulvila)",4370,2026,1832,194,2344,832,276,1145,91
"28500 Keskussairaala-alue-Tiilimäki  (Pori)",726,313,249,64,413,27,69,298,19
"28540 Pinomäki  (Pori)",669,367,339,28,302,133,60,95,14
"28560 Lattomeri  (Pori)",507,253,232,21,254,107,29,107,11
"28580 Niittymaa  (Pori)",575,283,240,43,292,94,45,135,18
"28600 Vähärauma  (Pori)",4697,2309,2128,181,2388,976,390,922,100
"28610 Musa-Tiiliruukki  (Pori)",4152,2169,1920,249,1983,632,399,852,100
"28660 Pietniemi-Leppäkorpi  (Pori)",3949,2034,1850,184,1915,777,309,736,93
"28760 Kyläsaari  (Pori)",2370,1113,990,123,1257,467,142,588,60
"28800 Pihlava  (Pori)",4492,2077,1726,351,2415,723,324,1236,132
"28840 Yyteri-Kaanaa  (Pori)",930,430,368,62,500,143,56,276,25
"28880 Mäntyluoto  (Pori)",432,206,167,39,226,46,23,147,10
"28900 Tahkoluoto-Reposaari  (Pori)",1050,405,343,62,645,126,63,430,26
"29100 Luvia Keskus  (Luvia)",3113,1431,1283,148,1682,581,191,835,75
"29180 Peränkylä  (Luvia)",240,112,104,8,128,32,10,78,8
"29200 Harjavalta Keskus  (Harjavalta)",7422,3268,2907,361,4154,1079,429,2457,189
"29250 Nakkila Keskus  (Nakkila)",4915,2167,1948,219,2748,831,372,1390,155
"29270 Hormisto  (Nakkila)",480,183,153,30,297,85,34,165,13
"29280 Järvimaa  (Nakkila)",302,140,124,16,162,49,22,84,7
"29310 Kaasmarkku  (Ulvila)",586,284,251,33,302,90,42,161,9
"29320 Leineperi  (Ulvila)",251,112,95,17,139,56,21,54,8
"29340 Kullaa Keskus  (Ulvila)",943,462,401,61,481,124,48,295,14
"29350 Palus  (Ulvila)",296,126,110,16,170,50,19,96,5
"29570 Söörmarkku  (Pori)",956,445,413,32,511,230,52,201,28
"29600 Noormarkku Keskus  (Pori)",4962,2284,2044,240,2678,917,340,1303,118
"29630 Pomarkku Keskus  (Pomarkku)",2047,885,757,128,1162,338,105,674,45
"29640 Honkakoski  (Pomarkku)",295,133,107,26,162,30,19,107,6
"29680 Kairila  (Pori)",312,127,102,25,185,36,13,127,9
"29700 Ahlainen  (Pori)",788,323,265,58,465,105,30,300,30
"29720 Lamppi  (Pori)",198,80,65,15,118,30,6,80,2
"29740 Etelämaa  (Merikarvia)",110,54,49,5,56,14,5,34,3
"29750 Pohjansaha  (Pori)",122,40,37,3,82,21,8,49,4
"29760 Köörtilä  (Merikarvia)",90,32,30,2,58,15,4,36,3
"29790 Tuorila  (Merikarvia)",334,152,136,16,182,49,15,111,7
"29810 Siikainen Keskus  (Siikainen)",954,371,323,48,583,124,48,372,39
"29830 Sammi  (Siikainen)",218,95,82,13,123,33,13,70,7
"29860 Otamo  (Siikainen)",140,56,46,10,84,19,12,45,8
"29880 Leväsjoki-Saarineva  (Siikainen)",234,94,80,14,140,42,15,77,6
"29900 Merikarvia Keskus-Rannikko  (Merikarvia)",2306,913,781,132,1393,308,125,899,61
"29940 Kuvaskangas  (Merikarvia)",290,123,102,21,167,35,9,114,9
"30100 Forssa Keskus  (Forssa)",10710,4990,4401,589,5720,1485,621,3331,283
"30300 Viksberg  (Forssa)",2649,1198,898,300,1451,298,196,829,128
"30420 Tölö  (Forssa)",4872,2329,2008,321,2543,695,295,1424,129
"31110 Matku  (Forssa)",601,303,261,42,298,86,39,155,18
"31130 Koijärvi  (Forssa)",276,115,104,11,161,45,18,95,3
"31140 Menonen  (Urjala)",209,92,84,8,117,29,13,70,5
"31160 Nuutajärvi  (Urjala)",311,146,108,38,165,33,20,99,13
"31170 Savijoki  (Forssa)",201,86,81,5,115,24,16,69,6
"31230 Susikas  (Tammela)",224,109,94,15,115,37,12,63,3
"31250 Teuro  (Tammela)",206,109,101,8,97,23,5,61,8
"31300 Tammela Keskus  (Tammela)",3278,1480,1330,150,1798,559,206,950,83
"31310 Mustiala  (Tammela)",116,58,51,7,58,11,22,23,2
"31340 Porras  (Tammela)",617,279,256,23,338,109,52,159,18
"31350 Vistinkoski  (Tammela)",246,96,82,14,150,39,12,89,10
"31370 Eerikkilän Urheiluopisto  (Tammela)",.,.,.,.,.,.,.,.,.
"31380 Letku-Torro  (Tammela)",343,161,147,14,182,70,19,84,9
"31400 Somero Keskus  (Somero)",6300,2685,2354,331,3615,908,325,2239,143
"31410 Ylöpirtti  (Somero)",403,203,182,21,200,58,39,95,8
"31450 Häntälä  (Somero)",359,197,178,19,162,58,23,77,4
"31460 Hirsjärvi  (Somero)",261,113,102,11,148,34,15,91,8
"31470 Somerniemi  (Somero)",711,294,266,28,417,104,49,247,17
"31490 Terttilä  (Somero)",272,118,103,15,154,52,19,78,5
"31500 Koski Tl  (Koski Tl)",2466,1047,966,81,1419,364,154,829,72
"31520 Pitkäjärvi  (Somero)",524,264,238,26,260,106,19,119,16
"31530 Pyöli  (Somero)",376,172,151,21,204,54,22,116,12
"31600 Jokioinen Keskus  (Jokioinen)",3921,1852,1665,187,2069,724,246,1007,92
"31610 Vaulammi  (Jokioinen)",479,248,224,24,231,78,32,111,10
"31620 Latovainio  (Jokioinen)",427,225,196,29,202,71,30,93,8
"31630 Minkiö  (Jokioinen)",619,287,262,25,332,138,49,132,13
"31640 Humppila Keskus  (Humppila)",2270,1056,957,99,1214,383,116,642,73
"31650 Venäjänkangas  (Humppila)",212,115,101,14,97,46,7,41,3
"31700 Urjala Asemanseutu-Hanhisuo  (Urjala)",1493,718,636,82,775,249,83,398,45
"31720 Urjalankylä-Kehro  (Urjala)",400,174,157,17,226,60,13,139,14
"31730 Honkola  (Urjala)",132,69,60,9,63,16,8,32,7
"31750 Kehro  (Urjala)",59,20,..,..,39,3,4,27,5
"31760 Urjala Keskus  (Urjala)",1988,842,726,116,1146,250,96,742,58
"31810 Oriniemi  (Punkalaidun)",411,180,173,7,231,54,30,135,12
"31830 Halkivaha  (Urjala)",312,135,122,13,177,49,19,99,10
"31850 Koskioinen  (Punkalaidun)",168,69,67,2,99,32,14,46,7
"31860 Tursa  (Urjala)",322,147,127,20,175,41,21,100,13
"31900 Punkalaidun Keskus  (Punkalaidun)",1984,811,746,65,1173,234,105,776,58
"31930 Vanttila  (Punkalaidun)",117,51,48,3,66,23,9,32,2
"31950 Sadonmaa  (Punkalaidun)",185,74,71,3,111,27,13,64,7
"31960 Orisuo  (Loimaa)",77,36,34,2,41,8,2,30,1
"31970 Kanteenmaa  (Punkalaidun)",179,75,71,4,104,34,9,59,2
"32100 Ypäjä Keskus  (Ypäjä)",2117,1014,891,123,1103,287,142,616,58
"32140 Ypäjä Asemanseutu  (Ypäjä)",331,160,147,13,171,64,26,74,7
"32200 Loimaa Keskus  (Loimaa)",8328,3808,3453,355,4520,1168,558,2590,204
"32210 Loimaa kk  (Loimaa)",2481,1105,1004,101,1376,357,153,811,55
"32250 Kojonkulma  (Loimaa)",336,143,131,12,193,84,19,82,8
"32260 Kojonperä  (Loimaa)",177,77,70,7,100,18,12,64,6
"32270 Metsämaa-Murto  (Loimaa)",507,216,200,16,291,86,28,163,14
"32280 Metsäkorpi  (Loimaa)",164,79,66,13,85,22,7,44,12
"32300 Mellilä  (Loimaa)",1341,606,554,52,735,184,95,418,38
"32410 Niinijoki  (Loimaa)",609,309,288,21,300,121,39,129,11
"32430 Ylhäinen  (Loimaa)",90,46,46,0,44,10,4,30,0
"32440 Alastaro Keskus  (Loimaa)",1878,803,736,67,1075,257,99,664,55
"32450 Tammiainen  (Loimaa)",295,119,108,11,176,57,16,96,7
"32500 Oripää Keskus  (Oripää)",1226,521,489,32,705,260,55,353,37
"32520 Latva  (Oripää)",168,95,87,8,73,32,8,31,2
"32560 Virttaa  (Loimaa)",461,242,215,27,219,79,25,105,10
"32610 Vampula Keskus  (Huittinen)",1091,466,434,32,625,162,67,362,34
"32620 Rutava  (Huittinen)",435,183,172,11,252,70,28,141,13
"32700 Huittinen Keskus  (Huittinen)",7967,3599,3278,321,4368,1147,500,2447,274
"32710 Sampu  (Huittinen)",633,315,300,15,318,127,43,134,14
"32730 Keikyä  (Sastamala)",795,361,327,34,434,124,39,240,31
"32740 Äetsä Keskus  (Sastamala)",1876,812,737,75,1064,265,91,629,79
"32760 Suttila  (Huittinen)",195,97,86,11,98,25,14,50,9
"32770 Huhtamo  (Huittinen)",233,129,116,13,104,29,8,59,8
"32800 Kokemäki Keskus  (Kokemäki)",4219,1873,1643,230,2346,557,243,1442,104
"32810 Peipohja  (Kokemäki)",1930,918,802,116,1012,283,141,526,62
"32830 Riste  (Kokemäki)",513,236,195,41,277,73,27,169,8
"32860 Korkeaoja  (Kokemäki)",181,93,84,9,88,33,15,34,6
"32910 Kauvatsa Asemanseutu  (Kokemäki)",324,145,124,21,179,57,21,86,15
"32920 Kauvatsa  (Kokemäki)",632,254,215,39,378,83,33,249,13
"33100 Tampere Keskus  (Tampere)",16207,9404,8404,1000,6803,1122,1780,3449,452
"33180 Lapinniemi-Käpylä  (Tampere)",2427,1002,901,101,1425,213,238,925,49
"33200 Tampere Keskus Läntinen  (Tampere)",6657,3574,3136,438,3083,510,636,1756,181
"33210 Itä-Amuri-Tammerkoski  (Tampere)",5762,3037,2564,473,2725,308,492,1750,175
"33230 Länsi-Amuri  (Tampere)",5758,2971,2646,325,2787,505,405,1748,129
"33240 Tahmela  (Tampere)",1699,937,806,131,762,260,156,297,49
"33250 Pispala  (Tampere)",2350,1383,1160,223,967,367,207,314,79
"33270 Epilä  (Tampere)",7467,3957,3370,587,3510,1184,557,1522,247
"33300 Rahola  (Tampere)",4652,2389,2134,255,2263,789,345,989,140
"33310 Tesoma  (Tampere)",7453,3373,2617,756,4080,1186,561,2038,295
"33330 Myllypuro-Kalkku  (Tampere)",3451,1852,1549,303,1599,682,230,553,134
"33340 Haukiluoma-Ikuri  (Tampere)",5114,2563,2252,311,2551,921,394,1086,150
"33380 Pitkäniemi  (Nokia)",18,5,..,..,13,..,..,..,..
"33400 Luoteis-Tampere  (Tampere)",7163,3521,3068,453,3642,1410,590,1421,221
"33410 Lentävänniemi  (Tampere)",4354,2151,1815,336,2203,527,251,1286,139
"33420 Lamminpää  (Tampere)",2098,1030,891,139,1068,324,178,479,87
"33430 Vuorentausta  (Ylöjärvi)",2929,1527,1425,102,1402,542,217,586,57
"33450 Siivikkala  (Ylöjärvi)",2813,1493,1389,104,1320,606,214,438,62
"33470 Ylöjärvi Keskus  (Ylöjärvi)",5990,2784,2418,366,3206,1021,402,1568,215
"33480 Manninmäki-Haavisto  (Ylöjärvi)",7030,3506,3225,281,3524,1751,501,1099,173
"33500 Osmonmäki-Petsamo  (Tampere)",10876,5688,4970,718,5188,849,1102,2972,265
"33520 Keskussairaala-alue-Kauppi  (Tampere)",959,501,437,64,458,140,87,189,42
"33530 Kissanmaa  (Tampere)",4578,2379,2080,299,2199,427,527,1108,137
"33540 Kaleva  (Tampere)",8274,4616,3987,629,3658,605,1004,1837,212
"33560 Takahuhti  (Tampere)",10152,4764,4210,554,5388,1564,882,2682,260
"33580 Atala-Linnainmaa  (Tampere)",14435,7577,6735,842,6858,2752,1140,2498,468
"33610 Olkahinen-Tasanne  (Tampere)",3952,2183,2017,166,1769,806,291,590,82
"33680 Aitolahti  (Tampere)",1743,836,774,62,907,327,99,435,46
"33700 Messukylä  (Tampere)",1748,890,808,82,858,273,213,323,49
"33710 Kaukajärvi  (Tampere)",17448,8766,7521,1245,8682,2973,1729,3366,614
"33720 Hervanta  (Tampere)",23436,11207,9189,2018,12229,2957,3537,4441,1294
"33730 Leinola-Vehmainen  (Tampere)",1791,949,870,79,842,320,131,354,37
"33800 Nekala  (Tampere)",4938,2729,2256,473,2209,682,447,921,159
"33820 Koivistonkylä  (Tampere)",9251,4809,4258,551,4442,1615,869,1693,265
"33840 Peltolammi  (Tampere)",3508,1796,1493,303,1712,404,357,820,131
"33850 Multisilta  (Tampere)",2501,1246,978,268,1255,398,188,543,126
"33870 Vuores  (Tampere)",754,435,377,58,319,154,47,94,24
"33880 Höytämö  (Lempäälä)",3809,1939,1752,187,1870,783,297,669,121
"33900 Härmälä-Rantaperkiö  (Tampere)",9991,5542,4637,905,4449,1302,885,1907,355
"33920 Toivio  (Pirkkala)",1206,629,584,45,577,329,74,147,27
"33950 Killo  (Pirkkala)",5080,2657,2434,223,2423,954,341,974,154
"33960 Suuppa  (Pirkkala)",10304,5143,4653,490,5161,2285,723,1864,289
"33980 Pirkkala kk  (Pirkkala)",1338,667,619,48,671,299,100,231,41
"34110 Lakiala  (Ylöjärvi)",1328,611,581,30,717,467,87,129,34
"34130 Ylinen  (Ylöjärvi)",1322,661,599,62,661,326,95,197,43
"34140 Mutala  (Ylöjärvi)",760,363,339,24,397,215,41,122,19
"34150 Kyrönlahti  (Ylöjärvi)",399,192,176,16,207,72,24,104,7
"34180 Länsi-Teisko  (Ylöjärvi)",164,73,60,13,91,27,8,49,7
"34240 Kämmenteisko  (Tampere)",1581,767,686,81,814,358,112,298,46
"34260 Terälahti  (Tampere)",893,437,375,62,456,144,54,230,28
"34270 Velaatta  (Tampere)",311,149,122,27,162,43,16,97,6
"34300 Kuru Keskus  (Ylöjärvi)",1598,633,522,111,965,255,73,572,65
"34320 Parkkuu  (Ylöjärvi)",239,103,89,14,136,43,3,81,9
"34330 Poikelus  (Ylöjärvi)",277,135,117,18,142,52,16,62,12
"34410 Murole  (Ruovesi)",178,69,62,7,109,28,9,63,9
"34420 Muroleen Kanava  (Ruovesi)",48,19,..,..,29,..,..,..,..
"34430 Kekkonen  (Ruovesi)",141,69,63,6,72,19,5,45,3
"34450 Jäminkipohja  (Ruovesi)",376,167,145,22,209,37,23,127,22
"34510 Luode  (Ylöjärvi)",108,43,34,9,65,22,2,38,3
"34530 Länsi-Aure  (Ylöjärvi)",72,21,..,..,51,15,2,31,3
"34550 Itä-Aure  (Ylöjärvi)",176,78,65,13,98,12,4,76,6
"34600 Ruovesi Keskus-Nenonen  (Ruovesi)",2752,1078,983,95,1674,361,156,1065,92
"34640 Mustajärvi  (Ruovesi)",227,93,83,10,134,32,16,77,9
"34710 Vaskivesi  (Virrat)",389,161,145,16,228,61,22,131,14
"34730 Vaskuu  (Virrat)",107,37,33,4,70,14,7,48,1
"34740 Koro  (Virrat)",83,33,29,4,50,5,3,38,4
"34770 Kurjenkylä  (Virrat)",259,108,86,22,151,49,20,73,9
"34800 Virrat Keskus  (Virrat)",4882,1943,1694,249,2939,624,328,1808,179
"34870 Visuvesi  (Ruovesi)",629,263,196,67,366,73,29,243,21
"34910 Äijänneva  (Virrat)",120,56,53,3,64,10,11,36,7
"34930 Liedenpohja  (Virrat)",351,137,122,15,214,55,20,126,13
"34950 Ohtola  (Virrat)",205,82,75,7,123,35,6,78,4
"34970 Toisvesi  (Virrat)",115,47,41,6,68,16,7,40,5
"34980 Killinkoski  (Virrat)",394,164,139,25,230,49,11,145,25
"35100 Orivesi Asemanseutu  (Orivesi)",3099,1458,1264,194,1641,599,205,746,91
"35220 Eräjärvi  (Orivesi)",539,217,190,27,322,71,19,213,19
"35240 Ristakallio  (Orivesi)",198,89,81,8,109,16,22,65,6
"35260 Leväslahti  (Orivesi)",16,5,..,..,11,..,..,..,..
"35270 Västilä  (Orivesi)",167,80,62,18,87,16,11,57,3
"35300 Orivesi Keskus  (Orivesi)",4641,2019,1758,261,2622,624,252,1615,131
"35320 Hirsilä  (Orivesi)",599,255,227,28,344,119,48,156,21
"35400 Länkipohja  (Jämsä)",978,386,317,69,592,115,39,404,34
"35420 Talviainen  (Orivesi)",118,49,43,6,69,12,8,45,4
"35480 Längelmäki  (Orivesi)",64,30,25,5,34,7,1,24,2
"35500 Korkeakoski  (Juupajoki)",1095,471,427,44,624,175,62,348,39
"35520 Pirttikangas  (Juupajoki)",79,29,..,..,50,11,5,30,4
"35530 Lyly  (Juupajoki)",283,117,101,16,166,41,6,112,7
"35540 Juupajoki  (Juupajoki)",452,219,204,15,233,81,34,103,15
"35550 Salokunta  (Juupajoki)",169,76,70,6,93,27,8,56,2
"35600 Halli  (Jämsä)",1417,647,564,83,770,147,73,512,38
"35610 Pihlaisto  (Jämsä)",103,31,29,2,72,21,5,45,1
"35630 Suinula-Valkamanperä  (Jämsä)",176,56,50,6,120,32,7,71,10
"35700 Vilppula Keskus  (Mänttä-Vilppula)",3630,1590,1381,209,2040,509,212,1169,150
"35740 Ylä-Vääri  (Ruovesi)",114,50,45,5,64,9,9,43,3
"35750 Väärinmaja  (Ruovesi)",308,135,124,11,173,41,20,103,9
"35800 Mänttä  (Mänttä-Vilppula)",4382,1771,1539,232,2611,536,262,1659,154
"35820 Asemakulma-Mustalahti  (Jämsä)",2165,990,853,137,1175,374,114,631,56
"35990 Kolho  (Mänttä-Vilppula)",1175,453,368,85,722,154,49,477,42
"36100 Kangasala Asemanseutu  (Kangasala)",1181,632,596,36,549,320,91,113,25
"36110 Ruutana  (Kangasala)",2658,1426,1325,101,1232,699,177,307,49
"36120 Suinula-Haviseva  (Kangasala)",1117,533,482,51,584,267,68,223,26
"36200 Kangasala Keskus  (Kangasala)",9891,4557,4163,394,5334,1812,636,2633,253
"36220 Suorama  (Kangasala)",4888,2452,2193,259,2436,1044,288,966,138
"36240 Nattari  (Kangasala)",4489,2333,2145,188,2156,925,307,822,102
"36270 Huutijärvi  (Kangasala)",1373,665,604,61,708,306,90,267,45
"36280 Pikonlinna  (Kangasala)",73,9,..,..,64,3,2,59,0
"36340 Tohkala  (Kangasala)",263,124,120,4,139,54,17,61,7
"36420 Sahalahti Keskus  (Kangasala)",1812,890,808,82,922,361,100,413,48
"36430 Pakkala  (Kangasala)",499,231,206,25,268,91,33,131,13
"36450 Salmentaka  (Pälkäne)",241,124,115,9,117,25,14,72,6
"36520 Raikku  (Kangasala)",379,176,163,13,203,48,21,118,16
