"Postal code area","Inhabitants, 2012 (PT)","Labour force, 2012 (PT)","Employed, 2012 (PT)","Unemployed, 2012 (PT)","Persons outside the labour force, 2012 (PT)","Children aged 0 to 14, 2012 (PT)","Students, 2012 (PT)","Pensioners, 2012 (PT)","Others, 2012 (PT)"
"07910 Valko  (Loviisa)",1157,539,484,55,618,163,64,349,42
"07920 Etelä-Harju  (Loviisa)",1453,656,607,49,797,225,68,472,32
"07930 Pernaja Kirkonkylä  (Loviisa)",695,330,301,29,365,130,35,190,10
"07940 Määrlahti  (Loviisa)",999,469,386,83,530,129,46,323,32
"07945 Kuggom  (Loviisa)",508,247,229,18,261,84,33,134,10
"07955 Tesjoki  (Loviisa)",1262,597,554,43,665,239,65,324,37
"07960 Ahvenkoski  (Loviisa)",140,71,62,9,69,13,5,46,5
"07970 Ruotsinpyhtää Keskus  (Loviisa)",587,281,246,35,306,84,22,185,15
"07980 Kuninkaankylä  (Loviisa)",323,147,134,13,176,44,21,103,8
"07990 Ruotsinkylä-Koskisto  (Loviisa)",325,142,127,15,183,55,21,100,7
"08100 Lohja Keskus  (Lohja)",7764,3495,3181,314,4269,916,457,2694,202
"08150 Keskilohja  (Lohja)",5304,2713,2543,170,2591,1136,395,947,113
"08200 Ojamo  (Lohja)",4024,1914,1688,226,2110,707,281,981,141
"08350 Routio  (Lohja)",2477,1276,1127,149,1201,426,129,558,88
"08360 Kisakallio  (Lohja)",.,.,.,.,.,.,.,.,.
"08450 Hormajärvi  (Lohja)",316,124,106,18,192,35,22,119,16
"08480 Karstu  (Lohja)",269,135,132,3,134,60,12,54,8
"08500 Ventelä-Millola  (Lohja)",6524,3429,3180,249,3095,1340,406,1187,162
"08680 Muijala  (Lohja)",1861,1022,945,77,839,468,144,195,32
"08700 Virkkala  (Lohja)",7534,3721,3381,340,3813,1453,460,1712,188
"08800 Kirkniemi  (Lohja)",1694,880,821,59,814,376,107,290,41
"09120 Karjalohja  (Lohja)",1229,540,485,55,689,207,69,360,53
"09220 Sammatti  (Lohja)",1590,767,715,52,823,345,75,361,42
"09430 Saukkola  (Lohja)",1725,872,809,63,853,320,114,372,47
"09520 Millola  (Lohja)",117,65,56,9,52,10,9,29,4
"09630 Koisjärvi  (Lohja)",527,255,229,26,272,105,33,109,25
"09810 Nummi-Oinola  (Lohja)",1008,441,409,32,567,155,53,314,45
"09930 Leppäkorpi  (Lohja)",305,129,117,12,176,49,23,98,6
"10120 Tähtelä  (Inkoo)",655,333,311,22,322,116,35,150,21
"10140 Päivölä  (Inkoo)",310,176,167,9,134,61,17,42,14
"10160 Degerby  (Inkoo)",880,453,431,22,427,193,55,154,25
"10210 Inkoo Keskus  (Inkoo)",2743,1282,1201,81,1461,506,145,731,79
"10230 Inkoo Asemanseutu  (Inkoo)",391,197,183,14,194,77,23,74,20
"10250 Fagervik  (Inkoo)",134,63,62,1,71,17,7,43,4
"10270 Barösund  (Inkoo)",148,64,63,1,84,19,11,42,12
"10300 Karjaa Keskus  (Raasepori)",7510,3485,3158,327,4025,1214,531,2020,260
"10320 Bäljars  (Raasepori)",1335,622,537,85,713,247,100,291,75
"10330 Pinjainen  (Raasepori)",622,328,286,42,294,114,47,117,16
"10350 Meltolan sairaala-alue  (Raasepori)",93,16,..,..,77,6,4,63,4
"10360 Mustio  (Raasepori)",1347,709,647,62,638,243,90,261,44
"10380 Kaunislahti  (Raasepori)",118,72,65,7,46,24,1,19,2
"10410 Åminnefors  (Raasepori)",390,199,167,32,191,47,17,102,25
"10420 Pohjankuru  (Raasepori)",1877,825,729,96,1052,307,90,572,83
"10440 Bollsta  (Raasepori)",347,180,150,30,167,51,19,87,10
"10470 Fiskari  (Raasepori)",505,232,196,36,273,97,36,119,21
"10480 Antskog  (Raasepori)",116,51,46,5,65,18,5,37,5
"10520 Tenhola Kirkonkylä  (Raasepori)",1750,844,796,48,906,316,100,444,46
"10570 Bromarv  (Raasepori)",524,205,190,15,319,67,29,205,18
"10600 Tammisaari Keskus  (Raasepori)",5096,2141,1999,142,2955,585,351,1855,164
"10620 Högbacka  (Raasepori)",1901,908,850,58,993,327,138,472,56
"10640 Dragsvik  (Raasepori)",990,573,541,32,417,192,84,116,25
"10650 Flyet  (Raasepori)",2740,1242,1118,124,1498,503,173,725,97
"10660 Trollböle  (Raasepori)",890,441,396,45,449,128,77,206,38
"10680 Skogby  (Raasepori)",224,121,110,11,103,37,19,41,6
"10710 Snappertuna  (Raasepori)",370,177,169,8,193,52,18,113,10
"10820 Lappohja  (Hanko)",636,277,205,72,359,71,38,233,17
"10900 Hanko Keskus  (Hanko)",4470,1922,1632,290,2548,619,255,1473,201
"10940 Hangonkylä  (Hanko)",2178,1033,946,87,1145,322,139,639,45
"10960 Hanko Pohjoinen  (Hanko)",1919,913,800,113,1006,309,84,555,58
"11100 Riihimäki Keskus  (Riihimäki)",6563,3143,2807,336,3420,599,417,2226,178
"11120 Pohjois-Riihimäki  (Riihimäki)",7279,3708,3387,321,3571,1253,476,1652,190
"11130 Peltosaari-Patastenmäki  (Riihimäki)",9268,4681,4174,507,4587,1828,710,1741,308
"11310 Taka-Kasarmi  (Riihimäki)",815,428,402,26,387,182,57,114,34
"11710 Herajoki  (Riihimäki)",3232,1607,1453,154,1625,738,216,581,90
"11910 Lasi-Kumela  (Riihimäki)",2557,1299,1171,128,1258,472,197,517,72
"12100 Oitti  (Hausjärvi)",2717,1203,1088,115,1514,491,142,787,94
"12130 Mommila  (Hausjärvi)",356,158,146,12,198,64,32,92,10
"12170 Hietoinen  (Hausjärvi)",224,111,104,7,113,27,9,72,5
"12210 Hausjärvi kk  (Hausjärvi)",242,115,105,10,127,44,22,55,6
"12240 Hikiä  (Hausjärvi)",1759,933,874,59,826,370,116,287,53
"12310 Ryttylä  (Hausjärvi)",1883,948,873,75,935,386,116,385,48
"12350 Turkhauta  (Hausjärvi)",460,234,221,13,226,65,34,115,12
"12380 Leppäkoski  (Janakkala)",544,265,250,15,279,111,33,116,19
"12400 Tervakoski  (Janakkala)",4732,2171,1973,198,2561,925,309,1203,124
"12450 Vähikkälä  (Janakkala)",288,146,133,13,142,48,19,63,12
"12520 Kormu  (Loppi)",460,231,219,12,229,115,22,75,17
"12540 Launonen  (Loppi)",1594,820,772,48,774,388,105,237,44
"12600 Läyliäinen  (Loppi)",1968,954,888,66,1014,414,127,408,65
"12630 Sajaniemi  (Loppi)",293,125,120,5,168,49,7,102,10
"12640 Joentaka  (Loppi)",336,173,164,9,163,58,23,69,13
"12700 Loppi kk  (Loppi)",2409,965,898,67,1444,378,140,851,75
"12750 Pilpala  (Loppi)",540,243,218,25,297,91,28,163,15
"12820 Räyskälä  (Loppi)",53,26,..,..,27,..,..,..,..
"12920 Topeno  (Loppi)",368,181,165,16,187,62,24,91,10
"12950 Vojakkala-Eerolankulma  (Loppi)",190,84,76,8,106,30,14,56,6
"13100 Hämeenlinna Keskus  (Hämeenlinna)",10482,4885,4429,456,5597,966,845,3505,281
"13110 Kantola  (Hämeenlinna)",180,110,94,16,70,40,5,18,7
"13130 Kauriala  (Hämeenlinna)",6222,2973,2674,299,3249,647,496,1940,166
"13200 Keinusaari  (Hämeenlinna)",1407,611,527,84,796,72,83,598,43
"13210 Hätilä  (Hämeenlinna)",8355,4068,3611,457,4287,1256,594,2191,246
"13220 Sairio  (Hämeenlinna)",1681,816,771,45,865,262,112,452,39
"13250 Katuma  (Hämeenlinna)",1019,507,363,144,512,103,79,256,74
"13270 Ruununmylly  (Hämeenlinna)",1536,823,781,42,713,384,106,187,36
"13300 Käikälä  (Hämeenlinna)",2758,1515,1434,81,1243,683,156,348,56
"13330 Harviala  (Janakkala)",709,361,342,19,348,182,32,121,13
"13430 Hattelmala  (Hämeenlinna)",1204,611,585,26,593,273,89,202,29
"13500 Jukola  (Hämeenlinna)",11765,5854,5279,575,5911,2243,859,2458,351
"13530 Hämeenlinna sairaala-alue  (Hämeenlinna)",.,.,.,.,.,.,.,.,.
"13600 Ojoinen  (Hämeenlinna)",3875,1803,1618,185,2072,584,343,1013,132
"13700 Parolannummi  (Hattula)",440,215,202,13,225,87,34,86,18
"13720 Parola  (Hattula)",4404,2200,2022,178,2204,741,310,1040,113
"13800 Katinala  (Hattula)",1357,659,604,55,698,241,55,373,29
"13880 Rahkoila  (Hattula)",1305,650,613,37,655,324,76,234,21
"13900 Pekola  (Hattula)",913,452,416,36,461,214,55,166,26
"14140 Jokimaa  (Janakkala)",212,96,87,9,116,33,17,59,7
"14200 Turenki  (Janakkala)",9043,4262,3898,364,4781,1535,556,2423,267
"14240 Väli-Janakkala  (Janakkala)",929,478,439,39,451,179,64,184,24
"14300 Renko kk  (Hämeenlinna)",2232,1006,916,90,1226,383,135,647,61
"14330 Kaloinen  (Hämeenlinna)",17,7,..,..,10,..,..,..,..
"14370 Lukana  (Hämeenlinna)",43,24,..,..,19,..,..,..,..
"14430 Vuohiniemi  (Hattula)",73,35,25,10,38,6,2,26,4
"14450 Rimmilä  (Hämeenlinna)",125,56,46,10,69,14,1,50,4
"14500 Iittala  (Hämeenlinna)",3373,1561,1431,130,1812,583,186,949,94
"14530 Leteensuo  (Hattula)",256,143,133,10,113,49,17,41,6
"14610 Lepaa  (Hattula)",449,201,186,15,248,82,74,82,10
"14620 Tyrväntö  (Hattula)",168,81,74,7,87,25,8,47,7
"14680 Alvettula  (Hämeenlinna)",603,262,236,26,341,96,41,183,21
"14690 Torvoila  (Hämeenlinna)",178,77,74,3,101,19,12,67,3
"14700 Hauho kk  (Hämeenlinna)",1962,802,710,92,1160,253,93,755,59
"14770 Eteläinen  (Hämeenlinna)",942,480,438,42,462,220,48,169,25
"14810 Pohjoinen  (Hämeenlinna)",310,157,140,17,153,56,20,72,5
"14820 Syrjäntaka  (Hämeenlinna)",855,378,335,43,477,152,59,244,22
"14840 Sairiala  (Hämeenlinna)",227,104,91,13,123,34,8,75,6
"14870 Juttila  (Hämeenlinna)",239,96,80,16,143,32,15,89,7
"14930 Sappee  (Hämeenlinna)",117,47,43,4,70,8,9,47,6
"14960 Puutikkala  (Pälkäne)",89,33,27,6,56,10,2,41,3
"14980 Kuohijoki  (Pälkäne)",52,22,..,..,30,4,3,21,2
"15100 Lahti Asemanseutu  (Lahti)",6178,3045,2593,452,3133,649,552,1758,174
"15110 Keski-Lahti  (Lahti)",4820,2388,2028,360,2432,290,533,1432,177
"15140 Kartano-Paavola  (Lahti)",15053,6957,5947,1010,8096,1140,1127,5376,453
"15150 Möysä  (Lahti)",4158,2134,1810,324,2024,468,378,1049,129
"15160 Kolava  (Lahti)",1595,816,776,40,779,591,78,70,40
"15170 Tenava-Tonttila  (Lahti)",3791,1806,1480,326,1985,504,258,1070,153
"15200 Kiveriö  (Lahti)",3620,1769,1394,375,1851,473,324,894,160
"15210 Kivistönmäki  (Lahti)",4191,2027,1661,366,2164,448,261,1329,126
"15230 Kytölä  (Lahti)",2698,1391,1286,105,1307,538,173,503,93
"15240 Mukkula  (Lahti)",7865,3395,2815,580,4470,1225,566,2386,293
"15270 Kukkila  (Hollola)",1716,840,782,58,876,453,117,247,59
"15300 Myllypohja-Koiskala  (Lahti)",4080,2113,1822,291,1967,832,317,674,144
"15320 Ahtiala  (Lahti)",2887,1546,1381,165,1341,702,220,331,88
"15340 Kunnas-Hiekkanummi  (Lahti)",2845,1486,1355,131,1359,703,209,393,54
"15460 Mäkelä  (Nastola)",636,301,272,29,335,117,48,147,23
"15500 Liipola  (Lahti)",4995,2214,1540,674,2781,727,353,1434,267
"15520 Saksala  (Lahti)",2300,1138,963,175,1162,244,119,744,55
"15540 Villähde  (Nastola)",4488,2266,2103,163,2222,1015,304,790,113
"15550 Rakokivi  (Nastola)",3668,1734,1524,210,1934,607,232,967,128
"15560 Nastola kk  (Nastola)",4236,1917,1624,293,2319,708,261,1204,146
"15580 Ruuhijärvi  (Nastola)",263,136,123,13,127,47,14,58,8
"15610 Laune-Nikkilä  (Lahti)",5346,2619,2338,281,2727,1068,393,1129,137
"15680 Renkomäki-Ämmälä  (Lahti)",3064,1562,1455,107,1502,865,231,337,69
"15700 Hennala-Jokimaa  (Lahti)",6408,3224,2801,423,3184,1060,479,1439,206
"15800 Kärpänen  (Lahti)",3473,1763,1442,321,1710,477,298,795,140
"15810 Kasakkamäki  (Lahti)",1379,688,607,81,691,271,119,264,37
"15820 Okeroinen  (Hollola)",1103,532,474,58,571,294,74,169,34
"15830 Metsäkangas  (Lahti)",3836,1839,1576,263,1997,474,258,1162,103
"15840 Riihelä  (Lahti)",2053,1065,933,132,988,397,146,383,62
"15850 Likolampi  (Lahti)",645,369,321,48,276,110,44,93,29
"15860 Kartano  (Hollola)",3481,1731,1517,214,1750,491,236,892,131
"15870 Salpakangas  (Hollola)",4068,1752,1551,201,2316,589,268,1324,135
"15880 Soramäki  (Hollola)",4980,2408,2169,239,2572,986,362,1072,152
"15900 Jalkaranta  (Lahti)",1711,766,724,42,945,249,103,546,47
"15950 Kiikkula  (Lahti)",4167,1978,1789,189,2189,517,281,1303,88
"15980 Messilä  (Hollola)",.,.,.,.,.,.,.,.,.
"16100 Uusikylä  (Nastola)",1440,724,640,84,716,235,84,350,47
"16160 Okkeri  (Nastola)",105,56,49,7,49,16,6,25,2
"16200 Artjärvi Keskus  (Orimattila)",687,298,259,39,389,84,38,250,17
"16230 Artjärvi Kirkonkylä  (Orimattila)",303,122,113,9,181,46,13,111,11
"16260 Hietana  (Orimattila)",182,95,91,4,87,31,8,43,5
"16270 Villikkala  (Orimattila)",151,81,69,12,70,23,7,39,1
"16280 Kuivanto  (Orimattila)",618,304,271,33,314,119,37,135,23
"16300 Orimattila Keskus  (Orimattila)",10682,4992,4387,605,5690,1784,647,2943,316
"16310 Virenoja  (Orimattila)",604,287,256,31,317,140,45,110,22
"16320 Pennala  (Orimattila)",998,503,466,37,495,273,60,141,21
"16330 Heinämaa  (Orimattila)",333,166,150,16,167,61,14,80,12
"16350 Niinikoski  (Orimattila)",329,171,149,22,158,58,15,74,11
"16390 Pakaa  (Orimattila)",295,159,148,11,136,61,19,49,7
"16450 Mallusjoki  (Orimattila)",501,220,194,26,281,81,23,160,17
"16500 Herrala  (Hollola)",892,475,431,44,417,173,59,159,26
"16510 Luhtikylä  (Orimattila)",462,230,207,23,232,90,33,97,12
"16540 Mertie  (Kärkölä)",285,142,128,14,143,41,22,72,8
"16600 Järvelä  (Kärkölä)",3077,1471,1328,143,1606,457,218,823,108
"16610 Kärkölä kk  (Kärkölä)",771,345,312,33,426,146,50,211,19
"16630 Tennilä  (Hollola)",334,144,135,9,190,82,24,74,10
"16670 Lappila  (Kärkölä)",639,321,281,40,318,92,36,163,27
"16710 Hollola kk  (Hollola)",976,486,458,28,490,241,62,157,30
"16730 Kutajärvi  (Hollola)",1048,488,450,38,560,216,74,244,26
"16790 Manskivi  (Hollola)",106,47,46,1,59,13,8,36,2
"16800 Hämeenkoski  (Hämeenkoski)",2073,953,869,84,1120,311,129,626,54
"16900 Lammi kk  (Hämeenlinna)",5006,2121,1905,216,2885,843,274,1609,159
"16960 Iso-Evo  (Hämeenlinna)",175,76,61,15,99,24,4,65,6
"16970 Evo  (Hämeenlinna)",73,36,31,5,37,9,16,8,4
"16980 Ronni  (Hämeenlinna)",11,1,..,..,10,..,..,..,..
"17110 Sipilä  (Hollola)",1250,583,546,37,667,312,106,206,43
"17120 Paimela  (Hollola)",579,280,254,26,299,118,21,135,25
"17130 Vesivehmaa  (Asikkala)",780,413,380,33,367,153,50,141,23
"17150 Urajärvi  (Asikkala)",378,205,188,17,173,56,17,90,10
"17200 Vääksy Keskus  (Asikkala)",5357,2238,2008,230,3119,727,325,1898,169
"17220 Pietilä  (Asikkala)",166,67,54,13,99,26,4,62,7
"17240 Kalkkinen  (Asikkala)",438,172,154,18,266,52,21,174,19
"17320 Asikkala  (Asikkala)",353,146,134,12,207,65,25,102,15
"17410 Viitaila  (Asikkala)",261,111,98,13,150,42,11,89,8
"17430 Kurhila  (Asikkala)",302,149,137,12,153,56,22,64,11
"17440 Vähimaa  (Asikkala)",60,22,..,..,38,8,4,25,1
"17450 Iso-Äiniö-Vähimaa  (Asikkala)",223,108,101,7,115,27,14,67,7
"17470 Maakeski  (Padasjoki)",287,128,115,13,159,50,19,82,8
"17500 Padasjoki Keskus  (Padasjoki)",1967,745,664,81,1222,235,109,813,65
"17510 Nyystölä  (Padasjoki)",292,111,106,5,181,62,27,78,14
"17530 Arrakoski  (Padasjoki)",243,98,81,17,145,30,11,95,9
"17610 Auttoinen  (Padasjoki)",320,135,130,5,185,26,14,134,11
"17630 Vesijako  (Padasjoki)",118,46,42,4,72,7,7,54,4
"17710 Torittu  (Padasjoki)",73,25,..,..,48,10,0,31,7
"17740 Kasiniemi-Torittu  (Padasjoki)",51,22,..,..,29,..,..,..,..
"17780 Harmoinen  (Kuhmoinen)",63,25,..,..,38,2,5,30,1
"17800 Kuhmoinen Keskus  (Kuhmoinen)",1924,726,619,107,1198,190,70,886,52
"17840 Harjunsalmi  (Kuhmoinen)",81,22,..,..,59,16,3,34,6
"17850 Pihlajakoski  (Kuhmoinen)",91,29,..,..,62,8,7,39,8
"17870 Ruolahti  (Kuhmoinen)",63,23,..,..,40,2,5,30,3
"17930 Päijälä  (Kuhmoinen)",84,33,28,5,51,7,5,38,1
"17950 Kylämä  (Kuhmoinen)",25,9,..,..,16,..,..,..,..
"17970 Puukkoinen  (Kuhmoinen)",36,21,..,..,15,..,..,..,..
"18100 Heinola Keskus  (Heinola)",7164,2893,2491,402,4271,811,402,2848,210
"18120 Reumasairaala-alue  (Heinola)",920,457,403,54,463,138,62,241,22
"18130 Tommola-Sahanniemi  (Heinola)",1891,752,568,184,1139,204,127,720,88
"18150 Jyränkö  (Heinola)",2475,1177,994,183,1298,369,150,686,93
"18200 Kaakonlampi-Pyhätön  (Heinola)",2155,960,775,185,1195,264,152,701,78
"18300 Heinola kk  (Heinola)",2946,1351,1167,184,1595,445,183,870,97
"18600 Myllyoja  (Heinola)",831,427,379,48,404,137,58,188,21
"19110 Vierumäki taajama  (Heinola)",686,375,331,44,311,119,35,136,21
"19120 Vierumäki urheiluopisto  (Heinola)",133,78,78,0,55,20,17,12,6
"19160 Huutotöyry  (Iitti)",491,243,205,38,248,86,21,124,17
"19210 Lusi  (Heinola)",490,202,177,25,288,87,27,155,19
"19230 Onkiniemi  (Sysmä)",123,58,50,8,65,16,5,39,5
"19250 Syrjäkoski  (Heinola)",57,20,..,..,37,10,0,27,0
"19260 Paaso-Syrjäkoski  (Heinola)",130,48,39,9,82,13,5,61,3
"19310 Karilanmaa  (Sysmä)",88,39,34,5,49,7,3,38,1
"19320 Nikkaroinen  (Sysmä)",93,44,41,3,49,13,3,29,4
"19370 Nuoramoinen  (Sysmä)",451,187,167,20,264,78,23,145,18
"19410 Kuortti  (Pertunmaa)",468,217,188,29,251,59,19,159,14
"19420 Mansikkamäki  (Pertunmaa)",182,90,78,12,92,20,10,58,4
"19430 Pertunmaa Keskus  (Pertunmaa)",781,281,242,39,500,109,36,336,19
"19460 Ruorasmäki  (Pertunmaa)",126,47,44,3,79,23,1,51,4
"19470 Lihavanpää-Hartosenpää  (Pertunmaa)",160,58,54,4,102,17,9,70,6
"19480 Hartosenpää  (Pertunmaa)",78,32,27,5,46,6,5,33,2
"19510 Lepsala  (Hartola)",37,17,..,..,20,..,..,..,..
"19540 Koitti-Lepsala  (Hartola)",303,128,108,20,175,37,16,111,11
"19600 Hartola Keskus  (Hartola)",2321,953,822,131,1368,241,121,917,89
"19610 Murakka  (Hartola)",117,57,50,7,60,6,6,44,4
"19620 Pohela  (Hartola)",190,75,65,10,115,29,14,67,5
"19630 Kalhonkylä  (Hartola)",86,41,38,3,45,14,4,25,2
"19650 Joutsa Keskus  (Joutsa)",3522,1446,1248,198,2076,369,210,1406,91
"19670 Mieskonmäki  (Joutsa)",188,81,70,11,107,41,15,44,7
"19700 Sysmä Keskus  (Sysmä)",3099,1128,996,132,1971,302,164,1369,136
"19730 Särkilampi  (Sysmä)",32,14,..,..,18,..,..,..,..
"19740 Liikola  (Sysmä)",123,46,42,4,77,9,4,60,4
"19770 Valittula  (Sysmä)",134,60,54,6,74,26,7,33,8
"19850 Putkijärvi-Siltasuo  (Hartola)",107,40,34,6,67,7,11,42,7
"19910 Tammijärvi  (Luhanka)",455,173,157,16,282,48,19,202,13
"19920 Pappinen  (Joutsa)",178,81,70,11,97,26,15,51,5
"19950 Luhanka  (Luhanka)",310,94,80,14,216,32,10,169,5
"20100 Turku Keskus  (Turku)",24887,13693,12278,1415,11194,1649,2641,6159,745
"20200 Iso-Heikkilä  (Turku)",1899,942,788,154,957,99,128,669,61
"20210 Pahaniemi  (Turku)",4166,2066,1623,443,2100,576,288,1093,143
"20240 Pansio-Perno  (Turku)",5202,2511,1916,595,2691,886,394,1086,325
"20250 Pitkämäki-Muhkuri  (Turku)",746,377,348,29,369,98,71,176,24
"20300 Pohjola-Kastu  (Turku)",6268,3151,2813,338,3117,878,478,1569,192
"20320 Kuninkoja-Mälikkälä  (Turku)",15839,7808,6924,884,8031,1970,961,4748,352
"20360 Kärsämäki-Urusvuori-Halinen  (Turku)",10868,5083,4170,913,5785,1273,663,3437,412
"20380 Räntämäki-Saramäki  (Turku)",2804,1358,1229,129,1446,442,396,494,114
"20400 Moisio  (Turku)",3234,1653,1533,120,1581,929,247,334,71
"20460 Jäkärlä  (Turku)",3550,1867,1554,313,1683,615,242,702,124
"20500 Vesilinna  (Turku)",5907,3269,2991,278,2638,280,1050,1124,184
"20520 Kupittaa  (Turku)",2833,1505,1362,143,1328,198,394,658,78
"20540 Nummi-Ylioppilaskylä  (Turku)",20103,10157,8849,1308,9946,2908,3121,3133,784
"20610 Varissuo  (Turku)",12842,5868,4524,1344,6974,2126,1172,3044,632
"20660 Littoinen  (Kaarina)",7322,3771,3538,233,3551,1643,557,1187,164
"20700 Vartiovuori-Samppalinna  (Turku)",5528,2802,2542,260,2726,318,586,1696,126
"20720 Vasaramäki  (Turku)",5988,2634,2365,269,3354,637,449,2140,128
"20730 Skanssi  (Turku)",25,9,..,..,16,..,..,..,..
"20740 Ilpoinen-Harittu  (Turku)",9491,4826,4149,677,4665,1568,879,1898,320
"20750 Huhkola-Lauste-Vaala  (Turku)",5125,2436,1929,507,2689,879,431,1128,251
"20760 Piispanristi  (Kaarina)",3980,2025,1858,167,1955,724,318,822,91
"20780 Kaarina Keskus  (Kaarina)",11107,5252,4817,435,5855,1885,777,2824,369
"20800 Ammattikorkeakoulu  (Turku)",.,.,.,.,.,.,.,.,.
"20810 Martti-Korppolaismäki  (Turku)",15739,8632,7675,957,7107,1641,1238,3756,472
"20880 Uittamo  (Turku)",4142,1923,1716,207,2219,516,262,1326,115
"20900 Moikoinen-Pikisaari  (Turku)",8236,4145,3864,281,4091,2074,639,1153,225
"20960 Kakskerta  (Turku)",1440,649,592,57,791,236,116,395,44
"21100 Naantali Keskus  (Naantali)",6853,3041,2770,271,3812,827,434,2339,212
"21110 Taimo-Nuhjala-Lietsala  (Naantali)",7354,3817,3538,279,3537,1466,564,1287,220
"21120 Viherjäinen  (Raisio)",1904,1068,1014,54,836,415,173,209,39
"21130 Poikko  (Naantali)",595,313,295,18,282,122,45,101,14
"21140 Rymättylä Keskus  (Naantali)",1338,618,571,47,720,235,64,373,48
"21150 Röölä  (Naantali)",300,144,136,8,156,32,17,99,8
"21160 Merimasku  (Naantali)",1695,890,848,42,805,334,114,307,50
"21180 Livonsaari  (Naantali)",204,102,93,9,102,26,14,55,7
"21195 Velkua  (Naantali)",235,111,103,8,124,25,16,75,8
"21200 Raisio Keskus  (Raisio)",12071,5461,4884,577,6610,1574,864,3738,434
"21210 Hakinmäki  (Raisio)",2601,1452,1339,113,1149,496,187,381,85
"21220 Somersoja  (Raisio)",1406,705,615,90,701,254,84,313,50
"21230 Lemu  (Masku)",1857,934,877,57,923,464,109,299,51
"21240 Askainen Keskus  (Masku)",875,426,399,27,449,152,50,221,26
"21250 Masku  (Masku)",6718,3465,3274,191,3253,1512,463,1137,141
"21260 Ihala  (Raisio)",3814,1966,1824,142,1848,781,291,666,110
"21270 Nousiainen  (Nousiainen)",4837,2453,2307,146,2384,1025,294,960,105
"21280 Kuloinen  (Raisio)",2275,1214,1138,76,1061,428,129,458,46
"21290 Rusko  (Rusko)",3962,1993,1863,130,1969,843,322,740,64
"21310 Vahto  (Rusko)",1787,924,873,51,863,368,127,336,32
"21330 Paattinen  (Turku)",1850,880,817,63,970,346,122,457,45
"21340 Tortinmäki  (Turku)",588,295,269,26,293,76,36,177,4
"21350 Ilmarinen  (Lieto)",1877,1005,954,51,872,423,139,283,27
"21360 Lieto Asemanseutu  (Lieto)",1846,946,873,73,900,378,104,364,54
"21370 Käyrä  (Aura)",602,317,296,21,285,107,39,126,13
"21380 Aura Keskus  (Aura)",3351,1680,1555,125,1671,730,200,657,84
"21410 Vanhalinna  (Lieto)",2102,1091,1049,42,1011,470,189,311,41
"21420 Lieto Keskus  (Lieto)",7687,3550,3289,261,4137,1552,531,1855,199
"21430 Yliskulma  (Lieto)",805,410,383,27,395,185,61,129,20
"21450 Tarvasjoki Keskus  (Tarvasjoki)",1856,883,812,71,973,377,117,436,43
"21480 Prunkila  (Marttila)",348,179,175,4,169,62,13,85,9
"21490 Marttila  (Marttila)",1094,488,445,43,606,164,56,362,24
"21500 Piikkiö  (Kaarina)",7086,3508,3233,275,3578,1499,434,1445,200
"21510 Hevonpää  (Paimio)",461,248,225,23,213,97,22,77,17
"21520 Naskarla  (Paimio)",11,1,..,..,10,..,..,..,..
"21530 Paimio Keskus  (Paimio)",8276,3972,3692,280,4304,1533,536,2008,227
"21540 Preitilä  (Paimio)",1407,752,711,41,655,293,118,212,32
"21555 Taatila  (Paimio)",333,169,159,10,164,62,20,74,8
"21560 Ollila  (Marttila)",536,248,224,24,288,90,33,150,15
"21570 Sauvo Keskus  (Sauvo)",2569,1187,1116,71,1382,467,173,666,76
"21590 Karuna  (Sauvo)",434,203,189,14,231,51,26,141,13
"21600 Parainen Keskus  (Parainen)",10791,5019,4722,297,5772,1915,739,2860,258
"21610 Kirjala  (Parainen)",1112,552,522,30,560,241,70,220,29
"21620 Kuusisto  (Kaarina)",2069,1033,981,52,1036,491,128,376,41
"21630 Lielahti  (Parainen)",596,286,273,13,310,136,46,107,21
"21650 Lillandet  (Parainen)",417,194,185,9,223,50,19,134,20
"21660 Nauvo Keskus  (Parainen)",751,319,309,10,432,96,57,259,20
"21670 Mattnäs-Nötö  (Parainen)",221,106,106,0,115,29,14,65,7
"21680 Nötö  (Parainen)",8,3,..,..,5,..,..,..,..
"21710 Korppoo Keskus-Utö  (Parainen)",637,279,268,11,358,76,42,224,16
"21720 Korpoström  (Parainen)",24,11,..,..,13,..,..,..,..
"21740 Utö  (Parainen)",46,26,..,..,20,..,..,..,..
"21750 Norrskata  (Parainen)",101,35,30,5,66,5,3,51,7
"21760 Houtskär Keskus  (Parainen)",425,180,171,9,245,45,22,160,18
"21770 Mossala  (Parainen)",137,52,51,1,85,30,9,38,8
"21800 Kyrö  (Pöytyä)",2447,1147,1048,99,1300,460,138,633,69
