"Postal code area","Free-time residences, 2016 (RA)","Buildings, total, 2016 (RA)","Other buildings, 2016 (RA)","Residential buildings, 2016 (RA)","Dwellings, 2016 (RA)","Average floor area, 2016 (RA)","Dwellings in small houses, 2016 (RA)","Dwellings in blocks of flats, 2016 (RA)"
"22830 Enklinge   (Kumlinge )",34,52,14,38,36,95.6,36,0
"22840 Lappo   (Brändö )",58,73,18,55,59,87.7,59,0
"22910 Torsholma   (Brändö )",25,54,19,35,40,90.7,40,0
"22920 Brändö-Åland   (Brändö )",93,126,39,87,106,84.6,106,0
"22930 Fiskö   (Brändö )",42,38,12,26,23,93.1,23,0
"22940 Åva   (Brändö )",47,62,16,46,51,104.0,51,0
"22950 Jurmo   (Brändö )",31,35,3,32,29,76.4,29,0
"23100 Mynämäki Keskus   (Mynämäki )",775,2843,354,2489,3065,97.1,2727,338
"23120 Mietoinen Keskus   (Mynämäki )",100,449,67,382,436,106.6,431,5
"23140 Hietamäki   (Mynämäki )",171,358,37,321,316,107.1,312,4
"23200 Vinkkilä   (Vehmaa )",366,829,152,677,873,95.6,780,93
"23210 Vehmaa   (Vehmaa )",317,364,46,318,298,106.2,295,3
"23260 Rautila   (Vehmaa )",177,132,24,108,111,112.5,97,14
"23310 Taivassalo   (Taivassalo )",2011,1129,297,832,916,100.8,835,81
"23360 Kustavi   (Kustavi )",3055,807,270,537,565,92.8,540,25
"23390 Iniö   (Parainen )",627,209,61,148,140,94.9,140,0
"23450 Lokalahti   (Uusikaupunki )",1266,567,97,470,499,96.9,499,0
"23500 Uusikaupunki Keskus   (Uusikaupunki )",1211,3270,639,2631,6741,80.3,3433,3308
"23600 Kalanti Keskus   (Uusikaupunki )",266,974,124,850,1069,96.9,1030,39
"23660 Kalanti Asemanseutu   (Uusikaupunki )",68,202,12,190,166,115.0,166,0
"23800 Laitila Keskus   (Laitila )",1188,3249,494,2755,4117,91.4,3040,1077
"23840 Soukainen   (Laitila )",22,145,12,133,129,112.1,129,0
"23880 Suontaka   (Laitila )",9,63,6,57,53,96.8,53,0
"23930 Pyhämaa   (Uusikaupunki )",1044,394,61,333,309,95.7,309,0
"23950 Pyhäranta   (Pyhäranta )",166,311,50,261,277,100.6,277,0
"23960 Santtio   (Pyhäranta )",189,148,20,128,117,103.2,117,0
"24100 Salo Keskus   (Salo )",3,1984,470,1514,6036,68.7,2331,3705
"24130 Ylhäisi   (Salo )",36,1255,141,1114,1851,90.5,1474,377
"24240 Rappula   (Salo )",6,979,162,817,2260,79.5,1127,1133
"24260 Ollikkala   (Salo )",20,1001,103,898,2603,75.9,1412,1191
"24280 Tupuri-Hähkänä   (Salo )",12,1537,118,1419,2187,104.9,2125,62
"24800 Halikko Keskus   (Salo )",25,1160,102,1058,2557,84.1,1646,911
"24910 Halikko Asemanseutu   (Salo )",37,515,99,416,439,121.4,439,0
"25110 Kruusila   (Salo )",498,219,30,189,182,103.5,182,0
"25130 Muurla   (Salo )",265,759,102,657,754,106.1,754,0
"25160 Tuohittu   (Salo )",61,69,8,61,58,108.4,58,0
"25170 Kotalato   (Salo )",67,82,13,69,65,98.6,61,4
"25180 Romsila   (Salo )",275,141,18,123,108,114.8,108,0
"25190 Inkere   (Salo )",18,364,36,328,477,93.5,441,36
"25210 Vartsala   (Salo )",85,189,12,177,176,125.4,171,5
"25230 Angelniemi   (Salo )",213,205,17,188,180,102.8,180,0
"25240 Hajala   (Salo )",87,363,28,335,325,107.6,320,5
"25250 Märynummi   (Salo )",6,357,33,324,525,93.1,428,97
"25260 Vaskio   (Salo )",137,516,52,464,502,103.7,492,10
"25320 Raatala   (Salo )",56,246,28,218,214,104.5,214,0
"25330 Kuusjoki Keskus   (Salo )",47,418,48,370,447,92.2,443,4
"25340 Kanunki   (Salo )",59,220,28,192,199,104.0,199,0
"25360 Pertteli Keskus   (Salo )",15,460,50,410,565,98.0,553,12
"25370 Hiisi   (Salo )",126,351,18,333,316,102.6,316,0
"25380 Rekijoki   (Salo )",108,285,28,257,278,94.5,278,0
"25390 Kiikala Keskus   (Salo )",427,474,80,394,493,91.7,493,0
"25410 Suomusjärvi Keskus   (Salo )",949,563,66,497,639,90.8,627,12
"25420 Lahnajärvi   (Salo )",333,126,25,101,85,98.0,85,0
"25430 Kettula   (Salo )",232,54,4,50,41,109.8,41,0
"25460 Toija   (Salo )",529,599,73,526,650,91.3,623,27
"25470 Kisko kk   (Salo )",588,231,24,207,178,92.0,178,0
"25500 Perniö Keskus   (Salo )",464,1316,167,1149,1859,90.8,1382,477
"25520 Perniö Asemanseutu   (Salo )",94,348,46,302,309,111.9,309,0
"25540 Knaapila   (Salo )",84,129,13,116,109,121.4,109,0
"25550 Aijala   (Salo )",85,71,8,63,93,70.5,49,44
"25560 Koski Asemanseutu   (Salo )",94,164,14,150,122,94.4,122,0
"25570 Teijo-Mathildedal   (Salo )",136,340,44,296,367,95.8,319,48
"25610 Ylönkylä   (Salo )",193,249,27,222,197,110.6,193,4
"25630 Finby   (Salo )",233,174,35,139,182,97.6,172,10
"25640 Förby   (Salo )",378,205,42,163,169,90.2,166,3
"25650 Strömma   (Kemiönsaari )",134,112,9,103,86,106.1,83,3
"25660 Mathildedal   (Salo )",175,148,20,128,136,95.3,122,14
"25700 Kemiö Keskus   (Kemiönsaari )",688,1248,143,1105,1356,93.1,1163,193
"25710 Vreta-Vestlax   (Kemiönsaari )",95,189,29,160,172,104.3,149,23
"25730 Mjösund   (Kemiönsaari )",246,109,22,87,74,82.8,64,10
"25760 Kiila   (Kemiönsaari )",270,94,10,84,73,115.0,73,0
"25810 Mark   (Kemiönsaari )",20,47,4,43,41,92.4,41,0
"25820 Vestlax   (Kemiönsaari )",107,78,5,73,68,89.6,65,3
"25830 Västanfjärd Keskus   (Kemiönsaari )",598,324,46,278,311,100.3,271,40
"25840 Nivelax   (Kemiönsaari )",47,157,18,139,134,100.3,134,0
"25860 Björkboda   (Kemiönsaari )",67,198,26,172,253,83.4,187,66
"25870 Dragsfjärd   (Kemiönsaari )",360,574,82,492,539,94.8,457,82
"25900 Taalintehdas   (Kemiönsaari )",976,633,86,547,1092,73.0,518,574
"25910 Vänoxa   (Kemiönsaari )",96,8,2,6,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",218,76,37,39,40,116.5,40,0
"25940 Hiittinen   (Kemiönsaari )",390,73,16,57,54,92.5,54,0
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",371,129,40,89,76,93.7,76,0
"25960 Högsåra   (Kemiönsaari )",117,50,21,29,28,89.8,28,0
"26100 Rauma Keskus   (Rauma )",88,3425,899,2526,10508,71.4,3265,7243
"26200 Merirauma-Kappelinluhta   (Rauma )",395,1398,79,1319,2621,95.1,1866,755
"26410 Kaaro   (Rauma )",330,646,51,595,600,113.1,600,0
"26510 Uotila   (Rauma )",17,1159,160,999,1263,99.6,1107,156
"26560 Kolla   (Rauma )",26,345,47,298,292,119.0,292,0
"26660 Paroalho   (Rauma )",49,1076,61,1015,2816,80.2,1518,1298
"26720 Monnanummi   (Rauma )",2,137,12,125,147,115.2,147,0
"26740 Vasarainen   (Rauma )",77,270,28,242,240,112.1,240,0
"26820 Sampaanala   (Rauma )",58,471,118,353,882,78.2,494,388
"26840 Kortela   (Rauma )",73,298,15,283,353,103.6,353,0
"26910 Unaja   (Rauma )",20,321,38,283,280,109.5,280,0
"26930 Vermuntila   (Rauma )",121,317,28,289,274,108.3,274,0
"26950 Voiluoto   (Rauma )",319,212,17,195,186,109.4,186,0
"27100 Eurajoki Keskus   (Eurajoki )",139,1460,265,1195,1642,99.3,1524,118
"27110 Irjanne   (Eurajoki )",41,347,38,309,266,98.6,266,0
"27130 Eurajoki asemanseutu   (Eurajoki )",35,220,32,188,159,103.1,159,0
"27150 Lapijoki   (Eurajoki )",308,716,168,548,571,108.3,571,0
"27160 Olkiluoto   (Eurajoki )",14,67,67,0,0,0.0,0,0
"27170 Kuivalahti   (Eurajoki )",517,270,52,218,181,97.9,181,0
"27220 Ala-Kieri   (Rauma )",86,312,24,288,265,108.1,265,0
"27230 Lappi   (Rauma )",409,961,149,812,1014,100.2,904,110
"27250 Kodiksami   (Rauma )",19,88,12,76,70,104.1,70,0
"27260 Kuolimaa   (Rauma )",152,139,17,122,94,106.8,94,0
"27310 Kodisjoki   (Rauma )",144,276,31,245,247,100.7,233,14
"27320 Ihode   (Pyhäranta )",51,394,70,324,361,103.7,361,0
"27340 Reila   (Pyhäranta )",524,294,34,260,243,107.3,243,0
"27400 Kiukainen Keskus   (Eura )",20,679,92,587,659,97.6,626,33
"27420 Panelia Asemanseutu   (Eura )",6,171,25,146,131,107.8,131,0
"27430 Panelia   (Eura )",36,645,80,565,649,96.5,616,33
"27450 Harola   (Eura )",14,121,10,111,111,106.7,111,0
"27500 Kauttua   (Eura )",302,1360,177,1183,1685,93.3,1391,293
"27510 Eura Keskus   (Eura )",273,1896,306,1590,2210,92.8,1818,392
"27600 Hinnerjoki   (Eura )",147,486,74,412,404,96.2,401,3
"27640 Honkilahti kk   (Eura )",83,207,23,184,157,100.0,157,0
"27650 Honkilahti   (Eura )",316,224,34,190,188,93.3,188,0
"27670 Mannila   (Eura )",208,123,22,101,90,109.1,90,0
"27710 Köyliö Keskus   (Säkylä )",91,572,72,500,559,94.1,513,46
"27730 Tuiskula   (Säkylä )",15,114,14,100,92,107.7,92,0
"27740 Voitoinen   (Säkylä )",13,104,5,99,92,92.9,92,0
"27750 Yttilä   (Säkylä )",214,249,36,213,178,97.6,178,0
"27800 Säkylä Keskus   (Säkylä )",244,1475,230,1245,1702,99.3,1425,277
"27820 Iso-Vimma   (Säkylä )",81,412,85,327,416,96.8,361,55
"27840 Kakkuri   (Säkylä )",47,246,28,218,236,104.9,223,13
"27860 Vuori   (Säkylä )",15,227,37,190,166,111.1,166,0
"27910 Huovinrinne   (Säkylä )",0,32,12,20,213,62.0,107,106
"27920 Otajoki   (Säkylä )",258,198,46,152,139,104.2,139,0
"28100 Pori Keskus   (Pori )",366,1399,549,850,10147,59.1,1055,9092
"28120 Käppärä-Isomäki   (Pori )",0,859,86,773,2426,63.8,1195,1231
"28130 Impola   (Pori )",3,1346,304,1042,4289,62.7,1162,3127
"28190 Pormestarinluoto   (Pori )",358,745,126,619,2364,69.4,825,1539
"28200 Toejoki   (Pori )",1,1799,114,1685,2303,96.5,2283,20
"28220 Ruosniemi   (Pori )",9,1824,169,1655,2169,97.6,2138,31
"28240 Isojoenranta   (Pori )",4,353,26,327,362,103.5,362,0
"28260 Harjunpää   (Ulvila )",4,480,33,447,451,104.0,435,16
"28300 Kalaholma-Väinölä   (Pori )",42,882,72,810,1126,106.6,1122,4
"28330 Koivistonluoto   (Pori )",3,661,131,530,1697,76.3,685,1012
"28360 Vanhakoivisto   (Pori )",0,1145,154,991,2438,79.7,1360,1078
"28370 Sampola   (Pori )",1,430,34,396,2094,66.3,447,1647
"28400 Ulvila Keskus   (Ulvila )",4,1972,239,1733,2858,93.8,2245,613
"28430 Kartano-Harmaalinna   (Pori )",0,720,180,540,745,98.6,741,4
"28450 Vanha-Ulvila   (Ulvila )",6,1473,111,1362,2087,97.2,1630,457
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",0,103,61,42,676,45.5,317,359
"28540 Pinomäki   (Pori )",2,268,43,225,277,104.4,277,0
"28560 Lattomeri   (Pori )",11,259,30,229,221,107.0,221,0
"28580 Niittymaa   (Pori )",4,296,30,266,266,110.1,266,0
"28600 Vähärauma   (Pori )",19,1664,245,1419,2410,95.0,1873,537
"28610 Musa-Tiiliruukki   (Pori )",1,1361,182,1179,2138,83.1,1485,653
"28660 Pietniemi-Leppäkorpi   (Pori )",467,1474,139,1335,1819,100.1,1703,116
"28760 Kyläsaari   (Pori )",69,1082,202,880,1020,102.8,1020,0
"28800 Pihlava   (Pori )",46,1563,194,1369,2366,84.4,1618,748
"28840 Yyteri-Kaanaa   (Pori )",274,484,147,337,525,85.0,341,184
"28880 Mäntyluoto   (Pori )",20,217,127,90,317,71.0,117,200
"28900 Tahkoluoto-Reposaari   (Pori )",962,697,207,490,641,83.7,547,94
"29100 Luvia Keskus   (Eurajoki )",1339,1527,230,1297,1416,106.3,1382,34
"29180 Peränkylä   (Eurajoki )",72,172,21,151,134,103.8,134,0
"29200 Harjavalta Keskus   (Harjavalta )",46,2845,525,2320,4248,85.7,2913,1335
"29250 Nakkila Keskus   (Nakkila )",46,2247,397,1850,2450,95.2,2069,381
"29270 Hormisto   (Nakkila )",18,287,43,244,222,99.7,222,0
"29280 Järvimaa   (Nakkila )",4,173,18,155,141,104.3,141,0
"29310 Kaasmarkku   (Ulvila )",12,306,25,281,282,107.5,273,9
"29320 Leineperi   (Ulvila )",30,115,4,111,108,97.7,108,0
"29340 Kullaa Keskus   (Ulvila )",268,542,84,458,504,94.4,504,0
"29350 Palus   (Ulvila )",91,172,13,159,153,103.6,153,0
"29570 Söörmarkku   (Pori )",12,484,74,410,410,119.5,410,0
"29600 Noormarkku Keskus   (Pori )",359,2044,286,1758,2263,102.4,2031,232
"29630 Pomarkku Keskus   (Pomarkku )",755,1067,195,872,1019,94.6,946,73
"29640 Honkakoski   (Pomarkku )",214,219,40,179,162,96.7,162,0
"29680 Kairila   (Pori )",163,261,35,226,184,91.8,184,0
"29700 Ahlainen   (Pori )",928,627,132,495,443,90.5,443,0
"29720 Lamppi   (Pori )",153,144,23,121,107,91.3,107,0
"29740 Etelämaa   (Merikarvia )",40,53,4,49,45,107.5,45,0
"29750 Pohjansaha   (Merikarvia )",127,82,18,64,59,90.9,59,0
"29760 Köörtilä   (Merikarvia )",396,114,45,69,50,93.5,50,0
"29790 Tuorila   (Merikarvia )",47,241,63,178,164,105.6,164,0
"29810 Siikainen Keskus   (Siikainen )",352,578,136,442,541,83.7,504,37
"29830 Sammi   (Siikainen )",56,134,22,112,99,102.9,99,0
"29860 Otamo   (Siikainen )",57,102,23,79,71,92.9,71,0
"29880 Leväsjoki-Saarineva   (Siikainen )",397,154,35,119,118,93.5,118,0
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",1153,1378,349,1029,1233,87.8,1067,166
"29940 Kuvaskangas   (Merikarvia )",81,208,28,180,157,103.3,157,0
"30100 Forssa Keskus   (Tammela )",909,3462,607,2855,5952,82.5,3247,2705
"30300 Viksberg   (Forssa )",0,371,99,272,1854,62.8,251,1603
"30420 Tölö   (Forssa )",1,1302,219,1083,2699,78.2,1234,1465
"31110 Matku   (Forssa )",347,383,52,331,300,96.5,293,7
"31130 Koijärvi   (Forssa )",122,158,29,129,135,97.5,135,0
"31140 Menonen   (Urjala )",60,135,15,120,100,107.2,100,0
"31160 Nuutajärvi   (Urjala )",111,204,32,172,217,82.8,211,6
"31170 Savijoki   (Forssa )",193,149,21,128,113,100.9,113,0
"31230 Susikas   (Tammela )",414,160,31,129,108,103.4,108,0
"31250 Teuro   (Tammela )",306,161,32,129,113,110.3,113,0
"31300 Tammela Keskus   (Tammela )",497,1259,215,1044,1617,93.1,1309,308
"31310 Mustiala   (Tammela )",15,73,29,44,49,99.3,49,0
"31340 Porras   (Tammela )",462,367,62,305,275,105.4,275,0
"31350 Vistinkoski   (Tammela )",435,204,51,153,127,93.6,127,0
"31370 Eerikkilän Urheiluopisto   (Tammela )",0,11,10,1,..,..,..,..
"31380 Letku-Torro   (Tammela )",446,235,65,170,159,108.9,151,8
"31400 Somero Keskus   (Somero )",368,2611,434,2177,3621,85.7,2928,693
"31410 Ylöpirtti   (Somero )",114,240,35,205,187,109.4,187,0
"31450 Häntälä   (Somero )",115,229,27,202,176,114.0,176,0
"31460 Hirsjärvi   (Somero )",201,179,19,160,137,111.6,137,0
"31470 Somerniemi   (Somero )",939,490,94,396,359,102.8,359,0
"31490 Terttilä   (Somero )",119,170,18,152,130,110.0,130,0
"31500 Koski Tl   (Koski Tl )",278,1336,198,1138,1320,98.1,1240,80
"31520 Pitkäjärvi   (Somero )",156,369,61,308,251,112.0,251,0
"31530 Pyöli   (Somero )",119,224,27,197,168,107.3,168,0
"31600 Jokioinen Keskus   (Jokioinen )",98,1488,201,1287,1971,89.6,1624,347
"31610 Vaulammi   (Jokioinen )",55,252,23,229,228,100.9,225,3
"31620 Latovainio   (Jokioinen )",40,205,23,182,199,104.7,199,0
"31630 Minkiö   (Jokioinen )",117,315,36,279,270,112.3,266,4
"31640 Humppila Keskus   (Humppila )",302,1020,186,834,1116,92.5,890,226
"31650 Venäjänkangas   (Humppila )",49,183,41,142,127,117.0,127,0
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",586,874,123,751,738,97.2,704,34
"31720 Urjalankylä-Kehro   (Urjala )",357,264,33,231,210,94.1,199,11
"31730 Honkola   (Urjala )",56,91,11,80,70,112.7,70,0
"31750 Kehro   (Urjala )",34,47,7,40,36,85.3,36,0
"31760 Urjala Keskus   (Urjala )",119,760,134,626,1149,80.7,904,245
"31810 Oriniemi   (Punkalaidun )",110,250,15,235,205,113.8,205,0
"31830 Halkivaha   (Urjala )",97,195,21,174,143,99.9,143,0
"31850 Koskioinen   (Punkalaidun )",40,109,6,103,76,110.2,76,0
"31860 Tursa   (Urjala )",160,231,28,203,160,102.7,160,0
"31900 Punkalaidun Keskus   (Punkalaidun )",117,1012,172,840,1122,87.1,1017,105
"31930 Vanttila   (Punkalaidun )",19,76,8,68,54,115.9,54,0
"31950 Sadonmaa   (Punkalaidun )",196,110,10,100,82,112.0,82,0
"31960 Orisuo   (Loimaa )",11,55,9,46,39,112.6,39,0
"31970 Kanteenmaa   (Punkalaidun )",33,106,11,95,84,110.4,84,0
"32100 Ypäjä Keskus   (Ypäjä )",194,1070,153,917,1149,92.0,1059,90
"32140 Ypäjä Asemanseutu   (Ypäjä )",90,196,29,167,145,104.7,145,0
"32200 Loimaa Keskus   (Loimaa )",109,3082,536,2546,4868,83.1,3039,1829
"32210 Loimaa kk   (Loimaa )",38,916,108,808,1353,91.1,913,440
"32250 Kojonkulma   (Loimaa )",26,200,40,160,138,113.4,138,0
"32260 Kojonperä   (Loimaa )",36,106,5,101,86,120.6,86,0
"32270 Metsämaa-Murto   (Loimaa )",54,280,36,244,261,96.6,256,5
"32280 Metsäkorpi   (Loimaa )",38,110,15,95,88,94.7,88,0
"32300 Mellilä   (Loimaa )",146,859,148,711,705,96.1,695,10
"32410 Niinijoki   (Loimaa )",46,309,31,278,280,119.2,280,0
"32430 Ylhäinen   (Loimaa )",16,76,15,61,50,119.9,50,0
"32440 Alastaro Keskus   (Loimaa )",115,983,221,762,994,92.6,907,87
"32450 Tammiainen   (Loimaa )",58,203,29,174,134,107.4,134,0
"32500 Oripää Keskus   (Oripää )",65,627,100,527,628,93.2,588,40
"32520 Latva   (Oripää )",14,101,9,92,69,127.2,69,0
"32560 Virttaa   (Loimaa )",104,325,86,239,222,101.0,222,0
"32610 Vampula Keskus   (Huittinen )",121,649,130,519,556,98.9,556,0
"32620 Rutava   (Huittinen )",50,301,52,249,205,100.2,205,0
"32700 Huittinen Keskus   (Huittinen )",205,3130,449,2681,4433,88.4,3332,1101
"32710 Sampu   (Huittinen )",79,352,35,317,290,116.7,290,0
"32730 Keikyä   (Sastamala )",92,455,81,374,378,100.2,376,2
"32740 Äetsä Keskus   (Sastamala )",54,784,113,671,1069,84.8,910,159
"32760 Suttila   (Huittinen )",32,118,9,109,90,104.2,90,0
"32770 Huhtamo   (Huittinen )",23,153,12,141,118,103.2,118,0
"32800 Kokemäki Keskus   (Kokemäki )",346,1945,315,1630,2318,90.9,1899,419
"32810 Peipohja   (Kokemäki )",77,953,141,812,1019,96.7,937,82
"32830 Riste   (Kokemäki )",158,308,45,263,252,105.7,251,1
"32860 Korkeaoja   (Kokemäki )",180,94,8,86,79,106.4,79,0
"32910 Kauvatsa Asemanseutu   (Kokemäki )",85,213,13,200,168,100.4,168,0
"32920 Kauvatsa   (Kokemäki )",490,415,42,373,356,94.4,350,6
"33100 Tampere Keskus   (Tampere )",0,918,224,694,11487,57.6,526,10961
"33180 Lapinniemi-Käpylä   (Tampere )",0,173,34,139,1164,68.7,132,1032
"33200 Tampere Keskus Läntinen   (Tampere )",0,193,65,128,4666,57.9,16,4650
"33210 Itä-Amuri-Tammerkoski   (Tampere )",0,156,49,107,4134,58.3,21,4113
"33230 Länsi-Amuri   (Tampere )",0,310,92,218,3854,63.7,124,3730
"33240 Tahmela   (Tampere )",1,317,9,308,965,79.2,440,525
"33250 Pispala   (Tampere )",2,516,37,479,1438,66.4,590,848
"33270 Epilä   (Tampere )",1,831,64,767,4230,69.6,1375,2855
"33300 Rahola   (Tampere )",138,814,114,700,2619,78.1,1198,1421
"33310 Tesoma   (Tampere )",1,434,54,380,4157,66.7,596,3561
"33330 Myllypuro-Kalkku   (Tampere )",0,510,127,383,1809,68.8,479,1330
"33340 Haukiluoma-Ikuri   (Tampere )",0,1164,49,1115,2351,88.4,1833,518
"33380 Pitkäniemi   (Nokia )",0,38,36,2,..,..,..,..
"33400 Luoteis-Tampere   (Tampere )",2,1651,135,1516,4141,80.1,2230,1911
"33410 Lentävänniemi   (Tampere )",0,326,11,315,2734,69.9,649,2085
"33420 Lamminpää   (Tampere )",1,693,58,635,1038,89.0,768,270
"33430 Vuorentausta   (Ylöjärvi )",2,728,21,707,1322,88.4,1305,17
"33450 Siivikkala   (Ylöjärvi )",24,845,33,812,1166,107.8,1163,3
"33470 Ylöjärvi Keskus   (Ylöjärvi )",28,1458,373,1085,3208,78.6,1531,1677
"33480 Manninmäki-Haavisto   (Ylöjärvi )",269,1675,88,1587,3040,95.3,2409,631
"33500 Osmonmäki-Petsamo   (Tampere )",13,526,53,473,7729,55.0,450,7279
"33520 Keskussairaala-alue-Kauppi   (Tampere )",0,157,40,117,664,59.9,159,505
"33530 Kissanmaa   (Tampere )",0,595,33,562,3087,62.2,808,2279
"33540 Kaleva   (Tampere )",0,241,66,175,6112,51.6,46,6066
"33560 Takahuhti   (Tampere )",165,1478,132,1346,5102,75.0,2008,3094
"33580 Atala-Linnainmaa   (Tampere )",1,2470,86,2384,7642,78.2,3803,3839
"33610 Olkahinen-Tasanne   (Tampere )",36,980,37,943,1673,94.1,1639,34
"33680 Aitolahti   (Tampere )",758,812,100,712,722,117.0,717,5
"33700 Messukylä   (Tampere )",0,443,94,349,794,83.7,530,264
"33710 Kaukajärvi   (Tampere )",10,2059,135,1924,9558,72.4,3183,6375
"33720 Hervanta   (Tampere )",31,1241,331,910,14870,58.7,1279,13591
"33730 Leinola-Vehmainen   (Tampere )",2,586,79,507,813,97.2,762,51
"33800 Nekala   (Tampere )",258,772,132,640,3232,54.7,802,2430
"33820 Koivistonkylä   (Tampere )",39,1880,75,1805,4505,81.3,2649,1856
"33840 Peltolammi   (Tampere )",17,307,102,205,1946,65.3,374,1572
"33850 Multisilta   (Pirkkala )",26,179,21,158,1422,67.5,118,1304
"33870 Vuores   (Lempäälä )",58,307,15,292,1673,62.9,452,1221
"33880 Höytämö   (Lempäälä )",92,1021,150,871,1773,91.2,1124,649
"33900 Härmälä-Rantaperkiö   (Tampere )",0,1150,343,807,6711,59.4,767,5944
"33920 Toivio   (Pirkkala )",1,398,27,371,454,107.1,454,0
"33950 Killo   (Pirkkala )",20,855,91,764,2771,83.9,1177,1594
"33960 Suuppa   (Pirkkala )",122,2302,401,1901,4759,87.0,2897,1862
"33980 Pirkkala kk   (Pirkkala )",316,664,117,547,554,124.2,554,0
"34110 Lakiala   (Ylöjärvi )",99,466,26,440,441,128.8,437,4
"34130 Ylinen   (Ylöjärvi )",373,501,82,419,572,103.5,422,150
"34140 Mutala   (Ylöjärvi )",470,333,25,308,299,119.7,286,13
"34150 Kyrönlahti   (Ylöjärvi )",320,214,22,192,178,108.0,178,0
"34180 Länsi-Teisko   (Ylöjärvi )",331,111,20,91,82,100.7,79,3
"34240 Kämmenteisko   (Tampere )",810,633,65,568,650,116.2,645,5
"34260 Terälahti   (Tampere )",960,509,69,440,484,99.0,448,36
"34270 Velaatta   (Tampere )",251,214,25,189,185,90.3,175,10
"34300 Kuru Keskus   (Ylöjärvi )",570,779,133,646,903,83.4,825,78
"34320 Parkkuu   (Ylöjärvi )",271,153,20,133,119,111.3,119,0
"34330 Poikelus   (Ylöjärvi )",204,135,9,126,116,115.3,116,0
"34410 Murole   (Ruovesi )",160,135,16,119,109,91.2,109,0
"34420 Muroleen Kanava   (Ruovesi )",147,49,12,37,24,102.0,24,0
"34430 Kekkonen   (Ruovesi )",161,101,8,93,74,101.5,74,0
"34450 Jäminkipohja   (Ruovesi )",199,288,57,231,256,86.1,175,81
"34510 Luode   (Ylöjärvi )",126,77,12,65,54,86.1,54,0
"34530 Länsi-Aure   (Ylöjärvi )",139,61,11,50,41,85.6,41,0
"34550 Itä-Aure   (Ylöjärvi )",310,139,17,122,101,97.1,101,0
"34600 Ruovesi Keskus-Nenonen   (Ruovesi )",666,1259,280,979,1567,81.0,1175,392
"34640 Mustajärvi   (Ruovesi )",178,159,24,135,112,96.9,112,0
"34710 Vaskivesi   (Virrat )",378,262,44,218,192,106.5,192,0
"34730 Vaskuu   (Virrat )",114,97,12,85,59,89.4,59,0
"34740 Koro   (Virrat )",93,82,13,69,48,105.1,48,0
"34770 Kurjenkylä   (Virrat )",106,162,18,144,119,100.7,119,0
"34800 Virrat Keskus   (Virrat )",988,1767,347,1420,2773,83.4,1809,964
"34870 Visuvesi   (Ruovesi )",463,393,61,332,351,85.9,272,79
"34910 Äijänneva   (Virrat )",33,66,6,60,50,98.5,50,0
"34930 Liedenpohja   (Virrat )",181,212,40,172,146,106.1,146,0
"34950 Ohtola   (Virrat )",173,129,8,121,100,101.2,100,0
"34970 Toisvesi   (Virrat )",38,84,8,76,58,103.1,58,0
"34980 Killinkoski   (Virrat )",76,248,25,223,239,83.8,180,59
"35100 Orivesi Asemanseutu   (Orivesi )",453,1236,95,1141,1421,96.7,1308,113
"35220 Eräjärvi   (Orivesi )",340,339,36,303,316,88.5,312,4
"35240 Ristakallio   (Orivesi )",184,146,13,133,105,104.8,105,0
"35260 Leväslahti   (Orivesi )",48,9,0,9,..,..,..,..
"35270 Västilä   (Orivesi )",429,150,19,131,99,101.4,99,0
"35300 Orivesi Keskus   (Orivesi )",1317,1617,247,1370,2733,82.2,1731,1002
"35320 Hirsilä   (Orivesi )",109,296,38,258,254,98.1,250,4
"35400 Länkipohja   (Jämsä )",731,553,91,462,566,86.6,477,89
"35420 Talviainen   (Orivesi )",325,117,20,97,64,101.1,64,0
"35480 Längelmäki   (Orivesi )",197,63,6,57,55,91.3,44,11
"35500 Korkeakoski   (Juupajoki )",58,612,178,434,625,82.9,538,87
"35520 Pirttikangas   (Juupajoki )",24,58,4,54,46,100.5,46,0
"35530 Lyly   (Juupajoki )",228,225,39,186,182,86.8,166,16
"35540 Juupajoki   (Juupajoki )",240,253,50,203,193,114.7,193,0
"35550 Salokunta   (Juupajoki )",58,87,12,75,74,119.0,74,0
"35600 Halli   (Jämsä )",287,675,128,547,832,84.1,724,108
"35610 Pihlaisto   (Jämsä )",55,73,5,68,45,101.0,45,0
"35630 Suinula-Valkamanperä   (Jämsä )",114,131,24,107,92,98.3,92,0
"35700 Vilppula Keskus   (Mänttä-Vilppula )",785,1595,345,1250,1974,82.3,1525,449
"35740 Ylä-Vääri   (Ruovesi )",126,84,6,78,62,112.7,62,0
"35750 Väärinmaja   (Ruovesi )",344,218,21,197,156,95.3,156,0
"35800 Mänttä   (Mänttä-Vilppula )",147,1156,188,968,2722,75.8,1175,1547
"35820 Asemakulma-Mustalahti   (Jämsä )",573,960,125,835,1167,86.2,879,288
"35990 Kolho   (Mänttä-Vilppula )",233,645,101,544,673,88.4,644,29
"36100 Kangasala Asemanseutu   (Kangasala )",29,487,64,423,455,117.3,455,0
