"Postal code area","Aged 18 or over, total, 2017 (KO)","Basic level studies, 2017 (KO)","With education, total, 2017 (KO)","Matriculation examination, 2017 (KO)","Vocational diploma, 2017 (KO)","Academic degree - Lower level university degree, 2017 (KO)","Academic degree - Higher level university degree, 2017 (KO)"
"10380 Kaunislahti   (Raasepori )",88,34,54,4,43,4,3
"10410 Åminnefors   (Raasepori )",313,128,185,14,135,21,15
"10420 Pohjankuru   (Raasepori )",1427,554,873,60,652,84,77
"10440 Bollsta   (Raasepori )",275,95,180,14,125,26,15
"10470 Fiskari   (Raasepori )",433,113,320,39,152,52,77
"10480 Antskog   (Raasepori )",98,30,68,8,40,8,12
"10520 Tenhola Kirkonkylä   (Raasepori )",1349,426,923,47,681,127,68
"10570 Bromarv   (Raasepori )",412,160,252,20,198,23,11
"10600 Tammisaari Keskus   (Raasepori )",4239,1229,3010,243,1829,490,448
"10620 Tammisaari   (Raasepori )",1481,450,1031,58,702,167,104
"10640 Dragsvik   (Raasepori )",724,138,586,31,377,90,88
"10650 Flyet   (Raasepori )",2125,623,1502,108,960,249,185
"10660 Trollböle   (Raasepori )",703,226,477,30,372,44,31
"10680 Skogby   (Raasepori )",164,62,102,2,88,9,3
"10710 Snappertuna   (Raasepori )",298,72,226,13,155,34,24
"10820 Lappohja   (Hanko )",473,188,285,16,224,18,27
"10900 Hanko Keskus   (Hanko )",3453,1385,2068,172,1465,247,184
"10940 Hangonkylä   (Hanko )",1665,558,1107,83,779,136,109
"10960 Hanko Pohjoinen   (Hanko )",1472,525,947,71,702,99,75
"11100 Riihimäki Keskus   (Riihimäki )",5786,1663,4123,345,2758,589,431
"11120 Pohjois-Riihimäki   (Riihimäki )",5562,1341,4221,264,2989,601,367
"11130 Peltosaari-Patastenmäki   (Riihimäki )",7488,1871,5617,432,3789,834,562
"11310 Taka-Kasarmi   (Riihimäki )",554,111,443,22,319,56,46
"11710 Herajoki   (Riihimäki )",2352,558,1794,103,1275,252,164
"11910 Lasi-Kumela   (Janakkala )",1892,450,1442,81,1021,225,115
"12100 Oitti   (Hausjärvi )",2083,661,1422,76,1105,153,88
"12130 Mommila   (Hausjärvi )",258,76,182,14,138,14,16
"12170 Hietoinen   (Hausjärvi )",172,56,116,3,91,17,5
"12210 Hausjärvi kk   (Hausjärvi )",175,43,132,4,99,20,9
"12240 Hikiä   (Hausjärvi )",1266,251,1015,59,758,122,76
"12310 Ryttylä   (Hausjärvi )",1417,380,1037,53,777,114,93
"12350 Turkhauta   (Hausjärvi )",366,86,280,15,209,33,23
"12380 Leppäkoski   (Janakkala )",400,111,289,21,222,29,17
"12400 Tervakoski   (Janakkala )",3610,940,2670,133,1986,342,209
"12450 Vähikkälä   (Janakkala )",214,57,157,0,129,12,16
"12520 Kormu   (Loppi )",321,69,252,12,192,30,18
"12540 Launonen   (Loppi )",1144,268,876,44,670,99,63
"12600 Läyliäinen   (Loppi )",1394,397,997,57,759,135,46
"12630 Sajaniemi   (Loppi )",231,67,164,6,124,21,13
"12640 Joentaka   (Loppi )",253,65,188,9,138,26,15
"12700 Loppi kk   (Loppi )",1907,671,1236,57,940,146,93
"12750 Pilpala   (Loppi )",413,133,280,21,207,27,25
"12820 Räyskälä   (Loppi )",43,14,29,1,24,3,1
"12920 Topeno   (Loppi )",294,90,204,7,162,25,10
"12950 Vojakkala-Eerolankulma   (Loppi )",138,47,91,3,69,12,7
"13100 Hämeenlinna Keskus   (Hämeenlinna )",9875,2132,7743,813,4496,1231,1203
"13110 Kantola   (Hämeenlinna )",152,43,109,3,76,17,13
"13130 Kauriala   (Hämeenlinna )",5239,1329,3910,285,2572,616,437
"13200 Keinusaari   (Hämeenlinna )",1350,345,1005,69,600,172,164
"13210 Hätilä   (Hämeenlinna )",6663,1672,4991,317,3127,732,815
"13220 Sairio   (Hämeenlinna )",1441,295,1146,67,633,182,264
"13250 Katuma   (Hämeenlinna )",864,348,516,35,383,58,40
"13270 Ruununmylly   (Hämeenlinna )",1197,184,1013,68,530,219,196
"13300 Käikälä   (Hämeenlinna )",2020,355,1665,102,1034,328,201
"13330 Harviala   (Janakkala )",574,110,464,17,309,84,54
"13430 Hattelmala   (Hämeenlinna )",878,169,709,48,433,129,99
"13500 Jukola   (Hämeenlinna )",9147,2038,7109,416,4744,1105,844
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",1,..,..,..,..,..,..
"13600 Ojoinen   (Hämeenlinna )",3054,849,2205,182,1542,295,186
"13700 Parolannummi   (Hattula )",326,68,258,16,174,38,30
"13720 Parola   (Hattula )",3568,805,2763,169,1988,363,243
"13800 Katinala   (Hattula )",1094,296,798,49,562,105,82
"13880 Rahkoila   (Hattula )",897,147,750,30,504,123,93
"13900 Pekola   (Hattula )",638,132,506,28,316,86,76
"14140 Jokimaa   (Janakkala )",164,54,110,3,90,8,9
"14200 Turenki   (Janakkala )",7044,1961,5083,264,3767,660,392
"14240 Väli-Janakkala   (Janakkala )",707,153,554,33,418,66,37
"14300 Renko kk   (Hämeenlinna )",1825,515,1310,52,1046,126,86
"14430 Vuohiniemi   (Hattula )",64,19,45,4,36,2,3
"14450 Rimmilä   (Hämeenlinna )",117,36,81,5,60,10,6
"14500 Iittala   (Hämeenlinna )",2596,745,1851,84,1386,232,149
"14530 Leteensuo   (Hattula )",194,50,144,6,120,12,6
"14610 Lepaa   (Hattula )",327,62,265,45,161,38,21
"14620 Tyrväntö   (Hattula )",130,32,98,3,82,11,2
"14680 Alvettula   (Hämeenlinna )",482,114,368,25,273,37,33
"14690 Torvoila   (Hämeenlinna )",153,48,105,8,78,9,10
"14700 Hauho kk   (Hämeenlinna )",1619,521,1098,49,880,109,60
"14770 Eteläinen   (Hämeenlinna )",681,128,553,23,424,64,42
"14810 Pohjoinen   (Hämeenlinna )",246,71,175,7,137,15,16
"14820 Syrjäntaka   (Hämeenlinna )",652,185,467,17,375,47,28
"14840 Sairiala   (Hämeenlinna )",189,58,131,4,92,10,25
"14870 Juttila   (Hämeenlinna )",190,62,128,7,102,11,8
"14930 Sappee   (Hämeenlinna )",95,32,63,1,56,5,1
"14960 Puutikkala   (Pälkäne )",66,21,45,2,33,7,3
"14980 Kuohijoki   (Pälkäne )",41,13,28,0,26,1,1
"15100 Lahti Asemanseutu   (Lahti )",5450,1323,4127,427,2383,732,585
"15110 Keski-Lahti   (Lahti )",4552,1125,3427,452,1949,590,436
"15140 Kartano-Paavola   (Lahti )",13895,3768,10127,1098,6266,1592,1171
"15150 Möysä   (Lahti )",3687,956,2731,259,1750,423,299
"15160 Kolava   (Lahti )",1477,139,1338,96,550,385,307
"15170 Tenava-Tonttila   (Lahti )",3221,949,2272,156,1640,291,185
"15200 Kiveriö   (Lahti )",2938,920,2018,178,1410,281,149
"15210 Kivistönmäki   (Lahti )",3837,1149,2688,241,1922,364,161
"15230 Kytölä   (Lahti )",2101,436,1665,87,1078,335,165
"15240 Mukkula   (Lahti )",6442,1997,4445,340,3169,570,366
"15270 Kukkila   (Hollola )",1249,239,1010,61,641,180,128
"15300 Myllypohja-Koiskala   (Lahti )",3102,715,2387,165,1554,419,249
"15320 Ahtiala   (Lahti )",2165,452,1713,106,1058,331,218
"15340 Kunnas-Hiekkanummi   (Lahti )",2021,387,1634,84,1098,287,165
"15460 Mäkelä   (Lahti )",452,105,347,16,260,44,27
"15500 Liipola   (Lahti )",4123,1605,2518,158,1954,228,178
"15520 Saksala   (Lahti )",1960,544,1416,79,1024,219,94
"15540 Villähde   (Lahti )",3310,703,2607,127,1793,442,245
"15550 Rakokivi   (Lahti )",2931,956,1975,86,1575,223,91
"15560 Nastola kk   (Lahti )",3279,1062,2217,123,1649,285,160
"15580 Ruuhijärvi   (Lahti )",192,53,139,7,115,11,6
"15610 Laune-Nikkilä   (Lahti )",4139,970,3169,195,2142,552,280
"15680 Renkomäki-Ämmälä   (Lahti )",2197,374,1823,106,1121,398,198
"15700 Hennala-Jokimaa   (Hollola )",5583,1420,4163,280,2831,646,406
"15800 Kärpänen   (Lahti )",2875,834,2041,186,1394,271,190
"15810 Kasakkamäki   (Lahti )",1052,247,805,49,547,139,70
"15820 Okeroinen   (Hollola )",758,163,595,30,427,97,41
"15830 Metsäkangas   (Lahti )",3211,906,2305,153,1678,311,163
"15840 Riihelä   (Lahti )",1576,354,1222,65,861,192,104
"15850 Likolampi   (Lahti )",516,132,384,25,254,67,38
"15860 Kartano   (Hollola )",2888,743,2145,98,1533,339,175
"15870 Salpakangas   (Hollola )",3436,956,2480,117,1717,382,264
"15880 Soramäki   (Hollola )",3703,880,2823,141,1967,415,300
"15900 Jalkaranta   (Lahti )",1378,200,1178,94,502,238,344
"15950 Kiikkula   (Lahti )",3275,718,2557,193,1552,402,410
"15980 Messilä   (Hollola )",0,0,0,0,0,0,0
"16100 Uusikylä   (Lahti )",1104,332,772,38,608,84,42
"16160 Okkeri   (Lahti )",85,38,47,1,41,2,3
"16200 Artjärvi Keskus   (Orimattila )",571,199,372,17,300,33,22
"16230 Artjärvi Kirkonkylä   (Orimattila )",271,117,154,9,129,11,5
"16260 Hietana   (Orimattila )",139,43,96,5,84,6,1
"16270 Villikkala   (Orimattila )",113,33,80,0,59,10,11
"16280 Kuivanto   (Orimattila )",458,129,329,14,263,31,21
"16300 Orimattila Keskus   (Orimattila )",8492,2642,5850,298,4556,652,344
"16310 Virenoja   (Orimattila )",443,99,344,15,235,61,33
"16320 Pennala   (Orimattila )",775,133,642,31,425,125,61
"16330 Heinämaa   (Orimattila )",268,64,204,11,152,28,13
"16350 Niinikoski   (Orimattila )",247,92,155,7,119,24,5
"16390 Pakaa   (Orimattila )",227,56,171,11,131,22,7
"16450 Mallusjoki   (Orimattila )",367,115,252,10,191,34,17
"16500 Herrala   (Hollola )",671,157,514,24,395,62,33
"16510 Luhtikylä   (Orimattila )",345,80,265,20,200,27,18
"16540 Mertie   (Kärkölä )",240,64,176,11,130,21,14
"16600 Järvelä   (Kärkölä )",2392,854,1538,80,1230,157,71
"16610 Kärkölä kk   (Kärkölä )",553,143,410,23,306,56,25
"16630 Tennilä   (Hollola )",234,55,179,13,123,29,14
"16670 Lappila   (Kärkölä )",507,165,342,21,266,26,29
"16710 Hollola kk   (Hollola )",712,180,532,30,354,88,60
"16730 Kutajärvi   (Hollola )",756,201,555,32,393,79,51
"16790 Manskivi   (Hollola )",80,29,51,7,37,4,3
"16800 Hämeenkoski   (Hollola )",1643,486,1157,53,912,118,74
"16900 Lammi kk   (Hämeenlinna )",3877,1166,2711,138,2092,275,206
"16960 Iso-Evo   (Hämeenlinna )",136,46,90,4,73,10,3
"16970 Evo   (Hämeenlinna )",68,11,57,21,29,4,3
"17110 Sipilä   (Hollola )",840,181,659,37,452,89,81
"17120 Paimela   (Hollola )",426,95,331,19,230,55,27
"17130 Vesivehmaa   (Asikkala )",613,132,481,31,340,84,26
"17150 Urajärvi   (Asikkala )",299,90,209,11,158,24,16
"17200 Vääksy Keskus   (Asikkala )",4405,1332,3073,184,2142,432,315
"17220 Pietilä   (Asikkala )",134,48,86,5,68,10,3
"17240 Kalkkinen   (Asikkala )",341,115,226,11,189,20,6
"17320 Asikkala   (Asikkala )",259,76,183,6,144,18,15
"17410 Viitaila   (Asikkala )",208,53,155,9,119,16,11
"17430 Kurhila   (Asikkala )",222,38,184,17,130,21,16
"17440 Vähimaa   (Asikkala )",47,19,28,0,21,4,3
"17450 Iso-Äiniö-Vähimaa   (Asikkala )",184,61,123,5,99,10,9
"17470 Maakeski   (Padasjoki )",223,76,147,9,115,16,7
"17500 Padasjoki Keskus   (Padasjoki )",1584,650,934,48,735,100,51
"17510 Nyystölä   (Padasjoki )",194,58,136,9,100,25,2
"17530 Arrakoski   (Padasjoki )",189,77,112,6,87,14,5
"17610 Auttoinen   (Padasjoki )",241,98,143,5,120,12,6
"17630 Vesijako   (Padasjoki )",101,31,70,8,48,9,5
"17710 Torittu   (Padasjoki )",55,18,37,2,29,2,4
"17740 Kasiniemi-Torittu   (Padasjoki )",48,17,31,2,26,3,0
"17780 Harmoinen   (Kuhmoinen )",58,15,43,4,32,7,0
"17800 Kuhmoinen Keskus   (Kuhmoinen )",1570,578,992,44,782,97,69
"17840 Harjunsalmi   (Kuhmoinen )",62,22,40,3,33,4,0
"17850 Pihlajakoski   (Kuhmoinen )",58,17,41,1,29,7,4
"17870 Ruolahti   (Kuhmoinen )",52,22,30,1,28,0,1
"17930 Päijälä   (Kuhmoinen )",73,26,47,2,43,0,2
"17950 Kylämä   (Kuhmoinen )",22,..,..,..,..,..,..
"17970 Puukkoinen   (Kuhmoinen )",32,8,24,1,17,4,2
"18100 Heinola Keskus   (Heinola )",6033,1842,4191,199,3070,513,409
"18120 Reumasairaala-alue   (Heinola )",762,231,531,23,429,42,37
"18130 Tommola-Sahanniemi   (Heinola )",1592,576,1016,59,797,92,68
"18150 Jyränkö   (Heinola )",1948,556,1392,68,1077,168,79
"18200 Kaakonlampi-Pyhätön   (Heinola )",1713,553,1160,53,964,100,43
"18300 Heinola kk   (Heinola )",2269,668,1601,63,1305,158,75
"18600 Myllyoja   (Heinola )",653,170,483,26,384,50,23
"19110 Vierumäki taajama   (Heinola )",524,147,377,29,292,44,12
"19120 Vierumäki urheiluopisto   (Heinola )",123,18,105,28,50,12,15
"19160 Huutotöyry   (Iitti )",382,120,262,9,202,30,21
"19210 Lusi   (Heinola )",386,121,265,12,205,26,22
"19230 Onkiniemi   (Sysmä )",98,29,69,2,60,3,4
"19250 Syrjäkoski   (Heinola )",43,15,28,0,27,1,0
"19260 Paaso-Syrjäkoski   (Heinola )",103,46,57,3,49,2,3
"19310 Karilanmaa   (Sysmä )",72,27,45,3,39,1,2
"19320 Nikkaroinen   (Sysmä )",79,32,47,4,39,2,2
"19370 Nuoramoinen   (Sysmä )",330,118,212,17,169,17,9
"19410 Kuortti   (Pertunmaa )",373,121,252,13,207,23,9
"19420 Mansikkamäki   (Pertunmaa )",136,54,82,5,74,2,1
"19430 Pertunmaa Keskus   (Pertunmaa )",638,262,376,15,296,47,18
"19460 Ruorasmäki   (Pertunmaa )",83,24,59,5,45,6,3
"19470 Lihavanpää-Hartosenpää   (Pertunmaa )",138,59,79,2,65,8,4
"19480 Hartosenpää   (Pertunmaa )",66,30,36,2,28,4,2
"19510 Lepsala   (Hartola )",33,8,25,1,21,2,1
"19540 Koitti-Lepsala   (Hartola )",255,111,144,8,109,19,8
"19600 Hartola Keskus   (Hartola )",1809,729,1080,46,874,95,65
"19610 Murakka   (Hartola )",79,31,48,0,36,9,3
"19620 Pohela   (Hartola )",143,46,97,8,76,8,5
"19630 Kalhonkylä   (Hartola )",67,22,45,4,35,4,2
"19650 Joutsa Keskus   (Joutsa )",2872,1041,1831,84,1447,198,102
"19670 Mieskonmäki   (Joutsa )",116,34,82,2,70,8,2
"19700 Sysmä Keskus   (Sysmä )",2533,1016,1517,61,1205,156,95
"19730 Särkilampi   (Sysmä )",22,..,..,..,..,..,..
"19740 Liikola   (Sysmä )",104,35,69,1,55,7,6
"19770 Valittula   (Sysmä )",110,32,78,2,64,7,5
"19850 Putkijärvi-Siltasuo   (Hartola )",77,33,44,1,38,2,3
"19910 Tammijärvi   (Luhanka )",372,154,218,8,166,31,13
"19920 Pappinen   (Joutsa )",122,41,81,3,62,11,5
"19950 Luhanka   (Luhanka )",260,98,162,9,116,17,20
"20100 Turku Keskus   (Turku )",24408,3766,20642,4253,8225,4036,4128
"20200 Iso-Heikkilä   (Turku )",2050,553,1497,238,854,250,155
"20210 Pahaniemi   (Turku )",3489,1196,2293,179,1773,202,139
"20240 Pansio-Perno   (Turku )",4139,1710,2429,193,1849,229,158
"20250 Pitkämäki-Muhkuri   (Turku )",613,112,501,42,263,74,122
"20300 Pohjola-Kastu   (Turku )",5795,1138,4657,648,2321,805,883
"20320 Kuninkoja-Mälikkälä   (Turku )",14221,3378,10843,945,6835,1661,1402
"20360 Kärsämäki-Urusvuori-Halinen   (Turku )",9432,3115,6317,553,4517,710,537
"20380 Räntämäki-Saramäki   (Turku )",2347,534,1813,337,809,312,355
"20400 Moisio   (Turku )",2338,459,1879,114,1147,341,277
"20460 Jäkärlä   (Turku )",2804,757,2047,137,1523,245,142
"20500 Vesilinna   (Turku )",6212,636,5576,1940,1322,1143,1171
"20520 Kupittaa   (Turku )",3337,456,2881,823,995,558,505
"20540 Nummi-Ylioppilaskylä   (Turku )",17337,3422,13915,3219,5240,2666,2790
"20610 Varissuo   (Turku )",10527,3850,6677,684,4355,832,806
"20660 Littoinen   (Kaarina )",5481,974,4507,349,2412,784,962
"20700 Vartiovuori-Samppalinna   (Turku )",5401,894,4507,996,1639,910,962
"20720 Vasaramäki   (Turku )",5410,1314,4096,566,1915,696,919
"20730 Skanssi   (Turku )",80,12,68,11,37,10,10
"20740 Ilpoinen-Harittu   (Turku )",7667,1735,5932,636,3370,952,974
"20750 Huhkola-Lauste-Vaala   (Turku )",3992,1324,2668,277,1730,360,301
"20760 Piispanristi   (Kaarina )",3486,619,2867,258,1637,468,504
"20780 Kaarina Keskus   (Kaarina )",9538,2337,7201,536,4345,1172,1148
"20800 Ammattikorkeakoulu   (Turku )",0,0,0,0,0,0,0
"20810 Martti-Korppolaismäki   (Turku )",14769,2633,12136,1747,5675,2385,2329
"20880 Uittamo   (Turku )",3423,673,2750,257,1430,479,584
"20900 Moikoinen-Pikisaari   (Turku )",6993,1103,5890,527,2579,1106,1678
"20960 Kakskerta   (Turku )",1133,233,900,87,479,147,187
"21100 Naantali Keskus   (Naantali )",5948,1530,4418,346,2836,590,646
"21110 Taimo-Nuhjala-Lietsala   (Naantali )",5825,1073,4752,335,2994,752,671
"21120 Viherjäinen   (Raisio )",1440,231,1209,109,758,187,155
"21130 Poikko   (Naantali )",455,83,372,26,259,39,48
"21140 Rymättylä Keskus   (Naantali )",1052,309,743,35,553,80,75
"21150 Röölä   (Naantali )",267,79,188,10,141,15,22
"21160 Merimasku   (Naantali )",1320,237,1083,63,679,185,156
"21180 Livonsaari   (Naantali )",181,47,134,11,89,19,15
"21195 Velkua   (Naantali )",196,43,153,11,93,29,20
"21200 Raisio Keskus   (Raisio )",10123,3076,7047,435,5125,881,606
"21210 Hakinmäki   (Raisio )",2013,419,1594,108,1071,232,183
"21220 Somersoja   (Raisio )",1095,306,789,46,560,114,69
"21230 Lemu   (Masku )",1343,310,1033,51,723,143,116
"21240 Askainen Keskus   (Masku )",695,178,517,18,395,73,31
"21250 Masku   (Masku )",4955,916,4039,247,2620,650,522
"21260 Ihala   (Raisio )",2765,515,2250,146,1381,378,345
"21270 Nousiainen   (Nousiainen )",3631,845,2786,150,2018,384,234
"21280 Kuloinen   (Raisio )",1755,313,1442,99,844,281,218
"21290 Rusko   (Rusko )",3259,644,2615,178,1675,407,355
"21310 Vahto   (Rusko )",1357,310,1047,69,768,122,88
"21330 Paattinen   (Turku )",1452,360,1092,87,748,146,111
"21340 Tortinmäki   (Turku )",431,126,305,10,262,20,13
"21350 Ilmarinen   (Lieto )",1464,243,1221,85,698,213,225
"21360 Lieto Asemanseutu   (Lieto )",1394,319,1075,59,770,141,105
"21370 Aura kk.   (Aura )",449,97,352,21,252,38,41
"21380 Aura Keskus   (Aura )",2574,755,1819,105,1340,239,135
"21410 Vanhalinna   (Lieto )",1822,253,1569,120,747,307,395
"21420 Lieto Keskus   (Lieto )",6045,1509,4536,308,2913,705,610
"21430 Yliskulma   (Lieto )",606,116,490,30,351,65,44
"21450 Tarvasjoki Keskus   (Lieto )",1417,411,1006,57,751,131,67
"21480 Prunkila   (Marttila )",273,72,201,8,150,31,12
"21490 Marttila   (Marttila )",913,300,613,45,466,58,44
"21500 Piikkiö   (Kaarina )",5517,1300,4217,312,2565,652,688
"21510 Hevonpää   (Paimio )",350,66,284,21,179,41,43
"21520 Naskarla   (Paimio )",5,..,..,..,..,..,..
"21530 Paimio Keskus   (Paimio )",6605,1586,5019,287,3393,753,586
"21540 Preitilä   (Paimio )",980,132,848,51,551,143,103
"21555 Taatila   (Paimio )",261,60,201,6,137,33,25
"21560 Ollila   (Marttila )",399,137,262,19,194,27,22
"21570 Sauvo Keskus   (Sauvo )",2024,558,1466,84,1025,195,162
"21590 Karuna   (Sauvo )",361,87,274,13,196,43,22
"21600 Parainen Keskus   (Parainen )",8495,2128,6367,500,3819,1040,1008
"21610 Kirjala   (Parainen )",784,154,630,46,385,86,113
"21620 Kuusisto   (Kaarina )",1534,246,1288,95,629,229,335
"21630 Lielahti   (Parainen )",437,85,352,23,224,52,53
"21650 Lillandet   (Parainen )",367,98,269,21,180,40,28
"21660 Nauvo Keskus   (Parainen )",641,191,450,33,272,76,69
"21670 Mattnäs-Nötö   (Parainen )",173,45,128,5,85,23,15
"21680 Nötö   (Parainen )",10,..,..,..,..,..,..
"21710 Korppoo Keskus-Utö   (Parainen )",551,163,388,24,262,52,50
"21720 Korpoström   (Parainen )",20,..,..,..,..,..,..
"21740 Utö   (Parainen )",36,4,32,3,14,7,8
"21750 Norrskata   (Parainen )",82,21,61,6,35,10,10
"21760 Houtskär Keskus   (Parainen )",337,119,218,12,160,29,17
"21770 Mossala   (Parainen )",96,21,75,1,58,13,3
"21800 Kyrö   (Pöytyä )",1868,663,1205,56,938,123,88
"21820 Kumila   (Pöytyä )",270,86,184,5,126,39,14
"21840 Karinainen   (Pöytyä )",242,78,164,11,127,18,8
"21860 Auvainen   (Pöytyä )",299,82,217,14,161,26,16
"21870 Riihikoski   (Pöytyä )",1499,439,1060,47,804,132,77
"21880 Pöytyä   (Pöytyä )",330,106,224,16,175,20,13
"21890 Haveri   (Pöytyä )",204,49,155,7,123,13,12
"21900 Yläne Keskus   (Pöytyä )",1222,449,773,30,594,92,57
"21930 Uusikartano   (Pöytyä )",436,141,295,14,252,21,8
"22100 Maarianhamina   (Maarianhamina - Mariehamn )",9654,2612,7042,527,4223,1275,1017
"22120 Möckelö   (Jomala )",645,156,489,30,298,109,52
"22130 Gottby   (Jomala )",629,160,469,29,326,74,40
"22140 Önningby   (Jomala )",826,163,663,35,394,137,97
"22150 Jomala Centrum   (Jomala )",1449,455,994,69,688,156,81
"22160 Järsö   (Lemland )",291,61,230,29,116,52,33
"22220 Emkarby   (Finström )",302,90,212,6,164,29,13
"22240 Hammarland   (Hammarland )",1185,409,776,25,623,91,37
"22270 Storby   (Eckerö )",757,244,513,22,401,58,32
"22310 Pålsböle   (Finström )",415,153,262,14,195,34,19
"22320 Ödkarby   (Saltvik )",675,218,457,27,365,45,20
"22330 Tjudö   (Finström )",269,115,154,12,112,21,9
"22340 Geta   (Geta )",395,147,248,7,195,30,16
"22410 Godby   (Finström )",1211,384,827,46,628,100,53
"22430 Saltvik   (Saltvik )",562,194,368,22,277,47,22
"22520 Tosarby   (Sund )",426,145,281,19,219,26,17
"22530 Sund   (Sund )",414,137,277,14,202,36,25
"22550 Vårdö   (Vårdö )",328,102,226,9,165,35,17
"22610 Lemland   (Lemland )",1166,284,882,49,629,142,62
"22630 Lumparland   (Lumparland )",330,103,227,12,162,30,23
"22710 Ålands Degerby   (Föglö )",437,180,257,17,186,32,22
"22720 Sottunga   (Sottunga )",82,26,56,4,35,13,4
"22730 Kökar   (Kökar )",206,69,137,4,94,28,11
"22810 Seglinge   (Kumlinge )",29,..,..,..,..,..,..
"22820 Kumlinge   (Kumlinge )",171,70,101,7,74,12,8
"22830 Enklinge   (Kumlinge )",62,22,40,2,29,8,1
"22840 Lappo   (Brändö )",52,14,38,2,22,7,7
"22910 Torsholma   (Brändö )",70,16,54,0,32,14,8
"22920 Brändö-Åland   (Brändö )",139,57,82,2,58,13,9
"22930 Fiskö   (Brändö )",29,..,..,..,..,..,..
"22940 Åva   (Brändö )",73,28,45,3,26,10,6
"22950 Jurmo   (Brändö )",34,10,24,2,20,1,1
"23100 Mynämäki Keskus   (Mynämäki )",5002,1480,3522,166,2668,410,278
"23120 Mietoinen Keskus   (Mynämäki )",724,143,581,39,455,53,34
"23140 Hietamäki   (Mynämäki )",551,122,429,23,341,39,26
"23200 Vinkkilä   (Vehmaa )",1309,398,911,44,759,74,34
"23210 Vehmaa   (Vehmaa )",499,152,347,11,280,41,15
"23260 Rautila   (Vehmaa )",152,39,113,9,83,16,5
"23310 Taivassalo   (Taivassalo )",1373,477,896,36,700,91,69
"23360 Kustavi   (Kustavi )",811,283,528,34,402,46,46
"23390 Iniö   (Parainen )",183,66,117,5,79,22,11
"23450 Lokalahti   (Uusikaupunki )",791,246,545,21,444,55,25
"23500 Uusikaupunki Keskus   (Uusikaupunki )",9659,2572,7087,329,5446,863,449
"23600 Kalanti Keskus   (Uusikaupunki )",1758,473,1285,47,1064,121,53
"23660 Kalanti Asemanseutu   (Uusikaupunki )",294,62,232,6,192,27,7
"23800 Laitila Keskus   (Laitila )",6435,2018,4417,229,3425,505,258
"23840 Soukainen   (Laitila )",205,64,141,4,116,15,6
"23880 Suontaka   (Laitila )",84,31,53,0,48,5,0
"23930 Pyhämaa   (Uusikaupunki )",471,171,300,14,244,29,13
"23950 Pyhäranta   (Pyhäranta )",451,137,314,10,259,37,8
"23960 Santtio   (Pyhäranta )",193,57,136,6,101,20,9
"24100 Salo Keskus   (Salo )",7865,2659,5206,324,3773,675,434
"24130 Ylhäisi   (Salo )",2887,729,2158,129,1460,341,228
"24240 Rappula   (Salo )",3389,1127,2262,137,1573,314,238
"24260 Ollikkala   (Salo )",3669,1277,2392,131,1861,271,129
"24280 Tupuri-Hähkänä   (Salo )",3737,721,3016,163,1984,541,328
"24800 Halikko Keskus   (Salo )",3809,1030,2779,160,1922,412,285
"24910 Halikko Asemanseutu   (Salo )",779,159,620,39,377,128,76
"25110 Kruusila   (Salo )",293,84,209,14,164,20,11
"25130 Muurla   (Salo )",1162,313,849,57,587,127,78
"25160 Tuohittu   (Salo )",95,27,68,8,46,5,9
"25170 Kotalato   (Salo )",111,29,82,1,59,17,5
"25180 Romsila   (Salo )",194,46,148,3,107,20,18
"25190 Inkere   (Salo )",747,223,524,14,427,63,20
"25210 Vartsala   (Salo )",288,69,219,7,146,34,32
"25230 Angelniemi   (Salo )",296,80,216,14,156,28,18
"25240 Hajala   (Salo )",523,127,396,20,288,48,40
"25250 Märynummi   (Salo )",793,165,628,22,471,91,44
"25260 Vaskio   (Salo )",806,263,543,33,411,62,37
"25320 Raatala   (Salo )",347,102,245,14,187,31,13
"25330 Kuusjoki Keskus   (Salo )",665,238,427,17,350,38,22
"25340 Kanunki   (Salo )",322,109,213,12,164,23,14
"25360 Pertteli Keskus   (Salo )",936,271,665,24,504,97,40
"25370 Hiisi   (Salo )",520,136,384,21,301,40,22
"25380 Rekijoki   (Salo )",406,157,249,16,199,20,14
"25390 Kiikala Keskus   (Salo )",653,259,394,21,311,32,30
"25410 Suomusjärvi Keskus   (Salo )",961,331,630,35,500,52,43
"25420 Lahnajärvi   (Salo )",120,45,75,2,50,12,11
"25430 Kettula   (Salo )",60,18,42,3,30,6,3
"25460 Toija   (Salo )",965,351,614,35,480,51,48
"25470 Kisko kk   (Salo )",230,87,143,7,108,16,12
"25500 Perniö Keskus   (Salo )",2782,1034,1748,113,1356,162,117
"25520 Perniö Asemanseutu   (Salo )",512,151,361,30,270,31,30
"25540 Knaapila   (Salo )",165,48,117,5,90,10,12
"25550 Aijala   (Salo )",80,29,51,4,38,5,4
"25560 Koski Asemanseutu   (Salo )",170,58,112,9,84,7,12
"25570 Teijo-Mathildedal   (Salo )",483,174,309,17,225,39,28
"25610 Ylönkylä   (Salo )",335,107,228,18,165,21,24
"25630 Finby   (Salo )",234,87,147,3,113,18,13
"25640 Förby   (Salo )",204,66,138,9,107,12,10
"25650 Strömma   (Kemiönsaari )",91,28,63,7,39,8,9
"25660 Mathildedal   (Salo )",110,28,82,4,50,16,12
