"Postal code area","Aged 18 or over, total, 2015 (HR)","Average income of inhabitants, 2015 (HR)","Median income of inhabitants, 2015 (HR)","Inhabintants belonging to the lowest income category, 2015 (HR)","Inhabitants belonging to the middle income category, 2015 (HR)","Inhabintants belonging to the highest income category, 2015 (HR)","Accumulated purchasing power of inhabitants, 2015 (HR)"
"07970 Ruotsinpyhtää Keskus   (Loviisa )",481,23739,19818,75,300,106,11418296
"07980 Kuninkaankylä   (Loviisa )",254,21971,18510,52,157,45,5580649
"07990 Ruotsinkylä-Koskisto   (Loviisa )",251,22391,18450,67,133,51,5620246
"08100 Lohja Keskus   (Lohja )",6931,23888,20406,1152,4363,1416,165565781
"08150 Keskilohja   (Lohja )",3971,25967,23883,607,2222,1142,103115889
"08200 Ojamo   (Lohja )",3065,21155,19921,530,2129,406,64838812
"08350 Routio   (Lohja )",1933,23628,20999,353,1160,420,45673406
"08360 Kisakallio   (Lohja )",.,.,.,.,.,.,.
"08450 Hormajärvi   (Lohja )",248,27719,20223,54,129,65,6874433
"08480 Karstu   (Lohja )",202,26128,24630,34,106,62,5277848
"08500 Ventelä-Millola   (Lohja )",4972,25616,23326,793,2887,1292,127362762
"08680 Muijala   (Lohja )",1301,27820,26507,183,649,469,36193863
"08700 Virkkala   (Lohja )",5805,23901,22307,984,3447,1374,138742832
"08800 Kirkniemi   (Lohja )",1225,26182,24601,208,654,363,32073064
"09120 Karjalohja   (Lohja )",979,30724,20053,198,589,192,30078339
"09220 Sammatti   (Lohja )",1261,23250,22306,209,764,288,29318800
"09430 Saukkola   (Lohja )",1325,23689,22255,223,806,296,31388383
"09520 Millola   (Lohja )",104,26048,22956,21,57,26,2709039
"09630 Koisjärvi   (Lohja )",387,23388,22760,83,200,104,9050999
"09810 Nummi-Oinola   (Lohja )",795,22186,19844,193,429,173,17638267
"09930 Leppäkorpi   (Lohja )",251,20855,19110,63,150,38,5234564
"10120 Tähtelä   (Inkoo )",492,26922,22731,93,276,123,13245852
"10140 Päivölä   (Inkoo )",238,27968,25573,45,111,82,6656412
"10160 Degerby   (Inkoo )",666,29466,26626,108,307,251,19624541
"10210 Inkoo Keskus   (Inkoo )",2196,25598,22334,372,1245,579,56212758
"10230 Inkoo Asemanseutu   (Inkoo )",303,23151,21797,70,163,70,7014610
"10250 Fagervik   (Inkoo )",111,29108,21208,16,65,30,3231028
"10270 Barösund   (Inkoo )",118,22517,19463,30,62,26,2656989
"10300 Karjaa Keskus   (Raasepori )",5944,22081,19982,1128,3829,987,131252017
"10320 Bäljars   (Raasepori )",1040,20747,19313,221,687,132,21577038
"10330 Pinjainen   (Raasepori )",507,22410,20948,110,296,101,11362062
"10350 Meltolan sairaala-alue   (Raasepori )",96,15939,16263,27,64,5,1530125
"10360 Mustio   (Raasepori )",1067,24671,22118,179,663,225,26323686
"10380 Kaunislahti   (Raasepori )",92,23352,23183,18,54,20,2148379
"10410 Åminnefors   (Raasepori )",322,20177,17552,78,202,42,6496841
"10420 Pohjankuru   (Raasepori )",1476,25527,18631,275,1003,198,37677525
"10440 Bollsta   (Raasepori )",287,21696,18017,64,187,36,6226610
"10470 Fiskari   (Raasepori )",426,22181,18997,93,265,68,9449234
"10480 Antskog   (Raasepori )",89,20413,19658,26,50,13,1816766
"10520 Tenhola Kirkonkylä   (Raasepori )",1366,23080,20059,277,853,236,31527706
"10570 Bromarv   (Raasepori )",435,21633,16756,120,259,56,9410206
"10600 Tammisaari Keskus   (Raasepori )",4256,24114,19500,821,2684,751,102628067
"10620 Tammisaari   (Raasepori )",1509,22151,21049,249,1034,226,33426146
"10640 Dragsvik   (Raasepori )",743,24045,23553,123,457,163,17865750
"10650 Flyet   (Raasepori )",2161,22021,20358,363,1450,348,47588300
"10660 Trollböle   (Raasepori )",727,21108,20205,137,496,94,15345652
"10680 Skogby   (Raasepori )",163,20219,20157,38,104,21,3295633
"10710 Snappertuna   (Raasepori )",307,21795,21251,56,203,48,6691178
"10820 Lappohja   (Hanko )",517,20780,19814,106,340,71,10743117
"10900 Hanko Keskus   (Hanko )",3545,21626,19526,630,2400,515,76664433
"10940 Hangonkylä   (Hanko )",1717,24602,22038,264,1093,360,42240873
"10960 Hanko Pohjoinen   (Hanko )",1530,23222,21590,231,1035,264,35529282
"11100 Riihimäki Keskus   (Riihimäki )",5753,22081,19575,1065,3757,931,127031744
"11120 Pohjois-Riihimäki   (Riihimäki )",5669,23855,22286,895,3538,1236,135235263
"11130 Peltosaari-Patastenmäki   (Riihimäki )",7494,23076,21673,1363,4554,1577,172933789
"11310 Taka-Kasarmi   (Riihimäki )",573,23773,23056,94,349,130,13621993
"11710 Herajoki   (Riihimäki )",2386,24018,22696,396,1428,562,57307107
"11910 Lasi-Kumela   (Janakkala )",1934,23788,21686,350,1165,419,46005909
"12100 Oitti   (Hausjärvi )",2083,22015,19991,428,1309,346,45857659
"12130 Mommila   (Hausjärvi )",274,24449,19721,69,153,52,6699161
"12170 Hietoinen   (Hausjärvi )",172,21863,19824,44,95,33,3760404
"12210 Hausjärvi kk   (Hausjärvi )",176,25219,21875,34,100,42,4438614
"12240 Hikiä   (Hausjärvi )",1311,24684,23491,225,766,320,32360464
"12310 Ryttylä   (Hausjärvi )",1443,22646,21759,241,944,258,32678086
"12350 Turkhauta   (Hausjärvi )",364,22790,21672,77,212,75,8295658
"12380 Leppäkoski   (Janakkala )",409,23667,22296,62,273,74,9679962
"12400 Tervakoski   (Janakkala )",3638,23737,22319,568,2250,820,86354090
"12450 Vähikkälä   (Janakkala )",220,23259,22608,34,149,37,5117000
"12520 Kormu   (Loppi )",323,25557,24856,52,182,89,8254874
"12540 Launonen   (Loppi )",1145,24046,23412,200,681,264,27532515
"12600 Läyliäinen   (Loppi )",1449,22592,21167,302,858,289,32735255
"12630 Sajaniemi   (Loppi )",231,22934,20758,46,139,46,5297666
"12640 Joentaka   (Loppi )",260,23372,22300,58,136,66,6076731
"12700 Loppi kk   (Loppi )",1901,21627,19343,370,1210,321,41113605
"12750 Pilpala   (Loppi )",437,21258,18867,116,256,65,9289828
"12820 Räyskälä   (Loppi )",46,19275,18974,12,30,4,886637
"12920 Topeno   (Loppi )",293,22053,20570,61,178,54,6461438
"12950 Vojakkala-Eerolankulma   (Loppi )",153,21354,20062,37,91,25,3267198
"13100 Hämeenlinna Keskus   (Hämeenlinna )",9475,23151,20176,1798,5876,1801,219352621
"13110 Kantola   (Hämeenlinna )",160,22343,19803,30,97,33,3574937
"13130 Kauriala   (Hämeenlinna )",5387,21924,19243,980,3576,831,118106384
"13200 Keinusaari   (Hämeenlinna )",1359,21532,19416,190,993,176,29262568
"13210 Hätilä   (Hämeenlinna )",6750,23734,21232,1108,4235,1407,160204441
"13220 Sairio   (Hämeenlinna )",1475,26236,23356,191,883,401,38697978
"13250 Katuma   (Hämeenlinna )",934,18515,16320,258,583,93,17293160
"13270 Ruununmylly   (Hämeenlinna )",1137,30013,25977,150,601,386,34125209
"13300 Käikälä   (Hämeenlinna )",2033,25494,24814,240,1239,554,51828298
"13330 Harviala   (Janakkala )",549,26249,24752,55,340,154,14410741
"13430 Hattelmala   (Hämeenlinna )",874,26167,24650,154,491,229,22869689
"13500 Jukola   (Hattula )",9127,23476,22019,1429,5879,1819,214267003
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",1,..,..,..,..,..,..
"13600 Ojoinen   (Hämeenlinna )",3134,21268,19817,573,2121,440,66653335
"13700 Parolannummi   (Hattula )",348,25447,23165,51,212,85,8855681
"13720 Parola   (Hattula )",3561,23490,22117,589,2274,698,83647465
"13800 Katinala   (Hattula )",1099,24204,21139,189,692,218,26600547
"13880 Rahkoila   (Hattula )",906,25925,24865,128,530,248,23487661
"13900 Pekola   (Hattula )",651,26796,24073,98,371,182,17444498
"14140 Jokimaa   (Janakkala )",174,20812,19168,54,86,34,3621282
"14200 Turenki   (Janakkala )",7128,22720,21117,1117,4756,1255,161947290
"14240 Väli-Janakkala   (Janakkala )",719,24620,22883,120,420,179,17701577
"14300 Renko kk   (Hämeenlinna )",1732,22578,20386,360,1076,296,39105031
"14330 Kaloinen   (Hämeenlinna )",13,..,..,..,..,..,..
"14370 Lukana   (Hämeenlinna )",82,22534,21315,18,45,19,1847770
"14430 Vuohiniemi   (Hattula )",65,21503,19185,17,38,10,1397678
"14450 Rimmilä   (Hämeenlinna )",124,20335,19598,33,73,18,2521545
"14500 Iittala   (Hämeenlinna )",2619,22894,21274,469,1673,477,59960166
"14530 Leteensuo   (Hattula )",189,23594,23068,32,118,39,4459338
"14610 Lepaa   (Hattula )",349,21651,19730,94,200,55,7556258
"14620 Tyrväntö   (Hattula )",135,24883,22141,34,75,26,3359193
"14680 Alvettula   (Hämeenlinna )",487,20535,18493,129,279,79,10000364
"14690 Torvoila   (Hämeenlinna )",158,21034,18777,40,91,27,3323331
"14700 Hauho kk   (Hämeenlinna )",1649,20985,17683,386,1035,228,34604701
"14770 Eteläinen   (Hämeenlinna )",691,23577,22841,108,436,147,16291373
"14810 Pohjoinen   (Hämeenlinna )",241,23053,21172,55,132,54,5555781
"14820 Syrjäntaka   (Hämeenlinna )",686,22239,20313,147,417,122,15256141
"14840 Sairiala   (Hämeenlinna )",170,24880,19943,43,85,42,4229539
"14870 Juttila   (Hämeenlinna )",201,19512,15666,56,118,27,3921825
"14930 Sappee   (Hämeenlinna )",99,19161,15941,33,54,12,1896925
"14960 Puutikkala   (Pälkäne )",75,20864,16457,19,44,12,1564823
"14980 Kuohijoki   (Pälkäne )",41,23067,18580,13,21,7,945729
"15100 Lahti Asemanseutu   (Lahti )",5424,20745,18009,1210,3450,764,112523316
"15110 Keski-Lahti   (Lahti )",4478,21918,18000,1131,2688,659,98146592
"15140 Kartano-Paavola   (Lahti )",13677,21734,18494,2699,9154,1824,297256003
"15150 Möysä   (Lahti )",3703,21373,18766,838,2356,509,79143955
"15160 Kolava   (Lahti )",1218,30456,28554,125,585,508,37095817
"15170 Tenava-Tonttila   (Lahti )",3171,20303,17956,733,2051,387,64381804
"15200 Kiveriö   (Lahti )",2966,19658,17205,739,1946,281,58306273
"15210 Kivistönmäki   (Lahti )",3626,19270,17558,786,2514,326,69873730
"15230 Kytölä   (Lahti )",2125,25262,22654,314,1342,469,53681911
"15240 Mukkula   (Lahti )",6517,21761,18695,1324,4365,828,141814614
"15270 Kukkila   (Hollola )",1210,26579,24660,195,663,352,32161167
"15300 Myllypohja-Koiskala   (Lahti )",3062,23700,21534,564,1845,653,72569251
"15320 Ahtiala   (Lahti )",2089,25831,23400,340,1208,541,53960746
"15340 Kunnas-Hiekkanummi   (Lahti )",2030,24457,23632,334,1183,513,49647363
"15460 Mäkelä   (Lahti )",459,25272,21591,100,257,102,11600009
"15500 Liipola   (Lahti )",4000,17680,16231,1086,2668,246,70721941
"15520 Saksala   (Lahti )",1988,20060,18559,364,1428,196,39880108
"15540 Villähde   (Lahti )",3291,24247,23217,524,2001,766,79797655
"15550 Rakokivi   (Lahti )",2960,20845,19600,556,2007,397,61702399
"15560 Nastola kk   (Lahti )",3291,21347,19005,681,2131,479,70252048
"15580 Ruuhijärvi   (Lahti )",188,22395,21712,42,116,30,4210199
"15610 Laune-Nikkilä   (Lahti )",4143,23850,21630,726,2584,833,98810258
"15680 Renkomäki-Ämmälä   (Lahti )",2161,26407,25186,307,1179,675,57066139
"15700 Hennala-Jokimaa   (Hollola )",5426,22030,20038,1045,3484,897,119537249
"15800 Kärpänen   (Lahti )",2896,20899,18685,629,1871,396,60522283
"15810 Kasakkamäki   (Lahti )",1014,22787,21621,178,645,191,23105997
"15820 Okeroinen   (Hollola )",765,23753,23012,143,440,182,18171012
"15830 Metsäkangas   (Lahti )",3248,20786,18952,612,2248,388,67512112
"15840 Riihelä   (Lahti )",1512,22653,21704,252,1007,253,34251408
"15850 Likolampi   (Lahti )",530,21956,20345,115,322,93,11636567
"15860 Kartano   (Hollola )",2841,22074,20215,502,1885,454,62712769
"15870 Salpakangas   (Hollola )",3431,22582,19963,598,2249,584,77480223
"15880 Soramäki   (Hollola )",3739,23754,21992,658,2269,812,88815930
"15900 Jalkaranta   (Lahti )",1352,34918,27738,177,618,557,47208729
"15950 Kiikkula   (Lahti )",3441,25180,21306,553,2171,717,86644222
"15980 Messilä   (Hollola )",.,.,.,.,.,.,.
"16100 Uusikylä   (Lahti )",1130,21458,20399,214,752,164,24247704
"16160 Okkeri   (Lahti )",85,20518,19158,24,49,12,1744023
"16200 Artjärvi Keskus   (Orimattila )",568,20474,17154,160,326,82,11629407
"16230 Artjärvi Kirkonkylä   (Orimattila )",273,21442,17630,66,159,48,5853552
"16260 Hietana   (Orimattila )",142,23538,18251,38,85,19,3342461
"16270 Villikkala   (Orimattila )",122,23079,19919,30,66,26,2815590
"16280 Kuivanto   (Orimattila )",474,21552,20552,100,302,72,10215718
"16300 Orimattila Keskus   (Orimattila )",8528,22078,19695,1698,5430,1400,188277835
"16310 Virenoja   (Orimattila )",448,23363,22501,95,253,100,10466518
"16320 Pennala   (Orimattila )",735,25173,24274,119,424,192,18502016
"16330 Heinämaa   (Orimattila )",264,25538,22629,51,144,69,6742079
"16350 Niinikoski   (Orimattila )",262,21782,19357,54,170,38,5706938
"16390 Pakaa   (Orimattila )",228,21392,19772,57,121,50,4877377
"16450 Mallusjoki   (Orimattila )",383,23498,20279,84,233,66,8999877
"16500 Herrala   (Hollola )",693,22204,22574,146,428,119,15387329
"16510 Luhtikylä   (Orimattila )",351,23273,21126,80,194,77,8168778
"16540 Mertie   (Kärkölä )",232,21908,18633,66,127,39,5082633
"16600 Järvelä   (Kärkölä )",2415,21151,19650,502,1579,334,51078512
"16610 Kärkölä kk   (Kärkölä )",585,22069,20110,134,342,109,12910420
"16630 Tennilä   (Hollola )",230,23645,21948,53,126,51,5438407
"16670 Lappila   (Kärkölä )",536,21656,18615,135,305,96,11607584
"16710 Hollola kk   (Hollola )",704,25649,23246,124,405,175,18056996
"16730 Kutajärvi   (Hollola )",789,24274,22384,128,497,164,19151885
"16790 Manskivi   (Hollola )",84,27197,22981,16,50,18,2284518
"16800 Hämeenkoski   (Hollola )",1685,21123,19143,408,1025,252,35591473
"16900 Lammi kk   (Hämeenlinna )",3926,21513,18959,874,2437,615,84461642
"16960 Iso-Evo   (Hämeenlinna )",139,21201,17994,34,83,22,2946951
"16970 Evo   (Hämeenlinna )",72,15369,13128,35,33,4,1106547
"16980 Ronni   (Hämeenlinna )",8,..,..,..,..,..,..
"17110 Sipilä   (Hollola )",855,24642,22929,171,474,210,21068796
"17120 Paimela   (Hollola )",428,24642,22618,93,230,105,10546886
"17130 Vesivehmaa   (Asikkala )",602,23913,21286,121,353,128,14395697
"17150 Urajärvi   (Asikkala )",307,23252,20964,62,186,59,7138416
"17200 Vääksy Keskus   (Asikkala )",4445,21956,19135,850,2900,695,97593529
"17220 Pietilä   (Asikkala )",133,19950,17091,34,85,14,2653413
"17240 Kalkkinen   (Asikkala )",346,20397,17018,94,206,46,7057230
"17320 Asikkala   (Asikkala )",267,21171,19821,61,168,38,5652544
"17410 Viitaila   (Asikkala )",203,22001,18726,56,111,36,4466148
"17430 Kurhila   (Asikkala )",215,20703,17988,58,124,33,4451137
"17440 Vähimaa   (Asikkala )",47,24004,17329,16,20,11,1128179
"17450 Iso-Äiniö-Vähimaa   (Asikkala )",176,21006,18128,44,108,24,3697053
"17470 Maakeski   (Padasjoki )",223,21560,19043,56,130,37,4807770
"17500 Padasjoki Keskus   (Padasjoki )",1624,19444,17308,379,1105,140,31576405
"17510 Nyystölä   (Padasjoki )",196,35362,19500,55,116,25,6930898
"17530 Arrakoski   (Padasjoki )",201,19790,17173,54,121,26,3977690
"17610 Auttoinen   (Padasjoki )",255,18652,15648,78,152,25,4756280
"17630 Vesijako   (Padasjoki )",105,18856,16029,31,64,10,1979919
"17710 Torittu   (Padasjoki )",61,22547,19477,18,32,11,1375360
"17740 Kasiniemi-Torittu   (Padasjoki )",46,20155,18961,13,27,6,927117
"17780 Harmoinen   (Kuhmoinen )",58,22300,17885,18,26,14,1293382
"17800 Kuhmoinen Keskus   (Kuhmoinen )",1612,19335,16609,440,1010,162,31168622
"17840 Harjunsalmi   (Kuhmoinen )",62,20185,15788,19,36,7,1251491
"17850 Pihlajakoski   (Kuhmoinen )",73,19494,16437,26,35,12,1423029
"17870 Ruolahti   (Kuhmoinen )",58,16908,15388,21,33,4,980648
"17930 Päijälä   (Kuhmoinen )",78,18750,15259,26,45,7,1462501
"17950 Kylämä   (Kuhmoinen )",22,..,..,..,..,..,..
"17970 Puukkoinen   (Kuhmoinen )",32,23350,17626,12,17,3,747193
"18100 Heinola Keskus   (Heinola )",6072,21857,19032,1087,4070,915,132713052
"18120 Reumasairaala-alue   (Heinola )",752,21854,20649,109,537,106,16434105
"18130 Tommola-Sahanniemi   (Heinola )",1668,18918,17145,405,1120,143,31555153
"18150 Jyränkö   (Heinola )",1987,21017,19327,401,1345,241,41760784
"18200 Kaakonlampi-Pyhätön   (Heinola )",1790,19351,17508,422,1200,168,34637849
"18300 Heinola kk   (Heinola )",2313,21518,19897,500,1477,336,49770508
"18600 Myllyoja   (Heinola )",659,22380,21704,122,430,107,14748411
"19110 Vierumäki taajama   (Heinola )",530,22776,21846,94,367,69,12071024
"19120 Vierumäki urheiluopisto   (Heinola )",114,22918,20536,33,59,22,2612672
"19160 Huutotöyry   (Iitti )",390,21147,17735,115,207,68,8247369
"19210 Lusi   (Heinola )",366,21392,19243,82,229,55,7829524
"19230 Onkiniemi   (Sysmä )",95,20594,17702,29,54,12,1956455
"19250 Syrjäkoski   (Heinola )",42,17818,14821,16,22,4,748355
"19260 Paaso-Syrjäkoski   (Heinola )",102,19882,16985,27,66,9,2027996
"19310 Karilanmaa   (Sysmä )",75,19300,16406,24,43,8,1447472
"19320 Nikkaroinen   (Sysmä )",80,22373,21150,21,43,16,1789826
"19370 Nuoramoinen   (Sysmä )",362,20425,16267,124,179,59,7393829
"19410 Kuortti   (Pertunmaa )",390,20802,18252,109,235,46,8112871
"19420 Mansikkamäki   (Pertunmaa )",137,21320,18218,38,80,19,2920877
"19430 Pertunmaa Keskus   (Pertunmaa )",663,18619,16112,207,396,60,12344661
"19460 Ruorasmäki   (Pertunmaa )",104,18207,16144,37,54,13,1893510
"19470 Lihavanpää-Hartosenpää   (Pertunmaa )",144,17966,14718,50,82,12,2587112
"19480 Hartosenpää   (Pertunmaa )",69,16788,15394,25,40,4,1158345
"19510 Lepsala   (Hartola )",33,21010,18408,6,22,5,693343
"19540 Koitti-Lepsala   (Hartola )",252,18498,15339,94,128,30,4661457
"19600 Hartola Keskus   (Hartola )",1877,19024,16754,503,1193,181,35708873
"19610 Murakka   (Hartola )",88,17479,16807,28,57,3,1538141
"19620 Pohela   (Hartola )",143,18251,15516,43,83,17,2609914
"19630 Kalhonkylä   (Hartola )",65,21069,19213,26,26,13,1369501
"19650 Joutsa Keskus   (Joutsa )",2952,19727,17409,768,1871,313,58232879
"19670 Mieskonmäki   (Joutsa )",112,20948,18967,31,67,14,2346145
"19700 Sysmä Keskus   (Sysmä )",2618,19398,16790,697,1632,289,50783393
"19730 Särkilampi   (Sysmä )",22,..,..,..,..,..,..
"19740 Liikola   (Sysmä )",112,17351,15049,44,56,12,1943332
"19770 Valittula   (Sysmä )",101,18090,17033,32,61,8,1827092
"19850 Putkijärvi-Siltasuo   (Hartola )",85,18970,15596,28,45,12,1612449
"19910 Tammijärvi   (Luhanka )",387,20352,16517,109,221,57,7876415
"19920 Pappinen   (Joutsa )",134,20517,19938,39,74,21,2749343
"19950 Luhanka   (Luhanka )",263,20785,16625,70,160,33,5466508
"20100 Turku Keskus   (Turku )",23859,23127,19058,5680,13989,4190,551778409
"20200 Iso-Heikkilä   (Turku )",1980,19176,17642,469,1325,186,37969321
"20210 Pahaniemi   (Turku )",3515,18668,17468,812,2465,238,65619055
"20240 Pansio-Perno   (Turku )",4108,18611,17780,1094,2667,347,76452404
"20250 Pitkämäki-Muhkuri   (Turku )",609,28119,23532,115,309,185,17124758
"20300 Pohjola-Kastu   (Turku )",5518,24007,20816,1070,3311,1137,132470765
"20320 Kuninkoja-Mälikkälä   (Turku )",13896,22629,20718,2259,9335,2302,314452214
"20360 Kärsämäki-Urusvuori-Halinen   (Turku )",9517,19768,18042,2025,6600,892,188135331
"20380 Räntämäki-Saramäki   (Turku )",2376,21273,18686,736,1187,453,50545518
"20400 Moisio   (Turku )",2302,25696,24905,299,1390,613,59152000
"20460 Jäkärlä   (Turku )",2840,21041,19996,564,1902,374,59756581
"20500 Vesilinna   (Turku )",5962,18996,15939,2133,3049,780,113256341
"20520 Kupittaa   (Turku )",3002,22281,17372,891,1657,454,66887545
"20540 Nummi-Ylioppilaskylä   (Turku )",16953,20048,17292,5592,8802,2559,339870087
"20610 Varissuo   (Turku )",10460,18625,16922,3004,6478,978,194821919
"20660 Littoinen   (Kaarina )",5483,27105,25012,786,3066,1631,148619299
"20700 Vartiovuori-Samppalinna   (Turku )",5340,22665,19035,1228,3201,911,121032748
"20720 Vasaramäki   (Turku )",5308,23723,19015,1039,3337,932,125921267
"20730 Skanssi   (Turku )",79,27394,21228,13,49,17,2164121
"20740 Ilpoinen-Harittu   (Turku )",7664,22067,20310,1536,4859,1269,169124702
"20750 Huhkola-Lauste-Vaala   (Turku )",4068,19446,18128,1007,2644,417,79107059
"20760 Piispanristi   (Kaarina )",3349,26464,23069,510,2033,806,88626368
"20780 Kaarina Keskus   (Kaarina )",9285,25876,21792,1448,5768,2069,240254138
"20800 Ammattikorkeakoulu   (Turku )",.,.,.,.,.,.,.
"20810 Martti-Korppolaismäki   (Turku )",14118,23188,20307,2739,8814,2565,327364956
"20880 Uittamo   (Turku )",3432,25466,21638,557,2107,768,87398112
"20900 Moikoinen-Pikisaari   (Turku )",6580,33293,25925,1009,3179,2392,219070944
"20960 Kakskerta   (Turku )",1146,32615,23170,202,588,356,37376246
"21100 Naantali Keskus   (Naantali )",5830,27338,21476,912,3593,1325,159382176
"21110 Taimo-Nuhjala-Lietsala   (Naantali )",5728,26803,24351,831,3287,1610,153527244
"21120 Viherjäinen   (Raisio )",1422,27177,25003,211,780,431,38645954
"21130 Poikko   (Naantali )",449,28664,24924,82,235,132,12870344
"21140 Rymättylä Keskus   (Naantali )",1053,25496,21235,198,629,226,26846835
"21150 Röölä   (Naantali )",269,22990,18824,60,159,50,6184298
"21160 Merimasku   (Naantali )",1318,32693,25697,178,694,446,43089811
"21180 Livonsaari   (Naantali )",178,33377,20626,43,101,34,5941128
"21195 Velkua   (Naantali )",193,24828,20768,29,123,41,4791757
"21200 Raisio Keskus   (Raisio )",10048,21889,19675,1765,6854,1429,219939242
"21210 Hakinmäki   (Raisio )",2023,24716,23048,329,1234,460,50001475
"21220 Somersoja   (Raisio )",1107,22745,21583,181,725,201,25178486
