"Postal code area","Aged 18 or over, total, 2015 (HR)","Average income of inhabitants, 2015 (HR)","Median income of inhabitants, 2015 (HR)","Inhabintants belonging to the lowest income category, 2015 (HR)","Inhabitants belonging to the middle income category, 2015 (HR)","Inhabintants belonging to the highest income category, 2015 (HR)","Accumulated purchasing power of inhabitants, 2015 (HR)"
"21650 Lillandet   (Parainen )",378,27190,19910,108,186,84,10277877
"21660 Nauvo Keskus   (Parainen )",628,25794,21249,133,357,138,16198612
"21670 Mattnäs-Nötö   (Parainen )",178,24436,19878,36,102,40,4349577
"21680 Nötö   (Parainen )",9,..,..,..,..,..,..
"21710 Korppoo Keskus-Utö   (Parainen )",553,21831,20231,106,351,96,12072455
"21720 Korpoström   (Parainen )",20,..,..,..,..,..,..
"21740 Utö   (Parainen )",35,27403,26983,6,15,14,959093
"21750 Norrskata   (Parainen )",86,18666,16752,24,54,8,1605295
"21760 Houtskär Keskus   (Parainen )",355,20991,18940,90,209,56,7451784
"21770 Mossala   (Parainen )",94,22560,20647,15,58,21,2120664
"21800 Kyrö   (Pöytyä )",1923,22382,19954,373,1250,300,43041289
"21820 Kumila   (Pöytyä )",272,22399,19186,59,172,41,6092469
"21840 Karinainen   (Pöytyä )",237,27071,22653,38,145,54,6415833
"21860 Auvainen   (Pöytyä )",305,22438,21250,59,194,52,6843493
"21870 Riihikoski   (Pöytyä )",1523,22169,20811,303,956,264,33763541
"21880 Pöytyä   (Pöytyä )",343,21390,18678,91,199,53,7336777
"21890 Haveri   (Pöytyä )",207,22620,20639,46,122,39,4682301
"21900 Yläne Keskus   (Pöytyä )",1228,19931,18403,286,797,145,24475448
"21930 Uusikartano   (Pöytyä )",448,20666,19162,107,288,53,9258380
"22100 Maarianhamina   (Maarianhamina )",9505,29349,24652,1504,5175,2826,278959885
"22120 Möckelö   (Jomala )",602,29825,27533,84,286,232,17954454
"22130 Gottby   (Jomala )",617,29510,26907,68,336,213,18207749
"22140 Önningby   (Jomala )",801,30291,29120,83,364,354,24263063
"22150 Jomala Centrum   (Jomala )",1384,26247,25168,182,810,392,36326424
"22160 Järsö   (Lemland )",259,32503,29355,32,109,118,8418306
"22220 Emkarby   (Finström )",320,25281,24770,48,194,78,8089970
"22240 Hammarland   (Hammarland )",1180,25687,23499,199,681,300,30310598
"22270 Storby   (Eckerö )",763,24545,23452,125,450,188,18727491
"22310 Pålsböle   (Finström )",405,23464,22311,78,233,94,9502726
"22320 Ödkarby   (Saltvik )",659,26853,25318,100,356,203,17695799
"22330 Tjudö   (Finström )",246,32063,24076,46,136,64,7887463
"22340 Geta   (Geta )",403,22267,21214,89,235,79,8973800
"22410 Godby   (Finström )",1194,24901,23903,183,711,300,29732389
"22430 Saltvik   (Saltvik )",560,25680,23798,63,354,143,14380532
"22520 Tosarby   (Sund )",409,24182,23061,64,251,94,9890593
"22530 Sund   (Sund )",417,24124,22848,73,247,97,10059561
"22550 Vårdö   (Vårdö )",335,24043,21463,66,200,69,8054316
"22610 Lemland   (Lemland )",1127,27061,25959,168,609,350,30497498
"22630 Lumparland   (Lumparland )",323,25705,23734,60,177,86,8302676
"22710 Ålands Degerby   (Föglö )",451,26429,22660,82,266,103,11919698
"22720 Sottunga   (Sottunga )",90,27713,21419,21,42,27,2494193
"22730 Kökar   (Kökar )",208,22512,20322,41,118,49,4682499
"22810 Seglinge   (Kumlinge )",30,21733,18804,11,13,6,651999
"22820 Kumlinge   (Kumlinge )",176,24251,20940,35,99,42,4268197
"22830 Enklinge   (Kumlinge )",60,25514,25234,8,36,16,1530829
"22840 Lappo   (Brändö )",65,24798,16987,19,32,14,1611859
"22910 Torsholma   (Brändö )",68,28135,25264,9,32,27,1913213
"22920 Brändö-Åland   (Brändö )",148,26142,20592,30,80,38,3868977
"22930 Fiskö   (Brändö )",31,27622,27035,4,18,9,856284
"22940 Åva   (Brändö )",71,29812,22578,12,40,19,2116647
"22950 Jurmo   (Brändö )",37,21595,24684,12,13,12,799011
"23100 Mynämäki Keskus   (Mynämäki )",4979,21973,20415,988,3189,802,109401925
"23120 Mietoinen Keskus   (Mynämäki )",722,23383,22153,124,457,141,16882338
"23140 Hietamäki   (Mynämäki )",535,24794,22029,85,349,101,13264825
"23200 Vinkkilä   (Vehmaa )",1290,21180,19287,262,858,170,27322794
"23210 Vehmaa   (Vehmaa )",466,21604,19334,94,304,68,10067688
"23260 Rautila   (Vehmaa )",156,23929,22216,25,101,30,3732947
"23310 Taivassalo   (Taivassalo )",1363,24576,18989,297,851,215,33497558
"23360 Kustavi   (Kustavi )",788,21850,18620,181,482,125,17217594
"23390 Iniö   (Parainen )",193,22752,18252,54,101,38,4391135
"23450 Lokalahti   (Uusikaupunki )",782,22280,20648,170,507,105,17423078
"23500 Uusikaupunki Keskus   (Uusikaupunki )",9447,22926,20886,1452,6584,1411,216583188
"23600 Kalanti Keskus   (Uusikaupunki )",1773,21883,21050,301,1228,244,38798439
"23660 Kalanti Asemanseutu   (Uusikaupunki )",304,25587,20710,59,187,58,7778434
"23800 Laitila Keskus   (Laitila )",6364,21870,20238,1295,4131,938,139183230
"23840 Soukainen   (Laitila )",203,21954,19728,52,118,33,4456672
"23880 Suontaka   (Laitila )",81,20821,19736,21,51,9,1686488
"23930 Pyhämaa   (Uusikaupunki )",465,21426,19828,113,277,75,9963148
"23950 Pyhäranta   (Pyhäranta )",437,22810,20676,86,291,60,9967810
"23960 Santtio   (Pyhäranta )",199,21423,19359,43,118,38,4263181
"24100 Salo Keskus   (Salo )",7874,20621,17661,1656,5282,936,162369395
"24130 Ylhäisi   (Salo )",3005,23520,20609,569,1874,562,70678709
"24240 Rappula   (Salo )",3404,22043,18614,702,2163,539,75032779
"24260 Ollikkala   (Salo )",3754,19394,17417,962,2402,390,72803513
"24280 Tupuri-Hähkänä   (Salo )",3760,25094,23622,560,2290,910,94354344
"24800 Halikko Keskus   (Salo )",3735,22755,20386,683,2416,636,84989721
"24910 Halikko Asemanseutu   (Salo )",762,26853,24403,111,447,204,20462058
"25110 Kruusila   (Salo )",284,21983,17396,77,161,46,6243283
"25130 Muurla   (Salo )",1197,23617,20898,252,710,235,28269978
"25160 Tuohittu   (Salo )",93,20484,17370,18,65,10,1905011
"25170 Kotalato   (Salo )",114,20257,17680,32,65,17,2309278
"25180 Romsila   (Salo )",188,23197,20842,45,104,39,4360999
"25190 Inkere   (Salo )",756,21476,20046,150,504,102,16235782
"25210 Vartsala   (Salo )",304,25266,21735,55,176,73,7680713
"25230 Angelniemi   (Salo )",301,21985,19024,83,154,64,6617458
"25240 Hajala   (Salo )",536,22629,19538,117,328,91,12129096
"25250 Märynummi   (Salo )",796,23098,21683,112,543,141,18386110
"25260 Vaskio   (Salo )",817,21810,19591,189,491,137,17819079
"25320 Raatala   (Salo )",354,20500,19099,99,205,50,7256952
"25330 Kuusjoki Keskus   (Salo )",664,19794,18568,160,434,70,13143399
"25340 Kanunki   (Salo )",327,21227,18809,80,200,47,6941379
"25360 Pertteli Keskus   (Salo )",926,22568,21337,178,587,161,20898426
"25370 Hiisi   (Salo )",509,21850,19918,108,327,74,11121512
"25380 Rekijoki   (Salo )",413,20160,17569,114,245,54,8326206
"25390 Kiikala Keskus   (Salo )",673,20305,17657,180,403,90,13665040
"25410 Suomusjärvi Keskus   (Salo )",958,20538,17785,224,599,135,19675498
"25420 Lahnajärvi   (Salo )",118,22642,21949,21,75,22,2671725
"25430 Kettula   (Salo )",60,23489,21498,14,30,16,1409358
"25460 Toija   (Salo )",988,21200,18077,241,611,136,20945760
"25470 Kisko kk   (Salo )",242,22170,18711,60,155,27,5365030
"25500 Perniö Keskus   (Salo )",2780,21608,18398,596,1806,378,60069072
"25520 Perniö Asemanseutu   (Salo )",535,24342,20164,114,330,91,13023146
"25540 Knaapila   (Salo )",174,21983,19813,36,110,28,3824983
"25550 Aijala   (Salo )",78,19579,18326,17,54,7,1527130
"25560 Koski Asemanseutu   (Salo )",184,26804,18548,47,112,25,4932005
"25570 Teijo-Mathildedal   (Salo )",489,22686,17513,119,296,74,11093213
"25610 Ylönkylä   (Salo )",331,24375,19121,76,185,70,8068222
"25630 Finby   (Salo )",250,21037,19207,52,167,31,5259160
"25640 Förby   (Salo )",219,22969,19004,58,119,42,5030220
"25650 Strömma   (Kemiönsaari )",97,23828,16532,27,58,12,2311334
"25660 Mathildedal   (Salo )",117,25141,19036,22,67,28,2941542
"25700 Kemiö Keskus   (Kemiönsaari )",1909,21371,19250,405,1201,303,40796612
"25710 Vreta-Vestlax   (Kemiönsaari )",250,22220,21507,55,145,50,5555091
"25730 Mjösund   (Kemiönsaari )",84,23267,21631,12,57,15,1954437
"25760 Kiila   (Kemiönsaari )",110,19618,16971,30,69,11,2158018
"25810 Mark   (Kemiönsaari )",54,20187,18086,12,36,6,1090115
"25820 Vestlax   (Kemiönsaari )",84,20730,18821,25,44,15,1741326
"25830 Västanfjärd Keskus   (Kemiönsaari )",399,22005,18757,84,241,74,8780044
"25840 Nivelax   (Kemiönsaari )",219,23136,19786,41,139,39,5066696
"25860 Björkboda   (Kemiönsaari )",277,23335,20324,60,174,43,6463800
"25870 Dragsfjärd   (Kemiönsaari )",808,20869,18627,160,551,97,16861928
"25900 Taalintehdas   (Kemiönsaari )",1223,19813,17661,248,851,124,24231883
"25910 Vänoxa   (Kemiönsaari )",8,..,..,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",62,24944,21290,12,36,14,1546512
"25940 Hiittinen   (Kemiönsaari )",59,18910,16640,12,40,7,1115667
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",100,22759,20343,22,55,23,2275936
"25960 Högsåra   (Kemiönsaari )",39,21509,18934,12,19,8,838868
"26100 Rauma Keskus   (Rauma )",13752,22325,19241,2920,8365,2467,307015160
"26200 Merirauma-Kappelinluhta   (Rauma )",4074,26751,22830,684,2268,1122,108981676
"26410 Kaaro   (Rauma )",1124,26853,24286,169,650,305,30182555
"26510 Uotila   (Rauma )",2108,23228,21361,347,1337,424,48964024
"26560 Kolla   (Rauma )",560,24355,22334,105,317,138,13639038
"26660 Paroalho   (Rauma )",4132,22286,20540,724,2720,688,92084270
"26720 Monnanummi   (Rauma )",281,26316,25253,30,160,91,7394674
"26740 Vasarainen   (Rauma )",423,26053,22720,85,237,101,11020473
"26820 Sampaanala   (Rauma )",1318,20510,19251,299,845,174,27031970
"26840 Kortela   (Rauma )",643,23765,22007,125,385,133,15281143
"26910 Unaja   (Rauma )",506,24307,23373,81,297,128,12299287
"26930 Vermuntila   (Rauma )",480,23327,20501,88,296,96,11196894
"26950 Voiluoto   (Rauma )",312,27868,22860,55,174,83,8694943
"27100 Eurajoki Keskus   (Eurajoki )",2644,23629,22019,464,1586,594,62474304
"27110 Irjanne   (Eurajoki )",457,22798,22140,90,277,90,10418472
"27130 Eurajoki asemanseutu   (Eurajoki )",270,21509,18315,69,151,50,5807343
"27150 Lapijoki   (Eurajoki )",986,23603,21944,161,616,209,23272489
"27160 Olkiluoto   (Eurajoki )",.,.,.,.,.,.,.
"27170 Kuivalahti   (Eurajoki )",293,23503,20223,72,161,60,6886298
"27220 Ala-Kieri   (Rauma )",488,22544,21484,108,282,98,11001392
"27230 Lappi   (Rauma )",1645,22468,20152,323,1021,301,36959547
"27250 Kodiksami   (Rauma )",111,22563,18743,24,62,25,2504489
"27260 Kuolimaa   (Rauma )",153,20438,17387,45,80,28,3126938
"27310 Kodisjoki   (Rauma )",401,21652,20603,95,227,79,8682281
"27320 Ihode   (Pyhäranta )",587,22281,21289,108,382,97,13078812
"27340 Reila   (Pyhäranta )",407,23191,21468,72,250,85,9438573
"27400 Kiukainen Keskus   (Eura )",1099,20946,18346,259,660,180,23019803
"27420 Panelia Asemanseutu   (Eura )",222,22327,19753,49,136,37,4956628
"27430 Panelia   (Eura )",991,21173,19951,220,640,131,20982077
"27450 Harola   (Eura )",178,21444,20852,38,115,25,3817089
"27500 Kauttua   (Eura )",2550,23965,22219,377,1689,484,61110519
"27510 Eura Keskus   (Eura )",3428,22985,20273,609,2234,585,78792705
"27600 Hinnerjoki   (Eura )",590,21262,18610,158,340,92,12544353
"27640 Honkilahti kk   (Eura )",254,19722,17107,66,156,32,5009432
"27650 Honkilahti   (Eura )",261,20229,17444,77,151,33,5279712
"27670 Mannila   (Eura )",143,22795,19657,30,84,29,3259641
"27710 Köyliö Keskus   (Säkylä )",900,21445,19585,174,596,130,19300151
"27730 Tuiskula   (Säkylä )",171,20528,18957,50,94,27,3510230
"27740 Voitoinen   (Säkylä )",137,20157,16404,46,66,25,2761486
"27750 Yttilä   (Säkylä )",284,21795,20273,48,188,48,6189743
"27800 Säkylä Keskus   (Säkylä )",2594,23320,21117,414,1705,475,60492057
"27820 Iso-Vimma   (Säkylä )",610,23395,21640,90,417,103,14270895
"27840 Kakkuri   (Säkylä )",398,22340,20790,68,271,59,8891238
"27860 Vuori   (Säkylä )",273,22184,19574,67,161,45,6056199
"27910 Huovinrinne   (Säkylä )",138,22507,22503,18,95,25,3105975
"27920 Otajoki   (Säkylä )",228,22582,21514,42,150,36,5148647
"28100 Pori Keskus   (Pori )",11634,21162,17637,2599,7558,1477,246199744
"28120 Käppärä-Isomäki   (Pori )",3093,21214,18520,698,1964,431,65616067
"28130 Impola   (Pori )",5347,20477,17926,1240,3417,690,109488769
"28190 Pormestarinluoto   (Pori )",3226,19477,17722,722,2199,305,62833061
"28200 Toejoki   (Pori )",3786,23124,22029,583,2483,720,87548452
"28220 Ruosniemi   (Pori )",3659,23151,21957,608,2352,699,84709599
"28240 Isojoenranta   (Pori )",595,27543,22053,90,385,120,16388070
"28260 Harjunpää   (Ulvila )",750,23087,21421,138,479,133,17315008
"28300 Kalaholma-Väinölä   (Pori )",2005,26777,24575,274,1177,554,53686925
"28330 Koivistonluoto   (Pori )",2218,21373,19151,462,1447,309,47404589
"28360 Vanhakoivisto   (Pori )",3643,21418,19523,662,2446,535,78025321
"28370 Sampola   (Pori )",2758,18158,16580,680,1904,174,50078530
"28400 Ulvila Keskus   (Ulvila )",4496,22880,20849,793,2904,799,102867871
"28430 Kartano-Harmaalinna   (Pori )",1292,24065,22597,205,795,292,31091553
"28450 Vanha-Ulvila   (Ulvila )",3371,23258,21473,546,2218,607,78402604
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",857,18330,16654,193,605,59,15708739
"28540 Pinomäki   (Pori )",509,23768,23227,101,285,123,12098062
"28560 Lattomeri   (Pori )",374,23779,22522,73,227,74,8893274
"28580 Niittymaa   (Pori )",463,22732,20798,89,287,87,10525138
"28600 Vähärauma   (Pori )",3701,25004,22832,621,2179,901,92539487
"28610 Musa-Tiiliruukki   (Pori )",3215,23516,21376,636,1933,646,75604072
"28660 Pietniemi-Leppäkorpi   (Pori )",3014,24130,22587,490,1879,645,72728303
"28760 Kyläsaari   (Pori )",1792,22360,21759,315,1166,311,40069025
"28800 Pihlava   (Pori )",3502,21219,19624,708,2296,498,74309953
"28840 Yyteri-Kaanaa   (Pori )",759,21254,19731,160,471,128,16132112
"28880 Mäntyluoto   (Pori )",362,20437,17915,81,229,52,7398329
"28900 Tahkoluoto-Reposaari   (Pori )",863,21319,18785,173,553,137,18398640
"29100 Luvia Keskus   (Eurajoki )",2362,22980,21008,445,1458,459,54277703
"29180 Peränkylä   (Eurajoki )",217,22120,19119,49,133,35,4800032
"29200 Harjavalta Keskus   (Harjavalta )",5949,22185,20015,1025,3995,929,131980543
"29250 Nakkila Keskus   (Nakkila )",3853,21664,19790,808,2430,615,83469472
"29270 Hormisto   (Nakkila )",374,20151,17280,102,235,37,7536338
"29280 Järvimaa   (Nakkila )",231,21128,20690,52,150,29,4880536
"29310 Kaasmarkku   (Ulvila )",465,21946,19587,108,277,80,10204701
"29320 Leineperi   (Ulvila )",172,23580,19994,41,93,38,4055710
"29340 Kullaa Keskus   (Ulvila )",773,20884,19404,176,504,93,16143450
"29350 Palus   (Ulvila )",242,20420,17450,65,145,32,4941747
"29570 Söörmarkku   (Pori )",704,25113,22924,117,414,173,17679428
"29600 Noormarkku Keskus   (Pori )",3816,22969,21181,710,2414,692,87650669
"29630 Pomarkku Keskus   (Pomarkku )",1531,20348,18005,376,955,200,31152436
"29640 Honkakoski   (Pomarkku )",237,20135,16599,75,129,33,4772108
"29680 Kairila   (Pori )",264,19028,15349,88,142,34,5023394
"29700 Ahlainen   (Pori )",691,20311,17849,174,427,90,14035106
"29720 Lamppi   (Pori )",162,19232,16502,49,95,18,3115629
"29740 Etelämaa   (Merikarvia )",80,20086,19925,22,46,12,1606876
"29750 Pohjansaha   (Merikarvia )",90,19764,17500,29,48,13,1778729
"29760 Köörtilä   (Merikarvia )",69,21785,17858,15,44,10,1503164
"29790 Tuorila   (Merikarvia )",259,21850,19571,70,147,42,5659235
"29810 Siikainen Keskus   (Siikainen )",760,18791,16201,232,457,71,14281049
"29830 Sammi   (Siikainen )",160,18663,16063,51,93,16,2986091
"29860 Otamo   (Siikainen )",111,18019,15585,38,62,11,2000114
"29880 Leväsjoki-Saarineva   (Siikainen )",172,18735,14543,67,81,24,3222348
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",1880,20379,17669,452,1224,204,38312148
"29940 Kuvaskangas   (Merikarvia )",226,19515,15433,83,110,33,4410454
"30100 Forssa Keskus   (Tammela )",8714,22013,19413,1677,5661,1376,191819527
"30300 Viksberg   (Forssa )",2254,17415,15960,636,1486,132,39253493
"30420 Tölö   (Forssa )",4070,20721,18911,799,2756,515,84335567
"31110 Matku   (Forssa )",470,21430,19272,108,303,59,10072164
"31130 Koijärvi   (Forssa )",211,21803,19515,49,124,38,4600483
"31140 Menonen   (Urjala )",154,20506,16401,38,92,24,3157887
"31160 Nuutajärvi   (Urjala )",246,18184,16264,72,150,24,4473327
"31170 Savijoki   (Forssa )",173,19680,15907,49,105,19,3404681
"31230 Susikas   (Tammela )",174,19440,16405,51,101,22,3382570
"31250 Teuro   (Tammela )",177,25779,23517,28,112,37,4562854
"31300 Tammela Keskus   (Tammela )",2505,23407,20892,463,1558,484,58634296
"31310 Mustiala   (Tammela )",81,21120,18247,22,43,16,1710754
"31340 Porras   (Tammela )",456,22868,19549,104,275,77,10427881
"31350 Vistinkoski   (Tammela )",201,21664,19327,42,126,33,4354483
"31370 Eerikkilän Urheiluopisto   (Tammela )",.,.,.,.,.,.,.
"31380 Letku-Torro   (Tammela )",257,22252,20913,44,164,49,5718799
"31400 Somero Keskus   (Somero )",5186,20709,18277,1137,3356,693,107395557
"31410 Ylöpirtti   (Somero )",298,22000,19453,69,175,54,6556069
"31450 Häntälä   (Somero )",281,23357,20855,67,152,62,6563361
"31460 Hirsjärvi   (Somero )",214,26432,18540,57,119,38,5656462
"31470 Somerniemi   (Somero )",567,23049,19985,151,300,116,13069060
"31490 Terttilä   (Somero )",202,22012,20251,57,105,40,4446506
"31500 Koski Tl   (Koski Tl )",1971,21598,18535,495,1173,303,42570190
"31520 Pitkäjärvi   (Somero )",404,22876,18790,101,219,84,9242095
"31530 Pyöli   (Somero )",274,22065,19416,71,148,55,6045724
"31600 Jokioinen Keskus   (Jokioinen )",2949,22138,20860,480,1987,482,65285220
"31610 Vaulammi   (Jokioinen )",375,22785,21799,80,218,77,8544509
"31620 Latovainio   (Jokioinen )",337,23506,20542,80,199,58,7921378
"31630 Minkiö   (Jokioinen )",454,22275,20817,94,284,76,10112671
"31640 Humppila Keskus   (Humppila )",1682,20205,18221,399,1083,200,33984612
"31650 Venäjänkangas   (Humppila )",219,22264,19803,47,133,39,4875850
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",1163,21059,19451,262,733,168,24491657
"31720 Urjalankylä-Kehro   (Urjala )",312,20863,17192,89,183,40,6509290
"31730 Honkola   (Urjala )",105,25702,17100,40,50,15,2698730
"31750 Kehro   (Urjala )",51,15899,13853,22,25,4,810824
"31760 Urjala Keskus   (Urjala )",1591,20217,17532,352,1047,192,32165621
"31810 Oriniemi   (Punkalaidun )",325,20813,17441,93,178,54,6764285
"31830 Halkivaha   (Urjala )",245,19084,16937,78,136,31,4675613
"31850 Koskioinen   (Punkalaidun )",117,20681,18156,34,62,21,2419642
"31860 Tursa   (Urjala )",271,18132,15580,97,150,24,4913645
"31900 Punkalaidun Keskus   (Punkalaidun )",1629,19298,16948,441,1027,161,31437102
"31930 Vanttila   (Punkalaidun )",92,22309,18087,25,52,15,2052394
"31950 Sadonmaa   (Punkalaidun )",137,18691,16227,43,75,19,2560685
"31960 Orisuo   (Loimaa )",62,19778,15400,16,40,6,1226205
"31970 Kanteenmaa   (Punkalaidun )",130,19093,16643,43,74,13,2482068
"32100 Ypäjä Keskus   (Ypäjä )",1715,20514,18207,437,1056,222,35182187
"32140 Ypäjä Asemanseutu   (Ypäjä )",247,20716,18098,69,137,41,5116897
"32200 Loimaa Keskus   (Loimaa )",6887,21296,18990,1476,4490,921,146663046
"32210 Loimaa kk   (Loimaa )",1978,22252,18937,417,1281,280,44014454
"32250 Kojonkulma   (Loimaa )",230,24568,20510,45,143,42,5650708
"32260 Kojonperä   (Loimaa )",142,18476,15795,41,84,17,2623633
"32270 Metsämaa-Murto   (Loimaa )",391,21905,18947,90,239,62,8564849
"32280 Metsäkorpi   (Loimaa )",138,18743,16378,39,82,17,2586477
"32300 Mellilä   (Loimaa )",1101,21296,18514,283,649,169,23446670
"32410 Niinijoki   (Loimaa )",454,25028,21357,94,253,107,11362550
"32430 Ylhäinen   (Loimaa )",77,24662,21731,13,46,18,1898946
"32440 Alastaro Keskus   (Loimaa )",1517,20046,17875,375,961,181,30409736
"32450 Tammiainen   (Loimaa )",215,20548,17753,54,128,33,4417827
"32500 Oripää Keskus   (Oripää )",906,22081,19236,212,554,140,20005086
"32520 Latva   (Oripää )",115,25799,18423,24,63,28,2966908
"32560 Virttaa   (Loimaa )",364,21801,21012,79,232,53,7935391
"32610 Vampula Keskus   (Huittinen )",863,21192,18798,205,547,111,18288904
"32620 Rutava   (Huittinen )",333,19428,17078,104,188,41,6469593
"32700 Huittinen Keskus   (Huittinen )",6525,21159,18872,1410,4255,860,138060001
"32710 Sampu   (Huittinen )",470,24283,22582,83,288,99,11412834
"32730 Keikyä   (Sastamala )",626,20286,17980,156,381,89,12699288
"32740 Äetsä Keskus   (Sastamala )",1501,20345,18446,353,964,184,30537415
"32760 Suttila   (Huittinen )",149,20547,17412,46,89,14,3061475
"32770 Huhtamo   (Huittinen )",186,20237,16931,57,109,20,3764028
"32800 Kokemäki Keskus   (Kokemäki )",3418,20850,18675,763,2174,481,71265901
"32810 Peipohja   (Kokemäki )",1540,20954,19880,360,981,199,32269487
"32830 Riste   (Kokemäki )",400,20718,19044,89,259,52,8287247
"32860 Korkeaoja   (Kokemäki )",132,20737,20426,34,76,22,2737322
"32910 Kauvatsa Asemanseutu   (Kokemäki )",240,19766,18926,62,154,24,4743886
"32920 Kauvatsa   (Kokemäki )",504,19093,16368,174,263,67,9622658
"33100 Tampere Keskus   (Tampere )",15357,23661,19438,3696,8588,3073,363357246
"33180 Lapinniemi-Käpylä   (Tampere )",2059,24890,20186,390,1255,414,51248522
"33200 Tampere Keskus Läntinen   (Tampere )",6086,24568,19471,1406,3483,1197,149518945
"33210 Itä-Amuri-Tammerkoski   (Tampere )",5513,22348,18738,1254,3336,923,123205471
"33230 Länsi-Amuri   (Tampere )",5288,27829,21467,966,3005,1317,147157140
"33240 Tahmela   (Tampere )",1341,34192,23667,260,636,445,45851653
"33250 Pispala   (Tampere )",1945,26865,20709,461,987,497,52252551
"33270 Epilä   (Tampere )",6095,25570,21156,1082,3713,1300,155847856
"33300 Rahola   (Tampere )",4066,25234,21924,715,2375,976,102599489
"33310 Tesoma   (Tampere )",5897,19786,18058,1266,3990,641,116676585
"33330 Myllypuro-Kalkku   (Tampere )",2620,21553,20004,516,1692,412,56467803
"33340 Haukiluoma-Ikuri   (Tampere )",4058,23912,22434,671,2480,907,97035859
"33380 Pitkäniemi   (Nokia )",30,16861,13479,10,18,2,505834
"33400 Luoteis-Tampere   (Tampere )",6104,24975,21430,1166,3516,1422,152447554
"33410 Lentävänniemi   (Tampere )",3868,21892,19512,741,2602,525,84677957
"33420 Lamminpää   (Tampere )",1670,24588,21164,348,929,393,41061581
"33430 Vuorentausta   (Ylöjärvi )",2278,24019,22739,352,1470,456,54714381
"33450 Siivikkala   (Ylöjärvi )",2140,27468,24239,313,1223,604,58781974
"33470 Ylöjärvi Keskus   (Ylöjärvi )",4971,22616,19941,884,3257,830,112426337
"33480 Manninmäki-Haavisto   (Ylöjärvi )",5225,25410,23618,792,3098,1335,132767277
"33500 Osmonmäki-Petsamo   (Tampere )",10032,21481,19024,2253,6184,1595,215497849
"33520 Keskussairaala-alue-Kauppi   (Tampere )",813,23248,20175,193,434,186,18900841
"33530 Kissanmaa   (Tampere )",4276,21975,18540,1111,2386,779,93965910
"33540 Kaleva   (Tampere )",7837,18910,17019,2252,4764,821,148198861
"33560 Takahuhti   (Tampere )",8250,23934,20394,1579,4992,1679,197458792
"33580 Atala-Linnainmaa   (Tampere )",11732,24437,22157,1908,7233,2591,286693659
"33610 Olkahinen-Tasanne   (Tampere )",2974,27925,24595,416,1721,837,83048048
"33680 Aitolahti   (Tampere )",1313,26989,22516,249,721,343,35437200
"33700 Messukylä   (Tampere )",1443,26211,21601,334,732,377,37822467
"33710 Kaukajärvi   (Tampere )",14196,22234,20167,3054,8542,2600,315629744
"33720 Hervanta   (Tampere )",21178,17666,16020,7158,12047,1973,374136731
"33730 Leinola-Vehmainen   (Tampere )",1429,26636,23401,236,808,385,38062341
"33800 Nekala   (Tampere )",4363,21602,18478,1020,2552,791,94248705
"33820 Koivistonkylä   (Tampere )",7390,25127,21470,1500,4137,1753,185687151
"33840 Peltolammi   (Tampere )",3000,19653,18429,755,1896,349,58960320
"33850 Multisilta   (Pirkkala )",2023,19813,17922,453,1388,182,40081179
"33870 Vuores   (Lempäälä )",1608,24489,22180,300,940,368,39378145
"33880 Höytämö   (Lempäälä )",2886,24796,22534,498,1681,707,71561164
"33900 Härmälä-Rantaperkiö   (Tampere )",9084,21886,19799,1905,5705,1474,198815999
"33920 Toivio   (Pirkkala )",855,28317,26287,109,448,298,24211283
"33950 Killo   (Pirkkala )",4293,27066,23071,671,2460,1162,116193540
"33960 Suuppa   (Pirkkala )",7821,26549,23263,1198,4476,2147,207643381
"33980 Pirkkala kk   (Pirkkala )",1028,28494,24221,184,527,317,29292265
"34110 Lakiala   (Ylöjärvi )",820,26941,25176,124,445,251,22091814
"34130 Ylinen   (Ylöjärvi )",957,24468,23035,178,570,209,23415828
"34140 Mutala   (Ylöjärvi )",553,24390,22241,108,311,134,13487523
"34150 Kyrönlahti   (Ylöjärvi )",323,22568,20628,77,183,63,7289456
"34180 Länsi-Teisko   (Ylöjärvi )",127,20256,18359,42,66,19,2572475
"34240 Kämmenteisko   (Tampere )",1227,25413,22873,220,693,314,31182318
"34260 Terälahti   (Tampere )",716,23948,20064,186,387,143,17146560
"34270 Velaatta   (Tampere )",254,20785,17798,79,131,44,5279428
"34300 Kuru Keskus   (Ylöjärvi )",1274,20354,17700,320,810,144,25930826
"34320 Parkkuu   (Ylöjärvi )",186,21582,19589,46,108,32,4014171
"34330 Poikelus   (Ylöjärvi )",206,19994,18631,57,118,31,4118794
"34410 Murole   (Ruovesi )",144,20376,17080,39,81,24,2934178
"34420 Muroleen Kanava   (Ruovesi )",39,22296,17992,14,18,7,869535
"34430 Kekkonen   (Ruovesi )",111,22427,19948,26,61,24,2489375
"34450 Jäminkipohja   (Ruovesi )",298,23389,16874,88,179,31,6969826
"34510 Luode   (Ylöjärvi )",80,18210,14956,26,46,8,1456832
"34530 Länsi-Aure   (Ylöjärvi )",58,19656,16176,20,31,7,1140074
