"Postal code area","Households, total, 2014 (TE)","Average size of households, 2014 (TE)","Occupancy rate, 2014 (TE)","Young single persons, 2014 (TE)","Young couples without children, 2014 (TE)","Households with children, 2014 (TE)","Households with small children, 2014 (TE)","Households with children under school age, 2014 (TE)","Households with school-age children, 2014 (TE)","Households with teenagers, 2014 (TE)","Adult households, 2014 (TE)","Pensioner households, 2014 (TE)","Households living in owner-occupied dwellings, 2014 (TE)","Households living in rented dwellings, 2014 (TE)","Households living in other dwellings, 2014 (TE)"
"04430 Kinnari-Mikonkorpi   (Järvenpää )",3823,2.4,38.4,237,171,1182,313,581,524,442,1844,812,2915,861,47
"04440 Jamppa   (Järvenpää )",2324,1.9,37.6,288,86,523,156,272,197,171,1321,486,1082,1206,36
"04460 Nummenkylä   (Tuusula )",769,2.6,36.1,65,43,319,87,159,146,109,368,84,533,235,1
"04480 Haarajoki   (Mäntsälä )",795,3.0,40.3,20,21,376,79,188,210,160,274,151,713,66,16
"04500 Kellokoski   (Tuusula )",2353,2.5,39.9,96,54,861,173,409,428,360,1001,504,1858,458,37
"04530 Ohkola   (Mäntsälä )",342,2.7,43.8,6,6,127,31,68,61,55,121,95,336,3,3
"04600 Mäntsälä Keskus   (Mäntsälä )",4326,2.1,40.3,292,146,1078,257,509,475,458,1875,1389,2968,1266,92
"04620 Kaunismäki   (Mäntsälä )",657,2.9,38.7,30,19,319,97,189,165,100,263,77,578,70,9
"04630 Sääksjärvi   (Mäntsälä )",345,2.6,44.8,11,5,105,26,46,48,59,147,94,331,4,10
"04660 Numminen   (Mäntsälä )",644,2.7,43.9,15,5,240,68,121,114,107,251,161,600,27,17
"04680 Hirvihaara   (Mäntsälä )",252,2.6,45.5,7,5,83,20,44,37,32,100,72,237,11,4
"04740 Sälinkää   (Mäntsälä )",480,2.5,44.7,13,7,145,36,70,71,56,170,172,458,15,7
"04770 Sahakylä   (Mäntsälä )",88,2.6,42.7,1,2,29,6,13,12,12,36,25,79,4,5
"04820 Kaukalampi   (Mäntsälä )",114,2.6,44.4,0,3,35,9,23,17,13,48,33,112,0,2
"04840 Hautjärvi   (Mäntsälä )",112,2.4,42.6,4,2,27,6,11,13,14,53,35,90,17,5
"04920 Saarentaus   (Mäntsälä )",144,2.4,46.7,3,3,40,9,20,22,12,70,37,123,14,7
"04940 Levanto   (Mäntsälä )",116,2.6,44.4,4,4,29,10,18,18,11,51,37,107,3,6
"05100 Röykkä   (Nurmijärvi )",893,2.6,41.5,21,18,325,81,158,163,122,387,188,762,106,25
"05200 Rajamäki   (Nurmijärvi )",2727,2.5,38.3,154,69,929,219,451,466,386,1132,687,2096,589,42
"05250 Kiljava   (Nurmijärvi )",77,2.3,42.3,4,0,21,5,9,10,6,37,20,54,22,1
"05400 Jokela   (Tuusula )",2656,2.4,38.4,132,86,878,201,389,441,378,1154,638,2080,549,27
"05430 Nuppulinna   (Tuusula )",405,2.5,44.0,8,7,122,28,56,64,51,182,105,383,8,14
"05440 Hyvinkää   (Hyvinkää )",96,2.9,44.4,2,6,52,21,37,17,14,36,9,92,1,3
"05450 Nukari   (Nurmijärvi )",406,2.7,44.5,11,10,140,39,70,77,58,168,102,384,10,12
"05460 Hakalanmäki-Hakala   (Hyvinkää )",1567,2.1,38.9,110,87,412,125,220,166,139,803,358,1097,458,12
"05470 Palopuro   (Hyvinkää )",131,2.5,40.2,5,3,38,8,14,22,17,52,43,127,3,1
"05510 Päivärinta   (Hyvinkää )",209,2.2,40.7,8,7,50,8,19,26,20,103,57,142,61,6
"05620 Noppo   (Hyvinkää )",488,2.8,39.4,9,13,191,52,98,85,78,201,101,450,29,9
"05720 Kytäjä   (Hyvinkää )",206,2.6,50.8,3,4,72,23,45,29,20,77,58,187,14,5
"05800 Hyvinkää Keskus   (Hyvinkää )",5531,1.7,39.3,747,276,698,181,319,277,277,2840,2004,3346,2070,115
"05810 Martti   (Hyvinkää )",2045,2.7,37.3,169,83,970,199,440,474,390,845,236,1243,797,5
"05820 Mustamännistö   (Hyvinkää )",2240,2.3,37.6,162,85,689,147,315,314,289,995,566,1584,607,49
"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )",3537,2.0,39.2,359,176,760,169,360,356,303,1765,1024,2551,935,51
"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )",1726,2.2,37.9,106,66,501,115,228,228,197,856,380,1240,459,27
"05850 Hyvinkää, sairaala-alue   (Hyvinkää )",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05860 Talvisilta   (Hyvinkää )",674,2.1,38.0,54,33,162,39,84,73,66,320,193,457,209,8
"05880 Paavola-Vaivero   (Hyvinkää )",1817,1.9,37.5,155,69,358,97,189,140,139,906,554,905,895,17
"05900 Vieremä   (Hyvinkää )",2129,1.8,39.5,209,95,329,92,173,121,117,1028,786,1321,781,27
"05950 Ridasjärvi   (Hyvinkää )",178,2.3,43.7,5,3,54,7,23,26,19,78,48,141,29,8
"06100 Porvoo Keskus   (Porvoo )",9222,2.0,39.7,938,404,1920,420,864,857,788,4295,3053,5625,3378,219
"06150 Kevätkumpu   (Porvoo )",2832,2.0,39.0,236,112,634,178,334,279,228,1419,791,1580,1217,35
"06200 Porvoo itäinen   (Porvoo )",1066,2.4,47.8,24,20,313,77,143,143,128,433,329,993,54,19
"06400 Gammelbacka   (Porvoo )",3273,2.2,37.9,310,150,915,221,454,430,361,1611,765,1746,1477,50
"06450 Eestinmäki-Ernestas   (Porvoo )",925,2.2,40.3,76,47,255,77,118,106,97,462,209,695,213,17
"06500 Saksala-Suomenkylä   (Porvoo )",862,2.5,44.7,12,22,271,65,116,121,122,356,249,812,23,27
"06530 Kerkkoo   (Porvoo )",316,2.6,41.6,9,8,103,32,61,55,31,151,68,304,8,4
"06650 Hamari   (Porvoo )",626,2.4,40.5,48,17,183,43,83,83,89,275,171,475,139,12
"06750 Tolkkinen   (Porvoo )",668,2.7,39.8,9,22,267,73,135,134,105,245,160,572,84,12
"06830 Kulloonkylä   (Porvoo )",418,2.6,44.8,5,9,148,37,70,83,65,165,110,395,12,11
"06850 Kulloo   (Porvoo )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"06880 Kärrby   (Sipoo )",154,2.4,47.8,5,2,40,10,15,13,18,65,53,135,9,10
"06950 Emäsalo   (Porvoo )",190,2.1,52.7,3,0,44,8,15,17,18,68,80,167,9,14
"07110 Hinthaara   (Porvoo )",548,2.8,40.7,13,15,211,57,108,113,85,201,144,507,28,13
"07130 Anttila   (Porvoo )",258,2.6,44.0,1,1,77,22,37,35,34,98,85,251,5,2
"07150 Laukkoski   (Pornainen )",377,2.6,43.4,7,6,125,32,59,64,61,145,112,363,12,2
"07170 Keski-Pornainen   (Pornainen )",948,2.7,40.0,42,22,350,76,137,198,164,367,240,819,117,12
"07190 Halkia   (Pornainen )",523,2.8,42.4,14,12,194,51,105,99,79,217,118,500,13,10
"07220 Kaarenkylä   (Porvoo )",136,2.2,52.9,7,5,26,9,18,13,5,70,40,130,4,2
"07230 Monninkylä   (Askola )",668,2.4,41.1,27,15,216,54,111,96,95,272,183,565,91,12
"07280 Ilola   (Porvoo )",351,2.7,41.6,9,7,120,26,56,57,54,149,85,327,17,7
"07310 Sannainen   (Porvoo )",152,2.8,45.4,5,5,56,17,32,26,21,65,33,146,4,2
"07320 Jakari-Sannäs   (Porvoo )",190,2.4,45.3,4,2,58,16,29,34,16,77,59,181,6,3
"07350 Gäddrag   (Porvoo )",38,2.5,41.1,1,0,10,1,4,5,3,18,10,35,0,3
"07360 Tirmo   (Porvoo )",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"07370 Pellinki   (Porvoo )",68,2.1,51.9,1,0,12,0,3,6,6,21,37,65,1,2
"07390 Suurpellinki   (Porvoo )",49,2.4,45.0,0,0,15,4,8,8,4,20,14,47,0,2
"07410 Kråkö   (Porvoo )",149,2.2,51.9,4,1,31,7,17,14,14,57,62,140,4,5
"07450 Voolahti   (Porvoo )",172,2.4,46.2,7,6,44,12,22,25,15,70,62,158,8,6
"07500 Askola Kirkonkylä   (Askola )",468,2.4,41.5,29,19,146,37,74,78,56,193,131,374,84,10
"07510 Vakkola   (Askola )",280,2.4,42.0,9,5,80,24,38,34,34,130,70,249,24,7
"07530 Onkimaa   (Askola )",139,2.2,44.0,4,2,35,6,17,12,11,54,54,134,0,5
"07550 Torpinkylä   (Pukkila )",119,2.5,42.9,2,1,35,8,18,16,18,46,41,109,9,1
"07560 Pukkila Keskus   (Pukkila )",636,2.2,43.8,15,16,166,40,73,80,77,253,222,510,106,20
"07565 Kantele   (Pukkila )",115,2.4,47.4,2,0,29,6,12,11,14,47,42,109,3,3
"07580 Tiilää   (Askola )",34,1.9,63.0,3,1,7,2,3,6,1,19,8,31,2,1
"07590 Huuvari-Tiilää   (Askola )",253,2.6,46.4,4,8,78,25,39,40,32,106,69,243,8,2
"07600 Myrskylä Keskus   (Myrskylä )",782,2.2,44.9,31,17,179,52,87,85,66,306,305,633,132,17
"07680 Juornaankylä   (Askola )",226,2.4,42.1,4,4,55,17,29,28,21,96,77,208,13,5
"07690 Kankkila   (Myrskylä )",61,2.2,53.1,1,1,13,2,2,4,7,24,25,58,2,1
"07700 Koskenkylän saha-alue   (Loviisa )",535,2.3,41.5,30,23,170,40,90,83,57,244,122,386,141,8
"07720 Malmgård   (Loviisa )",40,2.1,45.9,0,3,7,0,2,4,3,15,18,36,2,2
"07740 Gammelby   (Loviisa )",177,2.3,50.2,6,5,35,15,25,19,11,88,54,161,8,8
"07750 Isnäs   (Loviisa )",251,2.2,43.8,5,2,62,18,30,25,27,108,81,199,46,6
"07780 Härkäpää   (Loviisa )",93,1.9,48.7,3,2,11,3,4,7,3,35,47,82,8,3
"07800 Lapinjärvi Keskus   (Lapinjärvi )",460,1.9,44.5,32,14,88,21,42,40,36,187,187,258,185,17
"07810 Ingermaninkylä   (Lapinjärvi )",130,2.1,45.2,6,3,32,6,12,15,14,52,46,114,13,3
"07820 Porlammi   (Lapinjärvi )",261,1.9,49.3,8,4,44,9,18,16,20,104,115,217,38,6
"07830 Pukaro   (Lapinjärvi )",133,2.2,47.3,5,4,32,4,13,14,16,55,46,117,12,4
"07840 Lindkoski   (Lapinjärvi )",87,2.3,54.4,2,1,20,1,8,12,11,36,32,82,2,3
"07850 Heikinkylä   (Lapinjärvi )",135,2.4,45.7,2,2,32,3,11,17,14,45,63,125,8,2
"07870 Skinnarby   (Loviisa )",196,2.3,46.6,9,6,43,8,17,22,19,86,72,191,2,3
"07880 Liljendal Keskus   (Loviisa )",476,2.2,44.2,26,13,104,24,50,49,45,197,177,384,83,9
"07890 Mickelspiltom   (Loviisa )",90,2.3,47.8,2,3,22,5,7,12,9,33,36,82,5,3
"07900 Loviisa Keskus   (Loviisa )",2266,1.8,44.3,179,51,383,90,168,166,184,963,929,1471,723,72
"07910 Valko   (Loviisa )",584,2.0,43.1,33,19,107,24,45,54,44,265,215,438,134,12
"07920 Etelä-Harju   (Loviisa )",693,2.1,46.1,25,8,145,36,71,59,68,269,280,534,138,21
"07930 Pernaja Kirkonkylä   (Loviisa )",290,2.2,48.6,14,8,64,13,27,36,28,129,99,215,66,9
"07940 Määrlahti   (Loviisa )",559,1.7,44.8,54,15,84,26,43,30,32,294,184,259,290,10
"07945 Kuggom   (Loviisa )",217,2.3,47.8,11,4,49,12,25,28,17,100,72,193,19,5
"07955 Tesjoki   (Loviisa )",548,2.2,44.8,21,9,140,40,72,63,58,232,179,438,100,10
"07960 Ahvenkoski   (Loviisa )",66,2.0,46.7,2,1,10,5,5,4,3,33,23,62,2,2
"07970 Ruotsinpyhtää Keskus   (Loviisa )",298,1.9,45.4,11,7,44,5,20,19,19,138,117,200,91,7
"07980 Kuninkaankylä   (Loviisa )",159,1.9,48.8,9,2,29,7,15,14,9,62,70,136,17,6
"07990 Ruotsinkylä-Koskisto   (Loviisa )",131,2.4,49.7,4,0,30,6,13,14,14,50,52,119,8,4
"08100 Lohja Keskus   (Lohja )",4428,1.8,40.7,442,154,654,146,270,287,300,1997,1793,2723,1619,86
"08150 Keskilohja   (Lohja )",2211,2.4,39.3,107,62,745,179,343,332,340,928,545,1656,527,28
"08200 Ojamo   (Lohja )",2048,1.9,36.3,164,77,488,124,241,189,172,957,605,1002,1028,18
"08350 Routio   (Lohja )",1264,2.0,41.5,132,61,253,66,124,119,88,680,334,800,454,10
"08360 Kisakallio   (Lohja )",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"08450 Hormajärvi   (Lohja )",126,2.1,50.7,10,2,24,5,11,6,13,64,39,90,33,3
"08480 Karstu   (Lohja )",108,2.5,49.0,1,4,32,9,16,16,12,40,37,104,2,2
"08500 Ventelä-Millola   (Lohja )",2750,2.3,41.0,124,94,847,201,413,377,340,1223,691,2196,501,53
"08680 Muijala   (Lohja )",694,2.7,41.1,40,24,284,47,123,146,115,294,118,591,89,14
"08700 Virkkala   (Lohja )",3392,2.2,41.1,204,78,891,203,415,444,375,1484,1030,2511,825,56
"08800 Kirkniemi   (Lohja )",661,2.5,44.2,13,22,217,50,101,101,104,285,162,578,64,19
"09120 Karjalohja   (Lohja )",572,2.1,46.8,15,8,129,29,55,70,64,226,224,455,93,24
"09220 Sammatti   (Lohja )",705,2.3,45.7,33,17,204,49,105,94,79,282,226,590,94,21
"09430 Saukkola   (Lohja )",743,2.3,44.6,34,8,209,55,97,91,85,313,225,613,106,24
"09520 Millola   (Lohja )",58,2.0,55.6,0,0,9,2,3,4,4,31,19,55,1,2
"09630 Koisjärvi   (Lohja )",202,2.5,42.3,7,1,58,15,33,29,25,86,62,186,8,8
"09810 Nummi-Oinola   (Lohja )",480,2.1,43.6,16,5,108,34,60,39,41,192,185,392,79,9
"09930 Leppäkorpi   (Lohja )",136,2.2,49.2,3,0,32,6,11,13,16,44,61,127,7,2
"10120 Tähtelä   (Inkoo )",267,2.4,50.8,6,5,76,13,39,34,30,105,89,252,4,11
"10140 Päivölä   (Inkoo )",123,2.5,47.5,0,2,38,12,21,15,17,53,33,118,1,4
"10160 Degerby   (Inkoo )",353,2.6,49.6,8,3,123,25,50,72,49,130,102,337,6,10
"10210 Inkoo Keskus   (Inkoo )",1278,2.1,45.9,50,22,318,72,145,164,128,494,471,983,266,29
"10230 Inkoo Asemanseutu   (Inkoo )",150,2.6,45.9,1,4,46,10,19,22,19,59,49,133,11,6
"10250 Fagervik   (Inkoo )",71,1.9,51.3,6,2,10,3,6,4,4,30,31,57,8,6
"10270 Barösund   (Inkoo )",62,2.3,49.2,2,1,13,6,7,5,4,23,27,56,2,4
"10300 Karjaa Keskus   (Raasepori )",3623,2.0,42.7,302,117,827,174,366,370,357,1577,1246,2567,955,101
"10320 Bäljars   (Raasepori )",659,2.0,41.7,60,22,149,32,69,76,59,328,183,435,210,14
"10330 Pinjainen   (Raasepori )",281,2.2,40.3,14,6,69,14,30,32,27,133,80,203,69,9
"10350 Meltolan sairaala-alue   (Raasepori )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"10360 Mustio   (Raasepori )",594,2.3,44.1,33,13,152,38,79,71,56,272,173,500,79,15
"10380 Kaunislahti   (Raasepori )",45,2.5,40.8,0,0,14,1,7,9,6,20,11,43,1,1
"10410 Åminnefors   (Raasepori )",184,1.9,37.5,13,2,28,5,14,15,10,92,64,138,37,9
"10420 Pohjankuru   (Raasepori )",884,2.1,39.9,39,15,184,41,90,101,73,375,329,617,239,28
"10440 Bollsta   (Raasepori )",167,2.0,43.6,6,4,32,4,10,14,17,68,67,145,15,7
"10470 Fiskari   (Raasepori )",246,2.1,40.1,9,8,63,7,20,34,31,100,83,138,95,13
"10480 Antskog   (Raasepori )",52,2.3,35.6,2,0,11,3,6,2,4,23,18,45,7,0
"10520 Tenhola Kirkonkylä   (Raasepori )",762,2.3,46.2,28,17,194,44,91,97,86,286,290,643,108,11
"10570 Bromarv   (Raasepori )",243,2.0,49.7,5,6,37,7,12,17,18,82,126,184,50,9
"10600 Tammisaari Keskus   (Raasepori )",2757,1.8,46.5,301,85,406,86,173,168,176,1161,1205,1729,920,108
"10620 Högbacka   (Raasepori )",835,2.3,43.7,43,33,232,54,117,107,104,331,278,691,133,11
"10640 Dragsvik   (Raasepori )",377,2.6,41.0,16,11,136,39,70,55,50,173,71,336,26,15
"10650 Flyet   (Raasepori )",1314,2.1,42.5,109,40,315,75,163,155,122,526,474,872,412,30
"10660 Trollböle   (Raasepori )",427,2.1,44.1,41,6,105,26,44,41,44,212,113,308,109,10
"10680 Skogby   (Raasepori )",96,2.3,38.9,4,3,27,8,11,7,14,42,28,73,21,2
"10710 Snappertuna   (Raasepori )",168,2.1,50.9,5,7,34,13,17,16,12,73,61,148,13,7
"10820 Lappohja   (Hanko )",329,1.9,43.9,17,4,42,6,21,20,19,159,130,243,77,9
"10900 Hanko Keskus   (Hanko )",2398,1.8,42.3,220,49,383,95,186,161,150,1116,908,1431,882,85
"10940 Hangonkylä   (Hanko )",957,2.2,45.2,19,13,228,39,91,103,112,345,388,845,83,29
"10960 Hanko Pohjoinen   (Hanko )",882,2.1,44.1,35,10,197,29,85,103,80,348,338,714,131,37
"11100 Riihimäki Keskus   (Riihimäki )",4093,1.6,39.2,694,218,475,123,235,174,173,2182,1439,2428,1571,94
"11120 Pohjois-Riihimäki   (Riihimäki )",3339,2.1,39.0,256,119,820,217,399,357,328,1585,944,2397,893,49
"11130 Peltosaari-Patastenmäki   (Riihimäki )",4397,2.2,37.9,396,155,1181,321,614,552,412,2153,1075,2930,1404,63
"11310 Taka-Kasarmi   (Riihimäki )",312,2.6,35.8,22,14,109,29,55,59,46,145,58,236,71,5
"11710 Herajoki   (Riihimäki )",1399,2.3,39.1,69,58,431,91,203,225,166,644,332,955,417,27
"11910 Lasi-Kumela   (Janakkala )",1162,2.1,39.8,130,48,285,76,139,147,109,578,308,775,365,22
"12100 Oitti   (Hausjärvi )",1258,2.1,41.8,48,15,318,89,151,142,130,495,454,948,276,34
"12130 Mommila   (Hausjärvi )",150,2.3,43.2,1,1,36,12,17,15,17,60,54,143,3,4
"12170 Hietoinen   (Hausjärvi )",96,2.3,55.6,2,1,18,8,11,8,5,35,47,91,3,2
"12210 Hausjärvi kk   (Hausjärvi )",98,2.4,44.7,1,1,28,7,16,17,10,39,32,93,4,1
"12240 Hikiä   (Hausjärvi )",712,2.5,41.5,28,20,228,54,104,119,104,323,166,609,85,18
"12310 Ryttylä   (Hausjärvi )",821,2.3,39.2,26,24,218,59,112,106,80,396,212,652,156,13
"12350 Turkhauta   (Hausjärvi )",197,2.3,48.1,4,7,48,7,17,16,24,87,64,185,6,6
"12380 Leppäkoski   (Janakkala )",235,2.4,40.5,8,1,73,18,35,35,27,95,70,201,27,7
"12400 Tervakoski   (Janakkala )",2174,2.2,40.5,118,53,545,107,241,290,244,904,735,1764,361,49
"12450 Vähikkälä   (Janakkala )",117,2.5,42.6,2,3,27,7,14,17,6,46,46,108,4,5
"12520 Kormu   (Loppi )",170,2.8,39.4,1,8,63,28,35,29,21,67,41,158,10,2
"12540 Launonen   (Loppi )",611,2.6,40.0,20,12,216,51,104,114,93,254,144,552,48,11
"12600 Läyliäinen   (Loppi )",811,2.4,43.9,27,20,220,60,117,110,87,354,244,719,64,28
"12630 Sajaniemi   (Loppi )",128,2.3,47.6,2,3,28,8,18,12,8,48,53,123,2,3
"12640 Joentaka   (Loppi )",130,2.5,46.7,4,0,35,8,16,21,12,57,38,126,2,2
"12700 Loppi kk   (Loppi )",1144,2.0,43.5,49,25,247,45,100,130,108,403,499,798,327,19
"12750 Pilpala   (Loppi )",251,2.2,47.5,7,4,58,20,28,28,21,91,104,229,9,13
"12820 Räyskälä   (Loppi )",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"12920 Topeno   (Loppi )",161,2.3,43.4,1,2,36,7,15,19,16,71,56,153,4,4
"12950 Vojakkala-Eerolankulma   (Loppi )",88,2.1,44.9,0,2,17,1,4,10,10,35,36,81,3,4
"13100 Hämeenlinna Keskus   (Hämeenlinna )",6367,1.7,41.1,1082,348,747,198,353,273,296,3294,2334,3750,2481,136
"13110 Kantola   (Hämeenlinna )",111,1.7,37.3,10,6,20,6,11,12,4,80,11,53,57,1
"13130 Kauriala   (Hämeenlinna )",3718,1.7,39.2,615,170,495,108,216,208,194,1959,1271,2046,1600,72
"13200 Keinusaari   (Hämeenlinna )",921,1.5,38.5,167,63,64,28,41,16,13,514,343,434,473,14
"13210 Hätilä   (Hämeenlinna )",4301,1.9,40.0,406,172,898,228,399,365,366,2004,1410,2763,1462,76
"13220 Sairio   (Hämeenlinna )",813,2.2,39.3,50,24,181,54,82,90,65,361,275,656,139,18
"13250 Katuma   (Hämeenlinna )",628,1.7,37.0,85,28,69,30,43,26,20,407,153,217,399,12
"13270 Ruununmylly   (Hämeenlinna )",587,2.7,42.2,21,28,237,61,127,116,88,243,109,527,38,22
"13300 Käikälä   (Hämeenlinna )",1088,2.6,38.3,37,64,431,125,235,218,132,457,203,989,84,15
"13330 Harviala   (Janakkala )",271,2.7,42.3,8,10,106,24,63,53,35,93,72,254,10,7
"13430 Hattelmala   (Hämeenlinna )",456,2.6,41.7,15,9,165,38,85,78,72,174,119,414,30,12
"13500 Jukola   (Hattula )",5286,2.2,39.8,386,261,1508,385,736,641,593,2487,1311,3530,1703,53
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13600 Ojoinen   (Hämeenlinna )",1950,1.9,37.0,249,96,430,131,216,158,161,960,566,1136,777,37
"13700 Parolannummi   (Hattula )",197,2.3,44.4,18,2,52,8,24,27,21,90,56,160,31,6
"13720 Parola   (Hattula )",2005,2.2,41.5,131,79,489,133,249,207,211,879,646,1535,431,39
"13800 Katinala   (Hattula )",619,2.1,43.5,41,22,155,31,69,67,66,261,207,507,102,10
"13880 Rahkoila   (Hattula )",490,2.6,43.3,23,13,181,34,85,97,72,188,121,455,31,4
"13900 Pekola   (Hattula )",339,2.7,43.7,3,8,120,33,71,64,37,120,101,318,12,9
"14140 Jokimaa   (Janakkala )",92,2.3,46.5,1,1,19,6,9,7,7,34,39,84,3,5
"14200 Turenki   (Janakkala )",4326,2.0,42.4,310,138,982,235,447,428,424,1896,1467,3203,1024,99
"14240 Väli-Janakkala   (Janakkala )",370,2.5,44.6,7,10,98,19,38,55,45,163,111,332,21,17
"14300 Renko kk   (Hämeenlinna )",1028,2.1,44.9,31,21,231,52,98,116,99,409,393,865,138,25
"14330 Kaloinen   (Hämeenlinna )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"14370 Lukana   (Hämeenlinna )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"14430 Vuohiniemi   (Hattula )",35,1.9,45.3,0,0,3,1,1,1,2,17,15,34,0,1
"14450 Rimmilä   (Hämeenlinna )",60,2.1,40.8,0,0,10,2,3,4,7,23,28,55,1,4
"14500 Iittala   (Hämeenlinna )",1504,2.2,43.4,62,44,361,115,193,167,123,620,539,1213,262,29
"14530 Leteensuo   (Hattula )",106,2.3,46.8,4,4,25,5,9,10,15,54,28,100,3,3
"14610 Lepaa   (Hattula )",196,2.2,43.8,28,3,48,19,30,18,14,104,46,139,52,5
"14620 Tyrväntö   (Hattula )",80,2.1,46.2,1,1,20,4,10,8,7,32,29,66,10,4
"14680 Alvettula   (Hämeenlinna )",259,2.3,46.7,10,6,55,10,29,33,21,94,112,238,10,11
"14690 Torvoila   (Hämeenlinna )",88,2.1,45.1,1,0,17,2,7,7,9,27,46,78,2,8
"14700 Hauho kk   (Hämeenlinna )",1006,1.9,47.4,40,17,169,41,73,78,76,386,457,720,242,44
"14770 Eteläinen   (Hämeenlinna )",375,2.5,43.3,12,7,123,32,68,68,43,154,100,330,30,15
"14810 Pohjoinen   (Hämeenlinna )",125,2.3,46.2,3,3,30,3,9,15,18,54,43,103,20,2
"14820 Syrjäntaka   (Hämeenlinna )",391,2.2,44.7,14,8,83,23,42,45,38,172,137,315,69,7
"14840 Sairiala   (Hämeenlinna )",110,2.0,52.1,1,3,21,5,11,10,10,41,49,91,16,3
"14870 Juttila   (Hämeenlinna )",116,2.1,47.3,4,0,22,5,8,6,14,44,52,100,15,1
"14930 Sappee   (Hämeenlinna )",60,1.9,52.1,0,0,6,1,3,2,3,22,32,55,1,4
"14960 Puutikkala   (Pälkäne )",48,1.9,45.5,2,0,5,0,1,2,3,15,28,40,3,5
"14980 Kuohijoki   (Pälkäne )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"15100 Lahti Asemanseutu   (Lahti )",3736,1.6,35.9,673,264,524,148,265,202,158,2099,1117,1438,2253,45
"15110 Keski-Lahti   (Lahti )",3261,1.5,40.1,791,183,285,59,117,90,116,2007,972,1054,2157,50
"15140 Kartano-Paavola   (Lahti )",9712,1.5,37.7,1569,664,916,293,511,294,331,5204,3596,4044,5561,107
"15150 Möysä   (Lahti )",2601,1.6,37.9,509,151,349,75,156,143,128,1408,852,1392,1167,42
"15160 Kolava   (Lahti )",599,3.2,40.2,9,26,392,116,249,218,84,163,46,529,56,14
"15170 Tenava-Tonttila   (Lahti )",2149,1.8,37.8,277,111,378,106,187,149,146,1104,673,1412,710,27
"15200 Kiveriö   (Lahti )",2049,1.7,35.0,358,125,343,92,173,131,127,1184,528,935,1086,28
"15210 Kivistönmäki   (Lahti )",2599,1.6,35.8,378,132,325,89,154,120,116,1435,844,1372,1182,45
"15230 Kytölä   (Lahti )",1149,2.4,41.9,41,61,332,114,175,144,107,508,314,1039,95,15
"15240 Mukkula   (Lahti )",3956,1.9,39.8,336,120,856,211,391,407,340,1700,1413,2424,1487,45
"15270 Kukkila   (Hollola )",620,2.8,42.8,10,16,260,63,130,146,85,218,146,596,13,11
"15300 Myllypohja-Koiskala   (Lahti )",1814,2.2,38.6,129,73,542,143,272,241,212,876,402,1199,590,25
"15320 Ahtiala   (Lahti )",1097,2.6,40.7,59,24,439,111,225,225,160,473,197,853,231,13
"15340 Kunnas-Hiekkanummi   (Lahti )",1041,2.7,37.9,18,28,412,99,197,196,188,414,218,988,41,12
"15460 Mäkelä   (Lahti )",254,2.5,47.0,4,5,69,11,32,35,31,103,85,234,10,10
"15500 Liipola   (Lahti )",2823,1.7,36.4,315,92,482,143,255,198,166,1433,912,1074,1720,29
"15520 Saksala   (Lahti )",1384,1.6,38.4,141,71,174,52,98,52,45,712,500,995,368,21
"15540 Villähde   (Lahti )",1781,2.5,42.7,55,39,618,162,308,327,219,693,477,1674,80,27
"15550 Rakokivi   (Lahti )",1845,2.0,39.7,176,43,396,105,201,158,158,869,584,1300,520,25
"15560 Nastola kk   (Lahti )",2070,1.9,42.9,165,58,430,101,208,199,165,927,719,1237,800,33
"15580 Ruuhijärvi   (Lahti )",104,2.2,49.4,5,2,18,2,6,10,10,53,33,101,3,0
"15610 Laune-Nikkilä   (Lahti )",2275,2.3,39.1,106,80,696,176,325,304,295,946,643,1789,453,33
"15680 Renkomäki-Ämmälä   (Lahti )",1087,3.0,39.4,23,32,528,132,262,277,200,368,195,1028,47,12
"15700 Hennala-Jokimaa   (Hollola )",3196,2.0,38.8,334,158,733,180,330,303,315,1596,875,1923,1226,47
"15800 Kärpänen   (Lahti )",1952,1.8,36.4,328,108,341,75,157,136,148,1153,462,908,1017,27
"15810 Kasakkamäki   (Lahti )",572,2.4,38.2,26,19,175,51,91,77,66,234,163,436,133,3
"15820 Okeroinen   (Hollola )",389,2.8,41.8,4,13,144,40,82,75,65,145,101,370,10,9
"15830 Metsäkangas   (Lahti )",2128,1.8,39.7,234,100,347,83,156,155,130,1063,720,1474,632,22
