"Postal code area","Households, total, 2014 (TE)","Average size of households, 2014 (TE)","Occupancy rate, 2014 (TE)","Young single persons, 2014 (TE)","Young couples without children, 2014 (TE)","Households with children, 2014 (TE)","Households with small children, 2014 (TE)","Households with children under school age, 2014 (TE)","Households with school-age children, 2014 (TE)","Households with teenagers, 2014 (TE)","Adult households, 2014 (TE)","Pensioner households, 2014 (TE)","Households living in owner-occupied dwellings, 2014 (TE)","Households living in rented dwellings, 2014 (TE)","Households living in other dwellings, 2014 (TE)"
"17150 Urajärvi   (Asikkala )",163,2.2,47.6,3,2,38,12,20,15,13,79,49,152,8,3
"17200 Vääksy Keskus   (Asikkala )",2709,1.9,46.1,123,40,482,110,214,209,200,1032,1208,2004,660,45
"17220 Pietilä   (Asikkala )",85,2.1,42.8,1,2,15,2,10,9,2,32,40,84,1,0
"17240 Kalkkinen   (Asikkala )",204,2.0,51.0,2,0,27,6,11,16,15,74,108,182,12,10
"17320 Asikkala   (Asikkala )",156,2.2,45.7,6,1,39,8,15,16,19,54,66,142,11,3
"17410 Viitaila   (Asikkala )",116,2.2,53.3,2,2,21,6,10,11,10,51,45,113,1,2
"17430 Kurhila   (Asikkala )",115,2.5,45.4,1,0,33,6,12,15,18,42,41,112,2,1
"17440 Vähimaa   (Asikkala )",28,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"17450 Iso-Äiniö-Vähimaa   (Asikkala )",98,2.2,50.3,0,2,17,2,6,7,9,44,37,94,4,0
"17470 Maakeski   (Padasjoki )",129,2.2,46.6,1,3,28,6,13,12,18,47,58,117,5,7
"17500 Padasjoki Keskus   (Padasjoki )",1004,1.8,44.9,51,15,142,20,48,69,75,363,504,650,333,21
"17510 Nyystölä   (Padasjoki )",114,2.4,40.8,0,2,27,6,14,17,13,42,45,107,1,6
"17530 Arrakoski   (Padasjoki )",122,1.9,50.7,4,2,16,5,8,8,9,38,70,110,5,7
"17610 Auttoinen   (Padasjoki )",155,1.9,55.7,3,4,17,2,8,5,10,59,80,141,7,7
"17630 Vesijako   (Padasjoki )",59,2.0,47.2,0,2,6,4,4,2,0,21,34,58,0,1
"17710 Torittu   (Padasjoki )",32,2.3,54.1,1,0,6,0,3,4,2,10,17,30,2,0
"17740 Kasiniemi-Torittu   (Padasjoki )",32,1.6,62.6,0,0,1,0,0,1,0,11,20,31,0,1
"17780 Harmoinen   (Kuhmoinen )",36,1.8,64.7,0,1,3,0,0,1,3,13,20,35,1,0
"17800 Kuhmoinen Keskus   (Kuhmoinen )",1025,1.8,46.7,39,8,121,18,49,55,55,363,548,741,251,33
"17840 Harjunsalmi   (Kuhmoinen )",40,1.9,54.5,3,0,4,0,3,3,2,13,23,36,0,4
"17850 Pihlajakoski   (Kuhmoinen )",41,2.1,47.5,1,1,3,0,1,1,2,13,25,36,1,4
"17870 Ruolahti   (Kuhmoinen )",37,1.8,55.0,1,1,3,1,3,0,0,14,20,33,4,0
"17930 Päijälä   (Kuhmoinen )",45,1.8,60.4,0,0,5,1,1,2,4,21,20,39,4,2
"17950 Kylämä   (Kuhmoinen )",15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"17970 Puukkoinen   (Kuhmoinen )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"18100 Heinola Keskus   (Heinola )",3988,1.7,42.8,211,60,522,95,208,254,241,1594,1881,2648,1263,77
"18120 Reumasairaala-alue   (Heinola )",358,2.3,40.4,17,6,94,26,40,39,40,183,85,291,64,3
"18130 Tommola-Sahanniemi   (Heinola )",1104,1.7,39.1,125,27,154,32,70,55,66,545,410,595,483,26
"18150 Jyränkö   (Heinola )",1268,1.9,40.7,104,30,252,50,102,122,99,590,433,921,331,16
"18200 Kaakonlampi-Pyhätön   (Heinola )",1210,1.8,38.0,134,32,202,46,92,74,81,586,425,721,469,20
"18300 Heinola kk   (Heinola )",1368,2.1,45.4,38,25,302,58,114,135,139,561,513,1101,239,28
"18600 Myllyoja   (Heinola )",353,2.3,44.7,14,8,98,25,41,40,44,148,109,311,31,11
"19110 Vierumäki taajama   (Heinola )",304,2.2,41.3,22,13,74,20,43,25,28,153,78,206,89,9
"19120 Vierumäki urheiluopisto   (Heinola )",60,2.0,45.1,5,5,11,1,3,4,7,37,12,23,37,0
"19160 Huutotöyry   (Iitti )",218,2.3,44.8,4,3,44,12,21,30,20,95,82,198,16,4
"19210 Lusi   (Heinola )",205,2.2,46.9,1,8,43,10,17,26,19,79,84,188,10,7
"19230 Onkiniemi   (Sysmä )",62,1.8,51.6,0,1,10,2,5,6,3,27,25,60,1,1
"19250 Syrjäkoski   (Heinola )",30,1.9,46.1,0,0,4,0,1,4,2,10,16,28,2,0
"19260 Paaso-Syrjäkoski   (Heinola )",66,1.9,48.7,1,0,6,0,2,3,4,18,42,61,2,3
"19310 Karilanmaa   (Sysmä )",42,1.9,50.9,0,0,6,0,1,3,2,12,24,37,1,4
"19320 Nikkaroinen   (Sysmä )",44,2.2,45.7,0,0,12,3,6,3,5,14,18,41,2,1
"19370 Nuoramoinen   (Sysmä )",200,2.2,45.1,1,2,40,5,13,21,22,78,85,186,10,4
"19410 Kuortti   (Pertunmaa )",255,1.9,47.6,15,5,38,8,14,22,21,122,96,190,61,4
"19420 Mansikkamäki   (Pertunmaa )",83,2.1,50.3,1,1,15,1,6,8,8,35,33,78,4,1
"19430 Pertunmaa Keskus   (Pertunmaa )",407,1.8,43.6,15,3,62,10,23,32,32,142,204,281,116,10
"19460 Ruorasmäki   (Pertunmaa )",61,2.2,43.2,2,0,12,2,4,11,6,26,23,53,2,6
"19470 Lihavanpää-Hartosenpää   (Pertunmaa )",80,2.1,47.0,1,0,12,2,4,5,6,28,40,71,8,1
"19480 Hartosenpää   (Pertunmaa )",38,1.9,45.6,0,0,5,0,1,3,2,13,20,38,0,0
"19510 Lepsala   (Hartola )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"19540 Koitti-Lepsala   (Hartola )",148,2.0,50.8,2,2,25,5,9,11,16,56,67,138,7,3
"19600 Hartola Keskus   (Hartola )",1222,1.8,46.0,50,14,171,39,65,78,88,506,552,846,336,40
"19610 Murakka   (Hartola )",54,1.8,51.5,2,1,5,2,3,1,1,25,24,49,2,3
"19620 Pohela   (Hartola )",85,2.0,50.4,0,0,15,3,4,10,5,32,39,81,0,4
"19630 Kalhonkylä   (Hartola )",38,2.1,55.1,0,1,10,1,2,6,6,14,14,34,1,3
"19650 Joutsa Keskus   (Joutsa )",1861,1.8,44.4,75,37,260,63,113,124,108,734,875,1371,452,38
"19670 Mieskonmäki   (Joutsa )",70,2.3,41.9,1,2,19,3,5,12,9,32,20,63,4,3
"19700 Sysmä Keskus   (Sysmä )",1696,1.8,46.5,64,19,213,38,77,103,102,632,859,1245,415,36
"19730 Särkilampi   (Sysmä )",14,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"19740 Liikola   (Sysmä )",62,2.0,46.8,0,0,8,3,4,3,3,18,36,58,4,0
"19770 Valittula   (Sysmä )",57,2.4,45.6,0,0,14,4,11,8,3,24,21,49,5,3
"19850 Putkijärvi-Siltasuo   (Hartola )",52,1.9,53.7,0,1,6,1,1,1,4,25,22,47,2,3
"19910 Tammijärvi   (Luhanka )",217,2.0,48.8,2,1,31,11,17,9,11,78,110,191,19,7
"19920 Pappinen   (Joutsa )",78,2.2,44.8,1,1,14,5,9,8,6,37,28,73,3,2
"19950 Luhanka   (Luhanka )",155,1.9,49.9,1,0,17,5,6,11,9,46,96,126,26,3
"20100 Turku Keskus   (Turku )",16638,1.5,38.6,4452,1567,1417,461,746,458,427,11065,4189,7093,9202,343
"20200 Iso-Heikkilä   (Turku )",1313,1.4,36.6,350,77,86,29,46,23,26,857,373,721,554,38
"20210 Pahaniemi   (Turku )",2281,1.8,36.9,226,112,418,116,210,172,145,1208,659,1056,1176,49
"20240 Pansio-Perno   (Turku )",2641,1.9,34.6,295,85,589,165,308,227,231,1445,614,913,1695,33
"20250 Pitkämäki-Muhkuri   (Turku )",310,2.4,46.0,16,5,79,18,36,30,39,123,113,274,32,4
"20300 Pohjola-Kastu   (Turku )",3472,1.9,39.5,550,208,624,157,312,281,223,1831,1029,2250,1128,94
"20320 Kuninkoja-Mälikkälä   (Turku )",8756,1.8,40.1,994,524,1554,504,839,570,489,4314,2912,5580,2998,178
"20360 Kärsämäki-Urusvuori-Halinen   (Turku )",6271,1.7,38.7,736,256,996,282,526,388,342,3231,2060,3449,2639,183
"20380 Räntämäki-Saramäki   (Turku )",1211,2.3,37.9,112,107,313,105,184,115,102,638,266,696,484,31
"20400 Moisio   (Turku )",1124,2.9,39.2,17,39,578,148,282,300,216,407,143,859,251,14
"20460 Jäkärlä   (Turku )",1681,2.1,38.1,128,79,406,115,208,175,145,858,419,1182,467,32
"20500 Vesilinna   (Turku )",4118,1.4,35.5,1721,490,239,92,147,65,55,3173,713,1227,2823,68
"20520 Kupittaa   (Turku )",2107,1.5,37.6,631,263,152,47,84,53,52,1483,473,720,1344,43
"20540 Nummi-Ylioppilaskylä   (Turku )",10194,1.9,35.4,2261,1092,1976,621,1090,816,651,6358,1883,4174,5860,160
"20610 Varissuo   (Turku )",6614,2.0,35.4,655,211,1474,471,789,624,548,3205,1957,3250,3206,158
"20660 Littoinen   (Kaarina )",2812,2.6,41.3,73,80,1096,253,506,480,462,1065,667,2512,245,55
"20700 Vartiovuori-Samppalinna   (Turku )",3712,1.5,38.8,1067,356,264,93,145,79,83,2366,1091,1514,2128,70
"20720 Vasaramäki   (Turku )",3555,1.6,38.8,562,202,485,122,221,195,170,1763,1311,1845,1642,68
"20730 Skanssi   (Turku )",32,1.6,41.2,1,5,2,0,1,0,1,15,15,20,11,1
"20740 Ilpoinen-Harittu   (Turku )",4999,1.9,37.4,530,309,1133,326,569,425,424,2673,1203,2529,2394,76
"20750 Huhkola-Lauste-Vaala   (Turku )",2541,2.0,36.5,244,106,575,206,347,211,202,1281,690,1464,1024,53
"20760 Piispanristi   (Kaarina )",1971,2.1,41.5,185,79,508,124,240,219,208,934,534,1471,458,42
"20780 Kaarina Keskus   (Kaarina )",5550,2.1,41.4,357,194,1366,338,681,585,524,2337,1863,3775,1673,102
"20800 Ammattikorkeakoulu   (Turku )",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20810 Martti-Korppolaismäki   (Turku )",9443,1.7,36.9,1661,809,1270,375,680,471,405,5816,2372,4619,4636,188
"20880 Uittamo   (Turku )",2278,1.8,42.4,234,79,395,90,183,172,136,1013,876,1753,461,64
"20900 Moikoinen-Pikisaari   (Turku )",3308,2.7,42.7,96,134,1401,337,694,674,577,1249,668,2373,876,59
"20960 Kakskerta   (Turku )",586,2.5,55.3,6,5,162,27,65,86,74,195,241,540,25,21
"21100 Naantali Keskus   (Naantali )",3667,1.8,42.4,229,70,610,110,230,254,292,1551,1521,2247,1337,83
"21110 Taimo-Nuhjala-Lietsala   (Naantali )",3266,2.3,43.0,163,90,1009,206,467,480,389,1487,781,2409,805,52
"21120 Viherjäinen   (Raisio )",756,2.5,43.2,38,20,296,68,132,120,132,343,119,633,112,11
"21130 Poikko   (Naantali )",231,2.6,48.9,0,4,73,13,32,31,36,92,69,221,4,6
"21140 Rymättylä Keskus   (Naantali )",605,2.2,45.8,17,4,147,29,73,75,54,241,223,481,108,16
"21150 Röölä   (Naantali )",153,2.0,51.7,2,2,24,6,10,7,12,65,64,137,11,5
"21160 Merimasku   (Naantali )",701,2.5,48.8,9,9,240,52,119,108,83,284,180,661,28,12
"21180 Livonsaari   (Naantali )",92,2.3,47.0,2,0,23,7,12,13,6,42,31,85,6,1
"21195 Velkua   (Naantali )",106,2.1,49.7,0,0,15,6,9,9,5,44,47,88,15,3
"21200 Raisio Keskus   (Raisio )",6484,1.8,40.3,630,203,1167,292,525,477,501,3034,2305,4222,2141,121
"21210 Hakinmäki   (Raisio )",1143,2.3,42.7,81,44,342,82,151,140,138,595,209,942,182,19
"21220 Somersoja   (Raisio )",631,2.2,42.4,53,22,166,42,80,75,66,292,176,455,165,11
"21230 Lemu   (Masku )",717,2.6,43.6,11,15,275,70,134,132,120,256,194,671,38,8
"21240 Askainen Keskus   (Masku )",379,2.3,46.9,13,9,97,27,53,42,40,161,124,331,40,8
"21250 Masku   (Masku )",2625,2.6,45.5,78,78,963,208,461,473,382,997,675,2355,220,50
"21260 Ihala   (Raisio )",1518,2.5,42.5,59,44,511,113,237,239,220,640,373,1261,230,27
"21270 Nousiainen   (Nousiainen )",1955,2.5,43.9,73,49,643,168,327,289,263,780,547,1724,191,40
"21280 Kuloinen   (Raisio )",948,2.4,42.7,28,24,294,78,155,118,111,375,281,870,60,18
"21290 Rusko   (Rusko )",1586,2.6,45.6,39,44,564,123,244,247,288,582,445,1456,100,30
"21310 Vahto   (Rusko )",700,2.5,44.0,20,27,233,50,101,112,100,287,183,654,36,10
"21330 Paattinen   (Turku )",754,2.4,47.0,10,18,227,52,105,101,96,277,258,686,56,12
"21340 Tortinmäki   (Turku )",234,2.3,44.2,6,7,56,14,23,20,29,107,75,221,7,6
"21350 Ilmarinen   (Lieto )",686,2.8,42.1,4,15,300,70,142,150,118,223,167,659,10,17
"21360 Lieto Asemanseutu   (Lieto )",740,2.4,43.9,28,24,230,55,121,102,91,305,206,693,18,29
"21370 Aura kk.   (Aura )",260,2.4,42.8,8,8,72,24,38,35,27,121,68,239,9,12
"21380 Aura Keskus   (Aura )",1452,2.3,40.6,97,57,445,121,222,204,192,626,388,1211,199,42
"21410 Vanhalinna   (Lieto )",812,2.8,44.7,9,19,339,95,153,156,136,277,201,747,57,8
"21420 Lieto Keskus   (Lieto )",3359,2.3,42.3,191,77,1009,260,513,446,376,1235,1125,2529,760,70
"21430 Yliskulma   (Lieto )",314,2.6,45.3,10,11,113,21,53,52,50,130,76,299,9,6
"21450 Tarvasjoki Keskus   (Lieto )",794,2.3,45.8,25,19,238,53,106,116,109,307,256,704,76,14
"21480 Prunkila   (Marttila )",154,2.3,48.3,3,4,42,15,22,16,15,59,54,144,7,3
"21490 Marttila   (Marttila )",563,2.0,48.1,31,13,117,35,64,46,43,228,221,442,113,8
"21500 Piikkiö   (Kaarina )",2989,2.4,43.1,121,91,954,237,477,449,357,1199,842,2538,396,55
"21510 Hevonpää   (Paimio )",193,2.4,50.2,5,8,64,19,37,24,23,78,51,181,9,3
"21520 Naskarla   (Paimio )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"21530 Paimio Keskus   (Paimio )",3910,2.1,44.1,290,137,1009,287,519,428,360,1647,1261,2987,859,64
"21540 Preitilä   (Paimio )",502,2.7,42.9,4,5,192,44,85,94,80,196,116,479,13,10
"21555 Taatila   (Paimio )",144,2.3,46.7,8,6,42,11,23,18,11,58,44,133,8,3
"21560 Ollila   (Marttila )",237,2.3,47.2,5,1,63,14,28,24,31,80,98,216,13,8
"21570 Sauvo Keskus   (Sauvo )",1147,2.2,48.6,43,29,274,54,132,135,112,487,390,977,147,23
"21590 Karuna   (Sauvo )",207,2.1,55.4,3,3,38,10,20,19,13,100,70,193,8,6
"21600 Parainen Keskus   (Parainen )",4925,2.2,44.3,247,123,1228,294,574,575,514,1903,1809,3914,903,108
"21610 Kirjala   (Parainen )",437,2.5,48.9,13,7,140,24,62,69,60,174,127,369,55,13
"21620 Kuusisto   (Kaarina )",799,2.6,47.8,15,13,314,67,146,170,121,257,234,753,28,18
"21630 Lielahti   (Parainen )",216,2.8,42.9,2,2,80,16,28,41,41,73,67,205,8,3
"21650 Lillandet   (Parainen )",204,2.1,51.5,2,2,37,11,17,12,17,93,74,182,11,11
"21660 Nauvo Keskus   (Parainen )",377,1.9,48.7,16,12,70,23,33,28,28,151,160,276,84,17
"21670 Mattnäs-Nötö   (Parainen )",103,2.1,47.1,4,1,23,3,7,9,11,37,44,97,4,2
"21680 Nötö   (Parainen )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"21710 Korppoo Keskus-Utö   (Parainen )",317,1.9,48.6,16,4,54,13,21,25,27,131,135,257,48,12
"21720 Korpoström   (Parainen )",13,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"21740 Utö   (Parainen )",25,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"21750 Norrskata   (Parainen )",55,1.8,48.2,0,0,2,1,1,1,0,22,31,48,6,1
"21760 Houtskär Keskus   (Parainen )",205,2.0,45.3,10,0,29,4,12,15,13,72,105,166,27,12
"21770 Mossala   (Parainen )",54,2.4,40.2,0,0,16,2,4,8,12,15,23,48,4,2
"21800 Kyrö   (Pöytyä )",1125,2.2,44.5,65,37,277,93,153,129,111,463,388,936,168,21
"21820 Kumila   (Pöytyä )",163,2.3,48.1,6,4,42,15,26,24,13,61,61,148,6,9
"21840 Karinainen   (Pöytyä )",125,3.0,45.6,5,3,50,15,24,27,25,43,32,123,2,0
"21860 Auvainen   (Pöytyä )",174,2.4,46.3,5,4,56,10,26,27,27,63,56,164,2,8
"21870 Riihikoski   (Pöytyä )",877,2.2,43.9,45,18,246,74,132,107,83,367,266,656,194,27
"21880 Pöytyä   (Pöytyä )",202,2.1,52.4,3,1,38,9,15,14,19,77,91,188,10,4
"21890 Haveri   (Pöytyä )",111,2.5,51.5,4,0,31,6,14,19,13,40,41,106,1,4
"21900 Yläne Keskus   (Pöytyä )",726,2.1,44.6,19,13,153,43,78,72,60,259,320,591,113,22
"21930 Uusikartano   (Pöytyä )",246,2.2,46.6,10,7,47,9,21,27,19,120,83,230,5,11
"22100 Maarianhamina   (Maarianhamina - Mariehamn )",5902,1.9,44.1,750,232,1212,277,534,517,504,2945,1764,2934,2706,262
"22120 Möckelö   (Jomala )",305,2.5,48.0,13,11,106,31,62,52,32,136,65,271,22,12
"22130 Gottby   (Jomala )",322,2.6,46.8,7,7,124,24,62,63,45,116,84,298,14,10
"22140 Önningby   (Jomala )",419,2.7,45.6,19,15,176,56,101,86,56,168,78,371,27,21
"22150 Jomala Centrum   (Jomala )",750,2.3,44.8,58,33,217,62,110,96,77,331,204,563,144,43
"22160 Järsö   (Lemland )",131,2.5,56.3,4,1,45,7,18,21,23,43,47,116,3,12
"22220 Emkarby   (Finström )",172,2.2,47.5,9,5,46,15,21,17,21,80,48,141,20,11
"22240 Hammarland   (Hammarland )",667,2.2,45.5,43,19,190,47,89,89,69,267,216,514,118,35
"22270 Storby   (Eckerö )",440,2.1,47.3,17,14,92,26,49,39,33,188,168,348,57,35
"22310 Pålsböle   (Finström )",215,2.4,46.2,7,5,58,12,25,32,22,84,75,188,14,13
"22320 Ödkarby   (Saltvik )",375,2.2,49.8,28,14,95,19,35,44,52,155,127,298,57,20
"22330 Tjudö   (Finström )",125,2.5,47.1,4,4,34,8,17,13,13,44,49,115,3,7
"22340 Geta   (Geta )",230,2.1,47.4,13,4,48,13,24,20,18,96,89,187,31,12
"22410 Godby   (Finström )",718,2.2,45.2,59,23,199,54,100,94,70,303,220,506,164,48
"22430 Saltvik   (Saltvik )",323,2.1,47.6,18,5,76,26,45,37,25,133,118,256,51,16
"22520 Tosarby   (Sund )",237,2.1,46.5,14,2,58,8,18,26,23,102,80,174,37,26
"22530 Sund   (Sund )",246,2.2,43.4,4,7,65,15,33,30,22,85,97,187,45,14
"22550 Vårdö   (Vårdö )",185,2.2,47.0,7,2,38,10,16,23,20,60,89,138,28,19
"22610 Lemland   (Lemland )",608,2.5,45.0,27,19,207,66,104,86,87,233,171,501,68,39
"22630 Lumparland   (Lumparland )",193,2.2,45.9,5,2,53,12,19,24,23,61,80,159,22,12
"22710 Ålands Degerby   (Föglö )",273,2.0,47.1,12,3,57,10,19,22,31,100,117,198,62,13
"22720 Sottunga   (Sottunga )",56,1.7,53.4,2,0,4,1,1,1,3,28,24,38,9,9
"22730 Kökar   (Kökar )",127,2.0,42.7,5,1,18,3,4,7,13,46,65,89,27,11
"22810 Seglinge   (Kumlinge )",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"22820 Kumlinge   (Kumlinge )",98,1.9,50.1,4,1,10,1,3,6,6,45,44,73,16,9
"22830 Enklinge   (Kumlinge )",35,2.3,37.4,0,0,6,1,2,4,4,13,16,26,5,4
"22840 Lappo   (Brändö )",40,1.8,46.3,0,0,5,0,0,3,4,20,15,29,5,6
"22910 Torsholma   (Brändö )",37,2.5,38.0,0,0,12,2,4,6,6,10,16,25,5,7
"22920 Brändö-Åland   (Brändö )",80,1.8,48.2,4,0,5,2,2,2,2,39,37,50,22,8
"22930 Fiskö   (Brändö )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"22940 Åva   (Brändö )",40,2.1,46.4,2,0,6,2,5,4,2,18,17,30,6,4
"22950 Jurmo   (Brändö )",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"23100 Mynämäki Keskus   (Mynämäki )",2885,2.1,44.7,137,69,682,140,300,309,319,1137,1083,2399,416,70
"23120 Mietoinen Keskus   (Mynämäki )",405,2.2,48.5,16,12,105,27,49,38,42,169,133,346,48,11
"23140 Hietamäki   (Mynämäki )",294,2.3,46.3,9,10,76,12,33,38,37,125,94,275,12,7
"23200 Vinkkilä   (Vehmaa )",784,2.0,48.8,38,16,149,37,73,73,64,326,316,635,130,19
"23210 Vehmaa   (Vehmaa )",262,2.1,50.0,12,4,50,17,21,21,23,119,93,238,17,7
"23260 Rautila   (Vehmaa )",87,2.1,56.5,2,1,15,4,7,5,6,45,27,77,10,0
"23310 Taivassalo   (Taivassalo )",794,2.0,51.1,29,17,134,46,71,67,47,314,350,668,108,18
"23360 Kustavi   (Kustavi )",458,1.9,50.0,15,3,59,12,21,23,30,180,222,344,99,15
"23390 Iniö   (Parainen )",105,2.0,47.2,2,0,15,4,7,6,8,36,54,88,10,7
"23450 Lokalahti   (Uusikaupunki )",448,2.2,45.6,16,14,87,27,51,43,35,184,178,388,48,12
"23500 Uusikaupunki Keskus   (Uusikaupunki )",5922,1.9,43.7,566,171,1057,253,474,456,434,2738,2141,4043,1771,108
"23600 Kalanti Keskus   (Uusikaupunki )",980,2.2,43.9,38,28,223,68,127,106,92,424,339,844,116,20
"23660 Kalanti Asemanseutu   (Uusikaupunki )",153,2.5,45.8,3,7,42,11,21,21,18,60,51,149,1,3
"23800 Laitila Keskus   (Laitila )",3795,2.1,44.5,251,104,894,265,472,390,362,1639,1283,2933,785,77
"23840 Soukainen   (Laitila )",79,2.2,54.4,4,1,13,5,9,5,7,37,29,75,3,1
"23880 Suontaka   (Laitila )",46,2.2,44.8,1,2,12,2,6,6,5,17,17,43,0,3
"23930 Pyhämaa   (Uusikaupunki )",270,2.0,49.4,2,2,38,6,11,15,26,103,129,254,14,2
"23950 Pyhäranta   (Pyhäranta )",260,2.1,47.7,12,5,56,10,22,25,28,97,108,220,35,5
"23960 Santtio   (Pyhäranta )",109,2.2,47.2,1,1,24,6,9,11,12,39,46,108,0,1
"24100 Salo Keskus   (Salo )",5463,1.7,41.7,716,160,746,170,332,273,310,2582,2146,3360,1999,104
"24130 Ylhäisi   (Salo )",1701,2.2,40.9,100,43,509,125,253,237,182,719,477,1274,387,40
"24240 Rappula   (Salo )",2053,1.8,43.5,216,63,363,68,137,149,176,913,780,1319,688,46
"24260 Ollikkala   (Salo )",2397,1.9,41.0,235,88,438,118,221,170,160,1302,664,1437,907,53
"24280 Tupuri-Hähkänä   (Salo )",2060,2.6,41.2,112,92,814,174,382,405,332,902,347,1848,176,36
"24800 Halikko Keskus   (Salo )",2302,2.0,43.5,202,67,512,93,195,249,235,1085,715,1673,591,38
"24910 Halikko Asemanseutu   (Salo )",409,2.7,44.0,9,7,174,49,108,86,55,121,114,381,21,7
"25110 Kruusila   (Salo )",165,2.0,50.4,6,1,27,10,17,9,15,82,57,140,17,8
"25130 Muurla   (Salo )",674,2.3,46.9,27,25,194,34,89,104,71,261,222,599,60,15
"25160 Tuohittu   (Salo )",51,2.2,52.7,2,0,13,6,8,3,3,23,15,49,2,0
"25170 Kotalato   (Salo )",61,2.4,43.0,1,5,10,1,4,9,2,25,27,57,4,0
"25180 Romsila   (Salo )",98,2.3,49.0,1,3,27,4,15,14,11,40,32,95,2,1
"25190 Inkere   (Salo )",445,2.2,42.6,23,13,134,40,68,54,48,205,106,337,102,6
"25210 Vartsala   (Salo )",159,2.6,46.4,2,4,60,12,30,34,20,60,40,147,4,8
"25230 Angelniemi   (Salo )",157,2.4,42.9,2,2,37,5,15,17,17,59,63,143,7,7
"25240 Hajala   (Salo )",294,2.3,48.1,9,4,74,13,31,36,27,119,103,267,19,8
"25250 Märynummi   (Salo )",483,2.2,43.7,37,14,128,32,58,60,50,231,125,364,111,8
"25260 Vaskio   (Salo )",457,2.3,46.0,9,9,123,32,60,57,50,180,158,433,20,4
"25320 Raatala   (Salo )",193,2.2,49.0,6,6,42,10,15,20,19,83,70,183,5,5
"25330 Kuusjoki Keskus   (Salo )",407,2.1,45.4,19,11,83,28,54,38,23,181,148,348,50,9
"25340 Kanunki   (Salo )",178,2.2,48.1,2,4,48,13,21,24,19,69,62,152,21,5
"25360 Pertteli Keskus   (Salo )",531,2.3,42.5,27,12,163,31,72,87,79,210,160,461,60,10
"25370 Hiisi   (Salo )",282,2.4,42.5,7,9,92,21,44,43,37,106,85,273,5,4
"25380 Rekijoki   (Salo )",248,2.0,48.1,6,4,33,9,15,17,11,109,107,228,15,5
"25390 Kiikala Keskus   (Salo )",413,2.0,48.0,14,10,74,19,36,36,37,158,183,323,78,12
"25410 Suomusjärvi Keskus   (Salo )",560,1.9,47.8,18,6,101,17,42,49,46,245,217,428,112,20
"25420 Lahnajärvi   (Salo )",74,2.1,46.2,0,1,14,2,7,9,6,36,25,65,5,4
"25430 Kettula   (Salo )",37,1.8,59.1,1,0,4,0,0,1,4,19,14,33,3,1
"25460 Toija   (Salo )",573,2.1,45.5,32,10,115,23,44,57,60,211,249,465,99,9
"25470 Kisko kk   (Salo )",141,2.0,47.7,4,0,24,6,14,12,9,53,68,131,7,3
"25500 Perniö Keskus   (Salo )",1698,2.0,45.6,77,29,352,81,169,164,151,641,710,1243,427,28
"25520 Perniö Asemanseutu   (Salo )",277,2.3,50.5,7,9,56,8,21,31,25,127,96,264,10,3
"25540 Knaapila   (Salo )",94,2.4,54.5,2,1,21,8,10,12,6,33,41,86,1,7
"25550 Aijala   (Salo )",52,1.8,46.2,0,0,7,0,2,6,3,24,21,46,5,1
"25560 Koski Asemanseutu   (Salo )",106,2.1,45.3,4,0,21,4,10,11,7,51,34,100,1,5
"25570 Teijo-Mathildedal   (Salo )",288,2.0,48.3,6,1,45,5,20,22,19,122,124,236,43,9
"25610 Ylönkylä   (Salo )",174,2.3,50.0,5,4,42,5,16,20,17,75,61,159,9,6
"25630 Finby   (Salo )",152,2.0,49.2,5,0,27,10,12,9,13,51,75,112,36,4
"25640 Förby   (Salo )",128,1.9,49.4,5,2,19,5,8,8,7,52,58,96,30,2
"25650 Strömma   (Kemiönsaari )",55,1.8,58.2,2,0,7,5,5,1,2,24,24,49,4,2
"25660 Mathildedal   (Salo )",74,1.8,55.9,0,0,10,4,6,5,1,32,32,61,6,7
"25700 Kemiö Keskus   (Kemiönsaari )",1138,2.0,47.0,66,27,235,65,107,107,83,439,475,888,226,24
"25710 Vreta-Vestlax   (Kemiönsaari )",141,2.3,48.9,9,3,42,9,13,24,17,58,42,123,13,5
"25730 Mjösund   (Kemiönsaari )",47,2.2,38.7,0,1,10,1,5,3,5,18,21,39,7,1
"25760 Kiila   (Kemiönsaari )",59,2.3,47.9,0,1,15,4,9,8,6,17,30,56,1,2
"25810 Mark   (Kemiönsaari )",35,1.8,51.1,1,0,6,0,0,1,5,15,15,33,1,1
"25820 Vestlax   (Kemiönsaari )",51,2.0,49.4,2,2,9,3,4,4,4,21,21,44,5,2
