"Postal code area","Households, total, 2016 (TE)","Average size of households, 2016 (TE)","Occupancy rate, 2016 (TE)","Young single persons, 2016 (TE)","Young couples without children, 2016 (TE)","Households with children, 2016 (TE)","Households with small children, 2016 (TE)","Households with children under school age, 2016 (TE)","Households with school-age children, 2016 (TE)","Households with teenagers, 2016 (TE)","Adult households, 2016 (TE)","Pensioner households, 2016 (TE)","Households living in owner-occupied dwellings, 2016 (TE)","Households living in rented dwellings, 2016 (TE)","Households living in other dwellings, 2016 (TE)"
"76150 Länsirinne   (Pieksämäki )",1740,1.8,42.6,189,59,256,48,107,96,121,856,630,1038,673,29
"76280 Partaharju   (Pieksämäki )",60,2.5,45.8,2,2,17,6,9,6,7,30,13,53,5,2
"76620 Pyhitty   (Pieksämäki )",59,2.5,39.4,1,2,17,4,11,9,8,21,22,49,8,2
"76780 Lamminmäki   (Pieksämäki )",46,2.2,50.1,1,2,5,2,3,3,3,25,16,44,0,2
"76850 Naarajärvi   (Pieksämäki )",1360,2.1,45.1,42,36,307,67,130,138,132,566,496,1024,310,26
"76940 Nenonpelto   (Pieksämäki )",100,2.0,41.5,4,2,21,3,9,8,11,38,41,67,31,2
"77110 Paltanen   (Pieksämäki )",46,1.8,51.6,0,0,6,0,5,3,1,23,17,43,0,3
"77120 Venetmäki   (Pieksämäki )",83,2.0,56.0,1,3,11,0,1,5,8,30,43,81,0,2
"77140 Huumala   (Pieksämäki )",49,1.8,60.4,1,2,3,0,0,1,2,15,32,45,3,1
"77220 Neuvola   (Pieksämäki )",80,2.0,55.1,1,1,15,1,5,6,9,29,37,76,1,3
"77240 Halkokumpu   (Pieksämäki )",69,2.0,55.6,1,2,9,2,4,5,4,31,30,66,3,0
"77320 Hurskaala   (Pieksämäki )",35,2.0,54.5,1,0,5,1,2,4,1,14,16,33,2,0
"77330 Virtasalmi Keskus   (Pieksämäki )",329,1.9,48.1,9,2,37,8,17,23,16,132,162,243,69,17
"77350 Montola   (Pieksämäki )",116,2.1,41.2,7,2,26,4,10,12,13,49,43,86,25,5
"77380 Kantala   (Mikkeli )",65,2.2,47.3,0,2,11,5,8,3,3,27,27,60,1,4
"77430 Siikamäki   (Pieksämäki )",164,2.3,49.2,2,3,35,10,20,19,9,54,77,155,4,5
"77460 Maavesi   (Joroinen )",170,2.1,52.7,6,1,24,5,11,13,8,81,65,155,5,10
"77480 Savuniemi   (Joroinen )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"77520 Haapakoski-Partaharju   (Pieksämäki )",86,2.1,46.2,0,3,16,1,5,11,9,38,33,71,14,1
"77570 Jäppilä Keskus   (Pieksämäki )",377,2.0,48.7,7,2,59,13,27,25,28,142,182,278,83,16
"77580 Tihusniemi   (Pieksämäki )",75,2.0,53.6,0,2,12,5,5,5,6,34,30,69,5,1
"77600 Suonenjoki Keskus   (Suonenjoki )",3354,1.9,43.0,206,49,636,154,284,291,272,1308,1421,2347,929,78
"77630 Lempyy   (Suonenjoki )",99,2.1,50.9,1,2,24,8,14,10,8,44,31,95,1,3
"77690 Suontee   (Suonenjoki )",57,1.9,62.1,3,1,5,2,2,1,2,27,26,56,0,1
"77700 Rautalampi Keskus   (Rautalampi )",1291,1.9,45.1,70,24,222,47,96,115,96,480,594,924,325,42
"77770 Myhinpää   (Rautalampi )",61,2.0,57.4,0,0,5,2,2,3,2,20,36,59,0,2
"77800 Iisvesi   (Suonenjoki )",275,1.9,43.0,16,6,50,13,25,26,16,128,100,188,77,10
"77910 Vaajasalmi   (Rautalampi )",47,2.0,56.4,3,0,9,2,3,4,5,17,21,43,2,2
"77930 Kerkonjoensuu   (Rautalampi )",196,2.1,48.1,6,2,36,7,15,19,17,69,94,174,16,6
"77960 Pakarila   (Rautalampi )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"78200 Varkaus Keskus   (Leppävirta )",3050,1.5,40.4,451,75,254,49,106,106,87,1445,1358,1481,1503,66
"78210 Kuoppakangas   (Varkaus )",758,2.0,43.0,47,9,167,33,76,76,77,310,283,556,174,28
"78250 Päiviönsaari   (Varkaus )",653,1.6,43.8,89,20,75,21,35,30,29,337,241,409,235,9
"78300 Kommila   (Varkaus )",1332,1.7,45.7,155,42,156,36,75,68,71,693,483,751,551,30
"78310 Puurtila   (Leppävirta )",499,2.3,46.0,30,14,127,30,58,62,58,232,142,417,55,27
"78400 Luttila   (Varkaus )",594,2.1,43.7,34,13,129,25,52,64,63,287,180,495,83,16
"78480 Timola   (Leppävirta )",210,2.6,42.4,7,7,64,14,34,35,25,84,62,201,6,3
"78500 Pitkälänniemi-Könönpelto   (Varkaus )",1089,2.3,41.9,30,29,302,58,131,136,143,415,380,973,93,23
"78610 Kurola   (Varkaus )",114,2.1,52.0,0,1,22,7,13,9,7,44,48,107,0,7
"78710 Akonlahti   (Varkaus )",291,2.3,47.3,5,5,75,10,35,39,28,108,109,266,10,15
"78850 Käpykangas   (Joroinen )",1405,2.0,42.0,85,44,289,73,131,142,131,673,447,1054,322,29
"78870 Kaura-Aho   (Varkaus )",1224,1.9,41.8,106,45,233,51,102,112,88,627,368,795,415,14
"78880 Kuvansi   (Joroinen )",553,2.2,43.9,36,11,142,24,66,63,69,255,158,451,91,11
"78900 Ruokokoski   (Varkaus )",104,2.1,50.3,4,1,21,5,6,9,12,48,36,96,2,6
"79100 Leppävirta Keskus   (Leppävirta )",2871,1.9,44.9,181,71,454,98,196,210,202,1228,1199,2040,767,64
"79130 Sorsakoski   (Leppävirta )",506,2.0,44.5,13,5,95,11,35,45,53,184,229,431,60,15
"79140 Kotalahti   (Leppävirta )",148,2.4,48.6,1,3,39,7,16,15,16,59,55,142,2,4
"79150 Konnuslahti-Valkeamäki   (Leppävirta )",170,2.3,50.5,4,2,36,10,17,13,17,61,75,156,5,9
"79160 Saamaiskylä   (Leppävirta )",33,2.1,48.3,0,1,5,1,2,3,1,17,12,31,1,1
"79180 Tuppurinmäki   (Leppävirta )",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"79190 Valkeamäki   (Leppävirta )",16,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"79230 Moninmäki   (Leppävirta )",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"79255 Kurjala-Moninmäki   (Leppävirta )",61,2.4,42.4,1,1,15,5,8,9,9,26,20,55,3,3
"79265 Puponmäki   (Leppävirta )",48,2.3,47.3,3,0,11,4,8,6,6,16,21,43,2,3
"79330 Näädänmaa   (Leppävirta )",50,1.8,48.4,0,1,4,0,2,2,2,27,19,41,9,0
"79350 Itä-Soisalo   (Leppävirta )",45,1.7,69.6,2,0,2,0,0,0,2,19,24,44,1,0
"79410 Niinimäki   (Leppävirta )",68,2.1,52.1,1,2,9,5,6,2,4,33,26,67,0,1
"79480 Kangaslampi Keskus   (Varkaus )",320,1.8,49.5,10,2,42,7,16,18,20,120,159,236,73,11
"79520 Viljolahti   (Varkaus )",77,1.9,54.0,1,0,5,1,3,2,3,24,48,73,1,3
"79600 Joroinen Keskus   (Joroinen )",1312,1.9,45.2,73,24,229,56,106,112,97,508,583,891,377,44
"79620 Huutokoski   (Joroinen )",96,2.1,56.1,2,0,18,2,8,9,10,41,38,85,8,3
"79630 Kolma   (Joroinen )",103,2.2,50.3,2,1,26,6,14,13,8,33,44,98,3,2
"79660 Kerisalo   (Joroinen )",72,2.4,47.6,2,0,16,3,8,6,10,33,24,69,2,1
"79680 Lahnalahti   (Joroinen )",66,2.2,47.8,2,0,19,6,9,6,9,23,24,62,0,4
"79690 Kaitainen   (Joroinen )",83,2.3,48.9,1,0,17,6,8,7,7,29,37,79,2,2
"79700 Heinävesi Keskus   (Heinävesi )",1248,1.8,45.6,40,14,171,29,64,88,83,464,618,921,297,30
"79810 Karvion kanava   (Heinävesi )",121,1.8,46.7,6,1,17,2,6,8,9,49,55,96,20,5
"79820 Varistaipale   (Heinävesi )",53,1.9,54.4,0,0,5,1,2,3,2,23,25,49,3,1
"79830 Palokki   (Heinävesi )",30,2.1,46.5,0,0,3,2,2,2,2,12,15,24,4,2
"79850 Uusi-Valamo   (Heinävesi )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",87,1.8,41.7,2,0,6,1,3,4,1,44,37,55,25,7
"79885 Etelä-Petruma   (Heinävesi )",34,2.3,41.3,0,1,6,2,4,5,2,15,13,32,1,1
"79895 Sarvikumpu   (Heinävesi )",63,1.7,52.1,1,0,8,2,3,3,4,23,32,57,5,1
"79910 Kerma   (Heinävesi )",121,2.1,47.5,2,1,24,4,8,9,14,45,52,107,14,0
"79940 Vihtari-Poikiinaho   (Heinävesi )",80,2.0,45.5,0,0,8,1,2,5,3,23,50,71,6,3
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",5984,1.6,37.9,1467,546,499,119,206,187,202,3625,1875,2601,3268,115
"80110 Joensuu Keskus Eteläinen   (Joensuu )",3020,1.5,39.8,819,253,187,39,79,63,62,1848,990,1522,1441,57
"80130 Kanervala   (Kontiolahti )",1093,2.2,39.6,147,112,280,49,122,140,124,566,255,730,339,24
"80140 Noljakka   (Joensuu )",4199,2.0,36.4,676,282,1071,303,557,485,400,2439,699,1779,2370,50
"80160 Rantakylä-Latola   (Joensuu )",5480,1.9,38.3,783,362,1074,295,525,452,410,2894,1529,2903,2498,79
"80170 Utra   (Joensuu )",1853,2.0,39.5,188,90,463,108,223,204,162,1022,370,1047,780,26
"80200 Niinivaara   (Joensuu )",2565,1.7,39.0,498,215,292,74,144,103,111,1436,842,1272,1248,45
"80210 Sairaala-alue   (Joensuu )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"80220 Penttilä   (Joensuu )",1860,1.8,36.6,422,212,285,77,152,116,93,1222,354,773,1062,25
"80230 Hukanhauta   (Joensuu )",2519,2.1,41.7,258,157,634,211,370,245,191,1215,674,1869,614,36
"80260 Kettuvaara   (Joensuu )",2307,2.0,39.9,243,132,515,159,257,201,204,1207,594,1440,832,35
"80330 Reijola   (Joensuu )",1044,2.2,42.0,82,46,298,64,135,158,117,480,268,835,187,22
"80400 Ylämylly   (Liperi )",2322,2.3,40.7,178,101,793,202,396,374,306,1026,509,1709,576,37
"80510 Onttola-Kunnasniemi   (Kontiolahti )",499,2.5,45.8,27,14,168,48,93,81,64,208,128,465,30,4
"80710 Lehmo   (Kontiolahti )",2255,2.5,39.5,145,118,803,199,402,372,324,1010,450,1919,304,32
"80770 Kontiolahti as   (Kontiolahti )",278,2.8,39.4,29,8,93,40,63,54,29,125,61,243,30,5
"80780 Kontioniemi   (Kontiolahti )",144,2.6,41.6,3,7,64,17,35,30,23,59,21,106,35,3
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",33,1.8,37.2,2,2,7,1,3,4,2,18,8,9,23,1
"80850 Paihola   (Kontiolahti )",249,2.2,40.0,37,8,59,20,32,24,25,131,59,152,94,3
"80910 Kulho   (Kontiolahti )",596,2.7,43.5,8,21,230,62,121,118,75,231,144,565,21,10
"81100 Kontiolahti   (Kontiolahti )",1374,2.1,40.5,81,34,300,66,119,149,151,577,503,954,392,28
"81120 Katajaranta   (Kontiolahti )",158,2.6,40.0,3,2,51,13,25,30,25,52,55,143,11,4
"81160 Romppala-Riihikangas   (Kontiolahti )",117,2.0,47.5,3,2,22,7,11,7,9,43,52,105,8,4
"81200 Eno Keskus   (Joensuu )",1460,1.8,43.9,69,19,223,50,88,101,118,639,602,1023,414,23
"81210 Louhioja   (Joensuu )",118,2.6,36.2,6,4,36,14,27,21,13,46,36,107,8,3
"81220 Jakokoski   (Kontiolahti )",266,2.7,40.9,5,10,98,27,49,44,45,106,64,246,17,3
"81230 Mönni   (Kontiolahti )",75,2.0,48.0,2,2,13,5,8,6,6,38,24,68,6,1
"81235 Lehtoi   (Kontiolahti )",107,2.7,38.7,2,0,41,18,24,19,14,45,23,97,4,6
"81260 Ahveninen   (Joensuu )",84,2.0,53.0,1,2,18,4,7,5,10,34,33,83,0,1
"81270 Paukkaja   (Joensuu )",50,2.2,40.3,0,1,11,2,4,6,5,17,22,48,0,2
"81280 Uimaharju   (Joensuu )",904,1.8,45.1,36,13,121,22,45,52,63,352,435,689,198,17
"81290 Ukkola   (Joensuu )",125,1.9,41.8,5,0,23,7,10,14,8,57,45,112,12,1
"81295 Haapalahti   (Joensuu )",71,2.0,52.6,1,0,9,2,4,5,3,32,30,67,2,2
"81320 Kuismavaara   (Joensuu )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81330 Luhtapohja   (Joensuu )",49,1.9,47.0,1,0,3,0,0,1,3,25,21,48,0,1
"81350 Tokrajärvi   (Ilomantsi )",75,1.9,43.2,2,0,13,3,4,6,5,36,28,73,2,0
"81360 Sarvinki   (Joensuu )",56,1.8,52.0,3,1,6,3,4,1,1,25,25,49,3,4
"81390 Revonkylä   (Joensuu )",36,2.4,40.0,0,0,7,2,3,4,4,11,19,34,1,1
"81420 Tyrjänsaari   (Ilomantsi )",40,1.9,44.5,0,0,3,2,2,1,0,13,24,37,1,2
"81430 Kivilahti   (Ilomantsi )",46,1.5,55.1,1,0,1,0,0,1,0,19,26,40,4,2
"81450 Huhus-Käenkoski   (Ilomantsi )",51,1.8,49.8,2,0,5,1,2,3,2,20,27,47,3,1
"81460 Käenkoski   (Ilomantsi )",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81470 Naarva   (Ilomantsi )",25,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81560 Vuonisjärvi   (Lieksa )",89,2.2,46.4,3,0,19,3,10,9,9,31,39,83,2,4
"81570 Kelvä   (Lieksa )",60,1.8,46.0,4,2,6,2,4,5,1,28,27,57,1,2
"81590 Vuonislahti   (Lieksa )",79,1.9,49.8,2,1,10,1,3,4,4,28,42,67,10,2
"81650 Hattuvaara   (Lieksa )",86,1.7,55.0,1,0,8,1,2,3,5,39,40,71,10,5
"81660 Lehmikylä   (Lieksa )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",3174,1.7,43.7,245,41,389,88,182,167,166,1329,1462,2142,985,47
"81720 Mähkö-Timitra   (Lieksa )",1551,1.8,44.3,123,19,216,61,90,84,99,725,614,1107,422,22
"81750 Pankakoski   (Lieksa )",485,1.8,45.2,21,7,49,8,16,22,29,232,206,419,57,9
"81810 Jamali   (Lieksa )",152,2.2,42.1,6,1,35,9,17,16,9,71,47,148,3,1
"81820 Kylänlahti   (Lieksa )",167,1.9,50.2,6,1,22,8,11,10,4,71,76,155,3,9
"81850 Mätäsvaara   (Lieksa )",85,1.6,52.0,7,0,4,1,2,2,1,35,46,78,3,4
"81860 Viekijärvi   (Lieksa )",193,1.8,49.3,4,3,18,4,8,7,10,87,89,167,22,4
"81950 Pankajärvi   (Lieksa )",40,2.0,49.4,0,0,6,0,1,4,4,20,14,39,0,1
"81970 Jongunjoki-Pankajärvi   (Lieksa )",94,1.8,49.4,0,0,11,3,5,3,6,37,46,74,16,4
"82110 Heinävaara   (Joensuu )",428,2.5,39.1,17,14,137,29,69,80,61,186,107,346,75,7
"82120 Keskijärvi   (Joensuu )",99,2.2,41.4,1,1,24,7,11,13,9,35,42,88,7,4
"82140 Kiihtelysvaara Keskus   (Joensuu )",435,1.9,44.6,20,6,71,8,32,33,38,179,188,327,95,13
"82160 Oskola   (Joensuu )",33,1.8,47.5,0,0,5,3,3,2,1,12,16,31,1,1
"82170 Uskali   (Joensuu )",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82180 Huhtilampi   (Joensuu )",42,2.0,45.4,3,1,7,2,2,1,3,19,17,37,5,0
"82200 Hammaslahti   (Joensuu )",1403,2.2,40.1,70,34,358,105,191,160,150,620,437,1087,281,35
"82210 Suhmura   (Joensuu )",189,2.6,40.0,1,11,44,17,26,22,23,88,58,166,15,8
"82220 Niittylahti   (Joensuu )",762,2.8,38.9,22,46,339,103,194,156,128,281,147,681,71,10
"82290 Nieminen   (Rääkkylä )",221,1.9,50.1,4,2,31,10,16,10,17,101,90,199,15,7
"82300 Rääkkylä Keskus   (Rääkkylä )",518,1.7,45.9,17,2,58,8,20,24,29,185,277,322,182,14
"82310 Oravisalo-Varpasalo   (Rääkkylä )",137,1.9,57.1,1,0,17,3,5,4,11,43,81,122,13,2
"82335 Rasivaara   (Rääkkylä )",329,2.0,48.7,11,3,58,11,22,26,24,124,153,298,24,7
"82350 Tikkala   (Tohmajärvi )",152,2.3,49.0,1,6,38,8,16,11,19,58,56,143,4,5
"82360 Onkamo   (Tohmajärvi )",187,2.3,42.7,6,6,48,16,25,20,21,73,69,168,14,5
"82380 Tolosenmäki   (Kitee )",210,2.2,50.0,1,0,35,10,18,18,18,88,90,204,2,4
"82395 Haarajärvi   (Kitee )",64,2.4,41.6,2,0,18,2,8,10,10,22,24,59,4,1
"82430 Puhos-Leinovaara   (Kitee )",420,2.1,46.4,9,5,65,10,24,25,33,179,184,362,48,10
"82460 Hummovaara   (Kitee )",48,2.3,44.7,2,0,13,3,7,4,5,16,19,43,4,1
"82490 Heinoniemi   (Kitee )",70,1.8,50.0,0,0,6,2,2,2,4,22,43,66,2,2
"82500 Kitee Keskus   (Kitee )",3200,1.9,43.2,218,70,514,118,243,220,225,1337,1356,2181,958,61
"82510 Kiteenlahti   (Kitee )",116,2.2,52.4,5,3,26,7,11,14,15,53,38,114,1,1
"82580 Juurikka   (Kitee )",164,2.1,51.4,2,1,26,7,11,8,15,57,82,155,6,3
"82590 Närsäkkälä   (Kitee )",64,2.1,49.8,0,1,7,3,4,2,2,25,32,58,2,4
"82600 Tohmajärvi Keskus   (Tohmajärvi )",1468,1.9,44.8,64,15,236,49,104,107,115,585,653,1068,361,39
"82655 Värtsilä Keskus   (Tohmajärvi )",163,2.0,48.5,4,2,25,5,10,15,13,58,81,129,30,4
"82660 Uusi-Värtsilä   (Tohmajärvi )",104,2.0,42.7,2,0,14,4,5,7,6,56,36,82,13,9
"82670 Kaurila   (Tohmajärvi )",58,1.9,50.4,3,1,8,3,4,4,1,25,25,55,1,2
"82675 Niirala-Jänisjoki   (Tohmajärvi )",57,2.0,43.9,2,0,11,1,4,5,7,23,24,38,15,4
"82685 Littilä   (Tohmajärvi )",84,2.4,45.3,2,2,20,7,9,9,6,36,28,82,1,1
"82710 Kovero   (Joensuu )",229,1.9,47.7,12,2,26,5,9,11,16,103,101,204,19,6
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",448,1.6,46.5,22,4,47,7,21,23,17,189,212,273,164,11
"82750 Öllölä   (Joensuu )",64,1.8,47.4,1,0,5,3,3,2,0,30,29,52,8,4
"82760 Hoilola   (Joensuu )",51,1.8,49.9,0,0,2,0,1,0,1,18,32,48,0,3
"82770 Kaustajärvi   (Tohmajärvi )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82815 Marjovaara   (Joensuu )",72,2.0,48.6,2,1,6,0,1,3,5,38,29,70,1,1
"82820 Maukkula   (Ilomantsi )",115,2.1,48.6,3,3,15,5,6,5,8,43,58,110,0,5
"82830 Haukivaara   (Ilomantsi )",50,2.1,39.3,2,0,10,3,6,5,3,21,19,47,1,2
"82840 Pirttiaho   (Joensuu )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82850 Kinnasniemi   (Joensuu )",38,1.8,48.0,4,0,4,1,2,1,2,20,14,38,0,0
"82865 Kokinvaara-Mannervaara   (Joensuu )",21,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82870 Luutalahti   (Joensuu )",18,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82880 Mannervaara   (Joensuu )",14,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",2061,1.8,43.6,84,20,267,61,114,115,118,816,985,1436,569,56
"82915 Sonkaja   (Ilomantsi )",96,2.1,47.6,1,0,15,6,9,9,5,31,50,91,1,4
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",65,1.9,44.9,0,2,7,0,0,4,4,30,28,58,4,3
"82967 Hattu   (Ilomantsi )",46,1.7,50.6,1,0,3,0,0,2,2,18,25,39,4,3
"82980 Möhkö   (Ilomantsi )",41,2.0,40.3,1,0,3,0,1,2,1,15,24,37,1,3
"83100 Liperi Keskus   (Liperi )",1286,1.9,44.4,68,12,213,59,105,104,81,537,547,914,327,45
"83130 Salokylä   (Liperi )",157,2.5,42.9,7,6,47,18,26,18,22,68,43,148,4,5
"83140 Puromäki   (Liperi )",48,2.8,36.0,0,3,16,6,8,8,7,15,19,45,1,2
"83150 Roukalahti   (Liperi )",97,2.2,44.6,0,2,18,4,9,11,8,39,43,87,6,4
"83160 Tutjunniemi   (Liperi )",74,2.0,48.2,2,1,7,2,6,3,2,35,33,68,5,1
"83320 Risti-Juojärvi   (Liperi )",39,2.0,49.2,4,0,7,1,2,3,4,21,11,37,1,1
"83330 Kaatamo   (Liperi )",109,2.2,42.0,3,3,19,4,9,13,12,47,45,93,11,5
"83340 Kaarnalampi   (Liperi )",43,2.0,46.7,0,1,10,2,5,5,5,15,18,39,1,3
"83400 Viinijärvi   (Liperi )",731,2.0,41.9,39,16,127,37,57,54,53,330,278,576,126,29
"83430 Käsämä   (Liperi )",232,2.4,47.7,3,3,74,17,37,31,35,88,74,224,5,3
"83450 Vaivio   (Liperi )",141,2.5,45.5,5,10,42,14,29,15,13,68,35,131,9,1
"83460 Harinjärvi   (Liperi )",122,2.5,47.8,0,5,35,11,20,12,13,51,39,118,2,2
"83480 Ahonkylä   (Liperi )",86,2.1,44.5,3,3,17,4,9,10,5,37,34,77,7,2
"83500 Outokumpu Keskus   (Outokumpu )",3180,1.9,42.7,304,66,560,139,264,259,218,1372,1258,2151,967,62
"83550 Kokonvaara   (Outokumpu )",75,2.1,49.2,2,2,14,5,9,7,3,34,28,72,2,1
"83630 Kuusjärvi   (Outokumpu )",191,2.2,43.7,5,5,41,12,22,13,15,76,74,181,8,2
"83660 Varislahti   (Outokumpu )",132,2.2,47.8,2,0,24,7,19,12,7,57,52,129,0,3
"83700 Polvijärvi Keskus   (Polvijärvi )",1334,1.8,43.2,89,22,196,43,89,88,84,547,597,940,356,38
"83720 Kuorevaara   (Polvijärvi )",125,2.2,45.5,2,1,28,3,6,12,18,55,43,110,12,3
"83750 Sotkuma   (Polvijärvi )",202,2.6,41.8,5,7,60,19,31,32,22,86,59,192,9,1
"83760 Sola   (Polvijärvi )",36,2.4,35.4,1,0,9,4,6,6,2,13,15,29,5,2
"83780 Horsmanaho   (Polvijärvi )",103,2.2,40.7,1,1,22,8,12,8,6,40,41,95,4,4
"83825 Kinahmo   (Polvijärvi )",139,2.0,44.7,4,2,21,2,8,11,10,63,56,128,7,4
"83830 Hukkala   (Polvijärvi )",60,2.0,44.2,2,1,10,4,6,4,4,24,26,53,4,3
"83835 Ruvaslahti   (Polvijärvi )",97,2.3,43.6,2,0,18,3,5,8,14,37,43,88,5,4
"83840 Saarivaara   (Polvijärvi )",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",79,1.8,49.4,3,3,12,4,5,2,6,23,45,68,10,1
"83870 Polvela-Timovaara   (Juuka )",109,1.9,43.4,2,0,12,4,5,7,4,51,47,96,11,2
"83880 Kajoo   (Juuka )",82,2.2,45.2,1,0,10,2,3,5,6,34,40,75,5,2
"83900 Juuka Keskus   (Juuka )",1912,1.8,44.6,93,27,272,54,110,140,124,799,846,1396,477,39
"83910 Paalasmaa   (Juuka )",40,1.8,52.1,0,0,2,0,1,2,1,14,24,37,3,0
"83915 Vihtasuo   (Juuka )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83940 Nunnanlahti   (Juuka )",182,1.9,49.5,2,1,27,5,11,17,8,66,92,166,11,5
"83950 Ahmovaara   (Juuka )",243,1.9,49.6,9,0,23,4,12,12,12,98,124,217,18,8
"83960 Koli   (Lieksa )",131,1.9,47.5,4,2,18,4,8,6,8,65,50,105,23,3
"83985 Tuopanjoki   (Juuka )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",6169,2.2,40.1,759,366,1519,496,865,719,580,2911,1757,4227,1847,95
"84460 Tuomiperä   (Ylivieska )",85,2.3,43.1,7,0,19,7,10,10,9,42,24,82,3,0
"84540 Vähäkangas   (Ylivieska )",208,2.8,42.2,7,5,67,32,44,38,20,80,61,200,3,5
"84650 Kantokylä   (Ylivieska )",93,2.3,42.5,3,1,18,12,14,10,5,40,36,92,1,0
"84770 Isokoski   (Ylivieska )",46,2.2,46.9,4,1,11,1,6,8,6,18,17,44,1,1
"84880 Raudaskylä   (Ylivieska )",267,2.5,43.1,14,7,83,18,33,43,43,110,76,237,20,10
"85100 Kalajoki Keskus   (Kalajoki )",3090,2.2,44.0,232,108,771,202,392,367,317,1263,1073,2423,570,97
"85120 Metsä   (Kalajoki )",91,3.1,36.1,1,2,23,6,12,17,17,28,41,81,2,8
"85140 Tynkä   (Kalajoki )",309,2.7,40.0,12,7,104,23,45,58,54,102,107,289,13,7
"85150 Typpö   (Kalajoki )",123,2.6,43.4,3,1,24,6,15,14,13,36,66,115,3,5
"85160 Rautio   (Kalajoki )",246,2.5,41.3,16,5,66,28,41,42,21,87,95,215,25,6
"85180 Rahja   (Kalajoki )",189,2.5,44.2,6,4,45,12,24,21,22,69,77,177,8,4
"85200 Alavieska Keskus   (Alavieska )",917,2.3,42.7,64,24,231,65,118,116,98,340,354,674,218,25
"85210 Kähtävä   (Alavieska )",98,2.4,47.8,1,1,26,10,14,6,10,46,26,95,2,1
"85230 Talus   (Alavieska )",110,2.4,43.6,6,2,25,7,14,11,13,42,43,104,4,2
"85310 Sievi Asemanseutu   (Sievi )",201,2.6,38.9,5,4,49,19,29,29,28,81,71,166,29,6
"85320 Markkula   (Sievi )",123,2.2,46.0,7,3,26,7,13,11,11,57,41,110,9,4
"85340 Jyrinki   (Sievi )",204,3.7,34.0,4,4,82,37,54,56,42,69,53,199,3,2
"85410 Sievi Keskus   (Sievi )",801,2.5,37.4,53,17,237,70,125,127,109,313,252,517,274,10
"85430 Koivisto   (Sievi )",229,2.6,43.6,6,8,66,22,35,34,35,78,85,220,4,5
"85450 Joenkylä   (Sievi )",83,3.3,35.7,1,0,28,7,15,26,17,25,30,72,6,5
"85470 Kiiskilampi   (Sievi )",183,3.0,37.5,7,1,51,16,26,34,30,61,73,175,5,3
"85500 Nivala Keskus   (Nivala )",3199,2.3,40.5,298,112,872,262,484,440,385,1262,1080,2318,789,92
"85540 Mönkö   (Nivala )",186,3.1,37.5,9,2,68,28,42,35,31,62,61,172,3,11
"85560 Ainastalo   (Nivala )",185,2.5,41.8,13,8,47,18,26,27,23,75,63,155,20,10
"85580 Karvoskylä   (Nivala )",298,2.3,44.3,9,6,64,28,43,33,20,109,126,278,9,11
"85620 Sarja   (Nivala )",109,2.5,46.5,3,0,26,9,16,14,9,45,40,102,3,4
"85630 Sarjanahde   (Nivala )",171,3.5,33.3,1,1,70,25,47,52,39,47,55,166,1,4
"85640 Maliskylä   (Nivala )",214,2.4,46.0,8,9,52,11,23,21,26,78,89,193,11,10
"85660 Ruuskankylä   (Nivala )",65,2.8,38.9,1,2,19,5,9,7,8,24,23,61,1,3
"85710 Parkkila   (Haapajärvi )",143,2.7,40.0,3,3,42,17,26,23,16,54,49,131,2,10
"85730 Tulppo   (Haapajärvi )",56,2.1,48.1,4,0,10,0,3,6,6,27,20,51,3,2
"85800 Haapajärvi Keskus   (Haapajärvi )",2552,2.2,40.6,197,72,579,161,287,304,275,1096,888,1767,695,90
"85820 Oksava   (Haapajärvi )",347,2.5,43.3,8,6,87,27,41,46,46,134,129,319,14,14
