"Postal code area","Households, total, 2016 (TE)","Average size of households, 2016 (TE)","Occupancy rate, 2016 (TE)","Young single persons, 2016 (TE)","Young couples without children, 2016 (TE)","Households with children, 2016 (TE)","Households with small children, 2016 (TE)","Households with children under school age, 2016 (TE)","Households with school-age children, 2016 (TE)","Households with teenagers, 2016 (TE)","Adult households, 2016 (TE)","Pensioner households, 2016 (TE)","Households living in owner-occupied dwellings, 2016 (TE)","Households living in rented dwellings, 2016 (TE)","Households living in other dwellings, 2016 (TE)"
"35270 Västilä   (Orivesi )",81,1.9,55.2,4,0,12,3,5,6,7,29,40,75,2,4
"35300 Orivesi Keskus   (Orivesi )",2408,1.9,44.8,172,51,413,104,192,195,162,974,1033,1691,645,72
"35320 Hirsilä   (Orivesi )",234,2.4,41.5,8,3,66,19,34,24,35,75,96,207,15,12
"35400 Länkipohja   (Jämsä )",478,1.8,49.9,15,4,71,9,29,36,27,179,230,364,95,19
"35420 Talviainen   (Orivesi )",53,2.1,49.2,1,1,10,2,4,7,4,19,24,51,2,0
"35480 Längelmäki   (Orivesi )",33,1.7,67.5,3,1,2,0,0,2,1,14,18,31,0,2
"35500 Korkeakoski   (Juupajoki )",529,2.0,43.9,33,6,101,27,52,50,41,212,217,369,138,22
"35520 Pirttikangas   (Juupajoki )",37,2.3,41.9,0,1,9,1,4,8,4,13,17,36,0,1
"35530 Lyly   (Juupajoki )",144,2.0,47.0,4,2,22,7,13,11,7,58,68,120,17,7
"35540 Juupajoki   (Juupajoki )",178,2.3,48.6,12,2,43,7,16,21,23,68,68,150,19,9
"35550 Salokunta   (Juupajoki )",61,2.7,48.1,1,2,14,3,7,6,7,22,30,56,0,5
"35600 Halli   (Jämsä )",713,1.8,47.6,41,5,96,18,41,39,36,292,327,544,153,16
"35610 Pihlaisto   (Jämsä )",42,2.2,48.6,0,0,9,2,4,8,6,9,24,40,0,2
"35630 Suinula-Valkamanperä   (Jämsä )",81,2.1,48.8,4,0,15,3,4,13,8,19,47,73,6,2
"35700 Vilppula Keskus   (Mänttä-Vilppula )",1669,1.9,44.2,93,21,297,56,124,135,137,695,688,1216,413,40
"35740 Ylä-Vääri   (Ruovesi )",48,2.2,57.4,1,0,6,1,1,2,5,16,26,43,1,4
"35750 Väärinmaja   (Ruovesi )",129,2.2,44.9,2,0,26,4,8,10,17,45,60,122,3,4
"35800 Mänttä   (Mänttä-Vilppula )",2309,1.8,44.4,202,41,335,72,140,138,146,938,1043,1559,684,66
"35820 Asemakulma-Mustalahti   (Jämsä )",990,2.1,43.4,45,25,213,42,95,105,89,403,378,857,106,27
"35990 Kolho   (Mänttä-Vilppula )",563,2.0,45.9,22,4,85,13,40,48,38,205,279,470,79,14
"36100 Kangasala Asemanseutu   (Kangasala )",452,2.8,42.5,7,8,208,49,84,107,94,174,72,409,33,10
"36110 Ruutana   (Kangasala )",1030,2.8,39.5,22,33,484,136,263,231,136,378,170,992,28,10
"36120 Suinula-Haviseva   (Kangasala )",420,2.6,43.1,7,4,142,30,51,79,75,147,134,402,8,10
"36200 Kangasala Keskus   (Kangasala )",4615,2.1,43.4,244,125,1159,269,548,576,443,1786,1695,3393,1099,123
"36220 Suorama   (Kangasala )",2409,2.1,37.8,219,93,680,180,328,315,239,1108,632,1470,904,35
"36240 Nattari   (Kangasala )",2138,2.3,38.9,204,92,644,179,325,286,238,956,543,1652,446,40
"36270 Huutijärvi   (Kangasala )",586,2.4,45.6,24,11,194,42,88,105,79,222,171,493,76,17
"36280 Pikonlinna   (Kangasala )",46,2.3,47.5,0,0,13,3,9,7,3,17,16,40,5,1
"36340 Tohkala   (Kangasala )",107,2.3,51.7,4,1,32,5,13,16,11,40,36,101,3,3
"36420 Sahalahti Keskus   (Kangasala )",816,2.2,43.6,34,23,207,55,107,100,72,340,273,638,168,10
"36430 Pakkala   (Kangasala )",201,2.3,49.7,7,7,52,12,25,24,20,74,77,193,6,2
"36450 Salmentaka   (Pälkäne )",115,1.9,51.2,2,2,18,2,8,9,5,47,50,101,4,10
"36520 Raikku   (Kangasala )",167,2.2,48.9,3,1,27,6,14,10,10,70,71,160,1,6
"36570 Kaivanto   (Kangasala )",112,2.7,46.7,1,2,34,7,14,17,14,42,43,104,3,5
"36600 Pälkäne Keskus   (Pälkäne )",1566,2.2,43.8,65,37,386,91,174,202,162,602,587,1224,316,26
"36640 Iltasmäki   (Pälkäne )",165,2.4,47.0,6,3,46,13,25,22,17,60,61,156,2,7
"36660 Laitikkala   (Pälkäne )",94,2.2,56.3,6,2,23,5,8,9,14,40,33,87,0,7
"36720 Aitoo   (Pälkäne )",272,2.1,49.0,11,3,57,11,26,23,29,105,113,230,35,7
"36760 Luopioinen Keskus   (Pälkäne )",412,1.9,48.1,11,3,72,7,22,37,36,145,200,310,91,11
"36810 Kuhmalahti Keskus   (Kangasala )",252,2.0,46.1,12,9,49,10,15,26,26,119,87,210,38,4
"36840 Kuhmajärvi   (Kangasala )",173,1.9,50.4,3,2,20,2,5,11,11,69,85,155,13,5
"36880 Vehkajärvi   (Kangasala )",75,1.8,47.8,3,1,4,0,2,3,2,32,39,64,10,1
"36910 Rautajärvi   (Pälkäne )",181,2.0,45.9,6,2,30,6,9,16,15,53,100,158,18,5
"36930 Kyynärö   (Pälkäne )",92,1.9,54.0,4,0,11,0,4,7,8,37,44,83,3,6
"37100 Nokia Keskus   (Nokia )",3927,1.7,40.2,458,97,546,114,227,236,230,1714,1675,2421,1450,56
"37120 Koskenmäki   (Nokia )",4383,2.3,38.8,250,149,1456,335,707,714,569,1855,1087,3553,778,52
"37130 Alhoniitty   (Nokia )",1988,2.3,38.1,122,56,642,128,294,313,254,847,505,1500,471,17
"37140 Harjuniitty   (Nokia )",978,2.6,37.6,49,46,403,112,247,206,114,366,211,826,144,8
"37150 Kankaantaka   (Nokia )",1840,2.2,37.9,108,61,506,132,260,257,168,809,527,1213,609,18
"37180 Sarkola   (Nokia )",154,2.5,43.6,3,2,48,6,19,27,21,57,52,147,1,6
"37200 Siuro   (Nokia )",1056,2.4,41.6,34,29,318,70,145,149,118,430,317,973,65,18
"37210 Kulovesi   (Nokia )",11,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"37240 Linnavuori   (Nokia )",366,2.1,36.3,33,13,99,31,58,44,25,194,74,237,125,4
"37310 Tottijärvi   (Nokia )",358,2.4,46.8,4,6,109,20,50,66,39,150,103,339,15,4
"37350 Rämsöö   (Vesilahti )",70,2.2,50.3,0,1,17,5,8,11,6,30,24,66,3,1
"37370 Narva   (Vesilahti )",469,2.2,47.9,9,5,117,29,54,55,49,170,184,390,65,14
"37380 Krääkkiö   (Vesilahti )",86,2.1,45.4,2,1,20,4,7,13,10,31,35,81,3,2
"37420 Valkkinen   (Vesilahti )",324,2.4,48.1,8,8,101,20,45,48,47,127,99,311,8,5
"37470 Vesilahti Keskus   (Vesilahti )",720,2.7,44.4,11,20,298,59,134,163,142,249,174,644,63,13
"37500 Lempäälä Keskus   (Lempäälä )",3686,2.2,41.3,260,132,1000,268,537,492,372,1489,1213,2667,959,60
"37530 Säijä   (Lempäälä )",230,2.5,49.5,4,4,72,29,40,29,24,88,71,220,6,4
"37550 Kuivaspää   (Lempäälä )",1854,2.7,38.2,78,60,791,198,418,403,295,666,401,1508,332,14
"37560 Kulju   (Lempäälä )",1637,2.8,38.9,57,80,700,177,364,359,251,664,280,1431,187,19
"37570 Koivuniemi   (Lempäälä )",157,2.8,47.3,2,1,62,22,34,29,21,54,41,147,5,5
"37600 Valkeakoski Keskus   (Valkeakoski )",5943,1.9,41.4,487,168,1127,245,522,540,457,2484,2341,4197,1652,94
"37630 Vääräkoivu   (Valkeakoski )",3393,2.1,41.1,298,117,847,184,388,390,344,1465,1098,2489,859,45
"37700 Sääksmäki   (Valkeakoski )",196,2.3,43.2,2,1,53,15,26,24,26,76,67,149,41,6
"37720 Ritvala   (Valkeakoski )",79,2.6,48.3,0,0,24,7,13,15,9,23,33,76,2,1
"37740 Haukila   (Valkeakoski )",125,2.2,46.6,2,2,36,7,12,13,17,44,45,119,4,2
"37770 Tarttila   (Valkeakoski )",205,2.3,47.8,10,5,56,18,35,25,17,84,66,181,16,8
"37800 Toijala keskus   (Akaa )",4462,2.1,42.2,314,130,1039,238,498,522,403,1944,1504,3418,973,71
"37830 Viiala Keskus   (Akaa )",2507,2.2,40.1,120,48,713,151,347,374,291,991,812,2006,472,29
"37850 Metsäkansa   (Valkeakoski )",156,2.2,47.7,1,5,37,9,17,18,12,56,64,149,2,5
"37860 Kärjenniemi   (Valkeakoski )",321,2.8,41.2,4,11,130,43,81,58,39,105,90,311,5,5
"37900 Kylmäkoski Asemanseutu   (Akaa )",146,2.0,47.5,4,2,22,4,11,10,10,63,61,135,2,9
"37910 Kylmäkoski Keskus   (Akaa )",611,2.1,46.1,27,19,144,39,81,60,52,275,196,471,129,11
"37960 Sotkia   (Akaa )",116,2.3,49.9,3,1,24,4,14,13,8,40,52,107,7,2
"38100 Karkku   (Sastamala )",382,2.2,46.2,11,7,95,16,47,42,42,162,125,340,28,14
"38120 Kutala   (Sastamala )",104,2.2,45.9,3,3,18,2,7,9,8,44,45,92,4,8
"38130 Ellivuori   (Sastamala )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"38140 Kärppälä   (Sastamala )",154,2.5,47.2,1,5,43,13,21,16,21,56,56,148,3,3
"38200 Vammala Keskus   (Sastamala )",3431,1.8,44.0,305,74,576,129,245,267,249,1349,1518,2297,1040,94
"38210 Vammala Asemanseutu   (Sastamala )",2098,2.0,43.6,164,42,419,106,207,195,164,909,776,1516,524,58
"38220 Stormi   (Sastamala )",352,2.3,47.9,8,6,90,15,28,38,56,129,135,324,16,12
"38250 Roismala   (Sastamala )",556,2.5,45.2,15,12,173,43,81,83,81,214,173,513,35,8
"38270 Sammaljoki   (Sastamala )",153,2.3,46.8,6,3,33,3,11,14,19,58,66,141,9,3
"38280 Illo   (Sastamala )",184,2.5,46.2,4,3,56,12,26,29,27,69,60,172,4,8
"38300 Kiikka   (Sastamala )",837,2.2,47.5,33,18,189,39,86,107,84,307,346,685,135,17
"38360 Kiikoinen   (Sastamala )",559,2.1,49.2,34,16,123,41,62,44,62,229,211,445,100,14
"38420 Häijää   (Sastamala )",441,2.3,45.8,12,18,127,28,51,66,51,167,152,414,16,11
"38460 Mouhijärvi Keskus   (Sastamala )",784,2.2,43.7,39,17,194,50,96,95,80,333,263,610,145,29
"38470 Hyynilä   (Sastamala )",112,2.4,41.9,4,1,26,5,13,13,10,47,41,104,5,3
"38490 Haukijärvi   (Hämeenkyrö )",35,2.2,45.7,1,0,11,1,3,5,5,8,18,29,5,1
"38510 Suodenniemi   (Sastamala )",576,2.1,48.2,18,8,93,22,46,43,40,227,260,484,78,14
"38600 Lavia Keskus   (Pori )",737,2.0,49.1,30,14,129,32,55,56,60,284,328,610,109,18
"38650 Yli-Putto   (Pori )",74,2.2,47.7,1,1,15,6,12,6,3,20,40,71,1,2
"38670 Kalliala-Haunia   (Pori )",88,2.1,49.6,4,0,17,3,8,7,8,29,43,81,1,6
"38680 Tuunajärvi   (Pomarkku )",50,2.0,49.3,0,0,10,1,2,3,7,11,32,48,0,2
"38700 Kankaanpää Keskus   (Kankaanpää )",3096,2.0,45.1,276,120,643,183,330,286,237,1459,1009,2005,1016,75
"38710 Myllymäki   (Kankaanpää )",1195,1.7,45.3,160,28,173,47,81,71,67,574,448,665,513,17
"38720 Vihteljärvi   (Kankaanpää )",195,2.2,52.2,2,2,39,8,18,18,21,69,88,183,4,8
"38740 Hapuoja   (Kankaanpää )",184,2.3,48.0,8,2,37,11,22,18,15,80,69,174,4,6
"38750 Veneskoski   (Kankaanpää )",112,2.2,48.4,4,5,22,8,13,8,8,45,46,108,1,3
"38760 Venesjärvi   (Kankaanpää )",141,2.6,42.0,2,3,43,14,26,21,18,49,50,129,8,4
"38770 Lohikko   (Kankaanpää )",165,2.6,45.4,5,1,54,12,19,23,31,57,56,162,2,1
"38800 Jämijärvi Keskus   (Jämijärvi )",745,2.1,46.5,28,14,151,44,75,68,61,268,344,626,93,26
"38840 Niinisalo   (Kankaanpää )",400,2.1,48.2,24,8,76,23,30,32,38,179,149,320,60,20
"38860 Suurimaa   (Jämijärvi )",83,2.6,44.0,1,0,25,7,13,12,13,28,31,80,2,1
"38910 Ala-Honkajoki   (Kankaanpää )",235,2.3,46.8,2,3,53,11,21,27,28,87,97,224,4,7
"38920 Vatajankoski   (Honkajoki )",103,2.1,47.8,1,3,18,0,1,12,11,38,48,97,2,4
"38950 Honkajoki Keskus   (Honkajoki )",634,2.1,45.1,29,11,117,37,68,49,44,277,244,432,185,17
"38970 Lauhala   (Honkajoki )",122,2.2,45.2,4,0,22,4,9,12,10,44,58,112,5,5
"39100 Hämeenkyrö Keskus   (Hämeenkyrö )",1637,2.1,42.5,82,51,366,99,187,166,145,682,599,1207,367,63
"39110 Simuna   (Hämeenkyrö )",93,2.4,45.1,1,0,26,7,10,8,16,22,47,89,2,2
"39130 Sasi   (Hämeenkyrö )",287,2.7,45.0,4,6,102,25,49,54,45,105,85,271,7,9
"39150 Pinsiö   (Hämeenkyrö )",323,2.8,42.8,6,14,126,40,74,67,39,135,65,310,6,7
"39160 Julkujärvi   (Ylöjärvi )",1318,2.9,36.2,41,73,677,213,406,338,198,457,186,1210,94,14
"39170 Jumesniemi   (Hämeenkyrö )",66,2.7,43.5,2,4,25,7,8,12,11,25,18,64,1,1
"39180 Herttuala   (Hämeenkyrö )",38,2.7,42.8,1,0,10,5,6,2,6,19,9,36,0,2
"39195 Kaipio   (Hämeenkyrö )",60,2.6,41.1,1,0,17,1,5,10,10,26,19,53,3,4
"39200 Kyröskoski   (Hämeenkyrö )",2313,2.1,41.0,157,58,581,147,281,287,236,971,769,1787,464,62
"39230 Osara   (Hämeenkyrö )",91,2.2,50.1,1,1,16,2,5,7,9,35,45,80,7,4
"39290 Vesajärvi   (Hämeenkyrö )",72,2.2,47.9,1,1,9,1,4,4,6,33,33,66,3,3
"39310 Viljakkala Keskus   (Ylöjärvi )",448,2.2,44.0,23,9,114,26,59,57,46,183,155,358,75,15
"39340 Karhe   (Ylöjärvi )",117,2.5,46.3,0,0,37,10,20,20,12,39,44,107,4,6
"39360 Komi   (Ylöjärvi )",106,2.3,51.9,4,1,30,10,17,9,12,43,34,101,1,4
"39380 Lavajärvi   (Hämeenkyrö )",67,2.8,42.5,1,0,28,8,12,13,10,23,18,63,2,2
"39410 Luhalahti   (Ikaalinen )",148,2.0,50.8,4,2,24,6,15,10,7,57,69,131,15,2
"39430 Röyhiö   (Ikaalinen )",76,2.3,48.5,1,1,15,8,12,5,3,27,34,62,11,3
"39450 Sisättö   (Ikaalinen )",70,1.8,55.7,2,1,9,3,3,6,3,26,36,68,1,1
"39500 Ikaalinen Keskus   (Ikaalinen )",2429,1.9,46.7,245,62,418,100,207,186,166,1056,961,1685,678,66
"39530 Kilvakkala   (Ikaalinen )",424,2.4,45.1,11,2,116,28,61,59,44,151,159,391,17,16
"39580 Riitiala   (Ikaalinen )",178,2.1,50.7,3,3,38,7,17,13,19,55,87,161,4,13
"39590 Tevaniemi   (Ikaalinen )",97,2.4,43.5,2,0,28,7,7,15,16,31,41,85,10,2
"39610 Kovelahti   (Ikaalinen )",88,2.3,48.7,1,0,18,6,9,8,9,26,47,79,4,5
"39620 Kovesjoki   (Parkano )",82,2.2,48.0,1,1,13,4,6,7,5,31,41,78,1,3
"39660 Lapinneva   (Parkano )",123,2.0,50.3,5,2,21,6,7,10,12,53,49,113,3,7
"39700 Parkano Keskus   (Parkano )",2747,2.0,45.6,155,75,514,129,234,251,206,1065,1182,2010,673,64
"39750 Vatajanjärvi   (Parkano )",160,2.3,47.1,4,3,31,7,12,16,17,53,76,142,9,9
"39770 Aureskoski   (Parkano )",38,2.1,45.3,0,0,7,2,4,4,2,15,16,32,6,0
"39780 Alaskylä   (Parkano )",90,2.3,51.5,4,2,17,2,7,10,10,36,37,88,0,2
"39810 Linnankylä   (Kihniö )",140,2.3,46.1,1,1,29,7,14,13,16,53,60,130,3,7
"39820 Kihniö Keskus   (Kihniö )",729,2.1,45.3,26,12,135,33,66,54,59,286,316,555,155,19
"39880 Kihniö Asemanseutu   (Kihniö )",63,2.1,46.6,1,0,9,2,3,3,5,30,24,59,1,3
"39920 Suomijärvi   (Karvia )",78,2.1,50.4,1,1,15,4,7,9,4,29,34,74,2,2
"39930 Karvia Keskus   (Karvia )",581,1.8,48.4,47,13,78,20,33,34,38,244,263,359,203,19
"39940 Kantti   (Karvia )",122,2.1,51.7,0,3,21,6,12,11,11,46,55,113,6,3
"39960 Sarvela   (Karvia )",189,2.3,48.2,3,1,36,10,17,16,16,68,87,184,2,3
"39965 Karviankylä   (Karvia )",77,2.5,41.9,0,0,16,5,7,10,7,23,39,74,1,2
"39980 Sara   (Karvia )",83,2.1,46.1,2,1,16,3,5,4,11,22,45,72,9,2
"39990 Alkkia   (Karvia )",51,2.1,43.9,3,0,9,1,3,7,5,21,22,41,7,3
"40100 Jyväskylä Keskus   (Jyväskylä )",8962,1.5,35.8,2418,1231,510,181,305,172,119,6131,2332,3280,5561,121
"40200 Mannila-Taulumäki   (Jyväskylä )",2187,1.8,37.8,533,192,385,113,222,165,102,1375,430,1204,941,42
"40250 Ritoniemi-Lohikoski   (Jyväskylä )",2836,2.1,40.0,279,156,746,209,379,314,275,1334,769,1953,852,31
"40270 Pappilanrinne-Pappilanvuori   (Jyväskylä )",5030,2.3,38.5,409,245,1537,418,809,729,557,2168,1347,3456,1514,60
"40320 Seppälän Teollisuusalue   (Jyväskylä )",2797,1.8,37.4,470,239,473,172,275,169,143,1623,704,1410,1336,51
"40340 Huhtasuo   (Jyväskylä )",3676,1.7,36.0,618,124,678,179,357,286,214,2006,1002,1390,2229,57
"40400 Halssila   (Jyväskylä )",1991,2.1,36.5,217,144,519,167,293,225,164,945,530,1305,663,23
"40420 Jyskä   (Jyväskylä )",2237,2.1,38.3,216,95,620,166,316,276,226,1141,481,1480,732,25
"40500 Keljo-Ristonmaa   (Jyväskylä )",1680,2.0,36.6,318,135,282,87,137,114,100,1067,337,787,874,19
"40520 Kuokkala-Ristikivi   (Jyväskylä )",8358,2.0,35.7,1403,820,1815,581,1006,734,578,5111,1442,3239,5047,72
"40530 Keljonkangas   (Jyväskylä )",2416,2.3,39.4,243,150,801,209,393,376,292,1155,461,1697,696,23
"40600 Mattilanpelto   (Jyväskylä )",1175,1.8,37.9,294,91,188,40,80,78,76,757,239,567,585,23
"40620 Keskussairaala-alue-Kukkumäki   (Jyväskylä )",259,1.7,29.4,60,27,50,16,29,22,6,185,24,1,258,0
"40630 Kypärämäki   (Jyväskylä )",1828,2.1,39.3,183,65,427,82,185,225,177,799,606,1038,763,27
"40640 Keltinmäki   (Jyväskylä )",3360,1.9,38.1,612,200,699,176,326,319,269,1890,778,1809,1514,37
"40660 Länsi-Palokka   (Jyväskylä )",262,2.7,41.2,4,11,90,31,49,40,33,95,79,259,1,2
"40700 Mäki-Matti   (Jyväskylä )",3231,1.6,33.6,932,371,350,107,171,126,119,2241,644,1013,2176,42
"40720 Nisula   (Jyväskylä )",1608,1.6,38.4,327,130,184,38,75,63,83,935,491,814,773,21
"40740 Kortepohja   (Jyväskylä )",4290,1.7,32.8,1340,309,674,198,353,272,224,2797,825,1440,2828,22
"40800 Vaajakoski   (Jyväskylä )",3797,2.1,38.9,323,99,1006,233,482,489,388,1596,1205,2727,1008,62
"40820 Vuoritsalo   (Jyväskylä )",465,1.9,39.1,48,22,100,26,52,52,30,246,120,270,189,6
"40900 Säynätsalo   (Jyväskylä )",1578,2.1,41.3,104,45,360,91,181,168,151,712,513,1172,383,23
"40930 Kinkomaa   (Muurame )",530,2.6,38.0,21,15,216,60,128,113,61,190,126,454,73,3
"40950 Muurame Keskus   (Muurame )",3356,2.4,41.1,172,96,1094,242,500,525,461,1356,923,2508,787,61
"41120 Puuppola   (Jyväskylä )",641,3.1,40.8,12,13,291,80,154,173,112,234,118,588,39,14
"41140 Kuikka   (Jyväskylä )",216,3.0,40.3,5,6,89,29,53,52,35,69,60,204,6,6
"41160 Tikkakoski   (Jyväskylä )",2034,2.4,37.7,111,44,616,179,340,320,222,838,584,1473,541,20
"41180 Vehniä   (Laukaa )",287,2.6,39.6,7,8,98,26,53,49,43,105,87,274,6,7
"41210 Jokihaara   (Uurainen )",155,2.9,38.3,3,6,65,19,37,34,24,52,40,151,2,2
"41220 Höytiä   (Uurainen )",130,2.4,41.1,1,2,31,8,14,14,16,44,56,125,1,4
"41230 Uurainen Keskus   (Uurainen )",735,2.3,39.9,34,14,188,56,93,99,71,289,262,528,195,12
"41240 Kyynämöinen   (Uurainen )",106,2.3,46.4,0,1,23,5,13,10,7,44,42,97,4,5
"41260 Hoikankylä   (Saarijärvi )",60,2.6,40.8,0,2,17,9,11,8,9,19,25,55,3,2
"41270 Lannevesi   (Saarijärvi )",232,2.3,44.7,4,5,52,12,20,30,27,85,97,210,18,4
"41290 Kangashäkki   (Uurainen )",258,3.3,35.1,6,8,117,42,74,67,48,89,53,255,1,2
"41310 Leppävesi   (Laukaa )",1112,2.8,37.6,40,36,481,152,271,231,160,397,238,1000,99,13
"41325 Laukkavirta   (Laukaa )",122,2.5,48.0,2,1,24,10,14,11,8,53,46,116,4,2
"41330 Vihtavuori   (Laukaa )",1081,2.4,39.7,63,44,345,99,184,177,125,476,266,833,229,19
"41340 Laukaa Keskus   (Laukaa )",2474,2.2,39.1,139,61,661,189,347,331,264,940,880,1719,729,26
"41350 Laukaa Asemanseutu   (Laukaa )",305,2.6,39.3,14,8,92,30,52,49,34,134,80,234,64,7
"41360 Valkola   (Laukaa )",180,2.6,44.9,2,1,56,10,21,26,34,61,64,174,3,3
"41370 Kuusa   (Laukaa )",418,2.6,45.0,5,6,126,34,65,71,60,155,141,402,4,12
"41390 Äijälä   (Laukaa )",175,2.5,40.0,4,7,50,12,28,35,17,68,59,163,10,2
"41400 Lievestuore   (Laukaa )",1541,2.2,41.8,68,31,364,118,217,158,118,653,536,1244,272,25
"41410 Kankainen   (Toivakka )",78,2.5,38.7,3,0,20,6,10,10,6,30,30,73,3,2
"41440 Ruuhimäki   (Toivakka )",108,2.1,45.6,1,3,24,6,12,12,9,48,36,95,8,5
"41450 Leppälahti   (Jyväskylä )",277,2.4,44.0,7,5,77,17,35,41,33,108,95,272,3,2
"41490 Niemisjärvi   (Hankasalmi )",354,2.2,44.8,12,10,78,20,40,36,34,153,126,291,52,11
"41500 Hankasalmi Asemanseutu   (Hankasalmi )",717,2.0,42.3,41,9,130,27,64,60,59,299,294,532,171,14
"41520 Hankasalmi Keskus   (Hankasalmi )",943,2.0,43.3,37,19,170,37,84,85,79,326,454,690,237,16
"41530 Veneranta   (Hankasalmi )",74,2.1,50.0,1,1,11,3,6,6,4,28,35,66,5,3
"41540 Ristimäki   (Hankasalmi )",111,2.1,50.4,2,1,15,4,6,5,10,41,56,107,2,2
"41550 Hannula   (Hankasalmi )",75,2.3,49.1,1,0,17,6,10,8,7,25,36,70,5,0
"41560 Säkinmäki   (Hankasalmi )",74,2.0,53.2,2,1,12,3,6,4,6,29,33,69,2,3
"41580 Sauvamäki   (Hankasalmi )",112,2.4,48.4,3,3,29,11,14,11,10,35,49,105,4,3
"41630 Oravasaari   (Jyväskylä )",154,2.6,42.7,2,3,43,12,26,25,16,54,58,150,1,3
"41660 Toivakka Keskus   (Toivakka )",856,2.2,42.3,23,11,195,37,97,106,70,302,364,688,151,17
"41710 Rutalahti-Kivisuo   (Jyväskylä )",132,2.1,44.5,1,1,28,6,12,17,12,45,61,119,8,5
"41730 Kivisuo   (Joutsa )",16,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"41750 Havumäki   (Joutsa )",45,2.1,46.6,1,0,5,1,3,3,1,17,23,43,0,2
"41770 Leivonmäki   (Joutsa )",346,1.8,49.5,11,4,42,13,22,18,21,137,169,257,83,6
"41800 Korpilahti Keskus   (Jyväskylä )",1725,2.1,43.3,104,43,376,84,177,179,166,712,645,1300,379,46
"41820 Saakoski   (Jyväskylä )",138,2.4,41.8,2,4,41,10,15,19,20,53,46,131,6,1
"41840 Moksi   (Jyväskylä )",45,1.8,52.6,3,1,7,4,6,2,2,20,18,41,3,1
"41860 Rannila   (Jyväskylä )",100,2.7,40.9,2,3,36,11,21,26,8,41,24,95,1,4
"41870 Putkilahti   (Jyväskylä )",85,1.9,55.2,1,0,11,2,2,7,9,32,42,77,6,2
"41880 Oittila   (Jyväskylä )",58,2.1,54.7,2,0,10,2,4,6,4,16,35,53,2,3
"41900 Petäjävesi Keskus   (Petäjävesi )",1251,2.1,44.1,66,21,279,73,139,132,117,489,491,920,303,28
"41920 Kintaus   (Petäjävesi )",231,2.7,39.3,4,6,81,18,43,55,36,87,64,196,28,7
"41925 Ylä-Kintaus   (Petäjävesi )",66,2.8,37.8,0,0,26,8,17,11,9,13,28,60,2,4
"41930 Kuohu   (Jyväskylä )",327,2.6,39.9,11,5,105,23,50,63,45,125,99,303,20,4
"41940 Vesanka   (Jyväskylä )",520,2.6,43.1,9,9,169,46,81,87,72,202,152,502,6,12
"41970 Huttula   (Keuruu )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"41980 Kuivasmäki   (Petäjävesi )",78,2.2,47.4,5,0,19,4,8,10,7,29,31,72,6,0
"42100 Jämsä Keskus   (Jämsä )",5250,1.9,43.9,422,131,970,190,407,434,459,2248,2056,3835,1297,118
"42140 Juokslahti   (Jämsä )",135,2.2,50.6,4,3,28,8,16,12,8,51,56,126,3,6
"42220 Kaipola   (Jämsä )",507,2.1,39.0,19,5,122,24,59,63,57,218,169,368,127,12
"42300 Jämsänkoski Keskus   (Jämsä )",2811,1.9,42.5,223,55,527,121,223,237,237,1195,1094,2063,683,65
"42330 Haavisto   (Jämsä )",161,2.6,47.9,2,0,51,10,19,20,27,67,45,157,1,3
"42440 Koskenpää   (Jämsä )",328,2.0,46.3,9,1,54,10,24,28,25,129,152,271,46,11
"42520 Asunta   (Keuruu )",76,2.0,51.7,3,2,13,3,5,7,9,28,38,68,4,4
"42560 Pohjoisjärvi   (Keuruu )",15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"42600 Multia Keskus-Väätäiskylä   (Multia )",683,2.0,43.3,26,9,116,21,50,66,56,241,333,508,142,33
"42660 Sahrajärvi   (Multia )",54,2.2,42.7,1,0,10,1,3,2,7,24,22,52,0,2
"42700 Keuruu Keskus   (Keuruu )",4030,1.9,43.8,272,92,694,167,340,316,294,1626,1725,2882,1043,105
"42720 Valkealahti   (Keuruu )",12,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"42800 Haapamäki   (Keuruu )",582,2.0,43.1,24,6,101,27,54,57,40,228,256,448,117,17
"42820 Riiho   (Keuruu )",34,2.4,52.7,0,1,9,2,4,3,5,13,13,32,1,1
"42830 Ylä-Kolkki   (Mänttä-Vilppula )",25,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"42840 Kolkki   (Mänttä-Vilppula )",61,2.0,51.2,2,0,7,1,4,4,3,23,33,60,0,1
"42850 Pohjaslahti   (Mänttä-Vilppula )",77,1.8,55.9,2,1,9,2,4,2,4,30,38,72,5,0
"42870 Kotala   (Virrat )",203,2.1,48.7,10,4,36,9,16,16,16,78,90,186,9,8
"42910 Pihlajavesi   (Keuruu )",150,2.1,43.5,3,1,24,4,12,13,11,54,77,128,15,7
"42930 Katajamäki   (Keuruu )",49,2.1,48.1,1,1,9,2,3,4,6,19,22,45,1,3
"43100 Saarijärvi Keskus   (Saarijärvi )",3182,1.9,44.3,219,62,579,142,263,286,244,1290,1325,2197,892,93
