"Postal code area","Workplaces, 2016 (TP)","Primary production, 2016 (TP)","Processing, 2016 (TP)","Services, 2016 (TP)","A Agriculture, forestry and fishing, 2016 (TP)","B Mining and quarrying, 2016 (TP)","C Manufacturing, 2016 (TP)","D Electricity, gas, steam and air conditioning supply, 2016 (TP)","E Water supply; sewerage, waste management and remediation activities, 2016 (TP)","F Construction, 2016 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2016 (TP)","H Transportation and storage, 2016 (TP)","I Accommodation and food service activities, 2016 (TP)","J Information and communication, 2016 (TP)","K Financial and insurance activities, 2016 (TP)","L Real estate activities, 2016 (TP)","M Professional, scientific and technical activities, 2016 (TP)","N Administrative and support service activities, 2016 (TP)","O Public administration and defence; compulsory social security, 2016 (TP)","P Education, 2016 (TP)","Q Human health and social work activities, 2016 (TP)","R Arts, entertainment and recreation, 2016 (TP)","S Other service activities, 2016 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2016 (TP)","U Activities of extraterritorial organisations and bodies, 2016 (TP)","X Industry unknown, 2016 (TP)"
"87830 Nakertaja   (Kajaani )",88,1,17,70,1,2,2,0,0,13,3,8,5,0,0,0,2,2,0,17,5,3,25,0,0,0
"87850 Paltaniemi   (Kajaani )",73,9,6,58,9,0,3,0,0,3,7,36,7,0,0,0,1,4,0,0,0,0,3,0,0,0
"87900 Karankalahti   (Kajaani )",116,16,23,77,16,3,11,0,1,8,21,1,0,0,0,0,53,0,1,1,0,0,0,0,0,0
"87910 Linnantaus   (Kajaani )",46,3,11,32,3,0,4,0,0,7,19,2,0,0,0,0,10,0,0,0,1,0,0,0,0,0
"87930 Salmijärvi   (Kajaani )",141,4,0,137,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,8,0,0,0
"87950 Kuluntalahti   (Kajaani )",175,57,42,76,57,0,11,0,0,31,1,34,1,0,0,0,1,1,0,8,25,5,0,0,0,0
"87970 Jormua   (Kajaani )",41,6,12,23,6,0,6,3,0,3,2,4,0,0,0,0,2,7,0,6,1,0,1,0,0,0
"88120 Tuhkakylä   (Sotkamo )",786,3,740,43,3,638,0,0,0,102,22,4,3,0,0,0,1,13,0,0,0,0,0,0,0,0
"88200 Otanmäki-Kytökoski   (Kajaani )",558,4,459,95,4,0,456,0,0,3,17,3,3,0,0,0,33,1,1,16,20,0,1,0,0,0
"88270 Vuolijoki Keskus   (Kajaani )",141,40,4,97,40,0,0,0,0,4,13,8,0,1,2,1,0,2,7,4,47,0,12,0,0,0
"88300 Paltamo Keskus   (Paltamo )",464,43,97,324,43,4,17,1,0,75,61,38,2,1,7,2,22,7,25,61,41,7,50,0,0,0
"88310 Melalahti   (Paltamo )",23,12,3,8,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"88340 Manamansalo   (Vaala )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88350 Kivesjärvi   (Paltamo )",13,4,6,3,4,0,0,0,0,6,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"88380 Mieslahti   (Paltamo )",62,4,2,56,4,0,1,0,0,1,0,2,0,0,0,0,0,0,0,41,13,0,0,0,0,0
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",287,43,17,227,43,0,4,0,0,13,22,30,5,0,3,11,6,3,26,18,86,4,13,0,0,0
"88440 Jokikylä   (Ristijärvi )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88460 Hiisijärvi   (Ristijärvi )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88470 Kontiomäki   (Paltamo )",159,5,46,108,5,0,21,0,0,25,25,60,0,0,0,0,1,0,0,7,11,0,4,0,0,0
"88490 Pohjavaara   (Sotkamo )",33,28,2,3,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"88530 Paakki   (Sotkamo )",13,3,9,1,3,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88600 Sotkamo Keskus   (Sotkamo )",1759,143,176,1440,143,4,20,7,8,137,250,97,106,13,22,18,85,72,94,135,446,19,83,0,0,0
"88610 Vuokatti   (Sotkamo )",665,46,124,495,46,36,19,0,8,61,58,7,161,1,1,33,32,28,0,22,52,73,27,0,0,0
"88615 Vuokatin Urheiluopisto   (Sotkamo )",122,0,0,122,0,0,0,0,0,0,1,0,32,0,0,0,0,19,0,38,0,32,0,0,0,0
"88620 Korholanmäki   (Sotkamo )",171,22,113,36,22,74,10,0,0,29,13,0,0,2,0,0,1,0,0,4,15,1,0,0,0,0
"88640 Ontojoki   (Sotkamo )",11,2,8,1,2,3,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",13,11,1,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"88690 Maanselkä   (Sotkamo )",14,6,0,8,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88730 Ylä-Vieksi   (Kuhmo )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88740 Härmänkylä-Iivantiira   (Kuhmo )",16,4,0,12,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88760 Iivantiira   (Kuhmo )",23,17,0,6,17,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"88820 Katerma   (Kuhmo )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88900 Kuhmo Keskus   (Kuhmo )",2398,291,487,1620,291,11,340,18,7,111,201,140,83,6,24,14,61,138,200,123,515,22,93,0,0,0
"88930 Lentiira-Kuumu   (Kuhmo )",117,9,5,103,9,1,0,0,0,4,0,11,7,0,0,0,0,1,84,0,0,0,0,0,0,0
"88940 Kuumu   (Kuhmo )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89140 Kotila-Törmänmäki   (Puolanka )",19,3,5,11,3,0,0,0,0,5,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0
"89200 Puolanka Keskus   (Puolanka )",612,111,34,467,111,0,5,0,5,24,63,47,6,9,11,5,15,20,32,47,189,3,20,0,0,0
"89210 Puokiovaara   (Puolanka )",16,15,0,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89320 Joukokylä   (Puolanka )",21,17,3,1,17,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"89330 Suolijärvi   (Puolanka )",11,8,0,3,8,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",477,65,45,367,65,3,10,1,4,27,50,68,19,0,8,8,12,4,31,3,124,22,18,0,0,0
"89430 Hoikka   (Hyrynsalmi )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89440 Sakara   (Suomussalmi )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89540 Moisiovaara   (Hyrynsalmi )",17,9,3,5,9,0,1,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"89560 Karhuvaara   (Hyrynsalmi )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89600 Ämmänsaari   (Suomussalmi )",1947,145,462,1340,145,1,352,6,14,89,211,80,84,8,18,4,25,111,183,94,443,24,55,0,0,0
"89610 Jumaliskylä   (Suomussalmi )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89640 Pesiökylä   (Suomussalmi )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89660 Takalo   (Suomussalmi )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89670 Näljänkä   (Suomussalmi )",17,9,2,6,9,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"89680 Vaaranniva   (Suomussalmi )",10,2,1,7,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"89730 Ahjola   (Suomussalmi )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89740 Kianta   (Suomussalmi )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89770 Peranka   (Suomussalmi )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89780 Kaikkonen   (Suomussalmi )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89800 Suomussalmi Keskus   (Suomussalmi )",95,27,14,54,27,0,2,0,0,12,6,21,3,0,0,0,1,4,0,1,9,3,6,0,0,0
"89830 Ala-Vuokki   (Suomussalmi )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89840 Ylä-Vuokki   (Suomussalmi )",16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"89920 Ruhtinansalmi   (Suomussalmi )",83,24,41,18,24,0,41,0,0,0,0,2,5,0,0,0,0,1,0,0,0,7,3,0,0,0
"90100 Oulu Keskus   (Oulu )",13445,4,747,12694,4,2,154,7,0,584,1635,156,1098,919,808,220,1240,472,1816,807,2193,453,877,0,0,0
"90120 Heinäpää   (Oulu )",1981,4,1125,852,4,2,1038,0,0,85,40,43,27,33,8,27,75,19,2,131,293,89,65,0,0,0
"90130 Raksila   (Oulu )",4210,54,363,3793,54,0,8,161,88,106,275,50,142,240,3,85,321,316,1341,376,438,157,49,0,0,0
"90140 Karjasilta   (Oulu )",3238,1,308,2929,1,0,89,0,0,219,265,82,71,379,29,15,309,237,814,232,261,151,84,0,0,0
"90150 Höyhtyä   (Oulu )",632,1,14,617,1,0,2,0,0,12,28,23,44,4,1,10,12,71,0,37,330,15,42,0,0,0
"90220 Kontinkangas   (Oulu )",9206,0,56,9150,0,0,51,0,4,1,108,4,43,113,0,4,434,28,74,1033,7160,4,145,0,0,0
"90230 Värttö-Maikkula   (Oulu )",1471,2,374,1095,2,1,335,0,0,38,90,65,14,517,12,30,85,98,0,17,123,6,37,1,0,0
"90240 Iinatti   (Oulu )",1431,3,655,773,3,0,449,0,1,205,99,85,41,9,0,6,40,286,0,79,92,4,32,0,0,0
"90250 Kaukovainio   (Oulu )",1903,5,115,1783,5,1,26,4,0,84,118,8,106,55,7,0,198,140,7,685,447,3,9,0,0,0
"90310 Madekoski   (Oulu )",175,14,42,119,14,0,17,0,0,25,12,15,1,2,6,3,19,12,0,27,11,6,5,0,0,0
"90400 Äimärautio   (Oulu )",7688,43,1741,5904,43,0,510,0,2,1229,2409,1074,160,72,42,169,537,568,32,177,529,66,69,0,0,0
"90410 Kaakkuri   (Oulu )",1597,21,576,1000,21,0,350,0,0,226,685,72,10,2,3,7,52,47,0,27,53,21,21,0,0,0
"90440 Kempele Keskus   (Kempele )",4031,32,1744,2255,32,14,954,30,55,691,399,241,100,54,25,28,164,131,61,382,577,23,70,0,0,0
"90450 Honkanen   (Kempele )",1308,11,105,1192,11,0,6,17,0,82,480,51,105,2,12,7,35,18,0,106,230,107,39,0,0,0
"90460 Oulunsalo Keskus   (Oulu )",1918,10,530,1378,10,8,243,14,0,265,142,232,51,175,11,25,143,24,0,179,347,10,39,0,0,0
"90470 Varjakka   (Oulu )",167,5,29,133,5,0,1,0,0,28,3,36,1,0,2,1,4,0,0,69,13,2,2,0,0,0
"90480 Hailuoto   (Hailuoto )",221,47,19,155,47,0,6,0,0,13,11,1,11,0,6,0,5,9,14,15,66,6,11,0,0,0
"90500 Tuira   (Oulu )",1741,5,114,1622,5,0,2,0,0,112,169,45,122,33,0,13,51,40,20,275,743,3,108,0,0,0
"90510 Hietasaari   (Oulu )",446,4,17,425,4,0,6,0,0,11,4,5,102,7,1,1,9,1,0,7,259,25,4,0,0,0
"90520 Taskila-Toppila   (Oulu )",727,10,315,402,10,15,105,109,10,76,157,36,10,3,0,4,37,9,0,41,49,25,31,0,0,0
"90530 Välivainio   (Oulu )",1722,1,411,1310,1,0,129,5,0,277,331,325,28,47,201,5,114,106,0,24,42,19,68,0,0,0
"90540 Kuivasjärvi   (Oulu )",1052,5,72,975,5,3,7,0,29,33,292,154,60,18,10,6,37,9,0,146,211,19,13,0,0,0
"90550 Pyykösjärvi-Puolivälikangas   (Oulu )",283,0,20,263,0,0,1,0,0,19,37,16,24,1,2,1,6,6,0,26,134,5,5,0,0,0
"90560 Koskela-Oulu   (Oulu )",304,1,32,271,1,0,3,0,0,29,18,18,2,6,0,0,6,3,0,33,182,0,3,0,0,0
"90570 Kaijonharju-Linnanmaa   (Oulu )",3235,1,39,3195,1,0,30,0,0,9,251,6,46,36,8,2,471,26,0,1955,291,87,16,0,0,0
"90580 Rajakylä   (Oulu )",520,1,153,366,1,0,81,0,0,72,39,35,38,1,0,1,11,3,3,63,161,2,9,0,0,0
"90590 Teknologiakylä   (Oulu )",3896,0,948,2948,0,22,645,0,0,281,109,0,50,1214,220,47,1110,24,73,14,41,9,37,0,0,0
"90620 Rusko-Heikinharju   (Oulu )",7107,0,4649,2458,0,0,3697,35,160,757,462,738,58,155,1,11,300,438,0,29,130,4,132,0,0,0
"90630 Korvensuora   (Oulu )",579,5,125,448,5,0,74,0,0,51,66,30,8,17,3,10,11,38,19,44,183,1,18,0,0,1
"90650 Haapalehto   (Oulu )",1491,7,230,1254,7,0,14,0,12,204,173,83,41,58,4,5,52,125,0,122,477,42,72,0,0,0
"90660 Sanginsuu   (Oulu )",200,26,111,63,26,0,102,0,0,9,8,5,2,0,0,0,13,1,0,0,26,6,2,0,0,0
"90670 Hiukkavaara   (Oulu )",103,0,29,74,0,0,4,0,0,25,5,8,0,3,1,0,0,0,0,0,53,2,2,0,0,0
"90800 Pateniemi   (Oulu )",588,11,104,473,11,0,30,0,0,74,133,44,28,4,4,4,17,13,0,16,186,6,18,0,0,0
"90810 Kiviniemi   (Oulu )",264,12,47,205,12,0,4,0,0,43,11,17,26,5,0,3,32,6,16,32,40,11,6,0,0,0
"90820 Kello   (Oulu )",650,5,257,388,5,0,105,0,7,145,54,35,39,0,1,0,50,18,0,63,78,20,30,0,0,0
"90830 Haukipudas Keskus   (Oulu )",1763,6,469,1288,6,0,331,13,0,125,259,70,69,23,15,21,43,44,57,178,433,10,66,0,0,0
"90840 Haukipudas Asemanseutu   (Oulu )",257,12,38,207,12,0,3,0,0,35,3,17,0,0,1,0,6,2,0,137,40,1,0,0,0,0
"90850 Martinniemi   (Oulu )",261,7,103,151,7,0,60,0,18,25,14,18,1,0,0,0,2,24,0,23,62,0,7,0,0,0
"90860 Halosenniemi   (Oulu )",17,1,5,11,1,0,1,0,0,4,2,0,0,0,0,0,3,2,0,0,3,0,1,0,0,0
"90900 Kiiminki Keskus   (Oulu )",1032,17,147,868,17,8,19,0,8,112,130,111,30,2,10,3,33,13,3,107,373,9,44,0,0,0
"90910 Kontio   (Oulu )",124,10,49,65,10,1,5,0,0,43,3,7,0,0,0,1,5,5,0,25,13,1,5,0,0,0
"90940 Jääli   (Oulu )",869,8,362,499,8,0,149,0,7,206,60,50,21,4,1,3,44,15,0,87,172,12,30,0,0,0
"91100 Ii Keskus   (Ii )",1757,27,391,1339,27,0,222,13,6,150,229,60,77,6,6,15,67,53,147,142,484,11,42,0,0,0
"91110 Ii Asemanseutu   (Ii )",155,59,65,31,59,0,5,10,7,43,3,5,0,0,0,0,1,11,0,8,1,0,2,0,0,0
"91140 Olhava   (Ii )",26,4,4,18,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,10,0,0,0,0,0
"91150 Yli-Olhava   (Ii )",15,7,0,8,7,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"91200 Yli-Ii Keskus   (Oulu )",234,56,26,152,56,10,1,1,3,11,17,9,10,0,0,3,3,10,18,33,37,0,12,0,0,0
"91210 Jakkukylä   (Ii )",34,5,24,5,5,0,7,0,2,15,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0
"91240 Tannila   (Oulu )",13,8,5,0,8,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91260 Pahkakoski-Räinä   (Oulu )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91300 Ylikiiminki Keskus   (Oulu )",597,61,280,256,61,4,229,0,0,47,45,45,9,2,1,8,2,16,3,51,54,0,20,0,0,0
"91310 Arkala   (Oulu )",11,1,2,8,1,0,0,0,0,2,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"91410 Jokirinne   (Muhos )",168,4,28,136,4,0,0,1,0,27,7,4,0,0,0,0,3,0,0,12,110,0,0,0,0,0
"91430 Leppiniemi   (Muhos )",65,0,56,9,0,0,29,12,0,15,0,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0
"91500 Muhos Keskus   (Muhos )",1949,141,181,1627,141,4,83,0,17,77,203,93,53,23,15,1,40,40,63,323,690,30,53,0,0,0
"91510 Rova   (Muhos )",105,31,10,64,31,0,0,0,0,10,1,21,0,0,0,0,6,0,0,6,30,0,0,0,0,0
"91560 Kylmälänkylä   (Muhos )",22,10,0,12,10,0,0,0,0,0,3,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0
"91600 Utajärvi Keskus   (Utajärvi )",691,60,150,481,60,0,98,0,1,51,55,60,16,1,16,0,3,29,31,57,175,4,34,0,0,0
"91620 Sanginkylä   (Utajärvi )",16,7,7,2,7,0,3,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"91630 Juorkuna   (Utajärvi )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91640 Särkijärvi   (Utajärvi )",10,4,1,5,4,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0
"91660 Ahmas   (Utajärvi )",99,24,8,67,24,2,1,0,4,1,0,7,26,1,3,0,0,0,0,0,30,0,0,0,0,0
"91670 Rokua   (Utajärvi )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91700 Vaala Keskus-Oterma   (Vaala )",556,6,113,437,6,0,59,0,6,48,79,15,17,3,4,3,16,25,25,47,168,5,30,0,0,0
"91710 Jylhämä   (Vaala )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91720 Oterma   (Vaala )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91730 Kankari   (Vaala )",13,11,1,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"91740 Jaalanka-Liminpuro   (Vaala )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91750 Liminpuro   (Vaala )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91760 Säräisniemi   (Vaala )",16,2,7,7,2,5,0,0,0,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"91780 Neittävä   (Vaala )",16,4,2,10,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"91790 Nuojua   (Vaala )",23,8,3,12,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"91800 Tyrnävä   (Tyrnävä )",1118,142,208,768,142,21,87,0,5,95,61,47,24,1,22,4,24,41,79,129,299,9,28,0,0,0
"91900 Liminka Keskus   (Liminka )",1547,109,231,1206,109,3,90,1,7,130,194,74,44,6,13,14,29,64,79,176,455,14,44,0,0,1
"91910 Tupos   (Liminka )",364,9,35,320,9,0,6,0,0,29,47,45,44,0,0,1,18,8,0,80,68,4,5,0,0,0
"91930 Ala-Temmes   (Liminka )",83,24,7,52,24,1,4,0,0,2,5,0,2,0,0,0,1,0,0,4,40,0,0,0,0,0
"91950 Temmes   (Liminka )",75,12,7,56,12,0,1,0,0,6,11,26,0,0,0,0,0,0,0,5,10,1,3,0,0,0
"91980 Lumijoki   (Lumijoki )",404,66,88,250,66,7,10,0,0,71,11,55,0,0,0,1,6,16,25,46,68,4,18,0,0,0
"92100 Raahe Keskus   (Raahe )",3406,5,538,2863,5,0,310,30,8,190,301,259,160,80,70,27,98,240,181,203,1109,20,115,0,0,0
"92120 Ollinsaari-Mestauskallio   (Raahe )",820,0,475,345,0,0,253,0,3,219,78,23,7,1,0,30,14,85,0,30,46,0,31,0,0,0
"92130 Isoholmi-Antinkangas   (Raahe )",470,3,41,426,3,0,5,0,0,36,135,91,17,10,1,8,9,38,16,44,34,8,15,0,0,0
"92140 Pattijoki Keskus   (Raahe )",871,39,232,600,39,0,110,0,19,103,124,14,27,8,0,2,51,29,90,112,88,8,47,0,0,0
"92150 Kummatti-Junnilanmäki   (Raahe )",460,0,139,321,0,1,109,0,0,29,66,23,12,0,1,14,3,6,66,72,34,22,2,0,0,0
"92160 Saloinen   (Raahe )",2945,0,2697,248,0,0,2645,36,0,16,32,11,0,28,1,0,65,42,0,44,12,0,13,0,0,0
"92180 Lapaluoto   (Raahe )",226,0,134,92,0,0,134,0,0,0,26,18,35,0,0,0,0,11,0,0,0,1,1,0,0,0
"92210 Arkkukari   (Raahe )",74,9,29,36,9,0,6,0,0,23,4,1,0,0,0,1,3,9,0,15,1,0,1,1,0,0
"92220 Piehinki   (Raahe )",91,6,16,69,6,0,10,0,0,6,0,5,0,0,0,0,2,56,0,0,1,0,5,0,0,0
"92230 Mattilanperä   (Raahe )",42,3,13,26,3,12,0,0,0,1,0,7,0,0,0,0,11,0,0,8,0,0,0,0,0,0
"92240 Lasikangas   (Raahe )",34,4,9,21,4,0,0,0,0,9,4,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0
"92260 Kopsa   (Raahe )",60,41,2,17,41,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92320 Siikajoki Keskus   (Siikajoki )",283,43,50,190,43,0,36,0,0,14,7,2,4,0,11,1,4,2,1,24,123,3,8,0,0,0
"92330 Karinkanta   (Siikajoki )",92,42,7,43,42,0,7,0,0,0,13,1,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"92350 Revonlahti   (Siikajoki )",125,32,27,66,32,0,16,0,0,11,8,19,8,0,0,1,1,0,0,12,8,1,8,0,0,0
"92400 Ruukki Keskus   (Siikajoki )",709,73,148,488,73,3,100,0,7,38,55,19,4,7,15,9,49,32,25,107,125,5,36,0,0,0
"92430 Paavola-Huumola   (Siikajoki )",160,54,26,80,54,6,5,0,0,15,5,12,4,0,2,0,4,0,0,11,32,6,4,0,0,0
"92440 Saarikoski   (Siikajoki )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"92450 Luohua   (Siikajoki )",99,29,27,43,29,0,5,0,0,22,21,1,1,0,0,2,0,5,0,8,1,0,4,0,0,0
"92470 Tuomioja   (Siikajoki )",53,23,22,8,23,0,17,0,0,5,0,4,0,0,0,1,1,1,0,0,0,0,1,0,0,0
"92500 Rantsila Keskus   (Siikalatva )",478,102,102,274,102,23,55,0,7,17,35,39,13,3,7,1,14,17,21,32,70,12,10,0,0,0
"92520 Sipola   (Siikalatva )",10,5,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92530 Mankila   (Siikalatva )",24,14,6,4,14,0,1,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"92600 Pulkkila Keskus   (Siikalatva )",542,37,112,393,37,14,90,0,0,8,71,24,3,0,4,1,4,35,32,41,160,2,16,0,0,0
"92610 Vorna   (Siikalatva )",17,9,8,0,9,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92620 Piippola Keskus   (Siikalatva )",276,16,49,211,16,13,8,0,1,27,26,32,1,0,0,0,1,9,13,61,53,0,15,0,0,0
"92640 Leskelä   (Siikalatva )",22,12,5,5,12,4,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"92650 Laakkola   (Siikalatva )",27,21,6,0,21,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92700 Kestilä   (Siikalatva )",330,100,10,220,100,0,3,0,0,7,36,13,4,10,5,2,1,16,33,17,76,1,6,0,0,0
"92810 Pelsonsuo   (Vaala )",120,17,4,99,17,1,0,0,0,3,0,0,0,1,0,0,0,0,95,0,2,0,1,0,0,0
"92830 Veneheitto   (Vaala )",51,46,0,5,46,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"92910 Tavastkenkä   (Pyhäntä )",28,24,2,2,24,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"92920 Ahokylä   (Pyhäntä )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"92930 Pyhäntä   (Pyhäntä )",770,13,593,164,13,0,579,0,1,13,14,22,2,0,3,1,6,2,13,38,51,4,8,0,0,0
"93100 Pudasjärvi Keskus   (Pudasjärvi )",1886,148,343,1395,148,3,253,6,8,73,213,102,63,16,19,6,43,76,101,172,502,16,66,0,0,0
"93140 Kipinä   (Pudasjärvi )",38,11,12,15,11,0,6,0,0,6,0,2,5,0,0,0,0,7,0,0,1,0,0,0,0,0
"93160 Hetejärvi   (Pudasjärvi )",22,11,11,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93170 Yli-Kollaja   (Pudasjärvi )",22,3,16,3,3,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93180 Ikosenniemi   (Pudasjärvi )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93187 Ala-Siurua   (Pudasjärvi )",11,10,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93190 Yli-Siurua-Ikosenniemi   (Pudasjärvi )",15,10,3,2,10,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93195 Kokkokylä   (Pudasjärvi )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"93220 Livo   (Pudasjärvi )",14,5,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"93225 Pärjänsuo   (Pudasjärvi )",18,13,4,1,13,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
