"Postal code area","Households, total, 2015 (TR)","Average income of households, 2015 (TR)","Median income of households, 2015 (TR)","Households belonging to the lowest income category, 2015 (TR)","Households belonging to the middle income category, 2015 (TR)","Households belonging to the highest income category, 2015 (TR)","Accumulated purchasing power of households, 2015 (TR)"
"36640 Iltasmäki   (Pälkäne )",165,45019,40605,33,99,33,7428179
"36660 Laitikkala   (Pälkäne )",93,43946,37681,24,44,25,4086959
"36720 Aitoo   (Pälkäne )",275,33539,27938,80,166,29,9223139
"36760 Luopioinen Keskus   (Pälkäne )",419,33618,28382,124,239,56,14085810
"36810 Kuhmalahti Keskus   (Kangasala )",247,36414,31721,63,147,37,8994373
"36840 Kuhmajärvi   (Kangasala )",171,33601,29310,54,96,21,5745788
"36880 Vehkajärvi   (Kangasala )",75,30119,25414,25,44,6,2258910
"36910 Rautajärvi   (Pälkäne )",188,35316,27274,67,93,28,6639423
"36930 Kyynärö   (Pälkäne )",92,33827,26134,35,42,15,3112043
"37100 Nokia Keskus   (Nokia )",3837,31147,24659,1199,2224,414,119511579
"37120 Koskenmäki   (Nokia )",4354,44446,40481,677,2767,910,193516369
"37130 Alhoniitty   (Nokia )",1977,42728,39654,355,1241,381,84473251
"37140 Harjuniitty   (Nokia )",984,46048,43831,116,651,217,45311239
"37150 Kankaantaka   (Nokia )",1834,39673,36108,404,1116,314,72760381
"37180 Sarkola   (Nokia )",155,43365,37404,36,88,31,6721613
"37200 Siuro   (Nokia )",1043,45027,40977,156,684,203,46962819
"37210 Kulovesi   (Nokia )",11,..,..,..,..,..,..
"37240 Linnavuori   (Nokia )",367,34148,30079,101,228,38,12532321
"37310 Tottijärvi   (Nokia )",359,45772,43757,81,177,101,16432004
"37350 Rämsöö   (Vesilahti )",70,40781,34990,13,45,12,2854664
"37370 Narva   (Vesilahti )",473,38083,32700,149,241,83,18013408
"37380 Krääkkiö   (Vesilahti )",85,33912,29954,30,44,11,2882488
"37420 Valkkinen   (Vesilahti )",327,46914,39908,71,195,61,15340987
"37470 Vesilahti Keskus   (Vesilahti )",711,48647,46017,106,447,158,34588108
"37500 Lempäälä Keskus   (Lempäälä )",3621,40475,33757,831,2121,669,146561385
"37530 Säijä   (Lempäälä )",226,44492,42255,33,136,57,10055281
"37550 Kuivaspää   (Lempäälä )",1823,48450,44899,243,1162,418,88323454
"37560 Kulju   (Lempäälä )",1623,52498,49433,217,941,465,85203566
"37570 Koivuniemi   (Lempäälä )",159,49605,47775,28,90,41,7887185
"37600 Valkeakoski Keskus   (Valkeakoski )",5903,34890,30021,1486,3644,773,205957845
"37630 Vääräkoivu   (Valkeakoski )",3377,39323,34538,737,2039,601,132794124
"37700 Sääksmäki   (Valkeakoski )",202,40190,33743,52,119,31,8118430
"37720 Ritvala   (Valkeakoski )",81,45594,39114,19,44,18,3693134
"37740 Haukila   (Valkeakoski )",130,38279,34420,29,81,20,4976278
"37770 Tarttila   (Valkeakoski )",204,38959,35495,59,116,29,7947629
"37800 Toijala keskus   (Akaa )",4454,37085,31120,1138,2653,663,165176339
"37830 Viiala Keskus   (Akaa )",2514,37524,32882,670,1504,340,94336024
"37850 Metsäkansa   (Valkeakoski )",158,43926,41123,26,97,35,6940241
"37860 Kärjenniemi   (Valkeakoski )",318,49966,47625,34,215,69,15889173
"37900 Kylmäkoski Asemanseutu   (Akaa )",146,36852,30040,34,92,20,5380437
"37910 Kylmäkoski Keskus   (Akaa )",613,37584,31194,164,357,92,23039050
"37960 Sotkia   (Akaa )",118,39089,32706,27,75,16,4612494
"38100 Karkku   (Sastamala )",384,39099,34847,85,233,66,15013976
"38120 Kutala   (Sastamala )",100,46854,35126,17,59,24,4685353
"38130 Ellivuori   (Sastamala )",9,..,..,..,..,..,..
"38140 Kärppälä   (Sastamala )",155,45621,36646,35,87,33,7071287
"38200 Vammala Keskus   (Sastamala )",3390,33352,25974,1114,1887,389,113063881
"38210 Vammala Asemanseutu   (Sastamala )",2102,34639,29327,624,1246,232,72811161
"38220 Stormi   (Sastamala )",353,45518,32509,90,221,42,16067925
"38250 Roismala   (Sastamala )",555,41799,38836,110,370,75,23198508
"38270 Sammaljoki   (Sastamala )",154,41303,31079,43,84,27,6360716
"38280 Illo   (Sastamala )",187,36224,32967,57,109,21,6773846
"38300 Kiikka   (Sastamala )",857,36951,30624,267,482,108,31666692
"38360 Kiikoinen   (Sastamala )",554,33803,29050,196,292,66,18727002
"38420 Häijää   (Sastamala )",444,43639,40907,92,254,98,19375841
"38460 Mouhijärvi Keskus   (Sastamala )",782,37596,32475,227,432,123,29400418
"38470 Hyynilä   (Sastamala )",113,36338,35402,32,71,10,4106178
"38490 Haukijärvi   (Hämeenkyrö )",35,35331,33365,9,23,3,1236575
"38510 Suodenniemi   (Sastamala )",585,35002,29630,191,315,79,20476116
"38600 Lavia Keskus   (Pori )",741,33958,27872,261,385,95,25162745
"38650 Yli-Putto   (Pori )",74,31866,28134,26,41,7,2358047
"38670 Kalliala-Haunia   (Pori )",87,35001,26939,33,42,12,3045046
"38680 Tuunajärvi   (Pomarkku )",50,34790,28786,18,25,7,1739475
"38700 Kankaanpää Keskus   (Kankaanpää )",3097,36028,27565,996,1700,401,111579191
"38710 Myllymäki   (Kankaanpää )",1201,28109,23771,495,618,88,33758616
"38720 Vihteljärvi   (Kankaanpää )",201,36005,28341,77,94,30,7236965
"38740 Hapuoja   (Kankaanpää )",186,37038,35922,48,113,25,6889105
"38750 Veneskoski   (Kankaanpää )",115,40918,36341,27,70,18,4705523
"38760 Venesjärvi   (Kankaanpää )",139,43547,39505,31,88,20,6053052
"38770 Lohikko   (Kankaanpää )",165,41283,40402,36,113,16,6811630
"38800 Jämijärvi Keskus   (Jämijärvi )",758,34513,29061,254,433,71,26160533
"38840 Niinisalo   (Kankaanpää )",411,34463,30476,122,240,49,14164477
"38860 Suurimaa   (Jämijärvi )",84,36262,33783,31,45,8,3046029
"38910 Ala-Honkajoki   (Kankaanpää )",239,37854,33805,76,133,30,9047186
"38920 Vatajankoski   (Honkajoki )",106,35952,33393,30,66,10,3810932
"38950 Honkajoki Keskus   (Honkajoki )",636,33907,28471,234,340,62,21564614
"38970 Lauhala   (Honkajoki )",122,36565,27969,44,63,15,4460872
"39100 Hämeenkyrö Keskus   (Hämeenkyrö )",1622,36867,31305,417,960,245,59798789
"39110 Simuna   (Hämeenkyrö )",95,45674,35991,23,52,20,4339071
"39130 Sasi   (Hämeenkyrö )",285,47443,43615,48,179,58,13521265
"39150 Pinsiö   (Hämeenkyrö )",320,49082,47019,55,193,72,15706320
"39160 Julkujärvi   (Ylöjärvi )",1251,49722,48729,147,851,253,62202118
"39170 Jumesniemi   (Hämeenkyrö )",66,47871,42465,12,39,15,3159484
"39180 Herttuala   (Hämeenkyrö )",39,41028,39564,10,22,7,1600093
"39195 Kaipio   (Hämeenkyrö )",60,43226,40051,16,32,12,2593560
"39200 Kyröskoski   (Hämeenkyrö )",2326,36398,32130,568,1432,326,84662394
"39230 Osara   (Hämeenkyrö )",91,49048,36085,21,55,15,4463375
"39290 Vesajärvi   (Hämeenkyrö )",73,40801,36486,15,44,14,2978458
"39310 Viljakkala Keskus   (Ylöjärvi )",451,36347,31973,135,264,52,16392501
"39340 Karhe   (Ylöjärvi )",123,43952,39488,33,67,23,5406109
"39360 Komi   (Ylöjärvi )",107,39833,36156,26,59,22,4262087
"39380 Lavajärvi   (Hämeenkyrö )",67,41969,42782,14,42,11,2811924
"39410 Luhalahti   (Ikaalinen )",150,39189,33799,35,88,27,5878327
"39430 Röyhiö   (Ikaalinen )",78,38384,34411,18,44,16,2993980
"39450 Sisättö   (Ikaalinen )",69,30594,25693,24,39,6,2110996
"39500 Ikaalinen Keskus   (Ikaalinen )",2436,32523,27636,758,1418,260,79226120
"39530 Kilvakkala   (Ikaalinen )",427,38300,34306,118,262,47,16354143
"39580 Riitiala   (Ikaalinen )",177,35068,32527,50,111,16,6207112
"39590 Tevaniemi   (Ikaalinen )",103,37957,32882,29,60,14,3909562
"39610 Kovelahti   (Ikaalinen )",93,40025,35576,24,56,13,3722310
"39620 Kovesjoki   (Parkano )",83,39312,37524,22,46,15,3262901
"39660 Lapinneva   (Parkano )",121,36756,30808,42,64,15,4447504
"39700 Parkano Keskus   (Parkano )",2733,34194,28961,830,1617,286,93451058
"39750 Vatajanjärvi   (Parkano )",158,37292,30802,55,85,18,5892125
"39770 Aureskoski   (Parkano )",38,34066,27007,12,22,4,1294520
"39780 Alaskylä   (Parkano )",89,38910,35609,22,57,10,3462993
"39810 Linnankylä   (Kihniö )",147,36321,34242,44,87,16,5339155
"39820 Kihniö Keskus   (Kihniö )",738,34602,29329,265,392,81,25536324
"39880 Kihniö Asemanseutu   (Kihniö )",64,32193,27044,23,35,6,2060344
"39920 Suomijärvi   (Karvia )",78,33414,27058,31,38,9,2606313
"39930 Karvia Keskus   (Karvia )",583,29365,23505,237,304,42,17119730
"39940 Kantti   (Karvia )",123,33401,28327,48,58,17,4108309
"39960 Sarvela   (Karvia )",194,37373,30434,71,100,23,7250409
"39965 Karviankylä   (Karvia )",75,37557,32970,21,47,7,2816739
"39980 Sara   (Karvia )",81,32905,28795,33,40,8,2665340
"39990 Alkkia   (Karvia )",53,32784,26021,21,28,4,1737548
"40100 Jyväskylä Keskus   (Jyväskylä )",8779,29813,23498,3267,4342,1170,261725097
"40200 Mannila-Taulumäki   (Jyväskylä )",2019,36026,27762,610,1022,387,72737473
"40250 Ritoniemi-Lohikoski   (Jyväskylä )",2811,41357,35491,538,1725,548,116255276
"40270 Pappilanrinne-Pappilanvuori   (Jyväskylä )",4829,42091,36713,935,3023,871,203258128
"40320 Seppälän Teollisuusalue   (Jyväskylä )",2762,32242,26933,800,1655,307,89051531
"40340 Huhtasuo   (Jyväskylä )",3540,25652,22013,1555,1820,165,90807602
"40400 Halssila   (Jyväskylä )",2004,37085,31926,471,1246,287,74317886
"40420 Jyskä   (Jyväskylä )",2241,38858,33426,478,1398,365,87080635
"40500 Keljo-Ristonmaa   (Jyväskylä )",1680,33767,27566,588,840,252,56728232
"40520 Kuokkala-Ristikivi   (Jyväskylä )",8069,35190,28369,2656,4145,1268,283947438
"40530 Keljonkangas   (Jyväskylä )",2267,44733,42080,410,1360,497,101410113
"40600 Mattilanpelto   (Jyväskylä )",1164,34880,26604,413,540,211,40600400
"40620 Keskussairaala-alue-Kukkumäki   (Jyväskylä )",231,25817,23184,85,130,16,5963745
"40630 Kypärämäki   (Jyväskylä )",1810,38815,31973,466,1016,328,70255775
"40640 Keltinmäki   (Jyväskylä )",3367,31272,25408,1263,1758,346,105292651
"40660 Länsi-Palokka   (Jyväskylä )",265,47893,45333,44,162,59,12691676
"40700 Mäki-Matti   (Jyväskylä )",3236,27172,21499,1383,1547,306,87927881
"40720 Nisula   (Jyväskylä )",1631,31393,24557,542,845,244,51202361
"40740 Kortepohja   (Jyväskylä )",4216,26825,20968,1979,1867,370,113092130
"40800 Vaajakoski   (Jyväskylä )",3759,38169,32367,907,2306,546,143475422
"40820 Vuoritsalo   (Jyväskylä )",474,31696,27302,152,276,46,15023730
"40900 Säynätsalo   (Jyväskylä )",1535,40211,35061,328,924,283,61723294
"40930 Kinkomaa   (Muurame )",517,46733,43672,62,348,107,24161089
"40950 Muurame Keskus   (Muurame )",3299,46206,39751,583,2019,697,152434755
"41120 Puuppola   (Jyväskylä )",634,52401,51725,94,387,153,33222237
"41140 Kuikka   (Jyväskylä )",218,46901,45147,29,156,33,10224523
"41160 Tikkakoski   (Jyväskylä )",2043,39768,36591,447,1285,311,81245169
"41180 Vehniä   (Laukaa )",290,42806,41100,61,194,35,12413648
"41210 Jokihaara   (Uurainen )",156,45083,41909,27,103,26,7032962
"41220 Höytiä   (Uurainen )",132,37781,34124,46,67,19,4987113
"41230 Uurainen Keskus   (Uurainen )",728,36400,31468,218,435,75,26499167
"41240 Kyynämöinen   (Uurainen )",107,40091,32741,29,64,14,4289690
"41260 Hoikankylä   (Saarijärvi )",61,38170,35995,15,43,3,2328352
"41270 Lannevesi   (Saarijärvi )",230,36677,32487,68,134,28,8435632
"41290 Kangashäkki   (Uurainen )",247,47019,45946,49,162,36,11613756
"41310 Leppävesi   (Laukaa )",1101,46887,44628,138,769,194,51622866
"41325 Laukkavirta   (Laukaa )",123,50858,38951,25,72,26,6255587
"41330 Vihtavuori   (Laukaa )",1068,40620,36042,220,715,133,43382230
"41340 Laukaa Keskus   (Laukaa )",2467,38181,32665,631,1489,347,94192456
"41350 Laukaa Asemanseutu   (Laukaa )",299,40840,37149,67,193,39,12211295
"41360 Valkola   (Laukaa )",183,43117,41008,34,119,30,7890354
"41370 Kuusa   (Laukaa )",411,44532,42693,89,247,75,18302837
"41390 Äijälä   (Laukaa )",179,40203,38006,37,119,23,7196311
"41400 Lievestuore   (Laukaa )",1535,36529,32519,396,977,162,56071686
"41410 Kankainen   (Toivakka )",78,38414,36391,17,52,9,2996285
"41440 Ruuhimäki   (Toivakka )",107,38150,32940,30,57,20,4082040
"41450 Leppälahti   (Jyväskylä )",275,44076,42828,39,187,49,12120839
"41490 Niemisjärvi   (Hankasalmi )",360,34720,31826,123,199,38,12499047
"41500 Hankasalmi Asemanseutu   (Hankasalmi )",732,31679,26397,272,398,62,23189185
"41520 Hankasalmi Keskus   (Hankasalmi )",934,33338,28000,323,520,91,31138158
"41530 Veneranta   (Hankasalmi )",76,38325,29557,19,49,8,2912734
"41540 Ristimäki   (Hankasalmi )",116,36054,32905,34,69,13,4182241
"41550 Hannula   (Hankasalmi )",75,30975,26046,31,38,6,2323136
"41560 Säkinmäki   (Hankasalmi )",79,32288,27415,28,43,8,2550733
"41580 Sauvamäki   (Hankasalmi )",117,35355,31150,39,65,13,4136542
"41630 Oravasaari   (Jyväskylä )",154,41179,38076,31,104,19,6341630
"41660 Toivakka Keskus   (Toivakka )",859,37412,31449,233,519,107,32136787
"41710 Rutalahti-Kivisuo   (Jyväskylä )",132,35671,31301,36,79,17,4708619
"41730 Kivisuo   (Joutsa )",17,..,..,..,..,..,..
"41750 Havumäki   (Joutsa )",46,34888,30074,18,20,8,1604868
"41770 Leivonmäki   (Joutsa )",347,28976,24314,146,177,24,10054821
"41800 Korpilahti Keskus   (Jyväskylä )",1708,36717,30788,534,911,263,62712840
"41820 Saakoski   (Jyväskylä )",136,40616,36772,28,87,21,5523795
"41840 Moksi   (Jyväskylä )",47,33851,30630,12,29,6,1591007
"41860 Rannila   (Jyväskylä )",96,47513,46615,12,60,24,4561206
"41870 Putkilahti   (Jyväskylä )",85,33141,26558,29,45,11,2816999
"41880 Oittila   (Jyväskylä )",57,41008,34026,19,28,10,2337478
"41900 Petäjävesi Keskus   (Petäjävesi )",1246,35078,29681,409,680,157,43707286
"41920 Kintaus   (Petäjävesi )",231,39907,37162,53,146,32,9218412
"41925 Ylä-Kintaus   (Petäjävesi )",68,38775,34149,20,44,4,2636700
"41930 Kuohu   (Jyväskylä )",331,43866,41925,66,208,57,14519642
"41940 Vesanka   (Jyväskylä )",520,45815,43341,74,352,94,23823847
"41970 Huttula   (Keuruu )",23,..,..,..,..,..,..
"41980 Kuivasmäki   (Petäjävesi )",78,40016,33616,24,37,17,3121247
"42100 Jämsä Keskus   (Jämsä )",5254,35694,30159,1471,2991,792,187536300
"42140 Juokslahti   (Jämsä )",132,43084,39091,29,71,32,5687049
"42220 Kaipola   (Jämsä )",516,35872,34122,139,301,76,18509706
"42300 Jämsänkoski Keskus   (Jämsä )",2805,34180,30192,802,1634,369,95873973
"42330 Haavisto   (Jämsä )",165,48844,49677,15,104,46,8059235
"42440 Koskenpää   (Jämsä )",335,33088,28607,121,168,46,11084342
"42520 Asunta   (Keuruu )",79,36940,31709,23,47,9,2918278
"42560 Pohjoisjärvi   (Keuruu )",15,..,..,..,..,..,..
"42600 Multia Keskus-Väätäiskylä   (Multia )",687,34518,26889,242,373,72,23713552
"42660 Sahrajärvi   (Multia )",54,34649,29171,20,29,5,1871031
"42700 Keuruu Keskus   (Keuruu )",4067,33825,27924,1168,2457,442,137566150
"42720 Valkealahti   (Keuruu )",12,..,..,..,..,..,..
"42800 Haapamäki   (Keuruu )",600,31330,27298,203,350,47,18797852
"42820 Riiho   (Keuruu )",35,66494,41372,8,20,7,2327304
"42830 Ylä-Kolkki   (Mänttä-Vilppula )",25,..,..,..,..,..,..
"42840 Kolkki   (Mänttä-Vilppula )",61,34384,29831,22,34,5,2097408
"42850 Pohjaslahti   (Mänttä-Vilppula )",77,35368,30741,17,43,17,2723303
"42870 Kotala   (Virrat )",202,35106,30379,61,117,24,7091483
"42910 Pihlajavesi   (Keuruu )",157,33641,28174,55,87,15,5281660
"42930 Katajamäki   (Keuruu )",51,33349,28707,14,35,2,1700801
"43100 Saarijärvi Keskus   (Saarijärvi )",3204,32353,27346,1090,1780,334,103658225
"43130 Tarvaala   (Saarijärvi )",169,38586,37141,43,101,25,6521105
"43170 Häkkilä   (Saarijärvi )",132,30782,25085,55,65,12,4063195
"43220 Mahlu   (Saarijärvi )",213,38658,28567,74,116,23,8234253
"43240 Lehtola   (Saarijärvi )",76,36358,33699,27,40,9,2763202
"43250 Kolkanlahti   (Saarijärvi )",145,36964,34514,44,78,23,5359815
"43270 Kalmari   (Saarijärvi )",231,35086,27195,85,124,22,8104841
"43300 Kannonkoski Keskus   (Kannonkoski )",594,31766,26280,231,310,53,18868860
"43340 Kannonjärvi   (Kannonkoski )",77,30240,23955,40,32,5,2328464
"43390 Lokakylä   (Kivijärvi )",34,36592,31142,10,19,5,1244134
"43420 Kukko   (Saarijärvi )",29,..,..,..,..,..,..
"43430 Väätäiskylä   (Multia )",18,..,..,..,..,..,..
"43440 Pylkönmäki Keskus   (Saarijärvi )",269,27746,22104,130,127,12,7463802
"43480 Pääjärvi   (Saarijärvi )",66,32248,25581,27,35,4,2128365
"43490 Kangasaho   (Karstula )",74,39537,29754,23,42,9,2925729
"43500 Karstula Keskus   (Karstula )",1408,33956,30039,430,845,133,47809939
"43520 Kiminki   (Karstula )",108,30988,25735,47,55,6,3346724
"43540 Rantakylä-Pirttilahti   (Karstula )",62,37203,34418,18,37,7,2306579
"43560 Vahanka   (Karstula )",84,38306,29775,26,51,7,3217699
"43610 Aho   (Karstula )",47,34030,32349,12,30,5,1599393
"43640 Humppi   (Karstula )",64,38597,31195,21,36,7,2470184
"43660 Vastinki   (Karstula )",114,34985,29873,41,56,17,3988320
"43700 Kyyjärvi Keskus   (Kyyjärvi )",561,35044,28984,181,328,52,19659779
"43720 Kumpulainen   (Kyyjärvi )",58,30531,25991,27,26,5,1770824
"43800 Kivijärvi Keskus-Sompala   (Kivijärvi )",485,32082,27256,176,271,38,15559573
"43840 Sompala   (Kivijärvi )",17,..,..,..,..,..,..
"43900 Kinnula Keskus   (Kinnula )",591,35412,30308,192,340,59,20928730
"43940 Muhola-Saarensalmi   (Kinnula )",107,31523,27388,47,58,2,3372958
"43960 Saarensalmi   (Kinnula )",36,30391,26843,13,22,1,1094082
"44100 Äänekoski Keskus   (Äänekoski )",2320,31202,24887,792,1261,267,72389343
"44120 Mämmensalmi-Mustaniemi   (Äänekoski )",1102,40902,37935,177,741,184,45074081
"44150 Likolahti-Karhunlähde   (Äänekoski )",1653,33540,28609,550,905,198,55441272
"44160 Huutomäki   (Äänekoski )",190,45622,42342,35,121,34,8668247
"44170 Hietama   (Äänekoski )",206,44221,41029,37,126,43,9109502
"44190 Parantala   (Äänekoski )",105,41853,38037,20,66,19,4394531
"44200 Suolahti Keskus   (Äänekoski )",2386,31284,26618,797,1380,209,74643950
"44220 Sörkänmäki   (Äänekoski )",187,41812,36405,42,118,27,7818880
"44250 Äänekoivisto   (Äänekoski )",205,43963,43717,40,132,33,9012431
"44260 Vihijärvi   (Äänekoski )",117,43225,40432,28,67,22,5057286
"44280 Sumiainen Keskus   (Äänekoski )",432,33521,29048,153,217,62,14481073
"44300 Konnevesi Keskus   (Konnevesi )",873,34138,28898,282,487,104,29802852
"44320 Sirkkamäki   (Konnevesi )",54,41781,33453,13,33,8,2256186
"44330 Hytölä   (Konnevesi )",123,39280,33988,30,78,15,4831408
"44350 Istunmäki   (Konnevesi )",174,34020,28842,63,92,19,5919487
"44370 Mäntymäki   (Konnevesi )",86,34686,27759,34,41,11,2982964
"44400 Konginkangas Keskus   (Äänekoski )",338,32478,28698,106,201,31,10977458
"44420 Liimattala   (Äänekoski )",141,43091,40012,34,85,22,6075855
"44440 Räihä   (Äänekoski )",54,35068,31700,12,40,2,1893687
"44460 Kalaniemi   (Äänekoski )",70,38616,31459,19,40,11,2703139
"44480 Niinilahti   (Viitasaari )",81,35250,29461,22,43,16,2855281
"44500 Viitasaari Keskus   (Viitasaari )",2289,31469,26597,769,1340,180,72031977
"44530 Ilmolahti   (Viitasaari )",76,43062,35195,20,46,10,3272732
"44580 Huopanankoski   (Viitasaari )",98,33240,29984,35,55,8,3257531
"44590 Vuorilahti   (Viitasaari )",40,32961,28105,12,26,2,1318449
"44610 Kärnä   (Viitasaari )",76,40709,34525,20,44,12,3093906
"44630 Kumpumäki   (Viitasaari )",102,31167,24149,42,50,10,3179026
"44640 Kymönkoski   (Viitasaari )",172,37220,32948,51,92,29,6401863
"44670 Suovanlahti   (Viitasaari )",79,38600,33869,23,45,11,3049426
"44680 Lahnanen   (Viitasaari )",31,33207,31361,8,21,2,1029402
"44730 Löytänä   (Viitasaari )",48,34915,26663,14,28,6,1675908
"44740 Keitelepohja-Kotvala   (Viitasaari )",88,36683,29773,30,46,12,3228128
"44760 Keihärinkoski   (Viitasaari )",153,34976,27700,61,78,14,5351355
"44770 Valkeisjärvi   (Viitasaari )",10,..,..,..,..,..,..
"44790 Kotvala   (Viitasaari )",25,..,..,..,..,..,..
"44800 Pihtipudas Keskus   (Pihtipudas )",1267,30491,24945,480,692,95,38632615
"44860 Alvajärvi   (Pihtipudas )",109,37414,32240,26,72,11,4078100
"44880 Muurasjärvi   (Pihtipudas )",257,34733,30362,101,137,19,8926424
"44910 Elämäjärvi   (Pihtipudas )",110,33237,27455,38,63,9,3656059
"44920 Peninki   (Pihtipudas )",90,33002,29917,35,47,8,2970159
"44950 Kärväsjärvi   (Pihtipudas )",81,37563,32977,30,41,10,3042625
"44970 Korppinen   (Pihtipudas )",83,33065,28713,23,52,8,2744430
"45100 Kouvola Keskus   (Kouvola )",5400,33226,26238,1575,3022,803,179419330
"45120 Kotkankallio-Vahteranmäki   (Kouvola )",1763,44236,41206,234,1100,429,77987914
"45130 Korjala-Kaunisnurmi   (Kouvola )",1079,29285,23182,391,566,122,31598276
"45150 Kankaronmäki-Eskolanmäki   (Kouvola )",2597,32794,27945,839,1403,355,85166542
"45160 Lehtomäki   (Kouvola )",2904,31096,25174,1059,1529,316,90301566
"45200 Tornionmäki   (Kouvola )",3543,31028,25616,1127,1972,444,109931929
"45330 Harju   (Kouvola )",139,44131,41260,21,91,27,6134184
"45360 Kukkuramäki   (Kouvola )",1668,41834,37943,282,1069,317,69778598
"45370 Valkeala kk   (Kouvola )",1160,40873,36673,246,708,206,47412630
"45410 Utti   (Kouvola )",372,41599,38615,73,235,64,15474804
"45460 Savero   (Kouvola )",82,35431,29612,22,55,5,2905380
"45610 Koria   (Kouvola )",2347,38882,33808,537,1435,375,91256805
"45700 Kuusankoski Keskus   (Kouvola )",5057,32902,26929,1383,2980,694,166386115
"45720 Kotiharju-Ruhjonmäki   (Kouvola )",1320,40028,37904,292,760,268,52837163
"45740 Maunuksela   (Iitti )",1306,38452,36112,268,832,206,50217850
