"Postal code area","Households, total, 2015 (TR)","Average income of households, 2015 (TR)","Median income of households, 2015 (TR)","Households belonging to the lowest income category, 2015 (TR)","Households belonging to the middle income category, 2015 (TR)","Households belonging to the highest income category, 2015 (TR)","Accumulated purchasing power of households, 2015 (TR)"
"79690 Kaitainen   (Joroinen )",85,37318,32123,28,46,11,3172066
"79700 Heinävesi Keskus   (Heinävesi )",1251,34136,25614,430,697,124,42703673
"79810 Karvion kanava   (Heinävesi )",123,32443,25285,37,73,13,3990462
"79820 Varistaipale   (Heinävesi )",52,34258,33618,12,33,7,1781441
"79830 Palokki   (Heinävesi )",32,33742,24602,15,16,1,1079737
"79850 Uusi-Valamo   (Heinävesi )",.,.,.,.,.,.,.
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",95,28836,23480,36,50,9,2739414
"79885 Etelä-Petruma   (Heinävesi )",37,29454,28300,13,24,0,1089783
"79895 Sarvikumpu   (Heinävesi )",64,29953,24748,21,39,4,1917017
"79910 Kerma   (Heinävesi )",122,41594,31686,27,80,15,5074479
"79940 Vihtari-Poikiinaho   (Heinävesi )",81,31898,30390,32,41,8,2583721
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",5831,28770,21948,2351,2905,575,167755682
"80110 Joensuu Keskus Eteläinen   (Joensuu )",3022,29326,21998,1207,1448,367,88624679
"80130 Kanervala   (Kontiolahti )",1091,41003,34049,344,528,219,44734549
"80140 Noljakka   (Joensuu )",4117,34144,26312,1536,2077,504,140572602
"80160 Rantakylä-Latola   (Joensuu )",5461,29493,24902,2067,3001,393,161058754
"80170 Utra   (Joensuu )",1837,35571,29760,573,1040,224,65344493
"80200 Niinivaara   (Joensuu )",2570,29973,23688,916,1353,301,77029354
"80210 Sairaala-alue   (Joensuu )",.,.,.,.,.,.,.
"80220 Penttilä   (Joensuu )",1776,32735,25094,692,838,246,58137572
"80230 Hukanhauta   (Joensuu )",2436,39292,35175,468,1557,411,95716413
"80260 Kettuvaara   (Joensuu )",2222,35752,31098,551,1397,274,79441133
"80330 Reijola   (Joensuu )",1046,40821,35973,227,657,162,42698669
"80400 Ylämylly   (Liperi )",2305,39237,36185,476,1527,302,90442258
"80510 Onttola-Kunnasniemi   (Kontiolahti )",496,50445,44937,70,307,119,25020738
"80710 Lehmo   (Kontiolahti )",2233,43229,40779,336,1538,359,96530078
"80770 Kontiolahti as   (Kontiolahti )",273,45228,39798,51,187,35,12347313
"80780 Kontioniemi   (Kontiolahti )",147,44936,42717,21,103,23,6605573
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",38,28412,25239,13,21,4,1079666
"80850 Paihola   (Kontiolahti )",241,35659,33515,66,145,30,8593858
"80910 Kulho   (Kontiolahti )",590,46238,44831,102,367,121,27280308
"81100 Kontiolahti   (Kontiolahti )",1370,35134,30422,400,812,158,48133815
"81120 Katajaranta   (Kontiolahti )",162,41145,39100,39,101,22,6665433
"81160 Romppala-Riihikangas   (Kontiolahti )",121,30747,25460,46,66,9,3720438
"81200 Eno Keskus   (Joensuu )",1492,31294,25402,555,783,154,46690889
"81210 Louhioja   (Joensuu )",120,35553,33627,34,78,8,4266390
"81220 Jakokoski   (Kontiolahti )",264,45004,44397,39,174,51,11881074
"81230 Mönni   (Kontiolahti )",76,37493,33810,14,47,15,2849451
"81235 Lehtoi   (Kontiolahti )",108,43295,46175,21,70,17,4675911
"81260 Ahveninen   (Joensuu )",83,42839,36073,24,39,20,3555614
"81270 Paukkaja   (Joensuu )",53,38089,36280,16,29,8,2018729
"81280 Uimaharju   (Joensuu )",919,31894,28867,278,539,102,29310367
"81290 Ukkola   (Joensuu )",122,29478,26872,49,63,10,3596276
"81295 Haapalahti   (Joensuu )",77,34746,29453,21,43,13,2675407
"81320 Kuismavaara   (Joensuu )",18,..,..,..,..,..,..
"81330 Luhtapohja   (Joensuu )",48,33069,28938,16,26,6,1587304
"81350 Tokrajärvi   (Ilomantsi )",77,29089,21320,39,31,7,2239866
"81360 Sarvinki   (Joensuu )",59,30498,26041,24,29,6,1799366
"81390 Revonkylä   (Joensuu )",37,37338,30755,15,18,4,1381494
"81420 Tyrjänsaari   (Ilomantsi )",40,32548,25977,14,22,4,1301936
"81430 Kivilahti   (Ilomantsi )",47,26329,22761,18,23,6,1237461
"81450 Huhus-Käenkoski   (Ilomantsi )",54,26265,24848,23,30,1,1418291
"81460 Käenkoski   (Ilomantsi )",18,..,..,..,..,..,..
"81470 Naarva   (Ilomantsi )",26,..,..,..,..,..,..
"81560 Vuonisjärvi   (Lieksa )",87,33675,32099,26,50,11,2929712
"81570 Kelvä   (Lieksa )",60,27370,23522,26,29,5,1642221
"81590 Vuonislahti   (Lieksa )",81,32052,27720,25,49,7,2596225
"81650 Hattuvaara   (Lieksa )",92,28989,24448,39,48,5,2666988
"81660 Lehmikylä   (Lieksa )",6,..,..,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",3197,29084,23864,1181,1778,238,92981378
"81720 Mähkö-Timitra   (Lieksa )",1556,30280,25485,567,842,147,47116365
"81750 Pankakoski   (Lieksa )",482,32119,28438,125,313,44,15481404
"81810 Jamali   (Lieksa )",151,35679,31329,38,89,24,5387531
"81820 Kylänlahti   (Lieksa )",173,32042,29096,54,100,19,5543221
"81850 Mätäsvaara   (Lieksa )",86,25510,24619,37,46,3,2193847
"81860 Viekijärvi   (Lieksa )",199,28666,23140,98,83,18,5704594
"81950 Pankajärvi   (Lieksa )",42,37928,34970,9,27,6,1592961
"81970 Jongunjoki-Pankajärvi   (Lieksa )",98,28915,25306,43,46,9,2833621
"82110 Heinävaara   (Joensuu )",431,39228,36208,113,265,53,16907354
"82120 Keskijärvi   (Joensuu )",99,35851,32987,26,64,9,3549276
"82140 Kiihtelysvaara Keskus   (Joensuu )",451,32649,26321,160,249,42,14724726
"82160 Oskola   (Joensuu )",34,40293,27627,7,23,4,1369956
"82170 Uskali   (Joensuu )",27,..,..,..,..,..,..
"82180 Huhtilampi   (Joensuu )",43,31795,26338,17,21,5,1367202
"82200 Hammaslahti   (Joensuu )",1404,34881,30450,455,811,138,48972441
"82210 Suhmura   (Joensuu )",192,46933,42799,38,124,30,9011056
"82220 Niittylahti   (Joensuu )",747,45383,45669,111,517,119,33900977
"82290 Nieminen   (Rääkkylä )",218,32533,27870,85,104,29,7092194
"82300 Rääkkylä Keskus   (Rääkkylä )",539,27655,23125,241,258,40,14906265
"82310 Oravisalo-Varpasalo   (Rääkkylä )",144,33222,27201,55,67,22,4783969
"82335 Rasivaara   (Rääkkylä )",330,31368,26538,140,169,21,10351381
"82350 Tikkala   (Tohmajärvi )",157,38904,36689,36,98,23,6107909
"82360 Onkamo   (Tohmajärvi )",191,36627,31820,57,115,19,6995730
"82380 Tolosenmäki   (Kitee )",209,37231,33449,65,108,36,7781310
"82395 Haarajärvi   (Kitee )",68,39016,34503,15,44,9,2653118
"82430 Puhos-Leinovaara   (Kitee )",425,35142,29475,139,239,47,14935372
"82460 Hummovaara   (Kitee )",49,33724,30095,15,28,6,1652462
"82490 Heinoniemi   (Kitee )",68,30595,27672,23,39,6,2080491
"82500 Kitee Keskus   (Kitee )",3204,31133,25940,1179,1718,307,99749234
"82510 Kiteenlahti   (Kitee )",116,36888,32490,35,69,12,4278952
"82580 Juurikka   (Kitee )",169,36472,31076,61,89,19,6163819
"82590 Närsäkkälä   (Kitee )",64,33076,28429,23,35,6,2116844
"82600 Tohmajärvi Keskus   (Tohmajärvi )",1483,31685,26664,538,795,150,46989272
"82655 Värtsilä Keskus   (Tohmajärvi )",169,29505,24860,77,78,14,4986342
"82660 Uusi-Värtsilä   (Tohmajärvi )",109,29748,26970,46,59,4,3242520
"82670 Kaurila   (Tohmajärvi )",56,28819,24667,20,32,4,1613857
"82675 Niirala-Jänisjoki   (Tohmajärvi )",56,31151,27755,24,28,4,1744432
"82685 Littilä   (Tohmajärvi )",85,39715,36462,25,48,12,3375806
"82710 Kovero   (Joensuu )",229,35315,26598,75,129,25,8087140
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",450,28657,22675,179,240,31,12895581
"82750 Öllölä   (Joensuu )",63,27130,23877,29,30,4,1709159
"82760 Hoilola   (Joensuu )",54,32193,24774,19,27,8,1738444
"82770 Kaustajärvi   (Tohmajärvi )",17,..,..,..,..,..,..
"82815 Marjovaara   (Joensuu )",75,33947,30402,22,46,7,2546011
"82820 Maukkula   (Ilomantsi )",117,39054,33561,31,71,15,4569365
"82830 Haukivaara   (Ilomantsi )",47,30451,29181,16,30,1,1431186
"82840 Pirttiaho   (Joensuu )",22,..,..,..,..,..,..
"82850 Kinnasniemi   (Joensuu )",42,26903,23871,18,21,3,1129926
"82865 Kokinvaara-Mannervaara   (Joensuu )",20,..,..,..,..,..,..
"82870 Luutalahti   (Joensuu )",19,..,..,..,..,..,..
"82880 Mannervaara   (Joensuu )",14,..,..,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",2096,30403,25530,743,1166,187,63723902
"82915 Sonkaja   (Ilomantsi )",97,36816,33329,25,57,15,3571181
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",66,30007,26209,28,35,3,1980443
"82967 Hattu   (Ilomantsi )",48,28640,25060,19,26,3,1374740
"82980 Möhkö   (Ilomantsi )",42,31320,28892,10,30,2,1315427
"83100 Liperi Keskus   (Liperi )",1285,32038,25789,468,687,130,41169356
"83130 Salokylä   (Liperi )",156,41895,41063,26,105,25,6535682
"83140 Puromäki   (Liperi )",48,37536,36634,15,25,8,1801744
"83150 Roukalahti   (Liperi )",98,35972,34621,35,51,12,3525239
"83160 Tutjunniemi   (Liperi )",72,34706,30713,28,32,12,2498801
"83320 Risti-Juojärvi   (Liperi )",38,32296,28740,14,18,6,1227244
"83330 Kaatamo   (Liperi )",106,33935,29251,42,51,13,3597089
"83340 Kaarnalampi   (Liperi )",41,30344,27068,16,21,4,1244123
"83400 Viinijärvi   (Liperi )",732,31695,27921,263,399,70,23200436
"83430 Käsämä   (Liperi )",237,43550,42816,42,158,37,10321309
"83450 Vaivio   (Liperi )",137,46914,44034,25,85,27,6427224
"83460 Harinjärvi   (Liperi )",121,48302,45581,17,74,30,5844544
"83480 Ahonkylä   (Liperi )",88,33437,27284,31,48,9,2942486
"83500 Outokumpu Keskus   (Outokumpu )",3195,30103,25529,1218,1740,237,96179167
"83550 Kokonvaara   (Outokumpu )",74,35127,34092,14,55,5,2599426
"83630 Kuusjärvi   (Outokumpu )",193,34693,31307,40,133,20,6695817
"83660 Varislahti   (Outokumpu )",131,38923,32615,32,81,18,5098889
"83700 Polvijärvi Keskus   (Polvijärvi )",1320,29323,24846,565,647,108,38706876
"83720 Kuorevaara   (Polvijärvi )",124,38387,32769,39,71,14,4759991
"83750 Sotkuma   (Polvijärvi )",202,46464,43858,30,132,40,9385800
"83760 Sola   (Polvijärvi )",37,33610,31442,14,21,2,1243567
"83780 Horsmanaho   (Polvijärvi )",103,35400,33058,31,60,12,3646176
"83825 Kinahmo   (Polvijärvi )",145,32823,26312,53,80,12,4759314
"83830 Hukkala   (Polvijärvi )",63,28928,24158,27,34,2,1822437
"83835 Ruvaslahti   (Polvijärvi )",104,34156,25635,48,45,11,3552250
"83840 Saarivaara   (Polvijärvi )",28,..,..,..,..,..,..
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",81,28724,23788,37,39,5,2326664
"83870 Polvela-Timovaara   (Juuka )",107,29984,27054,43,57,7,3208270
"83880 Kajoo   (Juuka )",83,29956,27103,40,39,4,2486309
"83900 Juuka Keskus   (Juuka )",1931,29985,25138,760,1018,153,57901943
"83910 Paalasmaa   (Juuka )",41,28449,27594,14,25,2,1166429
"83915 Vihtasuo   (Juuka )",3,..,..,..,..,..,..
"83940 Nunnanlahti   (Juuka )",181,30373,25975,68,101,12,5497443
"83950 Ahmovaara   (Juuka )",244,31018,26724,105,112,27,7568285
"83960 Koli   (Lieksa )",135,29530,24949,60,62,13,3986506
"83985 Tuopanjoki   (Juuka )",1,..,..,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",6082,36476,30973,1625,3734,723,221847917
"84460 Tuomiperä   (Ylivieska )",91,35329,29672,27,53,11,3214895
"84540 Vähäkangas   (Ylivieska )",210,42088,42008,46,130,34,8838522
"84650 Kantokylä   (Ylivieska )",93,36255,35384,17,66,10,3371669
"84770 Isokoski   (Ylivieska )",45,33278,28424,15,27,3,1497530
"84880 Raudaskylä   (Ylivieska )",265,39065,35475,57,181,27,10352107
"85100 Kalajoki Keskus   (Kalajoki )",3141,39363,34040,715,1933,493,123640499
"85120 Metsä   (Kalajoki )",94,41671,36087,33,50,11,3917088
"85140 Tynkä   (Kalajoki )",311,42609,39217,80,188,43,13251384
"85150 Typpö   (Kalajoki )",123,40577,27955,31,75,17,4990918
"85160 Rautio   (Kalajoki )",244,38665,30505,73,146,25,9434267
"85180 Rahja   (Kalajoki )",190,40573,35833,46,124,20,7708876
"85200 Alavieska Keskus   (Alavieska )",925,35499,29661,308,520,97,32836846
"85210 Kähtävä   (Alavieska )",98,42414,42010,23,61,14,4156577
"85230 Talus   (Alavieska )",112,40289,27857,50,52,10,4512349
"85310 Sievi Asemanseutu   (Sievi )",207,54024,32558,61,124,22,11182957
"85320 Markkula   (Sievi )",122,33749,28269,49,63,10,4117381
"85340 Jyrinki   (Sievi )",204,45547,43853,63,116,25,9291637
"85410 Sievi Keskus   (Sievi )",817,42918,30570,268,464,85,35063673
"85430 Koivisto   (Sievi )",225,42724,38920,59,135,31,9612907
"85450 Joenkylä   (Sievi )",84,42023,38721,31,45,8,3529935
"85470 Kiiskilampi   (Sievi )",183,40946,37426,61,102,20,7493182
"85500 Nivala Keskus   (Nivala )",3168,36012,31052,936,1900,332,114086387
"85540 Mönkö   (Nivala )",185,43253,37889,55,109,21,8001752
"85560 Ainastalo   (Nivala )",189,36034,32844,62,115,12,6810400
"85580 Karvoskylä   (Nivala )",296,35684,32036,81,189,26,10562352
"85620 Sarja   (Nivala )",111,39181,33449,29,73,9,4349056
"85630 Sarjanahde   (Nivala )",172,43388,40226,50,109,13,7462652
"85640 Maliskylä   (Nivala )",221,37331,33343,72,126,23,8250148
"85660 Ruuskankylä   (Nivala )",61,41809,36642,21,33,7,2550335
"85710 Parkkila   (Haapajärvi )",142,36039,33377,45,91,6,5117564
"85730 Tulppo   (Haapajärvi )",55,38149,32841,17,31,7,2098175
"85800 Haapajärvi Keskus   (Haapajärvi )",2594,34461,28998,856,1482,256,89392556
"85820 Oksava   (Haapajärvi )",348,37287,33786,108,211,29,12975715
"85840 Kuona   (Haapajärvi )",104,38825,35296,31,65,8,4037748
"85900 Reisjärvi Keskus   (Reisjärvi )",895,34911,29434,290,527,78,31245644
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",72,42110,33854,15,45,12,3031917
"85940 Räisälänmäki   (Reisjärvi )",87,44211,40148,22,51,14,3846342
"85980 Köyhänperä   (Reisjärvi )",132,40881,35526,41,79,12,5396341
"86100 Pyhäjoki Keskus   (Pyhäjoki )",863,37203,33183,221,509,133,32106342
"86110 Parhalahti   (Pyhäjoki )",150,44641,43269,27,89,34,6696223
"86160 Pirttikoski   (Pyhäjoki )",141,40090,35508,36,80,25,5652652
"86170 Yppäri   (Pyhäjoki )",209,43122,41742,51,127,31,9012588
"86210 Petäjäskoski   (Oulainen )",63,41191,35252,20,40,3,2595039
"86220 Merijärvi Keskus   (Merijärvi )",302,35306,31679,114,166,22,10662452
"86230 Ylipää   (Merijärvi )",70,32341,30968,28,37,5,2263891
"86240 Pyhänkoski   (Merijärvi )",85,38963,34661,18,54,13,3311875
"86300 Oulainen Keskus   (Oulainen )",3113,36050,29965,907,1871,335,112222564
"86350 Kilpua   (Oulainen )",58,36941,31233,17,34,7,2142563
"86360 Ilveskorpi   (Raahe )",91,41606,40776,19,55,17,3786155
"86400 Vihanti Keskus   (Raahe )",821,33040,28641,251,483,87,27126137
"86440 Lampinsaari   (Raahe )",127,30922,27850,45,73,9,3927119
"86460 Alpua   (Raahe )",169,35130,29423,44,107,18,5936953
"86470 Lumimetsä   (Raahe )",76,38638,36154,20,47,9,2936501
"86480 Karhukangas   (Haapavesi )",22,..,..,..,..,..,..
"86510 Matkaniva   (Oulainen )",125,37195,36642,35,73,17,4649357
"86530 Annonen   (Oulainen )",80,35636,31954,26,42,12,2850906
"86550 Mieluskylä   (Haapavesi )",132,41004,36913,38,83,11,5412537
"86600 Haapavesi Keskus   (Haapavesi )",2375,35426,30167,718,1409,248,84137230
"86650 Kytökylä-Joutenniva   (Haapavesi )",196,38960,32115,56,120,20,7636122
"86680 Vatjusjärvi   (Haapavesi )",193,39039,36242,43,125,25,7534445
"86690 Karsikas   (Haapavesi )",89,32845,27086,33,45,11,2923191
"86710 Kärsämäki Keskus   (Kärsämäki )",1136,35688,28233,417,615,104,40541095
"86790 Venetpalo   (Kärsämäki )",6,..,..,..,..,..,..
"86800 Pyhäsalmi   (Pyhäjärvi )",2121,32969,27631,701,1169,251,69926966
"86810 Pellikkaperä   (Pyhäjärvi )",69,37925,32067,18,42,9,2616846
"86850 Hiidenniemi   (Pyhäjärvi )",105,34605,27511,37,57,11,3633576
"86870 Vesikoski   (Pyhäjärvi )",124,34419,30965,41,69,14,4267927
"86900 Pyhäkumpu   (Pyhäjärvi )",236,38698,37145,56,134,46,9132647
"86980 Väliaho   (Pyhäjärvi )",31,39222,27743,10,14,7,1215889
"87100 Kajaani Keskus   (Kajaani )",3958,26606,20904,1473,2141,344,105307704
"87150 Purola   (Kajaani )",1078,37803,32315,288,663,127,40751919
"87200 Teppana   (Kajaani )",2101,35896,31107,482,1308,311,75417703
"87250 Kättö-Kätönlahti   (Kajaani )",1885,38573,36129,427,1199,259,72709830
"87300 Palokangas   (Kajaani )",671,27938,23843,252,363,56,18746064
"87400 Petäisenniska   (Kajaani )",889,34277,32097,201,593,95,30472233
"87500 Lehtikangas   (Kajaani )",2754,38165,32887,630,1817,307,105106883
"87700 Lohtaja-Kettu   (Kajaani )",2079,31964,27815,784,1107,188,66453156
"87800 Vuoreslahti   (Kajaani )",393,42779,40887,69,252,72,16812075
"87830 Nakertaja   (Kajaani )",620,39342,39588,145,405,70,24391971
"87850 Paltaniemi   (Kajaani )",180,49806,45844,40,99,41,8965066
"87900 Karankalahti   (Kajaani )",201,42017,41190,37,132,32,8445452
"87910 Linnantaus   (Kajaani )",192,45771,45942,30,126,36,8788113
"87930 Salmijärvi   (Kajaani )",107,39631,37630,21,72,14,4240490
"87950 Kuluntalahti   (Kajaani )",316,49230,47271,50,200,66,15556549
"87970 Jormua   (Kajaani )",186,42913,41067,26,132,28,7981766
"88120 Tuhkakylä   (Sotkamo )",45,30588,26401,14,29,2,1376461
"88200 Otanmäki-Kytökoski   (Kajaani )",532,30462,27873,164,333,35,16205838
"88270 Vuolijoki Keskus   (Kajaani )",442,35639,29434,127,269,46,15752362
"88300 Paltamo Keskus   (Paltamo )",1188,31375,26113,425,665,98,37273975
"88310 Melalahti   (Paltamo )",104,33456,29953,36,61,7,3479401
"88340 Manamansalo   (Vaala )",52,32706,27214,17,28,7,1700734
"88350 Kivesjärvi   (Paltamo )",49,32525,31531,15,30,4,1593734
"88380 Mieslahti   (Paltamo )",105,35086,33045,33,63,9,3683984
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",626,33719,27762,215,343,68,21107791
"88440 Jokikylä   (Ristijärvi )",33,34985,30220,6,22,5,1154521
"88460 Hiisijärvi   (Ristijärvi )",21,..,..,..,..,..,..
"88470 Kontiomäki   (Paltamo )",265,31355,28424,78,169,18,8308952
"88490 Pohjavaara   (Sotkamo )",103,42551,36552,21,68,14,4382764
"88530 Paakki   (Sotkamo )",46,36241,29137,12,31,3,1667106
"88600 Sotkamo Keskus   (Sotkamo )",3196,35344,29698,925,1886,385,112960830
"88610 Vuokatti   (Sotkamo )",1151,39201,35013,262,703,186,45120810
"88615 Vuokatin Urheiluopisto   (Sotkamo )",.,.,.,.,.,.,.
"88620 Korholanmäki   (Sotkamo )",190,45799,41929,31,123,36,8701860
"88640 Ontojoki   (Sotkamo )",41,35363,31063,10,27,4,1449888
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",76,40148,32381,19,47,10,3051256
"88690 Maanselkä   (Sotkamo )",27,..,..,..,..,..,..
"88730 Ylä-Vieksi   (Kuhmo )",71,31060,28835,27,39,5,2205277
"88740 Härmänkylä-Iivantiira   (Kuhmo )",43,32565,27851,15,24,4,1400280
"88760 Iivantiira   (Kuhmo )",74,34170,30195,29,40,5,2528564
"88820 Katerma   (Kuhmo )",4,..,..,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",4128,31924,27117,1459,2331,338,131783145
"88930 Lentiira-Kuumu   (Kuhmo )",160,31864,26113,55,92,13,5098294
"88940 Kuumu   (Kuhmo )",12,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",29,..,..,..,..,..,..
"89140 Kotila-Törmänmäki   (Puolanka )",36,37049,26650,12,19,5,1333780
"89200 Puolanka Keskus   (Puolanka )",1216,30675,26595,436,681,99,37300637
"89210 Puokiovaara   (Puolanka )",25,..,..,..,..,..,..
"89320 Joukokylä   (Puolanka )",61,29589,22355,33,23,5,1804918
"89330 Suolijärvi   (Puolanka )",34,32089,27163,9,24,1,1091038
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",1099,31105,26505,414,597,88,34184281
"89430 Hoikka   (Hyrynsalmi )",20,..,..,..,..,..,..
"89440 Sakara   (Suomussalmi )",41,34424,32856,16,22,3,1411365
"89540 Moisiovaara   (Hyrynsalmi )",102,28516,26329,46,53,3,2908673
"89560 Karhuvaara   (Hyrynsalmi )",38,29477,25530,13,23,2,1120114
"89600 Ämmänsaari   (Suomussalmi )",2765,31949,27035,881,1624,260,88338479
"89610 Jumaliskylä   (Suomussalmi )",27,..,..,..,..,..,..
"89640 Pesiökylä   (Suomussalmi )",56,33831,31315,16,35,5,1894545
"89660 Takalo   (Suomussalmi )",54,26337,23366,24,27,3,1422214
"89670 Näljänkä   (Suomussalmi )",118,29451,22993,60,51,7,3475186
"89680 Vaaranniva   (Suomussalmi )",53,27297,20012,33,16,4,1446739
"89730 Ahjola   (Suomussalmi )",15,..,..,..,..,..,..
"89740 Kianta   (Suomussalmi )",25,..,..,..,..,..,..
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",49,30074,25101,23,25,1,1473645
"89770 Peranka   (Suomussalmi )",22,..,..,..,..,..,..
"89780 Kaikkonen   (Suomussalmi )",31,33384,28633,12,16,3,1034899
"89800 Suomussalmi Keskus   (Suomussalmi )",706,34813,28980,226,404,76,24578038
"89830 Ala-Vuokki   (Suomussalmi )",30,28989,24170,13,15,2,869665
"89840 Ylä-Vuokki   (Suomussalmi )",41,26019,22426,18,23,0,1066796
"89920 Ruhtinansalmi   (Suomussalmi )",186,30968,26264,71,105,10,5760101
"90100 Oulu Keskus   (Oulu )",5468,30464,22657,2016,2596,856,166577553
"90120 Heinäpää   (Oulu )",4510,26934,22127,1625,2412,473,121470534
"90130 Raksila   (Oulu )",3839,30358,24111,1328,1959,552,116545240
"90140 Karjasilta   (Oulu )",1770,36059,26385,465,985,320,63824215
"90150 Höyhtyä   (Oulu )",3123,34292,28206,917,1752,454,107092591
"90220 Kontinkangas   (Oulu )",446,23222,17523,233,184,29,10357066
"90230 Värttö-Maikkula   (Oulu )",3776,47562,33069,875,1927,974,179592986
"90240 Iinatti   (Oulu )",2975,41751,35054,614,1702,659,124207927
"90250 Kaukovainio   (Oulu )",3936,26506,21772,1699,1934,303,104328315
"90310 Madekoski   (Oulu )",1034,80839,43940,165,627,242,83587058
"90400 Äimärautio   (Oulu )",681,29143,23643,241,340,100,19846647
"90410 Kaakkuri   (Oulu )",1762,48731,42099,304,994,464,85864761
"90420 Metsokangas   (Oulu )",3927,44226,38739,838,2368,721,173677397
"90440 Kempele Keskus   (Kempele )",3978,40483,35275,809,2557,612,161040944
"90450 Honkanen   (Kempele )",2670,49751,46664,345,1761,564,132834755
"90460 Oulunsalo Keskus   (Oulu )",3223,45925,41767,554,2051,618,148016616
"90470 Varjakka   (Oulu )",402,55929,45495,63,270,69,22483373
"90480 Hailuoto   (Hailuoto )",493,36805,31738,114,308,71,18144906
"90500 Tuira   (Oulu )",5499,25837,20088,2426,2604,469,142076468
"90510 Hietasaari   (Oulu )",950,37563,31527,229,484,237,35684830
"90520 Taskila-Toppila   (Oulu )",2844,29360,23074,1286,1217,341,83501090
"90530 Välivainio   (Oulu )",3580,28063,22689,1439,1770,371,100465124
"90540 Kuivasjärvi   (Oulu )",3876,52034,49140,436,2434,1006,201683308
"90550 Pyykösjärvi-Puolivälikangas   (Oulu )",2334,33609,27152,768,1241,325,78444526
"90560 Koskela-Oulu   (Oulu )",1623,32454,26864,509,892,222,52672034
"90570 Kaijonharju-Linnanmaa   (Oulu )",4105,26033,20378,2136,1592,377,106864165
"90580 Rajakylä   (Oulu )",2233,33566,28675,819,1111,303,74953686
"90590 Teknologiakylä   (Oulu )",1,..,..,..,..,..,..
"90620 Rusko-Heikinharju   (Oulu )",229,44427,37327,53,134,42,10173892
"90630 Korvensuora   (Oulu )",2716,45795,43860,357,1768,591,124380013
"90650 Haapalehto   (Oulu )",4781,45530,36094,930,2807,1044,217679036
"90660 Sanginsuu   (Oulu )",267,50462,44680,33,155,79,13473355
"90670 Hiukkavaara   (Oulu )",426,45291,41208,53,279,94,19293849
"90800 Pateniemi   (Oulu )",3372,45163,40324,560,2079,733,152290044
"90810 Kiviniemi   (Oulu )",1141,60842,44411,161,692,288,69420452
"90820 Kello   (Oulu )",1205,45537,43489,235,739,231,54871988
"90830 Haukipudas Keskus   (Oulu )",3427,39950,35520,792,2127,508,136908323
"90840 Haukipudas Asemanseutu   (Oulu )",657,44997,43176,146,399,112,29563171
"90850 Martinniemi   (Oulu )",898,38699,37097,217,579,102,34751971
"90860 Halosenniemi   (Oulu )",201,42058,40639,46,114,41,8453718
"90900 Kiiminki Keskus   (Oulu )",2469,43470,40495,441,1636,392,107326433
"90910 Kontio   (Oulu )",497,55745,52112,81,309,107,27705494
"90940 Jääli   (Oulu )",1988,47087,42196,294,1273,421,93609595
"91100 Ii Keskus   (Ii )",2529,39717,35892,629,1576,324,100444196
"91110 Ii Asemanseutu   (Ii )",312,44090,40078,72,186,54,13756173
"91140 Olhava   (Ii )",188,34753,29175,59,103,26,6533530
"91150 Yli-Olhava   (Ii )",81,29434,26238,36,39,6,2384146
"91200 Yli-Ii Keskus   (Oulu )",512,37613,32588,161,297,54,19257836
"91210 Jakkukylä   (Oulu )",150,42864,38532,41,92,17,6429600
"91240 Tannila   (Oulu )",90,34037,25951,34,47,9,3063317
"91260 Pahkakoski-Räinä   (Oulu )",63,33574,31729,19,38,6,2115150
"91300 Ylikiiminki Keskus   (Oulu )",1276,38894,35171,392,732,152,49628364
"91310 Arkala   (Oulu )",88,39139,39210,23,50,15,3444237
"91410 Jokirinne   (Muhos )",322,47977,47904,62,200,60,15448517
"91430 Leppiniemi   (Muhos )",56,38098,29770,20,26,10,2133487
"91500 Muhos Keskus   (Muhos )",2961,38477,33885,786,1796,379,113930762
"91510 Rova   (Muhos )",182,48719,46599,26,113,43,8866875
"91560 Kylmälänkylä   (Muhos )",52,30868,29647,28,19,5,1605147
"91600 Utajärvi Keskus   (Utajärvi )",928,35176,29071,285,560,83,32643057
"91620 Sanginkylä   (Utajärvi )",75,36031,34156,21,51,3,2702294
"91630 Juorkuna   (Utajärvi )",56,30202,25985,20,32,4,1691293
"91640 Särkijärvi   (Utajärvi )",52,37030,32601,9,33,10,1925547
"91660 Ahmas   (Utajärvi )",135,34788,29810,47,77,11,4696362
