"Postal code area","Free-time residences, 2015 (RA)","Buildings, total, 2015 (RA)","Other buildings, 2015 (RA)","Residential buildings, 2015 (RA)","Dwellings, 2015 (RA)","Average floor area, 2015 (RA)","Dwellings in small houses, 2015 (RA)","Dwellings in blocks of flats, 2015 (RA)"
"08100 Lohja Keskus   (Lohja )",435,1540,264,1276,4822,72.0,1487,3335
"08150 Keskilohja   (Lohja )",1,1673,190,1483,2315,93.5,1755,560
"08200 Ojamo   (Lohja )",2,350,70,280,2143,69.9,714,1429
"08350 Routio   (Lohja )",274,507,33,474,1347,80.3,569,778
"08360 Kisakallio   (Lohja )",8,14,12,2,0,0.0,0,0
"08450 Hormajärvi   (Lohja )",215,156,31,125,140,107.0,116,24
"08480 Karstu   (Lohja )",76,137,11,126,123,116.0,123,0
"08500 Ventelä-Millola   (Lohja )",613,2158,295,1863,2881,95.3,2400,481
"08680 Muijala   (Lohja )",102,581,64,517,744,108.7,618,126
"08700 Virkkala   (Lohja )",126,2258,216,2042,3562,89.4,2444,1118
"08800 Kirkniemi   (Lohja )",775,723,101,622,719,108.0,656,63
"09120 Karjalohja   (Lohja )",1406,777,132,645,629,99.6,615,14
"09220 Sammatti   (Lohja )",1128,830,106,724,774,102.3,772,2
"09430 Saukkola   (Lohja )",387,810,98,712,784,101.1,783,1
"09520 Millola   (Lohja )",90,75,4,71,66,104.2,66,0
"09630 Koisjärvi   (Lohja )",314,277,34,243,221,110.1,221,0
"09810 Nummi-Oinola   (Lohja )",303,523,53,470,518,90.9,513,5
"09930 Leppäkorpi   (Lohja )",177,197,21,176,153,107.3,153,0
"10120 Tähtelä   (Inkoo )",81,356,48,308,283,120.8,283,0
"10140 Päivölä   (Inkoo )",62,163,21,142,128,121.8,128,0
"10160 Degerby   (Inkoo )",562,499,91,408,378,131.1,377,1
"10210 Inkoo Keskus   (Inkoo )",546,1150,226,924,1461,96.1,1144,317
"10230 Inkoo Asemanseutu   (Inkoo )",53,220,40,180,162,117.5,161,1
"10250 Fagervik   (Inkoo )",127,130,32,98,80,101.7,79,1
"10270 Barösund   (Inkoo )",757,216,100,116,85,109.7,85,0
"10300 Karjaa Keskus   (Raasepori )",321,2521,332,2189,3927,86.6,2206,1721
"10320 Bäljars   (Raasepori )",0,455,89,366,711,82.1,446,265
"10330 Pinjainen   (Raasepori )",10,265,34,231,330,82.3,295,35
"10350 Meltolan sairaala-alue   (Raasepori )",2,17,8,9,72,48.7,33,39
"10360 Mustio   (Raasepori )",409,724,105,619,643,99.9,627,16
"10380 Kaunislahti   (Raasepori )",19,73,11,62,53,108.4,52,1
"10410 Åminnefors   (Raasepori )",49,185,34,151,260,71.4,162,98
"10420 Pohjankuru   (Raasepori )",315,719,110,609,1060,79.2,714,346
"10440 Bollsta   (Raasepori )",23,169,28,141,187,84.4,187,0
"10470 Fiskari   (Raasepori )",30,248,33,215,311,84.9,241,70
"10480 Antskog   (Raasepori )",109,98,14,84,84,76.9,62,22
"10520 Tenhola Kirkonkylä   (Raasepori )",582,875,112,763,818,105.9,804,14
"10570 Bromarv   (Raasepori )",913,402,76,326,291,96.3,287,4
"10600 Tammisaari Keskus   (Raasepori )",2686,2103,563,1540,3279,81.7,1589,1690
"10620 Tammisaari   (Raasepori )",32,787,58,729,924,96.5,763,161
"10640 Dragsvik   (Raasepori )",7,310,10,300,441,100.7,334,107
"10650 Flyet   (Raasepori )",5,703,43,660,1509,86.3,677,832
"10660 Trollböle   (Raasepori )",46,338,44,294,469,90.2,286,183
"10680 Skogby   (Raasepori )",41,174,87,87,120,84.6,104,16
"10710 Snappertuna   (Raasepori )",763,253,47,206,199,107.4,199,0
"10820 Lappohja   (Hanko )",399,360,114,246,408,81.3,258,150
"10900 Hanko Keskus   (Hanko )",537,1530,373,1157,3137,73.5,1181,1956
"10940 Hangonkylä   (Hanko )",17,1036,75,961,1092,98.8,1061,31
"10960 Hanko Pohjoinen   (Hanko )",14,914,181,733,1014,89.8,953,61
"11100 Riihimäki Keskus   (Riihimäki )",4,959,219,740,4507,62.2,801,3706
"11120 Pohjois-Riihimäki   (Riihimäki )",14,1937,163,1774,3602,81.3,2160,1442
"11130 Peltosaari-Patastenmäki   (Riihimäki )",24,2131,176,1955,4863,80.9,2339,2524
"11310 Taka-Kasarmi   (Riihimäki )",1,267,39,228,374,88.2,234,140
"11710 Herajoki   (Riihimäki )",355,1114,237,877,1486,90.3,1114,372
"11910 Lasi-Kumela   (Janakkala )",10,693,66,627,1243,83.3,821,422
"12100 Oitti   (Hausjärvi )",385,1051,164,887,1366,88.3,1196,170
"12130 Mommila   (Hausjärvi )",128,201,20,181,180,93.8,164,16
"12170 Hietoinen   (Hausjärvi )",95,141,11,130,109,124.5,109,0
"12210 Hausjärvi kk   (Hausjärvi )",18,141,31,110,109,107.3,109,0
"12240 Hikiä   (Hausjärvi )",102,706,91,615,741,100.4,679,62
"12310 Ryttylä   (Hausjärvi )",41,700,82,618,904,86.6,792,112
"12350 Turkhauta   (Hausjärvi )",46,255,34,221,217,109.9,214,3
"12380 Leppäkoski   (Janakkala )",38,258,31,227,256,91.8,226,30
"12400 Tervakoski   (Janakkala )",265,1513,177,1336,2430,86.2,1612,818
"12450 Vähikkälä   (Janakkala )",374,144,13,131,121,106.3,121,0
"12520 Kormu   (Loppi )",20,196,17,179,182,111.1,182,0
"12540 Launonen   (Loppi )",183,633,67,566,644,104.6,626,18
"12600 Läyliäinen   (Loppi )",634,911,116,795,886,102.2,845,41
"12630 Sajaniemi   (Loppi )",217,167,17,150,137,106.8,137,0
"12640 Joentaka   (Loppi )",45,168,25,143,140,119.9,140,0
"12700 Loppi kk   (Loppi )",385,829,138,691,1268,85.8,950,318
"12750 Pilpala   (Loppi )",1017,358,36,322,299,104.3,298,1
"12820 Räyskälä   (Loppi )",232,44,13,31,29,85.1,29,0
"12920 Topeno   (Loppi )",320,221,37,184,177,99.1,173,4
"12950 Vojakkala-Eerolankulma   (Loppi )",260,136,22,114,114,92.0,114,0
"13100 Hämeenlinna Keskus   (Hämeenlinna )",2,1473,192,1281,7139,67.6,1693,5446
"13110 Kantola   (Hämeenlinna )",84,155,107,48,117,61.4,85,32
"13130 Kauriala   (Hämeenlinna )",0,1151,245,906,4153,63.8,1134,3019
"13200 Keinusaari   (Hämeenlinna )",0,76,37,39,1023,55.3,6,1017
"13210 Hätilä   (Hämeenlinna )",43,1650,87,1563,4664,75.9,2082,2582
"13220 Sairio   (Hämeenlinna )",0,563,43,520,929,83.5,608,321
"13250 Katuma   (Hämeenlinna )",3,76,13,63,720,61.1,116,604
"13270 Ruununmylly   (Hämeenlinna )",149,525,22,503,645,112.9,605,40
"13300 Käikälä   (Hämeenlinna )",9,856,55,801,1158,97.9,1158,0
"13330 Harviala   (Janakkala )",45,340,40,300,316,113.6,316,0
"13430 Hattelmala   (Hämeenlinna )",52,503,78,425,477,107.1,472,5
"13500 Jukola   (Hattula )",604,2718,181,2537,5646,86.5,3945,1701
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",0,6,6,0,0,0.0,0,0
"13600 Ojoinen   (Hämeenlinna )",6,739,64,675,2106,71.3,992,1114
"13700 Parolannummi   (Hattula )",116,201,27,174,218,102.0,167,51
"13720 Parola   (Hattula )",262,1633,255,1378,2220,90.6,1804,416
"13800 Katinala   (Hattula )",319,526,67,459,648,93.3,567,81
"13880 Rahkoila   (Hattula )",79,500,66,434,534,110.1,500,34
"13900 Pekola   (Hattula )",47,421,68,353,366,116.7,356,10
"14140 Jokimaa   (Janakkala )",235,122,13,109,105,102.9,105,0
"14200 Turenki   (Janakkala )",517,2775,411,2364,4702,84.9,3270,1432
"14240 Väli-Janakkala   (Janakkala )",265,470,59,411,424,108.4,409,15
"14300 Renko kk   (Hämeenlinna )",890,1115,164,951,1119,94.1,1076,43
"14330 Kaloinen   (Hämeenlinna )",0,7,1,6,11,82.5,11,0
"14370 Lukana   (Hämeenlinna )",20,64,3,61,55,95.2,55,0
"14430 Vuohiniemi   (Hattula )",298,78,24,54,44,87.3,44,0
"14450 Rimmilä   (Hämeenlinna )",249,79,9,70,60,87.7,60,0
"14500 Iittala   (Hämeenlinna )",795,1483,172,1311,1664,94.1,1424,240
"14530 Leteensuo   (Hattula )",69,139,18,121,112,108.4,111,1
"14610 Lepaa   (Hattula )",96,207,51,156,197,103.4,194,3
"14620 Tyrväntö   (Hattula )",238,120,24,96,91,97.6,90,1
"14680 Alvettula   (Hämeenlinna )",533,366,53,313,288,106.6,284,4
"14690 Torvoila   (Hämeenlinna )",413,127,18,109,99,95.6,99,0
"14700 Hauho kk   (Hämeenlinna )",1161,931,128,803,1145,87.3,986,159
"14770 Eteläinen   (Hämeenlinna )",136,425,37,388,402,107.4,401,1
"14810 Pohjoinen   (Hämeenlinna )",64,152,29,123,131,107.8,127,4
"14820 Syrjäntaka   (Hämeenlinna )",292,424,78,346,422,95.8,422,0
"14840 Sairiala   (Hämeenlinna )",111,143,16,127,121,102.8,106,15
"14870 Juttila   (Hämeenlinna )",354,151,23,128,121,100.9,121,0
"14930 Sappee   (Hämeenlinna )",519,103,17,86,72,94.8,72,0
"14960 Puutikkala   (Pälkäne )",364,73,16,57,54,83.4,54,0
"14980 Kuohijoki   (Pälkäne )",191,53,14,39,30,108.2,27,3
"15100 Lahti Asemanseutu   (Lahti )",0,584,118,466,4269,57.7,486,3783
"15110 Keski-Lahti   (Lahti )",0,192,82,110,3691,58.6,45,3646
"15140 Kartano-Paavola   (Lahti )",0,612,174,438,10640,58.5,280,10360
"15150 Möysä   (Lahti )",2,541,63,478,2919,60.5,501,2418
"15160 Kolava   (Lahti )",53,547,47,500,675,128.2,657,18
"15170 Tenava-Tonttila   (Lahti )",6,400,98,302,2309,67.0,343,1966
"15200 Kiveriö   (Lahti )",0,530,87,443,2234,59.6,408,1826
"15210 Kivistönmäki   (Lahti )",0,440,108,332,2787,56.9,274,2513
"15230 Kytölä   (Lahti )",344,1000,125,875,1224,100.6,987,237
"15240 Mukkula   (Lahti )",11,1043,99,944,4218,76.6,1224,2994
"15270 Kukkila   (Hollola )",122,646,48,598,671,119.9,664,7
"15300 Myllypohja-Koiskala   (Lahti )",27,1051,111,940,1918,85.0,1216,702
"15320 Ahtiala   (Lahti )",90,852,27,825,1155,106.4,952,203
"15340 Kunnas-Hiekkanummi   (Lahti )",43,1035,35,1000,1090,102.7,1088,2
"15460 Mäkelä   (Lahti )",399,342,50,292,263,116.5,263,0
"15500 Liipola   (Lahti )",1,323,39,284,3050,63.0,263,2787
"15520 Saksala   (Lahti )",0,270,131,139,1501,60.7,254,1247
"15540 Villähde   (Lahti )",131,1749,189,1560,1860,107.0,1736,124
"15550 Rakokivi   (Lahti )",1,850,157,693,1961,77.0,1018,943
"15560 Nastola kk   (Lahti )",405,1152,229,923,2331,81.6,1101,1230
"15580 Ruuhijärvi   (Lahti )",252,154,24,130,111,108.0,111,0
"15610 Laune-Nikkilä   (Lahti )",2,1783,126,1657,2477,89.4,2068,409
"15680 Renkomäki-Ämmälä   (Lahti )",2,1145,92,1053,1140,115.7,1136,4
"15700 Hennala-Jokimaa   (Hollola )",34,1536,253,1283,3572,77.2,1406,2166
"15800 Kärpänen   (Lahti )",5,633,153,480,2090,63.8,548,1542
"15810 Kasakkamäki   (Lahti )",0,409,22,387,600,89.7,496,104
"15820 Okeroinen   (Hollola )",18,453,43,410,413,117.2,409,4
"15830 Metsäkangas   (Lahti )",1,377,24,353,2280,69.5,373,1907
"15840 Riihelä   (Lahti )",0,398,7,391,955,81.1,664,291
"15850 Likolampi   (Lahti )",0,175,27,148,351,75.3,198,153
"15860 Kartano   (Hollola )",1,618,160,458,1930,75.7,640,1290
"15870 Salpakangas   (Hollola )",6,679,63,616,2275,78.1,1088,1187
"15880 Soramäki   (Hollola )",113,1406,157,1249,2247,96.5,1622,625
"15900 Jalkaranta   (Lahti )",4,401,28,373,833,114.5,587,246
"15950 Kiikkula   (Lahti )",8,544,35,509,2176,81.6,794,1382
"15980 Messilä   (Hollola )",42,24,21,3,..,..,..,..
"16100 Uusikylä   (Lahti )",299,648,77,571,705,93.4,594,111
"16160 Okkeri   (Lahti )",87,68,7,61,50,107.0,49,1
"16200 Artjärvi Keskus   (Orimattila )",193,401,62,339,411,93.0,385,26
"16230 Artjärvi Kirkonkylä   (Orimattila )",96,230,42,188,170,106.5,170,0
"16260 Hietana   (Orimattila )",47,126,13,113,99,114.1,99,0
"16270 Villikkala   (Orimattila )",39,90,7,83,72,100.7,72,0
"16280 Kuivanto   (Orimattila )",57,341,30,311,289,101.1,284,5
"16300 Orimattila Keskus   (Orimattila )",399,3632,453,3179,5630,86.3,3843,1787
"16310 Virenoja   (Orimattila )",43,279,24,255,245,117.5,245,0
"16320 Pennala   (Orimattila )",20,452,44,408,403,120.7,403,0
"16330 Heinämaa   (Orimattila )",33,198,22,176,155,106.6,155,0
"16350 Niinikoski   (Orimattila )",75,193,21,172,164,113.0,163,1
"16390 Pakaa   (Orimattila )",45,179,20,159,131,108.6,131,0
"16450 Mallusjoki   (Orimattila )",115,280,31,249,239,103.6,239,0
"16500 Herrala   (Hollola )",105,469,53,416,400,102.8,387,13
"16510 Luhtikylä   (Orimattila )",135,251,30,221,206,113.4,206,0
"16540 Mertie   (Kärkölä )",72,172,22,150,133,114.9,133,0
"16600 Järvelä   (Kärkölä )",113,1226,219,1007,1549,87.1,1379,170
"16610 Kärkölä kk   (Kärkölä )",92,396,49,347,338,112.6,338,0
"16630 Tennilä   (Hollola )",29,147,8,139,129,121.3,129,0
"16670 Lappila   (Kärkölä )",120,386,39,347,338,96.0,333,5
"16710 Hollola kk   (Hollola )",161,438,39,399,406,118.5,396,10
"16730 Kutajärvi   (Hollola )",286,472,45,427,435,115.0,433,2
"16790 Manskivi   (Hollola )",40,86,8,78,57,97.1,57,0
"16800 Hämeenkoski   (Hollola )",542,1067,138,929,1055,100.1,1029,26
"16900 Lammi kk   (Hämeenlinna )",1699,2245,366,1879,2728,90.3,2204,524
"16960 Iso-Evo   (Hämeenlinna )",76,111,6,105,95,98.2,95,0
"16970 Evo   (Hämeenlinna )",40,67,33,34,59,57.2,26,33
"16980 Ronni   (Hämeenlinna )",0,13,9,4,..,..,..,..
"17110 Sipilä   (Hollola )",35,472,28,444,472,117.6,472,0
"17120 Paimela   (Hollola )",389,296,22,274,250,120.9,249,1
"17130 Vesivehmaa   (Asikkala )",142,423,58,365,349,110.4,349,0
"17150 Urajärvi   (Asikkala )",730,234,43,191,177,110.9,177,0
"17200 Vääksy Keskus   (Asikkala )",968,1795,315,1480,3076,86.8,2066,1010
"17220 Pietilä   (Asikkala )",728,156,12,144,99,90.9,99,0
"17240 Kalkkinen   (Asikkala )",744,358,52,306,241,104.0,241,0
"17320 Asikkala   (Asikkala )",432,245,51,194,176,97.3,168,8
"17410 Viitaila   (Asikkala )",134,175,15,160,129,115.2,129,0
"17430 Kurhila   (Asikkala )",95,164,22,142,120,111.6,120,0
"17440 Vähimaa   (Asikkala )",6,38,2,36,33,115.8,33,0
"17450 Iso-Äiniö-Vähimaa   (Asikkala )",127,153,23,130,107,108.5,106,1
"17470 Maakeski   (Padasjoki )",225,167,17,150,136,107.5,136,0
"17500 Padasjoki Keskus   (Padasjoki )",913,841,167,674,1099,82.0,863,236
"17510 Nyystölä   (Padasjoki )",220,168,25,143,132,96.4,132,0
"17530 Arrakoski   (Padasjoki )",345,189,31,158,139,95.3,133,6
"17610 Auttoinen   (Padasjoki )",471,271,36,235,182,102.2,182,0
"17630 Vesijako   (Padasjoki )",235,96,11,85,65,93.2,65,0
"17710 Torittu   (Padasjoki )",189,69,14,55,37,117.9,37,0
"17740 Kasiniemi-Torittu   (Padasjoki )",201,67,10,57,33,100.7,33,0
"17780 Harmoinen   (Kuhmoinen )",310,77,16,61,45,111.3,45,0
"17800 Kuhmoinen Keskus   (Kuhmoinen )",1432,1015,190,825,1210,79.5,906,304
"17840 Harjunsalmi   (Kuhmoinen )",120,76,21,55,42,102.0,42,0
"17850 Pihlajakoski   (Kuhmoinen )",335,86,16,70,56,92.7,56,0
"17870 Ruolahti   (Kuhmoinen )",201,61,9,52,43,93.0,43,0
"17930 Päijälä   (Kuhmoinen )",346,101,17,84,59,103.3,59,0
"17950 Kylämä   (Kuhmoinen )",214,36,7,29,23,89.5,23,0
"17970 Puukkoinen   (Kuhmoinen )",100,37,4,33,18,126.2,18,0
"18100 Heinola Keskus   (Heinola )",344,1624,268,1356,4449,73.0,1756,2693
"18120 Reumasairaala-alue   (Heinola )",5,274,12,262,399,86.7,330,69
"18130 Tommola-Sahanniemi   (Heinola )",2,307,57,250,1290,64.0,330,960
"18150 Jyränkö   (Heinola )",9,506,17,489,1384,75.4,682,702
"18200 Kaakonlampi-Pyhätön   (Heinola )",5,480,88,392,1286,66.9,434,852
"18300 Heinola kk   (Heinola )",1734,1300,157,1143,1440,93.9,1246,194
"18600 Myllyoja   (Heinola )",226,417,67,350,380,103.5,359,21
"19110 Vierumäki taajama   (Heinola )",42,333,97,236,340,87.3,292,48
"19120 Vierumäki urheiluopisto   (Heinola )",87,223,156,67,117,90.0,105,12
"19160 Huutotöyry   (Iitti )",813,299,29,270,252,102.9,252,0
"19210 Lusi   (Heinola )",493,310,52,258,241,99.7,241,0
"19230 Onkiniemi   (Sysmä )",407,103,13,90,69,96.8,69,0
"19250 Syrjäkoski   (Heinola )",110,53,6,47,37,85.8,37,0
"19260 Paaso-Syrjäkoski   (Heinola )",262,122,24,98,74,97.2,73,1
"19310 Karilanmaa   (Sysmä )",151,65,4,61,47,98.2,47,0
"19320 Nikkaroinen   (Sysmä )",139,80,5,75,48,100.9,48,0
"19370 Nuoramoinen   (Sysmä )",421,309,24,285,226,100.4,226,0
"19410 Kuortti   (Pertunmaa )",501,275,52,223,282,87.7,282,0
"19420 Mansikkamäki   (Pertunmaa )",157,121,20,101,96,101.4,96,0
"19430 Pertunmaa Keskus   (Pertunmaa )",499,411,88,323,457,76.2,444,13
"19460 Ruorasmäki   (Pertunmaa )",308,100,19,81,69,92.4,69,0
"19470 Lihavanpää-Hartosenpää   (Pertunmaa )",136,118,17,101,97,97.3,95,2
"19480 Hartosenpää   (Pertunmaa )",116,52,2,50,44,90.2,44,0
"19510 Lepsala   (Hartola )",208,40,9,31,25,104.3,25,0
"19540 Koitti-Lepsala   (Hartola )",489,245,23,222,176,96.4,176,0
"19600 Hartola Keskus   (Hartola )",1086,1126,222,904,1439,79.4,1142,297
"19610 Murakka   (Hartola )",134,94,11,83,64,94.1,63,1
"19620 Pohela   (Hartola )",165,128,11,117,97,99.0,97,0
"19630 Kalhonkylä   (Hartola )",41,58,14,44,43,112.2,43,0
"19650 Joutsa Keskus   (Joutsa )",1766,1653,261,1392,2103,79.1,1737,366
"19670 Mieskonmäki   (Joutsa )",188,111,7,104,90,93.5,90,0
"19700 Sysmä Keskus   (Sysmä )",1869,1516,233,1283,1980,78.2,1545,435
"19730 Särkilampi   (Sysmä )",30,22,2,20,16,97.3,16,0
"19740 Liikola   (Sysmä )",500,126,15,111,74,93.6,74,0
"19770 Valittula   (Sysmä )",204,100,17,83,73,98.0,73,0
"19850 Putkijärvi-Siltasuo   (Hartola )",265,104,28,76,61,97.8,61,0
"19910 Tammijärvi   (Luhanka )",265,311,53,258,257,93.6,251,6
"19920 Pappinen   (Joutsa )",122,111,11,100,85,97.3,85,0
"19950 Luhanka   (Luhanka )",571,224,35,189,218,90.3,218,0
"20100 Turku Keskus   (Turku )",176,1543,511,1032,19636,57.9,2522,17114
"20200 Iso-Heikkilä   (Turku )",0,324,224,100,1553,50.4,146,1407
"20210 Pahaniemi   (Turku )",0,302,55,247,2425,66.7,268,2157
"20240 Pansio-Perno   (Turku )",0,630,157,473,2998,66.5,756,2242
"20250 Pitkämäki-Muhkuri   (Turku )",0,307,44,263,350,104.8,322,28
"20300 Pohjola-Kastu   (Turku )",3,1368,147,1221,3880,70.8,1720,2160
"20320 Kuninkoja-Mälikkälä   (Turku )",1,1743,264,1479,9364,72.6,2467,6897
"20360 Kärsämäki-Urusvuori-Halinen   (Turku )",6,1216,298,918,6687,66.1,933,5754
"20380 Räntämäki-Saramäki   (Turku )",10,1003,347,656,1281,85.2,1014,267
"20400 Moisio   (Turku )",3,971,41,930,1175,113.2,1175,0
"20460 Jäkärlä   (Turku )",8,799,38,761,1784,79.7,1023,761
"20500 Vesilinna   (Turku )",0,312,123,189,5127,49.7,363,4764
"20520 Kupittaa   (Turku )",0,355,200,155,2430,56.1,132,2298
"20540 Nummi-Ylioppilaskylä   (Turku )",17,2550,247,2303,10944,66.1,3654,7290
"20610 Varissuo   (Turku )",1,978,97,881,7115,68.9,1626,5489
"20660 Littoinen   (Kaarina )",23,2316,146,2170,2983,107.1,2675,308
"20700 Vartiovuori-Samppalinna   (Turku )",2,446,164,282,4327,56.6,302,4025
"20720 Vasaramäki   (Turku )",0,711,63,648,3616,64.6,993,2623
"20730 Skanssi   (Turku )",0,25,11,14,58,65.8,10,48
"20740 Ilpoinen-Harittu   (Turku )",6,1059,148,911,5200,71.5,1695,3505
"20750 Huhkola-Lauste-Vaala   (Turku )",0,533,89,444,2714,73.2,872,1842
"20760 Piispanristi   (Kaarina )",46,880,132,748,2116,86.7,1120,996
"20780 Kaarina Keskus   (Kaarina )",18,2409,360,2049,5967,84.9,3112,2855
"20800 Ammattikorkeakoulu   (Turku )",0,5,5,0,0,0.0,0,0
"20810 Martti-Korppolaismäki   (Turku )",0,1428,173,1255,10729,60.3,2150,8579
"20880 Uittamo   (Turku )",0,387,26,361,2409,75.8,527,1882
"20900 Moikoinen-Pikisaari   (Turku )",550,2152,154,1998,3610,112.6,3277,333
"20960 Kakskerta   (Turku )",1693,752,101,651,628,138.0,627,1
"21100 Naantali Keskus   (Naantali )",392,1641,391,1250,4113,77.5,1435,2678
"21110 Taimo-Nuhjala-Lietsala   (Naantali )",61,1696,160,1536,3395,97.6,2364,1031
"21120 Viherjäinen   (Raisio )",44,671,59,612,802,107.0,650,152
"21130 Poikko   (Naantali )",437,334,57,277,252,125.2,251,1
"21140 Rymättylä Keskus   (Naantali )",807,615,102,513,667,95.3,574,93
"21150 Röölä   (Naantali )",1170,266,53,213,163,108.0,161,2
"21160 Merimasku   (Naantali )",860,735,77,658,750,120.7,747,3
"21180 Livonsaari   (Naantali )",278,144,30,114,101,112.7,101,0
"21195 Velkua   (Naantali )",513,156,32,124,122,100.2,122,0
"21200 Raisio Keskus   (Raisio )",11,1924,366,1558,6927,73.2,2218,4709
"21210 Hakinmäki   (Raisio )",1,733,53,680,1208,95.5,813,395
"21220 Somersoja   (Raisio )",5,409,51,358,712,91.1,456,256
"21230 Lemu   (Masku )",211,747,70,677,748,113.7,748,0
"21240 Askainen Keskus   (Masku )",448,415,43,372,406,104.1,406,0
"21250 Masku   (Masku )",322,2620,391,2229,2754,116.1,2545,209
"21260 Ihala   (Raisio )",2,1077,80,997,1573,103.4,1260,313
"21270 Nousiainen   (Nousiainen )",344,2086,280,1806,2102,106.8,1933,169
"21280 Kuloinen   (Raisio )",3,732,58,674,1004,100.3,936,68
"21290 Rusko   (Rusko )",44,1564,213,1351,1661,116.7,1553,108
"21310 Vahto   (Rusko )",91,758,104,654,731,111.6,724,7
"21330 Paattinen   (Turku )",19,810,62,748,824,109.1,794,30
"21340 Tortinmäki   (Turku )",61,291,20,271,252,104.4,252,0
"21350 Ilmarinen   (Lieto )",8,725,29,696,739,115.4,739,0
"21360 Lieto Asemanseutu   (Lieto )",45,885,129,756,802,105.4,795,7
"21370 Aura kk.   (Aura )",30,288,31,257,296,100.5,296,0
"21380 Aura Keskus   (Aura )",80,1302,185,1117,1603,91.8,1531,72
"21410 Vanhalinna   (Lieto )",4,828,65,763,882,121.4,859,23
"21420 Lieto Keskus   (Lieto )",32,2332,366,1966,3573,94.9,2421,1152
"21430 Yliskulma   (Lieto )",31,383,45,338,340,113.8,332,8
"21450 Tarvasjoki Keskus   (Lieto )",111,974,209,765,870,104.1,830,40
"21480 Prunkila   (Marttila )",65,232,49,183,170,113.2,170,0
"21490 Marttila   (Marttila )",61,597,133,464,633,92.3,581,52
"21500 Piikkiö   (Kaarina )",449,2574,341,2233,3200,99.7,2526,674
"21510 Hevonpää   (Paimio )",67,252,38,214,213,119.4,213,0
"21520 Naskarla   (Paimio )",0,6,5,1,..,..,..,..
"21530 Paimio Keskus   (Paimio )",157,2482,283,2199,4345,92.3,2807,1538
"21540 Preitilä   (Paimio )",20,526,32,494,590,108.8,573,17
"21555 Taatila   (Paimio )",29,176,16,160,175,105.4,159,16
"21560 Ollila   (Marttila )",97,341,58,283,275,104.5,267,8
"21570 Sauvo Keskus   (Sauvo )",566,1178,123,1055,1296,102.9,1257,39
"21590 Karuna   (Sauvo )",821,301,28,273,253,113.4,253,0
"21600 Parainen Keskus   (Parainen )",1856,4299,862,3437,5517,94.3,3830,1687
"21610 Kirjala   (Parainen )",408,555,106,449,495,117.3,471,24
"21620 Kuusisto   (Kaarina )",235,803,83,720,859,124.5,859,0
"21630 Lielahti   (Parainen )",449,323,47,276,248,115.5,248,0
"21650 Lillandet   (Parainen )",1051,361,86,275,244,108.9,238,6
"21660 Nauvo Keskus   (Parainen )",851,511,130,381,499,91.2,462,37
"21670 Mattnäs-Nötö   (Parainen )",380,230,91,139,115,100.5,115,0
"21680 Nötö   (Parainen )",121,15,4,11,..,..,..,..
"21710 Korppoo Keskus-Utö   (Parainen )",1034,491,110,381,413,89.5,403,10
"21720 Korpoström   (Parainen )",148,32,9,23,17,101.4,17,0
"21740 Utö   (Parainen )",36,47,19,28,35,79.3,35,0
"21750 Norrskata   (Parainen )",631,135,54,81,71,82.1,71,0
"21760 Houtskär Keskus   (Parainen )",829,395,100,295,239,89.6,239,0
"21770 Mossala   (Parainen )",184,121,36,85,64,95.8,64,0
"21800 Kyrö   (Pöytyä )",74,1100,175,925,1208,97.2,1139,69
"21820 Kumila   (Pöytyä )",26,212,16,196,185,106.8,185,0
"21840 Karinainen   (Pöytyä )",16,164,17,147,135,136.0,135,0
"21860 Auvainen   (Pöytyä )",19,204,17,187,183,112.5,183,0
"21870 Riihikoski   (Pöytyä )",57,826,141,685,985,93.8,916,69
"21880 Pöytyä   (Pöytyä )",29,233,26,207,211,109.1,208,3
"21890 Haveri   (Pöytyä )",29,137,6,131,120,125.8,120,0
"21900 Yläne Keskus   (Pöytyä )",643,861,179,682,811,90.2,732,79
"21930 Uusikartano   (Pöytyä )",94,359,33,326,292,98.2,291,1
"22100 Maarianhamina   (Maarianhamina )",91,3229,650,2579,7044,81.0,2901,4143
"22120 Möckelö   (Jomala )",43,375,70,305,329,122.2,311,18
"22130 Gottby   (Jomala )",119,447,91,356,350,121.9,342,8
"22140 Önningby   (Jomala )",87,454,37,417,476,123.6,421,55
"22150 Jomala Centrum   (Jomala )",111,779,124,655,818,102.3,685,133
"22160 Järsö   (Lemland )",209,196,34,162,155,132.9,155,0
"22220 Emkarby   (Finström )",169,260,71,189,193,106.1,193,0
"22240 Hammarland   (Hammarland )",459,901,240,661,733,101.0,717,16
"22270 Storby   (Eckerö )",487,806,328,478,494,97.0,471,23
"22310 Pålsböle   (Finström )",117,353,91,262,249,109.2,249,0
