"Postal code area","Inhabitants, 2015 (PT)","Labour force, 2015 (PT)","Employed, 2015 (PT)","Unemployed, 2015 (PT)","Persons outside the labour force, 2015 (PT)","Children aged 0 to 14, 2015 (PT)","Students, 2015 (PT)","Pensioners, 2015 (PT)","Others, 2015 (PT)"
"07850 Heikinkylä   (Lapinjärvi )",311,144,125,19,167,47,15,97,8
"07870 Skinnarby   (Loviisa )",461,235,204,31,226,72,27,110,17
"07880 Liljendal Keskus   (Loviisa )",1031,481,432,49,550,163,62,302,23
"07890 Mickelspiltom   (Loviisa )",201,91,83,8,110,27,13,64,6
"07900 Loviisa Keskus   (Loviisa )",4119,1746,1461,285,2373,532,225,1482,134
"07910 Valko   (Loviisa )",1137,494,399,95,643,147,67,385,44
"07920 Etelä-Harju   (Loviisa )",1407,614,529,85,793,204,70,481,38
"07930 Pernaja Kirkonkylä   (Loviisa )",657,311,275,36,346,111,36,188,11
"07940 Määrlahti   (Loviisa )",989,440,331,109,549,112,54,345,38
"07945 Kuggom   (Loviisa )",492,239,214,25,253,90,22,127,14
"07955 Tesjoki   (Loviisa )",1220,570,498,72,650,211,70,335,34
"07960 Ahvenkoski   (Loviisa )",125,57,43,14,68,15,2,48,3
"07970 Ruotsinpyhtää Keskus   (Loviisa )",565,263,195,68,302,72,24,197,9
"07980 Kuninkaankylä   (Loviisa )",298,135,109,26,163,39,12,104,8
"07990 Ruotsinkylä-Koskisto   (Loviisa )",310,136,115,21,174,49,15,98,12
"08100 Lohja Keskus   (Lohja )",8062,3544,3019,525,4518,899,494,2939,186
"08150 Keskilohja   (Lohja )",5291,2706,2404,302,2585,1074,420,986,105
"08200 Ojamo   (Lohja )",3857,1771,1438,333,2086,664,286,1029,107
"08350 Routio   (Lohja )",2369,1198,985,213,1171,367,136,584,84
"08360 Kisakallio   (Lohja )",.,.,.,.,.,.,.,.,.
"08450 Hormajärvi   (Lohja )",303,121,104,17,182,43,19,106,14
"08480 Karstu   (Lohja )",272,133,125,8,139,57,17,57,8
"08500 Ventelä-Millola   (Lohja )",6549,3336,2934,402,3213,1307,420,1311,175
"08680 Muijala   (Lohja )",1818,1004,898,106,814,427,141,197,49
"08700 Virkkala   (Lohja )",7444,3580,3058,522,3864,1379,463,1857,165
"08800 Kirkniemi   (Lohja )",1633,844,744,100,789,325,117,301,46
"09120 Karjalohja   (Lohja )",1234,543,456,87,691,204,81,371,35
"09220 Sammatti   (Lohja )",1682,791,694,97,891,359,112,384,36
"09430 Saukkola   (Lohja )",1694,852,764,88,842,298,110,389,45
"09520 Millola   (Lohja )",117,61,53,8,56,10,4,37,5
"09630 Koisjärvi   (Lohja )",499,250,219,31,249,102,18,110,19
"09810 Nummi-Oinola   (Lohja )",983,459,402,57,524,159,61,279,25
"09930 Leppäkorpi   (Lohja )",308,125,111,14,183,48,19,109,7
"10120 Tähtelä   (Inkoo )",622,319,292,27,303,111,33,150,9
"10140 Päivölä   (Inkoo )",305,169,154,15,136,49,23,56,8
"10160 Degerby   (Inkoo )",904,468,431,37,436,197,63,159,17
"10210 Inkoo Keskus   (Inkoo )",2768,1241,1117,124,1527,482,160,813,72
"10230 Inkoo Asemanseutu   (Inkoo )",401,195,179,16,206,82,27,83,14
"10250 Fagervik   (Inkoo )",132,57,53,4,75,19,4,49,3
"10270 Barösund   (Inkoo )",141,62,58,4,79,18,9,44,8
"10300 Karjaa Keskus   (Raasepori )",7367,3438,3009,429,3929,1158,539,2031,201
"10320 Bäljars   (Raasepori )",1307,598,503,95,709,218,98,329,64
"10330 Pinjainen   (Raasepori )",630,333,287,46,297,105,48,124,20
"10350 Meltolan sairaala-alue   (Raasepori )",115,19,..,..,96,13,9,67,7
"10360 Mustio   (Raasepori )",1353,699,607,92,654,245,64,304,41
"10380 Kaunislahti   (Raasepori )",114,66,62,4,48,16,7,22,3
"10410 Åminnefors   (Raasepori )",366,170,133,37,196,37,14,126,19
"10420 Pohjankuru   (Raasepori )",1834,800,683,117,1034,303,86,582,63
"10440 Bollsta   (Raasepori )",339,163,141,22,176,40,20,97,19
"10470 Fiskari   (Raasepori )",550,268,217,51,282,102,39,121,20
"10480 Antskog   (Raasepori )",108,51,40,11,57,16,5,32,4
"10520 Tenhola Kirkonkylä   (Raasepori )",1734,827,758,69,907,306,93,468,40
"10570 Bromarv   (Raasepori )",495,197,179,18,298,48,25,211,14
"10600 Tammisaari Keskus   (Raasepori )",4947,2069,1829,240,2878,555,335,1843,145
"10620 Tammisaari   (Raasepori )",1909,931,844,87,978,331,114,487,46
"10640 Dragsvik   (Raasepori )",960,527,494,33,433,183,86,141,23
"10650 Flyet   (Raasepori )",2738,1223,1076,147,1515,487,201,753,74
"10660 Trollböle   (Raasepori )",893,456,380,76,437,138,63,211,25
"10680 Skogby   (Raasepori )",210,101,91,10,109,39,16,46,8
"10710 Snappertuna   (Raasepori )",366,180,164,16,186,54,20,102,10
"10820 Lappohja   (Hanko )",601,253,189,64,348,67,26,229,26
"10900 Hanko Keskus   (Hanko )",4222,1790,1491,299,2432,557,224,1473,178
"10940 Hangonkylä   (Hanko )",2085,969,872,97,1116,292,116,658,50
"10960 Hanko Pohjoinen   (Hanko )",1872,841,726,115,1031,283,103,598,47
"11100 Riihimäki Keskus   (Riihimäki )",6543,3045,2618,427,3498,648,429,2220,201
"11120 Pohjois-Riihimäki   (Riihimäki )",7110,3494,3081,413,3616,1201,469,1748,198
"11130 Peltosaari-Patastenmäki   (Riihimäki )",9651,4771,4168,603,4880,1845,756,1936,343
"11310 Taka-Kasarmi   (Riihimäki )",789,397,347,50,392,190,53,121,28
"11710 Herajoki   (Riihimäki )",3183,1554,1365,189,1629,668,218,641,102
"11910 Lasi-Kumela   (Janakkala )",2463,1207,1030,177,1256,461,170,545,80
"12100 Oitti   (Hausjärvi )",2670,1127,1003,124,1543,486,162,795,100
"12130 Mommila   (Hausjärvi )",342,158,142,16,184,56,22,93,13
"12170 Hietoinen   (Hausjärvi )",204,95,86,9,109,28,7,66,8
"12210 Hausjärvi kk   (Hausjärvi )",232,105,101,4,127,49,14,58,6
"12240 Hikiä   (Hausjärvi )",1736,906,825,81,830,354,112,313,51
"12310 Ryttylä   (Hausjärvi )",1873,904,820,84,969,366,109,433,61
"12350 Turkhauta   (Hausjärvi )",440,238,214,24,202,56,27,109,10
"12380 Leppäkoski   (Janakkala )",536,255,222,33,281,108,40,123,10
"12400 Tervakoski   (Janakkala )",4711,2147,1905,242,2564,875,326,1230,133
"12450 Vähikkälä   (Janakkala )",279,139,123,16,140,56,7,69,8
"12520 Kormu   (Loppi )",478,217,204,13,261,141,20,82,18
"12540 Launonen   (Loppi )",1580,799,731,68,781,360,105,271,45
"12600 Läyliäinen   (Loppi )",1900,921,830,91,979,380,117,428,54
"12630 Sajaniemi   (Loppi )",286,121,110,11,165,50,8,99,8
"12640 Joentaka   (Loppi )",321,174,155,19,147,50,18,68,11
"12700 Loppi kk   (Loppi )",2350,918,817,101,1432,371,133,864,64
"12750 Pilpala   (Loppi )",547,236,216,20,311,92,30,169,20
"12820 Räyskälä   (Loppi )",55,28,..,..,27,..,..,..,..
"12920 Topeno   (Loppi )",356,171,151,20,185,50,26,97,12
"12950 Vojakkala-Eerolankulma   (Loppi )",182,80,72,8,102,21,14,60,7
"13100 Hämeenlinna Keskus   (Hämeenlinna )",10711,4815,4222,593,5896,985,917,3702,292
"13110 Kantola   (Hämeenlinna )",202,95,78,17,107,38,12,45,12
"13130 Kauriala   (Hämeenlinna )",6218,2961,2553,408,3257,684,450,1947,176
"13200 Keinusaari   (Hämeenlinna )",1479,639,525,114,840,107,65,628,40
"13210 Hätilä   (Hämeenlinna )",8282,3918,3358,560,4364,1258,575,2290,241
"13220 Sairio   (Hämeenlinna )",1796,845,765,80,951,271,110,530,40
"13250 Katuma   (Hämeenlinna )",1043,507,363,144,536,100,69,286,81
"13270 Ruununmylly   (Hämeenlinna )",1624,845,780,65,779,417,113,216,33
"13300 Käikälä   (Hämeenlinna )",2840,1542,1401,141,1298,703,164,380,51
"13330 Harviala   (Janakkala )",770,390,359,31,380,191,46,135,8
"13430 Hattelmala   (Hämeenlinna )",1182,595,549,46,587,256,87,218,26
"13500 Jukola   (Hattula )",11855,5803,5053,750,6052,2256,876,2552,368
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",1,1,..,..,0,0,0,0,0
"13600 Ojoinen   (Hämeenlinna )",3842,1770,1515,255,2072,577,377,995,123
"13700 Parolannummi   (Hattula )",448,222,191,31,226,83,31,99,13
"13720 Parola   (Hattula )",4512,2163,1932,231,2349,778,309,1152,110
"13800 Katinala   (Hattula )",1365,626,560,66,739,209,94,400,36
"13880 Rahkoila   (Hattula )",1260,632,583,49,628,296,85,228,19
"13900 Pekola   (Hattula )",901,423,382,41,478,220,51,189,18
"14140 Jokimaa   (Janakkala )",215,107,91,16,108,33,13,60,2
"14200 Turenki   (Janakkala )",8886,4141,3615,526,4745,1437,559,2487,262
"14240 Väli-Janakkala   (Janakkala )",909,470,429,41,439,146,61,202,30
"14300 Renko kk   (Hämeenlinna )",2171,999,870,129,1172,347,140,637,48
"14330 Kaloinen   (Hämeenlinna )",16,10,..,..,6,..,..,..,..
"14370 Lukana   (Hämeenlinna )",92,47,40,7,45,8,7,27,3
"14430 Vuohiniemi   (Hattula )",71,34,24,10,37,4,3,29,1
"14450 Rimmilä   (Hämeenlinna )",139,68,58,10,71,11,6,49,5
"14500 Iittala   (Hämeenlinna )",3327,1544,1358,186,1783,614,159,924,86
"14530 Leteensuo   (Hattula )",232,136,122,14,96,31,17,46,2
"14610 Lepaa   (Hattula )",449,194,172,22,255,82,78,83,12
"14620 Tyrväntö   (Hattula )",164,81,68,13,83,26,7,48,2
"14680 Alvettula   (Hämeenlinna )",603,249,216,33,354,95,38,199,22
"14690 Torvoila   (Hämeenlinna )",183,74,68,6,109,18,12,77,2
"14700 Hauho kk   (Hämeenlinna )",1960,780,657,123,1180,249,104,755,72
"14770 Eteläinen   (Hämeenlinna )",952,465,410,55,487,227,52,185,23
"14810 Pohjoinen   (Hämeenlinna )",300,151,126,25,149,43,22,77,7
"14820 Syrjäntaka   (Hämeenlinna )",853,405,335,70,448,142,44,245,17
"14840 Sairiala   (Hämeenlinna )",210,94,77,17,116,32,11,71,2
"14870 Juttila   (Hämeenlinna )",239,100,76,24,139,25,19,87,8
"14930 Sappee   (Hämeenlinna )",110,43,39,4,67,9,4,50,4
"14960 Puutikkala   (Pälkäne )",84,30,22,8,54,7,3,42,2
"14980 Kuohijoki   (Pälkäne )",45,24,..,..,21,..,..,..,..
"15100 Lahti Asemanseutu   (Lahti )",6304,3129,2535,594,3175,712,635,1674,154
"15110 Keski-Lahti   (Lahti )",4883,2426,1936,490,2457,297,501,1490,169
"15140 Kartano-Paavola   (Lahti )",15105,6882,5552,1330,8223,1164,1171,5493,395
"15150 Möysä   (Lahti )",4278,2085,1644,441,2193,454,403,1234,102
"15160 Kolava   (Lahti )",2063,1046,968,78,1017,790,95,95,37
"15170 Tenava-Tonttila   (Lahti )",3783,1789,1345,444,1994,503,276,1083,132
"15200 Kiveriö   (Lahti )",3538,1723,1266,457,1815,474,359,846,136
"15210 Kivistönmäki   (Lahti )",4141,1998,1585,413,2143,422,302,1326,93
"15230 Kytölä   (Lahti )",2791,1432,1261,171,1359,568,169,555,67
"15240 Mukkula   (Lahti )",8015,3317,2640,677,4698,1244,607,2583,264
"15270 Kukkila   (Hollola )",1749,869,781,88,880,466,103,265,46
"15300 Myllypohja-Koiskala   (Lahti )",4028,2086,1699,387,1942,804,308,719,111
"15320 Ahtiala   (Lahti )",2936,1495,1295,200,1441,712,216,446,67
"15340 Kunnas-Hiekkanummi   (Lahti )",2832,1450,1265,185,1382,634,259,443,46
"15460 Mäkelä   (Lahti )",588,283,259,24,305,109,31,147,18
"15500 Liipola   (Lahti )",4805,2073,1341,732,2732,681,393,1440,218
"15520 Saksala   (Lahti )",2250,1103,890,213,1147,221,112,772,42
"15540 Villähde   (Lahti )",4461,2240,2016,224,2221,1005,271,867,78
"15550 Rakokivi   (Lahti )",3689,1658,1358,300,2031,606,223,1092,110
"15560 Nastola kk   (Lahti )",4083,1814,1505,309,2269,670,273,1206,120
"15580 Ruuhijärvi   (Lahti )",231,120,100,20,111,32,16,54,9
"15610 Laune-Nikkilä   (Lahti )",5380,2603,2220,383,2777,1024,385,1245,123
"15680 Renkomäki-Ämmälä   (Lahti )",3224,1653,1501,152,1571,901,246,369,55
"15700 Hennala-Jokimaa   (Hollola )",6775,3375,2786,589,3400,1080,550,1607,163
"15800 Kärpänen   (Lahti )",3455,1774,1397,377,1681,450,303,835,93
"15810 Kasakkamäki   (Lahti )",1351,640,552,88,711,281,98,300,32
"15820 Okeroinen   (Hollola )",1110,536,461,75,574,300,70,179,25
"15830 Metsäkangas   (Lahti )",3846,1798,1452,346,2048,503,258,1188,99
"15840 Riihelä   (Lahti )",1941,991,848,143,950,357,132,415,46
"15850 Likolampi   (Lahti )",661,350,279,71,311,110,51,130,20
"15860 Kartano   (Hollola )",3440,1658,1394,264,1782,513,189,989,91
"15870 Salpakangas   (Hollola )",4116,1709,1447,262,2407,548,254,1514,91
"15880 Soramäki   (Hollola )",4834,2295,2004,291,2539,901,347,1183,108
"15900 Jalkaranta   (Lahti )",1662,751,685,66,911,242,124,509,36
"15950 Kiikkula   (Lahti )",4050,1848,1569,279,2202,480,279,1358,85
"15980 Messilä   (Hollola )",.,.,.,.,.,.,.,.,.
"16100 Uusikylä   (Lahti )",1419,662,553,109,757,247,82,392,36
"16160 Okkeri   (Lahti )",101,56,45,11,45,12,6,24,3
"16200 Artjärvi Keskus   (Orimattila )",662,286,238,48,376,81,26,253,16
"16230 Artjärvi Kirkonkylä   (Orimattila )",328,122,104,18,206,50,11,135,10
"16260 Hietana   (Orimattila )",181,82,77,5,99,33,8,54,4
"16270 Villikkala   (Orimattila )",148,73,64,9,75,21,7,42,5
"16280 Kuivanto   (Orimattila )",604,306,256,50,298,114,35,134,15
"16300 Orimattila Keskus   (Orimattila )",10647,4845,4122,723,5802,1749,621,3116,316
"16310 Virenoja   (Orimattila )",643,301,256,45,342,177,39,107,19
"16320 Pennala   (Orimattila )",1080,545,493,52,535,306,61,141,27
"16330 Heinämaa   (Orimattila )",337,173,145,28,164,62,17,78,7
"16350 Niinikoski   (Orimattila )",333,172,146,26,161,63,13,77,8
"16390 Pakaa   (Orimattila )",299,150,130,20,149,54,23,58,14
"16450 Mallusjoki   (Orimattila )",473,207,176,31,266,73,25,154,14
"16500 Herrala   (Hollola )",903,453,398,55,450,179,56,189,26
"16510 Luhtikylä   (Orimattila )",444,229,202,27,215,77,26,99,13
"16540 Mertie   (Kärkölä )",279,142,120,22,137,39,18,72,8
"16600 Järvelä   (Kärkölä )",2953,1362,1177,185,1591,448,160,882,101
"16610 Kärkölä kk   (Kärkölä )",747,336,302,34,411,136,50,209,16
"16630 Tennilä   (Hollola )",330,146,134,12,184,82,25,70,7
"16670 Lappila   (Kärkölä )",649,310,263,47,339,93,31,192,23
"16710 Hollola kk   (Hollola )",977,485,441,44,492,230,60,184,18
"16730 Kutajärvi   (Hollola )",1030,489,431,58,541,189,76,257,19
"16790 Manskivi   (Hollola )",106,53,45,8,53,18,6,25,4
"16800 Hämeenkoski   (Hollola )",2078,939,812,127,1139,324,120,631,64
"16900 Lammi kk   (Hämeenlinna )",4855,2054,1747,307,2801,756,279,1651,115
"16960 Iso-Evo   (Hämeenlinna )",166,66,58,8,100,23,11,62,4
"16970 Evo   (Hämeenlinna )",83,36,35,1,47,8,25,10,4
"16980 Ronni   (Hämeenlinna )",8,2,..,..,6,..,..,..,..
"17110 Sipilä   (Hollola )",1185,552,488,64,633,272,97,228,36
"17120 Paimela   (Hollola )",567,272,245,27,295,120,30,129,16
"17130 Vesivehmaa   (Asikkala )",811,422,371,51,389,178,50,142,19
"17150 Urajärvi   (Asikkala )",368,184,161,23,184,53,18,103,10
"17200 Vääksy Keskus   (Asikkala )",5306,2152,1859,293,3154,696,298,2020,140
"17220 Pietilä   (Asikkala )",165,62,52,10,103,31,4,65,3
"17240 Kalkkinen   (Asikkala )",402,151,128,23,251,44,18,177,12
"17320 Asikkala   (Asikkala )",334,144,128,16,190,55,23,100,12
"17410 Viitaila   (Asikkala )",245,110,95,15,135,34,10,81,10
"17430 Kurhila   (Asikkala )",273,134,113,21,139,42,25,65,7
"17440 Vähimaa   (Asikkala )",59,20,..,..,39,9,4,26,0
"17450 Iso-Äiniö-Vähimaa   (Asikkala )",200,95,87,8,105,18,12,67,8
"17470 Maakeski   (Padasjoki )",284,123,104,19,161,48,20,87,6
"17500 Padasjoki Keskus   (Padasjoki )",1866,691,583,108,1175,194,89,843,49
"17510 Nyystölä   (Padasjoki )",258,111,95,16,147,50,19,72,6
"17530 Arrakoski   (Padasjoki )",233,92,73,19,141,24,13,98,6
"17610 Auttoinen   (Padasjoki )",282,122,100,22,160,18,17,118,7
"17630 Vesijako   (Padasjoki )",114,50,42,8,64,9,2,46,7
"17710 Torittu   (Padasjoki )",71,29,..,..,42,8,2,29,3
"17740 Kasiniemi-Torittu   (Padasjoki )",48,15,..,..,33,2,1,28,2
"17780 Harmoinen   (Kuhmoinen )",66,27,..,..,39,5,5,27,2
"17800 Kuhmoinen Keskus   (Kuhmoinen )",1824,668,545,123,1156,166,67,886,37
"17840 Harjunsalmi   (Kuhmoinen )",74,26,..,..,48,11,3,34,0
"17850 Pihlajakoski   (Kuhmoinen )",80,32,25,7,48,6,4,35,3
"17870 Ruolahti   (Kuhmoinen )",65,27,..,..,38,7,3,25,3
"17930 Päijälä   (Kuhmoinen )",86,31,27,4,55,7,3,41,4
"17950 Kylämä   (Kuhmoinen )",29,10,..,..,19,..,..,..,..
"17970 Puukkoinen   (Kuhmoinen )",34,15,..,..,19,..,..,..,..
"18100 Heinola Keskus   (Heinola )",7007,2739,2247,492,4268,739,354,3002,173
"18120 Reumasairaala-alue   (Heinola )",910,420,345,75,490,127,55,286,22
"18130 Tommola-Sahanniemi   (Heinola )",1926,780,566,214,1146,209,110,760,67
"18150 Jyränkö   (Heinola )",2382,1126,884,242,1256,324,124,734,74
"18200 Kaakonlampi-Pyhätön   (Heinola )",2120,950,732,218,1170,268,142,687,73
"18300 Heinola kk   (Heinola )",2797,1292,1077,215,1505,380,167,899,59
"18600 Myllyoja   (Heinola )",829,421,360,61,408,136,48,205,19
"19110 Vierumäki taajama   (Heinola )",655,351,299,52,304,104,33,146,21
"19120 Vierumäki urheiluopisto   (Heinola )",128,75,73,2,53,12,15,19,7
"19160 Huutotöyry   (Iitti )",497,233,190,43,264,88,26,133,17
"19210 Lusi   (Heinola )",465,194,160,34,271,84,19,153,15
"19230 Onkiniemi   (Sysmä )",114,50,41,9,64,16,4,39,5
"19250 Syrjäkoski   (Heinola )",49,18,..,..,31,4,3,23,1
"19260 Paaso-Syrjäkoski   (Heinola )",115,41,33,8,74,10,6,55,3
"19310 Karilanmaa   (Sysmä )",84,38,33,5,46,8,3,35,0
"19320 Nikkaroinen   (Sysmä )",103,47,45,2,56,16,10,27,3
"19370 Nuoramoinen   (Sysmä )",444,187,164,23,257,63,28,151,15
"19410 Kuortti   (Pertunmaa )",460,219,182,37,241,60,15,159,7
"19420 Mansikkamäki   (Pertunmaa )",155,78,68,10,77,13,7,53,4
"19430 Pertunmaa Keskus   (Pertunmaa )",785,275,241,34,510,101,52,344,13
"19460 Ruorasmäki   (Pertunmaa )",134,52,42,10,82,26,6,48,2
"19470 Lihavanpää-Hartosenpää   (Pertunmaa )",164,65,55,10,99,15,8,73,3
"19480 Hartosenpää   (Pertunmaa )",77,35,31,4,42,7,2,31,2
"19510 Lepsala   (Hartola )",36,15,..,..,21,..,..,..,..
"19540 Koitti-Lepsala   (Hartola )",294,122,99,23,172,34,15,110,13
"19600 Hartola Keskus   (Hartola )",2156,857,714,143,1299,209,108,896,86
"19610 Murakka   (Hartola )",98,43,35,8,55,8,3,41,3
"19620 Pohela   (Hartola )",170,69,61,8,101,22,8,68,3
"19630 Kalhonkylä   (Hartola )",79,39,36,3,40,10,6,24,0
"19650 Joutsa Keskus   (Joutsa )",3402,1327,1099,228,2075,387,144,1441,103
"19670 Mieskonmäki   (Joutsa )",150,68,59,9,82,30,9,35,8
"19700 Sysmä Keskus   (Sysmä )",2965,1094,913,181,1871,264,126,1384,97
"19730 Särkilampi   (Sysmä )",29,12,..,..,17,..,..,..,..
"19740 Liikola   (Sysmä )",125,45,38,7,80,10,3,59,8
"19770 Valittula   (Sysmä )",130,58,52,6,72,26,6,31,9
"19850 Putkijärvi-Siltasuo   (Hartola )",93,41,36,5,52,5,6,36,5
"19910 Tammijärvi   (Luhanka )",444,177,150,27,267,48,19,186,14
"19920 Pappinen   (Joutsa )",162,76,62,14,86,24,8,48,6
"19950 Luhanka   (Luhanka )",307,97,83,14,210,32,15,155,8
"20100 Turku Keskus   (Turku )",25936,14553,12685,1868,11383,1737,2685,6269,692
"20200 Iso-Heikkilä   (Turku )",2132,1116,908,208,1016,123,171,659,63
"20210 Pahaniemi   (Turku )",4218,2000,1456,544,2218,601,298,1168,151
"20240 Pansio-Perno   (Turku )",5112,2455,1727,728,2657,819,430,1067,341
"20250 Pitkämäki-Muhkuri   (Turku )",731,379,340,39,352,100,47,189,16
"20300 Pohjola-Kastu   (Turku )",6626,3451,2974,477,3175,927,505,1587,156
"20320 Kuninkoja-Mälikkälä   (Turku )",16428,8030,6857,1173,8398,2150,930,4914,404
"20360 Kärsämäki-Urusvuori-Halinen   (Turku )",11097,5087,3899,1188,6010,1296,783,3601,330
"20380 Räntämäki-Saramäki   (Turku )",2900,1325,1158,167,1575,442,425,589,119
"20400 Moisio   (Turku )",3431,1752,1576,176,1679,965,241,409,64
"20460 Jäkärlä   (Turku )",3566,1853,1483,370,1713,609,224,770,110
"20500 Vesilinna   (Turku )",6326,3447,3064,383,2879,316,1187,1178,198
"20520 Kupittaa   (Turku )",3243,1809,1591,218,1434,204,440,699,91
"20540 Nummi-Ylioppilaskylä   (Turku )",20386,10303,8524,1779,10083,2940,3205,3188,750
"20610 Varissuo   (Turku )",13169,5771,4103,1668,7398,2294,1149,3279,676
"20660 Littoinen   (Kaarina )",7422,3813,3487,326,3609,1591,571,1295,152
"20700 Vartiovuori-Samppalinna   (Turku )",5753,2876,2518,358,2877,338,649,1757,133
"20720 Vasaramäki   (Turku )",6126,2672,2284,388,3454,677,489,2152,136
"20730 Skanssi   (Turku )",83,41,36,5,42,2,6,31,3
"20740 Ilpoinen-Harittu   (Turku )",9531,4802,3925,877,4729,1527,907,1994,301
"20750 Huhkola-Lauste-Vaala   (Turku )",5109,2416,1747,669,2693,887,401,1182,223
"20760 Piispanristi   (Kaarina )",4240,2147,1913,234,2093,749,295,941,108
"20780 Kaarina Keskus   (Kaarina )",11669,5323,4646,677,6346,1990,778,3210,368
"20800 Ammattikorkeakoulu   (Turku )",.,.,.,.,.,.,.,.,.
"20810 Martti-Korppolaismäki   (Turku )",16157,8833,7551,1282,7324,1719,1300,3889,416
"20880 Uittamo   (Turku )",4066,1811,1563,248,2255,532,243,1391,89
"20900 Moikoinen-Pikisaari   (Turku )",9349,4590,4144,446,4759,2311,784,1413,251
"20960 Kakskerta   (Turku )",1434,618,556,62,816,231,96,438,51
"21100 Naantali Keskus   (Naantali )",6852,2897,2509,388,3955,784,425,2530,216
"21110 Taimo-Nuhjala-Lietsala   (Naantali )",7510,3803,3379,424,3707,1493,540,1480,194
"21120 Viherjäinen   (Raisio )",1949,1074,971,103,875,417,167,241,50
"21130 Poikko   (Naantali )",579,300,278,22,279,98,46,124,11
"21140 Rymättylä Keskus   (Naantali )",1317,592,524,68,725,220,67,392,46
"21150 Röölä   (Naantali )",310,139,120,19,171,29,16,117,9
"21160 Merimasku   (Naantali )",1717,902,830,72,815,345,97,337,36
"21180 Livonsaari   (Naantali )",218,111,93,18,107,37,7,54,9
"21195 Velkua   (Naantali )",225,100,83,17,125,26,10,84,5
"21200 Raisio Keskus   (Raisio )",12014,5287,4426,861,6727,1581,851,3856,439
"21210 Hakinmäki   (Raisio )",2587,1431,1247,184,1156,460,195,422,79
"21220 Somersoja   (Raisio )",1365,650,553,97,715,210,90,353,62
"21230 Lemu   (Masku )",1871,921,865,56,950,436,128,353,33
"21240 Askainen Keskus   (Masku )",869,428,387,41,441,146,47,225,23
"21250 Masku   (Masku )",6693,3374,3079,295,3319,1464,450,1257,148
"21260 Ihala   (Raisio )",3647,1895,1716,179,1752,708,278,690,76
"21270 Nousiainen   (Nousiainen )",4858,2407,2151,256,2451,1035,305,1020,91
"21280 Kuloinen   (Raisio )",2247,1132,1039,93,1115,419,149,507,40
"21290 Rusko   (Rusko )",4126,2032,1849,183,2094,825,330,865,74
"21310 Vahto   (Rusko )",1824,938,864,74,886,369,130,357,30
"21330 Paattinen   (Turku )",1849,883,781,102,966,325,118,470,53
"21340 Tortinmäki   (Turku )",531,269,233,36,262,79,28,145,10
"21350 Ilmarinen   (Lieto )",1941,1026,942,84,915,452,125,306,32
"21360 Lieto Asemanseutu   (Lieto )",1790,912,816,96,878,348,106,375,49
"21370 Aura kk.   (Aura )",585,297,267,30,288,103,39,128,18
"21380 Aura Keskus   (Aura )",3401,1665,1494,171,1736,745,214,707,70
"21410 Vanhalinna   (Lieto )",2262,1174,1098,76,1088,499,174,367,48
"21420 Lieto Keskus   (Lieto )",7753,3497,3123,374,4256,1571,472,1971,242
"21430 Yliskulma   (Lieto )",825,420,389,31,405,184,65,136,20
"21450 Tarvasjoki Keskus   (Lieto )",1855,874,780,94,981,348,116,466,51
"21480 Prunkila   (Marttila )",368,177,161,16,191,67,18,95,11
