"Postal code area","Inhabitants, 2015 (PT)","Labour force, 2015 (PT)","Employed, 2015 (PT)","Unemployed, 2015 (PT)","Persons outside the labour force, 2015 (PT)","Children aged 0 to 14, 2015 (PT)","Students, 2015 (PT)","Pensioners, 2015 (PT)","Others, 2015 (PT)"
"22150 Jomala Centrum   (Jomala )",1768,977,951,26,791,326,80,342,43
"22160 Järsö   (Lemland )",331,169,162,7,162,58,20,73,11
"22220 Emkarby   (Finström )",406,223,215,8,183,70,19,76,18
"22240 Hammarland   (Hammarland )",1501,778,754,24,723,268,75,323,57
"22270 Storby   (Eckerö )",915,467,445,22,448,128,36,232,52
"22310 Pålsböle   (Finström )",507,269,260,9,238,82,24,112,20
"22320 Ödkarby   (Saltvik )",823,435,418,17,388,127,46,194,21
"22330 Tjudö   (Finström )",300,159,155,4,141,48,11,74,8
"22340 Geta   (Geta )",494,243,232,11,251,77,11,124,39
"22410 Godby   (Finström )",1554,778,751,27,776,302,70,345,59
"22430 Saltvik   (Saltvik )",703,356,344,12,347,128,18,177,24
"22520 Tosarby   (Sund )",496,262,249,13,234,72,26,123,13
"22530 Sund   (Sund )",525,265,249,16,260,91,22,129,18
"22550 Vårdö   (Vårdö )",409,187,182,5,222,62,17,123,20
"22610 Lemland   (Lemland )",1492,785,766,19,707,294,90,265,58
"22630 Lumparland   (Lumparland )",409,204,196,8,205,61,25,104,15
"22710 Ålands Degerby   (Föglö )",540,247,244,3,293,66,31,169,27
"22720 Sottunga   (Sottunga )",94,52,52,0,42,2,4,34,2
"22730 Kökar   (Kökar )",246,105,101,4,141,28,18,83,12
"22810 Seglinge   (Kumlinge )",34,12,..,..,22,..,..,..,..
"22820 Kumlinge   (Kumlinge )",191,102,95,7,89,12,5,66,6
"22830 Enklinge   (Kumlinge )",75,36,35,1,39,11,5,22,1
"22840 Lappo   (Brändö )",73,32,26,6,41,5,5,28,3
"22910 Torsholma   (Brändö )",89,43,43,0,46,16,6,22,2
"22920 Brändö-Åland   (Brändö )",157,79,74,5,78,7,2,60,9
"22930 Fiskö   (Brändö )",33,14,..,..,19,..,..,..,..
"22940 Åva   (Brändö )",84,40,40,0,44,12,3,28,1
"22950 Jurmo   (Brändö )",43,19,..,..,24,..,..,..,..
"23100 Mynämäki Keskus   (Mynämäki )",6199,2855,2501,354,3344,974,420,1804,146
"23120 Mietoinen Keskus   (Mynämäki )",901,447,402,45,454,143,55,235,21
"23140 Hietamäki   (Mynämäki )",671,343,309,34,328,108,39,167,14
"23200 Vinkkilä   (Vehmaa )",1566,710,639,71,856,219,86,518,33
"23210 Vehmaa   (Vehmaa )",559,261,238,23,298,75,34,181,8
"23260 Rautila   (Vehmaa )",188,102,91,11,86,25,13,45,3
"23310 Taivassalo   (Taivassalo )",1623,709,628,81,914,229,53,600,32
"23360 Kustavi   (Kustavi )",885,362,305,57,523,72,44,374,33
"23390 Iniö   (Parainen )",222,90,80,10,132,20,14,95,3
"23450 Lokalahti   (Uusikaupunki )",966,436,396,40,530,158,43,308,21
"23500 Uusikaupunki Keskus   (Uusikaupunki )",11241,5239,4553,686,6002,1463,553,3708,278
"23600 Kalanti Keskus   (Uusikaupunki )",2238,1037,941,96,1201,388,111,651,51
"23660 Kalanti Asemanseutu   (Uusikaupunki )",401,194,180,14,207,86,21,96,4
"23800 Laitila Keskus   (Laitila )",8006,3681,3351,330,4325,1376,468,2275,206
"23840 Soukainen   (Laitila )",258,120,115,5,138,50,11,68,9
"23880 Suontaka   (Laitila )",102,51,47,4,51,17,7,27,0
"23930 Pyhämaa   (Uusikaupunki )",531,232,207,25,299,49,31,207,12
"23950 Pyhäranta   (Pyhäranta )",530,241,219,22,289,72,35,172,10
"23960 Santtio   (Pyhäranta )",246,105,92,13,141,39,13,82,7
"24100 Salo Keskus   (Salo )",9094,3797,2989,808,5297,971,604,3438,284
"24130 Ylhäisi   (Salo )",3910,1857,1560,297,2053,780,257,926,90
"24240 Rappula   (Salo )",3997,1674,1322,352,2323,463,291,1458,111
"24260 Ollikkala   (Salo )",4449,2097,1483,614,2352,578,330,1249,195
"24280 Tupuri-Hähkänä   (Salo )",5200,2815,2438,377,2385,1194,404,688,99
"24800 Halikko Keskus   (Salo )",4611,2202,1813,389,2409,687,353,1280,89
"24910 Halikko Asemanseutu   (Salo )",1112,529,481,48,583,300,70,198,15
"25110 Kruusila   (Salo )",346,158,128,30,188,48,28,100,12
"25130 Muurla   (Salo )",1541,723,618,105,818,292,99,381,46
"25160 Tuohittu   (Salo )",109,55,43,12,54,12,8,33,1
"25170 Kotalato   (Salo )",140,63,48,15,77,24,4,47,2
"25180 Romsila   (Salo )",241,126,102,24,115,44,12,57,2
"25190 Inkere   (Salo )",1018,497,386,111,521,214,73,215,19
"25210 Vartsala   (Salo )",417,195,163,32,222,102,21,88,11
"25230 Angelniemi   (Salo )",368,168,135,33,200,50,31,111,8
"25240 Hajala   (Salo )",660,315,247,68,345,107,35,186,17
"25250 Märynummi   (Salo )",1032,525,444,81,507,194,68,221,24
"25260 Vaskio   (Salo )",1054,493,428,65,561,202,61,278,20
"25320 Raatala   (Salo )",433,215,196,19,218,63,27,119,9
"25330 Kuusjoki Keskus   (Salo )",814,383,313,70,431,134,45,236,16
"25340 Kanunki   (Salo )",404,194,167,27,210,67,20,117,6
"25360 Pertteli Keskus   (Salo )",1233,584,503,81,649,243,100,285,21
"25370 Hiisi   (Salo )",687,309,269,40,378,145,52,168,13
"25380 Rekijoki   (Salo )",487,218,185,33,269,63,28,163,15
"25390 Kiikala Keskus   (Salo )",828,353,285,68,475,125,44,287,19
"25410 Suomusjärvi Keskus   (Salo )",1141,493,402,91,648,139,68,415,26
"25420 Lahnajärvi   (Salo )",145,72,65,7,73,21,9,41,2
"25430 Kettula   (Salo )",67,37,32,5,30,4,4,21,1
"25460 Toija   (Salo )",1208,522,442,80,686,173,73,414,26
"25470 Kisko kk   (Salo )",288,99,87,12,189,38,12,133,6
"25500 Perniö Keskus   (Salo )",3462,1402,1196,206,2060,549,202,1223,86
"25520 Perniö Asemanseutu   (Salo )",648,324,271,53,324,90,43,172,19
"25540 Knaapila   (Salo )",215,103,84,19,112,36,11,58,7
"25550 Aijala   (Salo )",92,37,28,9,55,12,5,37,1
"25560 Koski Asemanseutu   (Salo )",222,112,88,24,110,34,11,57,8
"25570 Teijo-Mathildedal   (Salo )",571,248,183,65,323,68,26,210,19
"25610 Ylönkylä   (Salo )",413,199,167,32,214,63,31,108,12
"25630 Finby   (Salo )",295,109,88,21,186,39,14,121,12
"25640 Förby   (Salo )",253,107,88,19,146,27,16,98,5
"25650 Strömma   (Kemiönsaari )",109,44,33,11,65,11,6,42,6
"25660 Mathildedal   (Salo )",134,51,38,13,83,17,1,56,9
"25700 Kemiö Keskus   (Kemiönsaari )",2358,997,877,120,1361,378,126,781,76
"25710 Vreta-Vestlax   (Kemiönsaari )",322,156,146,10,166,64,19,73,10
"25730 Mjösund   (Kemiönsaari )",103,46,43,3,57,15,5,36,1
"25760 Kiila   (Kemiönsaari )",136,51,47,4,85,24,6,52,3
"25810 Mark   (Kemiönsaari )",60,34,30,4,26,..,..,..,..
"25820 Vestlax   (Kemiönsaari )",103,47,45,2,56,15,5,30,6
"25830 Västanfjärd Keskus   (Kemiönsaari )",472,196,179,17,276,61,22,184,9
"25840 Nivelax   (Kemiönsaari )",282,131,119,12,151,52,20,76,3
"25860 Björkboda   (Kemiönsaari )",330,159,132,27,171,37,19,104,11
"25870 Dragsfjärd   (Kemiönsaari )",930,397,358,39,533,94,44,372,23
"25900 Taalintehdas   (Kemiönsaari )",1385,541,465,76,844,120,69,617,38
"25910 Vänoxa   (Kemiönsaari )",11,3,..,..,8,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",75,34,31,3,41,9,5,27,0
"25940 Hiittinen   (Kemiönsaari )",67,21,..,..,46,8,1,36,1
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",115,57,53,4,58,12,2,42,2
"25960 Högsåra   (Kemiönsaari )",44,11,..,..,33,5,0,25,3
"26100 Rauma Keskus   (Rauma )",16046,7179,6059,1120,8867,1907,1326,5100,534
"26200 Merirauma-Kappelinluhta   (Rauma )",5051,2478,2172,306,2573,807,346,1265,155
"26410 Kaaro   (Rauma )",1605,839,747,92,766,417,100,222,27
"26510 Uotila   (Rauma )",2670,1242,1083,159,1428,452,185,718,73
"26560 Kolla   (Rauma )",721,365,329,36,356,132,47,155,22
"26660 Paroalho   (Rauma )",4964,2335,1983,352,2629,676,351,1455,147
"26720 Monnanummi   (Rauma )",389,192,176,16,197,90,24,76,7
"26740 Vasarainen   (Rauma )",537,288,248,40,249,85,45,107,12
"26820 Sampaanala   (Rauma )",1554,760,602,158,794,188,117,430,59
"26840 Kortela   (Rauma )",813,394,341,53,419,144,57,203,15
"26910 Unaja   (Rauma )",690,337,305,32,353,155,40,147,11
"26930 Vermuntila   (Rauma )",612,296,250,46,316,114,37,148,17
"26950 Voiluoto   (Rauma )",382,205,185,20,177,53,30,87,7
"27100 Eurajoki Keskus   (Eurajoki )",3372,1481,1335,146,1891,603,216,991,81
"27110 Irjanne   (Eurajoki )",576,283,243,40,293,108,33,129,23
"27130 Eurajoki asemanseutu   (Eurajoki )",332,148,129,19,184,56,21,98,9
"27150 Lapijoki   (Eurajoki )",1270,600,526,74,670,239,73,322,36
"27160 Olkiluoto   (Eurajoki )",.,.,.,.,.,.,.,.,.
"27170 Kuivalahti   (Eurajoki )",348,162,143,19,186,44,20,115,7
"27220 Ala-Kieri   (Rauma )",635,288,258,30,347,126,38,167,16
"27230 Lappi   (Rauma )",2077,932,806,126,1145,368,119,613,45
"27250 Kodiksami   (Rauma )",147,60,51,9,87,25,16,45,1
"27260 Kuolimaa   (Rauma )",189,77,68,9,112,29,13,65,5
"27310 Kodisjoki   (Rauma )",534,233,203,30,301,111,33,140,17
"27320 Ihode   (Pyhäranta )",764,364,321,43,400,139,53,188,20
"27340 Reila   (Pyhäranta )",491,245,217,28,246,75,23,137,11
"27400 Kiukainen Keskus   (Eura )",1365,591,523,68,774,220,79,439,36
"27420 Panelia Asemanseutu   (Eura )",267,128,122,6,139,39,9,80,11
"27430 Panelia   (Eura )",1223,537,486,51,686,195,62,392,37
"27450 Harola   (Eura )",216,109,97,12,107,29,11,64,3
"27500 Kauttua   (Eura )",3255,1576,1415,161,1679,592,197,807,83
"27510 Eura Keskus   (Eura )",4225,1827,1659,168,2398,652,247,1383,116
"27600 Hinnerjoki   (Eura )",735,326,296,30,409,130,26,232,21
"27640 Honkilahti kk   (Eura )",308,136,122,14,172,44,16,104,8
"27650 Honkilahti   (Eura )",311,125,116,9,186,37,21,119,9
"27670 Mannila   (Eura )",179,67,64,3,112,30,10,64,8
"27710 Köyliö Keskus   (Säkylä )",1075,478,430,48,597,145,47,375,30
"27730 Tuiskula   (Säkylä )",202,104,95,9,98,25,12,52,9
"27740 Voitoinen   (Säkylä )",168,79,63,16,89,25,9,51,4
"27750 Yttilä   (Säkylä )",342,152,132,20,190,46,20,117,7
"27800 Säkylä Keskus   (Säkylä )",3176,1381,1244,137,1795,476,183,1069,67
"27820 Iso-Vimma   (Säkylä )",749,354,307,47,395,117,39,223,16
"27840 Kakkuri   (Säkylä )",459,212,189,23,247,49,18,166,14
"27860 Vuori   (Säkylä )",343,166,159,7,177,52,24,96,5
"27910 Huovinrinne   (Säkylä )",163,100,85,15,63,22,6,31,4
"27920 Otajoki   (Säkylä )",272,135,125,10,137,35,18,80,4
"28100 Pori Keskus   (Pori )",12557,5428,4343,1085,7129,736,1098,4997,298
"28120 Käppärä-Isomäki   (Pori )",3669,1748,1412,336,1921,456,352,1003,110
"28130 Impola   (Pori )",6211,3134,2469,665,3077,695,543,1634,205
"28190 Pormestarinluoto   (Pori )",3796,1549,1169,380,2247,480,262,1370,135
"28200 Toejoki   (Pori )",4831,2381,2030,351,2450,892,289,1172,97
"28220 Ruosniemi   (Pori )",4935,2489,2130,359,2446,1094,337,905,110
"28240 Isojoenranta   (Pori )",745,371,322,49,374,129,34,200,11
"28260 Harjunpää   (Ulvila )",987,480,410,70,507,199,61,223,24
"28300 Kalaholma-Väinölä   (Pori )",2610,1402,1262,140,1208,480,204,476,48
"28330 Koivistonluoto   (Pori )",2768,1324,1031,293,1444,444,231,678,91
"28360 Vanhakoivisto   (Pori )",4379,1901,1582,319,2478,601,283,1483,111
"28370 Sampola   (Pori )",3138,1136,764,372,2002,310,200,1365,127
"28400 Ulvila Keskus   (Ulvila )",5695,2594,2177,417,3101,986,398,1595,122
"28430 Kartano-Harmaalinna   (Pori )",1680,882,758,124,798,332,106,316,44
"28450 Vanha-Ulvila   (Ulvila )",4326,1957,1693,264,2369,820,265,1194,90
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",916,314,243,71,602,44,79,445,34
"28540 Pinomäki   (Pori )",652,367,320,47,285,105,69,98,13
"28560 Lattomeri   (Pori )",487,255,229,26,232,97,25,103,7
"28580 Niittymaa   (Pori )",589,291,246,45,298,108,34,140,16
"28600 Vähärauma   (Pori )",4927,2456,2154,302,2471,1067,399,902,103
"28610 Musa-Tiiliruukki   (Pori )",3947,2040,1708,332,1907,595,336,882,94
"28660 Pietniemi-Leppäkorpi   (Pori )",3891,1997,1687,310,1894,736,255,827,76
"28760 Kyläsaari   (Pori )",2334,1103,929,174,1231,453,161,579,38
"28800 Pihlava   (Pori )",4337,1933,1455,478,2404,689,278,1313,124
"28840 Yyteri-Kaanaa   (Pori )",923,405,308,97,518,138,58,294,28
"28880 Mäntyluoto   (Pori )",405,177,126,51,228,32,24,153,19
"28900 Tahkoluoto-Reposaari   (Pori )",998,371,270,101,627,110,50,446,21
"29100 Luvia Keskus   (Eurajoki )",3060,1374,1200,174,1686,584,210,835,57
"29180 Peränkylä   (Eurajoki )",260,122,102,20,138,35,10,91,2
"29200 Harjavalta Keskus   (Harjavalta )",7230,3034,2617,417,4196,1055,422,2482,237
"29250 Nakkila Keskus   (Nakkila )",4825,2111,1798,313,2714,808,330,1436,140
"29270 Hormisto   (Nakkila )",460,183,156,27,277,70,33,167,7
"29280 Järvimaa   (Nakkila )",286,131,113,18,155,46,16,84,9
"29310 Kaasmarkku   (Ulvila )",585,282,244,38,303,100,38,148,17
"29320 Leineperi   (Ulvila )",230,111,99,12,119,42,21,51,5
"29340 Kullaa Keskus   (Ulvila )",929,449,372,77,480,131,47,289,13
"29350 Palus   (Ulvila )",308,116,100,16,192,55,20,104,13
"29570 Söörmarkku   (Pori )",993,454,407,47,539,250,62,211,16
"29600 Noormarkku Keskus   (Pori )",4877,2187,1858,329,2690,889,303,1376,122
"29630 Pomarkku Keskus   (Pomarkku )",1916,774,653,121,1142,313,116,647,66
"29640 Honkakoski   (Pomarkku )",285,111,92,19,174,35,22,104,13
"29680 Kairila   (Pori )",309,125,92,33,184,37,15,124,8
"29700 Ahlainen   (Pori )",831,349,257,92,482,113,44,309,16
"29720 Lamppi   (Pori )",205,73,58,15,132,36,9,82,5
"29740 Etelämaa   (Merikarvia )",101,45,41,4,56,19,5,31,1
"29750 Pohjansaha   (Merikarvia )",114,41,36,5,73,19,7,44,3
"29760 Köörtilä   (Merikarvia )",88,31,26,5,57,15,6,35,1
"29790 Tuorila   (Merikarvia )",311,145,118,27,166,44,12,104,6
"29810 Siikainen Keskus   (Siikainen )",883,346,283,63,537,97,49,363,28
"29830 Sammi   (Siikainen )",199,86,75,11,113,35,5,69,4
"29860 Otamo   (Siikainen )",134,50,40,10,84,16,10,53,5
"29880 Leväsjoki-Saarineva   (Siikainen )",211,85,71,14,126,29,15,79,3
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",2261,863,703,160,1398,323,106,903,66
"29940 Kuvaskangas   (Merikarvia )",266,113,94,19,153,31,13,103,6
"30100 Forssa Keskus   (Tammela )",10420,4703,4048,655,5717,1378,650,3427,262
"30300 Viksberg   (Forssa )",2582,1096,816,280,1486,270,204,845,167
"30420 Tölö   (Forssa )",4893,2204,1899,305,2689,680,289,1561,159
"31110 Matku   (Forssa )",582,286,246,40,296,90,32,156,18
"31130 Koijärvi   (Forssa )",260,109,98,11,151,35,21,91,4
"31140 Menonen   (Urjala )",185,79,67,12,106,26,7,67,6
"31160 Nuutajärvi   (Urjala )",282,119,97,22,163,28,16,97,22
"31170 Savijoki   (Forssa )",201,86,75,11,115,22,13,72,8
"31230 Susikas   (Tammela )",205,95,79,16,110,22,16,67,5
"31250 Teuro   (Tammela )",215,106,98,8,109,35,8,63,3
"31300 Tammela Keskus   (Tammela )",3133,1400,1230,170,1733,506,199,966,62
"31310 Mustiala   (Tammela )",91,44,43,1,47,9,17,20,1
"31340 Porras   (Tammela )",567,267,243,24,300,88,41,154,17
"31350 Vistinkoski   (Tammela )",242,102,86,16,140,37,7,90,6
"31370 Eerikkilän Urheiluopisto   (Tammela )",.,.,.,.,.,.,.,.,.
"31380 Letku-Torro   (Tammela )",347,162,147,15,185,81,16,80,8
"31400 Somero Keskus   (Somero )",6278,2571,2197,374,3707,895,341,2329,142
"31410 Ylöpirtti   (Somero )",366,180,164,16,186,57,18,105,6
"31450 Häntälä   (Somero )",357,197,168,29,160,58,25,70,7
"31460 Hirsjärvi   (Somero )",252,115,97,18,137,29,14,83,11
"31470 Somerniemi   (Somero )",690,302,269,33,388,99,35,235,19
"31490 Terttilä   (Somero )",257,106,96,10,151,42,22,80,7
"31500 Koski Tl   (Koski Tl )",2420,1033,923,110,1387,356,129,836,66
"31520 Pitkäjärvi   (Somero )",530,237,202,35,293,102,34,142,15
"31530 Pyöli   (Somero )",319,154,134,20,165,38,13,102,12
"31600 Jokioinen Keskus   (Jokioinen )",3756,1719,1494,225,2037,652,268,1040,77
"31610 Vaulammi   (Jokioinen )",464,236,207,29,228,67,35,116,10
"31620 Latovainio   (Jokioinen )",421,219,182,37,202,62,27,103,10
"31630 Minkiö   (Jokioinen )",611,284,250,34,327,128,43,141,15
"31640 Humppila Keskus   (Humppila )",2105,934,783,151,1171,341,130,638,62
"31650 Venäjänkangas   (Humppila )",274,148,123,25,126,47,17,59,3
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",1459,662,556,106,797,238,93,415,51
"31720 Urjalankylä-Kehro   (Urjala )",375,155,123,32,220,48,22,139,11
"31730 Honkola   (Urjala )",122,67,52,15,55,14,6,29,6
"31750 Kehro   (Urjala )",52,19,..,..,33,1,1,27,4
"31760 Urjala Keskus   (Urjala )",1887,727,623,104,1160,244,92,743,81
"31810 Oriniemi   (Punkalaidun )",401,175,159,16,226,67,21,126,12
"31830 Halkivaha   (Urjala )",302,128,114,14,174,48,16,95,15
"31850 Koskioinen   (Punkalaidun )",151,65,62,3,86,30,6,48,2
"31860 Tursa   (Urjala )",314,132,107,25,182,33,21,110,18
"31900 Punkalaidun Keskus   (Punkalaidun )",1905,733,636,97,1172,210,120,773,69
"31930 Vanttila   (Punkalaidun )",117,51,44,7,66,17,10,37,2
"31950 Sadonmaa   (Punkalaidun )",167,64,59,5,103,25,7,62,9
"31960 Orisuo   (Loimaa )",72,29,..,..,43,8,2,29,4
"31970 Kanteenmaa   (Punkalaidun )",160,72,67,5,88,23,13,48,4
"32100 Ypäjä Keskus   (Ypäjä )",2050,974,830,144,1076,274,106,645,51
"32140 Ypäjä Asemanseutu   (Ypäjä )",316,150,135,15,166,51,24,82,9
"32200 Loimaa Keskus   (Loimaa )",8317,3733,3261,472,4584,1180,492,2698,214
"32210 Loimaa kk   (Loimaa )",2404,1022,900,122,1382,361,132,841,48
"32250 Kojonkulma   (Loimaa )",320,138,122,16,182,71,28,80,3
"32260 Kojonperä   (Loimaa )",165,69,60,9,96,21,5,64,6
"32270 Metsämaa-Murto   (Loimaa )",473,205,182,23,268,67,22,173,6
"32280 Metsäkorpi   (Loimaa )",175,74,62,12,101,32,11,50,8
"32300 Mellilä   (Loimaa )",1322,596,507,89,726,178,76,436,36
"32410 Niinijoki   (Loimaa )",581,278,248,30,303,102,38,144,19
"32430 Ylhäinen   (Loimaa )",89,43,42,1,46,10,4,31,1
"32440 Alastaro Keskus   (Loimaa )",1799,761,668,93,1038,237,85,668,48
"32450 Tammiainen   (Loimaa )",269,117,104,13,152,41,17,87,7
"32500 Oripää Keskus   (Oripää )",1188,506,463,43,682,237,73,348,24
"32520 Latva   (Oripää )",153,73,64,9,80,28,15,33,4
"32560 Virttaa   (Loimaa )",452,225,201,24,227,70,26,123,8
"32610 Vampula Keskus   (Huittinen )",1051,449,405,44,602,147,59,361,35
"32620 Rutava   (Huittinen )",402,179,161,18,223,51,24,135,13
"32700 Huittinen Keskus   (Huittinen )",7904,3471,3083,388,4433,1158,452,2538,285
"32710 Sampu   (Huittinen )",621,310,280,30,311,125,36,132,18
"32730 Keikyä   (Sastamala )",760,332,286,46,428,101,43,250,34
"32740 Äetsä Keskus   (Sastamala )",1799,781,660,121,1018,245,91,615,67
"32760 Suttila   (Huittinen )",179,88,82,6,91,24,9,47,11
"32770 Huhtamo   (Huittinen )",223,113,106,7,110,31,7,62,10
"32800 Kokemäki Keskus   (Kokemäki )",4059,1786,1524,262,2273,529,222,1414,108
"32810 Peipohja   (Kokemäki )",1888,851,733,118,1037,298,118,552,69
"32830 Riste   (Kokemäki )",495,212,183,29,283,68,34,171,10
"32860 Korkeaoja   (Kokemäki )",163,86,75,11,77,25,14,34,4
"32910 Kauvatsa Asemanseutu   (Kokemäki )",292,132,109,23,160,43,19,90,8
"32920 Kauvatsa   (Kokemäki )",594,225,185,40,369,71,35,246,17
"33100 Tampere Keskus   (Tampere )",16793,9593,8209,1384,7200,1215,1906,3610,469
"33180 Lapinniemi-Käpylä   (Tampere )",2296,951,833,118,1345,193,193,911,48
"33200 Tampere Keskus Läntinen   (Tampere )",6751,3621,2976,645,3130,536,621,1770,203
"33210 Itä-Amuri-Tammerkoski   (Tampere )",5929,3090,2536,554,2839,352,524,1773,190
"33230 Länsi-Amuri   (Tampere )",5968,3073,2615,458,2895,587,391,1771,146
"33240 Tahmela   (Tampere )",1653,899,753,146,754,262,137,307,48
"33250 Pispala   (Tampere )",2339,1365,1052,313,974,330,203,346,95
"33270 Epilä   (Tampere )",7525,3906,3175,731,3619,1237,519,1625,238
"33300 Rahola   (Tampere )",5086,2645,2230,415,2441,858,366,1067,150
"33310 Tesoma   (Tampere )",7362,3307,2385,922,4055,1260,509,2002,284
"33330 Myllypuro-Kalkku   (Tampere )",3407,1768,1402,366,1639,687,250,590,112
"33340 Haukiluoma-Ikuri   (Tampere )",5162,2618,2201,417,2544,917,357,1155,115
"33380 Pitkäniemi   (Nokia )",32,10,..,..,22,..,..,..,..
"33400 Luoteis-Tampere   (Tampere )",7903,3895,3242,653,4008,1447,682,1632,247
"33410 Lentävänniemi   (Tampere )",4511,2183,1710,473,2328,534,269,1399,126
"33420 Lamminpää   (Tampere )",2116,1073,884,189,1043,361,163,450,69
"33430 Vuorentausta   (Ylöjärvi )",2922,1503,1335,168,1419,540,199,611,69
"33450 Siivikkala   (Ylöjärvi )",2869,1512,1341,171,1357,619,185,479,74
"33470 Ylöjärvi Keskus   (Ylöjärvi )",6240,2842,2326,516,3398,1080,414,1684,220
"33480 Manninmäki-Haavisto   (Ylöjärvi )",7360,3636,3182,454,3724,1818,557,1204,145
"33500 Osmonmäki-Petsamo   (Tampere )",11119,5874,4915,959,5245,944,1124,2903,274
"33520 Keskussairaala-alue-Kauppi   (Tampere )",970,512,424,88,458,141,85,206,26
"33530 Kissanmaa   (Tampere )",4826,2511,2083,428,2315,463,566,1139,147
"33540 Kaleva   (Tampere )",8647,4802,3950,852,3845,699,1184,1732,230
"33560 Takahuhti   (Tampere )",10100,4680,4011,669,5420,1526,881,2723,290
"33580 Atala-Linnainmaa   (Tampere )",15204,7948,6720,1228,7256,2955,1134,2760,407
"33610 Olkahinen-Tasanne   (Tampere )",3897,2092,1857,235,1805,755,286,672,92
"33680 Aitolahti   (Tampere )",1701,789,695,94,912,313,106,456,37
"33700 Messukylä   (Tampere )",1771,907,809,98,864,275,188,350,51
"33710 Kaukajärvi   (Tampere )",17901,8948,7300,1648,8953,3154,1725,3450,624
"33720 Hervanta   (Tampere )",24780,11576,8833,2743,13204,3122,3978,4791,1313
"33730 Leinola-Vehmainen   (Tampere )",1816,946,840,106,870,315,121,390,44
"33800 Nekala   (Tampere )",5230,2878,2233,645,2352,755,458,965,174
"33820 Koivistonkylä   (Tampere )",9310,4816,4099,717,4494,1574,898,1728,294
"33840 Peltolammi   (Tampere )",3478,1771,1407,364,1707,393,371,826,117
"33850 Multisilta   (Pirkkala )",2479,1240,927,313,1239,395,198,546,100
"33870 Vuores   (Lempäälä )",2092,1252,1065,187,840,454,144,183,59
"33880 Höytämö   (Lempäälä )",3827,1916,1647,269,1911,793,274,716,128
"33900 Härmälä-Rantaperkiö   (Tampere )",10642,5877,4683,1194,4765,1315,933,2146,371
"33920 Toivio   (Pirkkala )",1273,652,578,74,621,357,83,157,24
"33950 Killo   (Pirkkala )",5485,2861,2510,351,2624,1038,333,1112,141
"33960 Suuppa   (Pirkkala )",10486,5142,4508,634,5344,2221,778,2093,252
"33980 Pirkkala kk   (Pirkkala )",1428,703,640,63,725,341,99,244,41
"34110 Lakiala   (Ylöjärvi )",1349,625,550,75,724,449,108,138,29
"34130 Ylinen   (Ylöjärvi )",1323,674,593,81,649,300,126,188,35
"34140 Mutala   (Ylöjärvi )",805,374,324,50,431,209,62,143,17
"34150 Kyrönlahti   (Ylöjärvi )",415,202,172,30,213,82,16,107,8
"34180 Länsi-Teisko   (Ylöjärvi )",153,71,59,12,82,23,5,47,7
"34240 Kämmenteisko   (Tampere )",1704,801,707,94,903,395,135,323,50
"34260 Terälahti   (Tampere )",889,435,345,90,454,147,45,240,22
"34270 Velaatta   (Tampere )",300,149,117,32,151,35,14,94,8
"34300 Kuru Keskus   (Ylöjärvi )",1556,615,481,134,941,229,88,566,58
"34320 Parkkuu   (Ylöjärvi )",228,97,81,16,131,34,12,80,5
"34330 Poikelus   (Ylöjärvi )",279,126,104,22,153,56,25,63,9
"34410 Murole   (Ruovesi )",176,75,59,16,101,31,4,58,8
"34420 Muroleen Kanava   (Ruovesi )",49,18,..,..,31,10,0,19,2
"34430 Kekkonen   (Ruovesi )",126,58,47,11,68,10,8,47,3
"34450 Jäminkipohja   (Ruovesi )",339,144,121,23,195,30,16,127,22
"34510 Luode   (Ylöjärvi )",103,36,25,11,67,20,5,40,2
"34530 Länsi-Aure   (Ylöjärvi )",78,27,..,..,51,16,5,29,1
"34550 Itä-Aure   (Ylöjärvi )",158,59,41,18,99,11,3,84,1
"34600 Ruovesi Keskus-Nenonen   (Ruovesi )",2635,1014,885,129,1621,326,143,1079,73
"34640 Mustajärvi   (Ruovesi )",211,92,86,6,119,32,14,66,7
"34710 Vaskivesi   (Virrat )",372,154,132,22,218,51,26,134,7
"34730 Vaskuu   (Virrat )",101,37,29,8,64,12,5,44,3
"34740 Koro   (Virrat )",82,24,..,..,58,9,4,41,4
"34770 Kurjenkylä   (Virrat )",234,103,81,22,131,32,19,73,7
"34800 Virrat Keskus   (Virrat )",4614,1825,1500,325,2789,585,222,1841,141
"34870 Visuvesi   (Ruovesi )",592,221,181,40,371,76,25,248,22
"34910 Äijänneva   (Virrat )",106,54,48,6,52,11,10,28,3
"34930 Liedenpohja   (Virrat )",316,130,111,19,186,40,20,117,9
"34950 Ohtola   (Virrat )",218,83,71,12,135,40,11,81,3
"34970 Toisvesi   (Virrat )",109,48,36,12,61,18,3,37,3
"34980 Killinkoski   (Virrat )",369,152,121,31,217,45,9,147,16
"35100 Orivesi Asemanseutu   (Orivesi )",3014,1425,1218,207,1589,588,176,739,86
"35220 Eräjärvi   (Orivesi )",514,204,166,38,310,60,23,213,14
