"Year","Quarter","Building type","Postal code","Year of construction","Mean"
"2014","Whole year","Building types total","99910","Year of construction, total",.
"2014","Whole year","Building types total","99930","Year of construction, total",.
"2014","Whole year","Building types total","99980","Year of construction, total",.
"2015","Whole year","Building types total","00100","Year of construction, total",6095
"2015","Whole year","Building types total","00120","Year of construction, total",6396
"2015","Whole year","Building types total","00130","Year of construction, total",6372
"2015","Whole year","Building types total","00140","Year of construction, total",6748
"2015","Whole year","Building types total","00150","Year of construction, total",6537
"2015","Whole year","Building types total","00160","Year of construction, total",6077
"2015","Whole year","Building types total","00170","Year of construction, total",6400
"2015","Whole year","Building types total","00180","Year of construction, total",6247
"2015","Whole year","Building types total","00190","Year of construction, total",.
"2015","Whole year","Building types total","00200","Year of construction, total",5079
"2015","Whole year","Building types total","00210","Year of construction, total",5178
"2015","Whole year","Building types total","00220","Year of construction, total",.
"2015","Whole year","Building types total","00240","Year of construction, total",4317
"2015","Whole year","Building types total","00250","Year of construction, total",5589
"2015","Whole year","Building types total","00260","Year of construction, total",5890
"2015","Whole year","Building types total","00270","Year of construction, total",5334
"2015","Whole year","Building types total","00280","Year of construction, total",5121
"2015","Whole year","Building types total","00290","Year of construction, total",.
"2015","Whole year","Building types total","00300","Year of construction, total",5352
"2015","Whole year","Building types total","00310","Year of construction, total",3652
"2015","Whole year","Building types total","00320","Year of construction, total",4532
"2015","Whole year","Building types total","00330","Year of construction, total",5193
"2015","Whole year","Building types total","00340","Year of construction, total",4035
"2015","Whole year","Building types total","00350","Year of construction, total",4240
"2015","Whole year","Building types total","00360","Year of construction, total",3442
"2015","Whole year","Building types total","00370","Year of construction, total",3789
"2015","Whole year","Building types total","00380","Year of construction, total",.
"2015","Whole year","Building types total","00390","Year of construction, total",3148
"2015","Whole year","Building types total","00400","Year of construction, total",3797
"2015","Whole year","Building types total","00410","Year of construction, total",2548
"2015","Whole year","Building types total","00420","Year of construction, total",3296
"2015","Whole year","Building types total","00430","Year of construction, total",3438
"2015","Whole year","Building types total","00440","Year of construction, total",3479
"2015","Whole year","Building types total","00500","Year of construction, total",5281
"2015","Whole year","Building types total","00510","Year of construction, total",5016
"2015","Whole year","Building types total","00520","Year of construction, total",4755
"2015","Whole year","Building types total","00530","Year of construction, total",5230
"2015","Whole year","Building types total","00540","Year of construction, total",5526
"2015","Whole year","Building types total","00550","Year of construction, total",4779
"2015","Whole year","Building types total","00560","Year of construction, total",4917
"2015","Whole year","Building types total","00570","Year of construction, total",4550
"2015","Whole year","Building types total","00580","Year of construction, total",4949
"2015","Whole year","Building types total","00590","Year of construction, total",.
"2015","Whole year","Building types total","00600","Year of construction, total",2914
"2015","Whole year","Building types total","00610","Year of construction, total",4512
"2015","Whole year","Building types total","00620","Year of construction, total",3629
"2015","Whole year","Building types total","00630","Year of construction, total",3507
"2015","Whole year","Building types total","00640","Year of construction, total",3254
"2015","Whole year","Building types total","00650","Year of construction, total",3310
"2015","Whole year","Building types total","00660","Year of construction, total",3450
"2015","Whole year","Building types total","00670","Year of construction, total",3595
"2015","Whole year","Building types total","00680","Year of construction, total",3263
"2015","Whole year","Building types total","00690","Year of construction, total",.
"2015","Whole year","Building types total","00700","Year of construction, total",3141
"2015","Whole year","Building types total","00710","Year of construction, total",2625
"2015","Whole year","Building types total","00720","Year of construction, total",3074
"2015","Whole year","Building types total","00730","Year of construction, total",3299
"2015","Whole year","Building types total","00740","Year of construction, total",2599
"2015","Whole year","Building types total","00750","Year of construction, total",2706
"2015","Whole year","Building types total","00760","Year of construction, total",2827
"2015","Whole year","Building types total","00770","Year of construction, total",2123
"2015","Whole year","Building types total","00780","Year of construction, total",3240
"2015","Whole year","Building types total","00790","Year of construction, total",3965
"2015","Whole year","Building types total","00800","Year of construction, total",4120
"2015","Whole year","Building types total","00810","Year of construction, total",4406
"2015","Whole year","Building types total","00820","Year of construction, total",2941
"2015","Whole year","Building types total","00830","Year of construction, total",3452
"2015","Whole year","Building types total","00840","Year of construction, total",3297
"2015","Whole year","Building types total","00850","Year of construction, total",4444
"2015","Whole year","Building types total","00870","Year of construction, total",2856
"2015","Whole year","Building types total","00880","Year of construction, total",.
"2015","Whole year","Building types total","00900","Year of construction, total",2993
"2015","Whole year","Building types total","00910","Year of construction, total",3116
"2015","Whole year","Building types total","00920","Year of construction, total",2684
"2015","Whole year","Building types total","00930","Year of construction, total",3009
"2015","Whole year","Building types total","00940","Year of construction, total",2304
"2015","Whole year","Building types total","00950","Year of construction, total",3315
"2015","Whole year","Building types total","00960","Year of construction, total",2966
"2015","Whole year","Building types total","00970","Year of construction, total",2578
"2015","Whole year","Building types total","00980","Year of construction, total",3038
"2015","Whole year","Building types total","00990","Year of construction, total",4387
"2015","Whole year","Building types total","01120","Year of construction, total",.
"2015","Whole year","Building types total","01150","Year of construction, total",2400
"2015","Whole year","Building types total","01180","Year of construction, total",.
"2015","Whole year","Building types total","01200","Year of construction, total",2231
"2015","Whole year","Building types total","01230","Year of construction, total",2705
"2015","Whole year","Building types total","01260","Year of construction, total",2579
"2015","Whole year","Building types total","01280","Year of construction, total",2513
"2015","Whole year","Building types total","01300","Year of construction, total",3167
"2015","Whole year","Building types total","01350","Year of construction, total",2637
"2015","Whole year","Building types total","01360","Year of construction, total",2275
"2015","Whole year","Building types total","01370","Year of construction, total",2876
"2015","Whole year","Building types total","01380","Year of construction, total",3040
"2015","Whole year","Building types total","01390","Year of construction, total",3040
"2015","Whole year","Building types total","01400","Year of construction, total",2906
"2015","Whole year","Building types total","01420","Year of construction, total",.
"2015","Whole year","Building types total","01450","Year of construction, total",2577
"2015","Whole year","Building types total","01480","Year of construction, total",2173
"2015","Whole year","Building types total","01490","Year of construction, total",2796
"2015","Whole year","Building types total","01510","Year of construction, total",3778
"2015","Whole year","Building types total","01520","Year of construction, total",3615
"2015","Whole year","Building types total","01600","Year of construction, total",2567
"2015","Whole year","Building types total","01610","Year of construction, total",2860
"2015","Whole year","Building types total","01620","Year of construction, total",2440
"2015","Whole year","Building types total","01630","Year of construction, total",3054
"2015","Whole year","Building types total","01640","Year of construction, total",2964
"2015","Whole year","Building types total","01650","Year of construction, total",2217
"2015","Whole year","Building types total","01660","Year of construction, total",2862
"2015","Whole year","Building types total","01670","Year of construction, total",2615
"2015","Whole year","Building types total","01680","Year of construction, total",.
"2015","Whole year","Building types total","01690","Year of construction, total",3257
"2015","Whole year","Building types total","01700","Year of construction, total",3349
"2015","Whole year","Building types total","01710","Year of construction, total",2661
"2015","Whole year","Building types total","01720","Year of construction, total",.
"2015","Whole year","Building types total","01730","Year of construction, total",2123
"2015","Whole year","Building types total","01740","Year of construction, total",.
"2015","Whole year","Building types total","01750","Year of construction, total",.
"2015","Whole year","Building types total","01760","Year of construction, total",.
"2015","Whole year","Building types total","01800","Year of construction, total",2364
"2015","Whole year","Building types total","01820","Year of construction, total",2313
"2015","Whole year","Building types total","01830","Year of construction, total",.
"2015","Whole year","Building types total","01840","Year of construction, total",2353
"2015","Whole year","Building types total","01860","Year of construction, total",.
"2015","Whole year","Building types total","01900","Year of construction, total",2011
"2015","Whole year","Building types total","01940","Year of construction, total",.
"2015","Whole year","Building types total","02100","Year of construction, total",4406
"2015","Whole year","Building types total","02110","Year of construction, total",4343
"2015","Whole year","Building types total","02120","Year of construction, total",4291
"2015","Whole year","Building types total","02130","Year of construction, total",3808
"2015","Whole year","Building types total","02140","Year of construction, total",3097
"2015","Whole year","Building types total","02150","Year of construction, total",3815
"2015","Whole year","Building types total","02160","Year of construction, total",4441
"2015","Whole year","Building types total","02170","Year of construction, total",4066
"2015","Whole year","Building types total","02180","Year of construction, total",3526
"2015","Whole year","Building types total","02200","Year of construction, total",3844
"2015","Whole year","Building types total","02210","Year of construction, total",2961
"2015","Whole year","Building types total","02230","Year of construction, total",3597
"2015","Whole year","Building types total","02240","Year of construction, total",3759
"2015","Whole year","Building types total","02260","Year of construction, total",2713
"2015","Whole year","Building types total","02270","Year of construction, total",3569
"2015","Whole year","Building types total","02280","Year of construction, total",3281
"2015","Whole year","Building types total","02300","Year of construction, total",3390
"2015","Whole year","Building types total","02320","Year of construction, total",2970
"2015","Whole year","Building types total","02330","Year of construction, total",3653
"2015","Whole year","Building types total","02340","Year of construction, total",3155
"2015","Whole year","Building types total","02360","Year of construction, total",2745
"2015","Whole year","Building types total","02380","Year of construction, total",.
"2015","Whole year","Building types total","02400","Year of construction, total",2394
"2015","Whole year","Building types total","02410","Year of construction, total",1627
"2015","Whole year","Building types total","02420","Year of construction, total",2018
"2015","Whole year","Building types total","02430","Year of construction, total",2409
"2015","Whole year","Building types total","02440","Year of construction, total",.
"2015","Whole year","Building types total","02450","Year of construction, total",3114
"2015","Whole year","Building types total","02460","Year of construction, total",2047
"2015","Whole year","Building types total","02480","Year of construction, total",2596
"2015","Whole year","Building types total","02490","Year of construction, total",1413
"2015","Whole year","Building types total","02510","Year of construction, total",.
"2015","Whole year","Building types total","02540","Year of construction, total",.
"2015","Whole year","Building types total","02550","Year of construction, total",.
"2015","Whole year","Building types total","02570","Year of construction, total",.
"2015","Whole year","Building types total","02580","Year of construction, total",1743
"2015","Whole year","Building types total","02600","Year of construction, total",3673
"2015","Whole year","Building types total","02610","Year of construction, total",3664
"2015","Whole year","Building types total","02620","Year of construction, total",2800
"2015","Whole year","Building types total","02630","Year of construction, total",3305
"2015","Whole year","Building types total","02650","Year of construction, total",3538
"2015","Whole year","Building types total","02660","Year of construction, total",3490
"2015","Whole year","Building types total","02680","Year of construction, total",3335
"2015","Whole year","Building types total","02700","Year of construction, total",3717
"2015","Whole year","Building types total","02710","Year of construction, total",2640
"2015","Whole year","Building types total","02720","Year of construction, total",3184
"2015","Whole year","Building types total","02730","Year of construction, total",3344
"2015","Whole year","Building types total","02740","Year of construction, total",3217
"2015","Whole year","Building types total","02750","Year of construction, total",3511
"2015","Whole year","Building types total","02760","Year of construction, total",2708
"2015","Whole year","Building types total","02770","Year of construction, total",2916
"2015","Whole year","Building types total","02780","Year of construction, total",2838
"2015","Whole year","Building types total","02810","Year of construction, total",.
"2015","Whole year","Building types total","02820","Year of construction, total",.
"2015","Whole year","Building types total","02860","Year of construction, total",.
"2015","Whole year","Building types total","02880","Year of construction, total",2522
"2015","Whole year","Building types total","02920","Year of construction, total",3004
"2015","Whole year","Building types total","02940","Year of construction, total",2925
"2015","Whole year","Building types total","02970","Year of construction, total",2783
"2015","Whole year","Building types total","03100","Year of construction, total",1971
"2015","Whole year","Building types total","03150","Year of construction, total",.
"2015","Whole year","Building types total","03250","Year of construction, total",1797
"2015","Whole year","Building types total","03300","Year of construction, total",.
"2015","Whole year","Building types total","03320","Year of construction, total",.
"2015","Whole year","Building types total","03400","Year of construction, total",1563
"2015","Whole year","Building types total","03600","Year of construction, total",1545
"2015","Whole year","Building types total","03620","Year of construction, total",1081
"2015","Whole year","Building types total","03710","Year of construction, total",.
"2015","Whole year","Building types total","04130","Year of construction, total",2222
"2015","Whole year","Building types total","04200","Year of construction, total",2256
"2015","Whole year","Building types total","04220","Year of construction, total",2587
"2015","Whole year","Building types total","04230","Year of construction, total",2184
"2015","Whole year","Building types total","04240","Year of construction, total",.
"2015","Whole year","Building types total","04250","Year of construction, total",2530
"2015","Whole year","Building types total","04260","Year of construction, total",2099
"2015","Whole year","Building types total","04300","Year of construction, total",2397
"2015","Whole year","Building types total","04310","Year of construction, total",2469
"2015","Whole year","Building types total","04320","Year of construction, total",2204
"2015","Whole year","Building types total","04330","Year of construction, total",2398
"2015","Whole year","Building types total","04340","Year of construction, total",2099
"2015","Whole year","Building types total","04350","Year of construction, total",.
"2015","Whole year","Building types total","04360","Year of construction, total",.
"2015","Whole year","Building types total","04380","Year of construction, total",.
"2015","Whole year","Building types total","04390","Year of construction, total",.
"2015","Whole year","Building types total","04400","Year of construction, total",2623
"2015","Whole year","Building types total","04410","Year of construction, total",2441
"2015","Whole year","Building types total","04420","Year of construction, total",2446
"2015","Whole year","Building types total","04430","Year of construction, total",2718
"2015","Whole year","Building types total","04440","Year of construction, total",1652
"2015","Whole year","Building types total","04460","Year of construction, total",2497
"2015","Whole year","Building types total","04480","Year of construction, total",.
"2015","Whole year","Building types total","04500","Year of construction, total",2042
"2015","Whole year","Building types total","04600","Year of construction, total",1794
"2015","Whole year","Building types total","04620","Year of construction, total",2162
"2015","Whole year","Building types total","04660","Year of construction, total",.
"2015","Whole year","Building types total","04680","Year of construction, total",.
"2015","Whole year","Building types total","04740","Year of construction, total",.
"2015","Whole year","Building types total","04840","Year of construction, total",.
"2015","Whole year","Building types total","04920","Year of construction, total",.
"2015","Whole year","Building types total","05100","Year of construction, total",1824
"2015","Whole year","Building types total","05200","Year of construction, total",1982
"2015","Whole year","Building types total","05400","Year of construction, total",2230
"2015","Whole year","Building types total","05430","Year of construction, total",.
"2015","Whole year","Building types total","05450","Year of construction, total",.
"2015","Whole year","Building types total","05460","Year of construction, total",1895
"2015","Whole year","Building types total","05510","Year of construction, total",.
"2015","Whole year","Building types total","05620","Year of construction, total",.
"2015","Whole year","Building types total","05720","Year of construction, total",.
"2015","Whole year","Building types total","05800","Year of construction, total",2172
"2015","Whole year","Building types total","05810","Year of construction, total",2307
"2015","Whole year","Building types total","05820","Year of construction, total",1849
"2015","Whole year","Building types total","05830","Year of construction, total",2068
"2015","Whole year","Building types total","05840","Year of construction, total",1874
"2015","Whole year","Building types total","05860","Year of construction, total",1241
"2015","Whole year","Building types total","05880","Year of construction, total",1485
"2015","Whole year","Building types total","05900","Year of construction, total",1883
"2015","Whole year","Building types total","06100","Year of construction, total",2809
"2015","Whole year","Building types total","06150","Year of construction, total",1967
"2015","Whole year","Building types total","06200","Year of construction, total",.
"2015","Whole year","Building types total","06400","Year of construction, total",1988
"2015","Whole year","Building types total","06450","Year of construction, total",1836
"2015","Whole year","Building types total","06500","Year of construction, total",.
"2015","Whole year","Building types total","06530","Year of construction, total",2147
"2015","Whole year","Building types total","06650","Year of construction, total",.
"2015","Whole year","Building types total","06750","Year of construction, total",.
"2015","Whole year","Building types total","06830","Year of construction, total",.
"2015","Whole year","Building types total","06880","Year of construction, total",.
"2015","Whole year","Building types total","07110","Year of construction, total",.
"2015","Whole year","Building types total","07150","Year of construction, total",.
"2015","Whole year","Building types total","07170","Year of construction, total",.
"2015","Whole year","Building types total","07190","Year of construction, total",.
"2015","Whole year","Building types total","07230","Year of construction, total",1780
"2015","Whole year","Building types total","07280","Year of construction, total",.
"2015","Whole year","Building types total","07310","Year of construction, total",.
"2015","Whole year","Building types total","07500","Year of construction, total",.
"2015","Whole year","Building types total","07510","Year of construction, total",.
"2015","Whole year","Building types total","07550","Year of construction, total",.
"2015","Whole year","Building types total","07560","Year of construction, total",.
"2015","Whole year","Building types total","07600","Year of construction, total",.
"2015","Whole year","Building types total","07700","Year of construction, total",1949
"2015","Whole year","Building types total","07750","Year of construction, total",.
"2015","Whole year","Building types total","07800","Year of construction, total",.
"2015","Whole year","Building types total","07820","Year of construction, total",.
"2015","Whole year","Building types total","07830","Year of construction, total",.
"2015","Whole year","Building types total","07870","Year of construction, total",.
"2015","Whole year","Building types total","07880","Year of construction, total",.
"2015","Whole year","Building types total","07890","Year of construction, total",.
"2015","Whole year","Building types total","07900","Year of construction, total",1548
"2015","Whole year","Building types total","07910","Year of construction, total",973
"2015","Whole year","Building types total","07920","Year of construction, total",1273
"2015","Whole year","Building types total","07930","Year of construction, total",.
"2015","Whole year","Building types total","07940","Year of construction, total",995
"2015","Whole year","Building types total","07955","Year of construction, total",.
"2015","Whole year","Building types total","07970","Year of construction, total",1166
"2015","Whole year","Building types total","07990","Year of construction, total",.
"2015","Whole year","Building types total","08100","Year of construction, total",2253
"2015","Whole year","Building types total","08150","Year of construction, total",1922
"2015","Whole year","Building types total","08200","Year of construction, total",1468
"2015","Whole year","Building types total","08350","Year of construction, total",1602
"2015","Whole year","Building types total","08450","Year of construction, total",.
"2015","Whole year","Building types total","08500","Year of construction, total",1949
"2015","Whole year","Building types total","08680","Year of construction, total",1636
"2015","Whole year","Building types total","08700","Year of construction, total",1647
"2015","Whole year","Building types total","08800","Year of construction, total",.
"2015","Whole year","Building types total","09220","Year of construction, total",2051
"2015","Whole year","Building types total","10120","Year of construction, total",.
"2015","Whole year","Building types total","10140","Year of construction, total",.
"2015","Whole year","Building types total","10160","Year of construction, total",.
"2015","Whole year","Building types total","10210","Year of construction, total",1751
"2015","Whole year","Building types total","10270","Year of construction, total",.
"2015","Whole year","Building types total","10300","Year of construction, total",1515
"2015","Whole year","Building types total","10320","Year of construction, total",1394
"2015","Whole year","Building types total","10330","Year of construction, total",.
"2015","Whole year","Building types total","10360","Year of construction, total",.
"2015","Whole year","Building types total","10410","Year of construction, total",.
"2015","Whole year","Building types total","10420","Year of construction, total",881
"2015","Whole year","Building types total","10440","Year of construction, total",.
"2015","Whole year","Building types total","10470","Year of construction, total",.
"2015","Whole year","Building types total","10520","Year of construction, total",.
"2015","Whole year","Building types total","10570","Year of construction, total",.
"2015","Whole year","Building types total","10600","Year of construction, total",2195
"2015","Whole year","Building types total","10620","Year of construction, total",1187
"2015","Whole year","Building types total","10640","Year of construction, total",1421
"2015","Whole year","Building types total","10650","Year of construction, total",1015
"2015","Whole year","Building types total","10660","Year of construction, total",.
"2015","Whole year","Building types total","10680","Year of construction, total",.
"2015","Whole year","Building types total","10710","Year of construction, total",.
"2015","Whole year","Building types total","10820","Year of construction, total",805
"2015","Whole year","Building types total","10900","Year of construction, total",1397
"2015","Whole year","Building types total","10940","Year of construction, total",1610
"2015","Whole year","Building types total","10960","Year of construction, total",1408
"2015","Whole year","Building types total","11100","Year of construction, total",1738
"2015","Whole year","Building types total","11120","Year of construction, total",1526
"2015","Whole year","Building types total","11130","Year of construction, total",1499
"2015","Whole year","Building types total","11310","Year of construction, total",1111
"2015","Whole year","Building types total","11710","Year of construction, total",1929
"2015","Whole year","Building types total","11910","Year of construction, total",1765
"2015","Whole year","Building types total","12100","Year of construction, total",1154
"2015","Whole year","Building types total","12130","Year of construction, total",.
"2015","Whole year","Building types total","12240","Year of construction, total",1056
"2015","Whole year","Building types total","12310","Year of construction, total",1444
"2015","Whole year","Building types total","12380","Year of construction, total",.
"2015","Whole year","Building types total","12400","Year of construction, total",1280
"2015","Whole year","Building types total","12520","Year of construction, total",.
"2015","Whole year","Building types total","12540","Year of construction, total",.
"2015","Whole year","Building types total","12600","Year of construction, total",.
"2015","Whole year","Building types total","12700","Year of construction, total",1362
"2015","Whole year","Building types total","12750","Year of construction, total",.
"2015","Whole year","Building types total","13100","Year of construction, total",2259
"2015","Whole year","Building types total","13110","Year of construction, total",.
"2015","Whole year","Building types total","13130","Year of construction, total",2134
"2015","Whole year","Building types total","13200","Year of construction, total",2532
"2015","Whole year","Building types total","13210","Year of construction, total",1800
"2015","Whole year","Building types total","13220","Year of construction, total",2820
"2015","Whole year","Building types total","13250","Year of construction, total",1195
"2015","Whole year","Building types total","13270","Year of construction, total",2107
"2015","Whole year","Building types total","13300","Year of construction, total",1925
"2015","Whole year","Building types total","13330","Year of construction, total",.
"2015","Whole year","Building types total","13430","Year of construction, total",.
"2015","Whole year","Building types total","13500","Year of construction, total",1713
"2015","Whole year","Building types total","13600","Year of construction, total",1550
"2015","Whole year","Building types total","13700","Year of construction, total",.
"2015","Whole year","Building types total","13720","Year of construction, total",1655
"2015","Whole year","Building types total","13800","Year of construction, total",1670
"2015","Whole year","Building types total","13880","Year of construction, total",.
"2015","Whole year","Building types total","13900","Year of construction, total",.
"2015","Whole year","Building types total","14200","Year of construction, total",1368
"2015","Whole year","Building types total","14300","Year of construction, total",1293
"2015","Whole year","Building types total","14500","Year of construction, total",1422
"2015","Whole year","Building types total","14610","Year of construction, total",.
"2015","Whole year","Building types total","14680","Year of construction, total",.
"2015","Whole year","Building types total","14700","Year of construction, total",1206
"2015","Whole year","Building types total","14770","Year of construction, total",.
"2015","Whole year","Building types total","14820","Year of construction, total",.
"2015","Whole year","Building types total","14870","Year of construction, total",.
"2015","Whole year","Building types total","14960","Year of construction, total",.
"2015","Whole year","Building types total","15100","Year of construction, total",2260
"2015","Whole year","Building types total","15110","Year of construction, total",2432
"2015","Whole year","Building types total","15140","Year of construction, total",2588
"2015","Whole year","Building types total","15150","Year of construction, total",1800
"2015","Whole year","Building types total","15160","Year of construction, total",2285
"2015","Whole year","Building types total","15170","Year of construction, total",1248
"2015","Whole year","Building types total","15200","Year of construction, total",1419
"2015","Whole year","Building types total","15210","Year of construction, total",1455
"2015","Whole year","Building types total","15230","Year of construction, total",1581
"2015","Whole year","Building types total","15240","Year of construction, total",1320
"2015","Whole year","Building types total","15270","Year of construction, total",.
"2015","Whole year","Building types total","15300","Year of construction, total",1647
"2015","Whole year","Building types total","15320","Year of construction, total",1587
"2015","Whole year","Building types total","15340","Year of construction, total",1758
"2015","Whole year","Building types total","15500","Year of construction, total",1161
"2015","Whole year","Building types total","15520","Year of construction, total",1536
"2015","Whole year","Building types total","15540","Year of construction, total",1586
"2015","Whole year","Building types total","15550","Year of construction, total",1221
"2015","Whole year","Building types total","15560","Year of construction, total",1156
"2015","Whole year","Building types total","15610","Year of construction, total",1952
"2015","Whole year","Building types total","15680","Year of construction, total",.
"2015","Whole year","Building types total","15700","Year of construction, total",1652
"2015","Whole year","Building types total","15800","Year of construction, total",1690
"2015","Whole year","Building types total","15810","Year of construction, total",.
"2015","Whole year","Building types total","15830","Year of construction, total",1262
"2015","Whole year","Building types total","15840","Year of construction, total",1294
"2015","Whole year","Building types total","15850","Year of construction, total",.
"2015","Whole year","Building types total","15860","Year of construction, total",1232
"2015","Whole year","Building types total","15870","Year of construction, total",1398
"2015","Whole year","Building types total","15880","Year of construction, total",1497
"2015","Whole year","Building types total","15900","Year of construction, total",2408
"2015","Whole year","Building types total","15950","Year of construction, total",1630
"2015","Whole year","Building types total","15980","Year of construction, total",.
"2015","Whole year","Building types total","16100","Year of construction, total",581
"2015","Whole year","Building types total","16200","Year of construction, total",.
"2015","Whole year","Building types total","16260","Year of construction, total",.
"2015","Whole year","Building types total","16300","Year of construction, total",1297
"2015","Whole year","Building types total","16320","Year of construction, total",.
"2015","Whole year","Building types total","16500","Year of construction, total",.
"2015","Whole year","Building types total","16600","Year of construction, total",1079
"2015","Whole year","Building types total","16610","Year of construction, total",.
"2015","Whole year","Building types total","16670","Year of construction, total",.
"2015","Whole year","Building types total","16710","Year of construction, total",.
"2015","Whole year","Building types total","16800","Year of construction, total",1076
"2015","Whole year","Building types total","16900","Year of construction, total",1121
"2015","Whole year","Building types total","17110","Year of construction, total",.
"2015","Whole year","Building types total","17130","Year of construction, total",.
"2015","Whole year","Building types total","17200","Year of construction, total",1191
"2015","Whole year","Building types total","17240","Year of construction, total",.
"2015","Whole year","Building types total","17500","Year of construction, total",.
"2015","Whole year","Building types total","17610","Year of construction, total",.
"2015","Whole year","Building types total","17800","Year of construction, total",830
"2015","Whole year","Building types total","18100","Year of construction, total",1382
"2015","Whole year","Building types total","18120","Year of construction, total",.
"2015","Whole year","Building types total","18130","Year of construction, total",695
"2015","Whole year","Building types total","18150","Year of construction, total",901
"2015","Whole year","Building types total","18200","Year of construction, total",757
"2015","Whole year","Building types total","18300","Year of construction, total",722
"2015","Whole year","Building types total","18600","Year of construction, total",.
"2015","Whole year","Building types total","19110","Year of construction, total",.
"2015","Whole year","Building types total","19120","Year of construction, total",.
"2015","Whole year","Building types total","19160","Year of construction, total",.
"2015","Whole year","Building types total","19210","Year of construction, total",.
"2015","Whole year","Building types total","19250","Year of construction, total",.
"2015","Whole year","Building types total","19260","Year of construction, total",.
"2015","Whole year","Building types total","19410","Year of construction, total",.
"2015","Whole year","Building types total","19420","Year of construction, total",.
"2015","Whole year","Building types total","19430","Year of construction, total",.
"2015","Whole year","Building types total","19470","Year of construction, total",.
"2015","Whole year","Building types total","19540","Year of construction, total",.
"2015","Whole year","Building types total","19600","Year of construction, total",768
"2015","Whole year","Building types total","19650","Year of construction, total",845
"2015","Whole year","Building types total","19670","Year of construction, total",.
"2015","Whole year","Building types total","19700","Year of construction, total",985
"2015","Whole year","Building types total","19740","Year of construction, total",.
"2015","Whole year","Building types total","19770","Year of construction, total",.
"2015","Whole year","Building types total","19910","Year of construction, total",.
"2015","Whole year","Building types total","19950","Year of construction, total",.
"2015","Whole year","Building types total","20100","Year of construction, total",2904
"2015","Whole year","Building types total","20200","Year of construction, total",2082
"2015","Whole year","Building types total","20210","Year of construction, total",1211
"2015","Whole year","Building types total","20240","Year of construction, total",1211
"2015","Whole year","Building types total","20250","Year of construction, total",.
"2015","Whole year","Building types total","20300","Year of construction, total",2120
"2015","Whole year","Building types total","20320","Year of construction, total",1771
"2015","Whole year","Building types total","20360","Year of construction, total",1292
"2015","Whole year","Building types total","20380","Year of construction, total",2180
"2015","Whole year","Building types total","20400","Year of construction, total",.
"2015","Whole year","Building types total","20460","Year of construction, total",1172
"2015","Whole year","Building types total","20500","Year of construction, total",2854
"2015","Whole year","Building types total","20520","Year of construction, total",3191
"2015","Whole year","Building types total","20540","Year of construction, total",1782
"2015","Whole year","Building types total","20610","Year of construction, total",1259
"2015","Whole year","Building types total","20660","Year of construction, total",2245
"2015","Whole year","Building types total","20700","Year of construction, total",2638
"2015","Whole year","Building types total","20720","Year of construction, total",2045
"2015","Whole year","Building types total","20730","Year of construction, total",2724
"2015","Whole year","Building types total","20740","Year of construction, total",1747
"2015","Whole year","Building types total","20750","Year of construction, total",1320
"2015","Whole year","Building types total","20760","Year of construction, total",1993
"2015","Whole year","Building types total","20780","Year of construction, total",1890
"2015","Whole year","Building types total","20810","Year of construction, total",2731
"2015","Whole year","Building types total","20880","Year of construction, total",1821
"2015","Whole year","Building types total","20900","Year of construction, total",2512
"2015","Whole year","Building types total","20960","Year of construction, total",.
"2015","Whole year","Building types total","21100","Year of construction, total",2103
"2015","Whole year","Building types total","21110","Year of construction, total",1752
"2015","Whole year","Building types total","21120","Year of construction, total",1500
"2015","Whole year","Building types total","21130","Year of construction, total",.
"2015","Whole year","Building types total","21140","Year of construction, total",894
"2015","Whole year","Building types total","21150","Year of construction, total",.
"2015","Whole year","Building types total","21160","Year of construction, total",2056
"2015","Whole year","Building types total","21195","Year of construction, total",.
"2015","Whole year","Building types total","21200","Year of construction, total",1565
"2015","Whole year","Building types total","21210","Year of construction, total",1413
"2015","Whole year","Building types total","21220","Year of construction, total",1219
"2015","Whole year","Building types total","21230","Year of construction, total",.
"2015","Whole year","Building types total","21240","Year of construction, total",.
"2015","Whole year","Building types total","21250","Year of construction, total",1916
"2015","Whole year","Building types total","21260","Year of construction, total",1721
"2015","Whole year","Building types total","21270","Year of construction, total",1447
"2015","Whole year","Building types total","21280","Year of construction, total",2224
"2015","Whole year","Building types total","21290","Year of construction, total",1763
"2015","Whole year","Building types total","21310","Year of construction, total",.
"2015","Whole year","Building types total","21330","Year of construction, total",.
"2015","Whole year","Building types total","21350","Year of construction, total",.
"2015","Whole year","Building types total","21360","Year of construction, total",.
"2015","Whole year","Building types total","21370","Year of construction, total",.
"2015","Whole year","Building types total","21380","Year of construction, total",1387
"2015","Whole year","Building types total","21410","Year of construction, total",.
"2015","Whole year","Building types total","21420","Year of construction, total",1645
"2015","Whole year","Building types total","21430","Year of construction, total",.
"2015","Whole year","Building types total","21450","Year of construction, total",.
"2015","Whole year","Building types total","21490","Year of construction, total",1131
"2015","Whole year","Building types total","21500","Year of construction, total",1549
"2015","Whole year","Building types total","21530","Year of construction, total",1387
"2015","Whole year","Building types total","21540","Year of construction, total",.
"2015","Whole year","Building types total","21560","Year of construction, total",.
"2015","Whole year","Building types total","21570","Year of construction, total",1228
"2015","Whole year","Building types total","21590","Year of construction, total",.
"2015","Whole year","Building types total","21600","Year of construction, total",1394
